Block,Time Block,MAPS,DADRT2,CHAMERA3,CHAMERA2,NTPL,PARBATI3,PARBATI2,RAMPUR,DADRI_RF,DADRI_LF,KKNPPU2,KISHANGANGA,KHSTPP-I,KHSTPP-II,KKNP,KGSU3AND4,ANTA_CRF,DADRI_CRF,AURY_GF,ANTA_RF,AURY_RF,AURY_CRF,ANTA_LF,AURY_LF,ANTA_GF,DADRI_GF,KOLDAM,KOTESHWR,JHAJJAR,DHAULIGNGA,FSTPP I & II,DULHASTI,KGSU1AND2,UNCHAHAR1,TEHRIPSP,SINGRAULI_HYDRO,TANDA2,TEHRI,TelanganaSTPP,TALST2,TANAKPUR,TALA,KUDGI,BRBCL,CHAMERA1,BSIUL,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,NAPP,RAPPD,RSTPSU1TO6,RIHAND3,RAPPB,RAPPC,RIHAND2,RIHAND1,VALLURNTECL,URI2,URI,SINGRAULI,SASAN,SIMHST2,RSTPSU7,SALAL,SEWA2,SIMHST1,UNCHAHAR2,UNCHAHAR3,UNCHAHAR4,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,0,8.13,32.62,45.29,0,32.86,10.81,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,0,248.99,40.81,15.87,53.23,0,13.28,0,0,5.33,0,0,0,11.45,31.71,0,19.42,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,259.5,0,0,63.65,11.74,0,30.17,16.13,3.09,0,0,0,0,0

54,13:15-13:30,0,8.13,32.62,45.29,0,32.86,10.81,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,248.99,40.81,15.87,53.23,0,13.28,0,0,5.33,0,0,0,11.45,31.71,0,18.36,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,259.5,0,0,63.65,11.74,0,30.17,16.13,3.09,0,0,0,0,0

55,13:30-13:45,0,8.13,32.62,45.29,0,32.86,10.81,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,248.99,40.81,15.87,53.23,0,13.28,0,0,5.33,0,0,0,11.45,31.42,0,19.28,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,259.5,0,0,63.65,11.74,0,30.17,16.13,3.09,0,0,0,0,0

56,13:45-14:00,0,8.13,32.62,45.29,0,32.86,10.81,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,248.99,40.81,15.87,53.23,0,13.28,0,0,5.33,0,0,0,11.45,31.42,0,13.83,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,259.5,0,0,63.65,11.74,0,30.17,16.13,3.09,0,0,0,0,0

57,14:00-14:15,0,8.13,32.62,45.29,0,32.86,10.81,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,248.99,40.81,15.87,53.23,0,13.28,0,0,5.33,0,0,0,11.45,31.42,0,12.88,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,259.5,0,0,69.25,11.74,0,30.17,16.13,3.09,0,0,0,0,0

58,14:15-14:30,0,8.13,32.62,45.29,0,32.86,10.81,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,248.99,40.81,15.87,53.23,0,13.28,0,0,5.33,0,0,0,11.45,31.42,0,24.02,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,259.5,0,0,69.25,11.74,0,30.17,16.13,3.09,0,0,0,0,0

59,14:30-14:45,0,8.13,32.62,45.29,0,32.86,10.81,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,248.99,40.81,15.87,53.23,0,13.28,0,0,5.33,0,0,0,11.45,31.42,0,24.02,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,35.01,72.02,259.5,0,0,69.25,11.74,0,30.17,16.13,3.09,0,0,0,0,0

60,14:45-15:00,0,8.13,32.62,45.29,0,32.86,10.81,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,19.5,248.99,40.81,15.87,53.23,0,13.28,0,0,5.33,0,0,0,11.45,31.42,0,24.02,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,35.01,72.02,259.5,0,0,69.25,11.74,0,30.17,16.13,3.09,0,0,0,0,0

61,15:00-15:15,0,8.13,32.62,45.29,0,36.44,10.81,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,19.5,248.99,40.81,15.87,53.23,0,13.28,0,0,5.33,0,0,0,11.45,26.13,0,24.02,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,35.01,72.02,259.5,0,0,69.25,11.74,0,30.17,16.13,3.09,0,0,0,0,0

62,15:15-15:30,0,8.13,32.62,45.29,0,36.44,10.81,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,19.5,248.99,40.81,15.87,53.23,0,13.28,0,0,5.33,15.71,0,0,11.45,26.13,0,24.02,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,35.01,72.02,259.5,0,0,69.25,11.74,0,30.17,16.13,3.09,0,0,0,0,0

63,15:30-15:45,0,8.13,32.62,45.29,0,36.44,10.81,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,19.5,248.99,40.81,15.87,53.23,0,11.85,0,0,5.33,31.42,0,0,11.45,26.13,0,24.02,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,35.01,72.02,259.5,0,0,69.25,11.74,0,30.17,16.13,3.09,0,0,0,0,0

64,15:45-16:00,0,8.13,32.62,45.29,0,36.44,10.81,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,19.5,248.99,40.81,15.87,53.23,0,11.85,0,0,5.33,47.13,0,0,11.45,26.13,0,24.02,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,35.01,72.02,259.5,0,0,69.25,11.74,0,30.17,16.13,3.09,0,0,0,0,0

65,16:00-16:15,0,0,25.73,45.29,0,36.44,10.81,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,19.5,248.99,40.81,15.87,53.23,0,11.85,0,0,4.26,62.84,0,0,11.45,25.8,0,24.02,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,259.5,0,0,69.25,11.74,0,30.17,16.13,3.09,0,0,0,0,0

66,16:15-16:30,0,8.1,25.73,45.29,0,36.44,10.81,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,248.99,40.81,15.87,53.23,0,11.85,0,0,4.26,62.84,0,0,11.45,25.71,0,24.02,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,259.5,0,0,69.25,11.74,0,30.17,16.13,3.09,0,0,0,0,0

67,16:30-16:45,0,47.24,25.73,45.29,0,36.44,10.81,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,248.99,40.81,15.87,53.23,0,13.42,0,0,2.93,62.84,0,0,11.45,25.55,0,24.02,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,259.5,0,0,69.25,11.74,0,30.17,17.04,3.09,0,0,0,0,0

68,16:45-17:00,0,47.24,25.73,45.29,0,36.44,10.81,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,9.75,248.99,40.81,15.87,53.23,0,13.42,0,0,2.93,62.84,0,0,11.45,25.55,0,22.41,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,259.5,0,0,69.25,11.74,0,30.17,17.04,3.09,0,0,0,0,0

69,17:00-17:15,0,47.24,25.73,45.29,0,36.44,10.81,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,19.71,252.39,40.81,15.87,53.23,0,17.64,0,0,3.29,62.84,0,0,11.45,25.2,0,24.02,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,253.01,0,0,63.65,11.74,0,36.3,22.45,3.09,0,0,0,0,0

70,17:15-17:30,0,47.24,25.73,45.29,0,36.44,10.81,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,29.25,252.39,40.81,15.87,53.23,0,17.64,0,0,3.29,62.84,0,0,11.45,24.89,0,24.02,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,253.01,0,0,63.65,11.74,0,36.3,22.45,3.09,0,0,0,0,0

71,17:30-17:45,0,91.45,25.73,45.29,0,38.58,12.17,5.48,0,0,0,6.69,43.23,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,38.99,252.39,40.81,15.87,53.23,0,17.64,0,0,2.93,62.84,0,0,11.45,24.64,0,24.02,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,253.01,0,0,63.65,11.74,0,36.3,22.45,3.07,0,0,0,0,0

72,17:45-18:00,0,125.09,25.73,45.29,0,38.58,12.17,5.48,0,0,0,6.69,43.24,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,38.99,282.31,40.81,15.87,53.23,0,17.64,0,0,2.93,62.84,0,0,11.45,24.44,0,24.02,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,253.01,0,0,63.65,11.74,0,36.3,22.45,3.07,0,0,0,0,0

73,18:00-18:15,0,208.61,25.73,45.29,0,38.58,12.17,5.48,0,0,0,6.69,43.24,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,38.99,282.31,40.81,18.03,53.23,0,20.4,0,0,2.93,62.84,0,0,9.48,24.41,0,24.02,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,37.45,46.68,72.02,253.01,0,0,63.65,11.74,0,39.96,24.92,1.7,0,0,0,0,0

74,18:15-18:30,0,296.01,25.73,45.29,0,38.58,12.17,5.48,0,0,0,6.69,43.24,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,38.99,282.31,40.81,18.03,53.23,0,20.4,0,0,2.93,62.84,0,0,9.48,24.35,0,24.02,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,37.45,46.68,72.02,253.01,0,0,63.65,11.74,0,41.91,25.95,1.7,0,0,0,0,0

75,18:30-18:45,0,363.29,32.62,45.29,0,47.15,12.17,5.48,0,0,0,6.69,43.24,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,38.99,339.98,40.81,18.03,53.23,0,20.4,0,0,2.93,62.84,0,0,9.48,23.99,0,24.02,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,253.01,0,0,63.65,11.74,0,41.91,25.95,1.7,0,0,0,0,0

76,18:45-19:00,0,430.56,32.62,45.29,0,47.15,12.17,5.48,0,0,0,6.69,43.24,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,38.99,397.65,40.81,18.03,53.23,0,20.4,0,0,2.93,62.84,0,0,9.48,23.99,0,24.02,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,253.01,0,0,63.65,11.74,0,41.91,25.95,1.7,0,0,0,0,0

77,19:00-19:15,0,504.99,32.62,45.29,0,47.15,12.17,5.48,0,0,0,6.69,43.24,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,38.99,456.34,40.81,18.03,53.23,0,20.81,0,0,5.33,62.84,0,0,9.48,24.09,0,24.02,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,35.96,46.68,72.02,253.01,0,0,63.65,11.74,0,43.25,26.61,3.09,0,0,0,0,0

78,19:15-19:30,0,528.01,34.3,47.66,0,55.72,13.52,5.61,0,0,0,6.9,43.24,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,42.9,456.34,43.07,18.03,55.43,0,20.81,0,0,5.33,64.03,0,0,9.48,24.09,0,24.02,40.63,19.66,0,0,170.54,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,35.96,46.68,72.02,253.01,0,0,63.65,12.48,0,43.25,26.61,3.09,0,0,0,0,0

79,19:30-19:45,0,528.01,34.3,47.66,0,55.72,13.52,5.61,0,0,0,6.9,43.24,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,42.9,456.34,43.07,18.03,55.43,0,20.81,0,0,5.33,64.03,0,0,9.48,24.13,0,24.02,40.63,19.66,0,0,170.54,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,253.01,0,0,63.65,12.48,0,43.25,26.61,3.09,0,0,0,0,0

80,19:45-20:00,0,528.01,34.3,47.66,0,55.72,13.52,5.61,0,0,0,6.9,43.24,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,42.9,456.34,43.07,18.03,55.43,0,20.81,0,0,5.33,64.03,0,0,9.48,24.19,0,24.02,40.63,19.66,0,0,170.54,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,253.01,0,0,63.65,12.48,0,43.25,26.61,3.09,0,0,0,0,0

81,20:00-20:15,0,496.34,34.3,47.66,0,73.41,13.52,5.61,0,0,0,6.9,43.24,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,42.9,456.34,43.07,18.03,55.43,0,20.81,79.94,0,5.33,64.03,0,0,9.48,29.7,0,24.02,40.63,19.66,0,0,170.54,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,35.96,46.68,72.02,253.01,0,0,62.54,12.48,0,43.25,26.61,3.09,0,0,0,0,0

82,20:15-20:30,0,466.55,34.3,47.66,0,73.41,13.52,5.61,0,0,0,6.9,43.24,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,42.9,456.34,43.07,18.03,55.43,0,20.81,159.9,0,5.33,64.03,0,0,9.48,29.9,0,24.02,40.63,19.66,0,0,170.54,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,35.96,46.68,72.02,253.01,0,0,62.54,12.48,0,43.25,26.61,3.09,0,0,0,0,0

83,20:30-20:45,0,466.55,34.3,47.66,0,73.41,13.52,5.61,0,0,0,6.9,43.24,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,42.9,456.34,43.07,18.03,55.43,0,20.81,159.9,0,5.33,64.03,0,0,9.48,30.04,0,24.02,40.63,19.66,0,0,170.54,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,253.01,0,0,62.54,12.48,0,43.25,26.61,3.09,0,0,0,0,0

84,20:45-21:00,0,466.55,34.3,47.66,0,73.41,13.52,5.61,0,0,0,6.9,43.24,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,42.9,456.34,43.07,18.03,55.43,0,20.81,159.9,0,5.33,64.03,0,0,9.48,30.18,0,24.02,40.63,19.66,0,0,170.54,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,253.01,0,0,62.54,12.48,0,43.25,26.61,3.09,0,0,0,0,0

85,21:00-21:15,0,485.77,34.3,47.66,0,73.41,13.52,5.61,0,0,0,6.9,43.24,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,42.9,485.17,43.07,18.03,55.43,0,20.81,159.9,0,5.33,64.03,0,0,9.48,30.31,0,24.02,40.63,19.66,0,0,170.54,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,35.96,46.68,72.02,253.01,0,0,62.54,12.48,0,43.25,26.61,3.09,0,0,0,0,0

86,21:15-21:30,0,528.01,32.62,45.29,0,40,12.17,5.48,0,0,0,6.69,43.24,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,41.16,485.17,40.81,18.03,53.23,0,20.81,159.9,0,5.33,64.03,0,0,9.48,30.43,0,24.02,40.51,19.66,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,35.96,46.68,70.2,253.01,0,0,62.54,11.74,0,43.25,26.61,3.09,0,0,0,0,0

87,21:30-21:45,0,528.01,32.62,45.29,0,25.72,12.17,5.48,0,0,0,6.69,43.24,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,41.16,485.17,40.81,18.03,53.23,0,20.81,79.94,0,5.33,64.03,0,0,9.48,30.61,0,24.02,40.51,19.66,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,70.2,253.01,0,0,62.54,11.74,0,43.25,26.61,3.09,0,0,0,0,0

88,21:45-22:00,0,528.01,34.3,47.66,0,73.41,13.52,5.61,0,0,0,6.9,43.24,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,42.9,485.17,43.07,18.03,55.43,0,20.81,79.94,0,5.33,64.03,0,0,9.48,30.75,0,24.02,40.63,19.66,0,0,170.54,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,70.2,253.01,0,0,62.54,12.48,0,43.25,26.61,3.09,0,0,0,0,0

89,22:00-22:15,0,528.01,34.3,47.66,0,73.41,13.52,5.61,0,0,0,6.9,43.24,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,42.9,485.17,43.07,18.03,55.43,0,20.81,79.94,0,5.33,64.03,0,0,9.48,30.88,0,24.02,40.63,19.66,0,0,170.54,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,35.96,46.68,70.2,253.01,0,0,62.54,12.48,0,43.25,26.61,3.09,0,0,0,0,0

90,22:15-22:30,0,528.01,34.3,47.66,0,73.41,13.52,5.61,0,0,0,6.9,43.24,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,42.9,485.17,43.07,18.03,55.43,0,20.81,79.94,0,5.33,64.03,0,0,9.48,31.02,0,24.02,40.63,19.66,0,0,170.54,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,35.96,46.68,70.2,253.01,0,0,62.54,12.48,0,43.25,26.61,3.09,0,0,0,0,0

91,22:30-22:45,0,528.01,34.3,47.66,0,73.41,13.52,5.61,0,0,0,6.9,43.24,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,42.9,485.17,43.07,18.03,55.43,0,20.81,79.94,0,5.33,64.03,0,0,9.48,25.75,0,24.02,40.63,19.66,0,0,170.54,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,253.01,0,0,62.54,12.48,0,43.25,26.61,3.09,0,0,0,0,0

92,22:45-23:00,0,528.01,32.62,45.29,0,40,12.17,5.48,0,0,0,6.69,43.24,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,41.16,485.17,40.81,18.03,53.23,0,20.81,79.94,0,5.33,62.84,0,0,9.48,25.68,0,24.02,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,253.01,0,0,62.54,11.74,0,43.25,26.61,3.09,0,0,0,0,0

93,23:00-23:15,0,528.01,32.62,45.29,0,40,12.17,5.48,0,0,0,6.69,43.24,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,41.16,485.17,40.81,18.03,53.23,0,20.81,79.94,0,5.33,62.84,0,0,9.48,25.68,0,24.02,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,35.96,46.68,72.02,253.01,0,0,62.54,11.74,0,43.25,26.61,3.09,0,0,0,0,0

94,23:15-23:30,0,528.01,32.62,45.29,0,40,12.17,5.48,0,0,0,6.69,43.24,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,41.16,485.17,40.81,18.03,53.23,0,20.81,0,0,5.33,62.84,0,0,9.48,25.8,0,23.41,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,35.96,46.68,72.02,253.01,0,0,62.54,11.74,0,43.25,26.61,3.09,0,0,0,0,0

95,23:30-23:45,0,528.01,32.62,45.29,0,40,12.17,5.48,0,0,0,6.69,43.24,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,41.16,485.17,40.81,18.03,53.23,0,20.81,0,0,5.33,62.84,0,0,9.48,25.82,0,20.63,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,253.01,0,0,62.54,11.74,0,43.25,26.61,3.09,0,0,0,0,0

96,23:45-24:00,0,528.01,32.62,45.29,0,40,12.17,5.48,0,0,0,6.69,43.24,95.02,0,0,0,0,0,0,0,0,0,0,0,0,8.28,41.16,485.17,40.81,18.03,53.23,0,20.81,0,0,5.33,62.84,0,0,9.48,25.82,0,19.84,40.51,18.8,0,0,168.95,0,0,0,23.41,23.65,0,125.75,0,62.88,120.4,94.5,0,29.21,46.68,72.02,253.01,0,0,62.54,11.74,0,43.25,26.61,3.09,0,0,0,0,0

