Block,Time,UNCHAHAR3,CHAMERA3,ANTA_CRF,UNCHAHAR1,NJPC,KOLDAM,SEWA2,RAMPUR,UNCHAHAR4,AURY_RF,SINGRAULI_HYDRO,DULHASTI,URI,DADRI_LF,AURY_GF,URI2,ANTA_LF,SINGRAULI,RIHAND3,JHAJJAR,AURY_CRF,DADRT2,BSIUL,DADRI_GF,DHAULIGNGA,RAPPB,NAPP,AURY_LF,CHAMERA1,UNCHAHAR2,KOTESHWR,DADRI_RF,TANDA2,SALAL,TEHRI,KISHANGANGA,RIHAND1,TANAKPUR,ANTA_RF,RIHAND2,CHAMERA2,RAPPC,ANTA_GF,DADRI_CRF,FSTPP I & II,KUDGI,TALA,PARBATI3,KHSTPP-I,BRBCL,KHSTPP-II,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,18.054654,28.112454,5.484591,9.113417,147.939346,0.000000,10.212134,0.000000,0.000000,0.000000,0.000000,47.819981,39.512270,0.000000,0.000000,31.749572,0.000000,134.754563,119.621759,625.577189,13.148702,488.511650,0.000000,0.000000,35.395151,0.000000,36.880827,0.000000,40.769838,41.003944,25.751461,0.000000,0.000000,83.176192,43.876728,0.000000,88.991600,12.886758,0.000000,114.262312,38.218139,49.345649,0.000000,0.000000,10.748212,9.67,24.172827,0.000000,29.608956,14.509484,142.691864,402.631068,0,0,0,0,0

2,00:15-00:30,18.086575,28.112454,5.484591,9.113417,147.939346,0.000000,10.212134,0.000000,0.000000,0.000000,0.000000,47.819981,39.512270,0.000000,0.000000,31.749572,0.000000,134.754563,119.621759,625.577189,13.148702,553.735389,0.000000,0.000000,35.395151,0.000000,36.880827,0.000000,40.769838,41.003944,25.751461,0.000000,0.000000,83.176192,43.876728,0.000000,88.991600,12.886758,0.000000,114.262312,38.218139,49.345649,0.000000,0.000000,10.756376,9.67,24.172827,0.000000,28.743561,14.141546,142.691864,402.638625,0,0,0,0,0

3,00:30-00:45,19.058809,28.112454,0.388720,9.113417,147.939346,0.000000,10.212134,0.000000,0.000000,0.000000,0.000000,47.819981,44.851766,0.000000,0.000000,31.749572,0.000000,134.754563,119.621759,625.509478,1.354037,502.643497,0.000000,0.000000,35.395151,0.000000,36.880827,0.000000,40.769838,41.003944,25.751461,0.000000,0.000000,83.176192,43.876728,0.000000,88.991600,12.886758,0.000000,114.262312,38.218139,49.345649,0.000000,0.000000,10.756376,9.67,24.172827,0.000000,25.188589,14.503975,142.691864,402.638625,0,0,0,0,0

4,00:45-01:00,19.058809,28.112454,0.000000,9.113417,147.939346,0.000000,10.212134,0.000000,0.000000,0.000000,0.000000,47.819981,44.851766,0.000000,0.000000,31.749572,0.000000,134.754563,119.621759,625.509478,0.000000,424.423030,0.000000,0.000000,35.395151,0.000000,36.880827,0.000000,40.769838,28.798843,25.751461,0.000000,0.000000,83.176192,43.876728,0.000000,88.991600,12.886758,0.000000,114.262312,38.218139,49.345649,0.000000,0.000000,10.756376,9.67,24.172827,0.000000,25.188589,14.509484,142.691864,402.638625,0,0,0,0,0

5,01:00-01:15,19.058809,28.112454,0.000000,9.113417,147.939346,0.000000,10.212134,0.000000,0.000000,0.000000,0.000000,47.819981,37.376472,0.000000,0.000000,20.819391,0.000000,134.754563,119.621759,625.509478,0.000000,429.908843,0.000000,0.000000,35.395151,0.000000,36.880827,0.000000,40.769838,28.798843,25.751461,0.000000,0.000000,83.176192,43.876728,0.000000,88.991600,12.886758,0.000000,114.262312,38.218139,49.345649,0.000000,0.000000,10.756376,9.67,24.172827,0.000000,25.188589,14.509484,142.691864,402.638625,0,0,0,0,0

6,01:15-01:30,19.058809,28.112454,0.000000,9.113417,147.939346,0.000000,10.212134,0.000000,0.000000,0.000000,0.000000,47.819981,37.376472,0.000000,0.000000,20.819391,0.000000,134.754563,119.621759,625.509478,0.000000,429.908843,0.000000,0.000000,35.395151,0.000000,36.880827,0.000000,40.769838,28.798843,25.751461,0.000000,0.000000,83.176192,43.876728,0.000000,88.991600,12.886758,0.000000,114.262312,38.218139,49.345649,0.000000,0.000000,10.756376,9.67,24.172827,0.000000,25.188589,14.509484,142.691864,402.638625,0,0,0,0,0

7,01:30-01:45,19.058809,28.112454,0.000000,9.113417,147.939346,0.000000,10.212134,0.000000,0.000000,0.000000,0.000000,47.819981,37.376472,0.000000,0.000000,20.819391,0.000000,134.754563,119.621759,625.509478,0.000000,429.908843,0.000000,0.000000,35.395151,0.000000,36.880827,0.000000,40.769838,28.798843,25.751461,0.000000,0.000000,83.176192,43.876728,0.000000,88.991600,12.886758,0.000000,114.262312,38.218139,49.345649,0.000000,0.000000,6.032180,9.67,24.172827,0.000000,17.994972,14.249597,99.369955,402.638625,0,0,0,0,0

8,01:45-02:00,19.058809,28.112454,0.000000,9.113417,147.939346,0.000000,10.212134,0.000000,0.000000,0.000000,0.000000,47.819981,37.376472,0.000000,0.000000,20.819391,0.000000,134.754563,119.621759,625.509478,0.000000,429.908843,0.000000,0.000000,35.395151,0.000000,36.880827,0.000000,40.769838,28.798843,25.751461,0.000000,0.000000,83.176192,43.876728,0.000000,88.991600,12.886758,0.000000,114.262312,38.218139,49.345649,0.000000,0.000000,6.032180,9.67,24.172827,0.000000,17.994972,14.203592,99.369955,402.638625,0,0,0,0,0

9,02:00-02:15,19.058809,28.112454,0.000000,7.451885,147.939346,0.000000,10.212134,0.000000,0.000000,0.000000,0.000000,47.819981,37.376472,0.000000,0.000000,20.819391,0.000000,134.754563,119.621759,625.509478,0.000000,429.908843,0.000000,0.000000,35.395151,0.000000,36.880827,0.000000,40.769838,28.798843,25.751461,0.000000,0.000000,83.176192,43.876728,0.000000,88.991600,12.886758,0.000000,114.262312,38.218139,49.345649,0.000000,0.000000,6.032180,9.67,24.172827,0.000000,17.994972,14.509484,99.369955,402.638625,0,0,0,0,0

10,02:15-02:30,19.058809,28.112454,0.000000,5.790352,147.939346,0.000000,10.212134,0.000000,0.000000,0.000000,0.000000,47.819981,37.376472,0.000000,0.000000,20.819391,0.000000,134.754563,119.621759,625.509478,0.000000,429.908843,0.000000,0.000000,35.395151,0.000000,36.880827,0.000000,40.769838,28.798843,25.751461,0.000000,0.000000,83.176192,43.876728,0.000000,88.991600,12.886758,0.000000,114.262312,38.218139,49.345649,0.000000,0.000000,6.032180,9.67,24.172827,0.000000,17.994972,14.509484,99.369955,402.638625,0,0,0,0,0

11,02:30-02:45,13.623256,28.112454,0.000000,1.866445,147.939346,0.000000,10.212134,0.000000,0.000000,0.000000,0.000000,47.819981,37.376472,0.000000,0.000000,20.819391,0.000000,134.754563,119.621759,554.195189,0.000000,363.455456,0.000000,0.000000,35.395151,0.000000,36.880827,0.000000,40.769838,28.798843,25.751461,0.000000,0.000000,83.176192,43.876728,0.000000,88.991600,12.886758,0.000000,114.262312,38.218139,49.345649,0.000000,0.000000,6.032180,9.67,24.172827,0.000000,17.338466,14.509484,99.369955,402.638625,0,0,0,0,0

12,02:45-03:00,13.623256,28.112454,0.000000,5.489931,147.939346,0.000000,5.028703,0.000000,0.000000,0.000000,0.000000,47.819981,37.376472,0.000000,0.000000,20.819391,0.000000,134.754563,119.621759,554.195189,0.000000,363.462172,0.000000,0.000000,35.395151,0.000000,36.880827,0.000000,40.769838,28.798843,25.751461,0.000000,0.000000,83.176192,43.876728,0.000000,88.991600,12.886758,0.000000,114.262312,38.218139,49.345649,0.000000,0.000000,6.032180,9.67,24.172827,0.000000,17.338466,14.509484,99.369955,402.638625,0,0,0,0,0

13,03:00-03:15,13.623256,28.112454,0.000000,9.113417,147.939346,0.000000,5.028703,0.000000,0.000000,0.000000,0.000000,47.819981,37.376472,0.000000,0.000000,20.819391,0.000000,119.734619,119.621759,554.195189,0.000000,363.502467,0.000000,0.000000,35.395151,0.000000,36.880827,0.000000,40.769838,28.798843,25.751461,0.000000,0.000000,80.928187,43.876728,0.000000,56.321623,11.771557,0.000000,95.034613,38.218139,49.345649,0.000000,0.000000,6.032180,9.67,24.172827,0.000000,17.338466,14.509484,99.369955,402.638625,0,0,0,0,0

14,03:15-03:30,13.623256,28.112454,0.000000,9.113417,147.939346,0.000000,5.028703,0.000000,0.000000,0.000000,0.000000,47.819981,37.376472,0.000000,0.000000,20.819391,0.000000,119.734619,119.621759,554.195189,0.000000,363.462172,0.000000,0.000000,35.395151,0.000000,36.880827,0.000000,40.769838,28.798843,25.751461,0.000000,0.000000,80.928187,43.876728,0.000000,56.321623,11.771557,0.000000,88.263513,38.218139,49.345649,0.000000,0.000000,6.032180,9.67,24.172827,0.000000,17.338466,14.509484,99.369955,402.638625,0,0,0,0,0

15,03:30-03:45,13.623256,28.112454,0.000000,9.113417,147.939346,0.000000,5.028703,0.000000,0.000000,0.000000,0.000000,47.819981,37.376472,0.000000,0.000000,31.749572,0.000000,119.734619,119.621759,554.195189,0.000000,363.502467,0.000000,0.000000,35.395151,0.000000,36.880827,0.000000,40.769838,21.285727,25.751461,0.000000,0.000000,80.928187,43.876728,0.000000,56.321623,11.771557,0.000000,88.263513,38.218139,49.345649,0.000000,0.000000,6.032180,9.67,24.172827,0.000000,17.338466,14.509484,99.369955,402.638625,0,0,0,0,0

16,03:45-04:00,13.623256,28.112454,0.000000,9.113417,147.939346,0.000000,5.028703,0.000000,0.000000,0.000000,0.000000,47.819981,37.376472,0.000000,0.000000,31.749572,0.000000,119.734619,119.621759,554.195189,0.000000,363.462172,0.000000,0.000000,35.395151,0.000000,36.880827,0.000000,40.769838,21.285727,25.751461,0.000000,0.000000,80.928187,43.876728,0.000000,56.321623,11.771557,0.000000,88.263513,38.218139,49.345649,0.000000,0.000000,6.032180,9.67,24.172827,0.000000,17.338466,14.509484,99.369955,402.638625,0,0,0,0,0

17,04:00-04:15,13.623256,28.112454,0.000000,9.113417,147.939346,0.000000,5.028703,0.000000,0.000000,0.000000,0.000000,47.819981,37.376472,0.000000,0.000000,31.749572,0.000000,119.734619,119.621759,554.195189,0.000000,363.502467,0.000000,0.000000,35.395151,0.000000,36.880827,0.000000,40.769838,21.285727,25.751461,0.000000,0.000000,80.928187,43.876728,0.000000,63.092723,11.771557,0.000000,111.803971,38.218139,49.345649,0.000000,0.000000,6.032180,9.67,24.172827,0.000000,17.338466,14.509484,99.369955,402.638625,0,0,0,0,0

