Block,Time,KGSU1AND2,KHSTPP-II,KOTESHWR,RIHAND3,SALAL,DADRI_CRF,CHAMERA1,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NNTPP,RIHAND1,SINGRAULI,TANDA2,ANTA_GF,AURY_CRF,BSIUL,CHAMERA2,KOLDAM,NAPP,NLCTS2EXP,NTPL,PARBATI2,RAMPUR,RSTPSU7,SIMHST2,TALST2,URI,AURY_GF,AURY_RF,DADRT2,RAPPB,RIHAND2,TEHRIPSP,TelanganaSTPP,ANTA_LF,KGSU3AND4,KHSTPP-I,KISHANGANGA,KKNP,RSTPSU1TO6,SASAN,TALA,UNCHAHAR2,DADRI_GF,DADRI_LF,DULHASTI,PARBATI3,SIMHST1,SINGRAULI_HYDRO,TANAKPUR,UNCHAHAR4,VALLURNTECL,ANTA_CRF,ANTA_RF,DADRI_RF,BRBCL,CHAMERA3,DHAULIGNGA,FSTPP I & II,JHAJJAR,NJPC,RAPPC,TEHRI,UNCHAHAR1,UNCHAHAR3,NLCIIST2,RAPPD,SEWA2,URI2,AURY_LF
56,13:45-14:00,0,98.87,43.96,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,12.67,5.68,0,0,0,7.73,0,80.27,689.39,0,125.27,0,0,0,0,33.99,0,0,0,410.62,25.54,44.52,0,0,38.32,37.92,0,0,11.91,3.23,0,0,49.06,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,0,22.41,27.38,0,38.94,18.34,33.52,0

57,14:00-14:15,0,98.87,42.84,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,12.67,5.68,0,0,0,7.73,0,80.27,689.39,0,125.27,0,0,0,0,33.99,0,0,0,410.62,26.34,44.52,0,0,38.32,22.3,0,0,11.91,3.23,0,0,49.06,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,0,22.41,27.38,0,38.94,18.34,33.52,0

58,14:15-14:30,0,98.87,42.84,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,12.67,5.68,0,0,0,7.73,0,80.27,689.39,0,125.27,103.98,0,0,0,33.99,0,0,0,410.62,26.34,44.52,0,0,38.32,22.3,0,0,11.91,3.23,0,0,49.06,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,41.18,22.41,27.38,0,38.94,18.34,33.52,0

59,14:30-14:45,0,98.87,42.84,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,12.67,5.68,0,0,0,7.73,0,80.27,689.39,0,125.27,103.98,0,0,0,33.99,0,0,0,410.62,28.2,44.52,0,0,38.32,22.3,0,0,11.91,3.23,0,0,49.06,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,27.38,0,38.94,18.34,33.52,0

60,14:45-15:00,0,98.87,42.84,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,12.67,5.68,0,0,0,7.73,0,80.27,689.39,0,125.27,207.96,0,0,0,33.99,0,0,0,410.62,28.2,44.52,0,0,38.32,22.3,0,0,11.91,3.23,0,0,49.06,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,27.38,0,38.94,18.34,33.52,0

61,15:00-15:15,0,98.87,42.84,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,15.71,8.63,24.36,0,0,12.67,5.68,0,0,0,7.73,0,80.27,689.39,0,125.27,207.96,0,0,0,33.99,0,0,0,410.62,28.2,44.52,0,0,38.32,22.3,0,0,9.86,3.23,0,0,48.55,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,27.38,0,38.94,18.34,34.3,0

62,15:15-15:30,0,98.87,42.84,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,15.71,8.63,24.36,0,0,12.67,5.68,0,0,0,7.73,0,80.27,689.39,0,125.27,207.96,0,0,0,33.99,0,0,0,410.62,28.07,44.52,0,0,38.32,22.3,0,0,9.86,3.23,0,0,48.55,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,27.38,0,38.94,18.34,34.3,0

63,15:30-15:45,0,98.87,42.84,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,47.12,8.63,24.36,0,0,12.67,5.68,0,0,0,7.73,0,80.27,689.39,0,125.27,207.96,0,0,0,33.99,0,0,0,410.62,25.45,44.52,0,0,38.32,22.3,0,0,9.86,3.23,0,0,48.55,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,27.38,0,38.94,18.34,34.3,0

64,15:45-16:00,0,98.87,42.84,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,47.12,8.63,24.36,0,0,12.67,5.68,0,0,0,7.73,0,80.27,689.39,0,125.27,207.96,0,0,0,33.99,0,0,0,410.62,25.45,44.52,0,0,38.32,22.3,0,0,9.86,3.23,0,0,48.55,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,27.38,0,38.94,18.34,34.3,0

65,16:00-16:15,0,98.87,42.84,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,47.12,8.63,24.36,0,0,12.67,5.68,0,0,0,13.25,0,80.27,689.39,0,125.27,207.96,0,0,0,33.99,0.64,0,0,410.62,25.31,44.52,0,0,37.42,37.92,0,0,9.86,3.23,0,0,48.05,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,27.38,0,38.94,18.34,34.3,0

66,16:15-16:30,0,98.87,42.84,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,47.12,8.63,24.36,0,0,12.67,5.68,0,0,0,13.25,0,80.27,689.39,0,125.27,207.96,0,0,0,33.99,2.33,0,0,410.62,25.16,44.52,0,0,37.42,37.92,0,0,9.86,3.23,0,0,48.05,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,27.38,0,38.94,18.34,34.3,0

67,16:30-16:45,0,98.87,42.84,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,47.12,8.63,24.36,0,0,12.67,5.68,0,0,0,13.25,0,80.27,689.39,0,125.27,207.96,0,0,0,33.99,2.33,0,0,410.62,25.31,44.52,0,0,37.42,37.92,0,0,9.86,3.23,0,0,48.05,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,27.38,0,38.94,18.34,34.3,0

68,16:45-17:00,0,98.87,42.84,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,47.12,8.63,24.36,0,0,12.67,5.68,0,0,0,13.25,0,80.27,689.39,0,125.27,207.96,0,0,0,33.99,2.33,0,0,410.62,25.16,44.52,0,0,37.42,37.92,0,0,9.86,3.23,0,0,48.05,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,27.38,0,38.94,18.34,34.3,0

69,17:00-17:15,0,98.87,42.84,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,47.12,8.63,24.36,0,0,12.67,5.68,0,0,0,13.25,0,80.27,689.39,0,125.27,207.96,0,0,0,33.99,2.33,0,0,410.62,24.9,44.52,0,0,37.42,37.92,0,0,9.86,3.23,0,0,47.55,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,27.38,0,38.94,18.34,34.3,0

70,17:15-17:30,0,98.87,42.84,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,47.12,8.63,24.36,0,0,12.67,5.68,0,0,0,13.25,0,80.27,689.39,0,125.27,207.96,0,0,0,33.99,4.65,0,0,410.62,24.75,44.52,0,0,37.42,37.92,0,0,9.86,3.23,0,0,47.55,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,27.38,0,38.94,18.34,34.3,0

71,17:30-17:45,0,98.87,42.84,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,47.12,8.63,24.36,0,0,12.67,5.68,0,0,0,13.25,0,80.27,689.39,0,125.27,207.96,0,0,0,33.99,4.65,0,0,410.62,22.37,44.52,0,0,37.42,37.92,0,0,9.86,3.23,0,0,47.55,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,27.38,0,38.94,18.34,34.3,0

72,17:45-18:00,0,98.87,42.84,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,47.12,8.63,24.36,0,0,12.67,5.68,0,0,0,13.25,0,80.27,689.39,0,125.27,207.96,0,0,0,33.99,4.65,0,0,410.62,22.25,44.52,0,0,37.42,37.92,0,0,9.86,3.23,0,0,47.55,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,27.38,0,38.94,18.34,34.3,0

73,18:00-18:15,0,98.87,42.84,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,47.12,8.63,24.36,0,0,12.67,5.68,0,0,0,13.25,0,80.27,689.39,0,125.27,207.96,0,0,0,33.99,4.65,0,0,410.62,16.57,44.52,0,0,37.42,37.92,0,0,9.86,2.01,0,0,47.55,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,27.38,0,38.94,18.34,34.3,0

74,18:15-18:30,0,98.87,42.84,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,47.12,8.63,24.36,0,0,12.67,5.68,0,0,0,13.25,0,80.53,689.39,0,125.27,207.96,0,0,0,33.99,4.65,0,0,410.62,16.26,43.91,0,0,37.42,37.92,0,0,9.86,2.01,0,0,47.55,103.43,18.75,0,42.46,20.8,667.27,175.8,65.76,82.36,22.41,27.38,0,38.94,18.34,34.3,0

75,18:30-18:45,0,98.87,42.84,130.84,0,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,47.12,8.63,24.36,0,0,12.67,5.68,0,0,0,33.12,0,80.53,689.01,0,125.27,207.96,0,0,0,33.99,6.97,0,0,400.5,16.14,43.91,0,0,37.42,37.92,0,0,9.86,2.01,0,0,47.29,103.43,18.75,0,42.46,20.8,474.84,175.8,65.76,82.36,21.65,27.38,0,38.94,18.34,34.3,0

76,18:45-19:00,0,98.87,45.08,130.84,0,0,28.44,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,49.6,8.63,24.36,0,0,15.49,5.85,0,0,0,33.12,0,80.53,689.01,0,125.27,207.96,0,0,0,33.99,7.18,0,0,400.5,16.22,43.91,0,0,38.45,41.63,0,0,9.86,2.01,0,0,47.29,103.43,18.75,0,44.82,20.8,474.84,177.45,65.76,82.36,21.65,27.38,0,38.94,19.49,34.3,0

77,19:00-19:15,0,98.87,45.08,130.84,0,0,28.44,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,49.6,8.63,24.36,0,0,15.49,5.85,0,0,0,8.83,0,80.53,689.01,0,125.27,207.96,0,0,0,33.99,7.18,0,0,400.5,21.81,43.92,0,0,38.45,41.63,0,0,9.86,2.03,0,0,47.29,103.43,18.75,0,44.82,20.8,474.89,177.45,65.76,82.36,21.65,27.38,0,38.94,19.49,34.3,0

78,19:15-19:30,0,98.87,45.08,130.84,0,0,28.44,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,49.6,8.63,24.36,0,0,15.49,5.85,0,0,0,8.83,0,80.53,689.01,0,125.27,207.96,0,0,0,33.99,7.18,0,0,400.5,21.96,43.92,0,0,38.45,41.63,0,0,9.86,2.03,0,0,47.29,103.43,18.75,0,44.82,20.8,474.88,177.45,65.76,82.36,21.65,27.38,0,38.94,19.49,34.3,0

79,19:30-19:45,0,98.87,45.08,130.84,12.78,0,28.44,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,49.6,8.63,24.36,0,0,22.52,5.85,0,0,0,8.83,0,80.53,689.01,0,125.27,207.96,0,0,0,33.99,7.18,0,0,400.5,22.2,43.92,0,0,38.45,41.63,0,0,9.86,2.03,0,0,47.8,103.43,18.75,0,44.82,20.8,474.88,177.45,65.76,82.36,21.65,27.38,0,38.94,19.49,34.3,0

80,19:45-20:00,0,98.87,45.08,130.84,25.57,0,28.44,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,49.6,8.63,24.36,0,0,22.52,5.85,0,0,0,8.83,0,80.53,689.01,0,125.27,207.96,0,0,0,33.99,7.18,0,0,400.5,22.31,43.92,0,0,38.45,41.63,0,0,9.86,2.03,0,0,47.8,103.43,18.75,0,44.82,20.8,474.88,177.45,65.76,82.36,21.65,27.38,0,38.94,19.49,34.3,0

81,20:00-20:15,0,98.87,45.08,130.84,63.92,0,28.44,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,49.6,8.63,24.36,0,0,22.52,5.85,0,0,0,33.12,0,81.18,689.01,0,125.27,207.96,0,0,0,33.99,7.18,0,0,400.5,22.37,43.92,0,0,38.45,41.63,0,0,9.86,2.03,0,0,48.55,105.4,18.75,0,44.82,20.8,474.89,177.45,65.76,82.36,21.65,27.38,0,38.94,19.49,34.3,0

82,20:15-20:30,0,98.87,45.08,130.84,76.69,0,28.44,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,49.6,8.63,24.36,0,0,22.52,5.85,0,0,0,33.12,0,81.18,689.01,0,125.27,207.96,0,0,0,33.99,7.18,0,0,400.5,22.72,43.92,0,0,38.45,41.63,0,0,9.86,2.03,0,0,48.55,105.4,18.75,0,44.82,20.8,474.88,177.45,65.76,82.36,21.65,27.38,0,38.94,19.49,34.3,0

83,20:30-20:45,0,98.87,45.08,130.84,76.69,0,28.44,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,49.6,8.63,24.36,0,0,22.52,5.85,0,0,0,33.12,0,81.18,689.01,0,125.27,207.96,0,0,0,33.99,7.18,0,0,400.5,21.98,43.92,0,0,38.45,41.63,0,0,9.86,2.03,0,0,48.55,105.4,18.75,0,44.82,20.8,474.88,177.45,65.76,82.36,21.65,27.38,0,38.94,19.49,34.3,0

84,20:45-21:00,0,98.87,43.96,130.84,76.69,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,47.12,8.63,24.36,0,0,21.12,5.68,0,0,0,13.25,0,81.18,689.01,0,125.27,207.96,0,0,0,33.99,6.97,0,0,400.5,22.04,43.92,0,0,37.42,37.92,0,0,9.86,2.03,0,0,48.55,105.4,18.75,0,42.46,20.8,474.88,175.8,65.76,82.36,21.65,27.38,0,38.94,18.34,34.3,0

85,21:00-21:15,0,98.87,43.96,130.84,76.69,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,47.12,8.63,24.36,0,0,17.6,5.68,0,0,0,13.25,0,81.18,689.01,0,125.27,207.96,0,0,0,33.99,6.97,0,0,400.5,22.9,43.92,0,0,37.42,37.92,0,0,9.86,2.03,0,0,49.31,105.4,18.75,0,42.46,20.15,474.88,175.8,65.76,82.36,21.65,27.38,0,38.94,18.34,34.3,0

86,21:15-21:30,0,98.87,43.96,130.84,76.69,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,47.12,8.63,24.36,0,0,17.6,5.68,0,0,0,35.33,0,81.18,689.01,0,125.27,207.96,0,0,0,33.99,6.97,0,0,400.5,22.93,43.92,0,0,37.42,37.92,0,0,9.86,2.03,0,0,49.31,105.4,18.75,0,42.46,20.15,474.88,175.8,65.76,82.36,21.65,27.38,0,38.94,18.34,34.3,0

87,21:30-21:45,0,98.87,45.08,130.84,81.34,0,28.44,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,49.6,8.63,24.36,0,0,22.52,5.85,0,0,0,35.33,0,81.18,689.01,0,125.27,207.96,0,0,0,33.99,7.18,0,0,400.5,23.08,43.92,0,0,38.45,41.63,0,0,9.86,2.03,0,0,50.08,105.4,18.75,0,44.82,20.15,474.88,177.45,65.76,82.36,21.65,27.38,0,38.94,19.49,34.3,0

88,21:45-22:00,0,98.87,45.08,130.84,81.34,0,28.44,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,49.6,8.63,24.36,0,0,22.52,5.85,0,0,0,13.25,0,81.18,689.01,0,125.27,207.96,0,0,0,33.99,7.18,0,0,400.5,23.16,43.92,0,0,38.45,41.63,0,0,9.86,2.03,0,0,50.08,105.4,18.75,0,44.82,20.15,474.88,177.45,65.76,82.36,21.65,27.38,0,38.94,19.49,34.3,0

89,22:00-22:15,0,98.87,45.08,130.84,81.34,0,28.44,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,49.6,8.63,24.36,0,0,22.52,5.85,0,0,0,13.25,0,81.18,689.01,0,125.27,207.96,0,0,0,33.99,7.18,0,0,400.5,23.22,43.92,0,0,38.45,41.63,0,0,9.86,2.03,0,0,50.58,105.4,18.75,0,44.82,20.15,474.88,177.45,65.76,82.36,21.65,27.38,0,38.94,19.49,34.3,0

90,22:15-22:30,0,98.87,45.08,130.84,81.34,0,28.44,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,49.6,8.63,24.36,0,0,22.52,5.85,0,0,0,13.25,0,81.18,689.01,0,125.27,207.96,0,0,0,33.99,7.18,0,0,400.5,23.31,43.92,0,0,38.45,41.63,0,0,9.86,2.03,0,0,50.58,105.4,18.75,0,44.82,20.15,474.88,177.45,65.76,82.36,21.65,27.38,0,38.94,19.49,34.3,0

91,22:30-22:45,0,98.87,45.08,130.84,84.83,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,17.6,5.68,0,0,0,35.33,0,81.18,689.01,0,125.27,207.96,0,0,0,33.99,6.97,0,0,400.5,23.37,43.92,0,0,37.42,37.92,0,0,9.86,2.03,0,0,50.83,105.4,18.75,0,42.46,20.15,474.88,175.8,65.76,82.36,21.65,27.38,0,38.94,18.34,34.3,0

92,22:45-23:00,0,98.87,45.08,130.84,84.83,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,19.01,5.68,0,0,0,35.33,0,81.18,689.01,0,125.27,207.96,0,0,0,33.99,6.97,0,0,400.5,23.45,43.92,0,0,37.42,37.92,0,0,9.86,2.03,0,0,50.83,105.4,18.75,0,42.46,20.15,474.88,175.8,65.76,82.36,21.65,27.38,0,38.94,18.34,34.3,0

93,23:00-23:15,0,98.87,45.08,130.84,84.83,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,19.01,5.68,0,0,0,13.25,0,81.18,689.01,0,125.27,103.98,0,0,0,33.99,6.97,0,0,400.5,23.61,43.92,0,0,37.42,40.15,0,0,9.86,2.03,0,0,51.59,105.4,18.75,0,42.46,20.15,474.88,175.8,65.76,82.36,21.65,27.38,0,38.94,18.34,34.3,0

94,23:15-23:30,0,98.87,45.08,130.84,84.83,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,19.01,5.68,0,0,0,13.25,0,81.18,689.01,0,125.27,103.98,0,0,0,33.99,6.97,0,0,400.5,23.75,43.92,0,0,37.42,40.15,0,0,9.86,2.03,0,0,51.59,105.4,18.75,0,42.46,20.15,474.88,175.8,65.76,82.36,21.65,27.38,0,38.94,18.34,34.3,0

95,23:30-23:45,0,98.87,45.08,130.84,84.83,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,15.49,5.68,0,0,0,8.83,0,81.18,689.01,0,125.27,103.98,0,0,0,33.99,6.97,0,0,400.5,23.87,43.92,0,0,37.42,40.15,0,0,9.86,2.03,0,0,51.84,105.4,18.75,0,42.46,20.15,474.88,175.8,65.76,82.36,21.65,27.38,0,38.94,18.34,34.3,0

96,23:45-24:00,0,98.87,45.08,130.84,84.83,0,28.1,0,0,0,0,0,0,48.09,113.75,5.73,0,0,0,0,8.63,24.36,0,0,15.49,5.68,0,0,0,8.83,0,81.18,689.01,0,125.27,103.98,0,0,0,33.99,6.97,0,0,400.5,24.02,43.92,0,0,37.42,40.15,0,0,9.86,2.03,0,0,51.84,105.4,18.75,0,42.46,20.15,667.27,175.8,65.76,82.36,21.65,27.38,0,38.94,18.34,34.3,0

