Block,Time,L_NR_2020_02,L_NR_2012_01,SH-06,LT-05,LT-35,L_NR_2012_02,LT-36,SH-07,LT-59,L_NR_2023_04,L_NR_2012_07,LT-31,L_NR_2019_11,L_NR_2012_04,L_NR_2020_05,L_NR_2020_06,L_NR_2020_07,L_NR_2021_15,L_NR_2018_61,L_NR_2022_09,L_NR_2022_08,L_NR_2022_10,L_NR_2019_07,L_NR_2019_05,L_NR_2019_06,L_NR_2019_19,L_NR_2021_16,L_NR_2021_17,L_NR_2021_12,L_NR_2021_13,L_NR_2021_14
24,05:45-06:00,0.000000,101.130000,0.000000,103.200000,0.000000,261.240000,0.000000,0.000000,10.330000,29.930000,74.030000,0.000000,8.450000,271.520000,58.1,19.37,19.35,0,11,25.46,15.37,25.46,0,0,0,0.955696,0.67,0.33,0.07,0.01,0.1

25,06:00-06:15,0.000000,101.130000,0.000000,111.720000,0.000000,261.240000,0.000000,0.000000,10.330000,29.930000,74.030000,0.000000,8.450000,271.520000,40.06,13.35,13.35,0.15,9.65,24.72,11.71,24.72,1.45,4.6,4.6,2.233208,2,1,0.58,0.12,1.27

26,06:15-06:30,0.000000,101.130000,0.000000,115.890000,0.380000,261.240000,0.390000,0.000000,10.330000,29.930000,74.030000,0.380000,8.450000,271.520000,40.26,13.42,13.42,0.97,11.06,23.9,11.66,23.9,3,13.8,13.8,4.993024,4,2,4.63,0.93,3

27,06:30-06:45,0.000000,101.130000,0.000000,115.890000,0.710000,261.240000,0.720000,0.000000,10.330000,29.930000,74.030000,0.710000,8.450000,271.520000,40.34,13.45,13.44,2.21,11.33,23.6,11.68,23.6,8,27.6,27.6,8.172176,5.33,2.67,10.78,2.15,4.93

28,06:45-07:00,0.000000,101.130000,0.000000,115.890000,1.170000,261.240000,1.190000,0.000000,10.330000,29.930000,74.030000,1.170000,8.450000,271.520000,40.4,13.47,13.47,3.74,11.39,23.32,11.74,23.32,15,33,33,12.014464,9.33,4.67,17.83,3.56,7.23

29,07:00-07:15,0.000000,101.130000,0.000000,115.890000,2.070000,261.240000,2.130000,0.000000,10.330000,29.930000,74.030000,2.070000,8.290000,271.520000,41.44,13.81,13.82,5.69,11.31,16.42,11.81,16.42,22,33,33,16.5784,12.67,6.33,26.08,5.21,10.33

30,07:15-07:30,0.000000,101.130000,0.000000,107.360000,3.020000,261.240000,3.090000,0.000000,10.330000,29.930000,74.030000,3.020000,8.290000,271.520000,42.78,14.26,14.26,7.97,10.43,16.49,8.58,16.49,29.99,31.98,31.98,21.766464,16,8,36.66,7.33,14.43

31,07:30-07:45,0.000000,101.130000,0.000000,98.850000,3.980000,261.240000,4.080000,0.000000,10.330000,29.930000,55.990000,3.980000,8.290000,271.520000,17.88,5.96,5.96,10.38,9.75,16.38,8.35,16.38,31.5,31.5,31.5,23.317032,21.33,10.67,48.68,9.73,19.43

32,07:45:08:00,0.000000,101.130000,0.000000,90.320000,5.000000,261.240000,5.140000,0.000000,10.330000,29.930000,55.990000,5.000000,8.290000,271.520000,18.55,6.18,6.19,12.95,15.76,16.59,8.48,16.59,31.66,31.67,31.67,27.958984,28,14,63.06,12.61,24.93

33,08:00-08:15,0.000000,101.130000,0.000000,81.800000,6.040000,261.240000,6.190000,0.000000,10.330000,29.930000,55.990000,6.040000,8.290000,271.520000,18.92,6.31,6.3,17.16,15.75,16.97,8.36,16.97,32.34,32.33,32.33,32.854488,30,15,79.22,15.84,30.77

34,08:15-08:30,0.000000,101.130000,0.000000,70.440000,6.850000,261.240000,7.020000,0.000000,10.330000,29.930000,55.990000,6.850000,8.290000,271.520000,19.23,6.41,6.4,20.35,15.71,17.54,8.4,17.54,32.34,32.33,32.33,37.964536,34,17,95.26,19.05,36.7

35,08:30-08:45,0.000000,101.130000,0.000000,70.440000,7.910000,261.240000,8.100000,0.000000,10.330000,29.930000,55.990000,7.910000,8.290000,271.520000,19.62,6.54,6.55,23.18,15.84,18.56,8.48,18.56,32.34,32.33,32.33,43.133096,38,19,113.41,22.68,42.47

36,08:45:09:00,0.000000,101.130000,0.000000,70.440000,8.880000,261.240000,9.100000,0.000000,10.330000,30.890000,55.990000,8.880000,8.290000,271.520000,19.93,6.64,6.65,25.65,15.89,19.35,8.59,19.35,32.34,32.33,32.33,48.486944,42,21,130.43,26.08,48.33

37,09:00:09:15,0.000000,101.130000,0.000000,70.440000,9.610000,261.240000,9.850000,0.000000,10.330000,28.960000,55.990000,9.610000,8.290000,271.520000,18.89,6.3,6.29,27.76,15.34,19.22,8.71,19.22,32.34,32.33,32.33,58.843568,47.34,23.66,146.08,29.22,53.87

38,09:15-09:30,0.000000,101.130000,0.000000,94.680000,10.020000,261.240000,10.270000,0.000000,10.330000,28.960000,55.990000,10.020000,8.290000,271.520000,20.05,6.68,6.68,29.44,11.95,15.55,8.71,15.55,32.34,32.33,32.33,63.700064,53.34,26.66,164.76,32.95,59.2

39,09:30-09:45,0.000000,101.130000,0.000000,115.890000,10.220000,261.240000,10.480000,0.000000,10.330000,30.890000,55.990000,10.220000,8.290000,271.520000,20,6.67,6.66,33.77,12.12,15.71,6.69,15.71,32.34,32.33,32.33,67.815408,55.34,27.66,175.21,35.04,64.2

40,09:45-10:00,0.000000,101.130000,0.000000,115.890000,10.340000,261.240000,10.600000,0.000000,10.330000,30.890000,55.990000,10.340000,8.290000,271.520000,20,6.67,6.66,37.16,12.2,15.9,6.76,15.9,32.34,32.33,32.33,71.657696,58,29,183.54,36.71,68.57

41,10:00-10:15,0.000000,101.130000,0.000000,115.890000,10.560000,261.240000,10.830000,0.000000,10.330000,30.890000,74.030000,10.560000,8.140000,271.520000,20,6.67,6.66,39.99,12.17,16,6.75,16,32.34,32.33,32.33,74.349248,62,31,196.04,39.21,72.77

42,10:15-10:30,0.000000,101.130000,0.000000,115.890000,10.680000,261.240000,10.940000,0.000000,10.330000,30.890000,74.030000,10.680000,8.140000,271.520000,20,6.67,6.66,42.03,12.05,16,6.69,16,32.34,32.33,32.33,75.753536,64,32,208.54,41.71,76.83

43,10:30-10:45,0.000000,101.130000,0.000000,115.890000,10.790000,261.240000,11.060000,0.000000,10.330000,30.890000,74.030000,10.790000,8.140000,271.520000,20,6.67,6.66,42.65,12.2,16.53,6.69,16.53,32.34,32.33,32.33,82.628696,66,33,219.38,43.87,77.87

44,10:45-11:00,0.000000,101.130000,0.000000,115.890000,10.850000,261.240000,11.130000,0.000000,10.330000,30.890000,74.030000,10.850000,8.140000,271.520000,20,6.67,6.66,43.07,21.73,26.45,6.99,26.45,32.34,32.33,32.33,83.467368,67.34,33.66,229.38,45.87,83.6

45,11:00-11:15,0.000000,101.130000,0.000000,115.890000,10.890000,261.240000,11.160000,0.000000,10.330000,30.890000,74.030000,10.890000,8.140000,271.520000,26,8.67,8.66,46.83,22.58,25.45,8.66,25.45,32.34,32.33,32.33,83.974472,66.67,33.33,229.38,45.87,83.8

46,11:15-11:30,0.000000,101.130000,0.000000,115.890000,10.930000,261.240000,11.190000,0.000000,10.330000,29.930000,74.030000,10.930000,8.140000,271.520000,26,8.67,8.66,47.62,23.42,26.7,8.44,26.7,32.34,32.33,32.33,84.130504,66,33,229.38,45.87,86.7

47,11:30-11:45,0.000000,101.130000,0.000000,115.890000,10.980000,261.240000,11.260000,0.000000,10.330000,29.930000,74.030000,10.980000,8.140000,271.520000,26,8.67,8.66,45.42,24.67,27.79,8.45,27.79,32.34,32.33,32.33,88.431136,68,34,229.38,45.87,87.03

48,11:45-12:00,0.000000,101.130000,0.000000,115.890000,10.940000,261.240000,11.220000,0.000000,10.330000,29.930000,74.030000,10.940000,8.140000,271.520000,26,8.67,8.66,42.25,25.68,26.82,8.46,26.82,32.34,32.33,32.33,92.341688,68,34,229.38,45.87,87.2

49,12:00-12:15,0.000000,101.130000,0.000000,115.890000,10.890000,261.240000,11.150000,0.000000,10.330000,30.890000,74.030000,10.890000,8.290000,271.520000,26,8.67,8.66,38.39,27.27,26.68,8.64,26.68,32.34,32.33,32.33,78.289056,69.34,34.66,229.38,45.87,87.53

50,12:15-12:30,0.000000,101.130000,0.000000,115.890000,10.990000,261.240000,11.260000,0.000000,10.330000,30.890000,74.030000,10.990000,8.290000,271.520000,26,8.67,8.66,33.85,28.5,28.36,8.42,28.36,32.34,32.33,32.33,83.447864,71.34,35.66,229.38,45.87,87.63

51,12:30-12:45,0.000000,101.130000,0.000000,115.890000,10.840000,261.240000,11.120000,0.000000,10.330000,30.890000,74.030000,10.840000,8.290000,271.520000,26,8.67,8.66,36.98,36.06,29.84,10.77,29.84,32.34,32.33,32.33,83.496624,71.34,35.66,229.38,45.87,87.33

52,12:45-13:00,0.000000,101.130000,0.000000,115.890000,10.830000,261.240000,11.100000,0.000000,10.330000,29.930000,74.030000,10.830000,8.290000,271.520000,26,8.67,8.66,39.44,37.47,30.34,10.81,30.34,32.34,32.33,32.33,82.950512,73.34,36.66,229.38,45.87,87.67

53,13:00-13:15,0.000000,101.130000,0.000000,115.890000,10.690000,261.240000,10.950000,0.000000,10.330000,29.930000,74.030000,10.690000,8.450000,271.520000,26,8.67,8.66,41.42,39.12,30.75,11.09,30.75,32.34,32.33,32.33,81.663248,74.67,37.33,229.38,45.87,87.3

54,13:15-13:30,0.000000,101.130000,0.000000,115.890000,10.660000,261.240000,10.930000,0.000000,10.330000,29.930000,74.030000,10.660000,8.450000,271.520000,26,8.67,8.66,42.68,40.37,33.1,10.74,33.1,32.34,32.33,32.33,79.839624,74.67,37.33,229.38,45.87,86.97

55,13:30-13:45,0.000000,101.130000,0.000000,115.890000,10.850000,261.240000,11.130000,0.000000,10.330000,29.930000,74.030000,10.850000,8.450000,271.520000,26,8.67,8.66,41.2,41.13,34.54,10.75,34.54,32.34,32.33,32.33,62.685856,63.34,31.66,229.38,45.87,86.53

56,13:45-14:00,0.000000,101.130000,0.000000,115.890000,10.750000,261.240000,11.020000,0.000000,10.330000,29.930000,74.030000,10.750000,8.450000,271.520000,26.54,8.85,8.84,39.65,41.7,33.92,11.13,33.92,32.34,32.33,32.33,67.571608,63.34,31.66,229.38,45.87,85.3

57,14:00-14:15,0.000000,101.130000,0.000000,115.890000,10.710000,261.240000,10.970000,0.000000,10.330000,29.930000,74.030000,10.710000,8.450000,271.520000,35.17,11.72,11.74,43.89,44.02,44.25,14.25,44.25,32.34,32.33,32.33,71.842984,65.34,32.66,229.38,45.87,84.67

58,14:15-14:30,0.000000,101.130000,0.000000,115.890000,10.620000,261.240000,10.890000,0.000000,10.330000,29.930000,74.030000,10.620000,8.450000,271.520000,35.84,11.95,11.94,42.7,44.02,44.49,14.6,44.49,32.34,32.33,32.33,75.43172,68,34,229.38,45.87,83.13

59,14:30-14:45,0.000000,101.130000,0.000000,115.890000,10.580000,261.240000,10.850000,0.000000,10.330000,29.930000,74.030000,10.580000,8.450000,271.520000,36.49,12.16,12.18,42.16,44.02,44.63,14.53,44.63,32.34,32.33,32.33,74.817344,70.67,35.33,229.38,45.87,81

60,14:45-15:00,0.000000,101.130000,0.000000,115.890000,10.630000,261.240000,10.900000,0.000000,10.330000,29.930000,74.030000,10.630000,8.450000,271.520000,38.42,12.81,12.81,41.19,44.02,45.12,14.19,45.12,32.34,32.33,32.33,73.77388,72,36,229.38,45.87,77.8

61,15:00-15:15,0.000000,101.130000,0.000000,115.890000,10.600000,261.240000,10.870000,0.000000,10.330000,29.930000,74.030000,10.600000,8.600000,271.520000,39.9,13.3,13.31,39.62,44.02,45.65,14.57,45.65,32.34,32.33,32.33,84.003728,72,36,221.66,44.33,74.33

62,15:15-15:30,0.000000,101.130000,0.000000,115.890000,10.120000,261.240000,10.380000,0.000000,10.330000,30.890000,74.030000,10.120000,8.600000,271.520000,52.81,17.6,17.62,37.85,44.02,49.05,15.85,49.05,32.34,32.33,32.33,78.415832,58.67,29.33,210.82,42.16,70.57

63,15:30-15:45,0.000000,101.130000,0.000000,115.890000,10.080000,261.240000,10.340000,0.000000,10.330000,30.890000,74.030000,10.080000,8.600000,271.520000,53.81,17.94,17.94,35.18,44.02,50.21,22.88,50.21,32.34,32.33,32.33,71.218856,57.34,28.66,198.88,39.77,66.57

64,15:45-16:00,0.000000,101.130000,0.000000,115.890000,9.870000,261.240000,10.120000,0.000000,10.330000,30.890000,74.030000,9.870000,8.600000,271.520000,54.47,18.15,18.16,33,44.02,51.21,23.21,51.21,32.34,32.33,32.33,64.051136,56,28,184.73,36.95,62.27

65,16:00-16:15,0.000000,101.130000,0.000000,115.890000,7.230000,261.240000,7.410000,0.000000,10.330000,31.860000,74.030000,7.230000,8.600000,271.520000,55.31,18.44,18.44,30.46,44.02,52.21,23.52,52.21,32.34,32.33,32.33,56.990688,2.67,1.33,165.37,33.07,57.1

66,16:15-16:30,0.000000,101.130000,0.000000,115.890000,6.830000,261.240000,7.000000,0.000000,10.330000,30.890000,74.030000,6.830000,8.600000,271.520000,56.33,18.78,18.77,27.57,44.02,53.37,24.33,53.37,32.34,32.33,32.33,50.135032,2.67,1.33,139.31,27.86,52.3

67,16:30-16:45,0.000000,101.130000,0.000000,115.890000,6.190000,261.240000,6.340000,0.000000,10.330000,29.930000,74.030000,6.190000,8.600000,271.520000,59.31,19.77,19.78,24.49,44.02,53.61,24.54,53.61,32.34,32.33,32.33,37.164872,2.67,1.33,122.78,24.56,47

68,16:45-17:00,0.000000,101.130000,0.000000,115.890000,5.340000,261.240000,5.470000,0.000000,10.330000,29.930000,74.030000,5.340000,8.600000,271.520000,61.33,20.44,20.45,21.41,44.02,53.73,25.18,53.73,25,33,33,34.151504,2.67,1.33,111.87,22.37,41.07

69,17:00-17:15,0.000000,101.130000,0.000000,115.890000,4.360000,261.240000,4.470000,0.000000,10.330000,29.930000,74.030000,4.360000,8.830000,271.520000,72.29,24.1,24.08,16.38,44.02,56.85,25.5,56.85,20,33,33,30.738304,2.67,1.33,95.63,19.13,35.2

70,17:15-17:30,0.000000,101.130000,0.000000,115.890000,3.890000,261.240000,3.980000,0.000000,10.330000,29.930000,74.030000,3.890000,8.830000,271.520000,73.23,24.41,24.41,13.94,44.02,56.79,25.44,56.79,15,33,33,26.896016,2.67,1.33,81.34,16.27,29.77

71,17:30-17:45,0.000000,101.130000,0.000000,115.890000,3.090000,261.240000,3.170000,0.000000,10.330000,29.930000,74.030000,3.090000,8.830000,271.520000,75.31,25.1,25.11,11.47,44.02,57.21,24.49,57.21,8.74,18.4,21.16,22.020016,2.67,1.33,66.18,13.23,24.27

72,17:45-18:00,0.000000,101.130000,0.000000,115.890000,2.880000,261.240000,2.950000,0.000000,10.330000,28.960000,74.030000,2.880000,8.830000,271.520000,75.63,25.21,25.21,9.12,44.02,57.17,24.06,57.17,2.7,9.2,11.04,17.066,2.67,1.33,51.84,10.37,19.17

73,18:00-18:15,0.000000,101.130000,0.000000,115.890000,2.130000,261.240000,2.190000,0.000000,10.330000,29.930000,74.030000,2.130000,8.830000,271.520000,74.95,24.98,24.99,7.05,44.02,56.92,24.05,56.92,0,0,0,10.980752,2.67,1.33,40.18,8.04,14.43

74,18:15-18:30,0.000000,101.130000,0.000000,115.890000,1.570000,261.240000,1.600000,0.000000,10.330000,29.930000,74.030000,1.570000,8.830000,271.520000,74.47,24.82,24.84,5.31,44.02,59.55,24.86,59.55,0,0,0,6.992184,2.67,1.33,29.47,5.89,10.47

75,18:30-18:45,0.000000,101.130000,0.000000,115.890000,1.060000,261.240000,1.090000,0.000000,10.330000,29.930000,74.030000,1.060000,8.830000,271.520000,80.22,26.74,26.74,3.78,44.02,59.21,25.48,59.21,0,0,0,2.789072,2.67,1.33,20.95,4.19,6.4

76,18:45-19:00,0.000000,101.130000,0.000000,115.890000,0.720000,261.240000,0.740000,0.000000,10.330000,29.930000,74.030000,0.720000,8.830000,271.520000,80.83,26.94,26.95,2.29,44.02,59.08,25.33,59.08,0,0,0,0.653384,2.67,1.33,14.07,2.81,0.33

77,19:00-19:15,0.000000,101.130000,0.000000,115.890000,0.350000,261.240000,0.360000,0.000000,10.330000,30.890000,74.030000,0.350000,8.830000,271.520000,81.21,27.07,27.08,1.08,44.02,58.71,24.93,58.71,0,0,0,0,2.67,1.33,8.44,1.69,0.03

78,19:15-19:30,0.000000,101.130000,0.000000,115.890000,0.000000,261.240000,0.000000,0.000000,10.330000,31.860000,74.030000,0.000000,8.830000,271.520000,81.9,27.3,27.3,0.29,44.02,58.54,24.58,58.54,0,0,0,0,2.67,1.33,3.58,0.72,0

79,19:30-19:45,0.000000,101.130000,0.000000,115.890000,0.000000,261.240000,0.000000,0.000000,10.330000,29.930000,74.030000,0.000000,8.830000,271.520000,82.54,27.51,27.51,0,44.02,57.1,24.16,57.1,0,0,0,0,2.67,1.33,0.42,0.08,0

80,19:45-20:00,0.000000,101.130000,0.000000,115.890000,0.000000,261.240000,0.000000,0.000000,10.330000,30.890000,74.030000,0.000000,8.830000,271.520000,83.68,27.89,27.89,0,44.02,55.98,23.76,55.98,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0.000000,101.130000,0.000000,115.890000,0.000000,261.240000,0.000000,0.000000,10.330000,29.930000,74.030000,0.000000,8.830000,271.520000,72.6,24.2,24.2,0,44.02,49.54,18.68,49.54,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0.000000,101.130000,0.000000,115.890000,0.000000,261.240000,0.000000,0.000000,10.330000,29.930000,74.030000,0.000000,8.830000,271.520000,72.04,24.01,24.03,0,44.02,48.87,18.47,48.87,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0.000000,101.130000,0.000000,115.890000,0.000000,261.240000,0.000000,0.000000,10.330000,29.930000,74.030000,0.000000,8.830000,271.520000,51.31,17.1,17.1,0,44.02,48.21,18.12,48.21,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0.000000,101.130000,0.000000,115.890000,0.000000,261.240000,0.000000,0.000000,10.330000,29.930000,74.030000,0.000000,8.830000,271.520000,51.47,17.16,17.16,0,44.02,46.88,17.81,46.88,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0.000000,101.130000,0.000000,115.890000,0.000000,261.240000,0.000000,0.000000,10.330000,29.930000,74.030000,0.000000,8.600000,271.520000,52.32,17.44,17.44,0,44.02,46.54,17.97,46.54,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0.000000,101.130000,0.000000,115.890000,0.000000,261.240000,0.000000,0.000000,10.330000,29.930000,74.030000,0.000000,8.600000,271.520000,53.53,17.84,17.84,0,44.42,46.2,17.97,46.2,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0.000000,101.130000,0.000000,115.890000,0.000000,261.240000,0.000000,0.000000,10.330000,31.860000,74.030000,0.000000,8.600000,271.520000,54.29,18.1,18.1,0,44.35,45.84,17.91,45.84,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0.000000,101.130000,0.000000,115.890000,0.000000,261.240000,0.000000,0.000000,10.330000,31.860000,74.030000,0.000000,8.600000,271.520000,55.02,18.34,18.34,0,44.37,46.67,17.54,46.67,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0.000000,101.130000,0.000000,115.890000,0.000000,261.240000,0.000000,0.000000,10.330000,31.860000,74.030000,0.000000,8.450000,271.520000,55.65,18.55,18.55,0,44.34,47.1,17.39,47.1,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0.000000,101.130000,0.000000,115.890000,0.000000,261.240000,0.000000,0.000000,10.330000,30.890000,74.030000,0.000000,8.450000,271.520000,56.47,18.82,18.82,0,44.27,47.55,18.21,47.55,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0.000000,101.130000,0.000000,115.890000,0.000000,261.240000,0.000000,0.000000,10.330000,30.890000,74.030000,0.000000,8.450000,271.520000,57.42,19.14,19.14,0,44.2,47.96,18.78,47.96,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0.000000,101.130000,0.000000,115.890000,0.000000,261.240000,0.000000,0.000000,10.330000,30.890000,74.030000,0.000000,8.450000,271.520000,58.17,19.39,19.4,0,44.08,48.05,19.21,48.05,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0.000000,101.130000,0.000000,115.890000,0.000000,261.240000,0.000000,0.000000,10.330000,30.890000,74.030000,0.000000,8.450000,271.520000,58.88,19.63,19.62,0,43.99,46.82,19.45,46.82,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0.000000,101.130000,0.000000,115.890000,0.000000,261.240000,0.000000,0.000000,10.330000,30.890000,74.030000,0.000000,8.450000,271.520000,59.65,19.88,19.89,0,43.78,46.27,19.78,46.27,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0.000000,101.130000,0.000000,115.890000,0.000000,261.240000,0.000000,0.000000,10.330000,30.890000,74.030000,0.000000,8.450000,271.520000,62.39,20.8,20.79,0,43.65,50.53,20.21,50.53,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0.000000,101.130000,0.000000,115.890000,0.000000,261.240000,0.000000,0.000000,10.330000,30.890000,74.030000,0.000000,8.450000,271.520000,64.42,21.47,21.47,0,43.49,49.68,20.31,49.68,0,0,0,0,0,0,0,0,0

