Block,Time,UNCHAHAR4,ANTA_RF,KOLDAM,URI2,NJPC,SEWA2,URI,ANTA_LF,AURY_RF,SINGRAULI,TANAKPUR,DADRI_LF,SINGRAULI_HYDRO,UNCHAHAR2,KOTESHWR,KISHANGANGA,DADRT2,NAPP,RIHAND3,BSIUL,RIHAND2,DADRI_RF,UNCHAHAR3,DHAULIGNGA,RAMPUR,DULHASTI,JHAJJAR,SALAL,UNCHAHAR1,CHAMERA2,ANTA_CRF,PARBATI3,AURY_CRF,CHAMERA1,CHAMERA3,RAPPC,DADRI_CRF,TEHRI,RIHAND1,AURY_GF,DADRI_GF,ANTA_GF,AURY_LF,RAPPB,TANDA2,KAWAS-RLNG,VSTPS IV,VSTPS I,KAPS,KAWAS-APM,SIPAT I,TAPS-II,KAWAS-ComGas,LARA-I,GANDHAR-RLNG,KSTPS7,SASAN,NLCEXP,NTPL,KGSU1AND2,NNTPP,VALLURNTECL,NLCTS2EXP,KKNP,VSTPS III,KHARGONE-I,SIMHST2,NLCIIST2,KUDGI,KGSU3AND4,RSTPSU7,NLCIIST1,TALST2,RSTPSU1TO6,MAPS,GANDHAR-ComGas,KAWAS-zLIQ,BRBCL,GADARWARA-I,MOUDA_II,GANDHAR-NAPM,MOUDA,KHSTPP-II,KHSTPP-I,FSTPP I & II,GANDHAR-APM,KSTPS I&II,TALA,VSTPS II,VSTPS V,SIPAT II,KAWAS-NAPM,SOLAPUR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
27,06:30-06:45,0.738420,0.000000,0.000000,33.781225,97.436926,16.548590,48.920227,0.000000,0.000000,132.203292,0.493595,0.000000,1.035891,28.204075,6.346004,2.457837,362.425766,20.582825,121.876716,18.939827,116.260677,0.000000,13.249353,28.653752,1.878861,51.927025,382.081385,51.490312,10.252652,42.033750,0.000000,9.366005,0.000000,40.601245,30.545986,56.844293,0.000000,0.000000,90.848919,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.307512,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007518,1.158168,336.167618,1.71,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.42,7.06,1.06,1.87,0.86,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,94.137144,22.854485,11.385821,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

28,06:45-07:00,0.738420,0.000000,0.000000,33.781225,97.436926,16.548590,48.920227,0.000000,0.000000,132.203292,0.493595,0.000000,1.035891,28.204075,6.346004,2.457837,362.403811,20.582825,121.876716,18.939827,116.260677,0.000000,13.249353,28.653752,1.878861,51.927025,382.081385,81.712886,10.252652,42.033750,0.000000,3.345001,0.000000,40.601245,30.545986,56.844293,0.000000,0.000000,90.848919,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.307512,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007518,1.158168,336.167618,1.71,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.42,7.06,1.06,1.87,0.86,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,94.137144,22.854485,11.385821,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

29,07:00-07:15,0.738420,0.000000,0.000000,33.781225,97.436926,16.548590,48.920227,0.000000,0.000000,132.203292,1.727582,0.000000,1.035891,23.019421,6.346004,2.457837,362.237190,20.582825,121.876716,18.939827,116.260677,0.000000,13.249353,28.653752,1.878861,51.927025,326.209985,81.712886,10.252652,42.033750,0.000000,0.000000,0.000000,40.601245,30.545986,56.844293,0.000000,0.000000,90.848919,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.307512,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007337,1.158168,336.167618,1.71,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.41,7.06,1.06,1.87,0.83,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,81.984568,19.914879,7.101544,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

30,07:15-07:30,0.738420,0.000000,0.000000,33.781225,71.006667,16.548590,48.920227,0.000000,0.000000,132.203292,7.897519,0.000000,1.035891,23.019421,6.346004,2.457837,362.213758,20.582825,121.876716,18.939827,116.260677,0.000000,13.242607,28.653752,1.368301,51.927025,236.679511,81.712886,10.245532,42.033750,0.000000,0.000000,0.000000,40.601245,30.545986,56.844293,0.000000,0.000000,90.848919,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.307512,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007337,1.158168,336.167618,1.71,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.41,7.06,1.06,1.87,0.83,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,75.384101,19.914879,7.101544,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

31,07:30-07:45,0.738749,0.000000,0.000000,33.781225,48.718463,16.548590,48.920227,0.000000,0.000000,132.203292,7.897519,0.000000,1.035891,23.034626,6.346004,2.457837,362.623348,20.582825,121.876716,18.939827,116.260677,0.000000,13.638348,28.653752,0.939430,51.927025,231.556742,81.712886,10.251915,42.033750,0.000000,0.000000,0.000000,40.601245,30.545986,56.844293,0.000000,0.000000,90.848919,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.307512,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007337,1.158168,336.167618,1.71,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.41,8.25,1.06,1.87,0.83,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,75.386991,19.320812,7.101544,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

32,07:45:08:00,0.738749,0.000000,0.000000,33.781225,48.718463,16.548590,48.920227,0.000000,0.000000,132.203292,7.897519,0.000000,1.035891,22.181733,6.346004,2.457837,362.621601,20.582825,121.876716,18.939827,116.260677,0.000000,13.638348,28.653752,0.939430,51.927025,231.164053,81.712886,10.251915,42.033750,0.000000,0.000000,0.000000,40.601245,30.545986,56.844293,0.000000,0.000000,90.848919,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.307512,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007337,1.158168,336.167618,1.71,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.41,8.25,1.06,1.87,0.83,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,75.386991,14.449500,3.853200,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

33,08:00-08:15,0.738749,0.000000,0.000000,33.781225,48.718463,16.548590,48.920227,0.000000,0.000000,116.063875,8.020917,0.000000,1.035891,22.205775,6.346004,2.457837,362.623348,20.582825,69.003876,18.939827,84.161113,0.000000,13.638348,28.653752,0.939430,51.927025,231.164053,81.712886,10.252607,42.033750,0.000000,0.000000,0.000000,40.601245,30.545986,56.844293,0.000000,0.000000,42.615429,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.286724,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007337,1.158168,336.167618,1.71,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.41,8.99,1.06,1.87,0.83,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,51.054900,14.449500,5.847231,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

34,08:15-08:30,0.738749,0.000000,0.000000,33.781225,21.696481,16.548590,48.920227,0.000000,0.000000,116.063875,0.616994,0.000000,1.035891,22.205775,6.346004,2.457837,362.621601,20.582825,69.003876,18.939827,84.161113,0.000000,13.638348,28.653752,0.415256,51.927025,231.164053,51.490312,10.252607,42.033750,0.000000,0.000000,0.000000,27.015748,30.545986,56.844293,0.000000,0.000000,42.615429,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.286724,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007337,1.158168,336.167618,1.71,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.41,8.99,1.06,1.87,0.83,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.068157,3.382812,0.000000,1.866975,51.054900,14.449500,5.847231,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

35,08:30-08:45,0.738420,0.000000,0.000000,33.781225,19.724074,16.548590,48.920227,0.000000,0.000000,116.063875,0.616994,0.000000,1.035891,21.847858,6.346004,2.457837,362.427390,20.582825,69.003876,18.939827,84.161113,0.000000,13.242607,28.653752,0.381217,51.927025,231.164053,51.490312,10.246226,42.033750,0.000000,0.000000,0.000000,27.015748,30.545986,56.844293,0.000000,0.000000,42.615429,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.286724,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007337,1.158168,336.167618,1.73,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.41,8.99,1.06,1.87,0.89,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.068157,3.382812,0.000000,1.866975,50.525085,14.362803,5.847231,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

36,08:45:09:00,0.738420,0.000000,0.000000,33.781225,19.724074,16.548590,48.920227,0.000000,0.000000,116.063875,0.616994,0.000000,1.035891,21.847858,6.346004,2.457837,362.425500,20.582825,69.003876,18.939827,84.161113,0.000000,13.242607,28.653752,0.381217,51.927025,231.164053,51.490312,10.246226,42.033750,0.000000,0.000000,0.000000,13.545925,30.545986,56.844293,0.000000,0.000000,42.615429,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009852,2.585197,2.286724,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007337,1.158168,336.167618,1.73,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.41,8.99,1.06,1.87,0.89,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.068157,3.382812,0.000000,1.866975,50.525085,14.362803,5.847231,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

37,09:00:09:15,0.738420,0.000000,0.000000,34.344245,19.724074,16.548590,48.920227,0.000000,0.000000,116.063875,8.020917,0.000000,1.035891,21.813956,6.346004,2.457837,362.427390,20.582825,69.003876,18.939827,84.161113,0.000000,13.242607,28.653752,0.381217,51.927025,231.170905,51.490312,10.246226,42.033750,0.000000,0.000000,0.000000,13.545925,30.545986,56.844293,0.000000,0.000000,42.615429,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.286724,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007159,1.158168,336.167618,1.73,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.41,8.99,1.06,1.87,0.89,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.068157,3.382812,0.000000,1.866975,50.525085,14.362803,5.847231,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

38,09:15-09:30,0.738420,0.000000,0.000000,34.344245,19.724074,16.548590,51.047194,0.000000,0.000000,116.063875,8.020917,0.000000,1.035891,21.894298,6.346004,2.457837,362.425500,20.582825,69.003876,18.939827,84.161113,0.000000,13.242607,28.653752,0.381217,51.927025,231.170905,51.490312,10.246226,42.033750,0.000000,0.000000,0.000000,13.545925,30.545986,56.844293,0.000000,0.000000,42.615429,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.286724,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007159,1.158168,336.167618,1.73,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.41,8.99,1.06,1.87,0.89,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.068157,3.382812,0.000000,1.866975,50.525085,14.362803,5.847231,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

39,09:30-09:45,0.738420,0.000000,0.000000,34.344245,19.724074,16.548590,51.047194,0.000000,0.000000,116.063875,0.000000,0.000000,1.035891,22.368124,6.346004,2.457837,363.084334,20.582825,69.003876,18.939827,84.161113,0.000000,13.311973,28.653752,0.381217,51.927025,232.112136,51.490312,11.473470,42.033750,0.000000,0.000000,0.000000,13.545925,30.545986,56.844293,0.000000,0.000000,42.615429,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.286724,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007159,1.158168,336.167618,1.73,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.41,7.24,1.06,1.87,0.89,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,49.821876,14.189409,5.779800,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

40,09:45-10:00,0.738420,0.000000,0.000000,34.344245,19.724074,16.548590,48.920227,0.000000,0.000000,116.063875,0.000000,0.000000,1.035891,21.979552,6.346004,2.457837,363.082918,20.582825,69.003876,18.939827,84.161113,0.000000,13.311973,28.653752,0.381217,51.927025,232.112136,51.490312,11.469779,42.033750,0.000000,0.000000,0.000000,0.000000,30.545986,56.844293,0.000000,0.000000,42.615429,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.286724,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007159,1.158168,336.167618,1.73,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.42,7.24,1.06,1.87,0.91,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,49.821876,14.247207,4.055493,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

41,10:00-10:15,0.738420,0.000000,0.000000,33.781225,19.724074,16.548590,48.920227,0.000000,0.000000,116.063875,0.370196,0.000000,1.035891,21.979552,6.346004,2.457837,363.060066,20.582825,69.003876,12.626551,84.161113,0.000000,13.311973,19.102501,0.381217,51.927025,232.112136,51.490312,11.469779,42.033750,0.000000,0.000000,0.000000,0.000000,20.363545,56.844293,0.000000,0.000000,43.226299,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.286724,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007159,1.158168,336.167618,1.73,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.42,7.24,1.06,1.87,0.91,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,49.821876,14.247207,4.055493,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

42,10:15-10:30,0.738420,0.000000,0.000000,33.781225,19.724074,16.548590,51.047194,0.000000,0.000000,116.063875,0.370196,0.000000,1.035891,21.979552,6.346004,2.457837,363.082918,20.582825,69.003876,12.626551,84.161113,0.000000,13.311973,9.551251,0.381217,51.927025,232.112136,51.490312,11.469779,42.033750,0.000000,0.000000,0.000000,0.000000,20.363545,56.844293,0.000000,0.000000,46.854056,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.286724,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007159,1.158168,336.167618,1.73,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.44,7.24,1.06,1.87,0.95,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,49.821876,14.247207,4.055493,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

43,10:30-10:45,0.739534,0.000000,0.000000,33.781225,19.724074,16.548590,51.047194,0.000000,0.000000,116.063875,0.370196,0.000000,1.035891,22.097240,6.346004,2.457837,363.371317,20.582825,69.003876,12.626551,84.161113,0.000000,13.382777,0.000000,0.381217,51.927025,232.947744,51.490312,11.523946,42.033750,0.000000,0.000000,0.000000,0.000000,10.171735,56.844293,0.000000,0.000000,46.854056,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007159,1.158168,336.167618,1.73,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.44,7.24,1.06,1.87,0.96,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,92.292906,16.545029,1.926600,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

44,10:45-11:00,0.739534,0.000000,0.000000,33.781225,19.724074,16.548590,48.920227,0.000000,0.000000,116.063875,0.370196,0.000000,1.035891,22.097240,6.346004,2.457837,363.394483,20.582825,69.003876,12.626551,84.161113,0.000000,13.468861,0.000000,0.381217,51.927025,232.947744,51.490312,11.523262,42.033750,0.000000,0.000000,0.000000,0.000000,10.171735,56.844293,0.000000,0.000000,46.643655,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007159,1.158168,336.167618,1.73,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.44,7.24,1.06,1.87,0.96,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,92.292906,23.009962,3.727971,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

45,11:00-11:15,0.738420,0.000000,0.000000,33.781225,19.724074,16.548590,48.920227,0.000000,0.000000,116.063875,0.370196,0.000000,1.035891,22.099449,6.346004,2.457837,363.371317,20.582825,69.003876,12.626551,84.161113,0.000000,13.465120,0.000000,0.381217,51.927025,232.947744,51.490312,11.523262,42.033750,0.000000,0.000000,0.000000,0.000000,10.171735,56.844293,0.000000,0.000000,42.615429,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007159,1.158168,336.167618,1.56,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.44,7.24,1.06,1.87,0.96,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,92.292906,23.009962,4.806867,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

46,11:15-11:30,0.738420,0.000000,0.000000,33.781225,19.724074,16.548590,48.920227,0.000000,0.000000,116.063875,0.370196,0.000000,1.035891,22.099449,6.346004,2.457837,363.394483,20.582825,69.003876,12.626551,84.161113,0.000000,13.465120,0.000000,0.381217,51.927025,232.947744,51.490312,11.523262,42.033750,0.000000,0.000000,0.000000,0.000000,10.171735,56.844293,0.000000,0.000000,42.647639,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007159,1.158168,336.167618,1.56,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.44,7.24,1.06,1.87,0.96,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,92.292906,23.009962,4.806867,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

47,11:30-11:45,0.739534,0.000000,0.000000,33.781225,19.724074,16.548590,48.920227,0.000000,0.000000,116.063875,0.370196,0.000000,1.035891,22.099449,6.346004,2.457837,363.371317,20.582825,69.003876,12.626551,84.161113,0.000000,13.465120,0.000000,0.381217,51.927025,232.947744,51.490312,11.523262,27.937412,0.000000,0.000000,0.000000,0.000000,10.171735,56.844293,0.000000,0.000000,42.615429,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007159,1.130592,336.167618,1.56,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.44,7.24,1.06,1.87,0.91,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,92.292906,23.009962,9.981811,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

48,11:45-12:00,0.739534,0.000000,0.000000,33.781225,19.724074,16.548590,48.920227,0.000000,0.000000,116.063875,0.370196,0.000000,1.035891,22.099449,6.346004,2.457837,363.394483,20.582825,69.003876,12.626551,84.161113,0.000000,13.465120,0.000000,0.381217,51.927025,232.947744,51.490312,11.523262,27.937412,0.000000,0.000000,0.000000,0.000000,10.171735,56.844293,0.000000,0.000000,42.615429,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007159,1.130592,336.167618,1.56,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.44,7.24,1.06,1.87,0.91,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,92.292906,23.009962,9.981811,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

49,12:00-12:15,0.737468,0.000000,0.000000,33.781225,19.724074,16.548590,48.920227,0.000000,0.000000,132.203292,0.000000,0.000000,1.035891,14.686086,6.346004,2.457837,363.022416,20.582825,104.328064,12.626551,115.328577,0.000000,13.386910,0.000000,0.381217,51.927025,233.115644,81.712886,11.480732,13.897799,0.000000,0.000000,0.000000,0.000000,0.000000,56.844293,0.000000,0.000000,55.376694,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007159,1.130592,336.167618,1.56,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.44,7.24,1.06,1.87,0.91,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,92.292906,23.009962,9.981811,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

50,12:15-12:30,0.737468,0.000000,0.000000,33.781225,19.724074,16.548590,48.920227,0.000000,0.000000,132.203292,0.000000,0.000000,1.035891,14.686086,6.346004,2.457837,363.001383,20.582825,121.866396,12.626551,116.260677,0.000000,13.386910,0.000000,0.381217,51.927025,233.115644,81.712886,11.480732,13.897799,0.000000,0.000000,0.000000,0.000000,0.000000,56.844293,0.000000,0.000000,76.402470,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007159,1.130592,336.167618,1.56,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.44,7.24,1.06,1.87,0.91,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,92.292906,23.009962,9.981811,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

51,12:30-12:45,0.737468,0.000000,0.000000,33.781225,19.724074,16.548590,48.920227,0.000000,0.000000,132.203292,0.000000,0.000000,1.035891,14.686086,6.346004,2.457837,362.976418,20.582825,121.876716,12.626551,116.260677,0.000000,13.386910,0.000000,0.381217,51.927025,233.115644,81.712886,11.480732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,56.844293,0.000000,0.000000,90.350386,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007159,1.130592,336.167618,1.56,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.44,7.24,1.06,1.87,0.91,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,92.292906,23.009962,9.981811,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

52,12:45-13:00,0.737468,0.000000,0.000000,33.781225,19.724074,16.548590,48.920227,0.000000,0.000000,132.203292,0.000000,0.000000,1.035891,14.686086,6.346004,2.457837,363.001383,20.582825,121.876716,12.626551,116.260677,0.000000,13.386910,0.000000,0.381217,51.927025,233.115644,81.712886,11.480732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,56.844293,0.000000,0.000000,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.007159,1.130592,336.167618,1.56,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.42,7.24,1.06,1.87,0.85,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,92.292906,23.009962,9.981811,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

53,13:00-13:15,0.737468,0.000000,0.000000,33.781225,19.724074,16.548590,48.920227,0.000000,0.000000,132.203292,0.000000,0.000000,1.035891,23.420520,6.346004,2.457837,362.976418,20.582825,121.876716,12.626551,116.260677,0.000000,13.456998,0.000000,0.381217,51.927025,233.156767,81.712886,11.497716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,56.844293,0.000000,0.000000,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006981,1.130592,336.167618,1.56,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.42,7.24,1.06,1.87,0.85,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,92.292906,23.009962,12.243158,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

54,13:15-13:30,0.737468,0.000000,0.000000,33.781225,19.724074,16.548590,48.920227,0.000000,0.000000,132.203292,0.000000,0.000000,1.035891,23.603547,6.346004,2.457837,362.991249,20.582825,121.876716,18.939827,116.260677,0.000000,13.456998,0.000000,0.381217,51.927025,232.353660,81.712886,11.497716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,56.844293,0.000000,0.000000,90.855566,0.000000,0.000000,0.000000,0.000000,0.000000,2.350548,0.009698,2.585197,2.265936,0.799115,0.000000,5.118688,2.690880,0.000000,4.101852,0.006981,1.130592,336.167618,1.56,3.64,1.92,0.19,2.29,0.85,1.55,1.887764,3.412459,1.78,0.42,7.24,1.06,1.87,0.85,2.92,5.11,0.23,0.000000,0.000000,14.449498,2.013006,3.382812,0.000000,1.866975,92.292906,22.593335,12.243158,0.000000,2.270999,0.000000,1.871655,1.278811,0.900795,0.000000,3.412458,0,0,0,0,0

