Column1,Time,GNA/NR/2025/05/01/2474,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/8510,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/05/01/3877,GNA/NR/2025/04/01/8456,GNA/NR/2025/05/01/6957,GNA/NR/2025/05/01/9320,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/9154,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/9395,NR/01102023/22052037/LT-59,GNA/NR/2025/05/01/6160,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/8964,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/05/01/4138,NR/01102023/31052040/LT-31,GNARE/NR/2024/12/20/3668,GNARE/SR/2025/01/13/4532,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14
65,16:00-16:15,28.95,272.37,4.07,52.66,33.71,5.51,8.22,28.9,2.99,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.21,14.45,10.09,26.95,31.29,3.97,9.96,7.8,59.72,26.95,166.35,0,10.09,52.48,15.21,72.44,87.67,35,35,33,87.66,33,42.67,33,105,51,58,23,29,0,130.42,26.09,57

66,16:15-16:30,28.95,272.37,4.07,52.66,33.71,5.51,8.22,28.9,2.99,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.21,14.45,9.1,26.95,31.29,3.97,9.96,7.03,77.06,26.95,166.35,0,9.1,47.92,17.81,63.41,87.33,35,35,33,87.34,33,41.67,33,105,45,51,19,25,0,120.19,24.04,53

67,16:30-16:45,28.95,272.37,3.91,52.66,33.71,5.51,8.22,28.9,2.99,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.21,14.45,8,26.95,30.28,3.97,9.96,6.19,69.36,26.95,166.35,0,8,47.69,22.41,53.11,86,35,35,33,86,33,41,33,105,39,40,17,20,0,120.6,24.12,43

68,16:45-17:00,28.95,272.37,3.91,52.66,33.71,5.51,8.22,28.9,2.99,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,6.21,14.45,6.84,26.95,30.28,3.97,9.96,5.29,67.43,26.95,166.35,0,6.84,42.67,23.01,44.15,85.33,35,35,33,85.34,33,40.67,33,105,33,33,15,17,0,108.5,21.7,37

69,17:00-17:15,28.95,272.37,3.91,52.66,33.71,5.84,8.45,28.9,2.99,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,7.38,14.45,5.59,26.95,30.28,3.97,10.41,4.32,65.5,26.95,175.99,0,5.59,36.8,23.01,35.41,85,35,35,33,85,28,40,33,105,27,27,12,13,0,70.83,14.17,32

70,17:15-17:30,28.95,272.37,2.41,52.66,33.71,5.84,8.45,28.9,2.99,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,7.38,14.45,4.36,26.95,30.28,1.16,10.41,3.37,94.4,26.95,185.62,0,4.36,30.92,22.61,27.22,85,34.67,34.67,23.87,85,10,39.33,24.04,103.99,21,20,9,10,0,62.5,12.5,25

71,17:30-17:45,28.95,272.37,2.41,52.66,33.71,5.84,8.45,28.9,2.99,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,7.38,14.45,3.35,26.95,30.28,1.16,11.34,2.59,100.36,26.95,200.72,0,3.35,10,22.01,19.84,81.67,34.17,34.17,15.99,81.66,5,38.33,15.88,102.49,15,15,8,7,0,29.17,5.83,18

72,17:45-18:00,28.95,272.37,2.41,63.17,33.71,5.84,8.45,28.9,2.99,163.76,163.76,0,0,0,0,122.82,13.49,10.6,0,0,0,7.38,14.45,2.49,26.95,30.28,1.16,11.34,1.93,100.36,26.95,200.72,0,2.49,10,21.41,13.57,79.33,33.83,33.83,9.46,79.34,1,36.67,9.53,101.51,7,9,7,5,0,25,5,13

73,18:00-18:15,28.95,272.37,2.41,63.17,33.71,5.93,8.83,28.9,2.99,163.76,0,67.43,28.9,19.27,0,122.82,13.49,10.6,14.45,5.78,5.78,6.99,14.45,1.67,25.7,30.79,1.16,12.26,1.29,100.36,29.5,200.72,0,1.67,10,21.81,8.74,79,33.67,33.67,0,79,0,35,0,100.99,3,6,5,3,0,25,5,8

74,18:15-18:30,28.95,272.37,2.41,63.17,33.7,5.93,8.83,28.9,2.99,163.76,0,67.43,28.9,19.27,0,122.82,13.49,10.6,14.45,5.78,5.78,7.61,14.45,1.02,25.7,30.79,1.16,12.26,0.79,100.36,29.5,200.72,0,1.02,8.33,20.41,5.32,76.33,31.67,31.67,0,76.34,0,33.33,0,94.99,1,3,3,2,0,24.27,4.85,5

75,18:30-18:45,28.95,272.37,7.74,63.17,33.7,5.93,8.83,28.9,10.43,163.76,0,67.43,28.9,19.27,0,122.82,13.49,10.6,14.45,5.78,5.78,7.61,14.45,0.11,25.7,30.79,4.05,12.26,0.09,100.36,29.5,200.72,0,0.11,4.22,24.01,2.26,81.67,33.33,33.33,0,81.66,0,32.67,0,100.01,0,2,1,1,0,16.32,3.26,2

76,18:45-19:00,28.95,272.37,7.74,63.17,58.93,5.93,8.83,28.9,10.43,163.76,0,67.43,28.9,19.27,0,122.82,13.49,10.6,14.45,5.78,5.78,7.61,14.45,0.03,25.7,30.79,4.05,12.26,0.02,100.36,29.5,200.72,0,0.03,1.7,23.61,0.19,81.67,33.33,33.33,0,81.66,0,31.67,0,100.01,0,0,1,0,0,9.88,1.98,1

77,19:00-19:15,28.95,272.37,7.74,63.17,58.93,5.93,8.45,28.9,10.43,163.76,0,67.43,28.9,19.27,0,122.82,13.49,10.6,14.45,5.78,5.78,7.61,14.45,0,29.5,30.79,4.05,13.19,0,100.36,29.5,248.89,0,0,0.69,23.01,0,79,31.83,31.83,0,79,0,30,0,95.51,0,0,0,0,0,1.51,0.3,0

78,19:15-19:30,28.95,272.37,7.74,63.17,58.93,5.93,8.45,28.9,10.43,163.76,0,67.43,28.9,19.27,0,122.82,13.49,10.6,14.45,5.78,5.78,7.61,14.45,0,29.5,30.79,4.05,13.19,0,100.36,29.5,260.67,0,0,0,22.61,0,77.33,29.67,29.67,0,77.34,0,29.33,0,88.99,0,0,0,0,0,0.01,0,0

79,19:30-19:45,28.95,272.37,7.74,63.17,58.93,5.93,8.45,28.9,10.43,163.76,0,67.43,28.9,19.27,0,122.82,13.49,10.6,14.45,5.78,5.78,6.99,14.45,0,29.5,30.79,4.05,13.19,0,100.36,29.5,260.67,0,0,0,18.81,0,75,28,28,0,75,0,28.33,0,84,0,0,0,0,0,0,0,0

80,19:45-20:00,28.95,272.37,7.74,63.17,58.93,5.93,8.45,28.9,10.43,163.76,0,67.43,28.9,19.27,0,122.82,13.49,10.6,14.45,5.78,5.78,6.99,14.45,0,29.5,31.29,4.05,13.19,0,100.36,29.5,260.67,0,0,0,18.01,0,72,26.17,26.17,0,72,0,28.33,0,78.49,0,0,0,0,0,0,0,0

81,20:00-20:15,28.95,272.37,7.74,86.89,58.93,5.89,8.6,28.9,10.43,163.76,0,67.43,28.9,19.27,0,122.82,13.49,10.6,14.45,5.78,5.78,6.99,14.45,0,29.5,31.29,4.05,12.54,0,100.36,29.5,260.67,0,0,0,17.21,0,70,22.83,22.83,0,70,0,26,0,68.51,0,0,0,0,0,0,0,0

82,20:15-20:30,28.95,272.37,7.74,86.89,58.93,5.89,8.6,28.9,10.43,163.76,0,67.43,28.9,19.27,0,122.82,13.49,10.6,14.45,5.78,5.78,6.99,14.45,0,29.5,31.29,4.05,12.54,0,100.36,29.5,260.67,0,0,0,16.41,0,67.67,21.33,21.33,0,67.66,0,25,0,64.01,0,0,0,0,0,0,0,0

83,20:30-20:45,28.95,272.37,7.74,86.89,58.93,5.89,8.6,28.9,10.43,163.76,0,67.43,28.9,19.27,0,122.82,13.49,10.6,14.45,5.78,5.78,6.99,14.45,0,29.5,31.29,4.05,12.54,0,100.36,29.5,260.67,0,0,0,15.81,0,63.33,19.83,19.83,0,63.34,0,24,0,59.51,0,0,0,0,0,0,0,0

84,20:45-21:00,28.95,272.37,7.74,86.89,58.93,5.89,8.6,28.9,10.43,163.76,0,67.43,28.9,19.27,0,122.82,13.49,10.6,14.45,5.78,5.78,6.99,14.45,0,29.5,31.29,4.05,12.54,0,100.36,29.5,260.67,0,0,0,15.21,0,61.67,19.33,19.33,0,61.66,0,22.67,0,58.01,0,0,0,0,0,0,0,0

85,21:00-21:15,28.95,272.37,7.74,86.89,58.93,5.89,8.45,28.9,10.43,163.76,0,67.43,28.9,19.27,0,122.82,13.49,10.6,14.45,5.78,5.78,6.69,14.45,0,29.5,30.29,4.05,12.45,0,100.36,29.5,260.67,0,0,0,15.01,0,60,19.33,19.33,0,60,0,16.67,0,58.01,0,0,0,0,0,0,0,0

86,21:15-21:30,28.95,272.37,7.74,86.89,58.93,5.89,8.45,28.9,10.43,163.76,0,67.43,28.9,19.27,0,122.82,13.49,10.6,14.45,5.78,5.78,6.69,14.45,0,29.5,30.29,4.05,12.45,0,100.36,29.5,260.67,0,0,0,14.61,0,59.33,19.33,19.33,0,59.34,0,16.67,0,58.01,0,0,0,0,0,0,0,0

87,21:30-21:45,28.95,272.37,7.74,86.89,58.93,5.89,7.68,28.9,10.43,163.76,0,67.43,28.9,19.27,0,122.82,13.49,10.6,14.45,5.78,5.78,6.69,14.45,0,29.5,30.29,4.05,11.43,0,100.36,29.5,260.67,0,0,0,13.61,0,59.33,19.5,19.5,0,59.34,0,16.67,0,58.5,0,0,0,0,0,0,0,0

88,21:45-22:00,28.95,272.37,7.74,86.89,58.93,5.89,7.68,28.9,10.43,163.76,0,67.43,28.9,19.27,0,122.82,13.49,10.6,14.45,5.78,5.78,6.69,14.45,0,29.5,30.29,4.05,11.43,0,100.36,29.5,260.67,0,0,0,12.41,0,59.33,19.83,19.83,0,59.34,0,16.67,0,59.51,0,0,0,0,0,0,0,0

89,22:00-22:15,28.95,272.37,7.74,86.89,58.93,5.89,7.68,28.9,10.43,163.76,0,67.43,28.9,19.27,0,122.82,13.49,10.6,14.45,5.78,5.78,6.69,14.45,0,29.5,30.28,4.05,11.25,0,100.36,29.5,260.67,0,0,0,7,0,59.33,18.33,18.33,0,59.34,0,16.67,0,55.01,0,0,0,0,0,0,0,0

90,22:15-22:30,28.95,272.37,7.74,86.89,58.93,5.89,7.68,28.9,10.43,163.76,0,67.43,28.9,19.27,0,122.82,13.49,10.6,14.45,5.78,5.78,6.69,14.45,0,29.5,30.28,4.05,11.25,0,100.36,29.5,260.67,0,0,0,7,0,55,18.33,18.33,0,55,0,16.67,0,55.01,0,0,0,0,0,0,0,0

91,22:30-22:45,28.95,272.37,7.74,86.89,58.93,5.89,7.68,28.9,10.43,163.76,0,67.43,28.9,19.27,0,122.82,13.49,10.6,14.45,5.78,5.78,6.69,14.45,0,29.5,30.28,4.05,11.25,0,100.36,24.09,260.67,0,0,0,7,0,60,18.33,18.33,0,60,0,23.33,0,55.01,0,0,0,0,0,0,0,0

92,22:45-23:00,28.95,272.37,7.74,86.89,58.93,5.89,7.68,28.9,10.43,163.76,0,67.43,28.9,19.27,0,122.82,13.49,10.6,14.45,5.78,5.78,6.69,14.45,0,29.5,30.28,4.05,11.25,0,100.36,24.09,260.67,0,0,0,7,0,61.67,18.33,18.33,0,61.66,0,23.33,0,55.01,0,0,0,0,0,0,0,0

93,23:00-23:15,28.95,272.37,7.74,86.89,58.93,5.89,7.52,28.9,10.43,163.76,0,67.43,28.9,19.27,0,122.82,13.49,10.6,14.45,5.78,5.78,7.61,14.45,0,29.5,29.27,4.05,11.16,0,100.36,24.09,260.67,0,0,0,7,0,62.33,18.33,18.33,0,62.34,0,23.33,0,55.01,0,0,0,0,0,0,0,0

94,23:15-23:30,28.95,272.37,7.74,86.89,58.93,5.89,7.52,28.9,10.43,163.76,0,67.43,28.9,19.27,0,122.82,13.49,10.6,14.45,5.78,5.78,7.61,14.45,0,29.5,30.28,4.05,11.16,0,100.36,24.09,260.67,0,0,0,7,0,63.33,18.33,18.33,0,63.34,0,23.33,0,55.01,0,0,0,0,0,0,0,0

95,23:30-23:45,28.95,272.37,7.74,86.89,58.93,5.89,7.52,28.9,10.43,163.76,0,67.43,28.9,19.27,0,122.82,13.49,10.6,14.45,5.78,5.78,7.61,14.45,0,29.5,30.28,4.05,11.16,0,100.36,24.09,260.67,0,0,0,7,0,73.33,18.33,18.33,0,73.34,0,23.33,0,55.01,0,0,0,0,0,0,0,0

96,23:45-24:00,28.95,272.37,7.74,86.89,58.93,5.89,7.52,28.9,10.43,163.76,0,67.43,28.9,19.27,0,122.82,13.49,10.6,14.45,5.78,5.78,7.61,14.45,0,29.5,30.28,4.05,11.16,0,100.36,24.09,260.67,0,0,0,7,0,73.33,18.33,18.33,0,73.34,0,23.33,0,55.01,0,0,0,0,0,0,0,0

