Block,Time Block,PARBATI3,PARBATI2,JHAJJAR,CHAMERA2,CHAMERA1,DADRT2,BSIUL,CHAMERA3,NTPL,MAPS,NLCEXP,NJPC,NLCIIST1,NLCIIST2,NAPP,NLCTS2EXP,NNTPP,BRBCL,KOTESHWR,KUDGI,KKNPPU2,KISHANGANGA,KOLDAM,KKNP,DHAULIGNGA,TEHRI,TelanganaSTPP,TANDA2,TALST2,TANAKPUR,TEHRIPSP,FSTPP I & II,DULHASTI,ANTA_CRF,ANTA_RF,URI2,ANTA_LF,ANTA_GF,AURY_CRF,AURY_GF,VALLURNTECL,AURY_LF,DADRI_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,SIMHST2,SINGRAULI_HYDRO,TALA,RIHAND2,SASAN,RIHAND1,SINGRAULI,SIMHST1,RSTPSU1TO6,RSTPSU7,SALAL,SEWA2,RIHAND3,KHSTPP-I,KHSTPP-II,UNCHAHAR2,URI,UNCHAHAR1,UNCHAHAR3,UNCHAHAR4,KGSU1AND2,KGSU3AND4,RAPPD,RAPPB,RAMPUR,RAPPC,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,31.46,0,133.86,45.32,0,47.21,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,21.87,9.75,0,0,6.78,8.29,0,0,0,0,4.16,0,11.46,0,18.54,53.26,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,11.51,120.48,319.2,94.56,129.59,0,0,0,78.23,0,125.84,43.79,142.63,27.67,36.1,12.58,16.91,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

55,13:30-13:45,31.46,0,133.86,45.32,13.51,47.21,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,23.66,9.75,0,0,6.78,8.29,0,0,0,0,4.16,0,11.46,0,18.54,53.26,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,6.22,120.48,319.2,94.56,129.59,0,0,0,78.23,0,125.84,43.79,142.63,27.67,36.1,12.58,16.91,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

56,13:45-14:00,31.46,0,133.86,45.32,27.03,47.21,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,23.57,9.75,0,0,6.78,8.29,0,0,0,0,4.16,0,11.46,0,18.54,53.26,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,6.22,120.48,319.2,94.56,129.59,0,0,0,78.23,0,125.84,43.79,142.63,27.67,36.1,12.58,16.91,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

57,14:00-14:15,31.46,0,133.86,45.32,40.54,93.38,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,19.84,9.75,0,0,6.78,8.29,0,0,0,0,5.34,0,11.46,0,16.18,53.26,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,8.66,120.48,319.2,94.56,129.59,0,0,0,78.23,0,125.84,43.79,142.63,27.67,38.23,12.58,16.91,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

58,14:15-14:30,31.46,0,133.86,45.32,40.54,93.38,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,21.28,9.75,0,0,6.78,8.29,0,0,0,0,5.34,0,11.46,0,16.18,53.26,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,8.66,120.48,319.2,94.56,129.59,0,0,0,78.23,0,125.84,43.79,142.63,27.67,38.23,12.58,16.91,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

59,14:30-14:45,21.45,0,153.63,45.32,40.54,93.38,6.27,32.64,0,0,0,169.07,0,0,23.92,0,0,21.45,9.75,0,0,6.78,8.29,0,0,0,0,5.34,0,11.46,0,16.95,53.26,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,8.66,120.48,319.2,94.56,136.06,0,0,0,78.23,0,125.84,43.79,142.63,27.67,38.23,12.58,16.91,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

60,14:45-15:00,21.45,0,153.63,45.32,40.54,93.38,6.27,32.64,0,0,0,169.07,0,0,23.92,0,0,19.05,9.75,0,0,6.78,8.29,0,0,0,0,5.34,0,11.46,0,18.54,53.26,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,8.66,120.48,319.2,94.56,138.99,0,0,0,78.23,0,125.84,43.79,142.63,27.67,38.23,12.58,16.91,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

61,15:00-15:15,31.46,0,181.64,45.32,40.54,93.38,6.27,32.64,0,0,0,169.07,0,0,23.92,0,0,19.05,9.75,0,0,6.78,8.29,0,0,0,0,5.34,0,11.46,0,18.54,53.26,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,8.66,120.48,319.2,94.56,129.59,0,0,0,77.67,0,125.84,43.79,142.63,42.76,36.1,20.68,26.37,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

62,15:15-15:30,31.46,0,181.64,45.32,40.54,93.38,6.27,32.64,0,0,0,169.07,0,0,23.92,0,0,21.53,9.75,0,0,6.78,8.29,0,0,0,0,5.34,0,11.46,0,18.54,53.26,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,8.66,120.48,319.2,94.56,129.59,0,0,0,77.67,0,125.84,43.79,142.63,37.14,36.1,17.91,22.87,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

63,15:30-15:45,31.46,0,192.9,45.32,40.54,93.38,6.27,32.64,0,0,0,169.07,0,0,23.92,0,0,24.04,9.75,0,0,6.78,8.29,0,0,13.95,0,5.34,0,11.46,0,18.54,53.26,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,8.66,120.48,319.2,94.56,134.59,0,0,0,77.67,0,125.84,43.79,142.63,42.76,36.1,20.45,26.37,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

64,15:45-16:00,31.46,0,192.75,45.32,40.54,93.38,6.27,32.64,0,0,0,169.07,0,0,23.92,0,0,21.28,9.75,0,0,6.78,8.29,0,0,41.83,0,5.34,0,11.46,0,18.72,53.26,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,8.66,120.48,319.2,94.56,135.49,0,0,0,77.67,0,125.84,43.79,142.63,42.76,36.1,20.68,26.37,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

65,16:00-16:15,31.46,0,182.9,45.32,40.54,28.46,6.27,32.64,0,0,0,169.07,0,0,23.92,0,0,19.37,9.75,0,0,6.78,8.29,0,0,55.77,0,5.34,0,11.46,0,18.72,53.26,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,8.66,120.48,319.2,94.56,135.49,0,0,0,77.67,0,125.84,43.79,142.63,42.76,33.45,20.68,26.37,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

66,16:15-16:30,31.46,0,181.64,45.32,40.54,93.38,6.27,32.64,0,0,0,169.07,0,0,23.92,0,0,20.02,9.75,0,0,6.78,8.29,0,0,55.77,0,5.34,0,11.46,0,18.72,53.26,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,8.66,120.48,319.2,94.56,135.49,0,0,0,77.67,0,125.84,43.79,142.63,42.76,33.45,20.68,26.37,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

67,16:30-16:45,31.46,0,181.64,45.32,40.54,93.38,6.27,32.64,0,0,0,169.07,0,0,23.92,0,0,19.77,9.75,0,0,6.78,8.29,0,0,55.77,0,5.34,0,11.46,0,18.72,53.26,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,13.51,120.48,319.2,94.56,135.49,0,0,0,77.67,0,125.84,43.79,142.63,42.76,33.45,20.68,26.37,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

68,16:45-17:00,31.46,0,181.64,45.32,40.54,93.38,6.27,32.64,0,0,0,169.07,0,0,23.92,0,0,18.17,9.75,0,0,6.78,8.29,0,0,55.77,0,5.34,0,11.46,0,18.72,53.26,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,13.51,120.48,319.2,94.56,135.49,0,0,0,77.67,0,125.84,43.79,142.63,42.76,33.45,20.68,26.37,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

69,17:00-17:15,31.46,0,181.64,45.32,40.54,90.5,6.27,32.64,0,0,0,169.07,0,0,23.92,0,0,21.66,9.75,0,0,6.78,8.29,0,0,55.77,0,5.34,0,11.46,0,18.72,53.26,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,13.1,120.48,319.2,94.56,135.49,0,0,0,77.67,0,125.84,43.79,142.63,42.76,33.45,19.51,26.37,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

70,17:15-17:30,31.46,0,181.64,45.32,40.54,90.5,6.27,32.64,0,0,0,169.07,0,0,23.92,0,0,21.53,9.75,0,0,6.78,8.29,0,0,55.77,0,5.34,0,11.46,0,18.72,53.26,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,13.1,120.48,319.2,94.56,135.49,0,0,0,77.67,0,125.84,43.79,142.63,42.76,33.45,19.97,26.37,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

71,17:30-17:45,31.46,0,181.64,45.32,40.54,90.5,6.27,32.64,0,0,0,169.07,0,0,23.92,0,0,23.78,9.75,0,0,6.78,8.29,0,0,55.77,0,5.34,0,11.46,0,18.72,53.26,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,13.1,120.48,323.71,94.56,135.49,0,0,0,77.67,0,125.84,43.79,142.63,42.76,33.45,20.68,26.37,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

72,17:45-18:00,31.46,0,181.64,45.32,40.54,90.5,6.27,32.64,0,0,0,169.07,0,0,23.92,0,0,22.98,9.75,0,0,6.78,8.29,0,0,55.77,0,5.34,0,11.46,0,18.72,53.26,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,12.96,120.48,324.61,94.56,135.49,0,0,0,77.67,0,125.84,43.79,142.63,42.76,33.45,20.68,26.37,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

73,18:00-18:15,31.46,0,174.9,45.32,40.54,90.5,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,22.56,9.75,0,0,6.78,8.29,0,0,55.77,0,5.34,0,11.46,0,18.72,53.26,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,12.96,120.48,324.61,94.56,135.49,0,0,0,77.67,0,125.84,43.79,142.63,33.3,35.04,15.35,20.41,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

74,18:15-18:30,21.45,0,174.9,45.32,40.54,127.04,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,16.68,9.75,0,0,6.78,8.29,0,0,55.77,0,5.34,0,11.46,0,18.72,53.26,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,12.8,120.48,324.61,94.56,135.49,0,0,0,77.67,0,125.84,43.79,142.63,33.3,35.04,15.35,20.41,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

75,18:30-18:45,21.45,0,156.08,45.32,40.54,163.47,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,19.53,9.75,0,0,6.78,8.29,0,0,55.77,0,5.34,0,11.46,0,18.72,53.26,0,0,24.74,0,0,0,0,0,0,0,0,0,0,0,0,0.92,10.84,120.48,324.61,94.56,135.49,0,0,0,77.67,0,125.84,43.79,142.63,33.3,33.98,15.35,20.41,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

76,18:45-19:00,31.46,0,162.83,45.32,40.54,163.47,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,15.73,19.51,0,0,6.78,8.29,0,0,55.77,0,5.34,0,11.46,0,18.72,53.26,0,0,24.74,0,0,0,0,0,0,0,0,0,0,0,0,0.92,10.41,120.48,324.61,94.56,135.49,0,0,0,77.67,5.89,125.84,43.79,142.63,33.3,33.98,15.35,20.41,2.43,0,0,0,0,5.48,62.78,0,0,0,0,0

77,19:00-19:15,25.74,0,117.88,45.32,40.54,205.28,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,17.7,29.27,0,0,6.78,8.29,0,0,55.77,0,5.34,0,11.46,76,18.72,53.26,0,0,24.74,0,0,0,0,0,0,0,0,0,0,0,0,0.92,9.93,120.48,324.61,94.56,138.35,0,0,0,77.67,11.75,125.84,43.79,142.63,43.28,33.98,20.82,26.63,3.1,0,0,0,0,5.48,62.78,0,0,0,0,0

78,19:15-19:30,37.17,0,137.47,47.7,40.66,260.94,19.68,34.33,0,0,0,170.66,0,0,23.92,0,0,19.42,42.93,0,0,6.91,8.29,0,0,56.95,0,5.34,0,11.46,152.01,18.72,55.47,0,0,24.74,0,0,0,0,0,0,0,0,0,0,0,0,0.92,10.07,120.48,324.61,94.56,138.35,0,0,0,77.67,18.75,125.84,43.79,142.63,43.28,33.98,20.82,26.63,3.1,0,0,0,0,5.62,62.78,0,0,0,0,0

79,19:30-19:45,37.17,0,137.47,47.7,40.66,309.03,19.68,34.33,0,0,0,170.66,0,0,23.92,0,0,22.04,42.93,0,0,6.91,8.29,0,0,56.95,0,5.34,0,11.46,152.01,18.72,55.47,0,0,24.74,0,0,0,0,0,0,0,0,0,0,0,0,0.92,4.84,120.48,324.61,94.56,138.35,0,0,0,77.67,18.75,125.84,43.79,142.63,43.28,33.98,20.82,26.63,3.1,0,0,0,0,5.62,62.78,0,0,0,0,0

80,19:45-20:00,37.17,0,137.48,47.7,40.66,357.12,19.68,34.33,0,0,0,170.66,0,0,23.92,0,0,22.84,42.93,0,0,6.91,8.29,0,0,56.95,0,5.34,0,11.46,152.01,18.72,55.47,0,0,24.74,0,0,0,0,0,0,0,0,0,0,0,0,0.92,5.15,120.48,324.61,94.56,138.35,0,0,0,77.67,18.75,125.84,43.79,142.63,43.28,33.98,20.82,26.63,3.1,0,0,0,0,5.62,62.78,0,0,0,0,0

81,20:00-20:15,37.17,0,171.14,47.7,40.66,409.2,19.68,34.33,0,0,0,170.66,0,0,23.92,0,0,24.04,42.93,0,0,6.91,8.29,0,0,56.95,0,5.34,0,11.46,152.01,18.72,55.47,0,0,24.74,0,0,0,0,0,0,0,0,0,0,0,0,0.92,5.38,120.48,324.61,94.56,138.35,0,0,0,77.67,18.75,125.84,31.53,142.63,43.28,36.1,20.82,26.63,3.1,0,0,0,0,5.62,62.78,0,0,0,0,0

82,20:15-20:30,37.17,0,200,47.7,40.66,457.29,19.68,34.33,0,0,0,170.66,0,0,23.92,0,0,23.81,42.93,0,0,6.91,8.29,0,0,56.95,0,5.34,0,11.46,152.01,18.72,55.47,0,0,24.74,0,0,0,0,0,0,0,0,0,0,0,0,0.92,5.57,120.48,324.61,94.56,138.35,0,0,0,77.67,18.75,125.84,31.53,142.63,43.28,36.1,20.82,26.63,3.1,0,0,0,0,5.62,62.78,0,0,0,0,0

83,20:30-20:45,37.17,0,254.82,47.7,40.66,505.38,19.68,34.33,0,0,0,170.66,0,0,23.92,0,0,24.04,42.93,0,0,6.91,8.29,0,0,56.95,0,5.34,0,11.46,152.01,18.72,55.47,0,0,24.74,0,0,0,0,0,0,0,0,0,0,0,0,0.92,5.79,120.48,324.61,94.56,138.35,0,0,0,77.67,18.75,125.84,31.53,142.63,43.28,40.35,20.82,26.63,3.1,0,0,0,0,5.62,62.78,0,0,0,0,0

84,20:45-21:00,37.17,0,254.82,47.7,40.66,528.39,19.68,34.33,0,0,0,170.66,0,0,23.92,0,0,22.92,42.93,0,0,6.91,8.29,0,0,56.95,0,5.34,0,11.46,152.01,18.72,55.47,0,0,24.74,0,0,0,0,0,0,0,0,0,0,0,0,0.92,5.99,120.48,324.61,94.56,138.35,0,0,0,77.67,18.75,125.84,31.53,142.63,43.28,40.35,20.82,26.63,3.1,0,0,0,0,5.62,62.78,0,0,0,0,0

85,21:00-21:15,37.17,0,254.82,47.7,40.66,528.39,19.68,34.33,0,0,0,170.66,0,0,23.92,0,0,19.89,42.93,0,0,6.91,8.29,0,0,56.95,0,5.34,0,11.46,152.01,18.72,55.47,0,0,24.74,0,0,0,0,0,0,0,0,0,0,0,0,0.92,6.13,120.48,324.61,94.56,138.35,0,0,0,77.67,18.75,125.84,31.53,142.63,43.28,40.35,19.97,26.63,3.1,0,0,0,0,5.62,62.78,0,0,0,0,0

86,21:15-21:30,21.45,0,254.82,45.32,40.54,528.39,6.27,32.64,0,0,0,169.07,0,0,23.92,0,0,22.22,39.02,0,0,6.78,8.29,0,0,56.35,0,5.34,0,11.46,152.01,18.72,53.26,0,0,24.74,0,0,0,0,0,0,0,0,0,0,0,0,0.92,6.13,120.48,324.61,94.56,138.35,0,0,0,77.67,17.64,125.84,31.53,142.63,43.28,40.35,19.97,26.63,3.1,0,0,0,0,5.48,62.78,0,0,0,0,0

87,21:30-21:45,21.45,0,254.82,45.32,40.54,528.39,6.27,32.64,0,0,0,169.07,0,0,23.92,0,0,21.19,39.02,0,0,6.78,8.29,0,0,56.35,0,5.34,0,11.46,152.01,18.72,53.26,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,11.48,120.48,324.61,94.56,138.35,0,0,0,77.67,17.64,125.84,31.53,142.63,43.28,42.47,19.97,26.63,3.1,0,0,0,0,5.48,62.78,0,0,0,0,0

88,21:45-22:00,37.17,0,254.82,47.7,40.66,528.39,19.68,34.33,0,0,0,170.66,0,0,23.92,0,0,18.22,42.93,0,0,6.91,8.29,0,0,56.95,0,5.34,0,11.46,152.01,18.72,55.47,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,11.48,120.48,324.61,94.56,138.35,0,0,0,77.67,18.75,125.84,31.53,142.63,43.28,42.47,19.97,26.63,3.1,0,0,0,0,5.62,62.78,0,0,0,0,0

89,22:00-22:15,37.17,0,254.82,47.7,40.66,528.39,19.68,34.33,0,0,0,170.66,0,0,23.92,0,0,17.18,42.93,0,0,6.91,8.29,0,0,56.95,0,5.34,0,11.46,152.01,18.72,55.47,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,11.06,120.48,324.61,94.56,138.35,0,0,0,77.67,18.75,125.84,31.53,142.63,43.28,42.47,19.97,26.63,3.1,0,0,0,0,5.62,62.78,0,0,0,0,0

90,22:15-22:30,37.17,0,254.82,47.7,40.66,528.39,19.68,34.33,0,0,0,170.66,0,0,23.92,0,0,19.34,42.93,0,0,6.91,8.29,0,0,56.95,0,5.34,0,11.46,152.01,18.72,55.47,0,0,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0.92,11.06,120.48,324.61,94.56,138.35,0,0,0,77.67,18.75,125.84,31.53,142.63,43.28,42.47,19.97,26.63,3.1,0,0,0,0,5.62,62.78,0,0,0,0,0

91,22:30-22:45,37.17,0,254.82,47.7,40.66,528.39,19.68,34.33,0,0,0,170.66,0,0,23.92,0,0,21.5,42.93,0,0,6.91,8.29,0,0,56.95,0,5.34,0,11.46,152.01,18.72,55.47,0,0,29.98,0,0,0,0,0,0,0,0,0,0,0,0,0.92,11.2,120.48,324.61,94.56,138.35,0,0,0,77.67,18.75,125.84,31.53,142.63,43.28,42.47,19.97,26.63,3.1,0,0,0,0,5.62,62.78,0,0,0,0,0

92,22:45-23:00,31.46,0,254.82,45.32,40.54,528.39,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,20.98,39.02,0,0,6.78,8.29,0,0,56.35,0,5.34,0,11.46,152.01,18.72,53.26,0,0,29.98,0,0,0,0,0,0,0,0,0,0,0,0,0.92,11.2,120.48,324.61,94.56,138.35,0,0,0,77.67,17.64,125.84,31.53,142.63,43.28,42.47,19.97,26.63,3.1,0,0,0,0,5.48,62.78,0,0,0,0,0

93,23:00-23:15,32.88,0,254.82,45.32,40.54,528.39,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,21.8,39.02,0,0,6.78,8.29,0,0,56.35,0,5.34,0,11.46,152.01,18.72,53.26,0,0,29.98,0,0,0,0,0,0,0,0,0,0,0,0,0.92,11.33,120.48,324.61,94.56,138.35,0,0,0,77.67,17.64,125.84,31.53,142.63,43.28,42.47,19.97,26.63,3.1,0,0,0,0,5.48,62.78,0,0,0,0,0

94,23:15-23:30,32.88,0,254.82,45.32,40.54,528.39,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,17.58,39.02,0,0,6.78,8.29,0,0,56.35,0,5.34,0,11.46,152.01,18.72,53.26,0,0,29.98,0,0,0,0,0,0,0,0,0,0,0,0,0.92,11.33,120.48,324.61,94.56,138.35,0,0,0,77.67,17.64,125.84,31.53,142.63,43.28,42.47,19.97,26.63,3.1,0,0,0,0,5.48,62.78,0,0,0,0,0

95,23:30-23:45,31.46,0,254.82,45.32,40.54,528.39,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,18.64,39.02,0,0,6.78,8.29,0,0,56.35,0,5.34,0,11.46,152.01,18.72,53.26,0,0,29.98,0,0,0,0,0,0,0,0,0,0,0,0,0.92,6.24,120.48,324.61,94.56,138.35,0,0,0,77.67,17.64,125.84,31.53,142.63,43.28,40.35,19.97,26.63,3.1,0,0,0,0,5.48,62.78,0,0,0,0,0

96,23:45-24:00,31.46,0,254.82,45.32,40.54,528.39,12.54,32.64,0,0,0,169.07,0,0,23.92,0,0,17.86,39.02,0,0,6.78,8.29,0,0,56.35,0,5.34,0,11.46,152.01,18.72,53.26,0,0,29.98,0,0,0,0,0,0,0,0,0,0,0,0,0.92,6.39,120.48,324.61,94.56,138.35,0,0,0,77.67,17.64,125.84,31.53,142.63,43.28,40.35,19.97,26.63,3.1,0,0,0,0,5.48,62.78,0,0,0,0,0

