Block,Time Block,MAPS,KUDGI,BRBCL,CHAMERA1,BSIUL,CHAMERA2,TANAKPUR,SINGRAULI_HYDRO,TEHRIPSP,TALA,TelanganaSTPP,SIMHST1,TEHRI,SIMHST2,SINGRAULI,TANDA2,TALST2,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,RIHAND3,CHAMERA3,DADRT2,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,KGSU3AND4,KHSTPP-I,KGSU1AND2,SASAN,SALAL,RSTPSU1TO6,RSTPSU7,DADRI_LF,DADRI_RF,AURY_LF,DADRI_CRF,ANTA_LF,AURY_GF,DADRI_GF,ANTA_GF,AURY_CRF,AURY_RF,ANTA_RF,ANTA_CRF,VALLURNTECL,URI2,SEWA2,UNCHAHAR3,UNCHAHAR2,URI,UNCHAHAR4,UNCHAHAR1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,PARBATI3,PARBATI2,RAMPUR,RIHAND2,RIHAND1,RAPPD,RAPPC,RAPPB,NAPP,NLCEXP,NLCIIST1,NJPC,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,0,0,19.26,0,12.6,47.26,11.51,1.12,0,31.14,0,0,0,0,145.78,4.29,0,10.09,143.32,0,0,10.29,8.42,125.21,33.91,7.38,31.78,14.15,56.22,114.98,0,38.24,0,402.26,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.66,0,14.37,23.97,46.94,1.1,10.81,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

54,13:15-13:30,0,0,21.51,0,12.6,47.26,11.51,1.12,0,31.14,0,0,0,0,145.78,4.29,0,10.09,143.32,0,0,10.29,8.42,125.21,33.91,7.38,31.78,14.15,56.22,114.98,0,38.24,0,402.26,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.66,0,14.37,23.97,46.94,1.1,10.81,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

55,13:30-13:45,0,0,20.39,0,12.6,47.26,11.51,1.12,0,31.14,0,0,0,0,145.78,4.29,0,10.09,143.32,0,0,10.29,8.42,125.21,33.91,7.38,31.78,16.93,56.22,114.98,0,42.74,0,402.26,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.66,0,14.37,23.97,46.94,1.1,10.81,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

56,13:45-14:00,0,0,19.31,0,12.6,47.26,11.51,1.12,0,31.14,0,0,0,0,145.78,4.29,0,10.09,143.32,0,0,10.29,8.42,125.21,33.91,7.38,31.78,16.93,56.22,114.98,0,44,0,402.26,78.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.66,0,14.37,25.38,46.94,1.1,13.66,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

57,14:00-14:15,0,0,20.03,0,6.3,47.26,11.51,1.12,0,31.14,0,0,0,0,145.78,4.29,0,10.09,123.53,0,0,10.29,8.42,125.21,33.91,0,31.78,14.15,56.22,114.98,0,37.92,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.88,0,19.25,31.45,46.94,1.93,14.73,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

58,14:15-14:30,0,0,21.76,0,6.3,47.26,11.51,1.12,0,31.14,0,0,0,0,145.78,4.29,0,10.09,123.53,0,0,10.29,8.42,125.21,33.91,7.36,31.78,14.15,56.22,114.98,0,37.92,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.88,0,19.25,31.45,46.94,1.93,14.73,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

59,14:30-14:45,0,0,21.68,0,6.3,47.26,11.51,1.12,0,25.89,0,0,0,0,145.78,4.29,0,10.09,143.32,0,0,10.29,8.42,125.21,33.91,7.36,31.78,14.16,56.22,114.98,0,37.92,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.88,0,19.25,31.45,47.48,1.93,14.73,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

60,14:45-15:00,0,0,18.71,0,6.3,47.26,11.51,1.12,0,25.89,0,0,0,0,145.78,4.29,0,10.09,143.32,0,0,10.29,8.42,125.21,33.91,7.36,31.78,14.16,56.22,114.98,0,37.92,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.88,0,19.25,31.45,47.48,1.93,14.73,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

61,15:00-15:15,0,0,21.48,0,6.3,47.26,11.51,1.12,0,20.62,0,0,0,0,145.78,4.29,0,10.09,143.32,0,0,10.29,8.42,125.21,33.91,7.36,31.78,20.1,56.22,114.98,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.88,0,22.86,37.27,44.81,1.93,17.54,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

62,15:15-15:30,0,0,24.07,0,6.3,47.26,11.51,1.12,0,20.62,0,0,0,0,145.78,4.29,0,10.09,143.32,0,0,10.29,8.42,125.21,33.91,7.36,31.78,20.1,56.22,114.98,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.88,0,22.86,37.27,44.81,1.93,17.54,0,0,0,0,57.19,56.1,6.8,120.08,83.98,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

63,15:30-15:45,0,0,24.15,13.58,6.3,47.26,11.51,1.12,0,20.02,0,0,0,0,145.78,4.29,0,10.09,143.32,0,0,10.29,8.42,125.21,33.91,53.3,31.78,20.1,56.22,114.98,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.88,0,26.51,43,34.67,1.93,20.77,0,0,0,0,57.19,56.1,6.8,120.08,65,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

64,15:45-16:00,0,0,22.47,27.16,6.3,47.26,11.51,1.12,0,20.02,0,0,0,0,145.78,4.29,0,10.09,143.32,0,0,10.29,8.42,125.21,33.91,101.62,31.78,20.1,56.22,114.98,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.88,0,26.51,43,34.67,1.93,20.77,0,0,0,0,57.19,56.1,6.8,120.08,65,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

65,16:00-16:15,0,0,21.09,27.16,6.3,47.26,11.51,1.12,0,20.32,0,0,0,0,145.78,4.29,0,10.09,143.32,0,0,10.29,8.42,125.21,33.91,171.2,31.78,20.1,56.22,122.73,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.88,0,26.51,43,34.67,1.93,20.77,0,0,0,0,57.19,56.1,6.8,120.08,63.5,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

66,16:15-16:30,0,0,20.6,40.73,6.3,47.26,11.51,1.12,0,20.32,0,0,0,0,145.78,4.29,0,10.09,143.32,0,0,10.29,8.42,125.21,33.91,239.81,31.78,20.1,56.22,134.33,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.88,0,26.51,43,34.67,1.93,20.77,0,0,0,0,57.19,56.1,6.8,120.08,63.5,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

67,16:30-16:45,0,0,18.72,40.73,6.3,47.26,11.51,1.12,0,20.32,0,0,0,0,145.78,3.74,0,10.09,143.32,0,0,10.29,8.42,125.21,33.91,328.72,31.78,20.1,56.22,134.33,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.88,0,26.51,43,34.67,1.93,20.77,0,0,0,0,57.19,56.1,6.8,120.08,63.5,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

68,16:45-17:00,0,0,16.88,40.73,6.3,47.26,11.51,1.12,0,20.32,0,0,0,0,145.78,3.74,0,10.09,143.32,0,0,10.29,8.42,125.21,33.91,415.7,42.38,20.1,56.22,134.33,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.88,0,26.51,43,34.67,1.93,20.77,0,0,0,0,57.19,56.1,6.8,120.08,63.5,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

69,17:00-17:15,0,0,21.02,40.73,12.6,47.26,5.57,1.12,0,20.32,0,0,0,0,145.78,3.74,0,10.09,143.32,0,0,10.29,8.42,125.21,33.91,501.54,42.38,20.1,56.22,163.32,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.88,0,26.51,43,37.34,1.93,20.77,0,0,0,0,57.19,56.1,6.8,120.08,63.5,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

70,17:15-17:30,0,0,22.23,40.73,12.6,47.26,5.57,1.12,0,20.02,0,0,0,0,145.78,3.74,0,10.09,143.32,0,0,10.29,8.42,125.21,33.91,501.54,42.38,20.1,56.22,192.31,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.88,0,26.51,43,37.34,1.93,20.77,0,0,0,0,57.19,56.1,6.8,120.08,63.5,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

71,17:30-17:45,0,0,24.1,40.73,12.6,47.26,5.57,1.12,0,17.94,0,0,10.18,0,145.78,3.74,0,10.09,143.32,0,0,10.29,8.42,125.21,33.91,501.54,42.38,20.1,56.22,218.41,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,0,26.51,43,37.34,1.93,20.77,0,0,0,0,57.19,56.1,6.8,120.08,63.5,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

72,17:45-18:00,0,0,24.02,40.73,12.6,47.26,5.57,1.12,0,17.94,0,0,20.37,0,145.78,3.74,0,10.09,143.32,0,0,10.29,8.42,125.21,33.91,501.54,42.38,20.1,56.22,218.41,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,0,26.51,43,37.34,1.93,20.77,0,0,0,0,57.19,56.1,6.8,120.08,63.5,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

73,18:00-18:15,0,0,21.44,40.73,12.6,47.26,11.51,1.12,0,23.18,0,0,20.37,0,145.78,3.74,0,10.09,143.32,0,0,10.29,8.42,125.21,33.91,501.54,42.38,20.1,56.22,218.41,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,0,26.51,43,37.34,1.93,20.77,0,0,0,0,57.19,56.1,6.8,120.08,63.5,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

74,18:15-18:30,0,0,18.81,40.73,12.6,47.26,11.51,1.12,54.26,23.01,0,0,30.55,0,145.78,3.74,0,10.09,143.32,0,0,10.29,8.42,125.21,33.91,453.22,42.38,20.1,56.22,218.41,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,0,26.51,43,37.34,1.93,20.77,0,0,0,0,57.19,56.1,6.8,120.08,63.5,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

75,18:30-18:45,0,0,20.85,40.73,12.6,47.26,11.51,1.12,54.26,22.73,0,0,30.55,0,145.78,3.74,0,10.09,143.32,0,0,10.29,8.42,125.21,33.91,404.9,42.38,20.1,56.22,218.41,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,0,26.51,43,40.54,1.93,20.77,0,0,0,0,57.19,56.1,6.8,120.08,88.3,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

76,18:45-19:00,0,0,19.34,40.73,12.6,47.26,11.51,1.12,54.26,22.73,0,0,40.72,0,145.78,3.74,0,10.09,143.32,0,0,10.29,8.42,125.21,33.91,356.58,42.38,20.1,56.22,218.41,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,6.1,26.51,43,40.54,1.93,20.77,0,0,0,0,57.19,56.1,6.8,120.08,88.3,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

77,19:00-19:15,0,0,20.28,40.73,12.6,47.26,11.51,1.12,54.26,22.87,0,0,40.72,0,150.35,5.26,0,20.18,143.32,0,0,10.29,8.42,127.89,33.91,358.97,42.38,20.1,56.22,226.12,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,12.2,27.05,43.58,40.54,2.31,21.1,0,0,0,0,57.19,56.1,6.8,122.54,90.29,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

78,19:15-19:30,0,0,21.26,40.85,19.77,49.74,11.51,1.12,54.26,22.87,0,0,41.03,0,150.35,6.17,0,33.64,143.32,0,0,10.29,8.57,127.92,35.65,383.13,44.49,20.1,57.61,226.12,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,19.44,27.05,43.09,40.54,1.54,21.1,0,0,0,0,57.93,59.02,6.98,122.54,90.29,24.88,66.42,0,24.05,0,0,176.73,0,0,0,0,0

79,19:30-19:45,0,0,23.26,40.85,19.77,49.74,11.51,1.12,54.26,24.01,0,0,41.03,0,150.35,6.17,0,33.64,143.32,0,0,10.29,8.57,127.92,35.65,407.29,44.49,20.1,57.61,226.12,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,19.44,27.05,43.09,40.54,2.31,21.1,0,0,0,0,57.93,59.02,6.98,122.54,89.12,24.88,66.42,0,24.05,0,0,176.73,0,0,0,0,0

80,19:45-20:00,0,0,24.15,40.85,19.77,49.74,11.51,1.12,54.26,24.01,0,0,41.03,0,150.35,6.17,0,33.64,143.32,0,0,10.29,8.57,127.92,35.65,431.45,44.49,20.1,57.61,226.12,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,19.44,27.05,43.09,40.54,2.31,21.1,0,0,0,0,57.93,59.02,6.98,122.54,89.12,24.88,66.42,0,24.05,0,0,176.73,0,0,0,0,0

81,20:00-20:15,0,0,24.15,40.85,19.77,49.74,11.51,1.12,54.26,24.15,0,0,41.03,0,150.35,6.17,0,33.64,143.32,0,0,10.29,8.57,127.92,35.65,435.51,44.49,20.1,57.61,226.12,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,19.44,27.05,43.09,45.88,2.31,21.1,0,0,0,0,57.93,59.02,6.98,122.54,88.14,24.88,66.42,0,24.05,0,0,176.73,0,0,0,0,0

82,20:15-20:30,0,0,22.74,40.85,19.77,49.74,11.51,1.12,54.26,23.87,0,0,41.03,0,150.35,6.17,0,33.64,143.32,0,0,10.29,8.57,127.92,35.65,435.51,44.49,20.1,57.61,226.12,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,19.44,27.05,43.09,45.88,2.31,21.1,0,0,0,0,57.93,59.02,6.98,122.54,88.14,24.88,66.42,0,24.05,0,0,176.73,0,0,0,0,0

83,20:30-20:45,0,0,23.33,40.85,19.77,49.74,11.51,1.12,54.26,27.11,0,0,41.03,0,150.35,6.17,0,33.64,143.32,0,0,10.29,8.57,127.92,35.65,503.16,44.49,20.1,57.61,226.12,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,19.44,27.05,43.09,45.88,2.31,21.1,0,0,0,0,57.93,59.02,6.98,122.54,88.14,24.88,66.42,0,24.05,0,0,176.73,0,0,0,0,0

84,20:45-21:00,0,0,24.15,40.85,19.77,49.74,11.51,1.12,54.26,26.96,0,0,41.03,0,150.35,6.17,0,33.64,143.32,0,0,10.29,8.57,127.92,35.65,567.96,44.49,20.1,57.61,226.12,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,19.44,27.05,43.09,45.88,2.31,21.1,0,0,0,0,57.93,59.02,6.98,122.54,88.14,24.88,66.42,0,24.05,0,0,176.73,0,0,0,0,0

85,21:00-21:15,0,0,22.85,40.85,19.77,49.74,11.51,1.12,54.26,21.16,0,0,41.03,0,150.35,6.17,0,33.64,143.32,0,0,10.29,8.57,127.92,35.65,571,44.49,20.1,57.61,226.12,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,19.44,27.05,43.09,45.88,2.31,21.1,0,0,0,0,57.93,59.02,6.98,122.54,88.14,24.88,66.42,0,24.05,0,0,176.73,0,0,0,0,0

86,21:15-21:30,0,0,24.15,40.73,6.3,47.26,11.51,1.12,54.26,21.45,0,0,41.03,0,150.35,6.17,0,30.27,143.32,0,0,10.29,8.42,127.92,33.91,571,42.38,20.1,56.81,226.12,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,18.29,27.05,43.09,45.88,2.31,21.1,0,0,0,0,57.19,56.1,6.8,122.54,88.14,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

87,21:30-21:45,0,0,19.9,40.73,6.3,47.26,11.51,1.12,54.26,22.73,0,0,41.03,0,150.35,6.17,0,30.27,143.32,0,0,10.29,8.42,127.92,33.91,571,42.38,20.1,56.81,226.12,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,18.29,27.05,43.09,45.88,2.31,21.1,0,0,0,0,57.19,56.1,6.8,122.54,88.14,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

88,21:45-22:00,0,0,20,40.85,19.77,49.74,11.51,1.12,54.26,23.1,0,0,41.03,0,150.35,6.17,0,33.64,143.32,0,0,10.29,8.57,127.92,35.65,571,44.49,20.1,57.61,226.12,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,19.44,27.05,43.09,45.88,2.31,21.1,0,0,0,0,57.93,59.02,6.98,122.54,88.14,24.88,66.42,0,24.05,0,0,176.73,0,0,0,0,0

89,22:00-22:15,0,0,20.4,40.85,19.77,49.74,11.51,1.12,54.26,23.73,0,0,41.03,0,150.35,6.17,0,33.64,143.32,0,0,10.29,8.57,127.92,35.65,571,44.49,20.1,57.61,226.12,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,19.44,27.05,43.09,45.88,2.31,21.1,0,0,0,0,57.93,59.02,6.98,122.54,88.14,24.88,66.42,0,24.05,0,0,176.73,0,0,0,0,0

90,22:15-22:30,0,0,20.24,40.85,19.77,49.74,11.51,1.12,54.26,23.73,0,0,41.03,0,150.35,6.17,0,33.64,143.32,0,0,10.29,8.57,127.92,35.65,571,44.49,20.1,57.61,226.12,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,19.44,27.05,43.09,45.88,2.31,21.1,0,0,0,0,57.93,59.02,6.98,122.54,88.14,24.88,66.42,0,24.05,0,0,176.73,0,0,0,0,0

91,22:30-22:45,0,0,21.62,40.85,19.77,49.74,11.51,1.12,54.26,23.73,0,0,41.03,0,150.35,6.17,0,33.64,143.32,0,0,10.29,8.57,127.92,35.65,571,44.49,20.1,57.61,226.12,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,19.44,27.05,43.09,45.88,2.31,21.1,0,0,0,0,57.93,59.02,6.98,122.54,88.14,24.88,66.42,0,24.05,0,0,176.73,0,0,0,0,0

92,22:45-23:00,0,0,20.82,40.73,12.6,47.26,11.51,1.12,54.26,23.73,0,0,41.03,0,150.35,6.17,0,20.18,143.32,0,0,10.29,8.42,127.92,33.91,571,42.38,20.1,56.22,226.12,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,12.2,27.05,43.09,45.88,2.31,21.1,0,0,0,0,57.19,56.1,6.8,122.54,88.14,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

93,23:00-23:15,0,0,20.95,40.73,12.6,47.26,11.51,1.12,54.26,23.87,0,0,41.03,0,150.35,6.17,0,10.09,143.32,0,0,10.29,8.42,127.92,33.91,571,42.38,20.1,56.22,226.12,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,6.1,27.05,43.09,45.88,2.31,21.1,0,0,0,0,57.19,56.1,6.8,122.54,88.14,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

94,23:15-23:30,0,0,18.27,40.73,12.6,47.26,11.51,1.12,54.26,23.87,0,0,41.03,0,150.35,6.17,0,10.09,143.32,0,0,10.29,8.42,127.92,33.91,571,42.38,20.1,56.22,226.12,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,0,27.05,43.09,45.88,2.31,21.1,0,0,0,0,57.19,56.1,6.8,122.54,88.14,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

95,23:30-23:45,0,0,16.22,40.73,12.6,47.26,11.51,1.12,54.26,23.89,0,0,41.03,0,150.35,6.17,0,10.09,143.32,0,0,10.29,8.42,127.92,33.91,571,42.38,20.1,56.22,226.12,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,0,27.05,43.09,45.88,2.31,21.1,0,0,0,0,57.19,56.1,6.8,122.54,88.14,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

96,23:45-24:00,0,0,18.27,40.73,12.6,47.26,11.51,1.12,54.26,23.89,0,0,41.03,0,150.35,6.17,0,10.09,143.32,0,0,10.29,8.42,127.92,33.91,571,42.38,20.1,56.22,226.12,0,44,0,402.26,79.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,0,27.05,43.09,45.88,2.31,21.1,0,0,0,0,57.19,56.1,6.8,122.54,88.14,24.88,66.42,0,24.05,0,0,175.07,0,0,0,0,0

