Block,Time,BRBCL,NLCEXP,UNCHAHAR2,AURY_GF,DADRI_GF,KKNPPU2,KOLDAM,NLCIIST1,NLCIIST2,RAMPUR,SINGRAULI,UNCHAHAR4,URI2,VALLURNTECL,AURY_LF,AURY_RF,CHAMERA1,FSTPP I & II,KHSTPP-II,NLCTS2EXP,RAPPB,RIHAND2,RIHAND3,SALAL,SIMHST1,URI,NAPP,NTPL,RIHAND1,SINGRAULI_HYDRO,ANTA_CRF,ANTA_LF,DADRI_CRF,CHAMERA2,DHAULIGNGA,DULHASTI,KHSTPP-I,KKNP,MAPS,NJPC,RSTPSU7,SIMHST2,TALA,TelanganaSTPP,KGSU3AND4,TANDA2,TEHRI,KGSU1AND2,KOTESHWR,KUDGI,NNTPP,PARBATI3,RAPPC,SASAN,ANTA_RF,DADRI_LF,BSIUL,CHAMERA3,DADRT2,JHAJJAR,KISHANGANGA,RSTPSU1TO6,SEWA2,TALST2,TANAKPUR,UNCHAHAR1,UNCHAHAR3,ANTA_GF,AURY_CRF,DADRI_RF
63,15:30-15:45,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.05,0,20.8,148.3,0,0,118.76,124.32,2.33,0,1.66,41.22,0,92,0,0,0,0,2.4,9.11,32.96,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.16,21.92,0,0,341.57,654.31,0,0,0,0,6.4,20.56,0,0,0,65.76

64,15:45-16:00,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.05,0,20.8,148.3,0,0,118.76,124.32,2.33,0,1.66,41.22,0,92,0,0,0,0,2.4,9.11,32.96,44.31,0,0,23.39,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.16,21.92,0,0,341.57,654.31,0,0,0,0,6.4,20.56,0,0,0,65.76

65,16:00-16:15,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.05,0,20.8,148.3,0,0,118.76,124.32,2.33,0,1.66,41.22,0,92,0,0,0,0,2.4,9.11,32.96,44.31,0,0,41.67,0,0,0,0,0,0,14.93,0,8.87,0,0,0,51.9,416.25,40.11,21.92,0,0,341.57,654.31,0,0,0,0,6.4,20.56,0,0,0,65.76

66,16:15-16:30,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.05,0,20.8,148.3,0,0,118.76,124.32,2.33,0,1.66,41.22,0,92,0,0,0,0,2.4,9.11,32.96,44.31,0,0,41.67,0,0,0,0,0,0,31.13,0,8.87,0,0,0,51.9,416.25,40.11,21.92,0,0,341.57,654.31,0,0,0,0,6.4,20.56,0,0,0,65.76

67,16:30-16:45,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.05,0,20.8,148.3,0,0,118.76,124.32,2.33,0,1.66,41.22,0,92,0,0,0,0,2.4,9.11,32.96,44.31,0,0,70.08,0,0,0,0,0,0,46.69,0,8.87,0,0,0,51.9,416.25,40.11,21.92,0,0,341.57,654.31,0,0,0,0,6.4,20.56,0,0,0,65.76

68,16:45-17:00,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.05,0,20.8,148.3,0,0,118.76,124.32,2.33,0,1.66,41.22,0,92,0,0,0,0,2.4,9.11,32.96,44.31,0,0,70.17,0,0,0,0,0,0,46.69,0,8.87,0,0,0,51.9,416.25,40.11,21.92,0,0,341.57,654.31,0,0,0,0,6.4,20.56,0,0,0,65.76

69,17:00-17:15,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,11.85,20.8,148.3,0,0,118.76,124.32,12.78,0,1.66,41.22,0,92,0,0,0,0,4,9.11,49.43,44.31,0,0,70.17,0,0,0,0,0,0,62.24,0,8.87,0,0,0,51.9,416.25,40.11,21.92,0,0,341.57,654.31,0,0,0,0,7.05,20.56,0,0,0,65.76

70,17:15-17:30,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,27.17,20.8,148.3,0,0,118.76,124.32,12.78,0,1.66,41.22,0,92,0,0,0,0,12,18.23,49.43,44.31,0,0,93.56,0,0,0,0,0,0,62.24,0,8.87,0,0,0,51.9,416.25,40.11,21.92,1.1,9.68,341.57,654.31,0,0,0,0,7.05,20.56,0,0,0,65.76

71,17:30-17:45,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,42.15,20.8,148.3,0,0,118.76,124.32,12.78,0,1.66,41.22,0,92,0,0,0,0,12,27.48,49.43,44.31,0,0,115.54,0,0,0,0,0,0,62.24,0,8.87,0,0,0,51.9,416.25,40.11,21.92,6.52,19.36,341.57,654.31,0,0,5.27,0,7.05,20.56,0,0,0,65.76

72,17:45-18:00,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,42.15,20.8,148.3,0,0,118.76,124.32,26.73,0,1.66,41.22,0,92,0,0,0,0,39.51,37.65,49.43,44.31,0,0,140.34,0,0,0,0,0,0,62.24,0,9.86,0,0,0,51.9,416.25,40.11,21.92,19.56,29.06,341.57,654.31,0,0,10.54,0,7.05,20.56,0,0,0,65.76

73,18:00-18:15,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,42.15,20.8,148.3,0,0,118.76,124.32,79.38,0,1.66,41.22,0,92,0,0,0,0,39.51,37.65,49.43,44.31,0,0,140.34,0,0,0,0,0,0,62.24,0,9.86,0,0,0,51.9,416.25,40.63,21.92,19.56,29.06,341.57,654.31,0,0,10.54,0,7.05,20.56,0,0,0,65.76

74,18:15-18:30,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,42.15,20.8,148.3,0,0,118.76,124.32,79.38,0,2.76,41.22,0,92,0,0,0,0,39.51,37.65,49.43,44.31,0,0,140.34,0,0,0,0,0,0,62.24,0,9.86,0,0,0,51.9,416.25,40.63,21.92,19.56,29.06,341.57,654.31,0,0,10.54,0,11.91,20.56,0,0,0,65.76

75,18:30-18:45,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,42.15,20.8,148.3,0,0,118.76,124.32,79.38,0,39.19,41.22,0,92,0,0,0,0,39.51,37.65,49.43,44.31,0,0,140.34,0,0,0,0,0,0,62.24,0,9.86,0,0,0,51.9,416.25,40.63,21.92,19.56,29.06,341.57,654.31,0,0,10.54,0,11.91,20.56,0,0,0,65.76

76,18:45-19:00,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,42.15,20.8,148.3,0,0,118.76,124.32,26.73,0,39.19,41.22,0,92,0,0,0,0,39.51,37.65,49.43,44.31,0,0,140.34,0,0,0,0,0,0,62.24,0,9.86,0,0,2.55,51.9,416.25,40.95,21.92,19.56,29.06,341.57,654.31,0,0,10.54,0,6.4,20.56,0,0,0,65.76

77,19:00-19:15,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,42.15,20.8,148.3,0,0,118.76,124.32,12.78,0,2.76,41.22,0,92,0,0,0,0,39.51,37.65,49.43,44.31,0,0,140.34,0,0,0,0,0,0,62.24,0,9.86,0,0,6.36,51.9,416.25,41.16,21.92,19.56,29.06,341.57,654.31,0,0,10.54,0,6.4,20.56,0,0,0,65.76

78,19:15-19:30,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,42.15,20.8,148.3,0,0,118.76,124.32,2.33,0,1.66,41.22,0,92,0,0,0,0,39.51,37.65,49.43,44.31,0,0,140.34,0,0,0,0,0,0,62.24,0,9.86,0,0,33.1,51.9,416.25,41.16,21.92,19.56,29.06,341.57,654.31,0,0,10.54,0,6.4,20.56,0,0,0,65.76

79,19:30-19:45,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,42.15,18.21,148.3,0,0,118.76,124.32,2.33,0,1.66,41.22,0,92,0,0,0,0,26.34,37.65,49.43,44.31,0,0,116.95,0,0,0,0,0,0,62.24,0,8.87,0,0,33.1,51.9,416.25,41.16,21.92,1.1,19.36,341.57,654.31,0,0,5.27,0,6.4,20.56,0,0,0,65.76

80,19:45-20:00,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,27.17,18.21,148.3,0,0,118.76,124.32,2.33,0,1.66,41.22,0,92,0,0,0,0,12,27.48,49.43,44.31,0,0,93.56,0,0,0,0,0,0,62.24,0,8.87,0,0,33.1,51.9,416.25,41.16,21.92,0,9.68,341.57,654.31,0,0,0,0,6.4,20.56,0,0,0,65.76

81,20:00-20:15,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,11.85,18.21,148.3,0,0,118.76,124.32,2.33,0,2.76,41.22,0,92,0,0,0,0,12,18.23,32.96,44.31,0,0,93.56,0,0,0,0,0,0,62.24,0,8.87,0,0,33.1,51.9,416.25,41.16,21.92,0,9.68,341.57,654.31,0,0,0,0,6.4,20.56,0,0,0,65.76

82,20:15-20:30,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,18.21,148.3,0,0,118.76,124.32,2.33,0,2.76,41.22,0,92,0,0,0,0,2.4,9.11,32.96,44.31,0,0,93.56,0,0,0,0,0,0,46.69,0,8.87,0,0,33.1,51.9,416.25,41.16,21.92,0,9.68,341.57,654.31,0,0,0,0,7.05,20.56,0,0,0,65.76

83,20:30-20:45,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,18.21,148.3,0,0,118.76,124.32,2.33,0,2.76,41.22,0,92,0,0,0,0,2.4,9.11,32.96,44.31,0,0,93.56,0,0,0,0,0,0,46.69,0,8.87,0,0,33.1,51.9,416.25,41.16,21.92,0,9.68,341.57,654.31,0,0,0,0,7.05,20.56,0,0,0,65.76

84,20:45-21:00,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,18.21,148.3,0,0,118.76,124.32,2.33,0,2.76,41.22,0,92,0,0,0,0,2.4,9.11,32.96,44.31,0,0,70.17,0,0,0,0,0,0,46.69,0,8.87,0,0,5.09,51.9,416.25,41.16,21.92,0,9.68,341.57,654.31,0,0,0,0,7.05,20.56,0,0,0,65.76

85,21:00-21:15,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,18.21,148.3,0,0,118.76,124.32,2.33,0,2.76,41.22,0,92,0,0,0,0,2.4,9.11,32.96,44.31,0,0,70.17,0,0,0,0,0,0,46.69,0,8.87,0,0,2.55,51.9,416.25,41.16,21.92,0,9.68,341.57,654.31,0,0,0,0,7.05,20.56,0,0,0,65.76

86,21:15-21:30,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,18.21,148.3,0,0,118.76,124.32,2.33,0,3.31,41.22,0,92,0,0,0,0,2.4,9.11,32.96,44.31,0,0,70.17,0,0,0,0,0,0,36.04,0,8.87,0,0,0,51.9,416.25,41.16,21.92,0,9.68,341.57,654.31,0,0,0,0,7.05,20.56,0,0,0,65.76

87,21:30-21:45,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,10.76,0,0,70.16,0,18.21,148.3,0,0,118.76,124.32,2.33,0,39.19,41.22,0,92,0,0,0,0,2.4,9.11,32.96,44.31,0,0,46.78,0,0,0,0,0,0,30.24,0,8.87,0,0,0,51.9,416.25,41.16,21.92,0,0,341.57,654.31,0,0,0,0,7.05,20.56,0,0,0,65.76

88,21:45-22:00,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,10.76,0,0,70.16,0,18.21,148.3,0,0,118.76,124.32,2.33,0,39.19,41.22,0,92,0,0,0,0,2.4,9.11,32.96,44.31,0,0,42.8,0,0,0,0,0,0,29.87,0,8.87,0,0,0,51.9,416.25,41.16,21.92,0,0,341.57,654.31,0,0,0,0,7.05,20.56,0,0,0,65.76

89,22:00-22:15,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,10.76,0,0,70.16,0,18.21,148.3,0,0,118.76,124.32,2.33,0,3.31,41.22,0,92,0,0,0,0,2.4,9.11,32.96,44.31,0,0,23.67,0,0,0,0,0,0,29.87,0,8.87,0,0,0,51.9,416.25,41.68,21.92,0,0,341.57,654.31,0,0,0,0,7.05,20.56,0,0,0,65.76

90,22:15-22:30,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,10.76,0,0,70.16,0,18.21,148.3,0,0,118.76,124.32,2.33,0,1.66,41.22,0,92,0,0,0,0,2.4,9.11,32.96,44.31,0,0,23.39,0,0,0,0,0,0,14.93,0,8.87,0,0,0,51.9,416.25,41.68,21.92,0,0,341.57,654.31,0,0,0,0,7.05,20.56,0,0,0,65.76

91,22:30-22:45,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,10.76,0,0,70.16,0,18.21,148.3,0,0,118.76,124.32,2.33,0,1.66,41.22,0,92,0,0,0,0,2.4,9.11,32.96,44.31,0,0,21.02,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.68,21.92,0,0,341.57,654.31,0,0,0,0,7.68,20.56,0,0,0,65.76

92,22:45-23:00,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,10.76,0,0,70.16,0,18.21,148.3,0,0,118.76,124.32,2.33,0,1.66,41.22,0,92,0,0,0,0,2.4,9.11,32.96,44.31,0,0,0,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,41.68,21.92,0,0,341.57,654.31,0,0,0,0,7.68,20.56,0,0,0,65.76

93,23:00-23:15,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,18.21,148.3,0,0,118.76,124.32,2.33,0,1.66,41.22,0,92,0,0,0,0,2.4,9.11,16.48,44.31,0,0,0,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,42.74,21.92,0,0,341.57,654.31,0,0,0,0,7.68,20.56,0,0,0,65.76

94,23:15-23:30,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,18.21,148.3,0,0,118.76,124.32,2.33,0,1.66,41.22,0,92,0,0,0,0,2.4,9.11,16.48,44.31,0,0,0,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,42.74,21.92,0,0,341.57,654.31,0,0,0,0,7.68,20.56,0,0,0,65.76

95,23:30-23:45,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,18.21,148.3,0,0,118.76,124.32,2.33,0,1.66,41.22,0,92,0,0,0,0,2.4,9.11,16.48,44.31,0,0,0,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,42.74,21.92,0,0,341.57,654.31,0,0,0,0,7.68,20.56,0,0,0,65.76

96,23:45-24:00,20.01,0,42.4,0,0,0,0,0,0,0,139.68,0,4.57,0,0,70.16,0,18.21,148.3,0,0,118.76,124.32,12.78,0,2.76,41.22,0,92,0,0,0,0,2.4,9.11,16.48,44.31,0,0,0,0,0,0,0,0,0,0,0,8.87,0,0,0,51.9,416.25,42.74,21.92,0,0,341.57,654.31,0,0,0,0,7.68,20.56,0,0,0,65.76

