Block,Time,NJPC,RAPPC,AURY_GF,CHAMERA3,KOLDAM,RAPPB,SINGRAULI,PARBATI3,KISHANGANGA,TANDA2,RAMPUR,SINGRAULI_HYDRO,ANTA_RF,DADRI_RF,TANAKPUR,UNCHAHAR1,DHAULIGNGA,DADRI_LF,RIHAND1,UNCHAHAR2,SEWA2,AURY_RF,DULHASTI,DADRI_CRF,DADRI_GF,NAPP,JHAJJAR,RIHAND3,CHAMERA1,URI,AURY_CRF,UNCHAHAR3,RIHAND2,UNCHAHAR4,ANTA_LF,AURY_LF,TEHRI,DADRT2,BSIUL,ANTA_CRF,URI2,SALAL,ANTA_GF,CHAMERA2,KOTESHWR,KHSTPP-II,SASAN,TALA,KHSTPP-I,FSTPP I & II,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
14,03:15-03:30,0.000000,51.778474,0.000000,0.000000,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,5.893706,0.000000,0.000000,61.286440,22.494472,15.244585,0.000000,15.895501,0.000000,0.000000,41.825828,346.580780,42.117619,0.000000,24.493123,0.000000,14.005992,91.605458,0.000000,0.000000,0.000000,0.000000,362.737830,0.000000,0.000000,16.868539,12.329517,0.000000,0.000000,8.084313,78.325520,403.945542,0.000000,24.616592,11.006086,19.291953,0,0,0,0,0

15,03:30-03:45,0.000000,51.778474,0.000000,0.000000,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,5.893706,0.000000,0.000000,61.286440,22.494472,15.244585,0.000000,15.895501,0.000000,0.000000,41.825828,346.580780,42.117619,0.000000,24.493123,0.000000,14.005992,91.605458,0.000000,0.000000,0.000000,0.000000,362.737830,0.000000,0.000000,16.868539,12.329517,0.000000,0.000000,8.084313,78.325520,403.945542,0.000000,24.616592,11.006086,19.249093,0,0,0,0,0

16,03:45-04:00,0.000000,51.778474,0.000000,0.000000,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,5.893706,0.000000,0.000000,61.286440,22.494472,15.244585,0.000000,15.895501,0.000000,0.000000,41.825828,346.580780,57.258174,0.000000,24.493123,0.000000,14.005992,91.605458,0.000000,0.000000,0.000000,0.000000,362.737830,0.000000,0.000000,16.868539,12.329517,0.000000,0.000000,8.084313,78.325520,403.945542,0.000000,24.616592,11.006086,19.291953,0,0,0,0,0

17,04:00-04:15,0.000000,51.778474,0.000000,0.000000,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,5.893706,0.000000,0.000000,61.286440,22.494472,15.244585,0.000000,15.895501,0.000000,0.000000,41.825828,346.580780,57.258174,0.000000,24.493123,0.000000,14.005992,113.943375,0.000000,0.000000,0.000000,0.000000,362.737830,0.000000,0.000000,15.570959,24.659034,0.000000,0.000000,8.084313,78.325520,403.945542,0.000000,24.616592,12.120585,19.291953,0,0,0,0,0

18,04:15-04:30,0.000000,51.778474,0.000000,0.000000,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,5.893706,0.000000,0.000000,85.325765,22.494472,15.244585,0.000000,15.895501,0.000000,0.000000,41.825828,346.580780,57.258174,0.000000,24.493123,0.000000,14.005992,113.943375,0.000000,0.000000,0.000000,0.000000,362.737830,0.000000,0.000000,15.570959,24.659034,0.000000,0.000000,8.084313,78.325520,403.945542,0.000000,24.616592,12.120585,19.291953,0,0,0,0,0

19,04:30-04:45,0.000000,51.778474,0.000000,0.000000,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,5.893706,0.000000,0.000000,88.743200,22.494472,15.244585,0.000000,15.895501,0.000000,0.000000,41.825828,346.580780,57.258174,0.000000,31.947552,0.000000,14.005992,113.943375,0.000000,0.000000,0.000000,0.000000,362.737830,0.000000,0.000000,16.868539,24.659034,0.000000,0.000000,8.084313,78.325520,403.945542,0.000000,24.616592,12.120585,19.291953,0,0,0,0,0

20,04:45-05:00,0.000000,51.778474,0.000000,0.000000,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,5.893706,0.000000,0.000000,88.743200,22.494472,15.244585,0.000000,15.895501,0.000000,0.000000,41.825828,346.580780,57.258174,0.000000,31.947552,0.000000,14.005992,113.943375,0.000000,0.000000,0.000000,11.971651,362.737830,0.000000,0.000000,16.868539,24.659034,0.000000,0.000000,8.084313,78.325520,403.945542,0.000000,24.616592,12.120585,19.291953,0,0,0,0,0

21,05:00-05:15,0.000000,51.778474,0.000000,0.000000,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,6.414590,0.000000,0.000000,88.743200,30.498433,15.244585,0.000000,15.895501,0.000000,0.000000,41.825828,346.580780,57.258174,0.000000,31.947552,0.000000,14.005992,113.943375,0.000000,0.000000,0.000000,11.971651,362.737830,0.000000,0.000000,30.768215,24.659034,0.000000,0.000000,8.084313,121.791264,403.945542,0.000000,37.778077,15.790502,19.291953,0,0,0,0,0

22,05:15-05:30,18.269524,51.778474,0.000000,0.000000,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,6.414590,0.000000,0.000000,88.743200,30.498433,15.244585,0.000000,15.895501,0.000000,0.000000,41.825828,346.580780,57.258174,0.000000,31.947552,0.000000,14.005992,113.943375,0.000000,0.000000,0.000000,12.397039,362.737830,0.000000,0.000000,30.768215,24.659034,0.000000,0.000000,8.084313,121.791264,403.945542,0.000000,37.778077,15.790502,19.291953,0,0,0,0,0

23,05:30-05:45,36.539048,51.778474,0.000000,0.000000,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,6.414590,0.000000,0.000000,88.743200,35.096778,15.244585,0.000000,15.895501,0.000000,0.000000,41.825828,346.580780,57.258174,0.000000,40.466899,0.000000,14.005992,113.943375,0.000000,0.000000,0.000000,12.579349,362.737830,0.000000,0.000000,30.768215,38.669849,0.000000,0.000000,8.084313,121.791264,403.945542,0.000000,37.778077,15.790502,19.291953,0,0,0,0,0

24,05:45-06:00,54.808572,51.778474,0.000000,0.000000,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,6.414590,0.000000,0.000000,88.743200,35.096778,15.244585,0.000000,15.895501,0.000000,0.000000,41.825828,346.580780,57.258174,0.000000,40.466899,0.000000,14.005992,113.943375,0.000000,0.000000,0.000000,12.579349,362.737830,0.000000,0.000000,30.768215,38.669849,0.000000,3.214530,16.168625,121.791264,403.945542,0.000000,37.778077,15.790502,19.291953,0,0,0,0,0

25,06:00-06:15,73.078096,51.778474,0.000000,2.456643,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,8.480474,0.000000,0.000000,88.743200,30.498433,15.244585,0.000000,15.895501,0.000000,0.000000,41.825828,348.630555,57.258174,0.000000,31.947552,0.000000,18.896996,113.943375,0.000000,0.000000,0.000000,23.943301,429.163074,0.000000,0.000000,30.768215,38.669849,0.000000,6.429059,24.252938,121.791264,403.945542,0.000000,37.778077,15.790502,19.291953,0,0,0,0,0

26,06:15-06:30,112.814311,51.778474,0.000000,28.033985,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,8.480474,0.000000,0.000000,88.743200,30.498433,15.244585,0.000000,31.791001,0.000000,0.000000,41.825828,348.630555,57.258174,9.830239,31.947552,0.000000,18.896996,113.943375,0.000000,0.000000,0.000000,37.738046,429.247000,0.000000,0.000000,30.768215,54.361962,0.000000,38.111462,30.435059,121.791264,403.945542,0.000000,37.778077,15.790502,19.291953,0,0,0,0,0

27,06:30-06:45,112.814311,51.778474,0.000000,28.033985,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,8.480474,7.645420,0.000000,88.743200,36.291146,15.244585,0.000000,31.791001,0.000000,0.000000,41.825828,348.630555,57.258174,11.430510,31.947552,0.000000,18.896996,113.943375,0.000000,0.000000,0.000000,37.738046,487.123000,0.000000,0.000000,30.768215,54.361962,0.000000,38.111462,30.435059,142.293572,403.945542,0.000000,44.756553,19.959898,19.291953,0,0,0,0,0

28,06:45-07:00,112.814311,51.778474,0.000000,28.033985,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,9.779983,15.800534,0.000000,88.743200,40.889490,15.244585,0.000000,31.791001,0.000000,0.000000,41.825828,379.497755,57.258174,24.385088,31.947552,0.000000,22.848480,113.943375,0.000000,0.000000,0.000000,37.738046,517.990200,0.000000,0.000000,30.768215,54.361962,0.000000,38.111462,30.435059,142.293572,403.945542,0.000000,44.756553,19.996158,19.291953,0,0,0,0,0

29,07:00-07:15,112.814311,51.778474,0.000000,28.033985,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,9.779983,26.437861,0.000000,88.743200,40.889490,15.244585,0.000000,31.791001,0.000000,0.000000,41.825828,447.019755,57.258174,40.656038,40.466899,0.000000,22.848480,113.943375,0.000000,0.000000,0.000000,37.738046,578.760000,0.000000,0.000000,25.951598,54.361962,0.000000,38.111462,30.435059,142.293572,403.945542,0.000000,44.756553,19.996158,19.291953,0,0,0,0,0

30,07:15-07:30,112.814311,51.778474,0.000000,28.033985,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,10.523786,26.437861,0.000000,88.743200,40.889490,15.244585,0.000000,31.791001,0.000000,0.000000,41.825828,477.144309,57.258174,40.656038,40.466899,0.000000,25.455890,113.943375,0.000000,0.000000,0.000000,37.738046,569.403380,0.000000,0.000000,25.951598,54.361962,0.000000,38.111462,30.435059,142.293572,403.945542,0.000000,44.756553,19.996158,19.291953,0,0,0,0,0

31,07:30-07:45,112.814311,51.778474,0.000000,28.033985,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,10.523786,26.437861,0.000000,88.743200,40.889490,15.244585,0.000000,31.791001,0.000000,0.000000,41.825828,477.144309,57.258174,40.656038,34.077389,0.000000,25.455890,113.943375,0.000000,0.000000,0.000000,37.738046,520.884000,0.000000,0.000000,25.951598,54.361962,0.000000,38.111462,30.435059,142.293572,403.945542,0.000000,44.756553,19.996158,19.291953,0,0,0,0,0

32,07:45:08:00,73.443486,51.778474,0.000000,1.228322,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,10.523786,26.437861,0.000000,88.743200,40.889490,15.244585,0.000000,15.895501,0.000000,0.000000,41.825828,506.082309,57.258174,40.656038,34.077389,0.000000,25.455890,113.943375,0.000000,0.000000,0.000000,37.738046,541.654734,0.000000,0.000000,25.951598,54.361962,0.000000,25.459074,16.168625,142.293572,403.945542,0.000000,44.756553,19.996158,19.291953,0,0,0,0,0

33,08:00-08:15,73.078096,51.778474,0.000000,0.000000,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,10.426265,17.625241,0.000000,88.743200,40.889490,15.244585,0.000000,15.895501,0.000000,0.000000,41.825828,485.603755,57.258174,27.104025,34.077389,0.000000,25.221396,113.943375,0.000000,0.000000,0.000000,37.738046,578.479784,0.000000,0.000000,25.951598,54.361962,0.000000,12.703821,8.084313,142.293572,403.945542,0.000000,44.756553,19.996158,19.291953,0,0,0,0,0

34,08:15-08:30,54.808572,51.778474,0.000000,0.000000,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,9.779983,8.812620,0.000000,88.743200,40.889490,15.244585,0.000000,15.895501,0.000000,0.000000,41.825828,485.603755,57.258174,11.430510,34.077389,0.000000,22.848480,113.943375,0.000000,0.000000,0.000000,37.738046,580.592258,0.000000,0.000000,25.951598,54.361962,0.000000,12.703821,8.084313,142.293572,403.945542,0.000000,44.756553,19.996158,19.291953,0,0,0,0,0

35,08:30-08:45,18.269524,51.778474,0.000000,0.000000,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,9.779983,7.645420,0.000000,88.743200,40.889490,15.244585,0.000000,15.895501,0.000000,0.000000,41.825828,485.603755,57.258174,0.000000,40.466899,0.000000,22.848480,113.943375,0.000000,0.000000,0.000000,37.738046,523.594526,0.000000,0.000000,28.546758,54.361962,0.000000,12.703821,8.084313,142.293572,403.945542,0.000000,44.756553,19.996158,19.291953,0,0,0,0,0

36,08:45:09:00,0.000000,51.778474,0.000000,0.000000,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,9.779983,0.000000,0.000000,88.743200,40.889490,15.244585,0.000000,15.895501,0.000000,0.000000,41.825828,465.154235,57.258174,0.000000,40.466899,0.000000,22.848480,113.943375,0.000000,0.000000,0.000000,37.738046,475.364526,0.000000,0.000000,28.546758,54.361962,0.000000,12.703821,8.084313,142.293572,403.945542,0.000000,44.756553,19.996158,19.291953,0,0,0,0,0

37,09:00:09:15,0.000000,51.778474,0.000000,0.000000,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,9.712461,0.000000,0.000000,88.743200,40.889490,15.244585,0.000000,0.000000,0.000000,0.000000,41.825828,445.862235,57.258174,0.000000,29.817715,0.000000,22.713436,113.943375,0.000000,0.000000,0.000000,37.738046,427.134526,0.000000,0.000000,28.546758,54.361962,0.000000,12.703821,8.084313,142.293572,403.945542,0.000000,44.756553,19.996158,19.291953,0,0,0,0,0

38,09:15-09:30,0.000000,51.778474,0.000000,0.000000,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,9.712461,0.000000,0.000000,88.743200,40.889490,15.244585,0.000000,0.000000,0.000000,0.000000,41.825828,474.800235,57.258174,0.000000,29.817715,0.000000,22.713436,113.943375,0.000000,0.000000,0.000000,23.943301,403.984126,0.000000,0.000000,28.546758,53.801530,0.000000,3.214530,8.084313,142.293572,403.945542,0.000000,44.756553,19.996158,19.291953,0,0,0,0,0

39,09:30-09:45,0.000000,51.778474,0.000000,0.000000,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,9.712461,0.000000,0.000000,88.743200,40.889490,15.244585,0.000000,0.000000,0.000000,0.000000,41.825828,457.474436,57.258174,0.000000,34.077389,0.000000,22.713436,113.943375,0.000000,0.000000,0.000000,23.943301,395.302726,0.000000,0.000000,28.546758,53.801530,0.000000,0.000000,8.084313,142.293572,403.945542,0.000000,44.756553,19.996158,19.291953,0,0,0,0,0

40,09:45-10:00,0.000000,51.778474,0.000000,0.000000,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,9.712461,0.000000,0.000000,88.743200,40.889490,15.244585,0.000000,0.000000,0.000000,0.000000,41.825828,436.216235,57.258174,0.000000,34.077389,0.000000,22.713436,113.943375,0.000000,0.000000,0.000000,23.943301,388.550526,0.000000,0.000000,28.546758,53.801530,0.000000,0.000000,8.084313,142.293572,403.945542,0.000000,44.756553,19.996158,19.291953,0,0,0,0,0

41,10:00-10:15,0.000000,51.778474,0.000000,0.000000,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,9.712461,0.000000,0.000000,88.743200,36.313409,15.244585,0.000000,0.000000,0.000000,0.000000,41.825828,416.924235,57.258174,0.000000,34.077389,0.000000,22.713436,113.943375,0.000000,0.000000,0.000000,23.943301,404.948726,0.000000,0.000000,29.844338,53.801530,0.000000,0.000000,8.084313,142.293572,403.945542,0.000000,44.756553,19.996158,19.291953,0,0,0,0,0

42,10:15-10:30,0.000000,51.778474,0.000000,0.000000,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,9.712461,0.000000,0.000000,88.743200,36.291146,15.244585,0.000000,0.000000,0.000000,0.000000,41.825828,416.924235,57.258174,0.000000,34.077389,0.000000,22.713436,113.943375,0.000000,0.000000,0.000000,23.943301,367.329326,0.000000,0.000000,29.844338,53.801530,0.000000,0.000000,8.084313,142.293572,403.945542,0.000000,44.756553,19.996158,19.291953,0,0,0,0,0

43,10:30-10:45,0.000000,51.778474,0.000000,0.000000,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,9.712461,0.000000,0.000000,88.743200,36.291146,15.244585,0.000000,0.000000,0.000000,0.000000,41.825828,407.278235,57.258174,0.000000,34.077389,0.000000,22.713436,113.943375,0.000000,0.000000,0.000000,11.971651,360.499958,0.000000,0.000000,29.844338,53.801530,0.000000,0.000000,8.084313,141.014778,403.945542,0.000000,39.176650,17.810953,19.291953,0,0,0,0,0

44,10:45-11:00,0.000000,51.778474,0.000000,0.000000,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,9.712461,0.000000,0.000000,88.743200,36.291146,15.244585,0.000000,0.000000,0.000000,0.000000,41.825828,387.986235,57.258174,0.000000,34.077389,0.000000,22.713436,113.943375,0.000000,0.000000,0.000000,11.971651,360.499958,0.000000,0.000000,29.844338,53.801530,0.000000,0.000000,8.084313,125.446134,403.945542,0.000000,39.176650,17.810953,19.291953,0,0,0,0,0

45,11:00-11:15,0.000000,51.778474,0.000000,0.000000,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,9.712461,0.000000,0.000000,88.743200,36.291146,15.558323,0.000000,0.000000,0.000000,0.000000,41.825828,368.694235,57.258174,0.000000,34.077389,0.000000,22.713436,113.943375,0.000000,0.000000,0.000000,11.971651,360.499958,0.000000,0.000000,31.401434,53.801530,0.000000,0.000000,8.084313,125.446134,403.945542,0.000000,39.176650,17.810953,19.291953,0,0,0,0,0

46,11:15-11:30,0.000000,51.778474,0.000000,0.000000,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,0.000000,7.125693,0.000000,0.000000,88.743200,36.291146,15.558323,0.000000,0.000000,0.000000,0.000000,41.825828,346.580780,57.258174,0.000000,34.077389,0.000000,17.979895,113.943375,0.000000,0.000000,0.000000,0.000000,360.499958,0.000000,0.000000,31.401434,53.801530,0.000000,0.000000,8.084313,125.446134,403.945542,0.000000,39.176650,17.810953,19.291953,0,0,0,0,0

47,11:30-11:45,0.000000,51.778474,0.000000,0.000000,0.000000,0.000000,121.141702,0.000000,0.000000,0.000000,0.000000,0.627395,0.000000,0.000000,5.189741,7.125693,0.000000,0.000000,88.743200,28.277538,15.686904,0.000000,15.895501,0.000000,0.000000,41.825828,346.580780,57.258174,0.000000,34.077389,0.000000,17.725972,113.943375,0.000000,0.000000,0.000000,0.000000,360.499958,0.000000,0.000000,31.401434,53.801530,0.000000,0.000000,8.084313,125.446134,403.945542,0.000000,39.176650,17.810953,19.291348,0,0,0,0,0

