Block,Time,JHAJJAR,UNCHAHAR4,URI,DADRI_GF,SALAL,TANAKPUR,UNCHAHAR3,SINGRAULI,DHAULIGNGA,ANTA_RF,UNCHAHAR1,RAMPUR,ANTA_LF,KOLDAM,DADRT2,DULHASTI,ANTA_GF,UNCHAHAR2,DADRI_RF,NJPC,RIHAND1,AURY_GF,BSIUL,RAPPB,NAPP,SINGRAULI_HYDRO,CHAMERA2,KOTESHWR,TEHRI,RAPPC,RIHAND3,KISHANGANGA,PARBATI3,URI2,RIHAND2,SEWA2,AURY_RF,ANTA_CRF,AURY_CRF,AURY_LF,CHAMERA3,DADRI_CRF,TANDA2,DADRI_LF,CHAMERA1,SASAN,KHSTPP-I,TALA,FSTPP I & II,KHSTPP-II,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
15,03:30-03:45,252.215452,2.345931,35.193312,0.000000,75.206964,7.424676,21.307835,127.579620,21.027955,0.000000,16.852160,6.516168,0.000000,9.887081,438.504011,57.163439,0.000000,33.795800,0.000000,173.843731,93.756041,0.000000,12.598186,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,126.140377,8.057069,0.000000,36.602241,120.151080,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,40.715045,402.097500,42.803460,9.940140,20.092800,143.257800,17.431525,0,0,0,0,0

16,03:45-04:00,184.595452,2.345931,35.193312,0.000000,75.206964,7.424676,21.307835,127.579620,21.027955,0.000000,16.852160,6.516168,0.000000,9.887081,438.504011,57.163439,0.000000,33.795800,0.000000,173.843731,93.756041,0.000000,12.598186,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,126.140377,8.057069,0.000000,36.602241,120.151080,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,40.715045,402.097500,42.803460,9.940140,16.117324,143.257800,17.444131,0,0,0,0,0

17,04:00-04:15,145.955452,2.345931,35.193312,0.000000,75.206964,7.424676,21.307835,127.579620,21.027955,0.000000,16.852160,6.516168,0.000000,9.887081,438.504011,57.163439,0.000000,33.795800,0.000000,173.843731,93.756041,0.000000,12.598186,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,126.140377,8.057069,0.000000,36.602241,120.151080,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,40.715045,402.097500,42.803460,9.940140,16.117324,143.257800,18.211275,0,0,0,0,0

18,04:15-04:30,145.955452,2.345931,35.193312,0.000000,75.206964,7.424676,21.307835,127.579620,21.027955,0.000000,16.852160,6.516168,0.000000,9.887081,438.504011,57.163439,0.000000,33.795800,0.000000,173.843731,93.756041,0.000000,12.598186,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,126.140377,8.057069,0.000000,36.602241,120.151080,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,40.715045,402.097500,42.803460,9.940140,16.117324,143.257800,19.319988,0,0,0,0,0

19,04:30-04:45,115.775100,2.345931,35.193312,0.000000,75.206964,7.424676,21.307835,127.579620,21.027955,0.000000,16.852160,6.516168,0.000000,9.887081,369.131795,57.163439,0.000000,33.795800,0.000000,173.843731,93.756041,0.000000,12.598186,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,126.140377,8.057069,0.000000,36.602241,120.151080,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,40.715045,402.097500,34.340334,9.940140,16.117324,114.941056,19.319988,0,0,0,0,0

20,04:45-05:00,115.775100,2.345931,35.193312,0.000000,75.206964,7.424676,21.307835,127.579620,21.027955,0.000000,16.852160,6.516168,0.000000,9.887081,366.973837,57.163439,0.000000,33.795800,0.000000,173.843731,93.756041,0.000000,12.598186,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,126.140377,8.057069,0.000000,36.602241,120.151080,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,40.715045,402.097500,34.340334,9.940140,16.117324,114.941056,19.319988,0,0,0,0,0

21,05:00-05:15,115.775100,2.345931,35.193312,0.000000,75.206964,7.424676,21.307835,127.579620,21.027955,0.000000,16.852160,6.516168,0.000000,9.887081,366.973837,57.163439,0.000000,33.795800,0.000000,173.843731,93.756041,0.000000,12.598186,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,126.140377,8.057069,0.000000,36.602241,120.151080,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,40.715045,402.097500,34.340334,7.668108,16.117324,114.941056,19.319988,0,0,0,0,0

22,05:15-05:30,115.775100,2.345931,35.193312,0.000000,75.206964,7.424676,21.307835,127.579620,21.027955,0.000000,16.852160,6.516168,0.000000,9.887081,366.973837,57.163439,0.000000,33.795800,0.000000,173.843731,93.756041,0.000000,12.598186,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,126.140377,8.057069,2.947743,36.602241,120.151080,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,40.715045,402.097500,34.340334,7.668108,16.117324,114.941056,19.319988,0,0,0,0,0

23,05:30-05:45,115.775100,2.345931,35.193312,0.000000,75.206964,7.424676,21.307835,127.579620,21.027955,0.000000,16.852160,6.516168,0.000000,9.887081,366.973837,57.163439,0.000000,33.795800,0.000000,173.843731,93.756041,0.000000,12.598186,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,126.140377,8.057069,8.843230,36.602241,120.151080,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,40.715045,402.097500,34.340334,7.668108,16.117324,114.941056,19.319988,0,0,0,0,0

24,05:45-06:00,115.775100,2.345931,35.193312,0.000000,75.206964,7.424676,21.307835,127.579620,21.027955,0.000000,16.852160,6.516168,0.000000,9.887081,366.973837,57.163439,0.000000,33.795800,0.000000,173.843731,93.756041,0.000000,12.598186,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,126.140377,8.057069,57.480992,36.602241,120.151080,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,40.715045,402.097500,34.340334,7.668108,16.117324,114.941056,19.319988,0,0,0,0,0

25,06:00-06:15,116.626532,2.345931,35.193312,0.000000,75.206964,7.424676,20.637380,127.579620,21.027955,0.000000,14.396491,6.516168,0.000000,9.887081,366.973837,57.163439,0.000000,31.951978,0.000000,173.843731,93.756041,0.000000,12.598186,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,126.140377,8.057069,57.480992,36.602241,120.151080,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,40.715045,402.097500,34.340334,0.000000,16.117324,114.941056,19.319988,0,0,0,0,0

26,06:15-06:30,116.580261,2.345931,35.193312,0.000000,75.206964,7.424676,18.694322,127.579620,21.027955,0.000000,14.396491,6.516168,0.000000,9.887081,366.844006,57.163439,0.000000,29.188559,0.000000,173.843731,93.756041,0.000000,12.598186,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,126.140377,8.057069,57.480992,36.602241,120.151080,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,40.715045,402.097500,34.340334,0.000000,16.117324,114.941056,19.319988,0,0,0,0,0

27,06:30-06:45,116.416814,2.345931,35.193312,0.000000,75.206964,7.424676,18.694322,127.579620,21.027955,0.000000,14.396491,6.516168,0.000000,9.887081,366.844006,57.163439,0.000000,29.188559,0.000000,173.843731,93.756041,0.000000,12.598186,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,126.140377,8.057069,57.480992,36.602241,120.151080,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,40.715045,402.097500,34.340334,0.000000,16.117324,114.941056,19.319988,0,0,0,0,0

28,06:45-07:00,116.416814,2.345931,35.193312,0.000000,75.206964,7.424676,18.694322,127.579620,21.027955,0.000000,14.396491,6.516168,0.000000,9.887081,366.844006,57.163439,0.000000,29.188559,0.000000,173.843731,93.756041,0.000000,12.598186,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,126.140377,8.057069,57.480992,36.602241,120.151080,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,40.715045,402.097500,34.340334,0.000000,16.117324,114.941056,19.319988,0,0,0,0,0

29,07:00-07:15,116.089919,2.345931,35.193312,0.000000,75.206964,7.424676,18.786865,116.355086,21.027955,0.000000,15.069020,6.516168,0.000000,9.887081,366.560002,57.163439,0.000000,30.160259,0.000000,173.843731,64.600767,0.000000,12.598186,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,91.701994,8.057069,57.480992,36.602241,97.122509,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,40.715045,402.097500,34.340334,0.000000,16.117324,114.941056,19.319988,0,0,0,0,0

30,07:15-07:30,115.994575,2.345931,35.193312,0.000000,75.206964,7.424676,18.786865,116.355086,21.027955,0.000000,15.069020,6.516168,0.000000,9.887081,366.519430,57.163439,0.000000,30.160259,0.000000,173.843731,64.600767,0.000000,12.598186,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,91.701994,8.057069,7.369358,36.602241,97.122509,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,40.715045,402.097500,34.340334,0.000000,16.117324,114.941056,19.319988,0,0,0,0,0

31,07:30-07:45,115.775100,1.651860,35.193312,0.000000,75.206964,7.424676,14.692860,116.355086,21.027955,0.000000,12.026700,6.516168,0.000000,9.887081,366.007740,57.163439,0.000000,23.860200,0.000000,173.843731,64.600767,0.000000,12.598186,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,91.701994,8.057069,4.126840,36.602241,97.122509,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,40.715045,402.097500,34.340334,0.000000,16.117324,114.941056,19.319988,0,0,0,0,0

32,07:45:08:00,115.775100,1.651860,35.193312,0.000000,75.206964,7.424676,14.692860,116.355086,21.027955,0.000000,12.026700,6.516168,0.000000,9.887081,467.648812,57.163439,0.000000,23.860200,0.000000,173.843731,64.600767,0.000000,12.598186,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,91.701994,8.057069,4.126840,36.602241,97.122509,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,40.715045,402.097500,34.340334,0.000000,16.117324,114.941056,19.319988,0,0,0,0,0

33,08:00-08:15,115.775100,1.651860,35.193312,0.000000,75.206964,7.424676,14.692860,116.355086,21.027955,0.000000,12.026700,6.516168,0.000000,9.887081,366.007740,57.163439,0.000000,23.860200,0.000000,173.843731,64.600767,0.000000,12.598186,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,91.701994,8.057069,4.126840,36.602241,97.122509,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,40.715045,391.230000,34.340334,0.000000,16.117324,114.941056,19.319988,0,0,0,0,0

34,08:15-08:30,115.775100,1.651860,35.193312,0.000000,75.206964,7.424676,14.692860,116.355086,21.027955,0.000000,12.026700,6.516168,0.000000,9.887081,366.007740,57.163439,0.000000,23.860200,0.000000,173.843731,64.600767,0.000000,12.598186,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,91.701994,8.057069,4.126840,36.602241,97.122509,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,40.715045,391.230000,34.340334,0.000000,16.117324,114.941056,19.319988,0,0,0,0,0

35,08:30-08:45,115.775100,1.651860,35.193312,0.000000,75.206964,7.424676,14.692860,116.355086,21.027955,0.000000,12.026700,6.516168,0.000000,9.887081,366.007740,57.163439,0.000000,23.860200,0.000000,173.843731,64.600767,0.000000,12.598186,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,91.701994,8.057069,4.126840,36.602241,97.122509,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,40.715045,391.230000,30.454496,0.000000,13.911752,98.839574,19.319988,0,0,0,0,0

36,08:45:09:00,115.775100,1.651860,35.193312,0.000000,75.206964,7.424676,14.692860,116.355086,21.027955,0.000000,12.026700,6.516168,0.000000,9.887081,366.007740,57.163439,0.000000,23.860200,0.000000,173.843731,64.600767,0.000000,12.598186,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,91.701994,8.057069,4.126840,36.602241,97.122509,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,40.715045,391.230000,30.230294,0.000000,13.911752,98.839574,19.319988,0,0,0,0,0

37,09:00:09:15,115.920000,1.651860,42.658560,0.000000,75.206964,7.424676,14.692860,116.355086,21.027955,0.000000,12.026700,6.516168,0.000000,9.887081,366.114000,57.163439,0.000000,23.860200,0.000000,173.843731,64.600767,0.000000,6.299093,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,91.701994,8.057069,4.126840,36.602241,97.122509,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,13.571682,391.230000,24.652320,0.000000,11.137980,79.067100,19.319988,0,0,0,0,0

38,09:15-09:30,115.920000,1.651860,42.658560,0.000000,75.206964,7.424676,14.692860,116.355086,21.027955,0.000000,12.026700,6.516168,0.000000,9.887081,366.114000,57.163439,0.000000,23.860200,0.000000,173.843731,64.600767,0.000000,6.299093,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,91.701994,8.057069,4.126840,36.602241,97.122509,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,13.571682,391.230000,24.652320,0.000000,11.137980,79.067100,19.319988,0,0,0,0,0

39,09:30-09:45,115.920000,1.651860,35.193312,0.000000,71.839488,7.424676,14.692860,116.355086,21.027955,0.000000,12.026700,6.516168,0.000000,9.887081,366.114000,57.163439,0.000000,23.860200,0.000000,173.843731,64.600767,0.000000,6.299093,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,91.701994,8.057069,0.000000,36.602241,97.122509,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,13.571682,391.230000,24.652320,0.000000,11.137980,79.067100,19.319988,0,0,0,0,0

40,09:45-10:00,115.920000,1.651860,35.193312,0.000000,71.839488,7.424676,14.692860,116.355086,21.027955,0.000000,12.026700,6.516168,0.000000,9.887081,366.114000,57.163439,0.000000,23.860200,0.000000,173.843731,64.600767,0.000000,6.299093,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,91.701994,8.057069,0.000000,36.602241,97.122509,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,13.571682,391.230000,24.652320,0.000000,11.137980,79.067100,19.319988,0,0,0,0,0

41,10:00-10:15,115.920000,1.651860,42.658560,0.000000,71.839488,7.424676,14.692860,116.355086,21.027955,0.000000,12.026700,6.516168,0.000000,9.887081,366.114000,57.163439,0.000000,23.860200,0.000000,173.843731,64.600767,0.000000,6.299093,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,91.701994,8.057069,0.000000,36.602241,97.122509,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,13.571682,391.230000,24.652320,0.000000,11.137980,79.067100,19.319988,0,0,0,0,0

42,10:15-10:30,115.920000,1.651860,42.658560,0.000000,71.839488,7.424676,14.692860,116.355086,21.027955,0.000000,12.026700,6.516168,0.000000,9.887081,366.114000,57.163439,0.000000,23.860200,0.000000,173.843731,64.600767,0.000000,6.299093,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,91.701994,8.057069,0.000000,36.602241,97.122509,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,13.571682,391.230000,24.652320,0.000000,11.137980,79.067100,19.319988,0,0,0,0,0

43,10:30-10:45,115.920000,1.651860,42.658560,0.000000,71.839488,7.424676,14.692860,116.355086,21.027955,0.000000,12.026700,6.516168,0.000000,9.887081,366.114000,57.163439,0.000000,23.860200,0.000000,173.843731,64.600767,0.000000,6.299093,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,91.701994,8.057069,0.000000,36.602241,97.122509,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,13.571682,391.230000,28.433920,0.000000,11.137980,95.168581,19.319988,0,0,0,0,0

44,10:45-11:00,115.920000,1.651860,42.658560,0.000000,71.839488,7.424676,14.692860,116.355086,21.027955,0.000000,12.026700,6.516168,0.000000,9.887081,366.114000,57.163439,0.000000,23.860200,0.000000,173.843731,64.600767,0.000000,6.299093,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,91.701994,8.057069,0.000000,36.602241,97.122509,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,13.571682,391.230000,28.433920,0.000000,11.137980,95.168581,18.565450,0,0,0,0,0

45,11:00-11:15,115.920000,1.932000,42.658560,0.000000,44.899680,7.424676,15.456000,116.355086,21.027955,0.000000,12.558000,6.516168,0.000000,9.887081,364.182000,57.163439,0.000000,24.150000,0.000000,173.843731,64.600767,0.000000,6.299093,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,91.701994,5.371379,0.000000,36.602241,97.122509,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,13.571682,391.230000,28.433920,0.000000,11.137980,95.168581,19.304033,0,0,0,0,0

46,11:15-11:30,115.920000,1.932000,42.658560,0.000000,44.899680,7.424676,15.456000,116.355086,21.027955,0.000000,12.558000,6.516168,0.000000,9.887081,364.182000,57.163439,0.000000,24.150000,0.000000,173.843731,64.600767,0.000000,6.299093,0.000000,44.905506,1.087899,46.850834,0.000000,0.000000,65.192679,91.701994,5.371379,0.000000,36.602241,97.122509,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,13.571682,391.230000,28.433920,0.000000,11.137980,95.168581,19.319988,0,0,0,0,0

47,11:30-11:45,115.920000,2.326798,42.658560,0.000000,50.512140,7.424676,15.456000,116.355086,21.027955,0.000000,12.558000,6.516168,0.000000,9.887081,366.976252,57.163439,0.000000,24.513119,0.000000,173.843731,64.600767,0.000000,6.299093,0.000000,44.905506,1.025135,46.850834,0.000000,0.000000,65.192679,91.701994,5.371379,0.000000,36.602241,97.122509,0.000000,0.000000,0.000000,0.000000,0.000000,33.646990,0.000000,5.175914,0.000000,13.571682,391.230000,28.433920,0.852012,11.137980,95.168581,18.963191,0,0,0,0,0

