Block,Time,TANDA2,RAPPB,SALAL,URI,ANTA_CRF,PARBATI3,NJPC,DADRI_CRF,CHAMERA1,RAPPC,CHAMERA3,TEHRI,RIHAND1,KOLDAM,DULHASTI,AURY_GF,UNCHAHAR1,KOTESHWR,AURY_LF,KISHANGANGA,ANTA_RF,AURY_CRF,RIHAND3,DADRI_LF,ANTA_LF,ANTA_GF,DADRT2,RIHAND2,RAMPUR,DHAULIGNGA,AURY_RF,TANAKPUR,DADRI_GF,SEWA2,SINGRAULI,UNCHAHAR3,DADRI_RF,NAPP,UNCHAHAR4,BSIUL,URI2,UNCHAHAR2,JHAJJAR,CHAMERA2,SINGRAULI_HYDRO,FSTPP I & II,KHSTPP-II,KHSTPP-I,TALA,KUDGI,NTPL,SIPAT I,VSTPS I,LARA-I,VALLURNTECL,KAWAS-RLNG,GANDHAR-APM,SIMHST2,NLCEXP,VSTPS III,KAWAS-ComGas,MOUDA_II,KKNP,KHARGONE-I,KGSU3AND4,SASAN,NLCIIST2,VSTPS V,VSTPS IV,NNTPP,GANDHAR-RLNG,VSTPS II,KAWAS-zLIQ,NLCTS2EXP,KAPS,TALST2,KAWAS-APM,KSTPS I&II,BRBCL,RSTPSU7,TAPS-II,KSTPS7,GANDHAR-ComGas,RSTPSU1TO6,MOUDA,SOLAPUR,KGSU1AND2,MAPS,GADARWARA-I,NLCIIST1,GANDHAR-NAPM,KAWAS-NAPM,SIPAT II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,2.351036,0.000000,51.501002,47.866680,0.000000,0.000000,0.000000,0.000000,40.609675,57.136865,30.552328,29.408635,90.877303,0.000000,51.937806,0.000000,21.380065,16.789688,0.000000,2.458347,0.000000,0.000000,121.902020,0.000000,0.000000,0.000000,48.338022,116.284815,0.000000,0.000000,0.000000,0.617122,0.000000,16.552026,138.769784,25.975960,0.000000,42.539088,1.375498,12.629173,33.382780,41.956548,424.877729,42.042477,1.055656,18.210150,142.131305,40.354270,0.000000,5.99,3.64,5.119751,2.297595,4.102703,2.29,0.000000,0.000000,1.78,1.64,1.888156,0.000000,3.383514,1.55,3.413168,2.10,266.648625,0.40,1.279076,2.585733,0.19,0.000000,1.872044,0.000000,0.84,0.799281,2.92,0.000000,2.813691,7.239847,1.87,2.691439,1.292867,0.000000,7.53,1.867362,3.413167,1.92,0.23,2.068586,0.81,0.000000,0.000000,1.801965,0,0,0,0,0

7,01:30-01:45,2.351036,0.000000,51.501002,47.866680,0.000000,0.000000,0.000000,0.000000,40.609675,57.136865,30.552328,29.408635,90.877303,0.000000,51.937806,0.000000,21.380065,8.394844,0.000000,2.458347,0.000000,0.000000,121.902020,0.000000,0.000000,0.000000,57.527624,116.284815,0.000000,0.000000,0.000000,0.617122,0.000000,16.552026,138.769784,25.975960,0.000000,42.539088,1.375498,12.629173,33.382780,41.956548,424.877729,42.042477,1.055656,18.210150,142.131305,40.354270,0.000000,5.99,3.64,5.119751,2.297595,4.102703,2.29,0.000000,0.000000,1.78,1.64,1.888156,0.000000,3.383514,1.55,3.413168,2.10,266.648625,0.40,1.279076,2.585733,0.19,0.000000,1.872044,0.000000,0.84,0.799281,2.92,0.000000,2.813691,7.127454,1.87,2.691439,1.292867,0.000000,7.53,1.867362,3.413167,1.92,0.23,2.068586,0.81,0.000000,0.000000,1.801965,0,0,0,0,0

8,01:45-02:00,2.351036,0.000000,51.501002,47.866680,0.000000,0.000000,0.000000,0.000000,40.609675,57.136865,30.552328,29.408635,90.877303,0.000000,51.937806,0.000000,21.380065,8.394844,0.000000,2.458347,0.000000,0.000000,121.902020,0.000000,0.000000,0.000000,69.512546,116.284815,0.000000,0.000000,0.000000,0.617122,0.000000,16.552026,138.769784,25.975960,0.000000,42.539088,1.375498,12.629173,33.382780,41.956548,424.877729,42.042477,1.055656,18.210150,142.131305,40.354270,0.000000,5.99,3.64,5.119751,2.297595,4.102703,2.29,0.000000,0.000000,1.78,1.64,1.888156,0.000000,3.383514,1.55,3.413168,2.10,266.648625,0.40,1.279076,2.585733,0.19,0.000000,1.872044,0.000000,0.84,0.799281,2.92,0.000000,2.813691,8.128962,1.87,2.691439,1.292867,0.000000,7.53,1.867362,3.413167,1.92,0.23,2.068586,0.81,0.000000,0.000000,1.801965,0,0,0,0,0

9,02:00-02:15,2.351036,0.000000,51.501002,47.866680,0.000000,0.000000,0.000000,0.000000,40.609675,57.136865,20.347692,29.408635,90.877303,0.000000,51.937806,0.000000,21.380065,8.394844,0.000000,2.458347,0.000000,0.000000,121.902020,0.000000,0.000000,0.000000,71.909529,116.284815,0.000000,0.000000,0.000000,0.617122,0.000000,16.552026,138.769784,25.975960,0.000000,42.539088,1.375498,12.629173,33.382780,41.956548,430.214762,42.042477,1.055656,18.210150,142.131305,40.354270,0.000000,5.99,3.64,5.119751,2.297595,4.102703,2.29,0.000000,0.000000,1.78,1.64,1.888156,0.000000,3.383514,1.55,3.413168,2.10,266.648625,0.40,1.279076,2.585733,0.19,0.000000,1.872044,0.000000,0.85,0.799281,2.92,0.000000,2.813691,10.839401,1.87,2.691439,1.292867,0.000000,7.53,1.867362,3.413167,1.92,0.23,2.068586,0.81,0.000000,0.000000,1.801965,0,0,0,0,0

10,02:15-02:30,2.351036,0.000000,51.501002,47.866680,0.000000,0.000000,0.000000,0.000000,40.609675,57.136865,20.347692,29.408635,90.877303,0.000000,51.937806,0.000000,21.380065,8.394844,0.000000,2.458347,0.000000,0.000000,121.902020,0.000000,0.000000,0.000000,83.894451,116.284815,0.000000,0.000000,0.000000,0.617122,0.000000,16.552026,138.769784,25.975960,0.000000,42.539088,1.375498,12.629173,33.382780,41.956548,430.214762,42.042477,1.055656,18.210150,142.131305,40.354270,0.000000,5.99,3.64,5.119751,2.297595,4.102703,2.29,0.000000,0.000000,1.78,1.64,1.888156,0.000000,3.383514,1.55,3.413168,2.10,266.648625,0.40,1.279076,2.585733,0.19,0.000000,1.872044,0.000000,0.85,0.799281,2.92,0.000000,2.813691,10.290434,1.87,2.691439,1.292867,0.000000,7.53,1.867362,3.413167,1.92,0.23,2.068586,0.81,0.000000,0.000000,1.801965,0,0,0,0,0

11,02:30-02:45,2.351036,0.000000,51.501002,47.866680,0.000000,0.000000,0.000000,0.000000,40.609675,57.136865,20.347692,29.408635,90.877303,0.000000,51.937806,0.000000,21.380065,8.394844,0.000000,2.458347,0.000000,0.000000,121.902020,0.000000,0.000000,0.000000,86.291435,116.284815,0.000000,0.000000,0.000000,0.617122,0.000000,16.552026,138.769784,25.975960,0.000000,42.539088,1.375498,12.629173,33.382780,41.956548,430.615924,42.042477,1.055656,18.210150,142.131305,40.354270,0.000000,5.99,3.64,4.688796,2.297595,4.102703,2.29,0.000000,0.000000,1.78,1.64,1.888156,0.000000,3.383514,1.55,3.413168,2.10,266.648625,0.40,1.279076,2.585733,0.19,0.000000,1.872044,0.000000,0.85,0.799281,2.92,0.000000,2.813691,10.054491,1.87,2.691439,1.292867,0.000000,7.53,1.867362,3.413167,1.92,0.23,2.068586,0.81,0.000000,0.000000,1.801965,0,0,0,0,0

12,02:45-03:00,2.351036,0.000000,51.501002,47.866680,0.000000,0.000000,0.000000,0.000000,40.609675,57.136865,20.347692,29.408635,90.877303,0.000000,51.937806,0.000000,21.380065,8.394844,0.000000,2.458347,0.000000,0.000000,121.902020,0.000000,0.000000,0.000000,102.471079,116.284815,0.000000,0.000000,0.000000,0.617122,0.000000,16.552026,138.769784,25.975960,0.000000,42.539088,1.375498,12.629173,33.382780,41.956548,430.615924,42.042477,1.055656,18.210150,142.131305,40.354270,0.000000,5.99,3.64,4.440565,2.297595,4.102703,2.29,0.000000,0.000000,1.78,1.64,1.888156,0.000000,3.383514,1.55,3.413168,2.10,266.648625,0.40,1.279076,2.585733,0.19,0.000000,1.872044,0.000000,0.85,0.799281,2.92,0.000000,2.813691,10.839401,1.87,2.691439,1.292867,0.000000,7.53,1.867362,3.413167,1.92,0.23,2.068586,0.81,0.000000,0.000000,1.801965,0,0,0,0,0

13,03:00-03:15,2.351036,0.000000,51.501002,47.866680,0.000000,0.000000,19.432247,0.000000,40.609675,57.136865,20.347692,29.408635,90.877303,0.000000,51.937806,0.000000,16.856529,8.394844,0.000000,2.458347,0.000000,0.000000,121.902020,0.000000,0.000000,0.000000,107.864293,116.284815,0.374488,0.000000,0.000000,0.617122,0.000000,16.552026,138.769784,20.104969,0.000000,42.539088,1.375498,12.629173,33.382780,41.956548,383.210061,42.042477,1.055656,18.447075,142.131305,40.351380,0.000000,5.99,3.64,4.440565,2.297595,4.102703,2.29,0.000000,0.000000,1.78,1.64,1.888156,0.000000,3.383514,1.55,3.413168,2.10,266.648625,0.40,1.279076,2.585733,0.19,0.000000,1.872044,0.000000,0.85,0.799281,2.92,0.000000,2.813691,10.839401,1.87,2.691439,1.292867,0.000000,7.53,1.867362,3.413167,1.92,0.23,2.068586,0.81,0.000000,0.000000,1.801965,0,0,0,0,0

14,03:15-03:30,2.351036,0.000000,51.501002,47.866680,0.000000,0.000000,19.432247,0.000000,40.609675,57.136865,20.347692,29.408635,90.877303,0.000000,51.937806,0.000000,16.856529,8.394844,0.000000,2.458347,0.000000,0.000000,121.902020,0.000000,0.000000,0.000000,119.849215,116.284815,0.374488,0.000000,0.000000,0.617122,0.000000,16.552026,138.769784,20.104969,0.000000,42.539088,1.375498,12.629173,33.382780,41.956548,325.400061,31.914836,1.055656,18.447075,142.131305,40.351380,0.000000,5.99,3.64,4.440565,2.297595,4.102703,2.29,0.000000,0.000000,1.78,1.64,1.888156,0.000000,3.383514,1.55,3.413168,2.10,266.648625,0.40,1.279076,2.585733,0.19,0.000000,1.872044,0.000000,0.85,0.799281,2.92,0.000000,2.813691,10.839401,1.87,2.691439,1.292867,0.000000,7.53,1.867362,3.413167,1.92,0.23,2.068586,0.81,0.000000,0.000000,1.801965,0,0,0,0,0

15,03:30-03:45,2.351036,0.000000,51.501002,47.866680,0.000000,0.000000,19.432247,0.000000,40.609675,57.136865,20.347692,29.408635,90.877303,0.000000,51.937806,0.000000,16.856529,8.394844,0.000000,2.458347,0.000000,0.000000,121.902020,0.000000,0.000000,0.000000,122.246201,116.284815,0.374488,9.553234,0.000000,0.617122,0.000000,16.552026,138.769784,20.104969,0.000000,42.539088,1.375498,12.629173,33.382780,41.956548,286.860061,31.914836,1.055656,18.447075,142.131305,40.351380,0.000000,5.99,3.64,4.440565,2.297595,4.102703,2.29,0.000000,0.000000,1.78,1.64,1.888156,0.000000,3.383514,1.55,3.413168,2.10,266.648625,0.40,1.279076,2.585733,0.19,0.000000,1.872044,0.000000,0.85,0.799281,2.92,0.000000,2.813691,10.839401,1.87,2.691439,1.292867,0.000000,7.53,1.867362,3.413167,1.92,0.23,2.068586,0.81,0.000000,0.000000,1.801965,0,0,0,0,0

16,03:45-04:00,2.351036,0.000000,51.501002,47.866680,0.000000,0.000000,19.432247,0.000000,40.609675,57.136865,20.347692,29.408635,90.877303,0.000000,51.937806,0.000000,16.856529,8.394844,0.000000,2.458347,0.000000,0.000000,121.902020,0.000000,0.000000,0.000000,122.246201,116.284815,0.374488,19.106467,0.000000,0.617122,0.000000,16.552026,138.769784,20.104969,0.000000,42.539088,1.375498,12.629173,33.382780,41.956548,286.860061,31.914836,1.055656,18.447075,142.131305,40.351380,0.000000,5.99,3.64,4.440565,2.297595,4.102703,2.29,0.000000,0.000000,1.78,1.64,1.888156,0.000000,3.383514,1.55,3.413168,2.10,266.648625,0.40,1.279076,2.585733,0.19,0.000000,1.872044,0.000000,0.85,0.799281,2.92,0.000000,2.813691,10.839401,1.87,2.691439,1.292867,0.000000,7.53,1.867362,3.413167,1.92,0.23,2.068586,0.81,0.000000,0.000000,1.801965,0,0,0,0,0

17,04:00-04:15,2.351036,0.000000,51.501002,47.866680,0.000000,0.000000,19.728169,0.000000,40.609675,57.136865,20.347692,29.408635,90.877303,0.000000,51.937806,0.000000,16.856529,8.394844,0.000000,2.458347,0.000000,0.000000,121.902020,0.000000,0.000000,0.000000,134.231122,116.284815,0.381296,19.106467,0.000000,0.617122,0.000000,16.552026,138.769784,20.104969,0.000000,42.539088,1.375498,12.629173,33.382780,41.956548,286.860061,31.914836,1.055656,18.447075,142.131305,40.351380,0.000000,5.99,3.64,4.873796,2.297595,4.102703,2.29,0.000000,0.000000,1.78,1.64,1.888156,0.000000,3.383514,1.55,3.413168,2.10,268.779213,0.40,1.279076,2.585733,0.19,0.000000,1.872044,0.000000,0.85,0.799281,2.92,0.000000,2.813691,10.839401,1.87,2.691439,1.292867,0.000000,7.53,1.867362,3.413167,1.92,0.23,2.068586,0.81,0.000000,0.000000,1.801965,0,0,0,0,0

18,04:15-04:30,2.351036,0.000000,51.501002,47.866680,0.000000,0.000000,19.728169,0.000000,40.609675,57.136865,20.347692,29.408635,90.877303,0.000000,51.937806,0.000000,16.856529,8.394844,0.000000,2.458347,0.000000,0.000000,121.902020,0.000000,0.000000,0.000000,148.613028,116.284815,0.381296,19.106467,0.000000,0.617122,0.000000,16.552026,138.769784,20.104969,0.000000,42.539088,1.375498,12.629173,33.382780,41.956548,286.860061,31.914836,1.055656,18.447075,142.131305,40.351380,0.000000,5.99,3.64,5.119198,2.297595,4.102703,2.29,0.000000,0.000000,1.78,1.64,1.888156,0.000000,3.383514,1.55,3.413168,2.10,268.989930,0.40,1.279076,2.585733,0.19,0.000000,1.872044,0.000000,0.85,0.799281,2.92,0.000000,2.813691,10.839401,1.87,2.691439,1.292867,0.000000,7.53,1.867362,3.413167,1.92,0.23,2.068586,0.81,0.000000,0.000000,1.801965,0,0,0,0,0

19,04:30-04:45,2.351036,0.000000,51.501002,47.866680,0.000000,3.345696,19.728169,0.000000,40.609675,57.136865,20.347692,29.408635,90.877303,0.000000,51.937806,0.000000,13.896099,8.394844,0.000000,2.458347,0.000000,0.000000,121.902020,0.000000,0.000000,0.000000,151.010012,116.284815,0.381296,28.659701,0.000000,1.604517,0.000000,16.552026,138.769784,14.863883,0.000000,42.539088,0.989019,12.629173,33.382780,41.956548,276.175713,31.914836,1.055656,18.447075,142.131305,40.351380,0.000000,5.99,3.64,5.119751,2.297595,4.102703,2.29,0.000000,0.000000,1.78,1.64,1.888156,0.000000,3.383514,1.55,3.413168,2.10,268.989930,0.40,1.279076,2.585733,0.19,0.000000,1.872044,0.000000,0.85,0.799281,2.92,0.000000,2.813691,10.839401,1.87,2.691439,1.292867,0.000000,7.53,1.867362,3.413167,1.92,0.23,2.068586,0.81,0.000000,0.000000,1.801965,0,0,0,0,0

20,04:45-05:00,2.351036,0.000000,51.501002,47.866680,0.000000,8.029671,19.728169,0.000000,40.609675,57.136865,20.347692,19.605757,90.877303,0.000000,51.937806,0.000000,11.463396,8.394844,0.000000,2.458347,0.000000,0.000000,121.902020,0.000000,0.000000,0.000000,162.994934,116.284815,0.381296,28.659701,0.000000,1.604517,0.000000,16.552026,138.769784,13.909744,0.000000,42.539088,0.768049,12.629173,33.382780,41.956548,276.175713,31.914836,1.055656,18.447075,142.131305,40.351380,0.000000,5.99,3.64,5.119751,2.297595,4.102703,2.29,0.000000,0.000000,1.78,1.64,1.888156,0.000000,3.383514,1.55,3.413168,2.10,268.989930,0.40,1.279076,2.585733,0.19,0.000000,1.872044,0.000000,0.85,0.799281,2.92,0.000000,2.813691,10.839401,1.87,2.691439,1.292867,0.000000,7.53,1.867362,3.413167,1.92,0.23,2.068586,0.81,0.000000,0.000000,1.801965,0,0,0,0,0

21,05:00-05:15,2.351036,0.000000,51.501002,51.057792,0.000000,52.192864,19.728169,0.000000,40.609675,57.136865,20.347692,0.000000,90.877303,0.000000,51.937806,0.000000,7.864280,8.394844,0.000000,2.458347,0.000000,0.000000,121.902020,0.000000,0.000000,0.000000,165.391917,116.284815,0.381296,28.659701,0.000000,1.604517,0.000000,16.552026,138.769784,12.482817,0.000000,42.539088,0.603922,12.629173,33.382780,29.176418,295.445713,31.914836,1.055656,18.447075,142.131305,40.351380,0.000000,5.99,3.64,5.119751,2.297595,4.102703,2.29,0.000000,0.000000,1.78,1.64,1.888156,0.000000,3.383514,1.55,3.413168,2.10,268.989930,0.40,1.279076,2.585733,0.19,0.000000,1.872044,0.000000,0.85,0.799281,2.92,0.000000,2.813691,10.839401,1.87,2.691439,1.292867,0.000000,7.53,1.867362,3.413167,1.92,0.23,2.068586,0.81,0.000000,0.000000,1.801965,0,0,0,0,0

22,05:15-05:30,2.351036,0.000000,51.501002,51.057792,0.000000,52.192864,39.456339,0.000000,40.609675,57.136865,20.347692,0.000000,90.877303,0.000000,51.937806,0.000000,7.864280,8.394844,0.000000,2.458347,0.000000,0.000000,121.902020,0.000000,0.000000,0.000000,177.376839,116.284815,0.762595,28.659701,0.000000,1.604517,0.000000,16.552026,138.769784,8.913049,0.000000,42.539088,0.603922,12.629173,33.382780,29.176418,295.445713,31.914836,1.055656,18.447075,142.131305,40.351380,0.000000,5.99,3.64,5.119751,2.297595,4.102703,2.29,0.000000,0.000000,1.78,1.64,1.888156,0.000000,3.383514,1.55,3.413168,2.10,268.989930,0.40,1.279076,2.585733,0.19,0.000000,1.872044,0.000000,0.85,0.799281,2.92,0.000000,2.813691,10.839401,1.87,2.691439,1.292867,0.000000,7.53,1.867362,3.413167,1.92,0.23,2.068586,0.81,0.000000,0.000000,1.801965,0,0,0,0,0

23,05:30-05:45,2.351036,0.000000,51.501002,48.930384,0.000000,52.192864,49.320423,0.000000,40.609675,57.136865,20.347692,0.000000,90.877303,0.000000,51.937806,0.000000,7.864280,8.394844,0.000000,2.458347,0.000000,0.000000,121.902020,0.000000,0.000000,0.000000,179.773825,116.284815,0.953244,28.659701,0.000000,1.604517,0.000000,16.552026,138.769784,8.950277,0.000000,42.539088,0.603922,18.880168,33.382780,29.176418,295.445713,28.368743,1.055656,13.102733,118.249584,27.446550,0.000000,5.99,3.64,5.119751,2.297595,4.102703,2.29,0.000000,0.000000,1.78,1.64,1.888156,0.000000,3.383514,1.55,3.413168,2.10,268.989930,0.40,1.279076,2.585733,0.19,0.000000,1.872044,0.000000,0.85,0.799281,2.92,0.000000,2.813691,10.839401,1.87,2.691439,1.292867,0.000000,7.53,1.867362,3.413167,1.92,0.23,2.068586,0.81,0.000000,0.000000,1.801965,0,0,0,0,0

24,05:45-06:00,2.351036,0.000000,51.501002,48.930384,0.000000,52.192864,49.320423,0.000000,40.609675,57.136865,20.347692,0.000000,90.877303,0.000000,51.937806,0.000000,7.864280,8.394844,0.000000,2.458347,0.000000,0.000000,121.902020,0.000000,0.000000,0.000000,182.027201,116.284815,0.953244,28.659701,0.000000,1.604517,0.000000,16.552026,138.769784,8.950277,0.000000,42.539088,0.603922,18.880168,33.382780,29.176418,305.080713,28.368743,1.055656,13.102733,94.162084,27.446550,0.000000,5.99,3.64,5.119751,2.297595,4.102703,2.29,0.000000,0.000000,1.78,1.64,1.888156,0.000000,3.383514,1.55,3.413168,2.10,268.989930,0.41,1.279076,2.585733,0.19,0.000000,1.872044,0.000000,0.85,0.799281,2.92,0.000000,2.813691,10.839401,1.87,2.691439,1.292867,0.000000,7.53,1.867362,3.413167,1.92,0.23,2.068586,0.85,0.000000,0.000000,1.801965,0,0,0,0,0

25,06:00-06:15,2.351036,0.000000,38.625752,48.930384,0.000000,52.192864,49.320423,0.000000,40.609675,57.136865,20.347692,0.000000,90.877303,0.000000,51.937806,0.000000,7.864280,8.394844,0.000000,2.458347,0.000000,0.000000,121.902020,0.000000,0.000000,0.000000,182.027201,116.284815,0.953244,28.659701,0.000000,1.604517,0.000000,16.552026,138.769784,8.944949,0.000000,42.539088,0.603922,18.880168,33.382780,29.176418,295.445713,28.368743,1.055656,13.102733,132.104784,27.446550,0.000000,5.99,3.64,5.119751,2.307872,4.102703,2.29,0.000000,0.000000,1.78,1.66,1.888156,0.000000,3.383514,1.55,3.413168,2.10,285.248992,0.42,1.279076,2.585733,0.19,0.000000,1.872044,0.000000,0.85,0.799281,2.92,0.000000,2.813691,10.839401,1.87,2.691439,1.292867,0.000000,7.53,1.867362,3.413167,1.92,0.23,2.068586,0.86,0.000000,0.000000,1.801965,0,0,0,0,0

26,06:15-06:30,2.351036,0.000000,38.625752,48.930384,0.000000,52.192864,49.320423,0.000000,40.609675,57.136865,20.347692,0.000000,90.877303,0.000000,51.937806,0.000000,7.864280,8.394844,0.000000,2.458347,0.000000,0.000000,121.902020,0.000000,0.000000,0.000000,181.248443,116.284815,0.953244,28.659701,0.000000,1.604517,0.000000,16.552026,138.769784,8.944949,0.000000,42.539088,0.603922,18.880168,33.382780,29.176418,295.445713,28.368743,1.055656,13.102733,142.131305,27.446550,0.000000,5.99,3.64,5.119751,2.307991,4.102703,2.29,0.000000,0.000000,1.78,1.67,1.888156,0.000000,3.383514,1.55,3.413168,2.10,301.492316,0.42,1.279076,2.585733,0.19,0.000000,1.872044,0.000000,0.85,0.799281,2.92,0.000000,2.813691,10.839401,1.87,2.691439,1.292867,0.000000,7.53,1.867362,3.413167,1.92,0.23,2.068586,0.86,0.000000,0.000000,1.801965,0,0,0,0,0

