Block,Time,ANTA_GF,CHAMERA1,AURY_GF,TANAKPUR,SEWA2,BSIUL,ANTA_LF,TANDA2,RAMPUR,DADRI_CRF,DADRI_LF,DHAULIGNGA,PARBATI3,KOLDAM,SINGRAULI,CHAMERA2,CHAMERA3,ANTA_CRF,URI,NAPP,JHAJJAR,RAPPC,DADRI_RF,AURY_LF,DADRI_GF,UNCHAHAR3,UNCHAHAR4,RIHAND3,KISHANGANGA,UNCHAHAR2,AURY_RF,KOTESHWR,SALAL,RIHAND1,RAPPB,TALA,KHSTPP-II,BRBCL,DADRT2,RIHAND2,NJPC,SINGRAULI_HYDRO,UNCHAHAR1,URI2,ANTA_RF,KHSTPP-I,FSTPP I & II,AURY_CRF,TEHRI,DULHASTI,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
7,01:30-01:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.940747,0.000000,0.000000,0.000000,1.485631,20.017951,230.688000,52.449800,0.000000,0.000000,0.000000,14.033520,0.000000,0.000000,0.000000,22.492080,0.000000,9.003560,1.340297,59.811247,0.000000,0.000000,78.818400,14.152986,359.488800,88.040826,0.000000,0.845837,11.563236,4.396221,0.000000,24.529824,10.967292,0.000000,0.000000,15.839473,402.521724,0,0,0,0,0

8,01:45-02:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.940747,0.000000,0.000000,0.000000,1.485631,20.017951,230.688000,52.449800,0.000000,0.000000,0.000000,14.033520,0.000000,0.000000,0.000000,22.492080,0.000000,9.003560,1.340297,59.811247,0.000000,0.000000,78.818400,13.478621,359.488800,88.040826,0.000000,0.845837,11.563236,4.396221,0.000000,24.529824,10.967292,0.000000,0.000000,15.839473,402.521724,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.940747,0.000000,0.000000,0.000000,1.485631,20.017951,230.688000,52.449800,0.000000,0.000000,0.000000,14.033520,0.000000,0.000000,0.000000,22.492080,0.000000,9.003560,1.340297,59.811247,0.000000,0.000000,78.818400,11.915188,359.488800,88.040826,0.000000,0.845837,11.563236,4.396221,0.000000,24.529824,10.967292,0.000000,0.000000,15.839473,402.521724,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.940747,0.000000,0.000000,0.000000,1.485631,20.017951,230.688000,52.449800,0.000000,0.000000,0.000000,14.033520,0.000000,0.000000,0.000000,22.492080,0.000000,9.003560,1.340297,59.811247,0.000000,0.000000,78.818400,10.580981,359.488800,88.040826,0.000000,0.845837,11.563236,4.396221,0.000000,24.529824,10.967292,0.000000,0.000000,15.839473,402.521724,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.940747,0.000000,0.000000,0.000000,1.485631,20.017951,230.688000,52.449800,0.000000,0.000000,0.000000,14.033520,0.000000,0.000000,0.000000,22.492080,0.000000,9.003560,1.340297,59.811247,0.000000,0.000000,78.818400,10.411860,359.488800,88.040826,0.000000,0.845837,11.563236,4.396221,0.000000,24.529824,10.967292,0.000000,0.000000,15.839473,402.521724,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.940747,0.000000,0.000000,0.000000,1.485631,20.017951,230.688000,52.449800,0.000000,0.000000,0.000000,14.033520,0.000000,0.000000,0.000000,22.492080,0.000000,9.003560,1.340297,59.811247,0.000000,0.000000,78.818400,9.247378,359.488800,88.040826,0.000000,0.845837,11.563236,4.396221,0.000000,24.529824,10.967292,0.000000,0.000000,15.839473,402.521724,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.940747,0.000000,0.000000,0.000000,1.485631,20.017951,230.688000,52.449800,0.000000,0.000000,0.000000,14.033520,0.000000,0.000000,0.000000,22.492080,0.000000,9.003560,1.340297,59.811247,0.000000,0.000000,78.818400,11.336023,359.488800,88.040826,0.000000,0.845837,11.563236,4.396221,0.000000,24.529824,10.967292,0.000000,0.000000,15.839473,402.521724,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.940747,0.000000,0.000000,0.000000,1.485631,20.017951,230.688000,52.449800,0.000000,0.000000,0.000000,14.033520,0.000000,0.000000,0.000000,22.492080,0.000000,9.003560,1.340297,59.811247,0.000000,0.000000,78.818400,15.042861,359.488800,88.040826,0.000000,0.845837,11.563236,4.396221,0.000000,24.529824,10.967292,0.000000,0.000000,15.839473,402.521724,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.940747,0.000000,0.000000,0.000000,1.485631,20.017951,230.688000,52.449800,0.000000,0.000000,0.000000,14.033520,0.000000,0.000000,0.000000,22.492080,0.000000,9.003560,1.340297,59.811247,0.000000,0.000000,78.818400,13.800121,359.488800,88.040826,0.000000,0.845837,11.563236,4.396221,0.000000,24.529824,10.967292,0.000000,0.000000,15.839473,402.521724,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.940747,0.000000,0.000000,0.000000,1.485631,20.017951,230.688000,52.449800,0.000000,0.000000,0.000000,14.033520,0.000000,0.000000,0.000000,22.492080,0.000000,9.003560,1.340297,59.811247,0.000000,0.000000,78.818400,14.650666,359.488800,88.040826,0.000000,0.845837,11.563236,4.396221,0.000000,24.529824,10.967292,0.000000,0.000000,15.839473,402.521724,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.940747,0.000000,0.000000,0.000000,1.485631,20.017951,230.688000,52.449800,0.000000,0.000000,0.000000,14.033520,0.000000,0.000000,0.000000,22.492080,0.000000,9.003560,1.340297,59.811247,0.000000,0.000000,78.818400,16.537213,359.488800,88.040826,0.000000,0.845837,11.563236,4.396221,0.000000,24.529824,10.967292,0.000000,0.000000,15.839473,402.521724,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.940747,0.000000,0.000000,0.000000,1.485631,20.017951,230.688000,52.449800,0.000000,0.000000,0.000000,14.033520,0.000000,0.000000,0.000000,22.492080,0.000000,9.003560,1.340297,59.811247,0.000000,0.000000,78.818400,15.320493,359.488800,88.040826,0.000000,0.845837,11.563236,4.396221,0.000000,24.529824,10.967292,0.000000,0.000000,15.839473,402.521724,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.940747,0.000000,0.000000,0.000000,1.485631,20.017951,230.688000,52.449800,0.000000,0.000000,0.000000,14.033520,0.000000,0.000000,0.000000,22.492080,0.000000,9.003560,1.340297,59.811247,0.000000,0.000000,78.818400,17.019867,359.488800,88.040826,0.000000,0.845837,11.563236,4.396221,0.000000,24.529824,10.967292,0.000000,14.230566,15.839473,402.521724,0,0,0,0,0

20,04:45-05:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.940747,0.000000,0.000000,0.000000,1.485631,20.017951,230.688000,52.449800,0.000000,0.000000,0.000000,14.033520,0.000000,0.000000,0.000000,22.492080,0.000000,9.003560,1.340297,59.811247,0.000000,0.000000,78.818400,16.625756,359.488800,88.040826,0.000000,0.845837,11.563236,4.396221,0.000000,24.529824,10.967292,0.000000,14.230566,15.839473,402.521724,0,0,0,0,0

21,05:00-05:15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.940747,0.000000,0.000000,0.000000,1.485631,20.017951,230.688000,52.449800,0.000000,0.000000,0.000000,14.033520,0.000000,0.000000,0.000000,22.492080,0.000000,9.003560,1.340297,59.811247,0.000000,0.000000,97.652511,18.854478,359.488800,88.040826,0.000000,0.845837,11.563236,4.396221,0.000000,24.529824,10.967292,0.000000,28.461132,15.839473,402.521724,0,0,0,0,0

22,05:15-05:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.940747,0.000000,0.000000,0.000000,1.485631,20.017951,230.688000,52.449800,0.000000,0.000000,0.000000,14.033520,0.000000,0.000000,0.000000,22.492080,0.000000,9.003560,1.340297,59.811247,0.000000,0.000000,99.003600,19.223982,359.488800,88.040826,0.000000,0.845837,11.563236,4.396221,0.000000,24.529824,10.967292,0.000000,28.461132,15.839473,402.521724,0,0,0,0,0

23,05:30-05:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.940747,0.000000,0.000000,0.000000,1.485631,20.017951,285.476400,52.449800,0.000000,0.000000,0.000000,14.033520,0.000000,0.000000,0.000000,22.491188,0.000000,9.003560,1.340297,59.811247,0.000000,0.000000,95.610660,19.223982,360.450000,88.040826,21.846154,0.845837,11.630520,4.396221,0.000000,28.629919,10.967292,0.000000,28.461132,15.839473,402.521724,0,0,0,0,0

24,05:45-06:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.904772,0.000000,0.000000,0.000000,1.485631,20.017951,343.148400,52.449800,0.000000,0.000000,0.000000,13.956624,0.000000,0.000000,0.000000,22.415184,0.000000,9.003560,1.340297,88.430400,0.000000,0.000000,141.547177,19.223982,360.450000,110.996877,41.780769,0.845837,11.630520,4.396221,0.000000,37.644917,14.518542,0.000000,42.691698,15.839473,402.521724,0,0,0,0,0

25,06:00-06:15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.904772,0.000000,0.000000,0.000000,1.485631,20.017951,360.450000,52.449800,0.000000,0.000000,0.000000,18.080160,0.000000,0.000000,0.000000,38.772283,0.000000,9.003560,1.340297,88.430400,0.000000,0.000000,141.547177,19.223982,394.092000,110.996877,44.966666,0.845837,17.007857,4.396221,0.000000,44.598796,19.090913,0.000000,42.691698,15.839473,402.521724,0,0,0,0,0

26,06:15-06:30,0.000000,6.302588,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.904772,3.203199,0.000000,0.000000,1.485631,20.017951,363.606004,52.449800,0.000000,0.000000,0.000000,24.690344,0.000000,0.000000,0.000000,40.008028,0.000000,17.059378,1.340297,88.430400,0.000000,0.000000,141.547177,19.223982,381.596400,110.996877,67.996153,0.845837,20.452125,4.396221,0.000000,44.598796,19.670574,0.000000,42.691698,15.839473,402.521724,0,0,0,0,0

27,06:30-06:45,0.000000,13.496651,0.000000,0.000000,5.073867,1.057320,0.000000,0.000000,0.000000,0.000000,0.000000,8.253344,0.000000,0.000000,133.904772,12.659042,0.000000,0.000000,1.485631,20.017951,363.606004,52.449800,0.000000,0.000000,0.000000,24.690344,0.000000,0.000000,0.000000,40.008028,0.000000,25.589066,6.701486,88.430400,0.000000,0.000000,141.547177,19.223982,426.560090,110.996877,89.933332,0.845837,20.452125,4.396221,0.000000,44.598796,19.670574,0.000000,42.691698,15.839473,402.521724,0,0,0,0,0

28,06:45-07:00,0.000000,27.008490,0.000000,0.000000,7.687678,12.535586,0.000000,0.000000,0.000000,0.000000,0.000000,15.236942,0.000000,0.000000,133.904772,25.318085,0.000000,0.000000,2.122330,20.017951,363.606004,52.449800,0.000000,0.000000,0.000000,24.690344,0.000000,0.000000,0.000000,40.008028,0.000000,37.454811,53.611891,88.430400,0.000000,0.000000,141.547177,19.223982,490.212000,110.996877,112.416665,0.845837,20.452125,4.396221,0.000000,44.598796,19.670574,0.000000,42.691698,31.678945,402.521724,0,0,0,0,0

29,07:00-07:15,0.000000,27.008490,0.000000,0.000000,7.687678,12.535586,0.000000,0.000000,0.000000,0.000000,0.000000,17.563116,0.000000,0.000000,133.904772,25.318085,0.000000,0.000000,25.467955,20.017951,397.545018,52.449800,0.000000,0.000000,0.000000,24.690344,0.000000,0.000000,0.000000,40.008028,0.000000,37.454811,53.611891,88.430400,0.000000,0.000000,141.547177,19.223982,538.272000,110.996877,112.416665,0.845837,20.452125,4.396221,0.000000,44.598796,19.670574,0.000000,42.691698,31.678945,402.521724,0,0,0,0,0

30,07:15-07:30,0.000000,27.008490,0.000000,0.000000,7.687678,12.535586,0.000000,0.000000,0.000000,0.000000,0.000000,17.563116,0.000000,0.000000,133.904772,25.318085,0.000000,0.000000,25.467955,20.017951,417.115239,52.449800,0.000000,0.000000,0.000000,24.690344,0.000000,0.000000,0.000000,40.008028,0.000000,37.454811,53.611891,88.430400,0.000000,0.000000,141.547177,19.223982,586.332000,110.996877,112.416665,0.845837,20.452125,4.396221,0.000000,44.598796,19.670574,0.000000,42.691698,31.678945,402.521724,0,0,0,0,0

31,07:30-07:45,0.000000,27.008490,0.000000,0.000000,7.687678,12.535586,0.000000,0.000000,0.000000,0.000000,0.000000,26.344673,0.000000,0.000000,133.904772,25.318085,0.000000,0.000000,3.183494,20.017951,418.540122,52.449800,0.000000,0.000000,0.000000,24.690344,0.000000,0.000000,0.000000,40.008028,0.000000,37.454811,40.208918,88.430400,0.000000,0.000000,141.547177,19.223982,648.983881,110.996877,112.416665,0.845837,20.452125,4.396221,0.000000,44.598796,19.670574,0.000000,42.691698,31.678945,402.521724,0,0,0,0,0

32,07:45:08:00,0.000000,13.504245,0.000000,0.000000,7.687678,12.535586,0.000000,0.000000,0.000000,0.000000,0.000000,26.344673,0.000000,0.000000,133.904772,25.318085,0.000000,0.000000,1.485631,20.017951,418.540122,52.449800,0.000000,0.000000,0.000000,24.690344,0.000000,0.000000,0.000000,40.008028,0.000000,37.454811,40.208918,88.430400,0.000000,0.000000,141.547177,19.223982,648.983881,110.996877,112.416665,0.845837,20.452125,4.396221,0.000000,44.598796,19.670574,0.000000,42.691698,31.678945,402.521724,0,0,0,0,0

33,08:00-08:15,0.000000,13.504245,0.000000,0.000000,7.687678,12.535586,0.000000,0.000000,0.000000,0.000000,0.000000,17.563116,0.000000,0.000000,133.904772,25.318085,0.000000,0.000000,1.485631,20.017951,418.540122,52.449800,0.000000,0.000000,0.000000,24.690344,0.000000,0.000000,0.000000,40.008028,0.000000,37.454811,40.208918,88.430400,0.000000,0.000000,141.547177,19.223982,653.125692,110.996877,112.416665,0.845837,20.452125,4.396221,0.000000,44.598796,19.670574,0.000000,42.691698,31.678945,402.521724,0,0,0,0,0

34,08:15-08:30,0.000000,8.352828,0.000000,0.000000,5.073867,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.236942,0.000000,0.000000,133.904772,3.203199,0.000000,0.000000,1.485631,20.017951,418.540122,52.449800,0.000000,0.000000,0.000000,24.690344,0.000000,0.000000,0.000000,40.008028,0.000000,25.589066,6.701486,88.430400,0.000000,0.000000,141.547177,19.223982,653.125692,110.996877,89.933332,0.845837,20.452125,4.396221,0.000000,44.598796,19.670574,0.000000,42.691698,15.839473,402.521724,0,0,0,0,0

35,08:30-08:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.253344,0.000000,0.000000,133.904772,0.000000,0.000000,0.000000,25.467955,20.017951,418.540122,52.449800,0.000000,0.000000,0.000000,24.690344,0.000000,0.000000,0.000000,40.008028,0.000000,17.059378,1.340297,88.430400,0.000000,0.000000,141.547177,19.223982,653.125692,112.151663,67.358974,0.845837,20.452125,4.396221,0.000000,44.598796,19.670574,0.000000,42.691698,0.000000,402.521724,0,0,0,0,0

36,08:45:09:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.904772,0.000000,0.000000,0.000000,25.467955,20.017951,418.540122,52.449800,0.000000,0.000000,0.000000,24.690344,0.000000,0.000000,0.000000,40.008028,0.000000,17.059378,1.340297,88.430400,0.000000,0.000000,141.547177,19.223982,653.125692,112.151663,41.871794,0.845837,20.452125,4.396221,0.000000,44.598796,19.670574,0.000000,42.691698,0.000000,402.521724,0,0,0,0,0

37,09:00:09:15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.904772,0.000000,0.000000,0.000000,3.183494,20.017951,418.540122,52.449800,0.000000,0.000000,0.000000,24.690344,0.000000,0.000000,0.000000,40.008028,0.000000,9.003560,1.340297,88.430400,0.000000,0.000000,141.547177,19.223982,653.125692,112.151663,21.846154,0.845837,20.452125,4.525522,0.000000,44.598796,19.670574,0.000000,42.691698,0.000000,402.521724,0,0,0,0,0

38,09:15-09:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.904772,0.000000,0.000000,0.000000,1.485631,20.017951,418.540122,52.449800,0.000000,0.000000,0.000000,24.690344,0.000000,0.000000,0.000000,40.008028,0.000000,9.003560,1.340297,88.430400,0.000000,0.000000,141.547177,19.223982,653.125692,112.151663,0.000000,0.845837,20.452125,8.016639,0.000000,44.598796,19.670574,0.000000,42.691698,0.000000,402.521724,0,0,0,0,0

39,09:30-09:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.904772,0.000000,0.000000,0.000000,1.485631,20.017951,418.540122,52.449800,0.000000,0.000000,0.000000,24.690344,0.000000,0.000000,0.000000,40.008028,0.000000,9.003560,1.340297,88.430400,0.000000,0.000000,141.547177,19.223982,653.125692,112.151663,0.000000,0.845837,20.452125,8.016639,0.000000,44.598796,19.670574,0.000000,42.691698,0.000000,402.521724,0,0,0,0,0

40,09:45-10:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.904772,0.000000,0.000000,0.000000,1.485631,20.017951,418.540122,52.449800,0.000000,0.000000,0.000000,24.690344,0.000000,0.000000,0.000000,40.008028,0.000000,9.003560,1.340297,88.430400,0.000000,0.000000,141.547177,19.223982,653.125692,112.151663,0.000000,0.845837,20.452125,4.525522,0.000000,44.598796,19.670574,0.000000,42.691698,0.000000,402.521724,0,0,0,0,0

41,10:00-10:15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.904772,0.000000,0.000000,0.000000,1.485631,20.017951,418.540122,52.449800,0.000000,0.000000,0.000000,24.690344,0.000000,0.000000,0.000000,40.008028,0.000000,9.003560,1.340297,88.430400,0.000000,0.000000,141.547177,17.113013,653.125692,112.151663,0.000000,0.845837,20.452125,4.525522,0.000000,44.598796,19.670574,0.000000,42.691698,0.000000,402.521724,0,0,0,0,0

42,10:15-10:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.904772,0.000000,0.000000,0.000000,1.485631,20.017951,418.540122,52.449800,0.000000,0.000000,0.000000,24.690344,0.000000,0.000000,0.000000,40.008028,0.000000,9.003560,1.340297,88.430400,0.000000,0.000000,141.547177,17.113013,653.125692,112.151663,0.000000,0.845837,20.452125,4.525522,0.000000,44.598796,19.670574,0.000000,28.461132,0.000000,402.521724,0,0,0,0,0

43,10:30-10:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.904772,0.000000,0.000000,0.000000,1.485631,20.017951,418.540122,52.449800,0.000000,0.000000,0.000000,24.690344,0.000000,0.000000,0.000000,40.008028,0.000000,9.003560,1.340297,88.430400,0.000000,0.000000,141.547177,17.113013,653.125692,112.151663,0.000000,0.845837,20.452125,4.525522,0.000000,44.598796,19.670574,0.000000,28.461132,0.000000,402.521724,0,0,0,0,0

44,10:45-11:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.904772,0.000000,0.000000,0.000000,1.485631,20.017951,418.540122,52.449800,0.000000,0.000000,0.000000,24.690344,0.000000,0.000000,0.000000,40.008028,0.000000,9.003560,1.340297,88.430400,0.000000,0.000000,141.547177,17.113013,653.125692,112.151663,0.000000,0.845837,20.452125,4.525522,0.000000,44.598796,19.670574,0.000000,28.461132,0.000000,402.521724,0,0,0,0,0

45,11:00-11:15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.904772,0.000000,0.000000,0.000000,25.467955,20.017951,418.540122,52.449800,0.000000,0.000000,0.000000,24.690344,0.000000,0.000000,0.000000,40.008028,0.000000,9.003560,1.340297,88.430400,0.000000,0.000000,141.547177,17.113013,653.125692,112.151663,0.000000,0.845837,20.452125,4.525522,0.000000,44.598796,19.670574,0.000000,28.461132,0.000000,402.521724,0,0,0,0,0

46,11:15-11:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.904772,0.000000,0.000000,0.000000,25.467955,20.017951,418.540122,52.449800,0.000000,0.000000,0.000000,24.690344,0.000000,0.000000,0.000000,40.008028,0.000000,9.003560,1.340297,88.430400,0.000000,0.000000,141.547177,17.113013,653.125692,112.151663,0.000000,0.845837,20.452125,4.525522,0.000000,44.598796,19.670574,0.000000,14.230566,0.000000,402.521724,0,0,0,0,0

47,11:30-11:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.904772,0.000000,0.000000,0.000000,3.183494,20.017951,418.540122,52.449800,0.000000,0.000000,0.000000,24.690344,0.000000,0.000000,0.000000,40.008028,0.000000,9.003560,1.340297,88.430400,0.000000,0.000000,120.995856,17.113013,653.125692,112.151663,0.000000,0.864225,20.452125,4.525522,0.000000,44.598796,19.670574,0.000000,0.000000,0.000000,402.521724,0,0,0,0,0

