Block,Time,L_NR_2019_19,L_NR_2012_02,L_NR_2023_10,L_NR_2021_15,L_NR_2012_07,L_NR_2020_05,LT-05,L_NR_2022_08,L_NR_2019_06,L_NR_2012_04,L_NR_2022_10,L_NR_2019_07,SH-07,L_NR_2020_06,L_NR_2020_07,LT-31,L_NR_2022_09,L_NR_2021_17,LT-35,L_NR_2012_01,L_NR_2021_14,L_NR_2018_61,L_NR_2019_05,L_NR_2021_16,LT-59,L_NR_2020_02,L_NR_2023_07,L_NR_2021_13,L_NR_2021_12,LT-36,SH-06,L_NR_2023_04,L_NR_2019_11
24,05:45-06:00,0.2438,201.100000,0,0,55.980000,49.05,115.820000,14.6,0,271.430000,38.21,0,30.880000,16.35,16.35,0.000000,38.21,0.33,0.000000,101.090000,0.18,7.4,0,0.67,10.330000,10.350000,0,0,0.02,0.000000,30.880000,29.700000,10.750000

25,06:00-06:15,3.686256,201.100000,0.2,0,55.980000,40.81,115.820000,14.05,4.05,271.430000,38.17,1.49,30.880000,13.61,13.6,0.000000,38.17,1.67,0.000000,101.090000,1.66,7.4,4.32,3.33,10.330000,10.110000,0.46,0.01,0.05,0.000000,30.880000,29.700000,10.750000

26,06:15-06:30,9.137624,201.100000,1.25,0.32,55.980000,41.38,115.820000,12.09,8.8,271.430000,38.14,3.09,30.880000,13.79,13.81,0.150000,38.14,2.67,0.150000,101.090000,3.79,7.4,8.64,5.33,10.330000,10.110000,2.91,0.2,0.98,0.150000,30.880000,29.700000,10.750000

27,06:30-06:45,15.349648,201.100000,3.23,1.05,55.980000,42.08,115.820000,12.42,14.96,271.430000,34.73,8.24,30.880000,14.02,14.03,0.450000,34.73,3,0.450000,101.090000,6.53,7.4,15.55,6,10.330000,10.110000,7.53,0.76,3.83,0.460000,30.880000,29.700000,10.750000

28,06:45-07:00,22.13704,201.100000,5.86,2.36,55.980000,42.31,115.820000,12.65,28.16,271.430000,34.66,15.45,30.880000,14.1,14.1,0.920000,34.66,3,0.920000,101.090000,7.23,7.4,24.19,6,10.330000,10.110000,13.66,1.71,8.53,0.950000,30.880000,29.700000,10.750000

29,07:00-07:15,29.753352,201.100000,9.37,4.38,55.980000,43.1,115.820000,12.7,32.7,271.430000,34.61,22.66,30.880000,14.37,14.36,1.400000,34.61,4.33,1.400000,101.090000,10.33,7.4,32.69,8.67,10.330000,9.930000,21.85,3.01,15.06,1.440000,30.880000,29.700000,10.750000

30,07:15-07:30,38.198584,201.100000,13.67,7.05,55.980000,43.97,115.820000,12.82,29.98,271.430000,34.5,29.98,30.880000,14.66,14.66,1.950000,34.5,6.33,1.950000,101.090000,14.43,7.4,29.99,12.67,10.330000,9.930000,31.9,4.69,23.44,2.000000,30.880000,29.700000,10.750000

31,07:30-07:45,47.180176,261.160000,18.58,10.33,55.980000,45.07,115.820000,13,30.67,271.430000,35,30.67,30.880000,15.02,15.02,2.870000,35,8.33,2.870000,101.090000,16.1,7.4,30.66,16.67,10.330000,9.930000,43.36,6.84,34.18,2.930000,30.880000,29.700000,10.750000

32,07:45:08:00,56.600608,261.160000,24,14.14,55.980000,46.79,115.820000,13.18,30.83,271.430000,35.93,30.83,30.880000,15.6,15.59,3.670000,35.93,10.33,3.670000,101.090000,21.6,7.4,30.84,20.67,10.330000,9.930000,56,12.67,63.36,3.760000,30.880000,29.700000,10.750000

33,08:00-08:15,65.114104,261.160000,28.5,18.37,55.980000,35.16,115.820000,12.63,32.33,271.430000,26.77,32.33,30.880000,11.72,11.72,4.660000,26.77,12,4.660000,101.090000,27.43,7.4,32.34,24,10.330000,9.750000,66.5,16.07,80.34,4.780000,30.880000,29.700000,10.750000

34,08:15-08:30,72.925456,261.160000,33,21.88,55.980000,35.67,115.820000,13.12,32.33,271.430000,27.14,32.33,30.880000,11.89,11.9,5.470000,27.14,14,5.470000,101.090000,33.37,7.4,32.34,28,10.330000,9.750000,77,19.62,98.08,5.610000,30.880000,30.660000,10.750000

35,08:30-08:45,81.048872,261.160000,37.5,24.94,55.980000,36.62,115.820000,13.52,32.5,271.430000,28.48,32.5,30.880000,12.21,12.21,6.370000,28.48,16.33,6.370000,101.090000,39.13,7.4,32.5,32.67,10.330000,9.750000,87.5,22.52,112.59,6.530000,30.880000,30.660000,10.750000

36,08:45:09:00,89.27956,261.160000,42,28.09,55.980000,37.12,115.820000,13.86,32.5,271.430000,29.61,32.5,30.880000,12.38,12.37,7.270000,29.61,18.66,7.270000,101.090000,43.33,7.4,32.5,37.34,10.330000,9.750000,98,25.53,127.63,7.450000,30.880000,31.630000,10.750000

37,09:00:09:15,96.847112,261.160000,46.5,30.53,55.980000,37.75,115.820000,14.38,32.73,271.430000,30.88,32.73,30.880000,12.58,12.59,8.590000,30.88,21.66,8.590000,101.090000,48.87,7.4,32.74,43.34,10.330000,9.750000,108.5,28.27,141.37,8.810000,30.880000,28.560000,10.750000

38,09:15-09:30,103.732024,261.160000,52.5,33.25,55.980000,38.15,115.820000,15.02,32.73,271.430000,32.35,32.73,30.880000,12.72,12.7,9.350000,32.35,24.33,9.350000,101.090000,54.2,7.38,32.74,48.67,10.330000,9.750000,122.5,31.78,158.88,9.580000,30.880000,28.560000,10.750000

39,09:30-09:45,109.934296,261.160000,57,35.58,55.980000,42.86,115.820000,19.1,32.9,271.430000,33.42,32.9,30.880000,14.29,14.28,10.190000,33.42,27.33,10.190000,101.090000,59.2,7.39,32.9,54.67,10.330000,9.750000,133,32.43,162.14,10.450000,30.880000,29.520000,10.750000

40,09:45-10:00,114.92732,261.160000,61.5,36,55.980000,44.25,115.820000,19.45,32.9,271.430000,34.42,32.9,30.880000,14.75,14.75,10.710000,34.42,29,10.710000,101.090000,63.57,7.36,32.9,58,10.330000,9.750000,143.5,35.96,179.8,10.970000,30.880000,29.520000,10.750000

41,10:00-10:15,118.184488,261.160000,66,37,55.980000,45.89,115.820000,19.66,32.9,271.430000,35.42,32.9,30.880000,15.3,15.29,11.350000,35.42,31.33,11.350000,101.090000,67.77,7.32,32.9,62.67,10.330000,9.550000,154,39.21,196.08,11.630000,30.880000,28.520000,0.000000

42,10:15-10:30,120.593232,261.160000,70.5,39,55.980000,47.76,115.820000,19.78,32.9,271.430000,36.74,32.9,30.880000,15.92,15.91,11.830000,36.74,33.66,11.830000,101.090000,71.83,7.36,32.9,67.34,10.330000,9.550000,164.5,41.29,206.48,12.130000,30.880000,28.520000,0.000000

43,10:30-10:45,122.641152,261.160000,73.5,40,74.000000,49.59,115.820000,20.12,32.9,271.430000,37.43,32.9,30.880000,16.53,16.53,12.200000,37.43,34.66,12.200000,101.090000,74.33,7.38,32.9,69.34,10.330000,9.550000,171.5,43.5,217.53,12.510000,30.880000,28.520000,0.000000

44,10:45-11:00,124.338,261.160000,76.5,42,74.000000,51.9,115.820000,27.45,32.9,271.430000,58.89,32.9,30.880000,17.3,17.3,12.680000,58.89,36,12.680000,101.090000,77.33,7.36,32.9,72,10.330000,9.550000,178.5,45,225,13.000000,30.880000,28.520000,0.000000

45,11:00-11:15,123.957672,261.160000,78,43,74.000000,89.64,115.820000,27.53,32.9,271.430000,59.86,32.9,30.880000,29.88,29.89,13.030000,59.86,38.33,13.030000,101.090000,80,7.43,32.9,76.67,9.790000,9.550000,182,45.87,229.38,13.350000,30.880000,28.520000,10.750000

46,11:15-11:30,121.26612,261.160000,78,43.5,74.000000,88.74,115.820000,27.89,32.9,271.430000,60.56,32.9,30.880000,29.58,29.57,13.270000,60.56,38.33,13.270000,101.090000,81,7.4,32.9,76.67,10.250000,9.550000,182,45.87,229.38,13.610000,30.880000,28.520000,10.750000

47,11:30-11:45,118.457544,261.160000,78,44,74.000000,87.66,115.820000,27.9,32.9,271.430000,61.19,32.9,30.880000,29.22,29.22,13.400000,61.19,38.33,13.400000,101.090000,82.03,7.42,32.9,76.67,10.250000,10.210000,182,39.73,198.63,13.730000,30.880000,28.520000,10.750000

48,11:45-12:00,117.053256,261.160000,78,44.5,74.000000,87.04,115.820000,28.07,32.9,271.430000,62.19,32.9,30.880000,29.01,29.02,13.400000,62.19,38.33,13.400000,101.090000,82.2,7.43,32.9,76.67,10.250000,10.210000,182,40.06,200.3,13.730000,30.880000,28.520000,10.750000

49,12:00-12:15,121.256368,261.160000,78,44.5,74.000000,88.21,115.820000,28.27,32.9,271.430000,63.19,32.9,30.880000,29.4,29.42,13.400000,63.19,38.33,13.400000,101.090000,82.53,8.66,32.9,76.67,10.250000,10.030000,182,40.89,204.47,13.730000,30.880000,28.520000,10.750000

50,12:15-12:30,120.076376,261.160000,78,44.5,74.000000,89.54,115.820000,28.81,32.9,271.430000,64.53,32.9,30.880000,29.85,29.84,13.400000,64.53,38.33,13.400000,101.090000,90.83,9.65,32.9,76.67,10.250000,10.030000,182,41.39,206.97,13.730000,30.880000,28.520000,10.750000

51,12:30-12:45,118.574568,261.160000,78,44.5,74.000000,90.5,115.820000,30.78,32.9,271.430000,70,32.9,30.880000,30.17,30.15,13.400000,70,38.33,13.400000,101.090000,90.78,10.73,32.9,76.67,10.290000,10.030000,182,42.06,210.3,13.730000,30.880000,29.480000,10.750000

52,12:45-13:00,116.906976,261.160000,78,44.5,74.000000,91.7,115.820000,30.89,32.9,271.430000,70.18,32.9,30.880000,30.57,30.56,13.400000,70.18,38.33,13.400000,101.090000,91.13,12.12,32.9,76.67,10.290000,10.030000,182,42.59,212.97,13.730000,30.880000,29.480000,10.750000

53,13:00-13:15,114.790792,261.160000,78,44.5,74.000000,91.67,115.820000,30.78,32.9,271.430000,70.18,32.9,30.880000,30.56,30.54,13.400000,70.18,38.33,13.400000,101.090000,90.75,13.92,32.9,76.67,10.330000,10.030000,182,42.59,212.97,13.730000,30.880000,29.480000,10.750000

54,13:15-13:30,111.943208,261.160000,78,44.5,74.000000,92.31,115.820000,30.86,32.9,271.430000,70.15,32.9,30.880000,30.77,30.76,13.350000,70.15,38.33,13.350000,101.090000,90.4,15.68,32.9,76.67,10.330000,10.030000,182,42.59,212.97,13.690000,30.880000,29.480000,10.750000

55,13:30-13:45,116.068304,261.160000,78,44.5,74.000000,92.81,115.820000,30.88,32.9,271.430000,70.32,32.9,30.880000,30.94,30.92,13.150000,70.32,39.33,13.150000,101.090000,89.95,17.37,32.9,78.67,10.330000,10.390000,182,45,225,13.480000,30.880000,29.480000,10.750000

56,13:45-14:00,112.362544,261.160000,78,44,74.000000,102.93,115.820000,36.1,32.9,271.430000,74.18,32.9,30.880000,34.31,34.32,12.830000,74.18,40.66,12.830000,101.090000,88.67,17.68,32.9,81.34,10.330000,10.390000,182,45,225,13.140000,30.880000,29.480000,10.750000

57,14:00-14:15,107.574312,261.160000,78,39.8,74.000000,102.68,115.820000,36.22,32.9,271.430000,74.05,32.9,30.880000,34.23,34.21,12.520000,74.05,40.66,12.520000,101.090000,88.01,18.11,32.9,81.34,10.330000,10.530000,182,45,225,12.840000,30.880000,29.480000,10.750000

58,14:15-14:30,102.10344,261.160000,76.5,39,74.000000,102.68,115.820000,36.08,32.9,271.430000,74.32,32.9,30.880000,34.23,34.21,12.090000,74.32,39.66,12.090000,101.090000,86.42,18.48,32.9,79.34,10.330000,10.530000,178.5,45,225,12.400000,30.880000,29.480000,10.750000

59,14:30-14:45,95.296544,261.160000,73.5,38.69,74.000000,102.82,115.820000,36.22,32.9,271.430000,74.12,32.9,30.880000,34.27,34.29,11.850000,74.12,38.33,11.850000,101.090000,84.2,18.91,32.9,76.67,10.330000,10.530000,171.5,45,225,12.150000,30.880000,29.480000,10.750000

60,14:45-15:00,86.948832,261.160000,70.5,38.07,74.000000,102.79,115.820000,36.18,32.9,271.430000,74.25,32.9,30.880000,34.26,34.27,11.410000,74.25,35.66,11.410000,101.090000,80.87,19.26,32.9,71.34,10.330000,10.530000,164.5,45,225,11.700000,30.880000,29.480000,10.750000

61,15:00-15:15,80.824576,261.160000,67.5,37.31,74.000000,102.68,115.820000,36.22,32.9,271.430000,74.12,32.9,30.880000,34.23,34.21,11.090000,74.12,33.66,11.090000,101.090000,77.27,19.46,32.9,67.34,10.330000,10.860000,157.5,43.9,219.51,11.360000,30.880000,29.480000,10.750000

62,15:15-15:30,74.729576,261.160000,63,36.38,74.000000,101.18,115.820000,36.22,32.9,271.430000,74.15,32.9,30.880000,33.73,33.71,10.510000,74.15,30.66,10.510000,101.090000,73.35,19.69,32.9,61.34,10.330000,10.860000,147,41.35,206.77,10.770000,30.880000,29.480000,10.750000

63,15:30-15:45,67.396072,261.160000,57,35.07,74.000000,98.99,115.820000,32.89,32.9,271.430000,69.35,32.9,30.880000,33,32.99,9.950000,69.35,29.66,9.950000,101.090000,64.7,27.88,32.9,59.34,10.330000,10.860000,133,33.77,168.86,10.200000,30.880000,29.480000,10.750000

64,15:45-16:00,59.301912,261.160000,52.5,32.5,74.000000,97.31,115.820000,32.45,32.9,271.430000,69.23,32.9,30.880000,32.44,32.43,9.350000,69.23,28.33,9.350000,101.090000,60.52,28.01,32.9,56.67,10.330000,10.860000,122.5,30.35,151.74,9.580000,30.880000,29.480000,10.750000

65,16:00-16:15,51.315024,261.160000,48,29.82,74.000000,95.52,115.820000,32.01,32.9,271.430000,68.06,32.9,32.530000,31.84,31.84,8.620000,68.06,26,8.620000,101.090000,55.5,28.26,32.9,52,10.330000,11.140000,112,28.06,140.3,8.830000,32.530000,29.480000,10.750000

66,16:15-16:30,43.73772,261.160000,42,25,74.000000,94.89,115.820000,31.95,32.9,271.430000,66.75,32.9,32.530000,31.63,31.63,7.800000,66.75,24,7.800000,101.090000,50.83,28.64,32.9,48,10.330000,11.140000,98,24.92,124.61,8.000000,32.530000,29.480000,10.750000

67,16:30-16:45,37.116112,261.160000,37.5,22.25,74.000000,92.17,115.820000,31.75,32.9,271.430000,64.83,32.9,32.530000,30.72,30.72,6.900000,64.83,22,6.900000,101.090000,45.68,29.01,32.9,44,10.330000,10.300000,87.5,22.07,110.36,7.070000,32.530000,29.480000,10.750000

68,16:45-17:00,31.128384,261.160000,33,19.68,74.000000,90.62,115.820000,31.11,33,271.430000,62.81,25.75,32.530000,30.21,30.21,6.040000,62.81,19.66,6.040000,101.090000,39.92,29.59,33,39.34,10.330000,10.300000,77,19.53,97.65,6.190000,32.530000,29.480000,10.750000

69,17:00-17:15,24.857848,261.160000,28.5,16.41,74.000000,82.17,115.820000,27.18,33,271.430000,61.68,20.6,30.880000,27.39,27.39,5.280000,61.68,19,5.280000,101.090000,34.21,30.6,31.1,38,10.330000,10.300000,66.5,17,84.98,5.410000,30.880000,30.490000,10.750000

70,17:15-17:30,18.82136,261.160000,25.5,16,74.000000,81.98,115.820000,26.72,30.1,271.430000,61.83,15.45,30.880000,27.33,27.32,4.350000,61.83,18.33,4.350000,101.090000,28.93,33.06,21.6,36.67,10.330000,10.300000,59.5,14.61,73.02,4.450000,30.880000,30.490000,10.750000

71,17:30-17:45,13.613792,261.160000,19.5,14.5,74.000000,82.26,115.820000,25.45,18.62,271.430000,60.4,9,30.880000,27.42,27.43,3.510000,60.4,17,3.510000,101.090000,23.59,32.85,12.96,34,10.330000,10.300000,45.5,11.41,57.07,3.600000,30.880000,29.520000,10.750000

72,17:45-18:00,9.225392,261.160000,15,11,74.000000,80.53,115.820000,25.56,9.72,271.430000,59.96,2.78,30.880000,26.84,26.84,2.590000,59.96,13.67,2.590000,101.090000,18.63,32.45,8.64,27.33,10.330000,10.300000,35,9.78,48.89,2.650000,30.880000,29.520000,10.750000

73,18:00-18:15,6.085248,261.160000,10.5,8.33,74.000000,79.93,115.820000,24.32,0,271.430000,60.44,0,30.880000,26.64,26.66,1.890000,60.44,12,1.890000,101.090000,14.03,24.48,0,24,10.330000,10.580000,24.5,6.68,33.42,1.940000,30.880000,29.520000,10.750000

74,18:15-18:30,2.886592,261.160000,6.18,5.69,74.000000,85.33,115.820000,24.75,0,271.430000,61.08,0,30.880000,28.44,28.45,1.340000,61.08,8.67,1.340000,101.090000,10.17,24.21,0,17.33,10.330000,10.580000,14.43,3.49,17.43,1.380000,30.880000,29.520000,10.750000

75,18:30-18:45,1.140984,261.160000,3.52,3.58,74.000000,84.25,115.820000,26.22,0,271.430000,63.68,0,30.880000,28.08,28.09,0.760000,63.68,6.33,0.760000,101.090000,6.22,24.11,0,12.67,10.330000,10.580000,8.2,2.23,11.16,0.780000,30.880000,29.520000,10.750000

76,18:45-19:00,0.263304,261.160000,1.73,2,74.000000,82.9,115.820000,25.78,0,271.430000,63.05,0,30.880000,27.63,27.64,0.320000,63.05,5.67,0.320000,101.090000,0.32,23.29,0,11.33,10.330000,10.580000,4.03,1.25,6.28,0.330000,30.880000,30.490000,10.750000

77,19:00-19:15,0,261.160000,0.54,0.87,74.000000,83,115.820000,25.61,0,271.430000,62.48,0,30.880000,27.67,27.66,0.120000,62.48,4.33,0.120000,101.090000,0.03,22.56,0,8.67,10.370000,11.140000,1.27,0.56,2.79,0.120000,30.880000,30.490000,10.750000

78,19:15-19:30,0,261.160000,0,0.19,74.000000,83.14,115.820000,24.69,0,271.430000,61.98,0,30.880000,27.71,27.72,0.000000,61.98,1.33,0.000000,101.090000,0,13.46,0,2.67,10.370000,11.140000,0,0.14,0.7,0.000000,30.880000,29.520000,10.750000

79,19:30-19:45,0,261.160000,0,0,74.000000,82.97,115.820000,26.3,0,271.430000,61.74,0,30.880000,27.66,27.65,0.000000,61.74,0.33,0.000000,101.090000,0,13.59,0,0.67,10.370000,11.140000,0,0,0,0.000000,30.880000,29.520000,10.750000

80,19:45-20:00,0,261.160000,0,0,74.000000,83.11,115.820000,25.95,0,271.430000,61.01,0,30.880000,27.7,27.7,0.000000,61.01,0,0.000000,101.090000,0,13.54,0,0,10.370000,11.140000,0,0,0,0.000000,30.880000,29.520000,10.750000

81,20:00-20:15,0,261.160000,0,0,74.000000,90.01,115.820000,25.63,0,271.430000,59.61,0,30.880000,30,30,0.000000,59.61,0,0.000000,101.090000,0,13.73,0,0,10.370000,11.600000,0,0,0,0.000000,30.880000,30.540000,10.750000

82,20:15-20:30,0,261.160000,0,0,74.000000,89.66,115.820000,24.95,0,271.430000,59.27,0,30.880000,29.89,29.88,0.000000,59.27,0,0.000000,101.090000,0,13.72,0,0,10.370000,11.600000,0,0,0,0.000000,30.880000,30.540000,10.750000

83,20:30-20:45,0,261.160000,0,0,74.000000,88.15,115.820000,24.34,0,271.430000,59.34,0,30.880000,29.38,29.39,0.000000,59.34,0,0.000000,101.090000,0,13.79,0,0,10.370000,11.600000,0,0,0,0.000000,30.880000,30.540000,10.750000

84,20:45-21:00,0,261.160000,0,0,74.000000,86.26,115.820000,23.62,0,271.430000,58.07,0,30.880000,28.75,28.76,0.000000,58.07,0,0.000000,101.090000,0,9.07,0,0,10.370000,11.600000,0,0,0,0.000000,30.880000,30.540000,10.750000

85,21:00-21:15,0,261.160000,0,0,74.000000,86.6,115.820000,18.81,0,271.430000,50.34,0,30.880000,28.86,28.87,0.000000,50.34,0,0.000000,101.090000,0,9.27,0,0,10.370000,11.420000,0,0,0,0.000000,30.880000,29.570000,10.750000

86,21:15-21:30,0,261.160000,0,0,74.000000,45.17,115.820000,18.3,0,271.430000,49.96,0,30.880000,15.06,15.06,0.000000,49.96,0,0.000000,101.090000,0,9.5,0,0,10.370000,11.420000,0,0,0,0.000000,30.880000,29.570000,10.750000

87,21:30-21:45,0,261.160000,0,0,74.000000,46.78,115.820000,17.48,0,271.430000,49.12,0,30.880000,15.59,15.61,0.000000,49.12,0,0.000000,101.090000,0,10.1,0,0,10.370000,11.420000,0,0,0,0.000000,30.880000,30.540000,10.750000

88,21:45-22:00,0,261.160000,0,0,74.000000,47.84,115.820000,17.17,0,271.430000,48.52,0,30.880000,15.95,15.94,0.000000,48.52,0,0.000000,101.090000,0,10.47,0,0,10.370000,11.420000,0,0,0,0.000000,30.880000,31.590000,10.750000

89,22:00-22:15,0,261.160000,0,0,74.000000,48.49,115.820000,17.61,0,271.430000,47.53,0,30.880000,16.17,16.16,0.000000,47.53,0,0.000000,101.090000,0,10.73,0,0,10.370000,11.270000,0,0,0,0.000000,30.880000,30.620000,10.750000

90,22:15-22:30,0,261.160000,0,0,74.000000,45.16,115.820000,18.27,0,271.430000,46.71,0,30.880000,15.05,15.06,0.000000,46.71,0,0.000000,101.090000,0,11.01,0,0,10.370000,11.270000,0,0,0,0.000000,30.880000,30.620000,10.750000

91,22:30-22:45,0,261.160000,0,0,74.000000,46.28,115.820000,23.83,0,271.430000,46.85,0,30.880000,15.43,15.42,0.000000,46.85,0,0.000000,101.090000,0,17.08,0,0,10.370000,11.270000,0,0,0,0.000000,30.880000,30.620000,10.750000

92,22:45-23:00,0,261.160000,0,0,74.000000,47.84,115.820000,23.49,0,271.430000,53.46,0,30.880000,15.95,15.94,0.000000,53.46,0,0.000000,101.090000,0,16.54,0,0,10.370000,11.270000,0,0,0,0.000000,30.880000,30.620000,10.750000

