Column1,Time,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,GNARE/SR/2025/01/13/4532,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,GNA/NR/2025/03/01/6891,NR/01102023/30042040/GNA_LT_36,NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,GNA/NR/2025/03/01/2563,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/03/01/3469,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,GNA/SR/2025/03/01/7500,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2025/01/01/8625,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,GNA/NR/2025/03/01/4651,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/03/01/5143,GNA/NR/2025/03/01/1906,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,GNA/WR/2025/01/01/9606,GNA/NR/2025/03/01/8036,GNA/WR/2025/03/01/6406,GNA/NR/2025/03/01/9482
75,18:30-18:45,0,32.33,0,9.5,0,0,4.25,7.6,0,1,1,3.28,2,0.85,0,0,0.05,1.53,26.99,1.55,25.91,0.05,8.64,1.44,0.05,50,31.29,100,193.14,74.41,65.86,8.64,3.76,0,25.91,271.38,99.99,26.99,6.66,9.5,0,28.5,32.33,50,25.91,0,17.28

76,18:45-19:00,0,35.67,0,9.83,0,0,2.93,7.4,0,0,0,0.5,1,0.59,0,0,0.04,1.53,26.99,1.55,25.91,0.04,8.64,1.44,0.04,50,31.29,100,228.35,74.41,65.86,8.64,3.76,0,25.91,271.38,99.99,26.99,6.66,9.83,0,29.51,35.67,50,25.91,0,17.28

77,19:00-19:15,0,41.67,0,15,0,0,0.42,7.2,0,0,0,0,0,0.08,0,0,0,1.68,23.22,1.55,25.91,0,8.64,1.44,0,50,31.29,100,259.72,86.57,74.33,8.64,3.86,0,25.91,271.38,99.99,23.22,8.66,15,0,45,41.66,50,25.91,0,17.28

78,19:15-19:30,0,42,0,15,0,0,0,7,0,0,0,0,0,0,0,0,0,1.68,23.22,1.55,25.91,0,8.64,1.44,0,50,31.29,100,259.72,86.57,82.8,8.64,3.86,0,25.91,271.38,99.99,23.22,8.66,15,0,45,42,50,25.91,0,17.28

79,19:30-19:45,0,42.67,0,15,0,0,0,7,0,0,0,0,0,0,0,0,0,1.68,23.22,1.55,25.91,0,8.64,1.44,0,50,31.29,100,259.72,86.57,108.2,8.64,3.86,0,25.91,271.38,99.99,23.22,8.66,15,0,45,42.66,50,25.91,0,17.28

80,19:45-20:00,0,42,0,14.67,0,0,0,7,0,0,0,0,0,0,0,0,0,1.68,23.22,1.55,25.91,0,8.64,1.44,0,50,31.29,100,259.72,86.57,108.2,8.64,3.86,0,25.91,271.38,99.99,23.22,8.66,14.67,0,43.99,42,50,25.91,0,17.28

81,20:00-20:15,0,41.67,0,14.5,0,0,0,7,0,0,0,0,0,0,0,0,0,1.53,26.99,1.55,25.91,0,8.64,1.39,0,50,31.29,100,259.72,86.57,108.2,8.64,4.5,0,25.91,271.38,99.99,26.99,13.34,14.5,0,43.5,41.66,75,25.91,0,17.28

82,20:15-20:30,0,41.67,0,14.33,0,0,0,7,0,0,0,0,0,0,0,0,0,1.53,26.99,1.55,25.91,0,8.64,1.39,0,50,31.29,100,259.72,86.57,99.73,8.64,4.5,0,25.91,271.38,99.99,26.99,13.34,14.33,0,43.01,41.66,75,25.91,0,17.28

83,20:30-20:45,0,40.67,0,14.17,0,0,0,7,0,0,0,0,0,0,0,0,0,1.53,26.99,1.55,25.91,0,8.64,1.39,0,50,31.29,100,259.72,74.41,91.27,8.64,4.5,0,25.91,271.38,99.99,26.99,12.66,14.17,0,42.49,40.66,75,25.91,0,17.28

84,20:45-21:00,0,40,0,14,0,0,0,7,0,0,0,0,0,0,0,0,0,1.53,26.99,1.55,25.91,0,8.64,1.39,0,50,31.29,100,259.72,86.57,82.8,8.64,4.5,0,25.91,271.38,99.99,26.99,11.66,14,0,42,40,75,25.91,0,17.28

85,21:00-21:15,0,46.67,0,14.33,0,0,0,7,0,0,0,0,0,0,0,0,0,1.91,26.99,1.55,25.91,0,8.64,1.39,0,50,31.29,100,259.72,86.57,70,8.64,4.68,0,25.91,271.38,99.99,26.99,10.66,14.33,0,43.01,46.66,75,25.91,0,17.28

86,21:15-21:30,0,46,0,13.67,0,0,0,7,0,0,0,0,0,0,0,0,0,1.91,26.99,1.55,25.91,0,8.64,1.39,0,50,31.29,100,259.72,86.57,70,8.64,4.68,0,25.91,271.38,99.99,26.99,10,13.67,0,40.99,46,75,25.91,0,17.28

87,21:30-21:45,0,51.67,0,13.5,0,0,0,7,0,0,0,0,0,0,0,0,0,1.91,26.99,1.78,25.91,0,8.64,1.39,0,50,31.29,100,228.35,74.41,70,8.64,4.68,0,25.91,271.38,99.99,26.99,10,13.5,0,40.5,51.66,75,25.91,0,17.28

88,21:45-22:00,0,50.67,0,13.33,0,0,0,7,0,0,0,0,0,0,0,0,0,1.91,26.99,1.78,25.91,0,8.64,1.39,0,50,31.29,100,228.35,74.41,70,8.64,4.68,0,25.91,271.38,99.99,26.99,10,13.33,0,40.01,50.66,75,25.91,0,17.28

89,22:00-22:15,0,60,0,20,0,0,0,7,0,0,0,0,0,0,0,79.27,0,1.76,26.99,1.7,25.91,0,8.64,1.35,0,50,31.29,100,224.52,86.57,70,8.64,4.78,237.82,25.91,271.38,99.99,26.99,10,20,0,60,60,75,25.91,0,17.28

90,22:15-22:30,0,58.33,0,19.67,0,0,0,7,0,0,0,0,0,0,0,79.27,0,1.76,26.99,1.7,25.91,0,8.64,1.35,0,50,31.29,100,259.72,86.57,70,8.64,4.78,237.82,25.91,271.38,99.99,26.99,10,19.67,0,58.99,58.34,75,25.91,0,17.28

91,22:30-22:45,0,57.33,0,24.16,0,0,0,7,0,0,0,0,0,0,0,79.27,0,1.76,26.99,1.7,25.91,0,8.64,1.35,0,50,31.29,100,259.72,86.57,70,8.64,4.78,237.82,25.91,271.38,99.99,26.99,9.66,24.17,0,72.5,57.34,75,25.91,0,17.28

92,22:45-23:00,0,56.67,0,23.34,0,0,0,7,0,0,0,0,0,0,0,79.27,0,1.76,26.99,1.7,25.91,0,8.64,1.35,0,50,31.29,100,224.52,86.57,70,8.64,4.78,237.82,25.91,271.38,99.99,26.99,8.66,23.33,0,70,56.66,75,25.91,0,17.28

93,23:00-23:15,0,60.67,0,22.5,0,0,0,7,0,0,0,0,0,0,0,79.27,0,1.76,26.99,1.7,25.91,0,8.64,1.35,0,50,30.78,0,224.52,76.1,70,8.64,4.78,237.82,25.91,271.38,99.99,26.99,11.66,22.5,0,67.5,60.67,75,25.91,0,17.28

94,23:15-23:30,0,60,0,21.66,0,0,0,7,0,0,0,0,0,0,0,79.27,0,1.76,26.99,1.7,25.91,0,8.64,1.35,0,50,30.28,0,224.52,76.1,70,8.64,4.78,237.82,25.91,271.38,99.99,26.99,11,21.67,0,65,60,75,25.91,0,17.28

95,23:30-23:45,0,59.33,0,20.84,0,0,0,7,0,0,0,0,0,0,0,79.27,0,1.76,26.99,1.7,25.91,0,8.64,1.35,0,50,30.28,0,224.52,76.1,70,8.64,4.78,237.82,25.91,271.38,99.99,26.99,10,20.83,0,62.5,59.33,75,25.91,0,17.28

96,23:45-24:00,0,58.33,0,20,0,0,0,7,0,0,0,0,0,0,0,79.27,0,1.76,26.99,1.7,25.91,0,8.64,1.35,0,50,30.28,0,224.52,63.94,70,8.64,4.78,237.82,25.91,271.38,99.99,26.99,9.34,20,0,60,58.33,75,25.91,0,17.28

