Block,Time,BRBCL,CHAMERA2,DADRT2,DHAULIGNGA,MAPS,RAPPC,SASAN,TALST2,TelanganaSTPP,KOLDAM,NAPP,NJPC,NLCIIST1,RIHAND3,RSTPSU7,SEWA2,UNCHAHAR2,UNCHAHAR3,URI,AURY_LF,KISHANGANGA,KKNPPU2,KOTESHWR,RIHAND1,SALAL,SIMHST1,SIMHST2,TALA,TEHRI,ANTA_GF,AURY_CRF,KHSTPP-I,KHSTPP-II,TANDA2,URI2,ANTA_LF,DADRI_CRF,DADRI_LF,CHAMERA3,FSTPP I & II,JHAJJAR,KUDGI,NLCEXP,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,RSTPSU1TO6,SINGRAULI_HYDRO,UNCHAHAR4,VALLURNTECL,DADRI_RF,BSIUL,DULHASTI,KKNP,RAMPUR,RAPPB,SINGRAULI,ANTA_RF,AURY_RF,KGSU1AND2,KGSU3AND4,RIHAND2,TANAKPUR,AURY_GF,DADRI_GF,CHAMERA1,PARBATI3,UNCHAHAR1,ANTA_CRF
65,16:00-16:15,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,1.11,0,0,0,8.88,92,1.4,0,0,0,15.56,0,0,33.99,125.88,0,7.13,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,42.94,70.59,0,0,118.75,0,0,0,0,0,20.56,0

66,16:15-16:30,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,1.11,0,0,0,8.88,92,1.4,0,0,0,31.12,0,0,33.99,125.88,0,7.13,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,42.94,70.59,0,0,118.75,0,0,0,0,0,20.56,0

67,16:30-16:45,20,3.33,682.79,0,0,53.93,348.98,0,0,0,44.32,23.39,0,60.68,0,0,42.39,26.39,0.88,0,0,0,8.88,92,1.4,0,0,0,46.68,0,0,33.99,125.88,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,42.94,70.59,0,0,118.75,0,0,0,0,0,20.56,0

68,16:45-17:00,20,13.17,682.79,0,0,53.93,348.98,0,0,0,44.32,46.79,0,60.68,0,0,42.39,26.39,0.88,0,0,0,8.88,92,1.4,0,0,0,46.68,0,0,33.99,125.88,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,0,0,0,0,125.96,42.94,70.59,0,0,118.75,0,0,0,0,0,20.56,0

69,17:00-17:15,20,13.17,682.79,0,0,53.93,348.98,0,0,0,44.32,70.17,0,60.68,0,0,42.39,26.39,0.88,0,0,0,8.88,92,1.4,0,0,0,46.68,0,0,33.99,125.88,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,1.1,16.48,0,0,0,125.96,43.26,70.59,0,0,118.75,0,0,0,0,0,20.56,0

70,17:15-17:30,20,26.34,682.79,7.92,0,53.93,348.98,0,0,0,44.32,93.56,0,60.68,0,5.27,42.39,26.39,0.88,0,0,0,8.88,92,1.4,0,0,0,46.68,0,0,33.99,125.88,0,4.31,0,2.19,23.57,9.67,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,6.52,32.95,0,0,0,125.96,43.57,70.59,0,0,118.75,0,0,0,12.01,0,20.56,0

71,17:30-17:45,20,26.34,682.79,17.44,0,53.93,348.98,0,0,0,44.32,116.96,0,60.68,0,5.27,42.39,26.39,0.88,0,0,0,19.72,92,1.4,0,0,0,62.24,0,0,33.99,125.88,0,4.31,0,2.19,23.57,19.38,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,13.04,49.43,0,0,0,125.96,44.41,70.59,0,0,118.75,5.76,0,0,28.1,0,20.56,0

72,17:45-18:00,20,26.34,682.79,27.41,0,53.93,348.98,0,0,0,44.32,116.96,0,60.68,0,5.27,42.39,26.39,0.88,0,0,0,19.72,92,1.4,0,0,0,62.24,0,0,33.99,125.88,0,4.31,0,2.19,23.57,19.38,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,13.04,49.43,0,0,0,125.96,44.41,70.59,0,0,118.75,5.76,0,0,28.1,0,20.56,0

73,18:00-18:15,20,26.34,682.79,27.41,0,53.93,348.98,0,0,0,44.32,116.96,0,60.68,0,5.27,42.39,26.39,2.21,0,0,0,19.72,92,1.4,0,0,0,62.24,0,0,33.99,125.88,0,4.31,0,2.19,23.57,19.38,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,13.04,49.43,0,0,0,125.96,44.63,71.46,0,0,118.75,0,0,0,28.1,0,20.56,0

74,18:15-18:30,20,26.34,682.79,27.41,0,53.93,348.98,0,0,0,44.32,116.96,0,60.68,0,5.27,42.39,26.39,2.21,0,0,0,19.72,92,1.4,0,0,0,62.24,0,0,33.99,125.88,0,4.31,0,2.19,23.57,19.38,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,13.04,49.43,0,0,0,125.96,44.83,71.46,0,0,118.75,0,0,0,28.1,0,20.56,0

75,18:30-18:45,20,26.34,682.79,27.41,0,53.93,348.98,0,0,0,44.32,116.96,0,60.68,0,5.27,42.39,26.39,2.21,0,0,0,19.72,92,1.4,0,0,0,62.24,0,0,33.99,125.88,0,4.31,0,2.19,23.57,19.38,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,13.04,49.43,0,0,0,125.96,44.83,71.46,0,0,118.75,0,0,0,12.01,0,20.56,0

76,18:45-19:00,20,13.17,682.79,27.41,0,53.93,348.98,0,0,0,44.32,116.96,0,60.68,0,0,42.39,26.39,2.21,0,0,0,8.88,92,1.4,0,0,0,62.24,0,0,33.99,125.88,0,4.31,0,2.19,23.57,1.91,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,2.2,32.95,0,0,0,125.96,44.83,71.46,0,0,118.75,0,0,0,0,0,20.56,0

77,19:00-19:15,20,13.17,682.79,16.37,0,53.93,348.98,0,0,0,44.32,93.56,0,60.68,0,0,42.39,26.39,2.21,0,0,0,8.88,92,9.29,0,0,0,46.68,0,0,33.99,125.88,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,16.48,0,0,0,125.96,45.05,71.46,0,0,118.75,0,0,0,0,0,20.56,0

78,19:15-19:30,20,0,682.79,7.92,0,53.93,348.98,0,0,0,44.32,76.33,0,60.68,0,0,42.39,26.39,26.49,0,0,0,8.88,92,41.83,0,0,0,46.68,0,0,33.99,125.88,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,16.48,0,0,0,125.96,45.05,71.46,0,0,118.75,0,0,0,0,0,20.56,0

79,19:30-19:45,20,0,682.79,0,0,53.93,348.98,0,0,0,44.32,46.79,0,60.68,0,0,42.39,26.39,26.49,0,0,0,8.88,92,41.83,0,0,0,31.12,0,0,33.99,125.88,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,16.48,0,0,0,125.96,44.41,71.46,0,0,118.75,0,0,0,0,0,20.56,0

80,19:45-20:00,20,0,682.79,0,0,53.93,348.98,0,0,0,44.32,23.39,0,60.68,0,0,42.39,26.39,23.19,0,0,0,8.88,92,41.83,0,0,0,29.86,0,0,33.99,125.88,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,16.48,0,0,0,125.96,44.41,71.46,0,0,118.75,0,0,0,0,0,20.56,0

81,20:00-20:15,20,0,682.78,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,23.19,0,0,0,8.88,92,41.83,0,0,0,29.86,0,0,33.99,125.88,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,16.48,0,0,0,125.96,44.41,71.46,0,0,118.75,0,0,0,0,0,20.56,0

82,20:15-20:30,20,0,682.78,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,23.19,0,0,0,8.88,92,41.83,0,0,0,15.56,0,0,33.99,125.88,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,16.48,0,0,0,125.96,44.41,71.46,0,0,118.75,0,0,0,0,0,20.56,0

83,20:30-20:45,20,0,682.78,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,15.45,0,0,0,8.88,92,41.83,0,0,0,0,0,0,33.99,125.88,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,16.48,0,0,0,125.96,44.41,71.46,0,0,118.75,0.51,0,0,0,0,20.56,0

84,20:45-21:00,20,0,607.49,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,15.45,0,0,0,8.88,92,2.33,0,0,0,0,0,0,33.99,125.88,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,16.48,0,0,0,125.96,44.41,71.46,0,0,118.75,0.51,0,0,0,0,20.56,0

85,21:00-21:15,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,23.19,0,0,0,8.88,92,1.4,0,0,0,0,0,0,33.99,125.88,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,16.48,0,0,0,125.96,44.41,71.46,0,0,118.75,0.51,0,0,0,0,20.56,0

86,21:15-21:30,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,23.19,0,0,0,8.88,92,1.4,0,0,0,0,0,0,33.99,125.88,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,16.48,0,0,0,125.96,44.41,71.46,0,0,118.75,0.51,0,0,0,0,20.56,0

87,21:30-21:45,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,16.56,0,0,0,8.88,92,1.4,0,0,0,0,0,0,33.99,125.88,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,16.48,0,0,0,125.96,44.41,71.46,0,0,118.75,0.51,0,0,0,0,20.56,0

88,21:45-22:00,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,16.56,0,0,0,8.88,92,1.4,0,0,0,0,0,0,33.99,125.88,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,16.48,0,0,0,125.96,44.41,71.46,0,0,118.75,0.51,0,0,0,0,20.56,0

89,22:00-22:15,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,16.56,0,0,0,8.88,92,1.4,0,0,0,0,0,0,33.99,125.88,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,16.48,0,0,0,125.96,44.63,71.46,0,0,118.75,0,0,0,0,0,20.56,0

90,22:15-22:30,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,16.56,0,0,0,8.88,92,1.4,0,0,0,0,0,0,33.99,125.88,0,4.31,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,16.48,0,0,0,125.96,44.83,71.46,0,0,118.75,0,0,0,0,0,20.56,0

91,22:30-22:45,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,4.41,0,0,0,8.88,92,1.4,0,0,0,0,0,0,33.99,125.88,0,7.13,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,16.48,0,0,0,125.96,44.83,71.46,0,0,118.75,0.51,0,0,0,0,20.56,0

92,22:45-23:00,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,4.41,0,0,0,8.88,92,1.4,0,0,0,0,0,0,33.99,125.88,0,7.13,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,16.48,0,0,0,125.96,44.83,71.46,0,0,118.75,0.51,0,0,0,0,20.56,0

93,23:00-23:15,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,4.41,0,0,0,8.88,92,1.4,0,0,0,0,0,0,33.99,125.88,0,7.13,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,16.48,0,0,0,125.96,44.83,71.46,0,0,118.75,0.51,0,0,0,0,20.56,0

94,23:15-23:30,20,0,683.14,0,0,53.93,348.98,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,2.21,0,0,0,8.88,92,1.4,0,0,0,0,0,0,33.99,125.88,0,7.13,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,16.48,0,0,0,125.96,45.05,71.46,0,0,118.75,0.51,0,0,0,0,20.56,0

95,23:30-23:45,20,0,683.14,0,0,53.93,376.88,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,8.83,0,0,0,8.88,92,1.4,0,0,0,0,0,0,33.99,125.88,0,7.13,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,16.48,0,0,0,125.96,45.05,71.46,0,0,118.75,0.51,0,0,0,0,20.56,0

96,23:45-24:00,20,0,683.14,0,0,53.93,388.12,0,0,0,44.32,0,0,60.68,0,0,42.39,26.39,8.83,0,0,0,8.88,92,1.4,0,0,0,0,0,0,33.99,125.88,0,7.13,0,2.19,23.57,0,11.12,654.3,0,0,0,0,0,0,0,0,0,0,67.41,0,16.48,0,0,0,125.96,45.05,71.46,0,0,118.75,0.51,0,0,0,0,20.56,0

