Block,Time,WR/01102023/30052048/L_NR_2022_10,NR/01102023/06022042/L_NR_2012_02,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/25122043/L_NR_2023_10,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_36,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,NR/01112023/30112023/HP-09,NR/01102023/30042040/GNA_LT_35,NR/01102023/25072045/L_NR_2021_15,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01112023/30112023/HP-10,WR/01102023/29112042/L_NR_2019_05,NR/01102023/23072042/L_NR_2012_04,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,NR/01102023/19072037/LT-05,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/21112023/30112023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,WR/01102023/16072048/L_NR_2022_08,NR/01102023/08032047/L_NR_2021_14,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/22102023/11042047/L_NR_2021_16,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/03112023/30112023/IEX-231101-05680,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/26122029/SH-06
10,02:15-02:30,29.85,117.620000,0,29.85,0,0,2.130000,0.000000,14.22,0,172.710000,0.000000,0,24.100000,73.760000,0,149.130000,0,0,48.200000,30.850000,42.63,14.21,71.730000,48.200000,96.410000,6.61,0,0,9.79,0,26.020000,1.480000,144.62,0,0.000000,1.690000,48.200000,0.000000,26.020000

11,02:30-02:45,29.09,117.620000,0,29.09,0,0,2.130000,0.000000,14.48,0,172.710000,0.000000,0,24.100000,73.760000,0,149.130000,0,0,48.200000,30.850000,43.46,14.49,71.730000,48.200000,96.410000,6.61,0,0,9.51,0,26.020000,1.480000,144.62,0,0.000000,1.690000,48.200000,0.000000,26.020000

12,02:45-03:00,29.3,117.620000,0,29.3,0,0,2.130000,0.000000,15.25,0,172.710000,0.000000,0,24.100000,73.760000,0,149.130000,0,0,48.200000,30.850000,45.78,15.26,71.730000,48.200000,96.410000,6.61,0,0,9.18,0,26.020000,1.480000,144.62,0,0.000000,1.690000,48.200000,0.000000,26.020000

13,03:00-03:15,29.25,117.620000,0,29.25,0,0,2.130000,0.000000,12.51,0,172.710000,0.000000,0,24.100000,73.760000,0,149.130000,0,0,48.200000,30.850000,37.51,12.5,71.730000,48.200000,96.410000,6.61,0,0,8.91,0,26.020000,1.710000,144.62,0,0.000000,1.690000,48.200000,0.000000,26.020000

14,03:15-03:30,29.23,129.190000,0,29.23,0,0,2.130000,0.000000,12.67,0,172.710000,0.000000,0,24.100000,73.760000,0,149.130000,0,0,48.200000,30.850000,38.01,12.67,71.730000,48.200000,96.410000,6.61,0,0,8.68,0,26.020000,1.710000,144.62,0,0.000000,1.690000,48.200000,0.000000,26.020000

15,03:30-03:45,27.78,136.900000,0,27.78,0,0,2.130000,0.000000,12.83,0,172.710000,0.000000,0,23.140000,73.760000,0,149.130000,0,0,48.200000,30.850000,38.51,12.84,71.730000,48.200000,96.410000,6.61,0,0,8.25,0,26.020000,1.710000,144.62,0,0.000000,1.690000,48.200000,0.000000,26.020000

16,03:45-04:00,27.42,150.400000,0,27.42,0,0,2.130000,0.000000,12.67,0,172.710000,0.000000,0,23.140000,73.760000,0,149.130000,0,0,48.200000,30.850000,38.01,12.67,71.730000,48.200000,96.410000,6.61,0,0,8.18,0,26.020000,1.710000,144.62,0,0.000000,1.690000,48.200000,0.000000,26.020000

17,04:00-04:15,28.4,164.860000,0,28.4,0,0,2.130000,0.000000,12.17,0,172.710000,0.000000,0,23.140000,73.760000,0,149.130000,0,0,48.200000,30.850000,36.51,12.17,71.730000,48.200000,96.410000,6.61,0,0,8.01,0,26.020000,1.630000,144.62,0,0.000000,1.690000,48.200000,0.000000,26.020000

18,04:15-04:30,29.11,188.220000,0,29.11,0,0,2.130000,0.000000,11.92,0,172.710000,0.000000,0,23.140000,73.760000,0,192.820000,0,0,48.200000,30.850000,35.76,11.92,71.730000,48.200000,96.410000,6.61,0,0,7.84,0,26.020000,1.630000,144.62,0,0.000000,1.690000,48.200000,0.000000,26.020000

19,04:30-04:45,21.36,193.040000,0,21.36,0,0,2.130000,0.000000,9.17,0,172.710000,0.000000,0,23.140000,73.760000,0,231.380000,0,0,48.200000,46.280000,27.51,9.17,71.730000,48.200000,96.410000,6.61,0,0,6.34,0,26.020000,1.630000,144.62,0,0.000000,1.690000,48.200000,0.000000,26.020000

20,04:45-05:00,20.42,197.860000,0,20.42,0,0,2.130000,0.000000,9.15,0,172.710000,0.000000,0,23.140000,73.760000,0,271.150000,0,0,48.200000,36.640000,27.42,9.14,71.730000,48.200000,96.410000,6.61,0,0,6.34,0,26.020000,1.630000,144.62,0,0.000000,1.690000,48.200000,0.000000,26.020000

21,05:00-05:15,14.67,212.980000,0,14.67,0,0,2.080000,0.000000,7.34,0,172.710000,0.000000,0,23.140000,73.760000,0,271.150000,0,0,48.200000,55.550000,22,7.33,71.730000,48.200000,96.410000,6.61,0,0,6.34,0,26.020000,1.630000,144.62,0,0.000000,1.690000,48.200000,0.000000,26.020000

22,05:15-05:30,14.67,212.980000,0,14.67,0,0,2.080000,0.000000,7.34,0,172.710000,0.000000,0,23.140000,73.760000,0,271.150000,0,0,67.490000,68.000000,22,7.33,71.730000,48.200000,96.410000,6.61,0,0,6.34,0,26.020000,1.630000,144.62,0,0.000000,1.690000,48.200000,0.000000,26.020000

23,05:30-05:45,14.67,212.980000,0,14.67,0,0,2.080000,0.000000,7.34,0,172.710000,0.000000,0,24.100000,73.760000,0,271.150000,0,0,91.590000,68.000000,22,7.33,71.730000,48.200000,96.410000,6.61,0,0,6.34,0,26.020000,1.630000,144.62,0,0.000000,1.690000,48.200000,0.000000,26.020000

24,05:45-06:00,14.67,260.890000,0,14.67,0,0,2.080000,0.000000,7.34,0,172.710000,0.000000,0,24.100000,73.760000,0,271.150000,0,0,100.980000,86.960000,22,7.33,71.730000,48.200000,96.410000,6.61,0,0,6.34,0,26.020000,1.630000,144.62,0,0.000000,1.690000,48.200000,0.000000,26.020000

25,06:00-06:15,14.67,260.890000,0.16,14.67,0,0,2.080000,0.000000,7.34,0,0.000000,0.000000,0,24.100000,203.700000,0,271.150000,0,0,100.980000,68.000000,22,7.33,71.730000,48.200000,96.410000,6.61,0,0,6.34,0,25.250000,1.550000,144.62,0,0.000000,1.610000,48.200000,0.000000,25.250000

26,06:15-06:30,14.67,260.890000,0.32,14.67,1,0,2.080000,0.000000,7.34,0,0.000000,0.000000,0,23.140000,203.700000,2.04,271.150000,0,0,100.980000,68.000000,22,7.33,71.730000,48.200000,96.410000,6.61,0,0,6.34,0,25.250000,1.550000,144.62,0,0.000000,1.610000,48.200000,0.000000,25.250000

27,06:30-06:45,14.67,260.890000,3.63,14.67,3,0,2.080000,0.000000,7.34,0,0.000000,0.000000,0,23.140000,203.700000,5.85,271.150000,0,0,100.980000,68.000000,22,7.33,71.730000,48.200000,96.410000,6.61,0,0,6.34,0,25.250000,1.550000,144.62,0,0.000000,1.610000,48.200000,0.000000,25.250000

28,06:45-07:00,14.67,260.890000,9.13,14.67,10,1.5,2.080000,0.010000,7.34,0,0.000000,0.010000,0,23.140000,203.700000,13.04,271.150000,0.08,0.39,100.980000,86.960000,22,7.33,71.730000,48.200000,96.410000,6.61,2.23721,3.5,6.34,0,25.250000,1.550000,144.62,0,0.010000,1.610000,48.200000,0.000000,25.250000

29,07:00-07:15,14.67,260.890000,17.47,14.67,17,3,2.080000,0.020000,7.34,0.33,0.000000,0.020000,2.55,23.140000,203.700000,22.31,271.150000,0.55,2.74,100.980000,86.960000,22,7.33,96.410000,48.200000,96.410000,6.61,8.491671,7,6.34,0,25.250000,1.550000,144.62,0.67,0.020000,1.610000,48.200000,0.000000,25.250000

30,07:15-07:30,14.67,260.890000,27.34,14.67,27,4,2.080000,0.180000,7.34,0.67,0.000000,0.170000,5,23.140000,203.700000,29.54,271.150000,0.85,4.24,100.980000,86.960000,22,7.33,118.010000,48.200000,96.410000,6.61,15.495111,11,6.34,0.28,25.250000,1.550000,144.62,1.33,0.170000,1.610000,48.200000,0.000000,25.250000

31,07:30-07:45,14.67,260.890000,29.5,14.67,29.5,6,2.080000,0.610000,7.34,2.33,0.000000,0.590000,9,23.140000,203.700000,29.5,271.150000,2.38,11.88,100.980000,86.960000,22,7.33,118.010000,48.200000,96.410000,6.61,22.984901,14,6.34,1.42,25.250000,1.550000,144.62,4.67,0.590000,1.610000,48.200000,0.000000,30.850000

32,07:45:08:00,14.67,260.890000,29.5,14.67,29.5,10,2.080000,1.170000,7.34,4.67,0.000000,1.140000,12,22.170000,203.700000,29.5,271.150000,4.53,22.68,100.980000,86.960000,22,7.33,118.010000,48.200000,96.410000,6.61,31.914287,22,6.34,7.07,25.250000,1.550000,144.62,9.33,1.140000,1.610000,48.200000,0.000000,30.850000

33,08:00-08:15,14.67,260.890000,29.83,14.67,29.83,16,2.080000,1.930000,7.34,7,0.000000,1.880000,11,22.170000,203.700000,29.84,271.150000,7.26,36.33,100.980000,86.960000,22,7.33,118.010000,48.200000,96.410000,6.61,41.952551,39,6.34,13.62,26.020000,1.550000,144.62,13,1.880000,1.610000,48.200000,0.000000,30.850000

34,08:15-08:30,14.67,260.890000,29.83,14.67,29.83,21,2.080000,2.870000,7.34,9,0.000000,2.800000,15,22.170000,203.700000,29.84,271.150000,10.39,51.96,100.980000,86.960000,22,7.33,118.010000,48.200000,96.410000,6.01,52.409076,49,6.34,20.16,26.020000,1.550000,144.62,18,2.800000,1.610000,48.200000,0.000000,30.850000

35,08:30-08:45,14.67,260.890000,31.17,14.67,31.17,30,2.080000,3.880000,7.34,11,0.000000,3.780000,19.03,23.140000,203.700000,31.16,271.150000,13.74,68.71,100.980000,86.960000,22,7.33,118.010000,48.200000,96.410000,6.01,62.486248,70,6.34,26.71,26.020000,1.550000,144.62,21,3.780000,1.610000,48.200000,0.000000,30.850000

36,08:45:09:00,14.67,260.890000,31.17,14.67,31.17,34,2.080000,4.960000,7.34,14,0.000000,4.830000,22.73,23.140000,203.700000,31.16,271.150000,17.32,86.62,100.980000,86.960000,22,7.33,118.010000,48.200000,96.410000,6.01,72.281337,81,6.34,32.62,26.020000,1.550000,144.62,27,4.830000,1.610000,48.200000,0.000000,30.850000

37,09:00:09:15,14.67,260.890000,31.17,14.67,31.17,40,2.080000,6.010000,7.34,20,0.000000,5.860000,25.84,23.140000,203.700000,31.16,271.150000,21.12,105.62,100.980000,86.960000,22,7.33,118.010000,48.200000,96.410000,6.01,74.829811,95,6.34,38.68,26.020000,1.550000,144.62,40,5.860000,1.610000,48.200000,0.000000,30.850000

38,09:15-09:30,14.67,260.890000,31.17,14.67,31.17,46,2.080000,7.000000,7.34,23,0.000000,6.830000,28.55,23.140000,203.700000,31.16,271.150000,24.61,123.07,100.980000,86.960000,22,7.33,118.010000,48.200000,96.410000,6.01,83.516022,109,6.34,43.76,26.020000,1.550000,144.62,45,6.830000,1.610000,48.200000,0.000000,30.850000

39,09:30-09:45,14.67,260.890000,31.17,14.67,31.17,52,2.080000,7.900000,7.34,25,0.000000,7.700000,31.33,23.140000,203.700000,31.16,271.150000,27.95,139.73,100.980000,86.960000,22,7.33,118.010000,48.200000,96.410000,6.01,91.462981,123,6.34,48.27,25.470000,1.550000,144.62,51,7.700000,1.610000,48.200000,0.000000,30.850000

40,09:45-10:00,14.67,260.890000,31,14.67,31,57,2.080000,8.850000,7.34,27,0.000000,8.630000,33.13,23.140000,203.700000,31,271.150000,31.16,155.81,100.980000,86.960000,22,7.33,118.010000,48.200000,96.410000,6.01,99.108403,133,6.34,52.93,25.470000,1.550000,144.62,53,8.630000,1.610000,48.200000,0.000000,30.850000

41,10:00-10:15,14.67,260.890000,31,14.67,31,63,2.080000,10.220000,7.34,29,0.000000,9.970000,35.16,23.140000,203.700000,31,271.150000,34.09,170.48,100.980000,86.960000,22,7.33,118.010000,48.200000,96.410000,6.01,105.625493,147,6.34,56.9,25.470000,1.550000,144.62,59,9.970000,1.610000,48.200000,0.000000,30.850000

42,10:15-10:30,14.67,260.890000,31,14.67,31,66,2.080000,11.660000,7.34,32,0.000000,11.370000,37.28,23.140000,203.700000,31,271.150000,36.87,184.38,100.980000,86.960000,22,7.33,118.010000,48.200000,96.410000,6.01,111.47142,154,6.34,60.33,25.470000,1.550000,144.62,63,11.370000,1.610000,48.200000,0.000000,30.850000

43,10:30-10:45,13.33,260.890000,31.2,13.33,31.2,67,2.080000,12.380000,6.66,35,0.000000,12.080000,40.13,23.140000,203.700000,31.2,271.150000,41.23,206.16,100.980000,86.960000,20,6.67,118.010000,48.200000,96.410000,6.01,114.282523,158,6.34,63.38,25.470000,1.550000,144.62,71,12.080000,1.610000,48.200000,0.000000,30.850000

44,10:45-11:00,13.33,260.890000,31.03,13.33,31.03,70,2.080000,12.890000,6.66,38,0.000000,12.580000,41.55,23.140000,203.700000,31.04,271.150000,43.48,217.43,100.980000,86.960000,20,6.67,118.010000,48.200000,96.410000,6.01,118.455406,165,6.34,65.81,25.470000,1.550000,144.62,77,12.580000,1.610000,48.200000,0.000000,30.850000

45,11:00-11:15,13.33,260.890000,31.03,13.33,31.03,73,2.080000,13.260000,6.66,40,0.000000,12.940000,42.46,24.100000,203.700000,31.04,271.150000,45.33,226.67,100.980000,86.960000,20,6.67,118.010000,48.200000,96.410000,6.01,122.044669,172,6.34,67.93,25.470000,1.550000,144.62,80,12.940000,1.690000,48.200000,0.000000,30.850000

46,11:15-11:30,13.33,260.890000,31.03,13.33,31.03,76,2.080000,13.670000,6.66,41,0.000000,13.330000,43.61,24.100000,203.700000,31.04,271.150000,46.09,230.46,100.980000,86.960000,20,6.67,118.010000,48.200000,96.410000,6.01,125.069766,179,6.34,69.85,25.470000,1.550000,144.62,83,13.330000,1.690000,48.200000,0.000000,30.850000

47,11:30-11:45,13.33,260.890000,31.03,13.33,31.03,76,2.080000,13.990000,6.66,42,0.000000,13.650000,42.65,24.100000,203.700000,31.04,271.150000,46.09,230.46,100.980000,86.960000,20,6.67,118.010000,48.200000,96.410000,6.01,126.762264,179,6.34,86.68,25.470000,1.550000,144.62,83,13.650000,1.690000,48.200000,0.000000,30.850000

48,11:45-12:00,13.33,260.890000,31.03,13.33,31.03,78,2.080000,14.250000,6.66,42,0.000000,13.900000,44.27,24.100000,203.700000,31.04,271.150000,46.09,230.46,100.980000,86.960000,20,6.67,118.010000,48.200000,96.410000,6.01,128.260222,182,6.34,87.68,25.470000,1.550000,144.62,85,13.900000,1.690000,48.200000,0.000000,30.850000

49,12:00-12:15,13.33,260.890000,31.03,13.33,31.03,79,2.080000,14.410000,6.66,43,0.000000,14.060000,43.76,23.140000,203.700000,31.04,271.150000,46.09,230.46,100.980000,86.960000,20,6.67,118.010000,48.200000,96.410000,6.01,124.884953,186,6.34,87.92,26.020000,1.480000,144.62,87,14.060000,1.690000,48.200000,0.000000,26.020000

50,12:15-12:30,13.33,260.890000,31.03,13.33,31.03,79,2.080000,14.520000,6.66,43,0.000000,14.160000,44.05,23.140000,203.700000,31.04,271.150000,46.09,230.46,100.980000,86.960000,20,6.67,118.010000,48.200000,96.410000,6.01,124.612597,186,6.34,88,26.020000,1.480000,144.62,87,14.160000,1.690000,48.200000,0.000000,26.020000

51,12:30-12:45,13.33,260.890000,31.03,13.33,31.03,76,2.080000,14.330000,6.66,43,0.000000,13.980000,43.2,23.140000,203.700000,31.04,271.150000,46.09,230.46,100.980000,86.960000,20,6.67,118.010000,48.200000,96.410000,6.01,123.309179,179,6.34,88.08,26.020000,1.480000,144.62,87,13.980000,1.690000,48.200000,0.000000,26.020000

52,12:45-13:00,13.33,260.890000,31.03,13.33,31.03,76,2.080000,14.050000,6.66,43,0.000000,13.700000,43.08,23.140000,203.700000,31.04,271.150000,46.09,230.46,100.980000,62.860000,20,6.67,118.010000,48.200000,96.410000,6.01,121.062242,179,6.34,87.67,26.020000,1.480000,144.62,87,13.700000,1.690000,48.200000,0.000000,26.020000

53,13:00-13:15,13.33,212.680000,31.03,13.33,31.03,76,2.130000,13.790000,6.66,42,0.000000,13.450000,42.45,23.140000,203.700000,31.04,271.150000,46.09,230.46,100.980000,43.300000,20,6.67,67.490000,48.200000,96.410000,6.01,117.881513,179,6.34,86.48,26.020000,1.550000,144.62,83,13.450000,1.760000,48.200000,0.000000,26.020000

54,13:15-13:30,13.33,174.190000,31.03,13.33,31.03,73,2.130000,13.480000,6.66,40,0.000000,13.160000,41.21,23.140000,203.700000,31.04,271.150000,45.17,225.86,100.980000,43.300000,20,6.67,67.490000,48.200000,96.410000,6.61,114.185253,172,6.34,84.91,26.020000,1.550000,144.62,80,13.160000,1.760000,48.200000,0.000000,26.020000

55,13:30-13:45,13.33,204.750000,31.03,13.33,31.03,70,2.130000,12.990000,6.66,38,0.000000,12.670000,40.83,23.140000,203.700000,31.04,271.150000,44.11,220.57,100.980000,43.300000,20,6.67,67.490000,48.200000,96.410000,6.61,114.691057,165,6.34,74.48,26.020000,1.550000,144.62,77,12.670000,1.760000,48.200000,0.000000,26.020000

56,13:45-14:00,13.33,212.460000,31.03,13.33,31.03,67,2.130000,12.430000,6.66,37,0.000000,12.140000,38.56,23.140000,203.700000,31.04,271.150000,42.71,213.57,100.980000,62.260000,20,6.67,67.490000,48.200000,96.410000,6.61,109.52602,158,6.34,72.74,26.020000,1.550000,144.62,74,12.140000,1.760000,48.200000,0.000000,26.020000

57,14:00-14:15,13.33,228.850000,31.03,13.33,31.03,66,2.130000,12.010000,6.66,34,0.000000,11.730000,36.75,23.140000,203.700000,31.04,271.150000,41.52,207.59,100.980000,62.260000,20,6.67,96.410000,48.200000,96.410000,6.61,103.543915,154,6.34,69.42,26.020000,1.630000,144.62,68,11.730000,1.760000,48.200000,0.000000,26.020000

58,14:15-14:30,13.33,245.240000,31.03,13.33,31.03,63,2.130000,11.110000,6.66,33,0.000000,10.830000,34.73,23.140000,203.700000,31.04,271.150000,39.52,197.59,100.980000,62.260000,20,6.67,118.010000,48.200000,96.410000,6.61,96.842012,147,6.34,65.93,26.020000,1.630000,144.62,67,10.830000,1.760000,48.200000,0.000000,26.020000

59,14:30-14:45,13.33,260.890000,31.03,13.33,31.03,63,2.130000,10.480000,6.66,30,0.000000,10.220000,32.24,24.100000,203.700000,31.04,271.150000,37.02,185.11,100.980000,62.260000,20,6.67,118.010000,48.200000,96.410000,6.61,89.507854,147,6.34,59.33,26.020000,1.630000,144.62,61,10.220000,1.760000,48.200000,0.000000,26.020000

60,14:45-15:00,13.33,260.890000,31.2,13.33,31.2,58,2.130000,9.400000,6.66,29,0.000000,9.170000,29.8,24.100000,203.700000,31.2,271.150000,34.26,171.32,100.980000,71.900000,20,6.67,118.010000,48.200000,96.410000,6.61,81.269085,137,6.34,53.4,26.020000,1.630000,144.62,58,9.170000,1.760000,48.200000,0.000000,26.020000

61,15:00-15:15,13.33,260.890000,31.2,13.33,31.2,52,2.230000,8.570000,6.66,26,0.000000,8.360000,27.57,24.100000,203.700000,31.2,271.150000,31.24,156.22,100.980000,86.960000,20,6.67,118.010000,48.200000,96.410000,6.61,74.032197,123,6.34,47.71,26.020000,1.710000,144.62,53,8.360000,1.840000,48.200000,0.000000,26.020000

62,15:15-15:30,13.33,260.890000,31.2,13.33,31.2,46,2.230000,7.540000,6.66,24,0.000000,7.350000,24.76,24.100000,203.700000,31.2,271.150000,27.98,139.91,100.980000,86.960000,20,6.67,118.010000,48.200000,96.410000,6.61,64.363559,109,6.34,42.97,26.020000,1.710000,144.62,47,7.350000,1.840000,48.200000,0.000000,26.020000

63,15:30-15:45,14.71,260.890000,31.37,14.71,31.37,40,2.230000,6.400000,6.66,21,0.000000,6.250000,21.61,24.100000,203.700000,31.36,271.150000,24.57,122.85,100.980000,86.960000,20,6.67,118.010000,48.200000,96.410000,6.61,54.169663,95,6.34,38.52,26.020000,1.710000,144.62,42,6.250000,1.840000,48.200000,0.000000,26.020000

64,15:45-16:00,15.74,260.890000,31.37,15.74,31.37,34,2.230000,5.340000,6.66,18,0.000000,5.200000,17.75,25.070000,203.700000,31.36,271.150000,21.06,105.31,100.980000,86.960000,20,6.67,118.010000,48.200000,96.410000,6.61,43.421328,81,6.34,33.65,26.020000,1.710000,144.62,35,5.200000,1.840000,48.200000,0.000000,26.020000

65,16:00-16:15,17.61,260.890000,29.38,17.61,25,27,2.280000,4.100000,6.66,15,0.000000,4.000000,14.39,25.070000,203.700000,32.67,271.150000,17.57,87.85,100.980000,86.960000,20,6.67,118.010000,48.200000,96.410000,6.61,32.332548,63,6.34,29.28,26.020000,1.780000,144.62,29,4.000000,1.920000,48.200000,0.000000,26.020000

66,16:15-16:30,19.01,260.890000,19.27,19.01,13,21,2.280000,3.080000,6.66,11,0.000000,3.000000,10,25.070000,203.700000,29.67,271.150000,14.09,70.45,100.980000,86.960000,20,6.67,118.010000,48.200000,96.410000,6.61,22.08029,49,6.34,24.14,26.020000,1.780000,144.62,21,3.000000,1.920000,48.200000,0.000000,26.020000

67,16:30-16:45,18.08,260.890000,11,18.08,3,15,2.280000,2.060000,6.66,7,0.000000,2.010000,7,25.070000,203.700000,20.87,271.150000,10.59,52.95,100.980000,86.960000,20,6.67,118.010000,48.200000,96.410000,6.61,13.452441,35,6.34,18.02,26.020000,1.780000,144.62,13,2.010000,1.920000,48.200000,0.000000,26.020000

68,16:45-17:00,16.73,260.890000,4.86,16.73,1,10,2.280000,1.240000,6.66,5,0.000000,1.210000,5,25.070000,203.700000,10.97,271.150000,7.4,37,100.980000,86.960000,20,6.67,118.010000,48.200000,96.410000,6.61,7.188253,25,6.34,9.95,22.370000,1.780000,144.62,9,1.210000,1.920000,48.200000,0.000000,22.370000

69,17:00-17:15,18.22,260.890000,0.93,18.22,0,7,2.280000,0.650000,7.26,3,0.000000,0.640000,3,26.030000,203.700000,4.08,271.150000,4.58,22.92,100.980000,86.960000,21.76,7.25,118.010000,48.200000,96.410000,6.61,3.025097,18,6.34,1.7,10.500000,1.780000,144.62,7,0.640000,1.840000,48.200000,0.000000,10.500000

70,17:15-17:30,18.55,260.890000,0.78,18.55,0,7,2.280000,0.200000,7.26,2,0.000000,0.200000,1,26.030000,203.700000,1,271.150000,2.44,12.23,100.980000,86.960000,21.76,7.25,118.010000,48.200000,96.410000,6.61,0.719798,18,6.34,0.34,10.500000,1.780000,144.62,3,0.200000,1.840000,48.200000,0.000000,10.500000

