Block,Time,AURY_RF,UNCHAHAR3,CHAMERA2,SINGRAULI_HYDRO,DADRI_CRF,URI2,DADRT2,DADRI_LF,ANTA_LF,DADRI_RF,RAPPC,SEWA2,DHAULIGNGA,NJPC,SINGRAULI,NAPP,AURY_LF,CHAMERA1,KOLDAM,UNCHAHAR4,AURY_GF,ANTA_RF,RIHAND1,BRBCL,FSTPP I & II,KHSTPP-I,KHSTPP-II,TALA,SASAN,KISHANGANGA,SALAL,DULHASTI,PARBATI3,RAPPB,UNCHAHAR1,RIHAND2,TANAKPUR,KOTESHWR,CHAMERA3,URI,TANDA2,ANTA_CRF,DADRI_GF,RAMPUR,ANTA_GF,UNCHAHAR2,JHAJJAR,BSIUL,TEHRI,RIHAND3,AURY_CRF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
8,01:45-02:00,0.000000,15.047760,38.111462,0.627395,0.000000,31.401434,368.477200,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,0.000000,121.141702,41.722808,0.000000,40.732241,0.000000,0.000000,0.000000,0.000000,61.952014,15.754942,12.539800,26.044200,80.061800,0.000000,403.945542,0.000000,51.559799,15.895501,0.000000,0.000000,6.752200,93.804746,0.000000,8.084313,18.670489,40.466899,0.000000,0.000000,0.000000,0.000000,0.000000,24.115000,347.738300,0.000000,0.000000,57.258174,0.000000,0,0,0,0,0

9,02:00-02:15,0.000000,15.047760,38.111462,0.627395,0.000000,28.546758,368.477200,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,0.000000,121.141702,41.722808,0.000000,40.732241,0.000000,0.000000,0.000000,0.000000,61.952014,16.376967,12.539800,26.044200,80.061800,0.000000,403.945542,0.000000,50.438934,15.895501,0.000000,0.000000,6.752200,93.804746,0.494261,8.084313,18.670489,40.466899,0.000000,0.000000,0.000000,0.000000,0.000000,24.115000,347.738300,0.000000,0.000000,57.258174,0.000000,0,0,0,0,0

10,02:15-02:30,0.000000,15.047760,38.111462,0.627395,0.000000,28.546758,368.477200,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,0.000000,121.141702,41.722808,0.000000,40.732241,0.000000,0.000000,0.000000,0.000000,61.952014,16.158028,12.539800,26.044200,80.061800,0.000000,403.945542,0.000000,50.438934,15.895501,0.000000,0.000000,6.752200,93.804746,0.494261,8.084313,18.670489,34.077389,0.000000,0.000000,0.000000,0.000000,0.000000,24.115000,347.738300,0.000000,0.000000,57.258174,0.000000,0,0,0,0,0

11,02:30-02:45,0.000000,15.047760,38.111462,0.627395,0.000000,31.401434,327.723141,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,0.000000,121.141702,41.722808,0.000000,40.732241,0.000000,0.000000,0.000000,0.000000,61.952014,14.911759,12.539800,26.044200,80.061800,0.000000,403.945542,0.000000,50.438934,15.895501,0.000000,0.000000,6.752200,113.943375,0.494261,8.084313,18.670489,34.077389,0.000000,0.000000,0.000000,0.000000,0.000000,24.115000,347.738300,0.000000,0.000000,57.258174,0.000000,0,0,0,0,0

12,02:45-03:00,0.000000,15.047760,38.111462,0.627395,0.000000,31.401434,327.723141,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,0.000000,121.141702,41.722808,0.000000,40.732241,0.000000,0.000000,0.000000,0.000000,61.952014,15.646229,12.539800,26.044200,80.061800,0.000000,403.945542,0.000000,50.438934,15.895501,0.000000,0.000000,6.752200,113.943375,0.494261,8.084313,18.670489,40.466899,0.000000,0.000000,0.000000,0.000000,0.000000,24.115000,347.738300,0.000000,0.000000,57.258174,0.000000,0,0,0,0,0

13,03:00-03:15,0.000000,15.047760,38.111462,0.627395,0.000000,28.546758,327.723141,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,0.000000,121.141702,41.722808,0.000000,40.732241,0.000000,0.000000,0.000000,0.000000,61.952014,16.526523,12.539800,26.044200,80.061800,0.000000,403.945542,0.000000,50.438934,15.895501,0.000000,0.000000,6.752200,113.943375,0.494261,8.084313,18.670489,40.466899,0.000000,0.000000,0.000000,0.000000,0.000000,24.115000,347.738300,0.000000,0.000000,57.258174,0.000000,0,0,0,0,0

14,03:15-03:30,0.000000,15.047760,38.111462,0.627395,0.000000,28.546758,327.723141,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,0.000000,121.141702,41.722808,0.000000,40.732241,0.000000,0.000000,0.000000,0.000000,61.952014,16.953711,12.539800,26.044200,80.061800,0.000000,403.945542,0.000000,50.438934,15.895501,0.000000,0.000000,6.752200,113.943375,0.494261,8.084313,18.670489,34.077389,0.000000,0.000000,0.000000,0.000000,0.000000,24.115000,347.738300,0.000000,0.000000,57.258174,0.000000,0,0,0,0,0

15,03:30-03:45,0.000000,15.047760,38.111462,0.627395,0.000000,28.546758,327.723141,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,0.000000,121.141702,41.722808,0.000000,40.732241,0.000000,0.000000,0.000000,0.000000,61.952014,17.125454,12.539800,26.044200,80.061800,0.000000,403.945542,0.000000,50.438934,15.895501,0.000000,0.000000,6.752200,113.943375,0.494261,8.084313,18.670489,34.077389,0.000000,0.000000,0.000000,0.000000,0.000000,24.115000,347.738300,0.000000,0.000000,57.258174,0.000000,0,0,0,0,0

16,03:45-04:00,0.000000,15.047760,38.111462,0.627395,0.000000,28.546758,327.723141,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,0.000000,121.141702,41.722808,0.000000,40.732241,0.000000,0.000000,0.000000,0.000000,61.952014,19.291953,12.539800,26.044200,80.061800,0.000000,403.945542,0.000000,50.438934,15.895501,0.000000,0.000000,6.752200,113.943375,0.494261,8.084313,18.670489,40.466899,0.000000,0.000000,0.000000,0.000000,0.000000,24.115000,347.738300,0.000000,0.000000,57.258174,0.000000,0,0,0,0,0

17,04:00-04:15,0.000000,15.047760,38.111462,0.627395,0.000000,28.546758,327.723141,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,0.000000,121.141702,41.722808,0.000000,40.732241,0.000000,0.000000,0.000000,0.000000,61.952014,19.291953,12.539800,26.044200,80.061800,0.000000,403.945542,0.000000,48.197204,15.895501,0.000000,0.000000,6.752200,113.943375,0.494261,8.084313,18.670489,40.466899,0.000000,0.000000,0.000000,0.000000,0.000000,24.115000,347.738300,0.000000,0.000000,57.258174,0.000000,0,0,0,0,0

18,04:15-04:30,0.000000,15.047760,38.111462,0.627395,0.000000,28.546758,327.723141,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,0.000000,121.141702,41.722808,0.000000,40.732241,0.000000,0.000000,0.000000,0.000000,61.952014,19.291953,12.539800,26.044200,80.061800,0.000000,403.945542,0.000000,48.197204,15.895501,0.000000,0.000000,6.752200,113.943375,0.494261,8.084313,18.670489,34.077389,0.000000,0.000000,0.000000,0.000000,0.000000,24.115000,347.738300,0.000000,0.000000,57.258174,0.000000,0,0,0,0,0

19,04:30-04:45,0.000000,15.047760,38.111462,0.627395,0.000000,31.401434,327.723141,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,0.000000,121.141702,41.722808,0.000000,40.732241,0.000000,0.000000,0.000000,0.000000,61.952014,19.291953,12.539800,26.044200,80.061800,0.000000,403.945542,0.000000,47.076338,15.895501,0.000000,0.000000,6.752200,113.943375,0.494261,8.084313,18.670489,34.077389,0.000000,0.000000,0.000000,0.000000,0.000000,24.115000,347.738300,0.000000,0.000000,57.258174,0.000000,0,0,0,0,0

20,04:45-05:00,0.000000,15.047760,38.111462,0.627395,0.000000,31.401434,327.723141,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,0.000000,121.141702,41.722808,0.000000,40.732241,0.000000,0.000000,0.000000,0.000000,88.743200,19.291953,15.534497,34.126487,107.833406,0.000000,403.945542,0.000000,47.076338,15.895501,0.000000,0.000000,6.752200,113.943375,0.494261,8.084313,18.670489,40.466899,0.000000,0.000000,0.000000,0.000000,0.000000,24.115000,347.738300,0.000000,11.971651,57.258174,0.000000,0,0,0,0,0

21,05:00-05:15,0.000000,15.047760,38.111462,0.627395,0.000000,28.546758,327.723141,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,0.000000,121.141702,41.722808,0.000000,40.732241,0.000000,0.000000,0.000000,0.000000,88.743200,19.291953,15.534497,34.126487,107.833406,0.000000,403.945542,0.000000,44.834608,15.895501,0.000000,0.000000,6.752200,113.943375,1.482783,8.084313,9.335244,40.466899,0.000000,0.000000,0.000000,0.000000,0.000000,24.115000,347.738300,0.000000,11.971651,57.258174,0.000000,0,0,0,0,0

22,05:15-05:30,0.000000,15.047760,38.111462,0.627395,0.000000,28.546758,327.723141,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,18.269524,121.141702,41.722808,0.000000,40.732241,0.000000,0.000000,0.000000,0.000000,88.743200,19.291953,15.534497,34.126487,107.833406,0.000000,403.945542,0.000000,44.834608,15.895501,0.000000,0.000000,6.752200,113.943375,1.482783,8.084313,9.335244,34.077389,0.000000,0.000000,0.000000,0.000000,0.000000,24.115000,347.738300,0.000000,11.971651,57.258174,0.000000,0,0,0,0,0

23,05:30-05:45,0.000000,15.047760,27.002048,0.627395,0.000000,31.401434,327.723141,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,36.539048,121.141702,41.722808,0.000000,40.732241,0.000000,0.000000,0.000000,0.000000,88.743200,19.291953,15.534497,34.126487,107.833406,0.000000,403.945542,0.000000,46.515906,15.895501,0.000000,0.000000,6.752200,113.943375,1.482783,8.084313,9.335244,34.077389,0.000000,0.000000,0.000000,0.000000,0.000000,24.115000,347.738300,0.000000,11.971651,57.258174,0.000000,0,0,0,0,0

24,05:45-06:00,0.000000,15.047760,27.002048,0.627395,0.000000,31.401434,327.723141,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,54.808572,121.141702,41.722808,0.000000,40.732241,0.000000,0.000000,0.000000,0.000000,88.743200,19.291953,15.534497,34.126487,107.833406,0.000000,403.945542,0.000000,46.515906,15.895501,0.000000,0.000000,6.752200,113.943375,1.482783,16.168625,9.335244,40.466899,0.000000,0.000000,0.000000,0.000000,0.000000,24.115000,347.738300,0.000000,11.971651,57.258174,0.000000,0,0,0,0,0

25,06:00-06:15,0.000000,15.047760,27.002048,0.627395,0.000000,28.546758,327.723141,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,73.078096,121.141702,41.722808,0.000000,40.732241,0.000000,0.000000,0.000000,0.000000,88.743200,19.291953,17.810953,39.914087,127.375334,0.000000,403.945542,0.000000,43.713743,15.895501,0.000000,0.000000,6.752200,113.943375,1.482783,24.252938,9.335244,40.466899,0.000000,0.000000,0.000000,0.000000,0.000000,29.541935,347.738300,0.000000,25.158697,57.258174,0.000000,0,0,0,0,0

26,06:15-06:30,0.000000,15.047760,38.111462,0.627395,0.000000,28.546758,327.723141,0.000000,0.000000,0.000000,51.778474,16.201229,1.274237,100.482382,121.141702,41.722808,0.000000,40.732241,0.000000,0.000000,0.000000,0.000000,88.743200,19.291953,15.534497,34.126487,107.833406,0.000000,403.945542,0.000000,43.713743,31.791001,0.000000,0.000000,6.752200,113.943375,1.482783,30.435059,28.033985,34.077389,0.000000,0.000000,0.000000,0.000000,0.000000,31.463033,347.738300,0.000000,37.738046,57.258174,0.000000,0,0,0,0,0

27,06:30-06:45,0.000000,15.047760,38.111462,0.627395,0.000000,31.401434,327.723141,0.000000,0.000000,0.000000,51.778474,16.201229,16.819923,112.814311,121.141702,41.722808,0.000000,40.732241,0.000000,0.000000,0.000000,0.000000,88.743200,19.291953,15.534497,34.126487,107.833406,0.000000,403.945542,0.000000,43.713743,31.791001,0.000000,0.000000,6.752200,113.943375,1.482783,30.435059,28.033985,34.077389,0.000000,0.000000,0.000000,0.000000,0.000000,31.463033,347.738300,0.000000,37.738046,57.258174,0.000000,0,0,0,0,0

28,06:45-07:00,0.000000,15.047760,38.111462,0.627395,0.000000,31.401434,327.723141,0.000000,0.000000,0.000000,51.778474,16.201229,26.437861,112.814311,121.141702,41.722808,0.000000,40.732241,0.000000,0.000000,0.000000,0.000000,88.743200,19.291953,17.810953,39.914087,127.375334,0.000000,403.945542,0.000000,43.713743,31.791001,0.000000,0.000000,6.752200,113.943375,1.482783,30.435059,28.033985,34.077389,0.000000,0.000000,0.000000,0.000000,0.000000,31.463033,347.738300,0.000000,37.738046,57.258174,0.000000,0,0,0,0,0

29,07:00-07:15,0.000000,15.047760,38.111462,0.627395,0.000000,28.546758,327.723141,0.000000,0.000000,0.000000,51.778474,16.201229,26.437861,112.814311,121.141702,41.722808,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,88.743200,19.291953,17.810953,39.914087,127.375334,0.000000,403.945542,0.000000,35.867686,31.791001,0.000000,0.000000,6.752200,113.943375,1.482783,30.435059,28.033985,34.077389,0.000000,0.000000,0.000000,0.000000,0.000000,31.463033,347.738300,0.000000,37.738046,69.306518,0.000000,0,0,0,0,0

30,07:15-07:30,0.000000,15.047760,38.111462,0.627395,0.000000,28.546758,327.723141,0.000000,0.000000,0.000000,51.778474,16.201229,26.437861,112.814311,121.141702,41.722808,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,88.743200,19.291953,17.810953,39.914087,127.375334,0.000000,403.945542,0.000000,35.867686,31.791001,0.000000,0.000000,6.752200,113.943375,1.482783,30.435059,28.033985,34.077389,0.000000,0.000000,0.000000,0.000000,0.000000,31.463033,347.738300,0.000000,37.738046,83.241115,0.000000,0,0,0,0,0

31,07:30-07:45,0.000000,19.861596,38.111462,0.627395,0.000000,30.768215,327.722850,0.000000,0.000000,0.000000,51.778474,16.201229,26.437861,100.482382,121.141702,41.722808,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,88.743200,19.291953,19.996158,44.530277,142.293572,0.000000,403.945542,0.000000,46.515906,31.791001,0.000000,0.000000,8.480474,113.943375,2.100609,30.435059,28.033985,34.077389,0.000000,0.000000,0.000000,0.000000,0.000000,31.463033,351.524355,0.000000,37.738046,73.847172,0.000000,0,0,0,0,0

32,07:45:08:00,0.000000,21.790796,38.111462,0.627395,0.000000,30.768215,327.722850,0.000000,0.000000,0.000000,51.778474,15.686904,16.565076,73.443486,121.141702,41.722808,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,88.743200,19.291953,19.996158,44.530277,142.293572,0.000000,403.945542,0.000000,46.515906,15.895501,0.000000,0.000000,9.445074,113.943375,2.100609,16.263735,9.335244,34.077389,0.000000,0.000000,0.000000,0.000000,0.000000,35.321433,386.249955,0.000000,37.738046,73.847172,0.000000,0,0,0,0,0

33,08:00-08:15,0.000000,21.790796,38.111462,0.627395,0.000000,30.768215,327.722850,0.000000,0.000000,0.000000,51.778474,15.686904,7.645420,73.078096,121.141702,41.722808,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,88.743200,19.291953,19.996158,44.530277,142.293572,0.000000,403.945542,0.000000,46.515906,15.895501,0.000000,0.000000,9.445074,113.943375,2.965566,8.084313,9.335244,4.259674,0.000000,0.000000,0.000000,0.000000,0.000000,35.321433,381.426955,0.000000,37.738046,73.847172,0.000000,0,0,0,0,0

34,08:15-08:30,0.000000,21.790796,25.381925,0.627395,0.000000,30.768215,327.722850,0.000000,0.000000,0.000000,51.778474,15.686904,7.645420,54.808572,121.141702,41.722808,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,88.743200,19.291953,19.996158,44.530277,142.293572,0.000000,403.945542,0.000000,46.515906,15.895501,0.000000,0.000000,9.445074,113.943375,2.965566,8.084313,9.335244,4.259674,0.000000,0.000000,0.000000,0.000000,0.000000,35.321433,439.302955,0.000000,37.738046,73.847172,0.000000,0,0,0,0,0

35,08:30-08:45,0.000000,21.790796,25.381925,0.627395,0.000000,30.768215,327.722850,0.000000,0.000000,0.000000,51.778474,15.686904,7.645420,18.269524,121.141702,41.722808,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,88.743200,19.291953,19.996158,44.530277,142.293572,0.000000,403.945542,0.000000,46.515906,15.895501,0.000000,0.000000,9.445074,113.943375,2.965566,8.084313,9.335244,12.779021,0.000000,0.000000,0.000000,0.000000,0.000000,35.321433,487.532955,0.000000,37.738046,73.847172,0.000000,0,0,0,0,0

36,08:45:09:00,0.000000,21.790796,25.381925,0.627395,0.000000,30.768215,327.722850,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,0.000000,121.141702,41.722808,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,88.743200,19.291953,19.996158,44.530277,142.293572,0.000000,403.945542,0.000000,46.515906,15.895501,0.000000,0.000000,9.445074,113.943375,2.965566,8.084313,0.000000,34.077389,0.000000,0.000000,0.000000,0.000000,0.000000,35.321433,506.824955,0.000000,37.738046,73.847172,0.000000,0,0,0,0,0

37,09:00:09:15,0.000000,21.790796,12.703821,0.627395,0.000000,30.768215,327.722850,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,0.000000,121.141702,41.722808,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,88.743200,19.291953,19.996158,44.530277,142.293572,0.000000,403.945542,0.000000,46.515906,15.895501,0.000000,0.000000,9.445074,113.943375,2.965566,8.084313,0.000000,34.077389,0.000000,0.000000,0.000000,0.000000,0.000000,35.321433,420.010955,0.000000,37.738046,73.847172,0.000000,0,0,0,0,0

38,09:15-09:30,0.000000,21.790796,12.703821,0.627395,0.000000,30.768215,327.722850,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,0.000000,121.141702,41.722808,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,88.743200,19.291953,19.996158,44.530277,142.293572,0.000000,403.945542,0.000000,46.515906,15.895501,0.000000,0.000000,9.445074,113.943375,2.965566,8.084313,0.000000,34.077389,0.000000,0.000000,0.000000,0.000000,0.000000,39.556027,439.302955,0.000000,25.158697,73.847172,0.000000,0,0,0,0,0

39,09:30-09:45,0.000000,21.790796,12.703821,0.627395,0.000000,30.768215,327.722850,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,0.000000,121.141702,41.722808,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,88.743200,19.291953,19.996158,44.530277,142.293572,0.000000,403.945542,0.000000,45.955473,15.895501,0.000000,0.000000,9.445074,113.943375,2.965566,8.084313,0.000000,34.077389,0.000000,0.000000,0.000000,0.000000,0.000000,39.556027,448.948955,0.000000,25.158697,73.847172,0.000000,0,0,0,0,0

40,09:45-10:00,0.000000,21.790796,12.703821,0.627395,0.000000,30.768215,327.722850,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,0.000000,121.141702,41.722808,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,88.743200,19.291953,19.996158,44.530277,142.293572,0.000000,403.945542,0.000000,45.955473,15.895501,0.000000,0.000000,9.445074,113.943375,1.482783,8.084313,0.000000,34.077389,0.000000,0.000000,0.000000,0.000000,0.000000,39.556027,463.417955,0.000000,25.158697,73.847172,0.000000,0,0,0,0,0

41,10:00-10:15,0.000000,21.790796,12.703821,0.627395,0.000000,30.768215,327.722850,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,0.000000,121.141702,41.722808,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,88.743200,19.291953,19.996158,44.530277,142.293572,0.000000,403.945542,0.000000,46.515906,0.000000,0.000000,0.000000,9.445074,113.943375,1.482783,8.084313,0.000000,34.077389,0.000000,0.000000,0.000000,0.000000,0.000000,39.556027,444.125955,0.000000,25.158697,73.847172,0.000000,0,0,0,0,0

42,10:15-10:30,0.000000,21.790796,12.703821,0.627395,0.000000,30.768215,327.722850,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,0.000000,121.141702,41.722808,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,88.743200,19.291953,19.996158,44.530277,142.293572,0.000000,403.945542,0.000000,46.515906,0.000000,0.000000,0.000000,9.445074,113.943375,1.482783,8.084313,0.000000,34.077389,0.000000,0.000000,0.000000,0.000000,0.000000,39.556027,444.125955,0.000000,25.158697,73.847172,0.000000,0,0,0,0,0

43,10:30-10:45,0.000000,21.790796,12.703821,0.627395,0.000000,30.768215,293.519512,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,0.000000,121.141702,41.722808,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,88.743200,19.291953,19.996158,44.530277,142.293572,0.000000,403.945542,0.000000,46.515906,0.000000,0.000000,0.000000,9.445074,113.943375,2.100609,8.084313,0.000000,34.077389,0.000000,0.000000,0.000000,0.000000,0.000000,39.556027,444.125955,0.000000,11.971651,73.847172,0.000000,0,0,0,0,0

44,10:45-11:00,0.000000,21.790796,12.703821,0.627395,0.000000,30.768215,292.378073,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,0.000000,121.141702,41.722808,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,88.743200,19.291953,19.996158,44.530277,142.293572,0.000000,403.945542,0.000000,46.515906,0.000000,0.000000,0.000000,9.445074,113.943375,2.100609,8.084313,0.000000,34.077389,0.000000,0.000000,0.000000,0.000000,0.000000,39.556027,444.125955,0.000000,11.971651,73.847172,0.000000,0,0,0,0,0

45,11:00-11:15,0.000000,21.394828,0.000000,0.627395,0.000000,30.768215,289.817446,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,0.000000,121.141702,41.722808,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,88.743200,19.291953,19.996158,44.530277,142.293572,0.000000,403.945542,0.000000,46.515906,0.000000,0.000000,0.000000,9.445074,113.943375,2.100609,8.084313,0.000000,34.077389,0.000000,0.000000,0.000000,0.000000,0.000000,39.556027,429.656955,0.000000,0.000000,73.847172,0.000000,0,0,0,0,0

46,11:15-11:30,0.000000,21.394828,0.000000,0.627395,0.000000,30.768215,289.817446,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,0.000000,121.141702,41.722808,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,88.743200,18.665187,19.996158,44.530277,142.293572,0.000000,403.945542,0.000000,46.515906,0.000000,0.000000,0.000000,9.445074,113.943375,2.100609,8.084313,0.000000,34.077389,0.000000,0.000000,0.000000,0.000000,0.000000,39.556027,410.364955,0.000000,0.000000,73.847172,0.000000,0,0,0,0,0

47,11:30-11:45,0.000000,21.394828,0.000000,0.627395,0.000000,30.768215,289.817446,0.000000,0.000000,0.000000,51.778474,15.686904,0.000000,0.000000,121.141702,41.722808,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,88.743200,17.296390,19.996158,44.530277,142.293572,0.000000,403.945542,0.000000,46.515906,0.000000,0.000000,0.000000,9.445074,113.943375,2.100609,8.084313,0.000000,34.077389,0.000000,0.000000,0.000000,0.000000,0.000000,39.556027,386.249955,0.000000,0.000000,73.847172,0.000000,0,0,0,0,0

