Block,Time Block,TALST2,SALAL,SEWA2,SINGRAULI,TANAKPUR,RIHAND2,TALA,RIHAND1,SASAN,RSTPSU1TO6,SIMHST1,SINGRAULI_HYDRO,TANDA2,RSTPSU7,SIMHST2,RIHAND3,URI2,UNCHAHAR3,ANTA_CRF,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,NLCEXP,MAPS,NJPC,NLCIIST1,NAPP,NNTPP,NLCIIST2,NLCTS2EXP,RAMPUR,NTPL,RAPPC,PARBATI3,RAPPB,KOLDAM,KISHANGANGA,KKNP,KKNPPU2,CHAMERA2,DHAULIGNGA,FSTPP I & II,DULHASTI,KGSU1AND2,DADRT2,KGSU3AND4,CHAMERA3,JHAJJAR,KUDGI,KOTESHWR,BSIUL,BRBCL,CHAMERA1,KHSTPP-II,KHSTPP-I,ANTA_GF,DADRI_CRF,AURY_CRF,DADRI_RF,AURY_RF,ANTA_RF,DADRI_LF,AURY_LF,ANTA_LF,DADRI_GF,AURY_GF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
58,14:15-14:30,0,76.47,0,106.53,11.16,104.1,11.97,0,398.53,0,0,0,0,0,0,100.62,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,3.4,0,3.52,1.39,0,0,42.8,39.1,13.67,52.06,0,365.23,0,31.05,111.41,0,28.05,6.31,19.36,40.8,72.69,24.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,76.47,0,106.53,11.16,104.1,11.97,0,398.53,0,0,0,0,0,0,100.62,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,3.4,0,3.52,1.39,0,0,42.8,39.1,13.67,52.06,0,365.23,0,31.05,111.41,0,28.05,6.31,19.36,40.8,72.69,24.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,76.47,0,106.53,11.16,104.1,9.22,0,398.53,0,0,0,0,0,0,100.62,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,3.4,0,3.52,1.39,0,0,42.8,39.1,13.67,52.06,0,365.23,0,31.05,111.41,0,28.05,6.31,19.36,40.8,72.69,24.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,76.47,0,122.85,11.16,117.8,8.65,0,398.53,0,0,0,0,0,0,115.6,32.89,14.48,0,0,23.27,42.74,74.43,11.85,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,3.4,0,3.52,1.39,0,0,42.8,39.1,15.87,52.06,0,365.23,0,31.05,111.41,0,28.05,6.31,19.36,40.8,81.94,27.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,76.47,0,136.74,11.16,117.8,8.65,0,398.53,0,0,0,0,0,0,123.5,32.89,19.41,0,0,30.76,42.74,74.43,15,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,3.4,0,3.52,1.39,0,0,42.8,39.1,15.87,52.06,0,365.23,0,31.05,111.41,0,28.05,6.31,19.36,40.8,82.48,28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,0,76.47,0,137.17,11.16,117.8,8.65,0,398.53,0,0,0,0,0,0,123.5,32.89,19.41,0,0,30.76,42.74,74.43,15,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,3.4,0,3.52,1.39,0,0,42.8,39.1,15.87,52.06,0,411.49,0,31.05,111.41,0,28.05,6.31,19.36,40.8,82.48,28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,76.47,0,137.17,11.16,117.8,8.65,0,398.53,0,0,0,0,0,0,123.5,32.89,19.41,0,0,30.76,42.74,74.43,15,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,3.4,0,3.52,1.39,0,0,42.8,39.1,18.21,52.06,0,459.89,0,31.05,111.41,0,28.05,6.31,19.36,40.8,82.48,28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,76.47,5.6,137.17,11.16,117.8,8.65,0,398.53,0,0,0,0,0,0,123.5,32.89,19.41,0,0,30.76,42.74,74.43,15,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,14.96,0,3.52,1.39,0,0,42.8,39.1,18.21,52.06,0,508.28,0,24.5,111.41,0,28.05,6.31,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,76.47,5.6,137.17,11.16,117.8,8.65,0,398.53,0,0,0,0,0,0,123.5,32.89,19.41,0,0,30.76,42.74,74.43,15,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,14.96,0,3.52,1.39,0,0,31.77,39.1,18.21,52.06,0,556.68,0,24.5,111.41,0,28.05,6.31,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,76.47,5.6,137.17,11.16,117.8,11.5,0,398.53,0,0,0,0,0,0,123.5,32.89,19.41,0,0,30.76,42.74,74.43,15,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,14.96,0,3.52,1.39,0,0,31.77,39.1,18.21,52.06,0,585.34,0,24.5,111.41,0,28.05,6.31,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,76.47,11.21,137.17,11.16,117.8,11.44,0,398.53,0,0,0,0,0,0,123.5,32.89,19.41,0,0,30.76,42.74,74.43,15,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,14.96,0,3.52,1.39,0,0,31.77,39.1,18.21,52.06,0,585.34,0,24.5,111.41,0,28.05,6.31,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,76.47,11.21,137.17,11.4,117.8,11.32,0,398.53,0,0,0,0,0,0,123.5,32.89,19.41,0,0,30.76,42.74,74.43,15,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,14.96,0,3.52,1.39,0,0,31.77,39.1,16.42,52.06,0,585.34,0,24.5,111.41,0,28.05,6.31,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,0,76.47,11.21,137.17,11.4,117.8,11.18,0,398.53,0,0,0,0,0,0,123.5,32.89,19.41,0,0,30.76,42.74,74.43,15,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,14.96,0,3.52,1.39,0,0,31.77,39.1,18.21,52.06,0,585.34,0,24.5,111.41,0,28.05,6.31,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,0,76.47,11.21,137.17,11.4,117.8,10.87,0,398.53,0,0,0,0,0,0,123.5,32.89,19.41,0,0,30.76,42.74,74.43,15,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,14.96,0,3.52,1.39,0,0,31.77,39.1,18.21,52.06,0,585.34,0,24.5,111.41,0,37.4,6.31,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,0,76.47,16.81,137.17,11.4,117.8,10.49,0,398.53,0,0,0,0,0,0,123.5,32.89,19.41,0,0,30.76,42.74,74.43,15,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,14.96,0,3.52,1.39,0,0,31.77,39.1,18.21,52.06,0,585.34,0,24.5,111.41,0,37.4,6.31,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,0,76.47,16.81,137.17,11.4,117.8,10.34,0,398.53,0,0,0,0,0,0,123.5,32.89,22.93,0,0,36.42,42.74,74.43,17.75,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,23.12,0,3.52,1.39,0,0,31.77,39.1,16.95,52.06,0,556.68,0,24.5,111.41,0,37.4,6.31,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,0,76.47,16.81,137.17,11.4,117.8,10.19,0,398.53,0,0,0,0,0,0,123.5,32.89,22.93,0,0,36.42,42.74,74.43,17.75,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,52.37,0,3.52,2.79,0,0,31.77,39.1,16.95,52.06,0,508.28,0,24.5,159.04,0,37.4,6.31,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,0,76.47,16.81,137.17,12.03,117.8,8.54,0,398.53,0,0,0,0,0,0,123.5,32.89,25.55,0,0,39.8,42.74,74.43,19.9,0,0,0,0,163.25,0,43.31,0,0,0,3.5,0,58.3,52.37,0,5.17,4.18,0,0,44.18,40.09,16.95,53.31,0,522.8,0,32.66,274.8,0,41.56,19.56,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,0,76.47,16.81,137.17,12.03,117.8,8.56,0,398.53,0,0,0,0,0,0,123.5,32.89,24.95,0,0,39.8,42.74,74.43,19.53,0,0,0,0,163.25,0,43.31,0,0,0,3.5,0,58.3,52.37,0,5.17,4.18,0,0,44.18,40.09,16.95,53.31,0,527.64,0,32.66,361.91,0,41.56,19.56,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,0,76.47,16.81,137.17,12.03,117.8,8.59,0,398.53,0,0,0,0,0,0,123.5,32.89,24.95,0,0,39.8,42.74,74.43,19.53,0,0,0,0,163.25,0,43.31,0,0,0,3.5,0,58.3,52.37,0,5.17,4.18,0,0,44.18,40.09,16.95,53.31,0,583.34,0,32.66,384.39,0,41.56,19.56,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,0,76.47,16.81,137.17,12.03,117.8,8.67,0,398.53,0,0,0,0,0,0,123.5,32.89,24.95,0,0,39.8,42.74,74.43,19.53,0,0,0,0,163.25,0,43.31,0,0,0,3.5,0,58.3,52.37,0,5.17,4.18,0,0,44.18,40.09,16.95,53.31,0,583.34,0,32.66,384.39,0,41.56,19.56,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,0,76.47,16.81,137.17,10.04,117.8,9.58,0,398.53,0,0,0,0,0,0,123.5,32.89,24.95,0,0,39.8,42.74,74.43,19.53,0,0,0,0,163.25,0,43.31,0,0,0,3.5,0,58.3,52.37,0,5.17,4.18,0,0,44.18,40.09,16.95,53.31,0,622.06,0,32.66,384.39,0,41.56,19.56,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,0,76.47,16.81,137.17,10.04,117.8,9.7,0,398.53,0,0,0,0,0,0,123.5,32.89,24.95,0,0,39.8,42.74,74.43,19.53,0,0,0,0,163.25,0,43.31,0,0,0,3.5,0,58.3,20.4,0,5.17,4.18,0,0,44.18,40.09,16.95,53.31,0,658.07,0,32.66,384.39,0,41.56,19.56,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,76.47,16.81,137.17,12.03,117.8,9.17,0,398.53,0,0,0,0,0,0,123.5,32.89,24.95,0,0,39.8,42.74,74.43,19.53,0,0,0,0,163.25,0,43.31,0,0,0,3.5,0,58.3,20.4,0,5.17,4.18,0,0,44.18,40.09,16.95,53.31,0,658.07,0,32.66,384.39,0,41.56,19.56,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,76.47,16.81,137.17,12.03,117.8,9.27,0,398.53,0,0,0,0,0,0,123.5,32.89,24.95,0,0,39.8,42.74,74.43,19.53,0,0,0,0,163.25,0,43.31,0,0,0,3.5,0,58.3,20.4,0,5.17,4.18,0,0,44.18,40.09,16.95,53.31,0,658.07,0,32.66,384.39,0,41.56,19.56,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,76.47,16.81,137.17,11.4,117.8,9.24,0,398.53,0,0,0,0,0,0,123.5,32.89,24.95,0,0,39.8,42.74,74.43,19.53,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,20.4,0,4.69,4.18,0,0,42.8,39.1,16.95,52.06,0,658.07,0,17.68,384.39,0,37.4,3.19,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,76.47,16.81,137.17,11.4,117.8,9.39,0,398.53,0,0,0,0,0,0,123.5,32.89,24.95,0,0,39.8,42.74,74.43,19.53,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,20.4,0,4.69,4.18,0,0,24.55,39.1,16.95,52.06,0,658.07,0,17.68,384.39,0,37.4,3.19,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,76.47,16.81,137.17,9.43,117.8,9.53,0,398.53,0,0,0,0,0,0,123.5,32.89,24.95,0,0,39.8,42.74,74.43,19.53,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,20.4,0,4.69,4.18,0,0,24.55,39.1,16.95,52.06,0,616.06,0,17.68,384.39,0,37.4,3.19,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,76.47,16.81,137.17,9.43,117.8,9.7,0,398.53,0,0,0,0,0,0,123.5,32.89,24.95,0,0,39.8,42.74,74.43,19.53,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,20.4,0,4.69,4.18,0,0,24.55,39.1,16.95,52.06,0,616.06,0,17.68,384.39,0,37.4,3.19,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,76.47,16.81,137.17,11.4,117.8,9.84,0,398.53,0,0,0,0,0,0,123.5,32.89,24.95,0,0,39.8,42.74,74.43,19.53,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,20.4,0,4.69,4.18,0,0,24.55,39.1,16.95,52.06,0,592.69,0,17.68,332.06,0,37.4,3.19,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,76.47,16.81,137.17,11.4,117.8,10.1,0,398.53,0,0,0,0,0,0,123.5,32.89,24.95,0,0,39.8,42.74,74.43,19.53,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,20.4,0,4.69,4.18,0,0,24.55,39.1,16.95,52.06,0,592.69,0,17.68,332.06,0,37.4,12.62,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,76.47,16.81,137.17,12.03,117.8,10.49,0,398.53,0,0,0,0,0,0,123.5,32.89,24.95,0,0,39.8,42.74,74.43,19.53,0,0,0,0,163.25,0,43.31,0,0,0,3.5,0,58.3,20.4,0,5.17,4.18,0,0,44.18,40.09,16.95,53.31,0,537.32,0,32.66,332.06,0,41.56,19.56,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,76.47,16.81,137.17,12.03,117.8,10.61,0,398.53,0,0,0,0,0,0,123.5,32.89,24.95,0,0,39.8,42.74,74.43,19.53,0,0,0,0,163.25,0,43.31,0,0,0,3.5,0,58.3,20.4,0,5.17,4.18,0,0,44.18,40.09,16.95,53.31,0,537.32,0,32.66,332.06,0,41.56,19.56,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,76.47,16.81,137.17,12.03,117.8,10.7,0,398.53,0,0,0,0,0,0,123.5,32.89,24.95,0,0,39.8,42.74,74.43,19.53,0,0,0,0,163.25,0,43.31,0,0,0,3.5,0,58.3,20.4,0,5.17,4.18,0,0,44.18,40.09,16.95,53.31,0,537.32,0,32.66,341.74,0,41.56,19.56,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,76.47,16.81,137.17,12.03,117.8,10.79,0,398.53,0,0,0,0,0,0,123.5,32.89,24.95,0,0,39.8,42.74,74.43,19.53,0,0,0,0,163.25,0,43.31,0,0,0,3.5,0,58.3,20.4,0,5.17,4.18,0,0,44.18,40.09,16.95,53.31,0,537.32,0,32.66,332.06,0,41.56,19.56,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,76.47,16.81,137.17,11.4,117.8,10.84,0,398.53,0,0,0,0,0,0,123.5,32.89,24.98,0,0,39.81,42.74,74.43,19.53,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,34.01,0,4.69,2.79,0,0,42.8,39.1,16.95,52.06,0,527.64,0,31.05,309.06,0,37.4,12.62,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,76.47,16.81,137.17,11.4,117.8,10.84,0,398.53,0,0,0,0,0,0,123.5,32.89,25.55,0,0,39.81,42.74,74.43,19.9,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,34.01,0,4.69,1.39,0,0,42.8,39.1,16.95,52.06,0,527.64,0,31.05,309.06,0,37.4,12.62,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,77.04,16.81,137.17,11.4,117.8,10.84,0,398.53,0,0,0,0,0,0,123.5,32.89,25.55,0,0,39.81,42.74,74.43,19.9,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,34.01,0,4.69,1.39,0,0,42.8,39.1,16.95,52.06,0,527.64,0,31.05,309.06,0,37.4,12.62,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,77.04,16.81,137.17,11.4,117.8,10.79,0,398.53,0,0,0,0,0,0,123.5,32.89,25.55,0,0,39.81,42.74,74.43,19.9,0,0,0,0,161.74,0,43.31,0,0,0,3.43,0,58.3,34.01,0,4.69,1.39,0,0,42.8,39.1,16.95,52.06,0,527.64,0,31.05,289.7,0,37.4,12.62,19.36,40.8,95.7,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

