Block,Time Block,CHAMERA3,CHAMERA2,CHAMERA1,KISHANGANGA,KHSTPP-II,BSIUL,BRBCL,SINGRAULI_HYDRO,SALAL,SEWA2,SIMHST2,RSTPSU1TO6,SINGRAULI,RSTPSU7,RIHAND3,SASAN,SIMHST1,RIHAND1,RAPPD,RIHAND2,NLCIIST1,NLCIIST2,NLCTS2EXP,RAMPUR,NNTPP,NTPL,PARBATI3,PARBATI2,DHAULIGNGA,DADRT2,JHAJJAR,KGSU1AND2,FSTPP I & II,DULHASTI,KGSU3AND4,KHSTPP-I,MAPS,NLCEXP,NJPC,KUDGI,NAPP,RAPPC,RAPPB,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,VALLURNTECL,AURY_CRF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,ANTA_GF,KOTESHWR,KKNP,KKNPPU2,KOLDAM,TALST2,UNCHAHAR1,URI2,TANAKPUR,TelanganaSTPP,UNCHAHAR3,UNCHAHAR2,TALA,TEHRI,URI,TANDA2,UNCHAHAR4,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,0,0,0,8.3,96.52,12.55,19.25,0.96,61.51,0,0,0,144.67,0,87.71,347.67,0,53.7,28.4,75.07,0,0,0,1.93,0,0,4.13,0,10.54,284.99,98.15,0,9.64,57.26,0,27.93,0,0,48.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.87,34.78,0.49,0,15.48,24.38,0,0,47.81,2.51,0.82,0,0,0,0,0

55,13:30-13:45,0,0,0,8.3,96.52,12.55,19.25,0.96,61.51,0,0,0,144.67,0,87.71,347.67,0,53.7,28.4,75.07,0,0,0,1.93,0,0,4.13,0,21.06,284.99,98.15,0,9.64,57.26,0,27.93,0,0,48.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.87,34.78,0.49,0,15.48,24.38,0,0,47.81,2.51,0.82,0,0,0,0,0

56,13:45-14:00,0,0,0,8.3,87.11,12.55,19.25,0.96,61.51,0,0,0,144.67,0,87.68,347.67,0,53.62,28.4,75.06,0,0,0,0.96,0,0,4.13,0,42.13,284.99,98.15,0,9.64,57.26,0,27.93,0,0,24.14,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.87,34.78,0.49,0,15.48,24.37,0,0,47.81,2.51,0.82,0,0,0,0,0

57,14:00-14:15,0,0,0,8.3,87.05,12.55,19.25,0.96,61.51,0,0,0,107.17,0,89.55,372.35,0,51.46,28.4,77.18,0,0,0,0.86,0,0,4.13,14.45,42.13,284.99,98.15,0,9.64,57.26,0,27.93,0,0,21.56,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,0,0,11.87,34.78,1.72,0,15.48,24.35,0,0,47.81,2.51,0.82,0,0,0,0,0

58,14:15-14:30,0,0,0,8.3,86.95,12.55,19.25,0.96,49.2,0,0,0,107.09,0,89.55,394.66,0,51.46,28.4,77.18,0,0,0,0.86,0,0,4.13,14.45,42.13,284.99,98.15,0,9.64,57.26,0,27.93,0,0,21.56,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,0,0,11.87,34.78,1.72,0,15.48,24.31,0,0,47.81,2.51,0.82,0,0,0,0,0

59,14:30-14:45,0,0,0,8.3,96.71,12.55,19.25,0.96,49.2,0,0,0,119,0,89.55,332.36,0,61.81,28.4,87.19,0,0,0,0.86,0,0,4.13,14.45,42.13,284.99,98.15,0,9.64,57.26,0,27.93,0,0,21.56,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,0,0,11.87,34.78,1.72,0,15.48,24.24,0,0,47.81,2.51,0.82,0,0,0,0,0

60,14:45-15:00,0,0,0,8.3,96.71,12.55,19.25,0.96,49.2,0,0,0,124.21,0,89.55,332.36,0,61.74,28.4,92.96,0,0,0,0.86,0,0,4.13,14.45,21.06,284.99,136.65,0,9.64,57.26,0,27.93,0,0,21.56,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,0,0,11.87,34.78,1.72,0,15.48,24.28,0,0,47.81,2.51,0.82,0,0,0,0,0

61,15:00-15:15,0,15.66,0,8.3,113.71,18.82,19.25,0.96,49.2,0,0,0,140.27,0,123.19,332.36,0,91.4,28.4,117.49,0,0,0,2.1,0,0,4.13,14.45,0,284.99,136.65,0,11.18,57.26,0,28.14,0,0,52.92,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,0,0,11.87,34.78,1.72,0,15.48,24.16,0,0,47.81,2.51,0.82,0,0,0,0,0

62,15:15-15:30,0,15.66,0,8.3,113.71,18.82,19.25,0.96,49.2,0,0,0,140.27,0,123.19,332.36,0,91.4,28.4,117.49,0,0,0,3.17,0,0,4.13,14.45,0,284.99,136.65,0,11.18,57.26,0,28.14,0,0,79.86,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,0,0,11.87,34.78,1.72,0,15.48,24.06,0,0,47.81,2.51,0.82,0,0,0,0,0

63,15:30-15:45,0,15.66,0,8.3,112.44,18.82,19.25,0.96,49.2,0,0,0,139.05,0,120.38,332.36,0,88.98,28.4,115.48,0,0,0,4.17,0,0,4.13,14.45,0,284.99,136.65,0,11.18,57.26,0,28.14,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,0,0,11.87,34.78,4.19,0,15.44,23.82,0,0,47.81,2.51,0.82,0,0,0,0,0

64,15:45-16:00,0,15.66,12.16,8.3,112.44,18.82,19.25,0.96,49.2,0,0,0,139.05,0,120.38,332.36,0,88.98,28.4,115.48,0,0,0,4.17,0,0,4.13,14.45,0,284.99,184.76,0,11.18,57.26,0,28.14,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,0,0,11.87,34.78,4.19,0,15.44,23.82,0,0,47.81,2.51,0.82,0,0,0,0,0

65,16:00-16:15,11.23,31.3,13.52,8.3,126.61,18.82,19.25,0.96,49.2,0,0,0,139.05,0,120.9,332.36,0,91.4,28.4,117.49,0,0,0,4.17,0,0,4.13,14.45,0,327.33,184.76,0,17.51,57.26,0,32.78,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,0,0,11.87,34.78,4.19,0,14.65,23.82,0,12.12,15.94,2.74,0.82,0,0,0,0,0

66,16:15-16:30,11.23,31.3,13.52,8.3,142.71,18.82,19.25,0.96,49.2,0,0,0,140.27,0,120.9,332.36,0,91.4,28.4,115.48,0,0,0,4.17,0,0,4.13,14.45,0,327.33,184.76,0,17.51,57.26,0,40.45,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,0,0,11.87,34.78,4.19,0,14.65,23.82,0,12.12,5.31,2.95,0.82,0,0,0,0,0

67,16:30-16:45,11.23,31.3,13.52,8.3,142.71,18.82,19.25,0.96,49.2,0,0,0,136.33,0,120.9,332.36,0,91.4,28.4,115.48,0,0,0,4.17,0,0,4.13,14.45,0,327.33,184.76,0,17.51,57.26,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,0,0,11.87,34.78,4.19,0,14.65,23.82,0,24.24,5.31,3.04,0.82,0,0,0,0,0

68,16:45-17:00,11.23,31.3,27.04,8.3,142.71,12.55,19.25,0.96,49.2,6.06,0,0,136.33,0,120.9,332.36,0,83.72,28.4,115.48,0,0,0,4.17,0,0,4.13,14.45,0,327.33,290.61,0,17.51,57.26,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,0,0,11.87,34.78,4.19,0,14.65,23.82,0,24.24,15.94,3.04,0.82,0,0,0,0,0

69,17:00-17:15,22.45,46.97,27.04,8.3,142.71,12.55,19.25,0.96,49.2,6.06,0,0,136.33,0,120.9,332.36,0,87.57,28.4,115.48,0,0,0,4.17,0,0,4.13,14.45,0,327.33,302.15,0,17.51,57.26,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,2.31,0,15.28,34.78,4.19,0,18.26,31.46,0,24.24,50.39,3.04,1.15,0,0,0,0,0

70,17:15-17:30,22.45,46.97,27.04,8.3,142.71,12.55,19.25,0.96,49.2,6.06,0,0,136.33,0,120.9,332.36,0,91.4,28.4,115.48,0,0,0,4.17,0,0,4.13,14.45,0,327.33,302.15,0,17.51,57.26,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,4.61,0,15.28,34.78,4.19,0,18.26,31.46,0,36.37,50.39,3.04,1.21,0,0,0,0,0

71,17:30-17:45,22.45,46.97,27.04,8.3,142.71,12.55,19.25,0.96,49.2,12.13,0,0,136.33,0,120.9,332.36,0,91.4,28.4,115.48,0,0,0,4.17,0,0,4.13,14.45,0,360.04,331.95,0,17.51,57.26,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,6.01,0,17.45,34.78,4.19,0,21.84,36.52,0,36.37,50.39,3.04,1.21,0,0,0,0,0

72,17:45-18:00,22.45,46.97,40.56,8.3,142.71,12.55,19.25,0.96,49.2,12.13,0,0,136.33,0,120.9,332.36,0,91.4,28.4,115.48,0,0,0,4.17,0,0,4.13,14.45,10.54,397.74,132.67,0,17.51,57.26,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,9.23,0,20.17,34.78,4.19,0,25.59,41.82,0,36.37,50.39,1.21,1.21,0,0,0,0,0

73,18:00-18:15,22.45,46.97,40.56,8.3,142.71,12.55,19.25,0.96,49.2,12.13,0,0,136.33,0,120.9,332.36,0,91.4,28.4,115.48,0,0,0,4.17,0,0,18.9,14.45,21.06,451.63,190.41,0,17.51,57.26,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,9.23,0,20.5,37.11,4.19,0,26.11,41.76,0,36.37,50.39,3.04,1.21,0,0,0,0,0

74,18:15-18:30,33.71,46.97,40.56,8.3,142.71,18.82,19.25,0.96,49.2,18.19,0,0,136.33,0,120.9,332.36,0,91.4,28.4,115.48,0,0,0,4.17,0,0,23.62,14.45,31.59,499.74,190.41,0,17.51,57.26,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.06,0,0,9.23,0,20.5,37.11,4.19,0,26.11,41.76,0,36.37,50.39,3.04,1.21,0,0,0,0,0

75,18:30-18:45,33.71,48.17,40.56,8.35,142.71,19.37,19.25,0.96,49.2,19.33,0,0,136.33,0,120.9,332.36,0,91.4,28.4,104.47,0,0,0,4.17,0,0,57.58,27.48,42.13,547.77,278.94,0,17.51,57.96,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.45,0,0,9.23,0,20.5,37.11,4.19,0,26.11,41.76,0,36.37,47.81,3.04,1.21,0,0,0,0,0

76,18:45-19:00,33.71,48.17,40.56,8.35,142.71,19.37,19.25,0.96,49.2,19.33,0,0,136.33,0,120.9,332.36,0,91.4,28.4,104.47,0,0,0,4.17,0,0,57.58,27.48,42.13,547.77,367.47,0,17.51,57.96,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.45,0,0,9.23,0,20.5,37.11,4.19,0,26.11,41.76,0,36.37,47.81,3.04,1.21,0,0,0,0,0

77,19:00-19:15,33.71,48.17,40.56,8.35,142.71,19.37,19.25,0.96,61.51,19.33,0,0,140.57,0,123.57,332.36,0,93.55,28.4,105.88,0,0,0,4.17,0,0,57.58,27.48,42.13,598.28,387.73,0,17.51,57.96,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.45,0,0,9.23,0,20.82,34.78,4.19,0,26.63,42.35,0,36.37,47.81,3.33,1.59,0,0,0,0,0

78,19:15-19:30,33.71,48.17,40.56,8.35,142.71,19.37,19.25,0.96,61.51,19.33,0,0,140.6,0,123.57,332.36,0,93.56,28.4,106.86,0,0,0,4.17,0,0,57.58,27.48,42.13,657.4,387.73,0,17.51,57.96,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.45,0,0,9.23,0,20.82,34.78,4.19,0,26.64,42.35,0,36.37,47.81,3.62,1.59,0,0,0,0,0

79,19:30-19:45,33.71,48.17,40.56,8.35,142.71,19.37,19.25,0.96,61.51,19.33,0,0,140.6,0,123.57,332.36,0,87.6,28.4,101.09,0,0,0,4.17,0,0,57.58,27.48,42.13,658.56,387.73,0,17.51,57.96,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.45,0,0,9.23,0,20.82,34.78,4.19,0,26.64,42.35,0,36.37,47.81,3.91,1.59,0,0,0,0,0

80,19:45-20:00,33.71,48.17,40.56,8.35,142.71,19.37,19.25,0.96,61.51,19.33,0,0,140.6,0,123.57,332.36,0,87.6,28.4,101.09,0,0,0,4.17,0,0,57.58,27.48,42.13,658.56,387.73,0,17.51,57.96,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.45,0,0,9.23,0,20.82,34.78,4.19,0,26.64,42.35,0,36.37,47.81,4.21,1.59,0,0,0,0,0

81,20:00-20:15,33.71,48.17,40.56,8.35,142.71,19.37,19.25,0.96,61.51,19.33,0,0,140.6,0,123.57,332.36,0,93.56,28.4,116.49,0,0,0,4.17,0,0,57.58,27.48,42.13,662.58,387.73,0,17.51,57.96,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.45,0,0,9.23,0,20.82,34.01,4.19,0,26.64,42.35,0,36.37,47.81,4.5,1.59,0,0,0,0,0

82,20:15-20:30,33.71,48.17,40.56,8.35,142.71,19.37,19.25,0.96,61.51,19.33,0,0,140.6,0,123.57,332.36,0,93.56,28.4,101.09,0,0,0,4.17,0,0,57.58,27.48,42.13,662.61,387.73,0,17.51,57.96,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.45,0,0,9.23,0,20.82,34.01,4.19,0,26.64,42.35,0,36.37,47.81,4.82,1.59,0,0,0,0,0

83,20:30-20:45,33.71,46.97,40.56,8.35,142.71,12.55,19.25,0.96,61.51,18.19,0,0,140.6,0,123.57,332.36,0,93.56,28.4,101.09,0,0,0,4.17,0,0,11.08,21.69,42.13,662.61,387.73,0,17.51,57.26,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.37,0,0,9.23,0,20.82,34.01,2.95,0,26.64,42.35,0,36.37,47.81,5.18,1.59,0,0,0,0,0

84,20:45-21:00,33.71,46.97,40.56,8.35,142.71,12.55,19.25,0.96,61.51,18.19,0,0,140.6,0,123.57,332.36,0,87.6,28.4,117.87,0,0,0,4.17,0,0,8.85,21.69,31.59,662.61,387.73,0,17.51,57.26,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,9.23,0,20.82,34.01,2.95,0,26.64,42.35,0,36.37,47.81,5.31,1.59,0,0,0,0,0

85,21:00-21:15,33.71,46.97,40.56,8.35,142.71,12.55,19.25,0.96,61.51,18.19,0,0,140.6,0,123.57,332.36,0,93.56,28.4,117.87,0,0,0,4.17,0,0,8.85,21.69,31.59,662.61,387.73,0,17.51,57.26,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,9.23,0,20.82,34.01,1.72,0,26.64,42.35,0,36.37,47.81,5.31,1.59,0,0,0,0,0

86,21:15-21:30,33.71,46.97,40.56,8.35,142.71,18.82,19.25,0.96,61.51,18.19,0,0,140.6,0,123.57,332.36,0,93.56,28.4,117.87,0,0,0,4.17,0,0,31.01,21.69,31.59,662.61,387.73,0,17.51,57.26,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,9.23,0,20.82,34.01,1.72,0,26.64,42.35,0,36.37,47.81,5.31,1.59,0,0,0,0,0

87,21:30-21:45,33.71,48.17,40.56,8.35,142.71,19.37,19.25,0.96,61.51,19.33,0,0,134.38,0,123.57,332.36,0,93.56,28.4,117.87,0,0,0,4.17,0,0,57.58,27.48,42.13,662.61,387.73,0,17.51,57.96,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.15,0,0,9.23,0,20.82,34.01,1.72,0,26.64,42.35,0,36.37,47.81,4.19,1.59,0,0,0,0,0

88,21:45-22:00,33.71,48.17,40.56,8.35,142.71,19.37,19.25,0.96,61.51,19.33,0,0,134.38,0,123.57,332.36,0,93.56,28.4,117.87,0,0,0,4.17,0,0,57.58,27.48,42.13,662.61,387.73,0,17.51,57.96,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.15,0,0,9.23,0,20.82,34.01,1.72,0,26.64,42.35,0,36.37,47.81,4.19,1.59,0,0,0,0,0

89,22:00-22:15,33.71,48.17,40.56,8.35,142.71,19.37,19.25,0.96,49.2,19.33,0,0,134.38,0,123.57,332.36,0,93.56,28.4,117.87,0,0,0,4.17,0,0,57.58,27.48,42.13,662.61,387.73,0,17.51,57.96,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.15,0,0,9.23,0,20.82,34.01,0.74,0,26.64,42.35,0,36.37,47.81,4.19,1.59,0,0,0,0,0

90,22:15-22:30,33.71,48.17,40.56,8.35,142.71,19.37,19.25,0.96,49.2,19.33,0,0,134.38,0,123.57,332.36,0,93.56,28.4,117.87,0,0,0,4.17,0,0,57.58,27.48,42.13,662.61,387.73,0,17.51,57.96,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.15,0,0,9.23,0,20.82,34.01,0.74,0,26.64,42.35,0,36.37,47.81,4.19,1.59,0,0,0,0,0

91,22:30-22:45,33.71,46.97,40.56,8.3,142.71,18.82,19.25,0.96,49.2,18.19,0,0,134.38,0,123.57,332.36,0,93.56,28.4,117.87,0,0,0,4.17,0,0,32.49,14.45,31.59,662.61,387.73,0,17.51,57.26,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,9.23,0,20.82,34.01,0,0,26.64,42.35,0,36.37,15.94,4.88,1.59,0,0,0,0,0

92,22:45-23:00,33.71,46.97,40.56,8.3,142.71,18.82,19.25,0.96,49.2,18.19,0,0,134.38,0,123.57,332.36,0,93.56,28.4,117.87,0,0,0,4.17,0,0,32.49,14.45,21.06,662.61,411.86,0,17.51,57.26,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,9.23,0,20.82,34.01,0,0,26.64,42.35,0,36.37,5.31,5.1,1.59,0,0,0,0,0

93,23:00-23:15,33.71,46.97,40.56,8.3,142.71,18.82,19.25,0.96,49.2,18.19,0,0,134.38,0,123.57,332.36,0,93.56,28.4,117.87,0,0,0,4.17,0,0,32.49,14.45,10.54,662.61,411.86,0,17.51,57.26,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,9.23,0,20.82,34.01,0,0,26.64,42.35,0,36.37,47.81,5.28,1.59,0,0,0,0,0

94,23:15-23:30,33.71,46.97,40.56,8.3,142.71,18.82,19.25,0.96,49.2,18.19,0,0,134.38,0,123.57,332.36,0,93.56,28.4,117.87,0,0,0,4.17,0,0,18.9,14.45,10.54,662.61,411.86,0,17.51,57.26,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,9.23,0,20.82,34.01,0,0,26.64,42.35,0,36.37,47.81,5.31,1.59,0,0,0,0,0

95,23:30-23:45,33.71,46.97,40.56,8.3,142.71,18.82,19.25,0.96,49.2,18.19,0,0,134.38,0,123.57,332.36,0,93.56,28.4,106.86,0,0,0,4.17,0,0,18.9,14.45,10.54,662.61,411.86,0,17.51,57.26,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,9.23,0,20.82,34.01,0,0,26.64,42.35,0,36.37,47.81,5.31,1.59,0,0,0,0,0

96,23:45-24:00,33.71,46.97,40.56,8.3,142.71,18.82,19.25,0.96,49.2,18.19,0,0,134.38,0,123.57,332.36,0,93.56,28.4,106.86,0,0,0,4.17,0,0,18.9,14.45,10.54,662.61,411.86,0,17.51,57.26,0,43.81,0,0,106.5,0,24.16,65.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,0,9.23,0,20.82,34.01,0,0,26.64,42.35,0,36.37,47.81,5.31,1.59,0,0,0,0,0

