Block,Time,DADRT2,KOTESHWR,DULHASTI,KOLDAM,PARBATI3,CHAMERA3,DHAULIGNGA,RAMPUR,NJPC,CHAMERA2,KISHANGANGA,RAPPC,NAPP,JHAJJAR,UNCHAHAR1,SINGRAULI_HYDRO,RIHAND3,TEHRI,UNCHAHAR4,SINGRAULI,RIHAND2,TANDA2,UNCHAHAR3,RIHAND1,SEWA2,URI2,UNCHAHAR2,RAPPB,BSIUL,CHAMERA1,URI,TANAKPUR,SALAL,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
1,00:00-00:15,686.779957,8.874,49.436556,0,0,19.35568,0,0,116.9545,39.51012,0,51.1407,37.38,653.1525,19.985,1.01389,123.665625,45.36,0,100.5,118.125,0,26.39091,92,0,32.2848,42.392196,0,6.5208,39.5,48.576,11.2728,75.53,0,59.732,0,0,0,64.074,0,0,0,37.8,0,0,0,0,0,0,0,0,0,60.05,0,0,0,0,0,0,0,0,0,0,44.311,147.515625,13.23,13.188,20.294,347.625

2,00:15-00:30,686.779957,8.874,49.436556,0,0,19.35568,0,0,113.64,39.51012,0,51.1407,37.38,653.1525,19.985,1.01389,123.665625,45.36,0,101.25,118.125,0,26.39091,92,0,32.2848,42.392196,0,6.5208,39.105,48.576,11.2728,75.53,0,59.732,0,0,0,64.074,0,0,0,37.8,0,0,0,0,0,0,0,0,0,60.05,0,0,0,0,0,0,0,0,0,0,44.311,147.515625,13.23,13.188,20.294,347.625

3,00:30-00:45,686.779957,8.874,49.436556,0,0,19.35568,0,0,113.64,39.51012,0,51.1407,37.38,653.1525,19.985,1.01389,123.665625,30.24,0,101.25,118.125,0,26.39091,92,0,32.2848,42.392196,0,6.5208,39.105,8.832,11.2728,75.53,0,59.732,0,0,0,64.074,0,0,0,37.8,0,0,0,0,0,0,0,0,0,60.05,0,0,0,0,0,0,0,0,0,0,44.311,147.515625,13.23,13.188,20.294,347.625

4,00:45-01:00,686.779957,8.874,49.436556,0,0,19.35568,0,0,113.64,39.51012,0,51.1407,37.38,653.1525,19.985,1.01389,123.665625,30.24,0,101.25,118.125,0,26.39091,92,0,32.2848,42.392196,0,6.5208,39.105,8.832,11.2728,75.53,0,59.732,0,0,0,64.074,0,0,0,37.8,0,0,0,0,0,0,0,0,0,60.05,0,0,0,0,0,0,0,0,0,0,44.311,147.515625,13.23,13.188,20.294,347.625

5,01:00-01:15,686.779957,8.874,49.436556,0,0,19.35568,0,0,113.64,39.51012,0,51.1407,37.38,653.1525,19.985,1.01389,123.665625,15.12,0,101.25,118.125,0,26.39091,92,0,10.7616,42.392196,0,6.5208,39.105,8.832,11.2728,75.53,0,59.732,0,0,0,64.074,0,0,0,37.8,0,0,0,0,0,0,0,0,0,60.05,0,0,0,0,0,0,0,0,0,0,41.883,147.515625,13.23,15.386,20.294,347.625

6,01:15-01:30,686.779957,8.874,49.436556,0,0,19.35568,0,0,113.64,39.51012,0,51.1407,37.38,653.1525,19.985,1.01389,123.665625,15.12,0,101.25,118.125,0,26.39091,92,0,9.4164,42.392196,0,6.5208,39.105,8.832,11.2728,75.53,0,59.732,0,0,0,64.074,0,0,0,37.8,0,0,0,0,0,0,0,0,0,60.05,0,0,0,0,0,0,0,0,0,0,41.883,147.515625,13.23,17.3642,20.294,347.625

7,01:30-01:45,686.779957,8.874,49.436556,0,0,19.35568,0,0,113.64,39.51012,0,51.1407,37.38,653.1525,19.985,1.01389,123.665625,0,0,101.25,118.125,0,26.39091,92,0,9.4164,42.392196,0,6.5208,39.105,8.832,10.1199,75.53,0,59.732,0,0,0,64.074,0,0,0,37.8,0,0,0,0,0,0,0,0,0,60.05,0,0,0,0,0,0,0,0,0,0,41.883,147.515625,13.23,16.485,20.294,347.625

8,01:45-02:00,686.779957,8.874,49.436556,0,0,19.35568,0,0,104.17,39.51012,0,51.1407,37.38,653.1525,19.985,1.01389,123.665625,0,0,101.25,118.125,0,26.39091,92,0,9.4164,42.392196,0,6.5208,39.105,8.832,10.1199,75.53,0,59.732,0,0,0,64.074,0,0,0,37.8,0,0,0,0,0,0,0,0,0,60.05,0,0,0,0,0,0,0,0,0,0,41.883,147.515625,13.23,16.485,20.294,347.625

9,02:00-02:15,686.779957,8.874,49.436556,0,0,19.35568,18.2298,0,104.17,39.51012,0,51.1407,37.38,653.1525,19.985,1.01389,123.665625,0,0,101.25,118.125,0,26.39091,92,0,9.4164,42.392196,0,6.5208,39.105,8.832,10.1199,75.53,0,59.732,0,0,0,64.074,0,0,0,38.85,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,41.883,147.515625,14.112,16.485,20.294,345.375

10,02:15-02:30,686.779957,8.874,49.436556,0,0,19.35568,18.2298,0,104.17,39.51012,0,51.1407,37.38,653.1525,19.985,1.01389,123.665625,0,0,101.25,118.125,0,26.39091,92,0,9.4164,42.392196,0,6.5208,39.105,8.832,10.1199,75.53,0,59.732,0,0,0,64.074,0,0,0,38.85,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,41.883,147.515625,14.112,17.584,20.294,345.375

11,02:30-02:45,686.779957,8.874,49.436556,0,0,19.35568,18.2298,0,104.17,39.51012,0,51.1407,37.38,653.1525,19.985,1.01389,123.665625,0,0,101.25,118.125,0,26.39091,92,0,9.4164,42.392196,0,6.5208,39.105,8.832,10.1199,75.53,0,59.732,0,0,0,64.074,0,0,0,38.85,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,41.883,147.515625,14.112,18.683,20.294,344.25

12,02:45-03:00,686.779957,8.874,49.436556,0,0,19.35568,18.2298,0,104.17,39.51012,0,51.1407,37.38,653.1525,19.985,1.01389,123.665625,0,0,101.25,118.125,0,26.39091,92,0,9.4164,42.392196,0,6.5208,39.105,8.832,10.1199,75.53,0,59.732,0,0,0,64.074,0,0,0,38.85,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,41.883,147.515625,14.112,20.0018,20.294,344.25

13,03:00-03:15,686.779957,8.874,49.436556,0,0,19.35568,18.2298,0,104.17,39.51012,0,51.1407,37.38,653.1525,19.985,1.01389,123.665625,0,0,101.25,118.125,0,26.39091,92,0,9.4164,42.392196,0,6.5208,39.105,8.832,10.1199,75.53,0,59.732,0,0,0,64.074,0,0,0,38.85,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,43.097,147.515625,14.112,20.0018,20.294,344.25

14,03:15-03:30,686.779957,8.874,49.436556,0,0,19.35568,18.2298,0,104.17,39.51012,0,51.1407,37.38,653.1525,19.985,1.01389,123.665625,0,0,101.25,118.125,0,26.39091,92,0,9.4164,42.392196,0,6.5208,39.105,8.832,10.1199,75.53,0,59.732,0,0,0,64.074,0,0,0,38.85,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,43.097,147.515625,14.112,20.0018,20.294,344.25

