Block,Time,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,NR/26072023/25122043/L_NR_2023_10,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,NR/01102023/14082046/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/30042040/GNA_LT_36,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,NR/01042024/31072024/LT_MEJA_DELHI,NR/01042024/30042024/PTC/OA/32001,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,NR/01102023/23072042/L_NR_2012_04
11,02:30-02:45,0,0,0,0,0,24.33,6.21,0,24.33,0,0,0,0,0,14.84,44.5,14.83,10,0,0,0.000000,11.390000,2.550000,1.940000,75.350000,0.000000,28.870000,0.000000,2.600000,16.050000,48.120000,76.990000,25.450000,0.000000,25.450000,272.120000,261.290000,0.000000,0.000000

12,02:45-03:00,0,0,0,0,0,24.67,6.21,0,24.67,0,0,0,0,0,15.16,45.5,15.17,10,0,0,0.000000,11.390000,2.550000,1.940000,75.350000,0.000000,28.870000,0.000000,2.600000,16.050000,48.120000,67.370000,25.450000,0.000000,25.450000,272.120000,261.290000,0.000000,0.000000

13,03:00-03:15,0,0,0,0,0,21.67,6.21,0,21.67,0,0,0,0,0,15.5,46.5,15.5,10,0,0,0.000000,11.300000,2.550000,1.850000,56.070000,0.000000,28.870000,0.000000,2.520000,16.050000,48.120000,52.930000,25.450000,0.000000,25.450000,272.120000,261.290000,0.000000,0.000000

14,03:15-03:30,0,0,0,0,0,22,6.21,0,22,0,0,0,0,0,15.84,47.5,15.83,10,0,0,0.000000,11.300000,2.550000,1.850000,56.070000,0.000000,28.870000,0.000000,2.520000,16.050000,48.120000,52.930000,25.450000,0.000000,25.450000,272.120000,261.290000,0.000000,0.000000

15,03:30-03:45,0,0,0,0,0,22.33,6.21,0,22.33,0,0,0,0,0,13,39,13,10,0,0,0.000000,11.300000,2.550000,1.850000,56.070000,0.000000,28.870000,0.000000,2.520000,16.050000,48.120000,52.930000,25.450000,0.000000,25.450000,272.120000,261.290000,0.000000,0.000000

16,03:45-04:00,0,0,0,0,0,22.67,6.21,0,22.67,0,0,0,0,0,12.84,38.5,12.83,10,0,0,0.000000,11.300000,2.550000,1.850000,56.070000,0.000000,28.870000,0.000000,2.520000,16.050000,48.120000,52.930000,25.450000,0.000000,25.450000,272.120000,261.290000,0.000000,0.000000

17,04:00-04:15,0,0,0,0,0,22.67,6.21,0,22.67,0,0,0,0,0,12.5,37.5,12.5,10,0,0,0.000000,11.210000,2.550000,1.850000,74.950000,0.000000,27.910000,0.000000,2.520000,16.050000,48.120000,52.930000,25.450000,0.000000,25.450000,272.120000,261.290000,0.000000,0.000000

18,04:15-04:30,0,0,0,0,0,23,6.21,0,23,0,0,0,0,0,12.34,37,12.33,9.66,0,0,0.000000,11.210000,2.550000,1.850000,74.950000,0.000000,27.910000,0.000000,2.520000,16.050000,48.120000,52.930000,25.450000,0.000000,25.450000,272.120000,261.290000,0.000000,0.000000

19,04:30-04:45,0,0,0,0,0,20,6.21,0,20,0,0,0,0,0,12.34,37,12.33,9.66,0,0,0.000000,11.210000,2.550000,1.850000,74.950000,0.000000,27.910000,0.000000,2.520000,16.050000,48.120000,52.930000,25.450000,0.000000,25.450000,272.120000,261.290000,0.000000,0.000000

20,04:45-05:00,0,0,0,0,0,20,6.21,0,20,0,0,0,0,0,11.66,35,11.67,9.66,0,0,0.000000,11.210000,2.550000,1.850000,74.950000,0.000000,27.910000,0.000000,2.520000,16.050000,48.120000,52.930000,25.450000,0.000000,25.450000,272.120000,261.290000,0.000000,0.000000

21,05:00-05:15,0,0,0,0,0,13.33,6.21,0,13.33,0,0,0,0,0,11.66,35,11.67,9.66,0,0,0.000000,11.120000,2.470000,1.850000,74.950000,0.000000,27.910000,0.000000,2.450000,16.050000,48.120000,52.930000,25.450000,0.000000,25.450000,272.120000,261.290000,0.000000,0.000000

22,05:15-05:30,0,0,0,0,0,13.33,6.21,0,13.33,0,0,0,0,0,11.16,33.5,11.17,9.66,0,0,0.000000,11.120000,2.470000,1.850000,74.950000,0.000000,27.910000,0.000000,2.450000,16.050000,48.120000,52.930000,25.450000,0.000000,25.450000,272.120000,261.290000,0.000000,0.000000

23,05:30-05:45,0,0,0,0,0,13.33,6.21,0,13.33,0,0,0,0,0,11,33,11,9.66,0,0,0.000000,11.120000,2.940000,1.850000,75.350000,0.000000,27.910000,0.000000,2.450000,16.050000,48.120000,81.800000,25.450000,0.000000,25.450000,272.120000,261.290000,0.000000,0.000000

24,05:45-06:00,0,0,0,0,0,13.33,6.21,0.18,13.33,0,0,0,0,0,10.84,32.5,10.83,9.66,0,0,0.000000,11.120000,2.940000,1.850000,56.420000,0.000000,27.910000,0.000000,2.450000,16.050000,48.120000,100.260000,25.450000,0.000000,25.450000,272.120000,261.290000,0.000000,0.000000

25,06:00-06:15,0,0,0,0,0,16,6.21,1.66,16,0,0,0,0,0,9.84,29.5,9.83,9.66,0,0,0.000000,11.030000,2.940000,1.850000,56.420000,0.000000,27.910000,0.000000,2.450000,16.050000,48.120000,100.260000,25.450000,0.000000,25.450000,272.120000,213.170000,0.000000,0.000000

26,06:15-06:30,0,2,0,0,0,16.33,6.21,3.79,16.33,0,0,0,0,0,9.5,28.5,9.5,9.34,0,1.22,0.000000,11.030000,2.940000,1.850000,67.880000,0.000000,27.910000,0.000000,2.450000,16.050000,48.120000,100.260000,25.450000,0.000000,25.450000,230.980000,205.520000,0.000000,0.000000

27,06:30-06:45,0.5,5,0,2.22,0,16.33,6.21,6.53,16.33,0.06,0,0,1,0,9,27,9,9.34,0.31,5.4,0.000000,11.030000,2.790000,1.850000,86.810000,0.000000,26.950000,0.000000,2.450000,16.050000,48.120000,100.260000,20.880000,0.000000,20.880000,272.120000,253.640000,0.000000,0.000000

28,06:45-07:00,1,10,0,6.78,1,16.33,6.21,9.75,16.33,1.03,0,0,4,0,8.84,26.5,8.83,9.34,5.16,11.48,0.220000,11.030000,2.790000,1.850000,86.810000,0.000000,26.950000,0.000000,2.450000,16.050000,48.120000,100.260000,20.880000,0.220000,20.880000,272.120000,261.290000,0.220000,0.000000

29,07:00-07:15,2,18,1,12.49,4,16.33,6.21,13.28,16.33,2.61,0,0,11,2,10.34,31,10.33,9.34,13.03,20.49,0.850000,10.840000,2.790000,1.850000,67.880000,0.000000,26.950000,0.000000,2.450000,16.050000,48.120000,100.260000,25.450000,0.830000,25.450000,272.120000,234.390000,0.830000,0.000000

30,07:15-07:30,5,30,4,21.48,7,16.67,6.21,18.07,16.67,4.66,0,0,18,9,10.16,30.5,10.17,9,23.28,30.48,1.600000,10.840000,2.790000,1.850000,67.880000,0.000000,26.950000,0.000000,2.450000,16.050000,48.120000,100.260000,25.450000,1.570000,25.450000,272.120000,205.520000,1.570000,0.000000

31,07:30-07:45,8.34,31,7,31,12,13.33,6.21,16.79,13.33,7.25,0,0,28,13,10.16,30.5,10.17,7.34,36.28,31,2.550000,10.840000,2.790000,1.850000,56.020000,0.000000,26.950000,0.000000,2.450000,16.050000,48.120000,100.260000,24.380000,2.480000,30.800000,272.120000,253.640000,2.480000,0.000000

32,07:45:08:00,12.85,31,10,31,16,13.33,6.21,24.19,13.33,10.46,0,0,39,19,9.84,29.5,9.83,7.34,52.32,31,3.670000,10.840000,2.790000,1.850000,74.950000,0.000000,26.950000,0.000000,2.450000,16.050000,48.120000,72.180000,24.380000,3.580000,30.800000,272.120000,261.290000,3.580000,0.000000

33,08:00-08:15,14,31,15,31,25,13.33,6.21,32.21,13.33,13.93,0,0,60,30,9.16,27.5,9.17,7.34,69.68,31,4.930000,10.840000,2.790000,1.850000,86.810000,0.000000,25.980000,0.000000,2.300000,16.050000,48.120000,100.260000,24.380000,4.800000,30.800000,272.120000,261.290000,4.800000,0.000000

34,08:15-08:30,19,31,19,31,33,13.33,6.21,40.36,13.33,17.6,0,0,77,38,8.34,25,8.33,7,88.01,31,6.240000,10.840000,2.790000,1.850000,67.880000,0.000000,25.980000,0.000000,2.300000,16.050000,48.120000,100.260000,24.380000,6.080000,30.800000,230.980000,213.170000,6.080000,0.000000

35,08:30-08:45,23,32,23,32,42,13.33,6.21,48.05,13.33,21.53,0,0,98,47,7.34,22,7.33,6.66,107.66,32,7.550000,10.840000,2.790000,1.850000,43.820000,0.000000,25.980000,0.000000,2.300000,16.050000,48.120000,76.990000,24.380000,7.370000,30.800000,211.730000,205.520000,7.370000,0.000000

36,08:45:09:00,26.9,32,27,32,49,13.33,6.21,55.38,13.33,25.64,0,0,116,55,6.66,20,6.67,6.66,128.19,32,8.830000,10.840000,2.790000,1.850000,37.140000,0.000000,25.980000,0.000000,2.300000,16.050000,48.120000,52.930000,24.380000,8.610000,30.800000,211.730000,205.520000,8.610000,0.000000

37,09:00:09:15,30.3,32,32,32,57,13.33,6.21,62.28,13.33,29.68,0,0,133,63,6.66,20,6.67,6.66,148.41,32,10.070000,10.750000,2.710000,1.850000,37.140000,0.000000,26.950000,0.000000,2.300000,16.050000,48.120000,67.370000,24.380000,9.820000,30.800000,230.980000,205.520000,9.820000,0.000000

38,09:15-09:30,33.4,32,35,32,63,13.33,6.21,68.72,13.33,33.39,0,0,147,70,6.66,20,6.67,6.66,166.94,32,10.010000,10.750000,2.710000,1.850000,49.000000,0.000000,26.950000,0.000000,2.300000,16.050000,48.120000,96.240000,24.380000,9.770000,30.800000,272.120000,253.640000,9.770000,0.000000

39,09:30-09:45,35.5,32,39,32,70,13.33,5.01,74.7,13.33,36.92,0,0,165,78,6.66,20,6.67,6.66,184.58,32,11.130000,10.750000,2.710000,1.850000,49.000000,0.000000,26.950000,0.000000,2.300000,16.050000,48.120000,100.260000,25.450000,10.860000,25.450000,272.120000,205.520000,10.860000,0.000000

40,09:45-10:00,38.5,32.33,42,32.34,75,13.33,5.01,80.01,13.33,40.34,0,0,175,83,6.66,20,6.67,6.66,201.7,32.33,11.950000,10.750000,2.710000,1.850000,37.140000,0.000000,26.950000,0.000000,2.300000,16.050000,48.120000,76.990000,25.450000,11.650000,25.450000,272.120000,205.520000,11.650000,0.000000

41,10:00-10:15,40.1,32.33,45,32.34,81,13.33,5.01,84.62,13.33,43.32,0,0,189,90,6.66,20,6.67,6.66,216.58,32.33,12.820000,10.570000,2.710000,1.760000,37.140000,0.000000,26.950000,0.000000,2.450000,16.050000,48.120000,52.930000,25.450000,12.510000,25.450000,272.120000,205.520000,12.510000,0.000000

42,10:15-10:30,42.2,32.33,47,32.34,84,13.33,5.01,88.8,13.33,46.28,0,0,196,93,6.66,20,6.67,6.66,231.42,32.33,13.660000,10.570000,2.710000,1.760000,37.140000,0.000000,26.950000,0.000000,2.450000,16.050000,48.120000,52.930000,25.450000,13.320000,25.450000,272.120000,205.520000,13.320000,0.000000

43,10:30-10:45,43.8,32.33,46,32.34,84,13,5.01,91.13,13,46.67,0,0,196,92,6.66,20,6.67,6.66,233.33,32.33,14.340000,10.570000,2.710000,1.760000,37.140000,0.000000,26.950000,0.000000,2.450000,16.050000,48.120000,72.180000,25.450000,14.000000,25.450000,272.120000,205.520000,14.000000,0.000000

44,10:45-11:00,45.5,32.33,46,32.34,84,12.67,5.01,91.96,12.67,46.67,0,0,196,92,6.66,20,6.67,6.66,233.33,32.33,15.110000,10.570000,2.710000,1.760000,37.140000,0.000000,26.950000,0.000000,2.450000,16.050000,48.120000,52.930000,25.450000,14.750000,25.450000,272.120000,205.520000,14.750000,0.000000

45,11:00-11:15,46.3,32.33,46,32.34,82,12.67,5.01,92.08,12.67,46.67,0,0,193,92,6.66,20,6.67,6.66,233.33,32.33,15.620000,10.570000,2.710000,1.760000,37.140000,0.000000,26.950000,0.000000,2.450000,16.050000,48.120000,52.930000,25.450000,15.240000,25.450000,272.120000,109.710000,15.240000,0.000000

46,11:15-11:30,46.5,32.33,46,32.34,82,12.67,5.01,92.04,12.67,46.67,0,0,193,92,6.66,20,6.67,6.66,233.33,32.33,16.020000,10.570000,2.710000,1.760000,37.140000,0.000000,26.950000,0.000000,2.450000,16.050000,48.120000,52.930000,25.450000,15.630000,25.450000,272.120000,109.710000,15.630000,0.000000

47,11:30-11:45,46.6,32.33,46,32.34,84,12.67,5.01,92.12,12.67,46.67,0,0,196,93,6.66,20,6.67,6.66,233.33,32.33,16.570000,10.570000,2.710000,1.760000,37.140000,0.000000,26.950000,0.000000,2.450000,16.050000,48.120000,52.930000,25.450000,16.160000,25.450000,272.120000,109.710000,16.160000,0.000000

48,11:45-12:00,46.7,32.33,46,32.34,84,12.67,5.01,92.3,12.67,46.67,0,0,196,93,6.66,20,6.67,6.66,233.33,32.33,15.910000,10.570000,2.710000,1.760000,37.140000,0.000000,26.950000,0.000000,2.450000,16.050000,48.120000,52.930000,25.450000,15.520000,25.450000,272.120000,109.710000,15.520000,0.000000

49,12:00-12:15,46.7,32.33,46,32.34,84,12.67,5.01,92.4,12.67,46.67,0,0,196,93,6.66,20,6.67,6.66,233.33,32.33,16.100000,10.570000,2.630000,1.760000,37.140000,0.000000,26.950000,0.000000,2.520000,16.050000,33.680000,52.930000,25.450000,15.710000,25.450000,272.120000,109.710000,15.710000,0.000000

50,12:15-12:30,46.7,32.33,46,32.34,84,12.67,5.21,92.36,12.67,46.67,0,0,196,93,6.66,20,6.67,6.66,233.33,32.33,16.250000,10.570000,2.630000,1.760000,37.140000,0.000000,26.950000,0.000000,2.520000,16.050000,33.680000,52.930000,25.450000,15.850000,25.450000,272.120000,109.710000,15.850000,0.000000

51,12:30-12:45,46.7,32.33,46,32.34,84,12.67,5.41,92.31,12.67,46.67,0,0,196,93,6.66,20,6.67,6.66,233.33,32.33,16.250000,10.570000,2.630000,1.760000,37.140000,0.000000,26.950000,0.000000,2.520000,16.050000,33.680000,52.930000,25.450000,15.850000,25.450000,272.120000,109.710000,15.850000,0.000000

52,12:45-13:00,46.7,32.33,46,32.34,84,12.67,5.61,92.25,12.67,46.67,0,0,196,93,6.66,20,6.67,6.66,233.33,32.33,16.250000,10.570000,2.630000,1.760000,37.140000,0.000000,26.950000,0.000000,2.520000,16.050000,33.680000,52.930000,25.450000,15.850000,25.450000,272.120000,109.710000,15.850000,0.000000

53,13:00-13:15,46.7,32.33,46,32.34,84,12.67,6.01,92.15,12.67,46.67,0,0,196,93,6.66,20,6.67,6.66,233.33,32.33,16.250000,10.570000,2.710000,1.850000,37.140000,0.000000,26.950000,0.000000,2.680000,16.050000,48.120000,52.930000,25.450000,15.850000,25.450000,230.980000,109.710000,15.850000,0.000000

54,13:15-13:30,46.7,32.33,46,32.34,84,12.67,6.01,92.15,12.67,46.67,0,0,196,93,6.66,20,6.67,6.66,233.33,32.33,16.250000,10.570000,2.710000,1.850000,37.140000,0.000000,26.950000,0.000000,2.680000,16.050000,48.120000,52.930000,25.450000,15.850000,25.450000,211.730000,109.710000,15.850000,0.000000

55,13:30-13:45,46.5,32.33,47,32.34,84,12.67,6.01,92.05,12.67,46.67,0,0,196,93,6.66,20,6.67,6.66,233.33,32.33,16.250000,10.570000,2.710000,1.850000,37.140000,0.000000,26.950000,0.000000,2.680000,16.050000,48.120000,52.930000,25.630000,15.850000,25.630000,211.730000,109.710000,15.850000,0.000000

56,13:45-14:00,46.5,32.33,47,32.34,84,12.67,6.81,92.1,12.67,46.67,0,0,196,93,6.66,20,6.67,6.66,233.33,32.33,16.250000,10.570000,2.710000,1.850000,37.140000,0.000000,26.950000,0.000000,2.680000,16.050000,48.120000,52.930000,25.630000,15.850000,25.630000,202.100000,109.710000,15.850000,0.000000

57,14:00-14:15,45.7,32.33,47,32.34,85,12.67,7.61,91.95,12.67,46.67,0,0,200,93,6.66,20,6.67,6.66,233.33,32.33,16.250000,10.570000,2.710000,1.940000,37.140000,0.000000,27.910000,0.000000,2.680000,16.050000,48.120000,52.930000,25.630000,15.850000,25.630000,211.730000,109.710000,15.850000,0.000000

58,14:15-14:30,45.4,32.33,47,32.34,85,12.67,8.61,91.59,12.67,46.67,0,0,200,93,6.66,20,6.67,6.66,233.33,32.33,16.250000,10.570000,2.710000,1.940000,37.140000,0.000000,27.910000,0.000000,2.680000,16.050000,48.120000,52.930000,25.630000,15.850000,25.630000,240.600000,109.710000,15.850000,0.000000

59,14:30-14:45,43.8,32.33,47,32.34,84,14,8.41,90.9,14,46.67,0,0,196,93,6.66,20,6.67,6.66,233.33,32.33,16.110000,10.570000,2.710000,1.940000,37.140000,0.000000,27.910000,0.000000,2.680000,16.050000,48.120000,52.930000,25.630000,15.710000,25.630000,211.730000,145.250000,15.710000,0.000000

60,14:45-15:00,42.2,32.33,44,32.34,79,15.67,8.81,89.01,15.67,46.67,0,0,186,89,6.66,20,6.67,6.66,233.33,32.33,15.450000,10.570000,2.710000,1.940000,37.140000,0.000000,27.910000,0.000000,2.680000,16.050000,48.120000,78.720000,25.630000,15.080000,25.630000,221.350000,145.250000,15.080000,0.000000

61,15:00-15:15,39.6,32.33,43,32.34,78,20.67,9.61,85.21,20.67,45,0,0,182,87,8.34,25,8.33,8,225,32.33,14.730000,10.650000,2.710000,2.130000,38.500000,0.000000,26.950000,0.000000,2.750000,16.050000,48.120000,52.930000,25.630000,14.360000,25.630000,240.600000,109.710000,14.360000,0.000000

62,15:15-15:30,37.5,32.33,41,32.34,72,21.33,10.41,80.21,21.33,43.06,0,0,168,82,8.66,26,8.67,8.34,215.33,32.33,13.840000,10.650000,2.710000,2.130000,38.500000,0.000000,26.950000,0.000000,2.750000,16.050000,48.120000,52.930000,25.630000,13.490000,25.630000,250.220000,148.210000,13.490000,0.000000

63,15:30-15:45,35.3,32.33,37,32.34,67,18.33,11.21,74.82,18.33,41.78,0,0,158,75,9.16,27.5,9.17,8.66,208.88,32.33,12.760000,10.650000,2.710000,2.130000,38.500000,0.000000,26.950000,0.000000,2.450000,16.050000,48.120000,52.930000,25.630000,12.440000,25.630000,272.120000,138.590000,12.440000,0.000000

64,15:45-16:00,32.2,32.33,35,32.34,61,19,12.21,69.15,19,39.49,0,0,144,69,9.84,29.5,9.83,9,197.44,32.33,11.610000,10.650000,2.710000,2.130000,38.500000,0.000000,26.950000,0.000000,2.450000,16.050000,48.120000,52.930000,25.630000,11.330000,25.630000,272.120000,138.590000,11.330000,0.000000

65,16:00-16:15,29.4,32.33,31,32.34,55,19.33,12.21,63.23,19.33,34.8,0,0,130,62,10,30,10,8.34,174.02,32.33,10.420000,10.840000,2.790000,2.220000,38.500000,0.000000,27.910000,0.000000,2.520000,16.050000,48.120000,52.930000,25.630000,10.170000,25.630000,272.120000,138.590000,10.170000,0.000000

66,16:15-16:30,26,32.33,27,32.34,49,19.67,13,57.01,19.67,30.94,0,0,116,55,10,30,10,8.34,154.7,32.33,9.330000,10.840000,2.790000,2.220000,38.500000,0.000000,27.910000,0.000000,2.520000,16.050000,48.120000,52.930000,25.630000,9.100000,25.630000,272.120000,165.480000,9.100000,0.000000

67,16:30-16:45,22.3,32.33,23,32.34,42,20.67,13.6,50.49,20.67,27.08,0,0,98,47,10.16,30.5,10.17,8.34,135.38,32.33,7.890000,10.840000,2.790000,2.220000,38.500000,0.000000,28.870000,0.000000,2.520000,16.050000,48.120000,52.930000,25.630000,7.700000,25.630000,272.120000,203.980000,7.700000,0.000000

68,16:45-17:00,18.5,30,19,33,34,21.33,14.4,43.21,21.33,23.21,0,0,81,38,10.34,31,10.33,8.66,116.07,31.47,6.250000,10.840000,2.790000,2.220000,38.500000,0.000000,25.980000,0.000000,2.520000,16.050000,48.120000,52.930000,25.630000,6.090000,25.630000,272.120000,225.760000,6.090000,0.000000

69,17:00-17:15,15,20,15,25.49,27,21.67,14.6,35.84,21.67,19.67,0,0,63,30,10.5,31.5,10.5,8.66,98.34,20.19,4.430000,10.020000,2.790000,2.310000,74.350000,0.000000,25.980000,0.000000,2.600000,16.050000,48.120000,52.930000,25.630000,4.330000,25.630000,272.120000,225.760000,4.330000,0.000000

70,17:15-17:30,12,10,12,15.48,21,22,14.4,29.07,22,16.12,0,0,49,23,10.66,32,10.67,9,80.62,10.44,3.110000,10.020000,2.790000,2.310000,74.350000,0.000000,26.950000,0.000000,2.600000,16.050000,48.120000,52.930000,25.630000,3.040000,25.630000,272.120000,225.760000,3.040000,0.000000

71,17:30-17:45,9,3,8,8.45,13,22.33,13.6,22.31,22.33,12.58,0,0,32,15,10.84,32.5,10.83,9.34,62.89,5.42,2.200000,10.020000,2.790000,2.310000,84.850000,0.000000,26.950000,0.000000,2.600000,16.050000,48.120000,100.260000,25.630000,2.140000,25.630000,272.120000,261.290000,2.140000,0.000000

72,17:45-18:00,6,0,5,3.44,7,22.67,12.8,15.78,22.67,9.03,0,0,18,11,10.84,32.5,10.83,9.66,45.17,2.12,1.640000,10.020000,2.790000,2.310000,84.850000,0.000000,27.910000,0.000000,2.600000,16.050000,48.120000,100.260000,25.630000,1.600000,25.630000,272.120000,261.290000,1.600000,0.000000

73,18:00-18:15,4,0,1,0,3,23,11.81,9.97,23,5.44,0,0,7,3,11,33,11,10,27.19,0,1.190000,10.110000,2.870000,2.310000,67.310000,0.000000,29.830000,0.000000,2.600000,16.050000,48.120000,100.260000,30.800000,1.170000,25.030000,272.120000,234.390000,1.170000,0.000000

74,18:15-18:30,3,0,0,0,1,23.67,11.01,5.39,23.67,4.45,0,0,1,0,11.34,34,11.33,10.34,22.23,0,0.780000,10.110000,2.870000,2.310000,67.310000,0.000000,29.830000,0.000000,2.600000,16.050000,48.120000,100.260000,30.800000,0.760000,25.030000,250.220000,205.520000,0.760000,0.000000

