Block,Time,KHSTPP-II,RAMPUR,RAPPD,RIHAND1,SIMHST1,AURY_CRF,DADRI_LF,CHAMERA1,CHAMERA2,KGSU1AND2,KISHANGANGA,KOLDAM,KUDGI,NAPP,NJPC,NTPL,TALA,TelanganaSTPP,VALLURNTECL,DADRI_CRF,DADRI_GF,DHAULIGNGA,FSTPP I & II,KHSTPP-I,KOTESHWR,NLCIIST2,PARBATI2,RAPPC,RSTPSU1TO6,RSTPSU7,SEWA2,SINGRAULI,TANAKPUR,UNCHAHAR3,URI,ANTA_GF,AURY_LF,BRBCL,KKNPPU2,MAPS,NLCIIST1,RIHAND2,SIMHST2,TEHRIPSP,UNCHAHAR4,CHAMERA3,JHAJJAR,NLCEXP,PARBATI3,SINGRAULI_HYDRO,TALST2,ANTA_CRF,AURY_RF,DULHASTI,KKNP,NNTPP,RIHAND3,SASAN,UNCHAHAR2,URI2,ANTA_LF,AURY_GF,DADRT2,TANDA2,UNCHAHAR1,DADRI_RF,BSIUL,KGSU3AND4,NLCTS2EXP,RAPPB,SALAL,TEHRI,ANTA_RF
55,13:30-13:45,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,4.64,8.62,0,24.23,175.79,0,22.99,0,0,0,0,42.46,20.15,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,0,27.69,44.16,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,79.48,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,19.56,0,0,0,82.5,0,49.06

56,13:45-14:00,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,4.64,8.62,0,24.23,175.79,0,22.99,0,0,0,0,42.46,20.15,45.53,10.14,0,11.25,65.59,0,0,18.34,113.75,0,27.69,44.16,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,79.48,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,19.56,0,0,0,82.5,0,49.06

57,14:00-14:15,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,4.64,8.62,0,24.23,175.79,0,22.53,0,0,0,0,42.46,20.15,45.53,20.29,0,11.25,65.59,0,0,18.34,113.75,0,27.69,44.16,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,79.48,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,19.56,0,0,0,82.5,0,49.06

58,14:15-14:30,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,4.64,8.62,0,24.23,175.79,0,20.52,0,0,0,0,42.46,20.15,45.53,30.43,0,11.25,65.59,0,0,18.34,113.75,0,27.69,44.16,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,79.48,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,19.56,0,0,0,82.5,0,49.06

59,14:30-14:45,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,4.64,8.62,0,24.23,175.79,0,20.7,0,0,0,0,42.46,20.15,45.53,40.57,0,11.25,65.59,0,0,18.34,113.75,0,27.69,44.16,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,79.48,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,19.56,0,0,0,82.5,18.89,49.06

60,14:45-15:00,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,4.64,8.62,0,24.23,175.79,0,20.7,0,0,0,0,42.46,20.15,45.53,40.57,0,11.25,65.59,0,0,18.34,113.75,0,27.69,44.16,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,79.48,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,19.56,0,0,0,82.5,37.78,49.06

61,15:00-15:15,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,4.64,8.62,0,24.23,175.79,0,20.52,0,0,0,0,42.46,20.15,45.53,40.57,0,11.25,65.59,0,0,18.34,113.75,0,27.69,39.75,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,79.48,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,0,0,0,0,82.5,56.67,48.55

62,15:15-15:30,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,4.64,8.62,0,24.23,175.79,0,20.52,0,0,0,0,42.46,20.15,45.53,40.57,0,11.25,65.59,0,0,18.34,113.75,0,27.69,39.75,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,79.48,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,0,0,0,0,82.5,75.56,48.55

63,15:30-15:45,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,4.64,8.62,0,24.23,175.79,0,20.02,0,0,0,0,42.46,20.15,45.53,40.57,0,11.25,65.59,0,0,18.34,113.75,0,27.69,39.75,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,79.48,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,0,0,0,0,82.5,75.56,48.55

64,15:45-16:00,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,4.64,8.62,0,24.23,175.79,0,20.02,0,0,0,0,42.46,20.15,45.53,40.57,0,11.25,65.59,0,0,18.34,113.75,0,27.69,39.75,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,79.48,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,0,0,0,0,82.5,75.56,48.55

65,16:00-16:15,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,4.64,8.62,0,24.23,175.79,0,20.02,0,0,0,0,42.46,20.15,45.53,40.57,0,11.25,65.59,0,0,18.34,113.75,0,27.69,35.33,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,79.48,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,0,0,0,0,82.5,75.56,48.04

66,16:15-16:30,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,4.64,8.62,0,24.23,175.79,0,20.02,0,0,0,0,42.46,20.15,45.53,40.57,0,11.25,65.59,0,0,18.34,113.75,0,27.69,35.33,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,79.48,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,0,0,0,0,82.5,75.56,48.04

67,16:30-16:45,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,4.64,8.62,0,24.23,175.79,0,19.58,0,0,0,0,42.46,20.15,45.53,40.57,0,11.25,65.59,0,0,18.34,113.75,0,27.69,35.33,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,79.48,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,0,0,0,0,82.5,75.56,48.04

68,16:45-17:00,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,4.64,8.62,0,24.23,175.79,0,19.58,0,0,0,0,42.46,20.15,45.53,40.57,0,11.25,65.59,0,0,18.34,113.75,0,27.69,35.33,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,79.48,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,0,0,0,0,82.5,75.56,48.04

69,17:00-17:15,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,4.64,8.62,0,24.23,175.79,0,19.43,0,0,0,0,42.46,20.15,45.53,40.57,0,24.63,65.59,0,0,18.34,113.75,0,27.69,35.33,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,79.48,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,0,0,0,0,82.5,75.56,47.53

70,17:15-17:30,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,4.64,8.62,0,24.23,175.79,0,19.43,0,0,0,0,42.46,20.15,45.53,40.57,0,24.63,65.59,0,0,18.34,113.75,0,27.69,35.33,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,667.25,0,37.17,0,0,0,79.48,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,0,0,0,0,82.5,75.56,47.53

71,17:30-17:45,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,4.64,8.62,0,24.23,175.79,0,18.99,0,0,0,0,42.46,20.15,45.53,40.57,0,24.63,65.59,0,0,18.34,113.75,0,27.69,33.12,0,0,24.99,0,0,0,125.27,0,88.59,3.22,33.94,667.25,0,37.17,0,0,0,79.48,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,0,0,0,0,82.5,75.56,47.53

72,17:45-18:00,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,4.64,8.62,0,24.23,175.79,0,18.84,0,0,0,0,42.46,20.15,45.53,40.57,0,24.63,65.59,0,0,18.34,113.75,0,27.69,33.12,0,0,24.99,0,0,0,125.27,0,177.18,3.22,33.94,667.25,0,37.17,0,0,0,79.48,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,0,0,0,0,82.5,75.56,47.53

73,18:00-18:15,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,4.64,8.62,0,24.23,175.79,0,18.2,0,0,0,0,42.46,20.15,45.53,40.57,0,24.63,65.59,0,0,18.34,113.75,0,27.69,35.33,0,0,24.99,0,0,0,125.27,0,177.18,3.22,33.94,667.25,0,37.17,0,0,0,79.48,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,0,0,0,0,82.5,75.56,47.53

74,18:15-18:30,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,4.64,8.62,0,24.23,175.79,0,17.9,0,0,0,0,42.46,20.15,45.53,40.57,0,24.63,65.59,0,0,18.34,113.75,0,27.69,35.33,0,0,24.99,0,0,0,125.27,0,177.18,3.22,33.94,667.25,0,37.17,0,0,0,79.48,53.88,0,0,130.84,418.77,45,24.94,0,0,689.38,5.73,21.65,102.75,0,0,0,0,82.5,75.56,47.53

75,18:30-18:45,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,6.96,8.62,0,24.23,175.79,0,17.97,0,0,0,0,42.46,20.15,45.53,40.57,0,24.63,65.59,0,0,18.34,113.75,0,27.69,33.12,0,0,24.99,0,0,0,125.27,0,177.18,3.22,33.94,474.84,0,37.17,0,0,0,79.48,53.88,0,0,130.84,418.77,45,24.94,0,0,689,5.73,21.65,102.75,0,0,0,0,82.5,75.56,47.28

76,18:45-19:00,98.87,5.84,23.96,47.02,0,0,0,42.35,49.59,0,7.18,8.62,0,24.23,177.44,0,17.97,0,0,0,0,44.81,20.15,45.53,44.64,0,28.15,65.59,0,0,19.18,113.75,0,27.69,33.12,0,0,24.99,0,0,0,125.27,0,177.18,3.22,35.69,474.85,0,38.65,0,0,0,79.87,57.67,0,0,130.84,418.77,45,24.94,0,0,689,5.73,21.65,102.75,0,0,0,0,82.5,76.18,47.28

77,19:00-19:15,98.87,5.84,23.96,47.02,0,0,0,42.35,49.59,0,7.18,8.62,0,24.23,177.44,0,17.97,0,0,0,0,44.81,18.76,45.53,44.64,0,28.15,65.59,0,0,19.18,113.75,0,27.69,39.75,0,0,24.99,0,0,0,125.27,0,177.18,3.22,35.69,474.84,0,38.65,0,0,0,79.87,57.67,0,0,130.84,418.77,45,24.94,0,0,689,5.73,21.65,102.75,0,0,0,0,82.5,76.18,47.28

78,19:15-19:30,98.87,5.84,23.96,47.02,0,0,0,42.35,49.59,0,7.18,8.62,0,24.23,177.44,0,17.97,0,0,0,0,44.81,18.76,45.53,44.64,0,28.15,65.59,0,0,19.18,113.75,0,27.69,39.75,0,0,24.99,0,0,0,125.27,0,177.18,3.22,35.69,474.84,0,38.65,0,0,0,79.87,57.67,0,0,130.84,418.77,45,24.94,0,0,689,5.73,21.65,102.75,0,0,0,0,82.5,76.18,47.28

79,19:30-19:45,98.87,5.84,23.96,47.02,0,0,0,42.35,49.59,0,7.18,8.62,0,24.23,177.44,0,18.05,0,0,0,0,44.81,18.76,45.53,44.64,0,28.15,65.59,0,0,19.18,113.75,0,27.69,48.57,0,0,24.99,0,0,0,125.27,0,177.18,3.22,35.69,474.84,0,38.65,0,0,0,79.87,57.67,0,0,130.84,418.77,45,24.94,0,0,689,5.73,21.65,102.75,0,0,0,0,82.5,76.18,47.79

80,19:45-20:00,98.87,5.84,23.96,47.02,0,0,0,42.35,49.59,0,7.18,8.62,0,24.23,177.44,0,18.2,0,0,0,0,44.81,18.76,45.53,44.64,0,28.15,65.59,0,0,19.18,113.75,0,27.69,48.57,0,0,24.99,0,0,0,125.27,0,177.18,3.22,35.69,474.84,0,38.65,0,0,0,79.87,57.67,0,0,130.84,418.77,45,24.94,0,0,689,5.73,21.65,102.75,0,0,0,0,82.5,76.18,47.79

81,20:00-20:15,98.87,5.84,23.96,47.02,0,0,0,42.35,49.59,0,7.18,8.62,0,24.23,177.44,0,18.2,0,0,0,0,44.81,15.99,45.53,44.64,0,28.15,65.59,0,0,19.18,113.75,0,27.69,48.57,0,0,24.99,0,0,0,125.27,0,177.18,3.22,35.69,474.84,0,38.65,0,0,0,79.87,57.67,0,0,130.84,418.77,45,24.94,0,0,689,5.73,21.65,105.39,0,0,0,0,82.5,76.18,48.55

82,20:15-20:30,98.87,5.84,23.96,47.02,0,0,0,42.35,49.59,0,7.18,8.62,0,24.23,177.44,0,18.35,0,0,0,0,44.81,15.99,45.53,44.64,0,28.15,65.59,0,0,19.18,113.75,0,27.69,48.57,0,0,24.99,0,0,0,125.27,0,177.18,3.22,35.69,474.84,0,38.65,0,0,0,79.87,57.67,0,0,130.84,418.77,45,24.94,0,0,689,5.73,21.65,105.39,0,0,0,0,82.5,76.18,48.55

83,20:30-20:45,98.87,5.84,23.96,47.02,0,0,0,42.35,49.59,0,7.18,8.62,0,24.23,177.44,0,18.93,0,0,0,0,44.81,15.99,45.53,44.64,0,28.15,65.59,0,0,19.18,113.75,0,27.69,44.16,0,0,24.99,0,0,0,125.27,0,177.18,3.22,35.69,474.84,0,38.65,0,0,0,79.87,57.67,0,0,130.84,418.77,45,24.94,0,0,689,5.73,21.65,105.39,0,0,0,0,82.5,76.18,48.55

84,20:45-21:00,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,6.96,8.62,0,24.23,175.79,0,19.08,0,0,0,0,42.46,15.99,45.53,42.83,0,24.63,65.59,0,0,18.34,113.75,3.85,27.69,44.16,0,0,24.99,0,0,0,125.27,0,177.18,3.22,33.94,474.84,0,37.17,0,0,0,79.87,53.88,0,0,130.84,418.77,45,24.94,0,0,689,5.73,21.65,105.39,0,0,0,0,82.5,76.18,48.55

85,21:00-21:15,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,6.96,8.62,0,24.23,175.79,0,19.43,0,0,0,0,42.46,15.99,45.53,42.83,0,35.89,65.59,0,0,18.34,113.75,3.85,27.69,44.16,0,0,24.99,0,0,0,125.27,0,177.18,3.22,33.94,474.84,0,37.17,0,0,0,79.87,53.88,0,0,130.84,418.77,45,24.94,0,0,689,5.73,21.65,105.39,0,0,0,0,82.5,76.18,49.31

86,21:15-21:30,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,6.96,8.62,0,24.23,175.79,0,19.58,0,0,0,0,42.46,15.99,45.53,42.83,0,35.89,65.59,0,0,18.34,113.75,7.68,27.69,44.16,0,0,24.99,0,0,0,125.27,0,177.18,3.22,33.94,474.84,0,37.17,0,0,0,79.87,53.88,0,0,130.84,418.77,45,24.94,0,0,689,5.73,21.65,105.39,0,0,0,0,82.5,76.18,49.31

87,21:30-21:45,98.87,5.84,23.96,47.02,0,0,0,42.35,49.59,0,7.18,8.62,0,24.23,177.44,0,19.73,0,0,0,0,44.81,15.99,45.53,44.64,0,42.22,65.59,0,0,19.18,113.75,11.91,27.69,44.16,0,0,24.99,0,0,0,125.27,0,177.18,3.22,35.69,474.84,0,38.65,0,0,0,79.87,57.67,0,0,130.84,418.77,45,31.17,0,0,689,5.73,21.65,105.39,0,0,0,0,82.5,76.18,50.06

88,21:45-22:00,98.87,5.84,23.96,47.02,0,0,0,42.35,49.59,0,7.18,8.62,0,24.23,177.44,0,19.87,0,0,0,0,44.81,15.99,45.53,44.64,0,42.22,65.59,0,0,19.18,113.75,11.91,27.69,44.16,0,0,24.99,0,0,0,125.27,0,177.18,3.22,35.69,474.84,0,38.65,0,0,0,79.87,57.67,0,0,130.84,418.77,45,31.17,0,0,689,5.73,21.65,105.39,0,0,0,0,82.5,76.18,50.06

89,22:00-22:15,98.87,5.84,23.96,47.02,0,0,0,42.35,49.59,0,7.18,8.62,0,24.23,177.44,0,19.87,0,0,0,0,44.81,15.99,45.53,44.64,0,42.22,65.59,0,0,19.18,113.75,11.91,27.69,44.16,0,0,24.99,0,0,0,125.27,0,177.18,3.22,35.69,474.84,0,38.65,0,0,0,79.87,57.67,0,0,130.84,418.77,45,37.42,0,0,689,5.16,21.65,105.39,0,0,0,0,82.5,76.18,50.57

90,22:15-22:30,98.87,5.84,23.96,47.02,0,0,0,42.35,49.59,0,7.18,8.62,0,24.23,177.44,0,20.02,0,0,0,0,44.81,15.99,45.53,44.64,0,42.22,65.59,0,0,19.18,113.75,11.91,27.69,44.16,0,0,24.99,0,0,0,125.27,0,177.18,3.22,35.69,474.84,0,38.65,0,0,0,79.87,57.67,0,0,130.84,418.77,45,37.42,0,0,689,4.51,21.65,105.39,0,0,0,0,82.5,76.18,50.57

91,22:30-22:45,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,4.64,8.62,0,24.23,175.79,0,20.32,0,0,0,0,42.46,15.99,45.53,42.83,0,35.89,65.59,0,0,18.34,113.75,11.91,27.69,39.75,0,0,24.99,0,0,0,125.27,0,88.59,3.22,33.94,474.84,0,37.17,0,0,0,80.26,53.88,0,0,130.84,418.77,45,31.17,0,0,689,4.51,21.65,105.39,6.52,0,0,0,82.5,75.56,50.82

92,22:45-23:00,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,4.64,8.62,0,24.23,175.79,0,20.32,0,0,0,0,42.46,15.99,45.53,42.83,0,35.89,65.59,0,0,18.34,113.75,11.91,27.69,39.75,0,0,24.99,0,0,0,125.27,0,88.59,3.22,33.94,474.85,0,37.17,0,0,0,80.26,53.88,0,0,130.84,418.77,45,31.17,0,0,689,4.51,21.65,105.39,13.04,0,0,0,82.5,75.56,50.82

93,23:00-23:15,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,4.64,8.62,0,24.23,175.79,0,20.32,0,0,0,0,42.46,15.99,45.53,42.83,0,35.89,65.59,0,0,18.34,113.75,11.91,27.69,39.75,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,474.84,0,37.17,0,0,0,80.26,53.88,0,0,130.84,418.77,45,31.17,0,0,689,4.51,21.65,105.39,19.56,0,0,0,82.5,75.56,51.59

94,23:15-23:30,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,4.64,8.62,0,24.23,175.79,0,20.32,0,0,0,0,42.46,15.99,45.53,42.83,0,35.89,65.59,0,0,18.34,113.75,11.91,27.69,39.75,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,474.84,0,37.17,0,0,0,80.26,53.88,0,0,130.84,418.77,45,31.17,0,0,689,4.51,21.65,105.39,19.56,0,0,0,82.5,75.56,51.59

95,23:30-23:45,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,4.64,8.62,0,24.23,175.79,0,19.73,0,0,0,0,42.46,15.99,45.53,42.83,0,35.89,65.59,0,0,18.34,113.75,11.91,27.69,39.75,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,417.54,0,37.17,0,0,0,80.26,53.88,0,0,130.84,418.77,45,31.17,0,0,689,4.51,21.65,105.39,19.56,0,0,0,82.5,75.56,51.84

96,23:45-24:00,98.87,5.67,23.96,47.02,0,0,0,42.15,47.12,0,4.64,8.62,0,24.23,175.79,0,19.73,0,0,0,0,42.46,15.99,45.53,42.83,0,35.89,65.59,0,0,18.34,113.75,11.91,27.69,39.75,0,0,24.99,0,0,0,125.27,0,0,3.22,33.94,351.34,0,37.17,0,0,0,80.26,53.88,0,0,130.84,418.77,45,31.17,0,0,689,4.51,21.65,105.39,19.56,0,0,0,82.5,75.56,51.84

