Block,Time,SINGRAULI_HYDRO,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,URI,URI2,RIHAND1,RIHAND3,SALAL,SEWA2,TEHRI,UNCHAHAR4,SINGRAULI,RIHAND2,DADRT2,DULHASTI,JHAJJAR,KISHANGANGA,KOTESHWR,NAPP,NJPC,RAPPB,RAPPC,CHAMERA1,CHAMERA2,KOLDAM,PARBATI3,BSIUL,CHAMERA3,DHAULIGNGA,RAMPUR,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
1,00:00-00:15,1.01389,11.7852,0,17.13,42.392196,26.39091,47.472,32.82288,92,123.665625,84.9422,15.804048,36.792,0,139.3125,118.125,686.779958,49.436556,653.1525,0,5.916,38.7684,152.9405,0,51.1407,42.66,39.51012,0,16.2944,19.624,29.41554,36.5917,0,0,32.88,46.032,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,9.977142,27.93,147.515625,32.171,342

2,00:15-00:30,1.01389,11.7852,0,17.13,42.392196,26.39091,47.472,32.82288,92,123.665625,84.9422,15.804048,36.792,0,139.3125,118.125,686.779958,49.436556,653.1525,0,5.916,38.7684,152.9405,0,51.1407,42.66,39.51012,0,16.2944,19.624,29.41554,36.5917,0,0,32.88,46.032,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,9.977142,27.93,147.515625,32.171,342

3,00:30-00:45,1.01389,11.7852,0,17.13,42.392196,26.39091,47.472,32.82288,92,123.665625,84.9422,15.804048,27.594,0,139.3125,118.125,686.779958,49.436556,653.1525,0,5.916,38.7684,152.9405,0,51.1407,42.66,39.51012,0,16.2944,19.624,29.41554,36.5917,0,0,32.88,46.032,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,10.425,27.93,147.515625,32.171,342

4,00:45-01:00,1.01389,11.7852,0,17.13,42.392196,26.39091,47.472,32.82288,92,123.665625,84.9422,15.804048,27.594,0,139.3125,118.125,686.779958,49.436556,653.1525,0,5.916,38.7684,152.9405,0,51.1407,42.66,39.51012,0,16.2944,19.624,29.41554,36.5917,0,0,32.88,46.032,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,10.425,27.93,147.515625,32.171,342

5,01:00-01:15,1.01389,11.7852,0,17.13,42.392196,26.39091,47.472,32.82288,92,123.665625,84.9422,15.804048,27.594,0,139.3125,118.125,686.779958,49.436556,653.1525,0,5.916,38.7684,152.9405,0,51.1407,42.66,39.51012,0,16.2944,19.624,29.41554,36.5917,0,0,32.88,46.032,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,10.703,27.93,147.515625,32.171,342

6,01:15-01:30,1.01389,11.7852,0,17.13,42.392196,26.39091,47.472,32.82288,92,123.665625,84.9422,15.804048,17.892,0,139.3125,118.125,686.779958,49.436556,653.1525,0,5.916,38.7684,152.9405,0,51.1407,42.66,39.51012,0,16.2944,19.624,29.41554,36.5917,0,0,32.88,46.032,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,10.703,27.93,147.515625,32.171,342

7,01:30-01:45,1.01389,11.1447,0,17.13,42.392196,26.39091,47.472,32.82288,92,123.665625,84.9422,15.804048,17.829,0,139.3125,118.125,686.779958,49.436556,653.1525,0,5.916,38.7684,152.9405,0,51.1407,42.66,39.51012,0,16.2944,13.2,29.41554,36.5917,0,0,32.88,46.032,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,10.703,27.93,147.515625,32.171,342

8,01:45-02:00,1.01389,11.1447,0,17.13,42.392196,26.39091,51.888,32.82288,92,123.665625,84.9422,15.804048,17.829,0,139.3125,118.125,686.779958,49.436556,653.1525,0,5.916,38.7684,152.9405,0,51.1407,42.66,39.51012,0,16.2944,13.2,29.41554,36.5917,0,0,32.88,46.032,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,10.703,27.93,147.515625,32.171,342

9,02:00-02:15,1.01389,11.1447,0,17.13,42.392196,26.39091,51.888,32.82288,92,123.665625,84.9422,15.804048,17.829,0,139.3125,118.125,686.779958,49.436556,653.1525,0,5.916,38.7684,152.9405,0,51.1407,42.66,39.51012,0,15.276,13.2,29.41554,36.5917,0,0,32.88,46.032,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,10.703,27.93,147.515625,32.171,342

10,02:15-02:30,1.01389,11.1447,0,17.13,42.392196,26.39091,47.472,32.82288,92,123.665625,84.9422,15.804048,17.829,0,139.3125,118.125,686.779958,49.436556,653.1525,0,5.916,38.7684,152.9405,0,51.1407,42.66,39.51012,0,15.276,13.2,29.41554,36.5917,0,0,32.88,46.032,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,10.703,27.93,147.515625,32.171,342

11,02:30-02:45,1.01389,11.1447,0,17.13,42.392196,26.39091,47.472,32.82288,92,123.665625,84.9422,15.804048,17.829,0,139.3125,118.125,686.779958,49.436556,653.1525,0,5.916,38.7684,152.9405,0,51.1407,42.66,39.51012,0,15.276,13.2,29.41554,36.5917,0,0,32.88,46.032,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,10.703,27.93,147.515625,32.171,342

12,02:45-03:00,1.01389,11.1447,0,17.13,42.392196,26.39091,47.472,32.82288,92,123.665625,84.9422,15.804048,8.505,0,139.3125,118.125,686.779958,49.436556,653.1525,0,5.916,38.7684,152.9405,0,51.1407,42.66,39.51012,0,15.276,13.2,29.41554,36.5917,0,0,32.88,46.032,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,10.703,27.93,147.515625,32.171,342

13,03:00-03:15,1.01389,10.5042,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,81.921,15.804048,8.505,0,139.3125,118.125,686.779958,49.436556,653.1525,0,5.916,38.7684,152.9405,0,51.1407,42.66,39.51012,0,19.095,13.2,29.41554,36.5917,0,0,32.88,46.032,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,10.703,27.93,147.515625,32.171,342

14,03:15-03:30,1.01389,10.5042,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,81.921,15.804048,8.505,0,139.3125,118.125,686.779958,49.436556,653.1525,0,5.916,38.7684,152.9405,0,51.1407,42.66,39.51012,0,19.095,13.2,29.41554,36.5917,0,0,32.88,46.032,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,10.703,27.93,147.515625,32.171,342

