Block,Time,JHAJJAR,UNCHAHAR2,UNCHAHAR4,ANTA_LF,BRBCL,CHAMERA1,KOTESHWR,PARBATI3,RIHAND3,RSTPSU7,SINGRAULI,URI,AURY_CRF,AURY_GF,DADRI_LF,CHAMERA3,NLCEXP,RAPPB,RAPPC,RIHAND1,SALAL,SIMHST1,SINGRAULI_HYDRO,TALST2,TANAKPUR,ANTA_CRF,KGSU1AND2,KHSTPP-II,NNTPP,NTPL,RAMPUR,TALA,VALLURNTECL,ANTA_GF,ANTA_RF,DADRI_RF,KISHANGANGA,NLCIIST1,NLCTS2EXP,SEWA2,SIMHST2,TANDA2,UNCHAHAR3,BSIUL,DHAULIGNGA,DULHASTI,FSTPP I & II,KKNP,KKNPPU2,KOLDAM,NAPP,RSTPSU1TO6,SASAN,CHAMERA2,MAPS,TelanganaSTPP,UNCHAHAR1,URI2,DADRT2,KGSU3AND4,KHSTPP-I,KUDGI,NJPC,NLCIIST2,RIHAND2,TEHRI,AURY_LF,AURY_RF,DADRI_CRF,DADRI_GF
22,05:15-05:30,434.65,42.39,0,0,15,0,8.87,0,62.16,0,139.69,0.55,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,1.03,0,0,98.87,0,0,0,0,0,0,44.52,90.42,0,0,0,0,0,0,26.4,0,0,0,20.8,0,0,0,43.36,0,343.12,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

23,05:30-05:45,434.65,42.39,0,0,15,0,8.87,0,62.16,0,139.69,0.55,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,1.03,0,0,98.87,0,0,0,0,0,0,44.73,90.42,0,0,0,0,0,0,26.4,0,0,16.48,20.8,0,0,0,43.36,0,343.12,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

24,05:45-06:00,434.65,42.39,0,0,15,0,8.87,0,62.16,0,139.69,0.55,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,1.03,0,0,98.87,0,0,0,0,0,0,44.73,90.42,0,0,0,0,0,0,26.4,0,0,16.48,20.8,0,0,0,43.36,0,343.12,0,0,0,19.98,4.31,683.14,0,45.53,0,20.84,0,118.76,38.55,0,70.81,0,0

25,06:00-06:15,434.65,42.39,0,0,15,0,8.87,0,62.16,0,139.69,0.55,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,98.87,0,0,0,0,0,0,44.73,90.42,0,0,0,0,0,0,26.4,0,0,16.48,20.8,0,0,0,43.36,0,343.12,0,0,0,19.98,4.31,682.78,0,45.53,0,41.67,0,118.76,38.55,0,70.81,0,0

26,06:15-06:30,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,0.55,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,98.87,0,0,0,0,0,0,44.73,90.42,0,0,0,5.27,0,0,26.4,0,0,16.48,20.8,0,0,0,43.36,0,343.12,0,0,0,19.98,4.31,682.78,0,45.53,0,58.05,0,118.76,38.55,0,70.81,0,0

27,06:30-06:45,434.65,42.39,0,0,15,13.2,26.62,0,62.16,0,139.69,0.55,0,0,0,9.68,0,0,26.01,92,1.4,0,0.65,0,0,0,0,98.87,0,0,0,0,0,0,44.73,90.42,0,0,0,10.53,0,0,26.4,2.2,0,32.96,20.8,0,0,0,43.36,0,343.12,5.33,0,0,19.98,4.31,682.79,0,45.53,0,83.33,0,118.76,38.55,0,70.81,0,0

28,06:45-07:00,434.65,42.39,0,0,15,24.09,39.05,0,62.16,0,139.69,1.11,0,0,0,19.38,0,0,26.01,92,1.4,0,0.65,0,0,0,0,98.87,0,0,0,0,0,0,44.73,90.42,0,0,0,10.53,0,0,26.4,13.04,7.92,32.96,20.8,0,0,0,43.36,0,343.12,39.51,0,0,19.98,4.31,682.79,0,45.53,0,113.64,0,118.76,51.28,0,70.81,0,0

29,07:00-07:15,434.65,42.39,0,0,15,24.09,39.05,0,62.16,0,139.69,1.11,0,0,0,19.38,0,0,26.01,92,1.4,0,0.65,0,0,0,0,98.87,0,0,0,0,0,0,44.73,90.42,0,0,0,10.53,0,0,26.4,13.04,18.27,32.96,20.8,0,0,0,43.36,0,343.12,39.51,0,0,19.98,4.31,682.79,0,45.53,0,113.64,0,118.76,51.28,0,70.81,0,0

30,07:15-07:30,434.65,42.39,0,0,15,26.63,39.05,0,62.16,0,139.69,26.49,0,0,0,19.38,0,0,26.01,92,1.4,0,0.65,0,0,0,0,98.87,0,0,0,0,0,0,44.73,90.42,0,0,0,10.53,0,0,26.4,13.04,27.41,32.96,20.8,0,0,0,43.36,0,343.12,39.51,0,0,19.98,10.76,682.79,0,45.53,0,113.64,0,118.76,51.28,0,70.81,0,0

31,07:30-07:45,434.65,42.39,0,0,15,28.05,39.05,0,62.16,0,139.69,26.49,0,0,0,19.38,0,0,26.01,92,1.4,0,0.65,0,0,0,0,98.87,0,0,0,0,0,0,44.73,90.42,0,0,0,10.53,0,0,26.4,13.04,27.41,32.96,20.8,0,0,0,43.36,0,343.12,39.51,0,0,19.98,10.76,682.79,0,45.53,0,113.64,0,118.76,51.28,0,70.81,0,0

32,07:45-08:00,434.65,42.39,0,0,15,24.09,39.05,0,62.16,0,139.69,26.49,0,0,0,19.38,0,0,26.01,92,1.4,0,0.65,0,0,0,0,98.87,0,0,0,0,0,0,44.73,90.42,0,0,0,10.53,0,0,26.4,13.04,27.41,32.96,20.8,0,0,0,43.36,0,343.12,39.51,0,0,19.98,10.76,682.79,0,45.53,0,113.64,0,118.76,51.28,0,70.81,0,0

33,08:00-08:15,434.65,42.39,0,0,15,24.09,39.05,0,62.16,0,139.69,26.49,0,0,0,19.38,0,0,26.01,92,1.4,0,0.65,0,0,0,0,98.87,0,0,0,0,0,0,44.52,90.42,0,0,0,10.53,0,0,26.4,13.04,27.41,32.96,19.18,0,0,0,43.36,0,343.12,39.51,0,0,19.98,10.76,682.79,0,45.53,0,113.64,0,118.76,51.28,0,70.81,0,0

34,08:15-08:30,434.65,42.39,0,0,15,13.2,17.75,0,62.16,0,139.69,2.76,0,0,0,9.68,0,0,26.01,92,1.4,0,0.65,0,0,0,0,98.87,0,0,0,0,0,0,44.42,90.42,0,0,0,10.53,0,0,26.4,2.2,18.27,16.48,19.18,0,0,0,43.36,0,343.12,13.17,0,0,19.98,10.76,682.79,0,45.53,0,113.64,0,118.76,39.31,0,70.81,0,0

35,08:30-08:45,434.65,42.39,0,0,15,13.2,17.75,0,62.16,0,139.69,1.11,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,115.39,0,0,0,0,0,0,44.42,90.42,0,0,0,5.27,0,0,26.4,0,18.27,0,19.18,0,0,0,43.36,0,343.12,13.17,0,0,19.98,10.76,682.79,0,45.53,0,83.43,0,118.76,38.55,0,70.81,0,0

36,08:45-09:00,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,1.11,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,120.63,0,0,0,0,0,0,44.42,90.42,0,0,0,0,0,0,26.4,0,7.92,0,19.18,0,0,0,43.36,0,343.12,13.17,0,0,19.98,4.31,682.79,0,45.53,0,62.51,0,118.76,25.7,0,70.81,0,0

37,09:00-09:15,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,1.11,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,5.76,0,0,120.63,0,0,0,0,0,0,44.21,90.42,0,0,0,0,0,0,26.4,0,0,0,19.18,0,0,0,43.36,0,343.12,0,0,0,19.98,4.31,682.79,0,45.53,0,41.67,0,118.76,25.7,0,70.81,0,0

38,09:15-09:30,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,1.11,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,5.76,0,0,125.88,0,0,0,0,0,0,43.99,90.42,0,0,0,0,0,0,26.4,0,0,0,19.18,0,0,0,43.36,0,343.12,0,0,0,19.98,4.31,682.79,0,45.53,0,18.94,0,118.76,25.7,0,70.81,0,0

39,09:30-09:45,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,1.11,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,5.76,0,0,125.88,0,0,0,0,0,0,43.57,90.42,0,0,0,0,0,0,26.4,0,0,0,19.18,0,0,0,43.36,0,343.12,0,0,0,19.98,4.31,682.79,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

40,09:45-10:00,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,26.49,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,5.76,0,0,131.13,0,0,0,0,0,0,43.57,90.42,0,0,0,0,0,0,26.4,0,0,0,19.18,0,0,0,43.36,0,343.12,0,0,0,19.98,4.31,682.79,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

41,10:00-10:15,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,26.49,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,5.76,0,0,131.13,0,0,0,0,0,0,43.47,90.42,0,0,0,0,0,0,26.4,0,0,0,19.18,0,0,0,43.36,0,343.12,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

42,10:15-10:30,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,3.31,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,5.76,0,0,136.37,0,0,0,0,0,0,43.26,90.42,0,0,0,0,0,0,26.4,0,0,0,19.18,0,0,0,43.36,0,343.12,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

43,10:30-10:45,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,1.11,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,136.37,0,0,0,0,0,0,43.05,90.42,0,0,0,0,0,0,26.4,0,0,0,19.18,0,0,0,43.36,0,343.12,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

44,10:45-11:00,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,1.11,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,141.62,0,0,0,0,0,0,42.84,90.42,0,0,0,0,0,0,26.4,0,0,0,19.18,0,0,0,43.36,0,343.12,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

45,11:00-11:15,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,1.11,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,146.86,0,0,0,0,0,0,42.73,90.42,0,0,0,0,0,0,26.4,0,0,0,19.18,0,0,0,43.36,0,343.12,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

46,11:15-11:30,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,1.11,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,42.52,90.42,0,0,0,0,0,0,26.4,0,0,0,19.18,0,0,0,43.36,0,343.12,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

47,11:30-11:45,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,26.49,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,42.52,90.42,0,0,0,0,0,0,26.4,0,0,0,19.18,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

48,11:45-12:00,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,26.49,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,42.32,90.42,0,0,0,0,0,0,26.4,0,0,0,19.18,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

49,12:00-12:15,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,1.11,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,42.32,90.42,0,0,0,0,0,0,26.4,0,0,0,19.18,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

50,12:15-12:30,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,1.11,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,42,90.42,0,0,0,0,0,0,26.4,0,0,0,19.18,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

51,12:30-12:45,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,0.66,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,41.9,90.42,0,0,0,0,0,0,26.4,0,0,0,19.18,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

52,12:45-13:00,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,0.66,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,41.9,90.42,0,0,0,0,0,0,26.4,0,0,0,19.18,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

53,13:00-13:15,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,0.66,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,41.9,90.42,0,0,0,0,0,0,26.4,0,0,0,19.18,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

54,13:15-13:30,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,0.66,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,41.68,90.42,0,0,0,0,0,0,26.4,0,0,0,19.18,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

55,13:30-13:45,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,0.66,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,41.68,90.42,0,0,0,0,0,0,26.4,0,0,0,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

56,13:45-14:00,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,0.66,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,41.48,90.42,0,0,0,0,0,0,26.4,0,0,0,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

57,14:00-14:15,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,0.66,0,0,0,0,0,0,26.01,92,9.29,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,41.48,90.42,0,0,0,0,0,0,26.4,0,0,0,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

58,14:15-14:30,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,0.66,0,0,0,0,0,0,26.01,92,55.77,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,41.48,90.42,0,0,0,0,0,0,26.4,0,0,0,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

59,14:30-14:45,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,0.66,0,0,0,0,0,0,26.01,92,55.77,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,41.48,90.42,0,0,0,0,0,0,26.4,0,0,0,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

60,14:45-15:00,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,0.66,0,0,0,0,0,0,26.01,92,55.77,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,41.48,90.42,0,0,0,0,0,0,26.4,0,0,0,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

61,15:00-15:15,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,0.66,0,0,0,0,0,0,26.01,92,55.77,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,41.48,90.42,0,0,0,0,0,0,26.4,0,0,0,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

62,15:15-15:30,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,0.66,0,0,0,0,0,0,26.01,92,9.29,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,41.48,90.42,0,0,0,0,0,0,26.4,0,0,0,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

63,15:30-15:45,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,0.66,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,41.48,90.42,0,0,0,0,0,0,26.4,0,0,0,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

64,15:45-16:00,434.65,42.39,0,0,15,0,17.75,0,62.16,0,139.69,0.66,0,0,0,0,0,0,26.01,92,1.4,0,0.65,0,0,0,0,148.3,0,0,0,0,0,0,41.26,90.42,0,0,0,0,0,0,26.4,0,0,0,20.8,0,0,0,43.36,0,348.98,0,0,0,19.98,4.31,683.14,0,45.53,0,0,0,118.76,25.7,0,70.81,0,0

