Block,Time,BSIUL,CHAMERA2,NLCEXP,NLCIIST1,RSTPSU1TO6,SIMHST1,SIMHST2,DULHASTI,JHAJJAR,KOTESHWR,RAMPUR,RAPPB,RIHAND2,RIHAND3,SALAL,TelanganaSTPP,UNCHAHAR2,UNCHAHAR4,AURY_CRF,AURY_GF,KGSU1AND2,KGSU3AND4,KHSTPP-II,NAPP,NLCIIST2,NLCTS2EXP,NNTPP,PARBATI3,SEWA2,TANAKPUR,TANDA2,TEHRI,URI,URI2,DADRI_GF,DADRI_LF,CHAMERA1,FSTPP I & II,KISHANGANGA,KKNPPU2,RSTPSU7,TALST2,ANTA_LF,CHAMERA3,DADRT2,MAPS,SASAN,SINGRAULI,AURY_LF,AURY_RF,BRBCL,KKNP,KOLDAM,NJPC,SINGRAULI_HYDRO,VALLURNTECL,ANTA_RF,KUDGI,RAPPC,RIHAND1,TALA,UNCHAHAR3,DADRI_CRF,DADRI_RF,DHAULIGNGA,KHSTPP-I,NTPL,UNCHAHAR1,ANTA_CRF,ANTA_GF
60,14:45-15:00,0,11.19,0,0,0,0,0,54.53,413.81,9.66,2.11,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.74,2.89,17,11.04,10.35,0,0,0,20.8,1.44,0,0,0,0,10.69,686.07,0,402.19,106.72,0,76.72,15,0,0,98.29,0,0,30.16,0,60.09,47.33,12.58,0,0,99.89,20.11,44.92,0,20.96,0,0

61,15:00-15:15,0,11.19,0,0,0,0,0,54.53,413.81,9.66,2.11,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.74,2.89,17.72,11.04,10.35,0,0,0,20.8,1.44,0,0,0,0,10.69,686.07,0,402.19,106.72,0,76.72,15,0,0,98.29,0,0,30.16,0,60.09,47.33,9.64,0,0,99.89,20.11,44.92,0,20.96,0,0

62,15:15-15:30,0,11.19,0,0,0,0,0,54.53,413.81,9.66,2.11,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.74,2.89,17.72,11.04,10.35,0,0,0,20.8,1.44,0,0,0,0,10.69,686.07,0,402.19,106.72,0,76.72,15,0,0,98.29,0,0,30.16,0,60.09,47.33,9.64,0,0,99.89,20.11,44.92,0,20.96,0,0

63,15:30-15:45,0,11.19,0,0,0,0,0,54.53,413.81,9.66,2.11,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.74,2.89,17.72,11.04,10.35,0,0,0,20.8,1.44,0,0,0,0,10.69,686.07,0,402.19,106.72,0,76.72,15,0,0,98.29,0,0,30.16,0,60.09,47.33,9.41,0,0,99.89,20.11,44.92,0,20.96,0,0

64,15:45-16:00,0,11.19,0,0,0,0,0,54.53,413.81,9.66,2.11,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.74,2.89,17.72,11.04,10.35,0,0,0,20.8,1.44,0,0,0,0,10.69,686.07,0,402.19,106.72,0,76.72,15,0,0,98.29,0,0,30.16,0,60.09,47.33,9.41,0,0,99.89,20.11,44.92,0,20.96,0,0

65,16:00-16:15,0,11.19,0,0,0,0,0,54.53,413.81,9.66,2.11,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.48,2.89,17.72,12.15,10.35,0,0,0,20.8,1.44,0,0,0,0,10.69,686.07,0,402.19,106.72,0,76.72,15,0,0.99,98.29,0,0,28.98,0,60.09,47.33,9.41,0,0,99.89,20.11,44.92,0,20.96,0,0

66,16:15-16:30,0,11.19,0,0,0,0,0,54.53,413.81,9.66,2.11,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.48,2.89,17.72,12.15,10.35,0,0,0,20.8,1.44,0,0,0,0,10.69,686.07,0,402.19,106.72,0,76.72,15,0,1,98.29,0,0,28.98,0,60.09,47.33,9.41,0,0,99.89,20.11,44.92,0,20.96,0,0

67,16:30-16:45,1.1,11.19,0,0,0,0,0,54.53,413.81,9.66,2.11,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.48,2.89,34.01,12.15,10.35,0,0,0,20.8,1.44,0,0,0,0,10.69,686.07,0,402.19,106.72,0,76.72,15,0,1.08,98.29,0,0,28.98,0,60.09,47.33,9.27,0,0,99.89,20.11,44.92,0,20.96,0,0

68,16:45-17:00,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.11,0,121.71,127.6,38.35,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.48,2.89,34.01,12.15,10.35,0,0,0,20.8,1.44,0,0,0,0,10.69,686.07,0,402.19,106.72,0,76.72,15,0,1.08,98.29,0,0,28.98,0,60.09,47.33,9.17,0,0,99.89,20.11,44.92,0,20.96,0,0

69,17:00-17:15,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.11,0,121.71,127.6,38.35,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.48,2.89,53.16,12.15,14.77,0,0,0,20.8,1.44,0,0,0,0,10.69,686.07,0,402.19,106.72,0,76.72,15,0,1.21,98.29,0,0,28.98,0,60.09,47.33,8.82,0,0,99.89,20.11,44.92,0,20.96,0,0

70,17:15-17:30,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.11,0,121.71,127.6,38.35,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.48,2.89,53.16,12.15,14.77,0,0,0,20.8,1.44,0,0,0,0,10.69,686.07,0,402.19,106.72,0,76.72,15,0,1.21,98.29,0,0,28.98,0,60.09,47.33,8.7,0,0,99.89,20.11,44.92,0,20.96,0,0

71,17:30-17:45,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.11,0,121.71,127.6,38.35,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.48,2.89,53.16,12.15,14.77,0,0,0,20.8,2.88,0,0,0,0,10.69,686.07,0,402.19,106.72,0,76.72,15,0,1.21,98.29,0,0,28.98,0,60.09,47.33,8.53,0,0,99.89,20.11,44.92,0,20.96,0,0

72,17:45-18:00,6.52,11.19,0,0,0,0,0,54.53,413.81,9.66,2.11,0,121.71,127.6,38.35,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,3.51,0,9.48,2.89,70.87,12.15,14.77,0,0,0,20.8,2.88,0,0,0,0,10.69,686.07,0,402.19,106.72,0,76.72,15,0,2.43,98.29,0,0,28.98,0,60.09,47.33,8.41,0,0,99.89,20.11,44.92,0,20.96,0,0

73,18:00-18:15,2.2,22.38,0,0,0,0,0,54.53,413.81,19.32,2.75,0,121.71,127.6,38.35,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,7.03,2.94,9.48,2.89,70.87,12.15,14.77,0,0,14.05,20.8,2.88,0,0,0,0,10.69,686.07,0,402.19,106.72,0,76.72,15,0,3.64,127.78,0,0,28.98,0,60.09,47.33,8.21,0,0,99.89,30.23,44.92,0,20.96,0,0

74,18:15-18:30,2.2,22.38,0,0,0,0,0,54.53,413.81,28.98,3.22,0,121.71,127.6,38.35,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,54.11,8.8,9.48,2.89,70.87,12.15,14.77,0,0,28.1,20.8,2.88,0,0,0,0,21.37,686.07,0,402.19,106.72,0,76.72,15,0,4.01,150.02,0,0,28.98,0,60.09,47.33,8.21,0,0,99.89,40.2,44.92,0,20.96,0,0

75,18:30-18:45,19.56,45.65,0,0,0,0,0,55.08,413.81,42.94,3.29,0,121.71,127.6,38.35,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,54.11,14.66,10.63,2.89,70.87,12.15,14.77,0,0,42.15,20.8,4.32,0,0,0,0,33.74,685.74,0,402.19,106.72,0,76.72,15,0,4.01,153.34,0,0,28.98,0,60.09,47.33,8.41,0,0,99.89,41.42,44.92,0,20.96,0,0

76,18:45-19:00,19.56,45.65,0,0,0,0,0,55.08,413.81,42.94,3.29,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,54.11,14.66,10.63,2.89,70.87,16.56,14.77,0,0,42.15,20.8,4.32,0,0,0,0,33.74,685.74,0,402.19,106.72,0,76.72,15,0,4.01,153.34,0,0,28.98,0,60.09,47.33,8.37,0,0,99.89,41.42,44.92,0,20.96,0,0

77,19:00-19:15,19.56,45.65,0,0,0,0,0,55.08,413.81,42.94,3.29,0,121.71,127.6,79.38,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,54.11,14.66,10.63,2.89,70.87,50.34,10.35,0,0,42.15,20.8,4.32,0,0,0,0,33.74,685.74,0,402.19,106.72,0,76.72,15,0,4.01,153.34,0,0,28.98,0,60.09,47.33,8.53,0,0,101.12,41.42,44.92,0,20.96,0,0

78,19:15-19:30,19.56,45.65,0,0,0,0,0,55.08,413.81,42.94,3.29,0,121.71,127.6,79.38,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,54.11,14.66,10.63,2.89,70.87,50.34,10.35,0,0,42.15,20.8,4.32,0,0,0,0,33.74,685.74,0,402.19,106.72,0,76.72,15,0,4.01,153.34,0,0,28.98,0,60.09,47.33,8.68,0,0,101.12,41.42,44.92,0,20.96,0,0

79,19:30-19:45,19.56,45.65,0,0,0,0,0,55.08,413.81,42.94,3.29,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,54.11,14.66,10.63,2.89,70.87,16.56,10.35,0,0,42.15,20.8,4.32,0,0,0,0,33.74,685.74,0,402.19,100.48,0,76.72,15,0,4.01,153.34,0,0,28.98,0,60.09,47.33,8.96,0,0,101.12,41.42,44.92,0,20.96,0,0

80,19:45-20:00,19.56,45.65,0,0,0,0,0,55.08,413.81,42.94,3.29,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,16.87,14.66,10.63,2.89,70.87,12.15,10.35,0,0,42.15,20.8,4.32,0,0,0,0,33.74,685.74,0,402.19,100.48,0,76.72,15,0,4.01,153.34,0,0,28.98,0,60.09,47.33,8.96,0,0,101.12,41.42,44.92,0,20.96,0,0

81,20:00-20:15,19.56,45.65,0,0,0,0,0,55.08,413.81,42.94,3.29,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,15.46,14.66,10.63,2.89,70.87,12.15,10.35,0,0,42.15,20.8,4.32,0,0,0,0,33.74,685.74,0,402.19,100.48,0,76.72,15,0,4.01,153.34,0,0,29.56,0,60.09,47.33,9.27,0,0,101.12,41.42,44.92,0,20.96,0,0

82,20:15-20:30,19.56,45.65,0,0,0,0,0,55.08,413.81,42.94,3.29,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,15.46,14.66,10.63,2.89,70.87,12.15,10.35,0,0,42.15,20.8,4.32,0,0,0,0,33.74,685.74,0,402.19,100.48,0,76.72,15,0,4.01,153.34,0,0,29.56,0,60.09,47.33,9.27,0,0,101.12,41.42,44.92,0,20.96,0,0

83,20:30-20:45,0,44.22,0,0,0,0,0,54.53,413.81,19.32,3.22,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,15.46,10.26,9.48,2.89,70.87,12.15,10.35,0,0,28.1,20.8,4.32,0,0,0,0,25.31,685.74,0,402.19,100.48,0,76.72,15,0,4.01,150.02,0,0,29.56,0,60.09,47.33,9.41,0,0,101.12,40.2,44.92,0,20.96,0,0

84,20:45-21:00,0,29.83,0,0,0,0,0,54.53,413.81,19.32,3.22,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,15.46,5.27,9.48,2.89,70.87,12.15,10.35,0,0,28.1,20.8,4.32,0,0,0,0,25.31,685.74,0,402.19,100.48,0,76.72,15,0,4.01,150.02,0,0,29.56,0,60.09,47.33,9.41,0,0,101.12,40.2,44.92,0,20.96,0,0

85,21:00-21:15,0,29.83,0,0,0,0,0,54.53,413.81,19.32,3.22,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,15.46,5.27,9.48,2.89,70.87,16.56,10.35,0,0,28.1,20.8,4.32,0,0,0,0,25.31,685.74,0,402.19,100.48,0,76.72,15,0,4.01,150.02,0,0,29.56,0,60.09,47.33,9.41,0,0,101.12,40.2,44.92,0,20.96,0,0

86,21:15-21:30,0,29.83,0,0,0,0,0,54.53,413.81,19.32,3.22,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,3.94,5.27,9.48,2.89,70.87,16.56,10.35,0,0,28.1,20.8,4.32,0,0,0,0,25.31,685.74,0,402.19,100.48,0,76.72,15,0,4.01,150.02,0,0,29.56,0,60.09,47.33,9.41,0,0,101.12,40.2,44.92,0,20.96,0,0

87,21:30-21:45,0,29.83,0,0,0,0,0,54.53,413.81,19.32,3.22,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,3.94,5.12,9.48,2.89,70.87,16.56,16.55,0,0,28.1,20.8,4.32,0,0,0,0,25.31,630.06,0,402.19,100.48,0,76.72,15,0,4.01,150.02,0,0,29.56,0,60.09,47.33,9.11,0,0,101.12,40.2,44.92,0,20.96,0,0

88,21:45-22:00,2.2,29.83,0,0,0,0,0,54.53,413.81,19.32,3.22,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,3.94,10.26,9.48,2.89,70.87,22.08,16.55,0,0,28.1,20.8,4.32,0,0,0,0,25.31,630.06,0,402.19,100.48,0,76.72,15,0,4.01,150.02,0,0,29.56,0,60.09,47.33,9.11,0,0,101.12,40.2,44.92,0,20.96,0,0

89,22:00-22:15,19.56,45.65,0,0,0,0,0,55.08,413.81,42.94,3.29,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,3.94,13.19,10.63,2.89,70.87,50.34,16.55,0,0,42.15,20.8,4.32,0,0,0,0,33.74,630.06,0,402.19,100.48,0,76.72,15,0,4.01,153.34,0,0,30.16,0,60.09,47.33,9.55,0,0,101.12,41.42,44.92,0,20.96,0,0

90,22:15-22:30,19.56,45.65,0,0,0,0,0,55.08,413.81,42.94,3.29,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,3.94,13.19,10.63,2.89,70.87,50.34,16.55,0,0,42.15,20.8,4.32,0,0,0,0,33.74,574.06,0,402.19,100.48,0,76.72,15,0,4.01,153.34,0,0,30.16,0,60.09,47.33,9.55,0,0,101.12,41.42,44.92,0,20.96,0,0

91,22:30-22:45,19.56,45.65,0,0,0,0,0,55.08,413.81,42.94,3.29,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,3.94,13.19,10.63,2.89,70.87,16.56,14.77,0,0,42.15,20.8,4.32,0,0,0,0,33.74,574.06,0,402.19,100.48,0,76.72,15,0,4.01,153.34,0,0,30.75,0,60.09,47.33,9.64,0,0,101.12,41.42,44.92,0,20.96,0,0

92,22:45-23:00,19.56,45.65,0,0,0,0,0,55.08,413.81,42.94,3.29,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,2.81,13.19,10.63,2.89,70.87,12.15,10.63,0,0,42.15,20.8,4.32,0,0,0,0,33.74,574.06,0,402.19,100.48,0,76.72,15,0,4.01,153.34,0,0,30.75,0,60.09,47.33,9.64,0,0,101.12,41.42,44.92,0,20.96,0,0

93,23:00-23:15,1.1,44.22,0,0,0,0,0,54.53,413.81,21.46,3.22,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,9.52,9.48,2.89,70.87,12.15,10.63,0,0,28.1,20.8,2.88,0,0,0,0,10.96,531.69,0,402.19,100.48,0,76.72,15,0,4.01,150.02,0,0,30.75,0,60.09,47.33,9.64,0,0,101.12,40.2,44.92,0,20.96,0,0

94,23:15-23:30,0,13.43,0,0,0,0,0,54.53,413.81,9.66,3.22,0,121.71,127.6,51.13,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,2.94,9.48,2.89,70.87,12.15,10.63,0,0,14.05,20.8,1.44,0,0,0,0,10.69,531.69,0,402.19,100.48,0,76.72,15,0,4.01,150.02,0,0,30.75,0,60.09,47.33,9.64,0,0,101.12,40.2,44.92,0,20.96,0,0

95,23:30-23:45,0,13.43,0,0,0,0,0,54.53,413.81,9.66,3.22,0,121.71,127.6,38.35,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.48,2.89,70.87,12.15,10.63,0,0,14.05,20.8,0.14,0,0,0,0,10.69,531.69,0,402.19,100.48,0,76.72,15,0,4.01,150.02,0,0,30.75,0,60.09,47.33,10.17,0,0,101.12,40.2,44.92,0,20.96,0,0

96,23:45-24:00,0,13.43,0,0,0,0,0,54.53,413.81,9.66,3.22,0,121.71,127.6,38.35,0,43.71,1.62,0,0,0,0,98.87,44.99,0,0,0,0,0,9.48,2.89,70.87,12.15,10.63,0,0,14.05,20.8,0,0,0,0,0,10.69,531.69,0,402.19,100.48,0,76.72,15,0,4.01,150.02,0,0,30.75,0,60.09,47.33,10.17,0,0,101.12,40.2,44.92,0,20.96,0,0

