Block,Time,SINGRAULI_HYDRO,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,URI,URI2,RIHAND1,RIHAND3,SALAL,SEWA2,TEHRI,UNCHAHAR4,SINGRAULI,RIHAND2,DADRT2,DULHASTI,JHAJJAR,KISHANGANGA,KOTESHWR,NAPP,NJPC,RAPPB,RAPPC,CHAMERA1,CHAMERA2,KOLDAM,PARBATI3,BSIUL,CHAMERA3,DHAULIGNGA,RAMPUR,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
1,00:00-00:15,0.99476,6.405,0,20.556,42.392196,26.39091,47.472,32.82288,92,123.665625,82.502,10.55736,41.832,0,139.3125,118.125,686.779958,49.436556,653.1525,0,7.888,39.1956,152.9405,0,50.76,42.66,39.51012,0,64.923,13.1076,29.41554,36.5917,0,0,78.912,0,0,0,34.65,0,6.3,0,65.16,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,38.848,418.77

2,00:15-00:30,0.99476,6.405,0,20.556,42.392196,26.39091,47.472,32.82288,92,123.665625,82.502,10.55736,41.832,0,139.3125,118.125,686.779958,49.436556,653.1525,0,7.888,39.1956,152.9405,0,50.76,42.66,39.51012,0,52.193,13.1076,29.41554,36.5917,0,0,78.912,0,0,0,34.65,0,6.3,0,65.16,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,11.5395,18.140334,27.93,98.34375,38.848,418.77

3,00:30-00:45,0.99476,6.405,0,20.556,42.392196,26.39091,47.472,32.82288,92,123.665625,82.502,10.55736,31.374,0,139.3125,118.125,686.779958,49.436556,653.1525,0,5.916,39.1956,152.9405,0,50.76,42.66,39.51012,0,35.644,13.1076,29.41554,36.5917,0,0,78.912,0,0,0,34.65,0,6.3,0,65.16,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,12.089,18.140334,27.93,98.34375,41.883,418.77

4,00:45-01:00,0.99476,6.405,0,20.556,42.392196,26.39091,47.472,32.82288,92,123.665625,82.502,10.55736,20.916,0,139.3125,118.125,686.779958,49.436556,653.1525,0,5.916,39.1956,152.9405,0,50.76,42.66,39.51012,0,35.644,13.1076,29.41554,36.5917,0,0,78.912,0,0,0,34.65,0,6.3,0,65.16,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,12.089,18.140334,27.93,98.34375,41.883,418.77

5,01:00-01:15,0.99476,6.6612,0,20.556,42.392196,26.39091,47.472,32.82288,92,123.665625,82.502,10.55736,20.916,0,139.3125,118.125,686.779958,49.436556,653.1525,0,5.916,39.1956,152.9405,0,50.76,42.66,39.51012,0,35.644,13.1076,29.41554,36.5917,0,0,78.912,0,0,0,35.7,0,6.3,0,65.16,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,12.089,18.140334,27.93,98.34375,41.883,418.77

6,01:15-01:30,0.99476,6.6612,0,20.556,42.392196,26.39091,47.472,32.82288,92,123.665625,82.502,10.55736,20.916,0,139.3125,118.125,686.779958,49.436556,653.1525,0,5.916,39.1956,152.9405,0,50.76,42.66,39.51012,0,35.644,13.1076,29.41554,36.5917,0,0,78.912,0,0,0,35.7,0,6.3,0,65.16,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,12.089,18.140334,27.93,98.34375,41.883,418.77

7,01:30-01:45,0.99476,7.0455,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,82.502,10.55736,20.916,0,139.3125,118.125,686.779958,49.436556,653.1525,0,5.916,39.1956,152.9405,0,50.76,42.66,39.51012,0,42.009,13.1076,29.41554,36.5917,0,0,78.912,0,0,0,35.7,0,6.3,0,65.16,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,12.089,18.140334,27.93,98.34375,41.883,418.77

8,01:45-02:00,0.99476,7.0455,0,20.556,42.392196,26.39091,51.888,31.897382,92,123.665625,82.502,5.8652,20.916,0,139.3125,118.125,686.779958,49.436556,653.1525,0,5.916,39.1956,152.9405,0,50.76,42.66,39.51012,0,42.009,13.1076,29.41554,36.5917,0,0,78.912,0,0,0,35.7,0,6.3,0,65.16,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,12.089,18.140334,27.93,98.34375,41.883,418.77

9,02:00-02:15,0.99476,7.0455,0,20.556,42.392196,26.39091,51.888,31.897382,92,123.665625,82.502,5.27868,10.458,0,139.3125,118.125,686.779958,49.436556,653.1525,0,5.916,39.1956,152.9405,0,50.76,42.66,39.51012,0,42.009,13.1076,29.41554,36.5917,0,0,78.912,0,0,0,36.75,0,5.25,0,65.16,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,12.089,18.140334,27.93,98.34375,41.883,418.77

10,02:15-02:30,0.99476,7.0455,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,82.502,5.27868,10.458,0,139.3125,118.125,686.779958,49.436556,653.1525,0,5.916,39.1956,152.9405,0,50.76,42.66,39.51012,0,42.009,13.1076,29.41554,36.5917,0,0,78.912,0,0,0,36.75,0,5.25,0,65.16,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,12.089,18.140334,27.93,98.34375,41.883,418.77

