Block,Time,SASAN,FSTPP I & II,KUDGI,BRBCL,TALA,KHSTPP-I,KHSTPP-II,RAPPC,ANTA_CRF,SALAL,DULHASTI,AURY_GF,DADRI_CRF,AURY_RF,DADRI_RF,KOLDAM,PARBATI3,ANTA_LF,RIHAND3,DADRI_LF,KISHANGANGA,RIHAND2,SEWA2,ANTA_GF,RAPPB,CHAMERA2,SINGRAULI_HYDRO,BSIUL,DADRI_GF,ANTA_RF,JHAJJAR,KOTESHWR,NAPP,UNCHAHAR2,DHAULIGNGA,TANDA2,TANAKPUR,SINGRAULI,URI2,AURY_CRF,CHAMERA3,DADRT2,NJPC,AURY_LF,CHAMERA1,UNCHAHAR1,UNCHAHAR4,TEHRI,UNCHAHAR3,RIHAND1,RAMPUR,URI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,337.214542,11.015820,15.46,14.495805,24.147837,36.951312,86.160140,24.892564,0.000000,50.527827,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,56.615517,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,0.000000,0.000000,631.122321,0.000000,39.113118,24.329018,8.807728,0.000000,12.663004,99.649688,9.099067,0.000000,0.000000,660.114860,36.603444,0.000000,0.000000,16.127160,0.000000,0.000000,14.026512,77.304000,0.000000,10.667952,0,0,0,0,0

7,01:30-01:45,337.214542,11.015820,14.49,14.495805,24.147837,36.951312,86.160140,24.892564,0.000000,76.701241,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,56.615517,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,0.000000,0.000000,631.122321,0.000000,39.113118,24.329018,8.807728,0.000000,12.663004,99.649688,9.099067,0.000000,0.000000,660.114860,36.603444,0.000000,0.000000,12.474933,0.000000,0.000000,14.026512,77.304000,0.000000,10.667952,0,0,0,0,0

8,01:45-02:00,337.214542,11.015820,13.53,14.495805,24.147837,36.951312,86.160140,24.892564,0.000000,76.701241,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,56.615517,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,0.000000,0.000000,631.122321,0.000000,39.113118,24.329018,8.807728,0.000000,12.663004,99.649688,9.099067,0.000000,0.000000,660.114860,36.603444,0.000000,0.000000,12.474933,0.000000,0.000000,14.026512,77.304000,0.000000,10.667952,0,0,0,0,0

9,02:00-02:15,337.214542,11.015820,11.60,14.495805,24.147837,36.951312,86.160140,24.892564,0.000000,76.701241,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,56.615517,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,0.000000,0.000000,631.122321,0.000000,39.113118,24.329018,8.807728,0.000000,11.388039,99.649688,9.099067,0.000000,0.000000,660.114860,36.603444,0.000000,0.000000,12.474933,0.000000,0.000000,14.026512,77.304000,0.000000,10.667952,0,0,0,0,0

10,02:15-02:30,337.214542,11.015820,11.60,14.495805,24.147837,36.951312,86.160140,24.892564,0.000000,76.701241,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,56.615517,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,0.000000,0.000000,631.122321,0.000000,39.113118,24.329018,8.807728,0.000000,11.388039,99.649688,9.099067,0.000000,0.000000,660.114860,36.603444,0.000000,0.000000,12.474933,0.000000,0.000000,14.026512,77.304000,0.000000,10.667952,0,0,0,0,0

11,02:30-02:45,337.214542,11.015820,10.63,14.495805,24.147837,36.951312,86.160140,24.892564,0.000000,34.808059,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,56.615517,0.000000,0.000000,0.000000,0.000000,0.757898,6.301049,0.000000,0.000000,625.882270,0.000000,39.113118,24.329018,8.807728,0.000000,11.388039,99.649688,9.099067,0.000000,0.000000,636.325460,36.603444,0.000000,0.000000,12.474933,0.000000,0.000000,11.294211,77.304000,0.000000,10.667952,0,0,0,0,0

12,02:45-03:00,337.214542,11.015820,8.70,14.495805,24.147837,36.951312,86.160140,24.892564,0.000000,34.808059,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,56.615517,0.000000,0.000000,0.000000,0.000000,0.757898,6.301049,0.000000,0.000000,625.882270,0.000000,39.113118,24.329018,8.807728,0.000000,11.388039,99.649688,9.099067,0.000000,0.000000,602.504960,36.603444,0.000000,0.000000,12.474933,0.000000,0.000000,11.294211,77.304000,0.000000,10.667952,0,0,0,0,0

13,03:00-03:15,337.214542,11.015820,7.73,14.495805,24.147837,36.951312,86.160140,24.892564,0.000000,34.808059,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.757898,6.301049,0.000000,0.000000,625.882270,8.574946,39.113118,24.329018,8.807728,0.000000,11.388039,99.649688,9.099067,0.000000,0.000000,602.504960,36.603444,0.000000,0.000000,12.474933,0.000000,0.000000,11.294211,77.304000,0.000000,10.667952,0,0,0,0,0

14,03:15-03:30,337.214542,11.015820,7.73,14.495805,24.147837,36.951312,86.160140,24.892564,0.000000,34.808059,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.757898,6.301049,0.000000,0.000000,569.358551,8.574946,39.113118,24.329018,8.807728,0.000000,11.388039,99.649688,9.099067,0.000000,0.000000,602.504960,36.603444,0.000000,0.000000,12.474933,0.000000,0.000000,11.294211,77.304000,0.000000,10.667952,0,0,0,0,0

15,03:30-03:45,337.214542,11.015820,6.76,14.495805,24.147837,36.951312,86.160140,24.892564,0.000000,34.808059,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.757898,6.301049,0.000000,0.000000,501.717551,8.574946,39.113118,24.329018,8.807728,0.000000,11.388039,99.649688,9.099067,0.000000,0.000000,602.504960,36.603444,0.000000,0.000000,12.474933,0.000000,0.000000,11.294211,77.304000,0.000000,10.667952,0,0,0,0,0

16,03:45-04:00,337.214542,11.015820,5.80,14.495805,24.147837,36.951312,86.160140,24.892564,0.000000,34.808059,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.757898,6.301049,0.000000,0.000000,501.717551,8.574946,39.113118,24.329018,8.807728,0.000000,11.388039,99.649688,9.099067,0.000000,0.000000,602.504960,36.603444,0.000000,0.000000,12.474933,0.000000,0.000000,11.294211,77.304000,0.000000,10.667952,0,0,0,0,0

17,04:00-04:15,337.214542,11.015820,5.80,14.495805,24.147837,36.951312,86.160140,24.892564,0.000000,34.808059,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.592701,0.757898,6.301049,0.000000,0.000000,501.717551,8.574946,39.113118,24.329018,8.807728,0.000000,11.388039,99.649688,9.099067,0.000000,0.000000,602.504960,36.603444,0.000000,0.000000,12.474933,0.000000,0.000000,11.294211,77.304000,0.000000,10.667952,0,0,0,0,0

18,04:15-04:30,337.214542,11.015820,4.83,14.495805,24.147837,36.951312,86.160140,24.892564,0.000000,34.808059,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.592701,0.757898,6.301049,0.000000,0.000000,501.717551,8.574946,39.113118,24.329018,8.807728,0.000000,11.388039,99.649688,9.099067,0.000000,0.000000,602.504960,36.603444,0.000000,0.000000,12.474933,0.000000,0.000000,11.294211,77.304000,0.000000,10.667952,0,0,0,0,0

19,04:30-04:45,337.214542,11.015820,4.83,14.495805,24.147837,36.951312,86.160140,24.892564,0.000000,34.808059,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.592701,0.757898,6.301049,0.000000,0.000000,501.717551,8.574946,39.113118,24.329018,8.807728,0.000000,11.388039,99.649688,9.099067,0.000000,0.000000,636.325460,36.603444,0.000000,0.000000,12.474933,0.000000,0.000000,11.294211,77.304000,0.000000,10.667952,0,0,0,0,0

20,04:45-05:00,337.214542,11.015820,4.83,14.495805,22.727376,36.951312,86.160140,24.892564,0.000000,34.808059,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.592701,0.757898,1.062930,0.000000,0.000000,501.717551,8.574946,39.113118,24.329018,8.807728,0.000000,11.388039,99.649688,9.099067,0.000000,0.000000,660.114860,36.603444,0.000000,0.000000,12.474933,0.000000,0.000000,11.294211,77.304000,0.000000,10.667952,0,0,0,0,0

21,05:00-05:15,337.214542,11.015820,3.87,14.495805,22.727376,36.951312,86.160140,24.892564,0.000000,34.808059,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.592701,0.757898,1.062930,0.000000,0.000000,569.358551,8.574946,39.113118,24.329018,8.807728,0.000000,11.388039,99.649688,9.099067,0.000000,0.000000,660.114860,45.754305,0.000000,0.000000,12.474933,0.000000,0.000000,11.294211,77.304000,0.000000,10.667952,0,0,0,0,0

22,05:15-05:30,337.214542,11.015820,4.83,14.495805,22.727376,36.951312,86.160140,24.892564,0.000000,34.808059,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.592701,0.757898,1.062930,0.000000,0.000000,625.882270,8.574946,39.113118,24.329018,8.807728,0.000000,11.388039,99.649688,9.099067,0.000000,0.000000,660.114860,67.807880,0.000000,0.000000,12.474933,0.000000,14.610456,11.294211,77.304000,0.000000,10.667952,0,0,0,0,0

23,05:30-05:45,337.214542,11.015820,5.80,14.495805,22.727376,36.951312,86.160140,24.892564,0.000000,34.808059,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.592701,0.757898,1.062930,0.000000,0.000000,625.882270,8.574946,39.113118,24.329018,11.105396,0.000000,11.388039,99.649688,9.099067,0.000000,0.000000,660.114860,90.410507,0.000000,0.000000,12.474933,0.000000,30.073189,11.294211,77.304000,0.000000,10.667952,0,0,0,0,0

24,05:45-06:00,337.214542,11.015820,6.76,14.495805,22.727376,36.951312,86.160140,24.892564,0.000000,34.808059,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.375135,0.757898,1.062930,0.000000,0.000000,625.882270,8.574946,39.113118,24.329018,17.615456,0.000000,11.388039,99.649688,9.099067,0.000000,0.000000,660.114860,90.410507,0.000000,12.977409,12.474933,0.000000,45.109783,11.294211,77.304000,0.000000,10.667952,0,0,0,0,0

25,06:00-06:15,337.214542,11.015820,8.70,14.495805,22.727376,36.951312,86.160140,24.892564,0.000000,34.808059,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,0.000000,5.100788,0.000000,0.000000,25.375135,0.757898,3.188790,0.000000,0.000000,625.882270,8.574946,39.113118,24.329018,26.423184,0.000000,11.388039,99.649688,9.099067,0.000000,0.000000,660.114860,113.013133,0.000000,27.099884,12.474933,0.000000,60.146377,11.294211,77.304000,0.000000,10.667952,0,0,0,0,0

26,06:15-06:30,337.214542,11.015820,6.76,14.495805,22.727376,36.951312,86.160140,24.892564,0.000000,34.808059,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,0.000000,15.271452,0.000000,0.000000,38.178629,0.757898,18.903147,0.000000,0.000000,625.882270,19.055436,39.113118,24.329018,35.312606,0.000000,11.388039,99.649688,9.099067,0.000000,28.083391,660.114860,135.615760,0.000000,40.687994,12.474933,0.000000,60.146377,11.294211,77.304000,0.000000,10.667952,0,0,0,0,0

27,06:30-06:45,337.214542,11.015820,7.73,14.495805,22.727376,36.951312,86.160140,24.892564,0.000000,34.808059,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,0.000000,15.271452,0.000000,0.000000,38.178629,0.757898,18.903147,0.000000,0.000000,625.882270,19.055436,39.113118,24.329018,35.312606,0.000000,11.388039,99.649688,9.099067,0.000000,28.083391,660.114860,135.615760,0.000000,40.687994,12.474933,0.000000,60.146377,11.294211,77.304000,0.000000,10.667952,0,0,0,0,0

28,06:45-07:00,337.214542,11.015820,10.63,14.495805,22.727376,36.951312,86.160140,24.892564,0.000000,34.808059,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,0.000000,15.271452,0.000000,0.000000,38.178629,0.757898,18.903147,0.000000,0.000000,625.882270,19.055436,39.113118,24.329018,35.312606,0.000000,11.388039,99.649688,9.099067,0.000000,28.083391,660.114860,135.615760,0.000000,40.687994,12.474933,0.000000,60.146377,11.294211,77.304000,0.000000,16.001928,0,0,0,0,0

29,07:00-07:15,337.214542,11.015820,16.43,14.495805,22.727376,36.951312,86.160140,24.892564,0.000000,34.808059,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,0.000000,15.271452,0.000000,0.000000,38.178629,0.757898,18.903147,0.000000,0.000000,625.882270,19.055436,39.113118,24.329018,35.312606,0.000000,11.388039,99.649688,9.099067,0.000000,28.083391,660.114860,135.615760,0.000000,40.687994,12.474933,0.000000,60.146377,11.294211,77.304000,0.000000,10.667952,0,0,0,0,0

30,07:15-07:30,337.214542,11.015820,24.16,14.495805,22.727376,36.951312,86.160140,24.892564,0.000000,34.808059,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,0.000000,5.100788,0.000000,0.000000,38.178629,0.757898,6.301049,0.000000,0.000000,625.882270,8.574946,39.113118,24.329018,26.423184,0.000000,11.388039,99.649688,9.099067,0.000000,9.351697,660.114860,113.013133,0.000000,27.099884,12.474933,0.000000,45.109783,11.294211,77.304000,0.000000,14.935133,0,0,0,0,0

31,07:30-07:45,337.214542,11.015820,28.02,14.495805,22.727376,36.951312,86.160140,24.892564,0.000000,34.808059,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.375135,0.757898,6.301049,0.000000,0.000000,625.882270,8.574946,39.113118,24.329018,17.615456,0.000000,11.388039,99.649688,9.099067,0.000000,0.000000,660.114860,90.410507,0.000000,13.511773,12.474933,0.000000,30.073189,11.294211,77.304000,0.000000,47.472386,0,0,0,0,0

32,07:45:08:00,337.214542,11.015820,33.82,14.495805,22.727376,36.951312,86.160140,24.892564,0.000000,34.808059,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.592701,0.757898,6.301049,0.000000,0.000000,625.882270,8.574946,39.113118,24.329018,8.807728,0.000000,11.388039,99.649688,9.099067,0.000000,0.000000,636.325460,67.807880,0.000000,0.000000,12.474933,0.000000,14.610456,11.294211,77.304000,0.000000,47.472386,0,0,0,0,0

33,08:00-08:15,337.214542,11.015820,39.62,14.495805,22.727376,36.951312,86.160140,24.892564,0.000000,23.579653,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,3.075250,0.000000,119.498093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.592701,0.757898,6.301049,0.000000,0.000000,625.882270,8.574946,39.113118,24.329018,8.807728,0.000000,11.388039,99.649688,9.099067,0.000000,0.000000,588.010460,67.807880,0.000000,0.000000,12.474933,0.000000,0.000000,11.294211,77.304000,0.000000,14.935133,0,0,0,0,0

34,08:15-08:30,337.214542,11.015820,47.35,14.495805,22.727376,36.951312,86.160140,24.892564,0.000000,23.579653,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,6.150500,0.000000,119.498093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.592701,0.757898,6.301049,0.000000,0.000000,625.882270,8.574946,39.113118,24.329018,8.807728,0.000000,11.388039,99.649688,9.099067,0.000000,0.000000,539.695460,36.603444,0.000000,0.000000,12.474933,0.000000,0.000000,11.294211,77.304000,0.000000,12.801542,0,0,0,0,0

35,08:30-08:45,337.214542,11.015820,53.15,14.495805,22.727376,36.951312,86.160140,24.892564,0.000000,23.579653,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,31.598806,0.000000,119.498093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.592701,0.757898,6.301049,0.000000,0.000000,569.358551,8.574946,39.113118,24.329018,8.807728,0.000000,12.663004,99.649688,9.099067,0.000000,0.000000,491.380460,36.603444,0.000000,0.000000,12.474933,0.000000,0.000000,11.294211,77.304000,0.000000,12.801542,0,0,0,0,0

36,08:45:09:00,337.214542,11.015820,57.98,14.495805,22.727376,36.951312,86.160140,24.892564,0.000000,23.579653,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,47.398209,0.000000,119.498093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.592701,0.757898,6.301049,0.000000,0.000000,501.717551,8.574946,39.113118,24.329018,8.807728,0.000000,12.663004,99.649688,9.099067,0.000000,0.000000,438.233960,36.603444,0.000000,0.000000,12.474933,0.000000,0.000000,11.294211,77.304000,0.000000,12.801542,0,0,0,0,0

37,09:00:09:15,337.214542,8.110253,41.82,14.495805,22.727376,36.951312,86.160140,24.892564,0.000000,23.579653,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,47.398209,0.000000,119.498093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.592701,0.757898,6.301049,0.000000,0.000000,417.756824,8.574946,39.113118,17.932933,8.807728,0.000000,12.663004,99.649688,9.099067,0.000000,0.000000,431.122959,36.603444,0.000000,0.000000,12.474933,0.000000,0.000000,11.294211,77.304000,0.000000,12.801542,0,0,0,0,0

38,09:15-09:30,337.214542,8.110253,46.38,14.495805,22.727376,36.951312,86.160140,24.892564,0.000000,23.579653,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,47.398209,0.000000,119.498093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.592701,0.757898,6.301049,0.000000,0.000000,371.267051,8.574946,39.113118,18.476526,8.807728,0.000000,12.663004,99.649688,9.099067,0.000000,0.000000,438.233960,36.603444,0.000000,0.000000,12.474933,0.000000,0.000000,11.294211,77.304000,0.000000,12.801542,0,0,0,0,0

39,09:30-09:45,337.214542,8.110253,51.21,14.495805,22.727376,36.951312,86.160140,24.892564,0.000000,23.579653,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,47.398209,0.000000,119.498093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.592701,0.757898,2.125860,0.000000,0.000000,371.267051,8.574946,39.113118,18.476526,8.807728,0.000000,11.388039,99.649688,10.398934,0.000000,0.000000,438.233960,36.603444,0.000000,0.000000,12.474933,0.000000,0.000000,11.294211,77.304000,0.000000,12.801542,0,0,0,0,0

40,09:45-10:00,337.214542,8.110253,56.04,14.495805,22.727376,36.951312,86.160140,24.892564,0.000000,23.579653,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,31.598806,0.000000,119.498093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.592701,0.757898,0.000000,0.000000,0.000000,472.728551,8.574946,39.113118,18.476526,8.807728,0.000000,11.388039,99.649688,30.822440,0.000000,0.000000,438.233960,36.603444,0.000000,0.000000,12.474933,0.000000,0.000000,11.294211,77.304000,0.000000,14.935133,0,0,0,0,0

41,10:00-10:15,337.214542,8.110253,60.88,14.495805,22.727376,36.951312,86.160140,24.892564,0.000000,12.912667,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,4.920400,0.000000,119.498093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.592701,0.757898,0.000000,0.000000,0.000000,465.481301,8.574946,39.113118,16.809465,8.807728,0.000000,11.388039,99.649688,30.822440,0.000000,0.000000,431.122959,36.603444,0.000000,0.000000,12.474933,0.000000,0.000000,11.294211,77.304000,0.000000,12.801542,0,0,0,0,0

42,10:15-10:30,337.214542,8.110253,62.81,14.495805,22.727376,36.951312,86.160140,24.892564,0.000000,12.912667,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.592701,0.757898,0.000000,0.000000,0.000000,408.057000,8.574946,39.113118,16.809465,8.807728,0.000000,11.388039,99.649688,30.822440,0.000000,0.000000,431.122959,36.603444,0.000000,0.000000,12.474933,0.000000,0.000000,11.294211,77.304000,0.000000,12.801542,0,0,0,0,0

43,10:30-10:45,337.214542,8.110253,65.71,14.495805,22.727376,36.951312,86.160140,24.892564,0.000000,12.912667,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.592701,0.757898,0.000000,0.000000,0.000000,376.098551,8.574946,39.113118,18.476526,8.807728,0.000000,11.388039,99.649688,30.822440,0.000000,0.000000,438.233960,36.603444,0.000000,0.000000,12.474933,0.000000,0.000000,11.294211,77.304000,0.000000,47.472386,0,0,0,0,0

44,10:45-11:00,337.214542,8.110253,67.64,14.495805,22.727376,36.951312,86.160140,24.892564,0.000000,12.912667,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.592701,0.757898,0.000000,0.000000,0.000000,376.098551,8.574946,39.113118,16.809465,8.807728,0.000000,11.388039,99.649688,9.749001,0.000000,0.000000,431.122959,36.603444,0.000000,0.000000,12.474933,0.000000,0.000000,11.294211,77.304000,0.000000,47.472386,0,0,0,0,0

45,11:00-11:15,337.214542,8.110253,66.67,14.495805,22.727376,36.951312,86.160140,24.892564,0.000000,12.912667,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.592701,0.757898,0.000000,0.000000,0.000000,376.098551,8.574946,39.113118,16.809465,8.807728,0.000000,11.388039,99.649688,9.749001,0.000000,0.000000,431.122959,36.603444,0.000000,0.000000,12.474933,0.000000,0.000000,11.294211,77.304000,0.000000,10.667952,0,0,0,0,0

46,11:15-11:30,337.214542,8.110253,69.57,14.495805,22.727376,36.951312,86.160140,24.892564,0.000000,12.912667,47.770544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.498093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.592701,0.757898,0.000000,0.000000,0.000000,376.098551,8.574946,39.113118,16.809465,8.807728,0.000000,11.388039,99.649688,9.749001,0.000000,0.000000,431.122959,36.603444,0.000000,0.000000,12.474933,0.000000,0.000000,11.294211,77.304000,0.000000,10.667952,0,0,0,0,0

