Block,Time,DHAULIGNGA,RAPPB,SEWA2,DADRI_LF,UNCHAHAR4,KISHANGANGA,TANDA2,DADRI_CRF,AURY_GF,URI2,AURY_RF,RAPPC,CHAMERA1,ANTA_LF,SALAL,NJPC,RIHAND1,KOLDAM,RIHAND3,CHAMERA3,KOTESHWR,PARBATI3,DADRT2,DULHASTI,ANTA_CRF,AURY_CRF,BSIUL,RAMPUR,UNCHAHAR3,DADRI_RF,URI,DADRI_GF,ANTA_GF,RIHAND2,CHAMERA2,AURY_LF,ANTA_RF,UNCHAHAR1,TEHRI,NAPP,JHAJJAR,SINGRAULI_HYDRO,TANAKPUR,UNCHAHAR2,SINGRAULI,SASAN,BRBCL,TALA,KHSTPP-II,KUDGI,KHSTPP-I,FSTPP I & II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,35.319915,0.000000,15.274612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,31.333273,0.000000,49.427487,41.230890,0.000000,83.107402,147.816993,86.018500,0.000000,119.522827,28.089204,34.306884,18.455318,581.580840,47.780431,0.000000,0.000000,19.002743,0.000000,21.926986,0.000000,45.348180,0.000000,0.000000,114.167812,38.186531,0.000000,0.000000,16.345931,64.786428,37.882547,463.364262,0.961436,11.390396,40.970032,134.643115,399.043688,13.784774,26.426043,142.573852,29.00,31.092402,13.772625,0,0,0,0,0

2,00:15-00:30,35.319915,0.000000,15.274612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,31.333273,0.000000,49.427487,41.230890,0.000000,83.107402,147.816993,86.018500,0.000000,119.522827,28.089204,34.306884,18.455318,581.580840,47.780431,0.000000,0.000000,19.002743,0.000000,21.926986,0.000000,45.348180,0.000000,0.000000,114.167812,38.186531,0.000000,0.000000,16.345931,64.786428,37.882547,434.369262,0.961436,11.390396,40.970032,134.643115,399.043688,13.101536,26.426043,142.573852,29.00,31.092402,13.772625,0,0,0,0,0

3,00:30-00:45,35.319915,0.000000,15.274612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.553191,0.000000,49.427487,41.230890,0.000000,83.107402,147.816993,86.018500,0.000000,119.522827,28.089204,34.306884,18.455318,581.580840,47.780431,0.000000,0.000000,19.002743,0.000000,21.926986,0.000000,45.348180,0.000000,0.000000,114.167812,38.186531,0.000000,0.000000,16.345931,64.786428,37.882547,415.039262,0.961436,12.257056,40.970032,134.643115,399.043688,13.335112,26.426043,142.573852,29.00,31.092402,13.772625,0,0,0,0,0

4,00:45-01:00,35.319915,0.000000,15.274612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.553191,0.000000,49.427487,41.230890,0.000000,83.107402,147.816993,86.018500,0.000000,119.522827,28.089204,34.306884,18.455318,581.580840,47.780431,0.000000,0.000000,19.002743,0.000000,21.926986,0.000000,45.348180,0.000000,0.000000,114.167812,38.186531,0.000000,0.000000,16.345931,64.786428,37.882547,415.039262,0.961436,12.257056,40.970032,134.643115,399.043688,12.365138,26.426043,142.573852,29.00,31.092402,13.772625,0,0,0,0,0

5,01:00-01:15,35.319915,0.000000,15.274612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.553191,0.000000,49.427487,41.230890,0.000000,83.107402,147.816993,86.018500,0.000000,119.522827,28.089204,34.306884,15.379431,540.668509,47.780431,0.000000,0.000000,19.002743,0.000000,21.926986,0.000000,45.348180,0.000000,0.000000,114.167812,38.186531,0.000000,0.000000,10.759948,64.786428,37.882547,408.829500,0.961436,12.257056,40.970032,134.643115,399.043688,12.594705,26.426043,142.573852,29.00,31.092402,13.772625,0,0,0,0,0

6,01:15-01:30,35.319915,0.000000,15.274612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.553191,0.000000,49.427487,41.230890,0.000000,83.107402,147.816993,86.018500,0.000000,119.522827,28.089204,34.306884,15.379431,492.343509,47.780431,0.000000,0.000000,19.002743,0.000000,21.926986,0.000000,45.348180,0.000000,0.000000,114.167812,38.186531,0.000000,0.000000,10.759948,64.786428,37.882547,408.829500,0.961436,12.257056,40.970032,134.643115,399.043688,12.743965,26.426043,142.573852,29.00,31.092402,13.772625,0,0,0,0,0

7,01:30-01:45,35.319915,0.000000,15.274612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.553191,0.000000,49.427487,41.230890,0.000000,83.107402,147.816993,86.018500,0.000000,119.522827,28.089204,34.306884,15.379431,511.673509,47.780431,0.000000,0.000000,19.002743,0.000000,21.926986,0.000000,45.348180,0.000000,0.000000,114.167812,38.186531,0.000000,0.000000,11.575673,64.786428,37.882547,408.829500,0.961436,11.390396,40.970032,134.643115,399.043688,12.712750,26.426043,142.573852,29.00,31.092402,13.772625,0,0,0,0,0

8,01:45-02:00,35.319915,0.000000,15.274612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.553191,0.000000,49.427487,41.230890,0.000000,83.107402,147.816993,86.018500,0.000000,119.522827,28.089204,34.306884,15.379431,511.673509,47.780431,0.000000,0.000000,19.002743,0.000000,21.926986,0.000000,50.149752,0.000000,0.000000,114.167812,38.186531,0.000000,0.000000,11.575673,64.786428,37.882547,408.829500,0.961436,11.390396,40.970032,134.643115,399.043688,11.725060,26.426043,142.573852,29.00,31.092402,13.772625,0,0,0,0,0

9,02:00-02:15,35.319915,0.000000,15.274612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,31.333273,0.000000,49.427487,41.230890,0.000000,83.107402,147.816993,86.018500,0.000000,119.522827,28.089204,34.306884,3.075886,461.212216,47.780431,0.000000,0.000000,19.002743,0.000000,21.926986,0.000000,50.149752,0.000000,0.000000,114.167812,38.186531,0.000000,0.000000,11.575673,64.786428,37.882547,360.504500,0.961436,11.390396,40.970032,134.643115,399.043688,11.930526,26.426043,142.573852,29.00,31.092402,13.772625,0,0,0,0,0

10,02:15-02:30,35.319915,0.000000,15.274612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,31.333273,0.000000,49.427487,41.230890,0.000000,83.107402,147.816993,86.018500,0.000000,119.522827,28.089204,34.306884,3.075886,453.683509,47.780431,0.000000,0.000000,19.002743,0.000000,21.926986,0.000000,45.348180,0.000000,0.000000,114.167812,38.186531,0.000000,0.000000,11.575673,64.786428,37.882547,360.504500,0.961436,11.390396,40.970032,134.643115,399.043688,12.748918,26.426043,142.573852,29.00,31.092402,13.772625,0,0,0,0,0

11,02:30-02:45,35.319915,0.000000,15.274612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.553191,0.000000,49.427487,41.230890,0.000000,83.107402,147.816993,86.018500,0.000000,119.522827,28.089204,34.306884,3.075886,386.028509,47.780431,0.000000,0.000000,19.002743,0.000000,21.926986,0.000000,45.348180,0.000000,0.000000,114.167812,38.186531,0.000000,0.000000,11.575673,64.786428,37.882547,360.504500,0.961436,11.390396,40.970032,134.643115,399.043688,12.981206,26.426043,142.573852,29.00,31.092402,13.165663,0,0,0,0,0

12,02:45-03:00,35.319915,0.000000,15.274612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.553191,0.000000,49.427487,41.230890,0.000000,83.107402,147.816993,86.018500,0.000000,119.522827,28.089204,34.306884,3.075886,362.829106,47.780431,0.000000,0.000000,19.002743,0.000000,21.926986,0.000000,45.348180,0.000000,0.000000,114.167812,38.186531,0.000000,0.000000,11.575673,64.786428,37.882547,360.504500,0.961436,11.390396,40.970032,134.643115,399.043688,12.885216,26.426043,142.573852,29.00,31.092402,13.165663,0,0,0,0,0

13,03:00-03:15,35.319915,0.000000,15.274612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.553191,0.000000,49.427487,41.230890,0.000000,81.422792,147.816993,86.018500,0.000000,119.522827,28.089204,34.306884,3.075886,362.906086,47.780431,0.000000,0.000000,19.002743,0.000000,14.590767,0.000000,45.348180,0.000000,0.000000,114.167812,38.186531,0.000000,0.000000,11.575673,64.786428,37.882547,302.514500,0.961436,11.390396,40.970032,134.643115,399.043688,14.497500,26.426043,142.573852,29.00,31.092402,13.165663,0,0,0,0,0

14,03:15-03:30,35.319915,0.000000,15.274612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.553191,0.000000,49.427487,41.230890,0.000000,81.422792,147.816993,86.018500,0.000000,119.522827,28.089204,34.306884,3.075886,362.829106,47.780431,0.000000,0.000000,19.002743,0.000000,14.590767,0.000000,45.348180,0.000000,0.000000,114.167812,38.186531,0.000000,0.000000,11.575673,64.786428,37.882547,302.514500,0.961436,11.390396,30.708025,134.643115,399.043688,14.497500,26.426043,142.573852,29.00,31.092402,13.165663,0,0,0,0,0

15,03:30-03:45,35.319915,0.000000,15.274612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.553191,0.000000,49.427487,41.230890,0.000000,81.422792,147.816993,86.018500,0.000000,119.522827,28.089204,34.306884,14.764254,362.944577,47.780431,0.000000,0.000000,19.002743,0.000000,14.590767,0.000000,50.149752,0.000000,0.000000,114.167812,38.186531,0.000000,0.000000,11.575673,64.786428,37.882547,302.514500,0.961436,12.257056,30.708025,134.643115,399.043688,14.497500,26.426043,142.573852,29.00,31.092402,13.165663,0,0,0,0,0

16,03:45-04:00,35.319915,0.000000,15.274612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.553191,0.000000,49.427487,41.230890,0.000000,81.422792,147.816993,86.018500,0.000000,119.522827,28.089204,34.306884,14.764254,362.848350,47.780431,0.000000,0.000000,19.002743,0.000000,14.590767,0.000000,50.149752,0.000000,0.000000,114.167812,38.186531,0.000000,0.000000,11.575673,64.786428,37.882547,302.514500,0.961436,12.257056,30.708025,134.643115,399.043688,14.198436,26.426043,142.573852,29.00,22.269126,9.656688,0,0,0,0,0

17,04:00-04:15,35.319915,0.000000,15.274612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.553191,0.000000,49.427487,41.230890,0.000000,81.422792,147.816993,86.018500,0.000000,119.522827,28.089204,34.306884,14.764254,363.294201,47.780431,0.000000,0.000000,19.002743,0.000000,14.590767,0.000000,45.348180,0.000000,0.000000,114.167812,38.186531,0.000000,0.000000,11.575673,64.786428,37.882547,254.189500,0.961436,12.257056,30.708025,134.643115,399.043688,14.497500,26.426043,118.617772,29.00,22.269126,9.656688,0,0,0,0,0

18,04:15-04:30,35.319915,0.000000,15.274612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.553191,0.000000,49.427487,41.230890,0.000000,81.422792,147.816993,86.018500,0.000000,119.522827,28.089204,34.306884,3.075886,363.199345,47.780431,0.000000,0.000000,19.002743,0.000000,14.590767,0.000000,45.348180,0.000000,0.000000,114.167812,38.186531,0.000000,0.000000,11.575673,64.786428,37.882547,244.524500,0.961436,12.257056,30.708025,134.643115,399.043688,14.497500,26.426043,94.455272,29.00,22.269126,9.656688,0,0,0,0,0

19,04:30-04:45,35.319915,0.000000,15.274612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.553191,0.000000,49.427487,41.230890,0.000000,81.422792,147.816993,86.018500,0.000000,119.522827,28.089204,34.306884,3.075886,363.294201,47.780431,0.000000,0.000000,19.002743,0.000000,14.590767,0.000000,45.348180,0.000000,0.000000,114.167812,38.186531,0.000000,0.000000,11.575673,64.786428,37.882547,244.524500,0.961436,11.390396,30.708025,134.643115,399.043688,14.497500,26.426043,94.455272,29.00,22.269126,9.656688,0,0,0,0,0

20,04:45-05:00,35.319915,0.000000,15.274612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.553191,0.000000,49.427487,41.230890,0.000000,81.422792,147.816993,86.018500,0.000000,119.522827,28.089204,34.306884,3.075886,363.199345,47.780431,0.000000,0.000000,19.002743,0.000000,14.590767,0.000000,45.348180,0.000000,0.000000,114.167812,38.186531,0.000000,0.000000,11.575673,64.786428,37.882547,244.524500,0.961436,11.390396,30.708025,134.643115,399.043688,14.497500,26.426043,94.455272,29.00,22.269126,9.656688,0,0,0,0,0

21,05:00-05:15,35.319915,0.000000,15.274612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.553191,0.000000,49.427487,41.230890,0.000000,81.422792,147.816993,86.018500,0.000000,119.522827,28.089204,34.306884,7.382127,363.135960,47.780431,0.000000,0.000000,19.002743,0.000000,14.590767,0.000000,45.348180,0.000000,0.000000,114.167812,38.186531,0.000000,0.000000,11.579240,64.786428,37.882547,234.859500,0.961436,11.390396,30.708025,134.643115,399.043688,14.497500,26.426043,94.455272,29.00,22.930406,9.315224,0,0,0,0,0

22,05:15-05:30,35.319915,0.000000,15.274612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.553191,0.000000,49.427487,41.230890,0.000000,81.422792,147.816993,86.018500,0.000000,119.522827,28.089204,34.306884,46.753471,363.040484,47.780431,0.000000,0.000000,19.002743,0.000000,14.590767,0.000000,45.348180,0.000000,0.000000,114.167812,38.186531,0.000000,0.000000,11.579240,64.786428,37.882547,234.859500,0.961436,11.390396,30.708025,134.643115,399.043688,14.497500,26.426043,94.455272,29.00,22.930406,9.315224,0,0,0,0,0

