Block,Time,FSTPP I & II,NLCEXP,NLCTS2EXP,NTPL,RIHAND2,SIMHST1,TALA,UNCHAHAR1,UNCHAHAR3,UNCHAHAR4,ANTA_RF,DADRI_CRF,KGSU1AND2,KOLDAM,PARBATI3,RAMPUR,RAPPB,RSTPSU1TO6,TALST2,TEHRI,UNCHAHAR2,AURY_RF,DADRI_LF,KGSU3AND4,KKNP,NNTPP,SINGRAULI_HYDRO,TANDA2,TelanganaSTPP,URI,CHAMERA2,DULHASTI,KHSTPP-II,NLCIIST2,RSTPSU7,SASAN,SINGRAULI,TANAKPUR,ANTA_LF,AURY_CRF,DHAULIGNGA,KHSTPP-I,KKNPPU2,KOTESHWR,NAPP,RAPPC,AURY_GF,DADRI_RF,KISHANGANGA,NJPC,SIMHST2,VALLURNTECL,ANTA_CRF,BRBCL,BSIUL,CHAMERA3,JHAJJAR,MAPS,RIHAND1,AURY_LF,DADRI_GF,CHAMERA1,DADRT2,KUDGI,NLCIIST1,RIHAND3,SALAL,SEWA2,URI2,ANTA_GF
57,14:00-14:15,14.3,0,0,0,121.71,0,12.49,20.96,27.05,1.62,29.93,0,0,5.35,21.08,3.54,0,0,0,17.72,43.71,60.28,0,0,0,0,0.5,2.89,0,36.98,44.22,53.79,148.3,0,0,413.44,116.85,11.53,0,0,40.4,44.31,0,19.32,45.23,60.53,0,76.64,2.88,167.1,0,0,0,20.01,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,65.07,4.4,31.03,0

58,14:15-14:30,14.3,0,0,0,121.71,0,12.59,20.96,27.05,1.62,29.93,0,0,5.35,7.03,3.54,0,0,0,17.72,43.71,60.28,0,0,0,0,0.5,2.89,0,36.98,44.22,53.79,148.3,0,0,413.44,116.85,11.53,0,0,40.4,44.31,0,19.32,45.23,60.53,0,76.64,2.88,167.1,0,0,0,20.01,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,65.07,4.4,31.03,0

59,14:30-14:45,14.3,0,0,0,121.71,0,12.26,20.96,27.05,1.62,29.93,0,0,5.35,7.03,3.54,0,0,0,35.44,43.71,60.28,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,413.44,116.85,11.53,0,0,40.4,44.31,0,19.32,45.23,60.53,0,76.64,2.88,167.1,0,0,0,20.01,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,65.07,4.4,26.6,0

60,14:45-15:00,14.3,0,0,0,121.71,0,9.4,20.96,27.05,1.62,30.04,0,0,5.35,21.08,3.54,0,0,0,53.16,43.71,60.28,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,413.44,116.85,11.53,0,0,40.4,44.31,0,19.32,45.23,60.53,0,76.64,2.88,167.1,0,0,0,20.01,0,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,65.07,4.4,26.6,0

61,15:00-15:15,11.7,0,0,0,121.71,0,9.15,20.96,27.05,1.62,30.64,0,0,5.35,21.08,3.54,0,0,0,67.72,43.71,60.28,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,413.44,116.85,11.53,0,0,40.4,44.31,0,19.32,45.23,60.53,0,76.64,2.88,167.1,0,0,0,20.01,6.52,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,65.07,4.4,28.07,0

62,15:15-15:30,11.7,0,0,0,121.71,0,9.15,20.96,27.05,1.62,30.64,0,0,5.35,21.08,3.54,0,0,0,67.72,43.71,60.28,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,413.44,116.85,11.53,0,0,40.4,44.31,0,19.32,45.23,60.53,0,76.64,2.88,167.1,0,0,0,20.01,6.52,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,65.07,4.4,28.07,0

63,15:30-15:45,11.7,0,0,0,121.71,0,9.35,20.96,27.05,1.62,30.64,0,0,5.35,21.08,3.54,0,0,0,67.72,43.71,60.28,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,413.44,116.85,11.78,0,0,40.4,44.31,0,19.32,45.23,60.53,0,76.64,2.88,167.1,0,0,0,20.01,13.04,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,65.07,5.79,28.07,0

64,15:45-16:00,11.7,0,0,0,121.71,0,9.29,20.96,27.05,1.62,30.64,0,0,5.35,21.08,3.54,0,0,0,67.72,43.71,60.28,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,413.44,116.85,11.78,0,0,40.4,44.31,0,19.32,45.23,60.53,0,76.64,2.88,167.1,0,0,0,20.01,13.04,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,65.07,5.79,28.07,0

65,16:00-16:15,11.7,0,0,0,121.71,0,9.2,20.96,27.05,1.62,30.64,0,0,5.35,21.08,3.54,0,0,0,67.72,43.71,60.28,0,0,0,0,0.5,2.89,0,36.43,44.22,53.79,148.3,0,0,413.44,116.85,11.78,0,0,40.4,44.31,0,19.32,45.23,60.53,0,76.64,2.88,167.1,0,0,0,20.01,6.52,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,65.07,5.79,26.6,0

66,16:15-16:30,11.7,0,0,0,121.71,0,9.15,20.96,27.05,1.62,30.64,0,0,5.35,21.08,3.54,0,0,0,67.72,43.71,60.28,0,0,0,0,0.5,2.89,0,46.37,44.22,53.79,148.3,0,0,413.44,116.85,11.78,0,0,40.4,44.31,0,19.32,45.23,60.53,0,76.64,2.88,167.1,0,0,0,20.01,6.52,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,65.07,5.79,26.6,0

67,16:30-16:45,11.7,0,0,0,121.71,0,9.11,20.96,27.05,1.62,30.64,0,0,5.35,21.08,3.54,0,0,0,67.72,38.08,60.28,0,0,0,0,0.5,2.89,0,46.37,44.22,53.79,148.3,0,0,413.44,116.85,11.78,0,0,40.4,44.31,0,19.32,45.23,60.53,0,76.64,2.88,167.1,0,0,0,20.01,6.52,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,65.07,5.79,26.6,0

68,16:45-17:00,11.7,0,0,0,121.71,0,9.03,20.96,27.05,1.62,30.64,0,0,5.35,21.08,3.54,0,0,0,67.72,34.61,60.28,0,0,0,0,0.5,2.89,0,36.98,44.22,53.79,148.3,0,0,413.44,116.85,11.78,0,0,40.4,44.31,0,19.32,45.23,60.53,0,76.64,2.88,167.1,0,0,0,20.01,6.52,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,65.07,5.79,26.6,0

69,17:00-17:15,11.7,0,0,0,121.71,0,8.91,20.96,27.05,1.62,30.64,0,0,5.35,21.08,3.54,0,0,0,67.72,34.61,60.28,0,0,0,0,0.5,2.89,0,36.98,44.22,53.79,148.3,0,0,413.44,116.85,11.78,0,0,40.4,44.31,0,19.32,45.23,60.53,0,76.64,2.88,167.1,0,0,0,20.01,1.1,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,65.07,5.79,26.6,0

70,17:15-17:30,11.7,0,0,0,121.71,0,8.82,20.96,27.05,1.62,30.64,0,0,5.35,21.08,3.54,0,0,0,69.37,34.61,60.28,0,0,0,0,0.5,2.89,0,36.98,44.22,53.79,148.3,0,0,413.44,116.85,11.78,0,0,40.4,44.31,0,19.32,45.23,60.53,0,76.64,2.88,167.1,0,0,0,20.01,1.1,32.08,413.81,0,84.36,0,0,28.44,686.07,0,0,127.6,65.07,11.57,26.6,0

71,17:30-17:45,11.7,0,0,0,121.71,0,8.8,20.96,27.05,1.62,30.75,0,0,5.35,21.08,3.54,0,0,0,70.87,34.61,60.28,0,0,0,0,0.5,2.89,0,36.98,44.22,53.79,148.3,0,0,413.44,116.85,11.78,0,0,40.4,44.31,0,19.32,45.23,60.53,0,76.64,2.88,167.1,0,0,0,20.01,1.1,32.08,413.81,0,84.36,0,0,35.95,686.07,0,0,127.6,65.07,11.57,26.6,0

72,17:45-18:00,11.7,0,0,0,121.71,0,8.64,20.96,27.05,1.62,30.75,0,0,5.35,21.08,3.54,0,0,0,70.87,34.61,60.28,0,0,0,0,0.5,2.89,0,36.98,44.22,53.79,148.3,0,0,413.44,116.85,11.78,0,0,40.4,44.31,0,19.32,45.23,60.53,0,76.64,2.88,167.1,0,0,0,20.01,1.1,32.08,413.81,0,84.36,0,0,42.15,686.07,0,0,127.6,65.07,11.57,26.6,0

73,18:00-18:15,11.7,0,0,0,121.71,0,8.47,20.96,27.05,1.62,2.36,0,0,5.35,21.08,3.54,0,0,0,70.87,34.61,7.31,0,0,0,0,0.5,0.17,0,46.37,44.22,53.79,148.3,0,0,413.44,116.85,9.74,0,0,40.4,44.31,0,19.32,45.23,60.53,0,6.17,2.88,167.1,0,0,0,20.01,1.1,32.08,413.81,0,84.36,0,0,42.15,686.07,0,0,127.6,65.07,11.57,26.6,0

74,18:15-18:30,11.7,0,0,0,121.71,0,8.29,20.96,27.05,1.62,8.28,0,0,5.35,53.4,3.54,0,0,0,70.87,34.61,14.61,0,0,0,0,0.5,0.17,0,46.37,44.22,53.79,148.3,0,0,413.44,116.85,9.74,0,0,40.4,44.31,0,28.98,45.23,60.53,0,14.8,2.88,167.1,0,0,0,20.01,1.1,32.08,406.41,0,84.36,0,0,42.15,682.819,0,0,127.6,65.07,11.57,26.6,0

75,18:30-18:45,11.7,0,0,0,121.71,0,6.82,20.96,27.05,1.62,19.39,0,0,5.35,53.4,3.54,0,0,0,70.87,34.61,21.92,0,0,0,0,0.5,0.17,0,39.75,44.22,53.79,148.3,0,0,413.44,116.85,9.74,0,0,40.4,44.31,0,38.64,45.23,60.53,0,20.96,4.32,167.1,0,0,0,20.01,3.3,32.08,406.41,0,84.36,0,0,42.15,682.819,0,0,127.6,65.07,11.57,26.6,0

76,18:45-19:00,11.7,0,0,0,121.71,0,6.61,20.96,27.05,1.62,19.39,0,0,5.35,53.4,3.62,0,0,0,70.87,34.61,29.23,0,0,0,0,0.5,0.17,0,39.75,45.65,56.89,148.3,0,0,413.44,116.85,10.63,0,0,41.42,44.31,0,42.51,45.23,60.53,0,29.59,4.32,168.66,0,0,0,20.01,20.21,32.08,406.41,0,84.36,0,0,42.66,682.819,0,0,127.6,65.07,17.37,26.6,0

77,19:00-19:15,11.7,0,0,0,121.71,0,6.8,20.96,27.05,1.62,19.52,0,0,5.35,53.4,3.62,0,0,0,70.87,38.08,38.97,0,0,0,0,0.5,0.17,0,39.75,45.65,56.89,148.3,0,0,413.44,116.85,10.63,0,0,41.42,44.31,0,42.51,45.23,60.53,0,44.4,4.32,168.66,0,0,0,20.01,20.21,32.08,406.41,0,84.36,0,0,42.66,682.819,0,0,127.6,65.07,17.37,26.6,0

78,19:15-19:30,11.7,0,0,0,121.71,0,6.68,20.96,27.05,1.62,19.63,0,0,5.35,53.4,3.62,0,0,0,70.87,43.71,38.97,0,0,0,0,0.5,0.17,0,39.75,45.65,56.89,148.3,0,0,413.44,116.85,10.63,0,0,41.42,44.31,0,42.51,45.23,60.53,0,44.4,4.32,168.66,0,0,0,20.01,20.21,32.08,406.41,0,84.36,0,0,42.66,682.819,0,0,127.6,65.07,17.37,26.6,0

79,19:30-19:45,11.7,0,0,0,121.71,0,7.08,20.96,27.05,1.62,19.75,0,0,5.35,36.54,3.62,0,0,0,70.87,43.71,38.97,0,0,0,0,0.5,0.17,0,39.75,45.65,56.89,148.3,0,0,413.44,116.85,10.63,0,0,41.42,44.31,0,42.51,45.23,60.53,0,44.4,4.32,168.66,0,0,0,20.01,20.21,32.08,406.41,0,84.36,0,0,42.66,682.819,0,0,127.6,65.07,17.37,26.6,0

80,19:45-20:00,11.7,0,0,0,121.71,0,7.15,20.96,27.05,1.62,19.75,0,0,5.35,7.03,3.62,0,0,0,70.87,43.71,38.97,0,0,0,0,0.5,0.17,0,39.75,45.65,56.89,148.3,0,0,413.44,116.85,10.63,0,0,41.42,44.31,0,42.51,45.23,60.53,0,44.4,4.32,168.66,0,0,0,20.01,20.21,32.08,406.41,0,84.36,0,0,42.66,682.819,0,0,127.6,65.07,17.37,26.6,0

81,20:00-20:15,11.7,0,0,0,121.71,0,7.35,20.96,27.05,1.62,19.75,0,0,5.35,21.08,3.62,0,0,0,70.87,43.71,38.97,0,0,0,0,0,0.17,0,39.75,45.65,56.89,148.3,0,0,413.44,116.85,10.63,0,0,41.42,44.31,0,42.51,45.23,60.53,0,44.4,4.32,168.66,0,0,0,20.01,20.21,32.08,406.41,0,84.36,0,0,42.66,682.819,0,0,127.6,65.07,17.37,26.6,0

82,20:15-20:30,11.7,0,0,0,121.71,0,7.41,20.96,27.05,1.62,19.75,0,0,5.35,21.08,3.62,0,0,0,70.87,43.71,38.97,0,0,0,0,0,0.17,0,39.75,45.65,56.89,148.3,0,0,413.44,116.85,10.63,0,0,41.42,44.31,0,42.51,45.23,60.53,0,44.4,4.32,168.66,0,0,0,20.01,20.21,32.08,406.41,0,84.36,0,0,42.66,682.819,0,0,127.6,65.07,17.37,26.6,0

83,20:30-20:45,11.7,0,0,0,121.71,0,7.53,20.96,27.05,1.62,19.75,0,0,5.35,21.08,3.62,0,0,0,70.87,43.71,38.97,0,0,0,0,0,0.17,0,39.75,45.65,56.89,148.3,0,0,413.44,116.85,10.63,0,0,41.42,44.31,0,42.51,45.23,60.53,0,44.4,4.32,168.66,0,0,0,20.01,20.21,32.08,406.41,0,84.36,0,0,42.66,682.819,0,0,127.6,65.07,11.58,26.6,0

84,20:45-21:00,11.7,0,0,0,121.71,0,7.67,20.96,27.05,1.62,19.75,0,0,5.35,21.08,3.54,0,0,0,70.87,43.71,38.97,0,0,0,0,0,0.17,0,39.75,44.22,53.79,148.3,0,0,413.44,116.85,9.48,0,0,40.4,44.31,0,38.64,45.23,60.53,0,44.4,4.32,167.1,0,0,0,20.01,6.52,32.08,406.41,0,84.36,0,0,42.15,682.819,0,0,127.6,65.07,11.58,26.6,0

85,21:00-21:15,11.7,0,0,0,121.71,0,7.76,20.96,27.05,1.62,19.87,0,0,5.35,21.08,3.54,0,0,0,70.87,43.71,38.97,0,0,0,0,0,0.17,0,39.75,44.22,53.79,148.3,0,0,413.44,116.85,9.48,0,0,40.4,44.31,0,38.64,45.23,60.53,0,44.4,4.32,167.1,0,0,0,20.01,6.52,32.08,406.41,0,84.36,0,0,42.15,682.819,0,0,127.6,65.07,11.58,26.6,0

86,21:15-21:30,11.7,0,0,0,121.71,0,7.85,20.96,27.05,1.62,19.87,0,0,5.35,21.08,3.54,0,0,0,70.87,43.71,38.97,0,0,0,0,0,0.17,0,39.75,44.22,53.79,148.3,0,0,413.44,116.85,9.48,0,0,40.4,44.31,0,38.64,45.23,60.53,0,44.4,4.32,167.1,0,0,0,20.01,6.52,32.08,406.41,0,84.36,0,0,42.15,682.819,0,0,127.6,65.07,11.58,26.6,0

87,21:30-21:45,11.7,0,0,0,121.71,0,8.02,20.96,27.05,1.62,19.87,0,0,5.35,21.08,3.54,0,0,0,70.87,43.71,38.97,0,0,0,0,0,0.17,0,39.75,44.22,53.79,148.3,0,0,413.44,116.85,9.48,0,0,40.4,44.31,0,38.64,45.23,60.53,0,44.4,4.32,167.1,0,0,0,20.01,6.52,32.08,406.41,0,84.36,0,0,42.15,682.819,0,0,113.73,65.07,11.58,26.6,0

88,21:45-22:00,11.7,0,0,0,121.71,0,7.85,20.96,27.05,1.62,19.87,0,0,5.35,21.08,3.62,0,0,0,70.87,43.71,38.97,0,0,0,0,0,0.17,0,39.75,45.65,56.89,148.3,0,0,413.44,116.85,10.63,0,0,41.42,44.31,0,42.51,45.23,60.53,0,44.4,4.32,168.66,0,0,0,20.01,20.21,32.08,406.41,0,84.36,0,0,42.66,682.819,0,0,113.73,65.07,17.37,26.6,0

89,22:00-22:15,12.39,0,0,0,121.71,0,7.97,20.96,27.05,1.62,19.87,0,0,5.35,21.08,3.62,0,0,0,70.87,43.71,38.97,0,0,0,0,0,0.17,0,39.75,45.65,56.89,148.3,0,0,413.44,116.85,10.63,0,0,41.42,44.31,0,42.51,45.23,60.53,0,44.4,4.32,168.66,0,0,0,20.01,20.21,32.08,406.41,0,84.36,0,0,42.66,682.819,0,0,113.73,65.07,17.37,26.6,0

90,22:15-22:30,12.39,0,0,0,121.71,0,8.09,20.96,27.05,1.62,19.87,0,0,5.35,21.08,3.62,0,0,0,70.87,43.71,38.97,0,0,0,0,0,0.17,0,39.75,45.65,56.89,148.3,0,0,413.44,116.85,10.63,0,0,41.42,44.31,0,42.51,45.23,60.53,0,44.4,4.32,168.66,0,0,0,20.01,20.21,32.08,406.41,0,84.36,0,0,42.66,682.819,0,0,113.73,65.07,17.37,26.6,0

91,22:30-22:45,12.81,0,0,0,121.71,0,8.14,20.96,27.05,1.62,19.99,0,0,5.35,21.08,3.62,0,0,0,70.87,43.71,38.97,0,0,0,0,0,0.17,0,39.75,45.65,56.89,148.3,0,0,413.44,116.85,10.63,0,0,41.42,44.31,0,42.51,45.23,60.53,0,44.4,4.32,168.66,0,0,0,20.01,20.21,32.08,406.41,0,84.36,0,0,42.66,682.819,0,0,113.73,65.07,17.37,26.6,0

92,22:45-23:00,13.23,0,0,0,121.71,0,8.21,20.96,27.05,1.62,19.99,0,0,5.35,21.08,3.54,0,0,0,70.3,43.71,38.97,0,0,0,0,0,0.17,0,39.75,44.22,53.79,148.3,0,0,413.44,116.85,9.74,0,0,40.4,44.31,0,38.64,45.23,60.53,0,44.4,2.88,167.1,0,0,0,20.01,13.04,32.08,406.41,0,84.36,0,0,42.15,682.819,0,0,113.73,65.07,17.37,26.6,0

93,23:00-23:15,13.65,0,0,0,121.71,0,8.26,20.96,27.05,1.62,19.99,0,0,5.35,21.08,3.54,0,0,0,70.3,43.71,38.97,0,0,0,0,0,0.17,0,39.75,44.22,53.79,148.3,0,0,413.44,116.85,9.74,0,0,40.4,44.31,0,38.64,45.23,60.53,0,44.4,2.88,167.1,0,0,0,20.01,13.04,32.08,406.41,0,84.36,0,0,42.15,682.819,0,0,127.6,65.07,17.37,26.6,0

94,23:15-23:30,14.06,0,0,0,121.71,0,8.37,20.96,27.05,1.62,19.99,0,0,5.35,21.08,3.54,0,0,0,70.3,43.71,38.97,0,0,0,0,0,0.17,0,39.75,44.22,53.79,148.3,0,0,413.44,116.85,9.74,0,0,40.4,44.31,0,38.64,45.23,60.53,0,44.4,2.88,167.1,0,0,0,20.01,13.04,32.08,406.41,0,84.36,0,0,42.15,682.819,0,0,127.6,65.07,17.37,26.6,0

95,23:30-23:45,14.3,0,0,0,121.71,0,8.09,20.96,27.05,1.62,19.99,0,0,5.35,21.08,3.54,0,0,0,67.72,43.71,38.97,0,0,0,0,0,0.17,0,39.75,44.22,53.79,148.3,0,0,413.44,116.85,9.74,0,0,40.4,44.31,0,38.64,45.23,60.53,0,44.4,2.88,167.1,0,0,0,20.01,13.04,32.08,406.41,0,84.36,0,0,42.15,682.819,0,0,127.6,65.07,17.37,26.6,0

96,23:45-24:00,14.3,0,0,0,121.71,0,8.09,20.96,27.05,1.62,19.99,0,0,5.35,21.08,3.54,0,0,0,67.72,43.71,38.97,0,0,0,0,0,0.17,0,39.75,44.22,53.79,148.3,0,0,413.44,116.85,9.74,0,0,40.4,44.31,0,38.64,45.23,60.53,0,44.4,2.88,167.1,0,0,0,20.01,13.04,32.08,406.41,0,84.36,0,0,42.15,682.819,0,0,127.6,65.07,17.37,26.6,0

