Block,Time,URI,PARBATI3,UNCHAHAR4,AURY_RF,RAPPB,RAMPUR,DHAULIGNGA,TANAKPUR,NJPC,URI2,DULHASTI,TEHRI,SINGRAULI_HYDRO,RAPPC,KISHANGANGA,TANDA2,NAPP,KOTESHWR,ANTA_CRF,AURY_GF,SALAL,UNCHAHAR3,KHSTPP-II,KOLDAM,ANTA_LF,DADRI_RF,SINGRAULI,RIHAND3,CHAMERA1,DADRI_LF,DADRT2,AURY_LF,JHAJJAR,TALA,KHSTPP-I,AURY_CRF,CHAMERA2,UNCHAHAR2,ANTA_GF,CHAMERA3,RIHAND2,BRBCL,ANTA_RF,SEWA2,BSIUL,UNCHAHAR1,FSTPP I & II,DADRI_GF,DADRI_CRF,RIHAND1,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,31.957488,0.000000,2.981541,0.000000,0.000000,6.508748,42.008019,2.348470,173.645772,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,75.121325,26.668853,142.033280,8.949257,0.000000,0.000000,144.724338,125.996738,40.668682,0.000000,663.963077,0.000000,407.612356,0.000000,42.754719,0.000000,46.797484,43.330402,0.000000,33.608676,120.014262,19.298000,0.000000,12.087690,6.291920,19.710653,20.069920,0.000000,0.000000,93.552789,401.639625,0,0,0,0,0

2,00:15-00:30,31.957488,0.000000,2.981541,0.000000,0.000000,6.508748,42.008019,2.348470,173.645772,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,75.121325,26.668853,142.033280,8.949257,0.000000,0.000000,144.724338,125.996738,40.668682,0.000000,663.963077,0.000000,407.612356,0.000000,42.754719,0.000000,46.797484,43.330402,0.000000,33.608676,120.014262,19.298000,0.000000,12.087690,6.291920,19.710653,20.069920,0.000000,0.000000,93.552789,401.639625,0,0,0,0,0

3,00:30-00:45,31.957488,0.000000,2.981541,0.000000,0.000000,6.508748,42.008019,2.348470,173.645772,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,75.121325,26.668853,142.033280,8.949257,0.000000,0.000000,144.724338,125.996738,40.668682,0.000000,663.963077,0.000000,407.612356,0.000000,42.754719,0.000000,46.797484,43.330402,0.000000,33.608676,120.014262,18.535729,0.000000,12.087690,6.291920,19.710653,20.069920,0.000000,0.000000,93.552789,401.639625,0,0,0,0,0

4,00:45-01:00,31.957488,0.000000,2.981541,0.000000,0.000000,6.508748,42.008019,2.348470,173.645772,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,75.121325,26.668853,142.033280,8.949257,0.000000,0.000000,144.724338,125.996738,40.668682,0.000000,663.963077,0.000000,407.612356,0.000000,42.754719,0.000000,46.797484,43.330402,0.000000,33.608676,120.014262,19.298000,0.000000,5.967340,6.291920,19.710653,20.069920,0.000000,0.000000,93.552789,401.639625,0,0,0,0,0

5,01:00-01:15,31.957488,0.000000,2.981541,0.000000,0.000000,6.508748,42.008019,2.348470,173.645772,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,75.121325,26.668853,142.033280,8.949257,0.000000,0.000000,144.724338,125.996738,40.668682,0.000000,663.963077,0.000000,407.612356,0.000000,42.754719,0.000000,46.797484,43.330402,0.000000,33.608676,120.014262,16.905048,0.000000,5.202297,6.291920,19.710653,20.069920,0.000000,0.000000,93.552789,401.639625,0,0,0,0,0

6,01:15-01:30,31.957488,0.000000,2.981541,0.000000,0.000000,6.508748,42.008019,2.348470,173.645772,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,75.121325,26.668853,142.033280,8.949257,0.000000,0.000000,144.724338,125.996738,40.668682,0.000000,663.963077,0.000000,379.139315,0.000000,42.754719,0.000000,46.797484,43.330402,0.000000,33.608676,120.014262,18.719060,0.000000,5.202297,6.291920,19.710653,20.069920,0.000000,0.000000,93.552789,401.639625,0,0,0,0,0

7,01:30-01:45,31.957488,0.000000,2.981541,0.000000,0.000000,6.508748,42.008019,2.348470,173.645772,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,75.121325,26.668853,142.033280,8.949257,0.000000,0.000000,144.724338,125.996738,40.668682,0.000000,663.963077,0.000000,359.841315,0.000000,42.754719,0.000000,46.797484,43.330402,0.000000,33.608676,120.014262,13.508600,0.000000,5.202297,6.291920,19.710653,20.069920,0.000000,0.000000,93.552789,401.639625,0,0,0,0,0

8,01:45-02:00,31.957488,0.000000,2.981541,0.000000,0.000000,6.508748,42.008019,2.348470,173.645772,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,75.121325,26.668853,142.033280,8.949257,0.000000,0.000000,144.724338,125.996738,40.668682,0.000000,663.963077,0.000000,311.596315,0.000000,42.754719,0.000000,46.797484,43.330402,0.000000,33.608676,120.014262,14.483149,0.000000,5.202297,6.291920,19.710653,20.069920,0.000000,0.000000,93.552789,401.639625,0,0,0,0,0

9,02:00-02:15,31.957488,0.000000,2.981541,0.000000,0.000000,6.508748,42.008019,2.348470,173.645772,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,75.121325,26.668853,142.033280,8.949257,0.000000,0.000000,144.724338,125.996738,40.668682,0.000000,663.963077,0.000000,282.649315,0.000000,42.754719,0.000000,46.797484,43.330402,0.000000,33.608676,120.014262,16.683121,0.000000,5.202297,6.291920,19.710653,20.069920,0.000000,0.000000,93.552789,401.639625,0,0,0,0,0

10,02:15-02:30,31.957488,0.000000,2.981541,0.000000,0.000000,6.508748,42.008019,2.348470,173.645772,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,75.121325,26.668853,142.033280,8.949257,0.000000,0.000000,144.724338,125.996738,27.112455,0.000000,664.542017,0.000000,273.000315,0.000000,42.754719,0.000000,46.797484,43.330402,0.000000,33.608676,120.014262,14.309467,0.000000,0.000000,6.291920,19.710653,20.069920,0.000000,0.000000,93.552789,401.639625,0,0,0,0,0

11,02:30-02:45,31.957488,0.000000,2.981541,0.000000,0.000000,6.508748,42.008019,2.348470,173.645772,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,75.121325,26.668853,142.033280,8.949257,0.000000,0.000000,144.724338,125.996738,27.112455,0.000000,664.542017,0.000000,229.231293,0.000000,42.754719,0.000000,46.797484,43.330402,0.000000,33.608676,120.014262,15.872605,0.000000,0.000000,6.291920,19.710653,20.069920,0.000000,0.000000,93.552789,401.639625,0,0,0,0,0

12,02:45-03:00,31.957488,0.000000,2.981541,0.000000,0.000000,6.508748,42.008019,2.348470,173.645772,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,75.121325,26.668853,142.033280,8.949257,0.000000,0.000000,144.724338,125.996738,27.112455,0.000000,664.542017,0.000000,195.459793,0.000000,42.754719,0.000000,46.797484,43.330402,0.000000,33.608676,120.014262,15.776115,0.000000,0.000000,6.291920,19.710653,20.069920,0.000000,0.000000,93.552789,401.639625,0,0,0,0,0

13,03:00-03:15,31.957488,0.000000,0.684597,0.000000,0.000000,6.508748,21.007046,2.348470,173.645772,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,75.121325,26.040528,142.033280,8.949257,0.000000,0.000000,134.492394,119.823984,27.112455,0.000000,643.237559,0.000000,176.662190,0.000000,42.754719,0.000000,46.797484,40.846436,0.000000,33.608676,114.438008,14.000699,0.000000,0.000000,6.291920,19.710653,20.069920,0.000000,0.000000,88.468497,401.639625,0,0,0,0,0

14,03:15-03:30,31.957488,0.000000,1.419850,0.000000,0.000000,6.508748,21.007046,2.348470,173.645772,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,75.121325,26.040528,142.033280,8.949257,0.000000,0.000000,134.492394,119.823984,27.112455,0.000000,624.695462,0.000000,176.662190,0.000000,42.754719,0.000000,46.797484,42.063947,0.000000,33.608676,114.438008,15.901552,0.000000,0.000000,6.291920,19.710653,20.069920,0.000000,0.000000,88.468497,401.639625,0,0,0,0,0

15,03:30-03:45,31.957488,0.000000,1.419850,0.000000,0.000000,6.018363,21.007046,1.730452,155.904872,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,75.121325,26.040528,142.033280,8.949257,0.000000,0.000000,134.492394,119.823984,27.112455,0.000000,605.397462,0.000000,176.662190,0.000000,42.754719,0.000000,46.797484,42.063947,0.000000,33.608676,114.438008,14.589288,0.000000,0.000000,6.291920,19.710653,20.069920,0.000000,0.000000,88.468497,401.639625,0,0,0,0,0

16,03:45-04:00,31.957488,0.000000,1.419850,0.000000,0.000000,6.018363,21.007046,1.730452,155.904872,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,75.121325,26.040528,142.033280,8.949257,0.000000,0.000000,134.492394,119.823984,27.112455,0.000000,590.923962,0.000000,176.662190,0.000000,42.754719,0.000000,46.797484,42.063947,0.000000,33.608676,114.438008,19.162914,0.000000,0.000000,12.583840,19.710653,20.069920,0.000000,0.000000,88.468497,401.639625,0,0,0,0,0

17,04:00-04:15,31.957488,0.000000,1.419850,0.000000,0.000000,6.018363,21.007046,1.730452,155.904872,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,75.121325,26.040528,142.033280,8.949257,0.000000,0.000000,134.492394,119.823984,27.112455,0.000000,586.099462,0.000000,173.682000,0.000000,42.754719,0.000000,46.797484,42.063947,0.000000,33.608676,114.438008,19.298000,0.000000,0.000000,12.583840,19.710653,20.069920,0.000000,0.000000,88.468497,401.639625,0,0,0,0,0

18,04:15-04:30,31.957488,0.000000,1.419850,0.000000,0.000000,6.018363,21.007046,1.730452,155.904872,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,75.121325,22.522696,142.033280,8.949257,0.000000,0.000000,134.492394,119.823984,13.556227,0.000000,586.099462,0.000000,173.682000,0.000000,42.754719,0.000000,46.797484,36.413589,0.000000,33.608676,114.438008,18.969934,0.000000,0.000000,12.583840,18.517010,20.069920,0.000000,0.000000,88.468497,401.639625,0,0,0,0,0

19,04:30-04:45,31.957488,0.000000,1.419850,0.000000,0.000000,6.018363,21.007046,1.730452,155.904872,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,75.121325,19.912159,142.033280,8.949257,0.000000,0.000000,134.492394,119.823984,13.556227,0.000000,526.015235,0.000000,173.682000,0.000000,42.754719,0.000000,46.797484,31.811595,0.000000,33.608676,114.438008,19.298000,0.000000,0.000000,12.583840,15.129053,20.069920,0.000000,0.000000,88.468497,401.639625,0,0,0,0,0

20,04:45-05:00,31.957488,3.680484,1.419850,0.000000,0.000000,6.018363,21.007046,1.730452,155.904872,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,75.121325,19.912159,142.033280,8.949257,0.000000,0.000000,134.492394,119.823984,13.556227,0.000000,526.015235,0.000000,173.682000,0.000000,42.754719,0.000000,46.797484,31.811595,0.000000,33.608676,114.438008,19.298000,0.000000,0.000000,12.583840,15.129053,20.069920,0.000000,0.000000,88.468497,401.639625,0,0,0,0,0

21,05:00-05:15,31.957488,4.122141,1.419850,0.000000,0.000000,6.018363,21.007046,1.730452,155.904872,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,74.000111,19.912159,142.033280,8.949257,0.000000,0.000000,134.492394,119.823984,13.556227,0.000000,506.717235,0.000000,173.682000,0.000000,42.754719,0.000000,46.797484,31.811595,0.000000,33.608676,114.438008,19.298000,0.000000,0.000000,12.583840,15.129053,20.069920,0.000000,0.000000,88.468497,401.639625,0,0,0,0,0

22,05:15-05:30,31.957488,4.122141,1.419850,0.000000,0.000000,6.018363,21.007046,1.730452,155.904872,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,74.000111,19.912159,142.033280,8.949257,0.000000,0.000000,134.492394,119.823984,13.556227,0.000000,465.717588,0.000000,173.682000,0.000000,42.754719,0.000000,46.797484,31.811595,0.000000,33.608676,114.438008,19.298000,0.000000,0.000000,12.583840,15.129053,20.069920,0.000000,0.000000,88.468497,401.639625,0,0,0,0,0

23,05:30-05:45,31.957488,4.122141,1.419850,0.000000,0.000000,6.018363,21.007046,1.730452,155.904872,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,74.000111,23.429991,142.033280,8.949257,0.000000,0.000000,134.492394,119.823984,13.556227,0.000000,410.227235,0.000000,173.682000,0.000000,42.754719,0.000000,46.797484,37.461953,0.000000,33.608676,114.438008,19.298000,0.000000,0.000000,12.583840,17.411235,20.069920,0.000000,0.000000,88.468497,401.639625,0,0,0,0,0

24,05:45-06:00,31.957488,4.122141,1.419850,0.000000,0.000000,6.018363,21.007046,1.730452,155.904872,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,74.000111,23.429991,142.033280,8.949257,0.000000,0.000000,134.492394,119.823984,13.556227,0.000000,366.662000,0.000000,173.682000,0.000000,42.754719,0.000000,46.797484,37.461953,0.000000,33.608676,114.438008,19.298000,0.000000,0.000000,12.583840,17.411235,20.069920,0.000000,0.000000,88.468497,401.639625,0,0,0,0,0

25,06:00-06:15,31.957488,4.122141,1.419850,0.000000,0.000000,6.018363,21.007046,1.730452,155.904872,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,62.787973,26.040528,142.033280,8.949257,0.000000,0.000000,134.492394,119.823984,13.556227,0.000000,387.022319,0.000000,173.682000,0.000000,42.754719,0.000000,46.797484,42.063947,0.000000,33.608676,114.438008,19.298000,0.000000,0.000000,12.583840,19.344219,20.069920,0.000000,0.000000,88.468497,401.639625,0,0,0,0,0

26,06:15-06:30,31.957488,8.833160,1.419850,0.000000,0.000000,6.018363,21.007046,1.730452,155.904872,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,62.787973,26.040528,142.033280,8.949257,0.000000,0.000000,134.492394,119.823984,13.556227,0.000000,400.578235,0.000000,173.682000,0.000000,42.754719,0.000000,46.797484,42.063947,0.000000,33.608676,114.438008,19.298000,0.000000,0.000000,12.583840,19.344219,20.069920,0.000000,0.000000,88.468497,401.639625,0,0,0,0,0

27,06:30-06:45,31.957488,57.415538,1.447350,0.000000,0.000000,6.018363,21.007046,1.730452,155.904872,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,62.787973,21.036074,142.033280,8.949257,0.000000,0.000000,134.492394,119.823984,13.556227,0.000000,383.210035,0.000000,173.682000,0.000000,42.754719,0.000000,46.797484,33.554687,0.000000,33.608676,114.438008,19.298000,0.000000,0.000000,12.583840,16.450098,16.313336,0.000000,0.000000,88.468497,401.639625,0,0,0,0,0

28,06:45-07:00,31.957488,57.415538,1.447350,0.000000,0.000000,6.018363,21.007046,1.730452,155.904872,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,62.787973,21.036074,142.033280,8.949257,0.000000,0.000000,134.492394,119.823984,13.556227,0.000000,373.561035,0.000000,173.682000,0.000000,42.754719,0.000000,46.797484,33.554687,0.000000,33.608676,114.438008,19.298000,0.000000,0.000000,12.583840,16.450098,16.079673,0.000000,0.000000,88.468497,401.639625,0,0,0,0,0

29,07:00-07:15,31.957488,57.415538,1.447350,0.000000,0.000000,6.018363,21.007046,1.730452,155.904872,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,62.787973,18.425537,114.388702,8.949257,0.000000,0.000000,134.492394,119.823984,13.556227,0.000000,366.662000,0.000000,173.682000,0.000000,34.590700,0.000000,46.797484,28.952693,0.000000,33.608676,114.438008,19.298000,0.000000,0.000000,12.583840,14.517113,16.079673,0.000000,0.000000,88.468497,401.639625,0,0,0,0,0

30,07:15-07:30,31.957488,57.415538,1.447350,0.000000,0.000000,6.018363,21.007046,1.730452,155.904872,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,62.787973,14.907705,114.388702,8.949257,0.000000,0.000000,134.492394,119.823984,13.556227,0.000000,366.662000,0.000000,173.682000,0.000000,34.590700,0.000000,46.797484,24.122500,0.000000,33.608676,114.438008,19.298000,0.000000,0.000000,12.583840,12.234932,12.961695,0.000000,0.000000,88.468497,401.639625,0,0,0,0,0

31,07:30-07:45,31.957488,57.415538,1.447350,0.000000,0.000000,6.018363,21.007046,1.112433,155.904872,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,62.787973,14.907705,94.780969,8.949257,0.000000,0.000000,134.492394,119.823984,13.556227,0.000000,366.662000,0.000000,173.682000,0.000000,28.691012,0.000000,46.797484,24.122500,0.000000,33.608676,93.634282,19.298000,0.000000,0.000000,12.583840,12.543700,12.961695,0.000000,0.000000,62.149981,401.639625,0,0,0,0,0

32,07:45:08:00,31.957488,57.415538,1.447350,0.000000,0.000000,6.018363,21.007046,1.112433,155.904872,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,62.787973,14.907705,94.780969,8.949257,0.000000,0.000000,134.492394,119.823984,13.556227,0.000000,366.662000,0.000000,173.682000,0.000000,28.691012,0.000000,46.797484,24.122500,0.000000,33.608676,93.634282,19.298000,0.000000,0.000000,12.583840,12.543700,12.961695,0.000000,0.000000,62.149981,401.639625,0,0,0,0,0

33,08:00-08:15,31.957488,7.360966,1.447350,0.000000,0.000000,6.018363,10.502004,2.472074,155.904872,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,62.787973,14.907705,94.780969,6.711943,0.000000,0.000000,134.492394,119.823984,13.556227,0.000000,366.662000,0.000000,173.682000,0.000000,28.691012,0.000000,46.797484,24.122500,0.000000,33.608676,93.634282,19.298000,0.000000,0.000000,12.583840,12.543700,12.961695,0.000000,0.000000,62.149981,401.639625,0,0,0,0,0

34,08:15-08:30,31.957488,4.122141,1.447350,0.000000,0.000000,6.018363,10.502004,2.472074,155.904872,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,62.787973,14.907705,94.780969,6.711943,0.000000,0.000000,134.492394,119.823984,13.556227,0.000000,366.662000,0.000000,173.682000,0.000000,28.691012,0.000000,46.797484,24.122500,0.000000,33.608676,93.634282,19.298000,0.000000,0.000000,12.583840,12.543700,12.961695,0.000000,0.000000,62.149981,401.639625,0,0,0,0,0

35,08:30-08:45,31.957488,17.666319,1.447350,0.000000,0.000000,5.810321,10.502004,2.472074,150.528842,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,62.787973,14.907705,95.050562,3.615861,0.000000,0.000000,134.492394,119.823984,13.556227,0.000000,366.662000,0.000000,173.682000,0.000000,28.691012,0.000000,46.797484,24.122500,0.000000,33.608676,93.634282,19.298000,0.000000,0.000000,12.583840,12.543700,12.961695,0.000000,0.000000,62.149981,401.639625,0,0,0,0,0

36,08:45:09:00,37.283736,17.666319,1.447350,0.000000,0.000000,5.810321,10.502004,2.472074,150.528842,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,62.787973,14.907705,95.050562,1.807931,0.000000,0.000000,139.515180,122.834182,12.806153,0.000000,366.662000,0.000000,173.682000,0.000000,28.691012,0.000000,46.797484,24.122500,0.000000,33.608676,95.132482,19.298000,0.000000,0.000000,12.583840,12.543700,12.961695,0.000000,0.000000,62.935602,401.639625,0,0,0,0,0

37,09:00:09:15,37.283736,17.666319,1.447350,0.000000,0.000000,5.810321,10.502004,2.472074,150.528842,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,62.787973,14.907705,95.050562,1.807931,0.000000,0.000000,134.492394,119.823984,0.000000,0.000000,366.662000,0.000000,173.682000,0.000000,28.691012,0.000000,46.797484,24.122500,0.000000,22.406766,93.634282,19.298000,0.000000,0.000000,12.583840,12.543700,12.961695,0.000000,0.000000,62.149981,401.639625,0,0,0,0,0

38,09:15-09:30,37.283736,17.666319,1.447350,0.000000,0.000000,5.810321,10.502004,2.472074,150.528842,36.560562,57.098346,0.000000,1.149350,65.442416,8.047894,5.170020,47.135102,0.000000,0.000000,0.000000,62.787973,14.907705,95.050562,0.000000,0.000000,0.000000,134.492394,119.823984,0.000000,0.000000,366.662000,0.000000,173.682000,0.000000,28.691012,0.000000,46.797484,24.122500,0.000000,22.406766,93.634282,19.298000,0.000000,0.000000,12.583840,12.543700,12.961695,0.000000,0.000000,62.711167,401.639625,0,0,0,0,0

