Block,Time,UNCHAHAR4,SINGRAULI_HYDRO,KOTESHWR,RAPPB,URI,BSIUL,RIHAND1,TEHRI,AURY_GF,URI2,DADRI_GF,KISHANGANGA,ANTA_LF,RAMPUR,DADRI_LF,DHAULIGNGA,SALAL,SEWA2,TANAKPUR,ANTA_RF,ANTA_GF,KOLDAM,NJPC,DADRI_RF,DADRT2,RIHAND3,AURY_CRF,CHAMERA3,TANDA2,AURY_RF,RIHAND2,CHAMERA2,NAPP,KUDGI,AURY_LF,UNCHAHAR2,RAPPC,UNCHAHAR3,ANTA_CRF,DADRI_CRF,JHAJJAR,SINGRAULI,UNCHAHAR1,SASAN,PARBATI3,DULHASTI,CHAMERA1,KHSTPP-I,KHSTPP-II,BRBCL,FSTPP I & II,TALA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
11,02:30-02:45,0.000000,0.976282,16.333012,0.000000,38.440397,6.338835,90.259104,25.412092,0.000000,32.762446,0.000000,1.408539,0.000000,0.655406,0.000000,9.257700,64.623468,16.044750,1.115085,3.664171,0.000000,0.000000,57.499353,23.212800,507.382771,121.185605,0.000000,29.570779,1.347048,18.691914,115.667448,40.491409,40.736728,28.70,0.000000,41.632447,54.578452,25.841444,0.000000,0.000000,428.407757,137.342400,20.074237,405.034344,0.000000,50.282029,27.125124,42.270509,142.676992,15.322389,17.545008,0.000000,0,0,0,0,0

12,02:45-03:00,0.000000,0.976282,16.333012,0.000000,36.304819,6.338835,90.259104,25.412092,0.000000,32.762446,0.000000,1.408539,0.000000,0.655406,0.000000,9.257700,64.623468,16.044750,1.115085,0.000000,0.000000,0.000000,57.499353,23.212800,478.366771,121.185605,0.000000,29.570779,1.347048,18.691914,115.667448,40.491409,40.736728,28.70,0.000000,41.632447,54.578452,25.841444,0.000000,0.000000,428.407757,137.342400,20.074237,405.034344,0.000000,50.282029,27.125124,42.270509,142.676992,17.409648,17.545008,0.000000,0,0,0,0,0

13,03:00-03:15,0.000000,0.976282,16.333012,0.000000,36.304819,6.338835,90.259104,25.412092,0.000000,32.762446,0.000000,1.408539,0.000000,0.655406,0.000000,9.257700,64.623468,16.044750,1.115085,0.000000,0.000000,0.000000,57.499353,6.632229,430.006771,121.185605,0.000000,29.570779,1.347048,2.736638,115.667448,40.491409,40.736728,21.93,0.000000,41.632447,54.578452,25.841444,0.000000,0.000000,489.834629,137.342400,20.074237,405.034344,0.000000,50.282029,27.125124,42.270509,142.676992,17.409648,17.545008,0.000000,0,0,0,0,0

14,03:15-03:30,0.000000,0.976282,16.333012,0.000000,36.304819,6.338835,90.259104,25.412092,0.000000,32.762446,0.000000,1.408539,0.000000,0.655406,0.000000,9.257700,64.623468,16.044750,1.115085,0.000000,0.000000,0.000000,57.499353,0.000000,430.006771,121.185605,0.000000,29.570779,1.347048,0.000000,115.667448,40.491409,40.736728,21.93,0.000000,41.632447,54.578452,22.485519,0.000000,0.000000,483.905693,137.342400,14.072663,405.034344,0.000000,50.282029,27.125124,42.270509,142.676992,15.736852,17.545008,0.000000,0,0,0,0,0

15,03:30-03:45,0.000000,0.976282,8.166506,0.000000,36.304819,6.338835,90.259104,25.412092,0.000000,32.762446,0.000000,1.408539,0.000000,0.655406,0.000000,9.257700,64.623468,16.044750,1.115085,0.000000,0.000000,0.000000,57.499353,0.000000,430.006771,121.185605,0.000000,29.570779,1.347048,0.000000,115.667448,40.491409,40.736728,20.96,0.000000,28.854961,54.578452,18.321050,0.000000,0.000000,483.905693,137.342400,14.072663,405.034344,0.000000,50.282029,27.125124,42.270509,142.676992,16.141898,17.545008,0.000000,0,0,0,0,0

16,03:45-04:00,0.000000,0.976282,8.166506,0.000000,36.304819,6.338835,90.259104,25.412092,0.000000,32.762446,0.000000,1.408539,0.000000,0.655406,0.000000,9.257700,64.623468,16.044750,1.115085,0.000000,0.000000,0.587361,57.499353,0.000000,430.006771,121.185605,0.000000,29.570779,1.347048,0.000000,115.667448,40.491409,40.736728,19.02,0.000000,28.854961,54.578452,18.219533,0.000000,0.000000,483.905693,137.342400,14.072663,405.034344,0.000000,50.282029,27.125124,42.270509,142.676992,14.996981,17.545008,0.000000,0,0,0,0,0

17,04:00-04:15,0.000000,0.976282,8.166506,0.000000,36.304819,6.338835,90.259104,25.412092,0.000000,32.762446,0.000000,1.408539,0.000000,0.655406,0.000000,9.257700,64.623468,16.044750,1.115085,0.000000,0.000000,0.587361,57.499353,0.000000,430.006771,121.185605,0.000000,29.570779,1.347048,0.000000,115.667448,40.491409,40.736728,19.02,0.000000,28.854961,54.578452,18.219533,0.000000,0.000000,483.905693,137.342400,14.072663,405.034344,0.000000,50.282029,27.125124,42.270509,142.676992,16.171913,17.545008,0.000000,0,0,0,0,0

18,04:15-04:30,0.000000,0.976282,8.166506,0.000000,36.304819,6.338835,90.259104,16.941394,0.000000,32.762446,0.000000,1.408539,0.000000,0.655406,0.000000,9.257700,64.623468,16.044750,1.115085,0.000000,0.000000,0.587361,57.499353,0.000000,430.006771,121.185605,0.000000,29.570779,1.347048,0.000000,115.667448,40.491409,40.736728,19.02,0.000000,28.854961,54.578452,18.219533,0.000000,0.000000,483.905693,137.342400,14.072663,405.034344,0.000000,50.282029,27.125124,30.970421,141.915031,17.409648,12.740732,0.000000,0,0,0,0,0

19,04:30-04:45,0.000000,0.976282,8.166506,0.000000,36.304819,6.338835,90.259104,0.000000,0.000000,32.762446,0.000000,1.408539,0.000000,0.655406,0.000000,9.257700,64.623468,16.044750,0.495593,0.000000,0.000000,0.587361,57.499353,0.000000,430.006771,121.185605,0.000000,29.570779,1.347048,0.000000,115.667448,40.491409,40.736728,18.06,0.000000,28.854961,54.578452,18.219533,0.000000,0.000000,483.905693,137.342400,14.072663,405.034344,0.000000,50.282029,27.125124,30.003221,128.374231,17.409648,12.740732,0.000000,0,0,0,0,0

20,04:45-05:00,0.000000,0.976282,8.166506,0.000000,36.304819,6.338835,90.259104,0.000000,0.000000,32.762446,0.000000,1.408539,0.000000,0.655406,0.000000,9.257700,64.623468,16.044750,0.495593,0.000000,0.000000,0.587361,57.499353,0.000000,430.006771,121.185605,0.000000,29.570779,1.347048,0.000000,115.667448,40.491409,40.736728,19.02,0.000000,28.854961,54.578452,18.219533,0.000000,0.000000,483.905693,137.342400,14.072663,405.034344,3.626756,50.282029,27.125124,30.003221,109.997431,17.409648,12.740732,0.000000,0,0,0,0,0

21,05:00-05:15,0.000000,0.976282,0.000000,0.000000,36.304819,6.338835,90.259104,0.000000,0.000000,32.762446,0.000000,1.408539,0.000000,0.655406,0.000000,9.257700,64.623468,16.044750,0.495593,0.000000,0.000000,0.587361,57.499353,0.000000,430.006771,121.185605,0.000000,29.570779,1.347048,0.000000,115.667448,40.491409,40.736728,19.02,0.000000,28.854961,54.578452,18.219533,0.000000,0.000000,483.905693,137.342400,14.072663,405.034344,9.066891,50.282029,27.125124,30.003221,116.767831,17.409648,12.740732,0.000000,0,0,0,0,0

22,05:15-05:30,0.000000,0.976282,0.000000,0.000000,36.304819,6.338835,90.259104,0.000000,0.000000,32.762446,0.000000,1.408539,0.000000,0.655406,0.000000,9.257700,64.623468,16.044750,0.495593,0.000000,0.000000,0.800947,57.499353,0.000000,425.742483,121.185605,0.000000,19.693985,1.347048,0.000000,115.667448,26.912306,40.736728,18.06,0.000000,28.854961,54.578452,14.256528,0.000000,0.000000,416.201732,137.342400,12.642143,405.034344,50.645060,50.282029,27.125124,30.003221,111.931831,17.409648,12.740732,0.000000,0,0,0,0,0

23,05:30-05:45,0.000000,0.976282,0.000000,0.000000,36.304819,6.338835,90.259104,0.000000,0.000000,32.762446,0.000000,1.408539,0.000000,0.655406,0.000000,9.257700,64.623468,16.044750,0.495593,0.000000,0.000000,1.174722,57.499353,0.000000,425.742483,121.185605,0.000000,19.693985,1.347048,0.000000,115.667448,26.912306,40.736728,16.12,0.000000,28.854961,54.578452,12.109345,0.000000,0.000000,338.825732,137.342400,10.802318,405.034344,50.645060,50.282029,27.125124,30.003221,110.964631,17.409648,12.740732,0.000000,0,0,0,0,0

24,05:45-06:00,0.000000,0.976282,0.000000,0.000000,36.304819,6.338835,90.259104,0.000000,0.000000,32.762446,0.000000,1.408539,0.000000,0.655406,0.000000,9.257700,64.623468,16.044750,0.495593,0.000000,0.000000,1.174722,57.499353,0.000000,425.742483,121.185605,0.000000,19.693985,1.347048,0.000000,115.667448,26.912306,40.736728,17.09,0.000000,28.854961,54.578452,12.109345,0.000000,0.000000,280.793732,137.342400,10.422638,405.034344,50.645060,50.282029,27.125124,30.003221,94.522231,17.409648,12.740732,0.000000,0,0,0,0,0

25,06:00-06:15,0.000000,0.976282,0.000000,0.000000,36.304819,6.338835,90.259104,0.000000,0.000000,32.762446,0.000000,1.408539,0.000000,0.655406,0.000000,9.257700,64.623468,16.044750,0.495593,0.000000,0.000000,1.174722,57.499353,0.000000,425.742483,121.185605,0.000000,19.693985,1.347048,0.000000,115.667448,26.912306,40.736728,19.02,0.000000,28.854961,54.578452,12.118024,0.000000,0.000000,290.465732,137.342400,10.424460,405.034344,50.645060,50.282029,27.125124,30.003221,94.522231,17.409648,12.740732,0.000000,0,0,0,0,0

26,06:15-06:30,0.000000,0.976282,0.000000,0.000000,36.304819,12.677671,90.259104,0.000000,0.000000,32.762446,0.000000,1.408539,0.000000,0.655406,0.000000,9.257700,82.156096,16.044750,0.495593,0.000000,0.000000,1.174722,57.499353,0.000000,425.742483,121.185605,0.000000,19.693985,1.347048,0.000000,115.667448,26.912306,40.736728,22.89,0.000000,28.854961,54.578452,12.118024,0.000000,0.000000,290.465732,137.342400,10.424460,405.034344,50.645060,50.282029,27.125124,30.003221,94.522231,15.475248,12.740732,0.000000,0,0,0,0,0

27,06:30-06:45,0.000000,0.976282,0.000000,0.000000,36.304819,19.016506,90.259104,0.000000,0.000000,32.762446,0.000000,1.408539,0.000000,0.655406,0.000000,9.257700,82.156096,16.044750,0.495593,0.000000,0.000000,1.762084,57.499353,0.000000,425.742483,121.185605,0.000000,19.693985,1.347048,0.000000,115.667448,26.912306,40.736728,25.80,0.000000,28.854961,54.578452,14.256528,0.000000,0.000000,269.632244,137.342400,11.437229,405.034344,50.645060,50.282029,27.125124,30.003221,94.522231,17.409648,12.740732,0.000000,0,0,0,0,0

28,06:45-07:00,0.000000,0.976282,0.000000,0.000000,36.304819,19.016506,90.259104,0.000000,0.000000,32.762446,0.000000,1.408539,0.000000,0.655406,0.000000,9.257700,82.156096,16.044750,0.495593,0.000000,0.000000,1.762084,57.499353,0.000000,425.742483,121.185605,0.000000,19.693985,1.347048,0.000000,115.667448,26.912306,40.736728,20.96,0.000000,20.655321,54.578452,14.256528,0.000000,0.000000,269.632244,137.342400,11.437229,405.034344,6.476350,50.282029,27.125124,30.003221,94.522231,17.409648,12.740732,0.000000,0,0,0,0,0

29,07:00-07:15,0.000000,0.976282,0.000000,0.000000,36.304819,19.016506,90.259104,0.000000,0.000000,32.762446,0.000000,1.408539,0.000000,0.655406,0.000000,9.257700,82.156096,16.044750,0.495593,0.000000,0.000000,1.762084,57.499353,0.000000,425.742483,121.185605,0.000000,19.693985,1.347048,0.000000,115.667448,26.912306,40.736728,20.96,0.000000,18.215761,54.578452,14.256528,0.000000,0.000000,272.088932,137.342400,11.544204,405.034344,3.626756,50.282029,27.125124,30.003221,94.522231,17.409648,12.740732,0.000000,0,0,0,0,0

30,07:15-07:30,0.000000,0.976282,0.000000,0.000000,36.304819,19.016506,90.259104,0.000000,0.000000,32.762446,0.000000,1.408539,0.000000,1.076737,0.000000,9.257700,64.623468,16.044750,0.495593,0.000000,0.000000,1.762084,94.682268,0.000000,425.742483,121.185605,0.000000,19.693985,1.347048,0.000000,115.667448,26.912306,40.736728,11.29,0.000000,18.215761,54.578452,14.256528,0.000000,0.000000,272.088932,137.342400,11.544204,405.034344,0.000000,50.282029,11.537729,30.003221,94.522231,15.475248,12.740732,0.000000,0,0,0,0,0

31,07:30-07:45,0.000000,0.976282,0.000000,0.000000,38.440397,19.016506,90.259104,0.000000,0.000000,32.762446,0.000000,1.408539,0.000000,1.076737,0.000000,9.257700,64.623468,16.044750,0.495593,0.000000,0.000000,1.762084,94.682268,0.000000,359.467725,121.185605,0.000000,19.693985,1.347048,0.000000,115.667448,26.912306,40.736728,15.16,0.000000,20.517142,54.578452,12.754463,0.000000,0.000000,272.088932,137.342400,11.104106,405.034344,0.000000,50.282029,11.461320,30.003221,94.522231,17.409648,12.740732,0.000000,0,0,0,0,0

32,07:45:08:00,0.000000,0.976282,0.000000,0.000000,38.440397,19.016506,90.259104,0.000000,0.000000,32.762446,0.000000,1.408539,0.000000,1.076737,0.000000,9.257700,64.623468,16.044750,0.495593,0.000000,0.000000,1.174722,94.682268,0.000000,355.418331,121.185605,0.000000,19.693985,1.347048,0.000000,115.667448,26.912306,40.736728,23.86,0.000000,20.517142,54.578452,12.754463,0.000000,0.000000,272.088932,137.342400,11.104106,405.034344,0.000000,50.282029,11.461320,30.003221,94.522231,17.409648,12.740732,0.000000,0,0,0,0,0

33,08:00-08:15,0.000000,0.976282,0.000000,0.000000,36.304819,19.016506,90.259104,0.000000,0.000000,32.762446,0.000000,1.408539,0.000000,1.076737,0.000000,9.257700,64.623468,16.044750,0.000000,0.000000,0.000000,1.174722,94.682268,0.000000,363.867437,121.185605,0.000000,19.693985,1.347048,0.000000,115.667448,26.912306,40.736728,24.23,0.000000,20.517142,54.578452,13.809148,0.000000,0.000000,244.368980,137.342400,11.158578,405.034344,0.000000,50.282029,0.000000,30.003221,94.522231,17.409648,12.740732,0.000000,0,0,0,0,0

34,08:15-08:30,0.000000,0.976282,0.000000,0.000000,36.304819,12.677671,90.259104,0.000000,0.000000,32.762446,0.000000,1.408539,0.000000,1.076737,0.000000,9.257700,64.623468,16.044750,0.000000,0.000000,0.000000,1.038264,94.682268,0.000000,363.867437,121.185605,0.000000,19.693985,1.347048,0.000000,115.667448,26.912306,40.736728,43.20,0.000000,20.517142,54.578452,13.809148,0.000000,0.000000,244.368980,137.342400,11.158578,405.034344,0.000000,50.282029,0.000000,30.003221,94.522231,17.409648,12.740732,0.000000,0,0,0,0,0

35,08:30-08:45,0.000000,0.976282,0.000000,0.000000,36.304819,12.677671,90.259104,0.000000,0.000000,32.762446,0.000000,1.408539,0.000000,0.674910,0.000000,9.257700,64.623468,16.044750,0.000000,0.000000,0.000000,0.587361,59.511831,0.000000,363.867437,121.185605,0.000000,19.693985,1.347048,0.000000,115.667448,26.912306,40.736728,72.34,0.000000,18.215761,54.578452,13.809148,0.000000,0.000000,244.368980,137.342400,11.158578,405.034344,0.000000,50.282029,0.000000,30.003221,94.522231,17.409648,12.740732,0.000000,0,0,0,0,0

36,08:45:09:00,0.000000,0.976282,0.000000,0.000000,36.304819,12.677671,90.259104,0.000000,0.000000,32.762446,0.000000,1.408539,0.000000,0.538369,0.000000,9.257700,64.623468,16.044750,0.000000,0.000000,0.000000,0.000000,47.341134,0.000000,363.867437,121.185605,0.000000,19.693985,1.347048,0.000000,115.667448,26.912306,40.736728,73.78,0.000000,18.215761,54.578452,13.809148,0.000000,0.000000,244.368980,137.342400,11.158578,405.034344,0.000000,50.282029,0.000000,30.003221,94.522231,15.475248,12.740732,0.000000,0,0,0,0,0

37,09:00:09:15,0.000000,0.995425,0.000000,0.000000,36.304819,12.677671,90.259104,0.000000,0.000000,32.762446,0.000000,1.408539,0.000000,0.538369,0.000000,9.257700,64.623468,16.044750,0.000000,0.000000,0.000000,0.000000,47.341134,0.000000,363.487293,121.185605,0.000000,19.693985,1.347048,0.000000,115.667448,26.912306,40.736728,54.81,0.000000,28.854961,54.578452,13.767603,0.000000,0.000000,244.368980,137.342400,11.133504,405.034344,0.000000,50.282029,0.000000,30.003221,94.522231,17.409648,12.740732,0.000000,0,0,0,0,0

38,09:15-09:30,0.000000,0.995425,0.000000,0.000000,38.440397,12.677671,90.259104,0.000000,0.000000,32.762446,0.000000,1.408539,0.000000,0.538369,0.000000,9.257700,64.623468,16.044750,0.000000,0.000000,0.000000,0.000000,47.341134,0.000000,363.487293,121.185605,0.000000,19.693985,1.347048,0.000000,115.667448,26.912306,40.736728,67.38,0.000000,28.854961,54.578452,13.767603,0.000000,0.000000,273.384980,137.342400,11.133504,405.034344,0.000000,50.282029,0.000000,30.003221,94.522231,17.409648,12.740732,0.000000,0,0,0,0,0

39,09:30-09:45,0.000000,0.995425,0.000000,0.000000,38.440397,6.338835,90.259104,0.000000,0.000000,32.762446,0.000000,1.408539,0.000000,0.269183,0.000000,9.257700,64.623468,16.044750,0.000000,0.000000,0.000000,0.000000,23.670567,0.000000,364.055068,121.185605,0.000000,19.693985,1.347048,0.000000,115.667448,26.912306,40.736728,74.16,0.000000,28.854961,54.578452,13.795940,0.000000,0.000000,273.384980,137.342400,11.597183,405.034344,0.000000,50.282029,0.000000,30.003221,94.522231,17.409648,12.740732,0.000000,0,0,0,0,0

40,09:45-10:00,0.000000,0.995425,0.000000,0.000000,36.304819,6.338835,90.259104,0.000000,0.000000,32.762446,0.000000,1.408539,0.000000,0.245777,0.000000,9.257700,64.623468,16.044750,0.000000,0.000000,0.000000,0.000000,21.753923,0.000000,364.022009,121.185605,0.000000,19.693985,1.347048,0.000000,115.667448,26.912306,40.736728,82.86,0.000000,28.854961,54.578452,13.795940,0.000000,0.000000,273.384980,137.342400,8.462903,405.034344,0.000000,50.282029,0.000000,30.003221,94.522231,17.409648,12.740732,0.000000,0,0,0,0,0

41,10:00-10:15,0.000000,0.995425,0.000000,0.000000,23.491354,0.000000,90.259104,0.000000,0.000000,33.308488,0.000000,1.408539,0.000000,0.000000,0.000000,9.257700,64.623468,16.044750,0.495593,19.344000,0.000000,0.000000,0.000000,0.000000,347.573997,121.185605,0.000000,19.693985,1.347048,0.000000,115.667448,26.912306,40.736728,95.75,0.000000,28.854961,54.578452,10.767547,0.000000,0.000000,272.088932,137.342400,8.462903,405.034344,0.000000,50.282029,0.000000,30.003221,94.522231,17.409648,12.740732,0.000000,0,0,0,0,0

42,10:15-10:30,0.000000,0.995425,0.000000,0.000000,23.491354,0.000000,90.259104,0.000000,0.000000,33.308488,0.000000,1.408539,0.000000,0.000000,0.000000,0.000000,76.761441,16.044750,0.495593,19.435593,0.000000,0.000000,0.000000,0.000000,347.514339,121.185605,0.000000,19.693985,1.347048,0.000000,115.667448,26.912306,40.736728,102.52,0.000000,28.854961,54.578452,10.767547,0.000000,0.000000,301.104932,137.342400,8.462903,405.034344,0.000000,50.282029,0.000000,30.003221,94.522231,17.409648,12.740732,0.000000,0,0,0,0,0

43,10:30-10:45,0.000000,0.995425,0.000000,0.000000,23.491354,0.000000,90.259104,0.000000,0.000000,33.308488,0.000000,1.408539,0.000000,0.000000,0.000000,0.000000,76.761441,16.044750,0.495593,3.690314,0.000000,0.000000,0.000000,0.000000,351.860670,121.185605,0.000000,19.693985,1.347048,0.000000,115.667448,26.912306,40.736728,110.26,0.000000,28.854961,54.578452,10.767547,0.000000,0.000000,301.104932,137.342400,8.462903,405.034344,0.000000,50.282029,0.000000,30.003221,94.522231,17.409648,12.740732,0.000000,0,0,0,0,0

44,10:45-11:00,0.000000,0.995425,0.000000,0.000000,36.304819,0.000000,90.259104,0.000000,0.000000,33.308488,0.000000,1.408539,0.000000,0.000000,0.000000,0.000000,76.761441,16.044750,0.495593,0.000000,0.000000,0.000000,0.000000,0.000000,354.401650,121.185605,0.000000,19.693985,1.347048,0.000000,115.667448,26.912306,40.736728,121.87,0.000000,28.854961,54.578452,10.767547,0.000000,0.000000,272.088932,137.342400,8.462903,405.034344,0.000000,50.282029,0.000000,30.003221,94.522231,17.409648,12.740732,0.000000,0,0,0,0,0

45,11:00-11:15,0.000000,0.995425,0.000000,0.000000,23.491354,0.000000,90.259104,0.000000,0.000000,33.308488,0.000000,1.408539,0.000000,0.000000,0.000000,0.000000,76.761441,16.044750,9.168476,0.000000,0.000000,0.000000,0.000000,0.000000,357.503138,121.185605,0.000000,19.693985,1.347048,0.000000,115.667448,26.912306,40.736728,120.90,0.000000,28.854961,54.578452,10.767547,0.000000,0.000000,272.088932,137.342400,8.462903,405.034344,0.000000,50.282029,0.000000,30.003221,94.522231,17.409648,12.740732,0.000000,0,0,0,0,0

46,11:15-11:30,0.000000,0.995425,0.000000,0.000000,36.304819,0.000000,90.227767,0.000000,0.000000,33.308488,0.000000,1.408539,0.000000,0.000000,0.000000,0.000000,76.761441,16.044750,9.168476,0.000000,0.000000,0.000000,0.000000,0.000000,401.839586,121.185605,0.000000,19.693985,1.347048,0.000000,115.667448,26.912306,40.736728,119.93,0.000000,28.854961,54.578452,10.767547,0.000000,0.000000,301.104932,137.342400,8.462903,405.034344,0.000000,50.282029,0.000000,40.642421,142.676992,17.409648,17.545008,0.000000,0,0,0,0,0

