Block,Time,LT-05,L_NR_2012_01,L_NR_2012_07,L_NR_2019_05,L_NR_2020_06,L_NR_2022_09,L_NR_2019_06,LT-59,LT_MEJA_Delhi,L_NR_2020_05,L_NR_2023_04,LT-36,L_NR_2012_04,L_NR_2019_19,L_NR_2012_02,L_NR_2020_02,LT-35,L_NR_2019_11,SH-07,L_NR_2018_61,LT-31,SH-06,L_NR_2021_16,L_NR_2021_14,L_NR_2021_15,L_NR_2019_07,L_NR_2022_10,L_NR_2021_17,L_NR_2022_08,L_NR_2021_12,L_NR_2021_13,L_NR_2020_07
38,09:15-09:30,116.100000,101.310000,63.430000,32.33,29.32,43.18,32.33,5.450000,0.390000,87.97,0.000000,10.210000,272.020000,105.270000,199.600000,0.000000,9.960000,5.390000,21.760000,32.68,9.960000,21.760000,67.34,66,33.18,32.34,43.18,33.66,15.69,178.17,35.63,29.34

39,09:30-09:45,116.100000,101.310000,63.430000,32.33,29.31,53.54,32.33,5.450000,0.390000,87.94,0.000000,10.420000,272.020000,110.460000,199.600000,0.000000,10.160000,5.390000,21.760000,31.7,10.160000,21.760000,72,71.5,33.63,32.34,53.54,36,20.54,185.79,37.16,29.32

40,09:45-10:00,116.100000,101.310000,63.430000,32.33,29.31,53.91,32.33,5.450000,0.390000,87.94,0.000000,10.440000,272.020000,115.200000,199.600000,0.000000,10.180000,5.390000,21.760000,31.83,10.180000,21.760000,77.34,76.3,35.57,32.34,53.91,38.66,21.23,198.93,39.78,29.32

41,10:00-10:15,94.850000,101.310000,63.430000,32.33,29.37,54,32.33,5.060000,0.390000,88.12,0.000000,10.440000,272.020000,118.760000,199.600000,0.000000,10.180000,5.390000,21.760000,30.94,10.180000,21.760000,84,80.9,37.19,32.34,54,42,21.27,211.04,42.21,29.39

42,10:15-10:30,116.100000,101.310000,63.430000,32.33,29.53,54.8,32.33,5.060000,0.390000,88.58,0.000000,10.440000,272.020000,120.680000,199.600000,0.000000,10.180000,5.390000,21.760000,30.35,10.180000,21.760000,86,78.41,38.57,32.34,54.8,43,21.62,222.23,44.45,29.53

43,10:30-10:45,116.100000,101.310000,63.430000,32.33,29.55,55.17,32.33,5.060000,0.390000,88.65,0.000000,10.440000,272.020000,123.080000,199.600000,0.000000,10.180000,5.390000,21.760000,30.1,10.180000,21.760000,89.34,81.14,39.71,32.34,55.17,44.66,21.78,232.61,46.52,29.55

44,10:45-11:00,116.100000,101.310000,63.430000,32.33,29.67,57.65,32.33,5.210000,0.390000,89.02,0.000000,10.440000,272.020000,126.640000,199.600000,0.000000,10.180000,5.390000,21.760000,30.06,10.180000,21.760000,90.67,82.46,40.68,32.34,57.65,45.33,22.87,233.54,46.71,29.68

45,11:00-11:15,116.100000,101.310000,63.430000,32.67,29.76,60.5,32.67,5.210000,0.390000,89.28,0.000000,10.440000,272.020000,128.020000,199.600000,0.000000,10.180000,5.390000,21.760000,20.08,10.180000,21.760000,90,85,38.81,32.66,60.5,45,21.77,233.54,46.71,29.75

46,11:15-11:30,116.100000,101.310000,63.430000,32.67,30.19,63.7,32.67,5.210000,0.390000,90.58,0.000000,10.440000,272.020000,126.240000,199.600000,0.000000,10.180000,5.390000,21.760000,19.97,10.180000,21.760000,90,86.14,39.27,32.66,63.7,45,22.58,233.54,46.71,30.2

47,11:30-11:45,116.100000,101.310000,63.430000,32.67,31.11,65.21,32.67,5.450000,0.390000,93.32,0.000000,10.440000,272.020000,123.690000,211.210000,0.000000,10.180000,5.390000,21.760000,19.15,10.180000,21.760000,89.34,87.81,39.96,32.66,65.21,44.66,23.78,233.54,46.71,31.11

48,11:45-12:00,116.100000,101.310000,63.430000,32.67,32.05,66.9,32.67,5.450000,0.390000,96.14,0.000000,10.430000,272.020000,120.910000,217.980000,0.000000,10.170000,5.390000,21.760000,18.51,10.170000,21.760000,89.34,87.81,40.75,32.66,66.9,44.66,25.02,233.54,46.71,32.05

49,12:00-12:15,116.100000,101.310000,63.430000,32.67,32.78,67.6,32.67,5.450000,0.390000,98.33,0.000000,10.430000,272.020000,118.130000,211.210000,0.000000,10.170000,5.390000,21.760000,17.9,10.170000,21.760000,88.67,87.81,41.66,32.66,67.6,44.33,21.27,233.54,46.71,32.77

50,12:15-12:30,116.100000,101.310000,63.430000,32.67,33.54,68.92,32.67,5.450000,0.390000,100.62,0.000000,10.440000,272.020000,115.720000,215.080000,0.000000,10.180000,5.390000,21.760000,18.64,10.180000,21.760000,88.67,87.81,42.34,32.66,68.92,44.33,21.62,233.54,46.71,33.55

51,12:30-12:45,116.100000,101.310000,63.430000,32.67,33.37,69.59,32.67,5.450000,0.390000,100.11,0.000000,10.440000,272.020000,118.250000,218.950000,0.000000,10.180000,5.390000,21.760000,20.12,10.180000,21.760000,89.34,87.81,41.76,32.66,69.59,44.66,21.77,233.54,46.71,33.36

52,12:45-13:00,116.100000,101.310000,63.430000,32.67,33.6,70.93,32.67,5.450000,0.390000,100.81,0.000000,10.430000,272.020000,122.270000,217.980000,0.000000,10.170000,5.390000,21.760000,21.6,10.170000,21.760000,90,87.81,41.63,32.66,70.93,45,21.78,233.54,46.71,33.61

53,13:00-13:15,116.100000,101.310000,63.430000,32.67,33.82,71.98,32.67,5.450000,0.390000,101.46,0.000000,10.440000,272.020000,123.030000,213.140000,0.000000,10.180000,5.540000,21.760000,36.34,10.180000,21.760000,90.67,87.81,41.29,32.66,71.98,45.33,22.58,233.54,46.71,33.82

54,13:15-13:30,116.100000,101.310000,63.430000,32.67,33.85,73.55,32.67,5.450000,0.390000,101.56,0.000000,10.390000,272.020000,122.790000,199.600000,0.000000,10.130000,5.540000,21.760000,36.54,10.130000,21.760000,90.67,87.81,40.89,32.66,73.55,45.33,22.87,233.54,46.71,33.86

55,13:30-13:45,66.400000,101.310000,63.430000,32.67,34.61,73.86,32.67,5.450000,0.390000,103.83,0.000000,10.420000,272.020000,119.120000,199.600000,0.000000,10.160000,5.540000,21.760000,36.96,10.160000,21.760000,91.34,87.81,40.62,32.66,73.86,45.66,30.3,233.54,46.71,34.62

56,13:45-14:00,66.400000,101.310000,63.430000,32.67,35.33,74.88,32.67,5.450000,0.390000,105.97,0.000000,10.390000,272.020000,114.510000,199.600000,0.000000,10.130000,5.540000,21.760000,36.54,10.130000,21.760000,92.67,86.67,40.2,32.66,74.88,46.33,30.37,233.54,46.71,35.32

57,14:00-14:15,74.940000,101.310000,87.240000,32.67,35.19,74.02,32.67,5.450000,3.590000,105.58,0.000000,10.410000,272.020000,109.720000,261.720000,0.000000,10.150000,5.700000,19.190000,36.14,10.150000,19.190000,80.67,85.33,35.98,32.66,74.02,40.33,30.64,233.54,46.71,35.21

58,14:15-14:30,83.470000,101.310000,87.240000,32.67,35.35,72.63,32.67,5.450000,3.590000,106.06,0.000000,10.300000,272.020000,105.240000,261.720000,0.000000,10.050000,5.700000,19.190000,35.75,10.050000,19.190000,80.67,84,34.55,32.66,72.63,40.33,30.87,233.54,46.71,35.35

59,14:30-14:45,116.100000,101.310000,87.240000,32.67,35.38,72.46,32.67,5.450000,3.650000,106.14,0.000000,10.370000,272.020000,100.700000,261.720000,0.000000,10.110000,5.700000,19.190000,35.34,10.110000,19.190000,82,81.3,34.35,32.66,72.46,41,31.21,233.54,46.71,35.37

60,14:45-15:00,116.100000,101.310000,87.240000,32.67,35.17,71.59,32.67,5.450000,3.650000,105.5,0.000000,10.270000,272.020000,95.420000,261.720000,0.000000,10.020000,5.700000,19.190000,34.95,10.020000,19.190000,79.34,79.64,34.01,32.66,71.59,39.66,31.67,230.34,46.07,35.17

61,15:00-15:15,116.100000,101.310000,87.240000,32.67,35.63,69.99,32.67,5.290000,3.650000,106.88,0.000000,10.370000,272.020000,90.140000,261.720000,0.000000,10.110000,5.770000,19.190000,34.94,10.110000,19.190000,79.34,75.87,33.47,32.66,69.99,39.66,32.36,218.76,43.75,35.62

62,15:15-15:30,116.100000,101.310000,87.240000,32.67,35.09,69.05,32.67,5.290000,3.650000,105.26,0.000000,10.410000,272.020000,84.390000,261.720000,0.000000,10.150000,5.770000,30.950000,42.19,10.150000,12.570000,75.34,71.51,32.63,32.66,69.05,37.66,32.5,207.33,41.47,35.09

63,15:30-15:45,116.100000,101.310000,87.240000,32.67,35.05,75.12,32.67,5.450000,3.690000,105.16,0.000000,10.090000,272.020000,78.130000,261.720000,0.000000,9.850000,5.770000,30.950000,42.18,9.850000,12.570000,70,67.47,30.43,32.66,75.12,35,33.13,195.48,39.1,35.06

64,15:45-16:00,116.100000,101.310000,87.240000,32.67,35.05,75.13,32.67,5.450000,3.690000,105.14,0.000000,9.780000,272.020000,71.570000,261.720000,0.000000,9.540000,5.770000,30.950000,42.18,9.540000,12.570000,65.34,62.25,28.06,32.66,75.13,32.66,33.01,182.73,36.55,35.05

65,16:00-16:15,116.100000,101.310000,87.240000,32.67,35.01,74.18,32.67,5.450000,3.690000,105.03,0.000000,9.670000,272.020000,64.140000,261.720000,0.000000,9.440000,5.920000,30.950000,42.13,9.440000,12.570000,58.67,56.98,25.54,32.66,74.18,29.33,32.76,167.03,33.4,35

66,16:15-16:30,116.100000,101.310000,87.240000,32.67,35.13,72.92,32.67,5.450000,3.690000,105.39,0.000000,8.970000,272.020000,55.800000,261.720000,0.000000,8.740000,5.920000,30.950000,42.12,8.740000,12.570000,54,51.67,22.91,32.66,72.92,27,32.76,159.38,31.88,35.14

67,16:30-16:45,116.100000,101.310000,87.240000,32.67,35.18,71.35,32.67,5.450000,3.690000,105.53,0.000000,7.800000,272.020000,46.210000,261.720000,0.000000,7.610000,5.920000,30.950000,42.1,7.610000,12.570000,35.34,45.85,21.13,32.66,71.35,17.66,32.52,143.09,28.62,35.16

68,16:45-17:00,116.100000,101.310000,87.240000,32.67,35.09,69.08,32.67,5.450000,3.690000,105.28,0.000000,6.720000,272.020000,37.710000,261.720000,0.000000,6.560000,5.920000,30.950000,42.1,6.560000,12.570000,31.33,39.59,19.15,32.66,69.08,15.67,32.08,126.3,25.26,35.1

69,17:00-17:15,116.100000,101.310000,87.240000,33,35.02,67.55,33,5.450000,3.690000,105.06,0.000000,5.660000,272.020000,30.010000,261.720000,0.000000,5.520000,5.920000,30.950000,42.08,5.520000,12.570000,27.33,33,16.56,25,67.55,13.67,31.91,108.73,21.75,35.02

70,17:15-17:30,116.100000,101.310000,87.240000,33,35.1,66.3,33,5.450000,3.690000,105.29,0.000000,4.580000,272.020000,23.400000,261.720000,0.000000,4.470000,5.920000,30.950000,42.08,4.470000,12.570000,6.67,26.74,14.29,15,66.3,3.33,31.43,91.38,18.27,35.08

71,17:30-17:45,116.100000,101.310000,87.240000,21.74,35.09,65.4,23.6,5.600000,3.690000,105.28,0.000000,3.550000,272.020000,17.740000,261.720000,0.000000,3.460000,5.920000,30.950000,42.07,3.460000,12.570000,6,20.36,11.53,8.74,65.4,3,31.17,74.39,14.88,35.1

72,17:45-18:00,116.100000,101.310000,87.240000,12.44,35.08,64.38,11,5.600000,3.690000,105.23,0.000000,2.610000,272.020000,12.820000,261.720000,0.000000,2.550000,5.920000,30.950000,42.06,2.550000,12.570000,8,14.35,8.95,2.7,64.38,4,30.8,58.08,11.62,35.07

73,18:00-18:15,116.100000,101.310000,87.240000,0,34.09,62.81,0,5.600000,3.690000,102.27,0.000000,1.760000,272.020000,8.700000,261.720000,6.690000,1.710000,6.070000,30.950000,42.06,1.710000,12.570000,10,9.2,6.65,0,62.81,5,30.48,43.28,8.65,34.08

74,18:15-18:30,116.100000,101.310000,87.240000,0,32.26,61.35,0,5.600000,3.690000,96.78,0.000000,1.230000,272.020000,5.250000,261.720000,6.690000,1.200000,6.070000,30.950000,43.12,1.200000,12.570000,8,5.31,4.74,0,61.35,4,30.22,30.65,6.13,32.25

75,18:30-18:45,116.100000,101.310000,87.240000,0,30.7,66.66,0,5.750000,3.690000,92.1,0.000000,0.000000,272.020000,2.700000,261.720000,6.690000,0.000000,6.070000,30.950000,43.07,0.000000,12.570000,5.33,2.64,4.46,0,66.66,2.67,29.88,20.82,4.16,30.7

76,18:45-19:00,116.100000,101.310000,87.240000,0,29.42,65.52,0,5.750000,3.690000,88.27,0.000000,0.000000,272.020000,1.170000,261.720000,6.690000,0.000000,6.070000,30.950000,43.03,0.000000,12.570000,2.25,0.83,2.83,0,65.52,1.13,29.29,13.24,2.65,29.43

77,19:00-19:15,116.100000,101.310000,87.240000,0,28.31,63.07,0,5.750000,3.690000,84.93,0.000000,0.000000,272.020000,0.260000,261.720000,6.690000,0.000000,6.070000,30.950000,43.05,0.000000,12.570000,1.08,0.03,0.44,0,63.07,0.54,28.78,7.34,1.47,28.3

78,19:15-19:30,116.100000,101.310000,87.240000,0,27.16,61.32,0,5.750000,3.690000,81.49,0.000000,0.000000,272.020000,0.000000,261.720000,6.690000,0.000000,6.070000,30.950000,43.07,0.000000,12.570000,0.32,0,0,0,61.32,0.16,28.24,2.69,0.54,27.17

79,19:30-19:45,116.100000,101.310000,87.240000,0,26.13,58.94,0,5.750000,3.690000,78.39,0.000000,0.000000,272.020000,0.000000,261.720000,6.690000,0.000000,6.070000,9.670000,42.47,0.000000,9.670000,0,0,0,0,58.94,0,23.4,0,0,26.14

80,19:45-20:00,116.100000,101.310000,87.240000,0,24.9,57.13,0,5.750000,3.690000,74.7,0.000000,0.000000,272.020000,0.000000,261.720000,6.690000,0.000000,6.070000,9.670000,41.67,0.000000,9.670000,0,0,0,0,57.13,0,22.61,0,0,24.9

81,20:00-20:15,116.100000,101.310000,87.240000,0,27.9,56.67,0,5.910000,3.690000,83.7,0.000000,0.000000,272.020000,0.000000,261.720000,6.510000,0.000000,6.070000,7.740000,43.04,0.000000,7.740000,0,0,0,0,56.67,0,22.06,0,0,27.9

82,20:15-20:30,116.100000,101.310000,87.240000,0,27.63,56.35,0,5.910000,3.690000,82.88,0.000000,0.000000,272.020000,0.000000,261.720000,6.510000,0.000000,6.070000,7.740000,43.14,0.000000,7.740000,0,0,0,0,56.35,0,21.62,0,0,27.62

83,20:30-20:45,116.100000,101.310000,87.240000,0,27,54.62,0,5.910000,3.690000,81.01,0.000000,0.000000,272.020000,0.000000,261.720000,6.330000,0.000000,6.070000,7.740000,43.1,0.000000,7.740000,0,0,0,0,54.62,0,20.76,0,0,27

84,20:45-21:00,116.100000,101.310000,87.240000,0,26.02,53.28,0,5.910000,3.690000,78.06,0.000000,0.000000,272.020000,0.000000,261.720000,6.330000,0.000000,6.070000,7.740000,43.3,0.000000,7.740000,0,0,0,0,53.28,0,19.74,0,0,26.01

85,21:00-21:15,116.100000,101.310000,87.240000,0,25.45,52.61,0,5.910000,3.710000,76.35,0.000000,0.000000,272.020000,0.000000,261.720000,6.230000,0.000000,5.920000,29.500000,40.79,0.000000,0.000000,0,0,0,0,52.61,0,19.27,0,0,25.44

86,21:15-21:30,116.100000,101.310000,87.240000,0,23.57,52.08,0,5.910000,3.710000,70.71,0.000000,0.000000,272.020000,0.000000,261.720000,6.230000,0.000000,5.920000,29.500000,38.49,0.000000,0.000000,0,0,0,0,52.08,0,18.95,0,0,23.57

87,21:30-21:45,116.100000,101.310000,87.240000,0,23.59,49.66,0,5.450000,3.710000,70.78,0.000000,0.000000,272.020000,0.000000,261.720000,6.230000,0.000000,5.920000,29.500000,36.06,0.000000,0.000000,0,0,0,0,49.66,0,16.32,0,0,23.59

88,21:45-22:00,116.100000,101.310000,87.240000,0,23.66,49.4,0,5.450000,3.710000,70.97,0.000000,0.000000,272.020000,0.000000,261.720000,6.230000,0.000000,5.920000,29.500000,34.06,0.000000,0.000000,0,0,0,0,49.4,0,16.12,0,0,23.66

89,22:00-22:15,116.100000,101.310000,87.240000,0,23.9,50.15,0,5.450000,3.710000,71.69,0.000000,0.000000,272.020000,0.000000,261.720000,6.140000,0.000000,5.920000,29.500000,33.86,0.000000,0.000000,0,0,0,0,50.15,0,16.28,0,0,23.9

90,22:15-22:30,116.100000,101.310000,87.240000,0,23.68,50.9,0,5.450000,3.710000,71.04,0.000000,0.000000,272.020000,0.000000,261.720000,6.140000,0.000000,5.920000,29.500000,33.48,0.000000,0.000000,0,0,0,0,50.9,0,16.34,0,0,23.69

91,22:30-22:45,116.100000,101.310000,87.240000,0,24.45,47.43,0,5.450000,3.710000,73.34,0.000000,0.000000,272.020000,0.000000,261.720000,6.140000,0.000000,5.920000,29.500000,34.66,0.000000,0.000000,0,0,0,0,47.43,0,16.85,0,0,24.44

