Block,Time,CHAMERA1,URI,RIHAND3,DULHASTI,UNCHAHAR1,URI2,UNCHAHAR3,AURY_LF,ANTA_LF,RAPPC,KOLDAM,KISHANGANGA,TEHRI,DADRI_RF,SALAL,DADRI_CRF,BSIUL,RIHAND2,DADRI_GF,NJPC,RIHAND1,ANTA_RF,RAPPB,ANTA_CRF,SINGRAULI_HYDRO,TANDA2,NAPP,SINGRAULI,DHAULIGNGA,JHAJJAR,DADRT2,CHAMERA2,CHAMERA3,TANAKPUR,KOTESHWR,AURY_RF,RAMPUR,SEWA2,UNCHAHAR2,UNCHAHAR4,ANTA_GF,DADRI_LF,AURY_CRF,PARBATI3,AURY_GF,TALA,SOLAPUR,MOUDA_II,NTPL,GANDHAR-RLNG,SASAN,KAWAS-RLNG,RSTPSU1TO6,RSTPSU7,GANDHAR-NAPM,KSTPS7,NLCTS2EXP,KHARGONE-I,SIPAT I,NLCIIST1,GANDHAR-APM,LARA-I,VSTPS I,KGSU3AND4,VSTPS V,GADARWARA-I,NLCEXP,KSTPS I&II,KAWAS-NAPM,NLCIIST2,GANDHAR-ComGas,NNTPP,VSTPS II,MAPS,KHSTPP-I,VSTPS III,KKNP,BRBCL,VSTPS IV,KAWAS-zLIQ,TAPS-II,KAPS,SIMHST2,FSTPP I & II,KUDGI,KAWAS-ComGas,KAWAS-APM,VALLURNTECL,KHSTPP-II,TALST2,MOUDA,SIPAT II,KGSU1AND2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
27,06:30-06:45,27.049402,48.448764,123.890121,36.478524,11.394346,0.000000,7.995319,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,60.520446,0.000000,18.884910,118.083735,0.000000,76.878687,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,30.254983,347.095168,363.704756,29.760103,10.759192,0.000000,8.812865,0.000000,2.364833,17.465872,23.718116,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.86,3.393268,5.089903,0.90,0.000000,4.078779,2.263524,2.10,1.271619,2.056526,1.64,2.476757,0.000000,1.32,0.000000,0.19,1.861130,0.23,44.751913,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,142.278820,2.92,1.856470,1.791457,1.94,0,0,0,0,0

28,06:45-07:00,27.049402,48.448764,123.890121,36.478524,11.213313,0.000000,7.995319,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,60.520446,0.000000,18.884910,118.083735,0.000000,76.878687,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,30.254983,347.095168,363.704756,29.760103,10.759192,0.000000,8.812865,0.000000,2.364833,17.465872,23.718116,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.86,3.393268,5.089903,0.90,0.000000,4.078779,2.263524,2.10,1.271619,2.056526,1.64,2.476757,0.000000,1.32,0.000000,0.19,1.861130,0.23,44.751913,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,19.994085,9.00,0.000000,0.000000,3.44,142.278820,2.92,1.856470,1.791457,1.94,0,0,0,0,0

29,07:00-07:15,27.049402,48.448764,123.890121,36.478524,11.032280,0.000000,7.995319,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,60.520446,0.000000,18.884910,118.083735,0.000000,76.878687,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,30.254983,347.095168,363.865317,29.760103,10.759192,0.000000,8.812865,0.000000,2.364833,17.465872,13.111220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.86,3.393268,5.089903,0.88,0.000000,4.078779,2.263524,2.10,1.271619,2.056526,1.64,2.476757,0.000000,1.30,0.000000,0.19,1.861130,0.23,21.012211,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,9.900978,9.00,0.000000,0.000000,3.44,113.098138,2.92,1.856470,1.791457,1.94,0,0,0,0,0

30,07:15-07:30,27.049402,48.448764,123.890121,36.478524,10.868144,0.000000,7.995319,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,60.520446,0.000000,18.884910,118.083735,0.000000,51.252458,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,20.169989,347.095168,363.865317,29.760103,10.759192,0.000000,8.812865,0.000000,1.576556,17.465872,13.111220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.86,3.393268,5.089903,0.88,0.000000,4.078779,2.263524,2.10,1.271619,2.056526,1.64,2.476757,0.000000,1.30,0.000000,0.19,1.861130,0.23,21.012211,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,9.900978,9.00,0.000000,0.000000,3.44,69.897411,2.92,1.856470,1.791457,1.94,0,0,0,0,0

31,07:30-07:45,27.049402,48.448764,123.890121,36.478524,10.868144,0.000000,7.995319,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,60.520446,0.000000,12.642280,118.083735,0.000000,25.626229,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,10.084994,347.095168,363.865317,29.760103,21.518384,1.111972,8.812865,0.000000,0.788278,17.465872,13.111220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.86,3.393268,5.089903,0.88,0.000000,4.078779,2.263524,2.10,1.271619,2.056526,1.64,2.517842,0.000000,1.30,0.000000,0.19,1.861130,0.23,21.012211,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,9.900978,9.00,0.000000,0.000000,3.44,69.897411,2.92,1.856470,1.791457,1.94,0,0,0,0,0

32,07:45:08:00,27.049402,48.448764,123.890121,36.478524,10.868144,0.000000,7.995319,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,60.520446,0.000000,12.642280,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.095168,363.865317,29.760103,21.518384,1.111972,8.812865,0.000000,0.000000,17.465872,22.278728,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.86,3.393268,5.089903,0.88,0.000000,4.078779,2.263524,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.30,0.000000,0.19,1.861130,0.23,29.919851,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.106198,9.00,0.000000,0.000000,3.44,99.082313,2.92,1.856470,1.791457,1.94,0,0,0,0,0

33,08:00-08:15,27.049402,48.448764,123.890121,36.478524,10.868144,0.000000,7.995319,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,60.520446,0.000000,12.642280,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,348.879006,363.865317,29.760103,21.518384,1.111972,8.812865,0.000000,0.000000,17.465872,23.727761,0.000000,0.000000,0.000000,0.000000,3.538243,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.86,3.393268,5.089903,0.88,0.000000,4.078779,2.263524,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.36,0.000000,0.18,1.861130,0.23,25.714114,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,9.027720,9.00,0.000000,0.000000,3.44,99.082313,2.92,1.856470,1.791457,1.94,0,0,0,0,0

34,08:15-08:30,27.049402,48.448764,123.890121,36.478524,10.868144,0.000000,7.995319,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,60.520446,0.000000,12.642280,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,348.879006,363.865317,29.760103,21.518384,1.111972,8.812865,0.000000,0.000000,17.465872,23.727761,0.000000,0.000000,0.000000,0.000000,7.076486,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.86,3.393268,5.089903,0.88,0.000000,4.078779,2.263524,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.37,0.000000,0.18,1.861130,0.23,23.568040,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,9.027720,9.00,0.000000,0.000000,3.44,99.082313,2.92,1.856470,1.791457,1.94,0,0,0,0,0

35,08:30-08:45,27.049402,48.448764,123.890121,36.478524,10.868144,0.000000,13.640700,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,60.520446,0.000000,12.642280,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,348.879006,363.865317,29.760103,21.518384,6.177622,8.812865,0.000000,0.000000,17.465872,23.727761,0.000000,0.000000,0.000000,0.000000,36.797731,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.88,3.393268,5.089903,0.88,0.000000,4.078779,2.263524,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.37,0.000000,0.18,1.861130,0.23,23.568040,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,9.027720,9.00,0.000000,0.000000,3.44,99.082313,2.92,1.856470,1.791457,1.94,0,0,0,0,0

36,08:45:09:00,27.049402,48.448764,123.890121,36.478524,10.868144,0.000000,13.640700,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,60.520446,0.000000,12.642280,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,348.879006,363.865317,29.760103,21.518384,6.177622,8.812865,0.000000,0.000000,17.465872,23.727761,0.000000,0.000000,0.000000,0.000000,36.797731,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.88,3.393268,5.089903,0.88,0.000000,4.078779,2.263524,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.37,0.000000,0.18,1.861130,0.23,23.568040,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,9.027720,9.00,0.000000,0.000000,3.44,99.082313,2.92,1.856470,1.791457,1.94,0,0,0,0,0

37,09:00:09:15,27.049402,12.777696,123.890121,36.478524,10.868144,0.000000,13.640700,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,47.071458,0.000000,12.642280,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.095168,363.867114,29.760103,21.518384,6.177622,8.812865,0.000000,0.000000,17.465872,23.727761,0.000000,0.000000,0.000000,0.000000,36.797731,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.88,3.393268,5.089903,0.88,0.000000,4.078779,2.253189,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.37,0.000000,0.18,1.861130,0.23,23.568040,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,9.027720,9.00,0.000000,0.000000,3.44,99.082313,2.92,1.856470,1.791457,1.94,0,0,0,0,0

38,09:15-09:30,27.049402,4.259232,123.890121,36.478524,10.868144,0.000000,13.640700,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,47.071458,0.000000,12.642280,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.095168,363.871595,29.760103,21.518384,6.177622,8.812865,0.000000,0.000000,17.465872,18.772743,0.000000,0.000000,0.000000,0.000000,36.797731,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.88,3.393268,5.089903,0.88,0.000000,4.078779,2.253189,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.37,0.000000,0.18,1.861130,0.23,14.660400,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,4.822500,9.00,0.000000,0.000000,3.44,99.082313,2.92,1.856470,1.791457,1.94,0,0,0,0,0

39,09:30-09:45,27.049402,4.259232,123.890121,36.478524,10.868144,0.000000,13.640700,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,47.071458,0.000000,12.642280,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.095168,363.885981,29.760103,21.518384,6.177622,8.812865,0.000000,0.000000,17.465872,18.772743,0.000000,0.000000,0.000000,0.000000,36.797731,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.88,3.393268,5.089903,0.88,0.000000,4.078779,2.253189,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.37,0.000000,0.18,1.861130,0.23,14.660400,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,4.822500,9.00,0.000000,0.000000,3.44,99.082313,2.92,1.856470,1.791457,1.94,0,0,0,0,0

40,09:45-10:00,13.486604,12.777696,123.890121,18.239262,10.868144,0.000000,13.640700,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,47.071458,0.000000,12.642280,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.095168,363.890431,14.804518,21.518384,6.177622,8.812865,0.000000,0.000000,17.465872,18.772743,0.000000,0.000000,0.000000,0.000000,36.797731,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.88,3.393268,5.089903,0.90,0.000000,4.078779,2.253189,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.39,0.000000,0.18,1.861130,0.23,14.660400,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,4.822500,9.00,0.000000,0.000000,3.44,99.082313,2.92,1.856470,1.791457,1.94,0,0,0,0,0

41,10:00-10:15,13.486604,46.851552,123.890121,18.239262,10.681203,0.000000,11.635682,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,47.071458,0.000000,12.642280,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.095168,355.437010,14.804518,11.183896,1.111972,8.812865,0.000000,0.000000,17.465872,13.278771,0.000000,0.000000,0.000000,0.000000,7.076486,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.88,3.393268,5.089903,0.90,0.000000,4.078779,2.253189,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.39,0.000000,0.18,1.861130,0.23,14.660400,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,4.822500,9.00,0.000000,0.000000,3.44,142.278820,2.92,1.856470,1.791457,1.94,0,0,0,0,0

42,10:15-10:30,13.486604,46.851552,123.890121,18.239262,10.681203,0.000000,11.635682,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,47.071458,0.000000,12.642280,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.095168,355.464027,14.804518,10.759192,1.111972,8.812865,0.000000,0.000000,17.465872,13.278771,0.000000,0.000000,0.000000,0.000000,3.538243,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.88,3.393268,5.089903,0.93,0.000000,4.078779,2.253189,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.43,0.000000,0.18,1.861130,0.23,14.660400,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,4.822500,9.00,0.000000,0.000000,3.44,142.278820,2.92,1.856470,1.791457,1.94,0,0,0,0,0

43,10:30-10:45,13.486604,51.110784,123.890121,18.239262,10.868144,0.000000,13.640700,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,47.071458,0.000000,12.642280,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.095168,363.885981,14.804518,0.000000,0.000000,8.812865,0.000000,0.000000,17.465872,13.278771,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.88,3.393268,5.089903,0.93,0.000000,4.078779,2.253189,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.43,0.000000,0.18,1.861130,0.23,23.568040,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,9.027720,9.00,0.000000,0.000000,3.44,142.278820,2.92,1.856470,1.791457,1.94,0,0,0,0,0

44,10:45-11:00,13.486604,51.110784,123.890121,18.239262,10.868144,0.000000,13.640700,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,47.071458,0.000000,12.642280,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.095168,363.890431,14.804518,0.000000,0.000000,8.812865,0.000000,0.000000,17.465872,13.278771,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.88,3.393268,5.089903,0.93,0.000000,4.078779,2.253189,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.43,0.000000,0.19,1.861130,0.23,23.568040,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,9.027720,9.00,0.000000,0.000000,3.44,142.278820,2.92,1.856470,1.791457,1.94,0,0,0,0,0

45,11:00-11:15,13.486604,46.851552,123.890121,18.239262,10.674509,0.000000,13.760350,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,47.071458,0.000000,12.642280,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.056494,363.348353,14.804518,0.000000,0.000000,8.812865,0.000000,0.000000,17.465872,17.590029,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.88,3.393268,5.089903,0.98,0.000000,4.078779,2.253189,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.43,0.000000,0.19,1.861130,0.23,23.568040,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,9.027720,9.00,0.000000,0.000000,3.44,103.904813,2.92,1.856470,1.791457,1.94,0,0,0,0,0

46,11:15-11:30,13.486604,46.851552,123.890121,18.239262,10.674509,0.000000,13.760350,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,47.071458,0.000000,12.642280,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.056494,363.355768,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,17.465872,22.145981,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.88,3.393268,5.089903,0.99,0.000000,4.078779,2.253189,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.43,0.000000,0.19,1.861130,0.23,23.568040,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,9.027720,9.00,0.000000,0.000000,3.44,103.904813,2.92,1.856470,1.791457,1.94,0,0,0,0,0

47,11:30-11:45,13.486604,46.851552,123.890121,18.239262,10.674509,0.000000,13.760350,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,47.071458,0.000000,12.642280,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.056494,365.229999,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,17.465872,9.783695,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.88,3.393268,5.089903,0.99,0.000000,4.078779,2.253189,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.43,0.000000,0.19,1.861130,0.23,16.820880,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,13.488105,9.00,0.000000,0.000000,3.44,103.904813,2.92,1.856470,1.791457,1.94,0,0,0,0,0

48,11:45-12:00,13.486604,46.851552,123.890121,18.239262,10.674509,0.000000,13.760350,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,47.071458,0.000000,12.642280,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.056494,365.232221,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,17.465872,9.783695,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.88,3.393268,5.089903,0.99,0.000000,4.078779,2.253189,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.43,0.000000,0.19,1.861130,0.23,16.820880,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,14.043120,9.00,0.000000,0.000000,3.44,103.904813,2.92,1.856470,1.791457,1.94,0,0,0,0,0

49,12:00-12:15,13.486604,46.851552,123.890121,18.239262,10.674509,0.000000,13.760350,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,47.071458,0.000000,12.642280,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.056494,365.229999,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,17.465872,9.600440,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.92,3.393268,5.089903,0.99,0.000000,4.078779,2.253189,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.43,0.000000,0.18,1.861130,0.23,12.775846,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,9.027720,9.00,0.000000,0.000000,3.44,103.904813,2.92,1.856470,1.791457,1.94,0,0,0,0,0

50,12:15-12:30,13.486604,46.851552,123.890121,18.239262,10.674509,0.000000,13.760350,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,47.071458,0.000000,12.642280,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.056494,365.232221,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,17.465872,9.600440,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.93,3.393268,5.089903,0.99,0.000000,4.078779,2.253189,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.43,0.000000,0.18,1.861130,0.23,10.802400,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,9.027720,9.00,0.000000,0.000000,3.44,103.904813,2.92,1.856470,1.791457,1.94,0,0,0,0,0

51,12:30-12:45,13.486604,46.851552,123.890121,18.239262,10.802040,0.000000,13.798034,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,47.071458,0.000000,12.642280,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.383392,365.693339,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,17.465872,9.600440,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.99,0.000000,4.078779,2.263405,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.43,0.000000,0.18,1.861130,0.23,10.619145,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,9.027720,9.00,0.000000,0.000000,3.44,102.621932,2.92,1.856470,1.791457,1.94,0,0,0,0,0

52,12:45-13:00,13.486604,46.851552,123.890121,18.239262,10.802040,0.000000,13.798034,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,47.071458,0.000000,12.642280,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.383392,365.694877,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,17.465872,9.600440,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.89,0.000000,4.078779,2.263524,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.39,0.000000,0.18,1.861130,0.23,10.619145,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,2.893500,9.00,0.000000,0.000000,3.44,102.621932,2.92,1.856470,1.791457,1.94,0,0,0,0,0

53,13:00-13:15,13.486604,46.851552,123.890121,18.239262,10.802040,0.000000,13.798034,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,47.071458,0.000000,12.642280,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.383392,365.476786,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,17.465872,9.600440,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.89,0.000000,4.078779,2.263524,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.39,0.000000,0.19,1.861130,0.23,10.445535,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,7.971978,9.00,0.000000,0.000000,3.44,59.364717,2.92,1.856470,1.791457,1.94,0,0,0,0,0

54,13:15-13:30,13.486604,46.851552,123.890121,18.239262,10.802040,0.000000,13.798034,0.000000,0.000000,62.950813,0.000000,6.187132,0.000000,0.000000,47.071458,0.000000,12.642280,118.083735,0.000000,0.000000,92.484511,0.000000,0.000000,0.000000,1.077265,3.944705,45.932912,141.029286,0.000000,347.383392,365.478740,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,17.465872,9.600440,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.696634,3.363787,3.65,0.000000,336.586388,0.000000,7.67,1.87,0.000000,1.285329,0.95,3.393268,5.089903,0.89,0.000000,4.078779,2.263524,2.10,1.271619,2.056526,1.64,2.520464,0.000000,1.39,0.000000,0.19,1.861130,0.23,10.445535,1.877149,0.88,14.467514,2.570658,0.000000,1.313349,1.099695,1.78,7.971978,9.00,0.000000,0.000000,3.44,55.323720,2.92,1.856470,1.791457,1.94,0,0,0,0,0

