Column1,Time,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61,GNA/NR/2024/11/01/9061,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,GNA/NR/2024/11/01/3646,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/11/01/5474,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/11/01/5428,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,GNA/NR/2024/11/01/5444,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/11/01/4503,GNA/WR/2024/11/01/4200,GNA/WR/2024/10/15/7089,GNA/NR/2024/11/01/9042,GNA/NR/2024/11/01/1868,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15
10,02:15-02:30,13.34,6.67,6.67,13.33,12.81,25.93,57.34,70.02,47.56,0,1.45,0,0,142.69,0,25.93,74.68,1.76,83.55,2.38,0,0,1.16,25.93,0,0,0,6.67,19.99,0,0,0,158.47,8.64,0,0,17.29,8.64,0,0,0,0,0,0

11,02:30-02:45,13.34,6.67,6.67,13.33,15.01,25.93,57.34,70.02,47.56,0,1.45,0,0,142.69,0,25.93,74.68,1.76,78.75,2.38,0,0,1.16,25.93,0,0,0,6.67,19.99,0,0,0,158.47,8.64,0,0,17.29,8.64,0,0,0,0,0,0

12,02:45-03:00,13.34,6.67,6.67,13.33,15.01,25.93,57.34,70.02,47.56,0,1.45,0,0,142.69,0,25.93,74.68,1.76,78.75,2.38,0,0,1.16,25.93,0,0,0,6.67,19.99,0,0,0,158.47,8.64,0,0,17.29,8.64,0,0,0,0,0,0

13,03:00-03:15,13.34,6.67,6.67,13.33,13.01,25.93,57.34,70.02,47.56,0,1.37,0,0,142.69,0,25.93,74.68,1.71,83.55,2.38,0,0,1.09,25.93,0,0,0,6.67,19.99,0,0,0,158.47,8.64,0,0,17.29,8.64,0,0,0,0,0,0

14,03:15-03:30,13.34,6.67,6.67,13.33,13.01,25.93,57.34,70.02,47.56,0,1.37,0,0,142.69,0,25.93,74.68,1.71,83.55,2.38,0,0,1.09,25.93,0,0,0,6.67,19.99,0,0,0,158.47,8.64,0,0,17.29,8.64,0,0,0,0,0,0

15,03:30-03:45,13.34,6.67,6.67,13.33,13.01,25.93,57.34,70.02,47.56,0,1.37,0,0,142.69,0,25.93,74.68,1.71,83.55,2.38,0,0,1.09,25.93,0,0,0,6.67,19.99,0,0,0,158.47,8.64,0,0,17.29,8.64,0,0,0,0,0,0

16,03:45-04:00,13.34,6.67,6.67,13.33,13.01,25.93,57.34,70.02,47.56,0,1.37,0,0,142.69,0,25.93,74.68,1.71,83.55,2.38,0,0,1.09,25.93,0,0,0,6.67,19.99,0,0,0,158.47,8.64,0,0,17.29,8.64,0,0,0,0,0,0

17,04:00-04:15,13.34,6.67,6.67,13.33,13.21,25.93,57.34,70.02,47.56,0,1.37,0,0,142.69,0,25.93,74.68,1.71,72.03,2.38,0,0,1.09,25.93,0,0,0,6.67,19.99,0,0,0,158.47,8.64,0,0,17.29,8.64,0,0,0,0,0,0

18,04:15-04:30,13.34,6.67,6.67,13.33,13.41,25.93,57.34,70.02,47.56,0,1.37,0,0,142.69,0,25.93,74.68,1.71,81.63,2.38,0,0,1.09,25.93,0,0,0,6.67,19.99,0,0,0,158.47,8.64,0,0,17.29,8.64,0,0,0,0,0,0

19,04:30-04:45,13.34,6.67,6.67,13.33,13.61,25.93,57.34,70.02,47.56,0,1.37,0,0,142.69,0,25.93,74.68,1.71,81.63,2.38,0,0,1.09,25.93,0,0,0,6.67,19.99,0,0,0,158.47,8.64,0,0,17.29,8.64,0,0,0,0,0,0

20,04:45-05:00,13.34,6.67,6.67,13.33,13.81,25.93,57.34,70.02,47.56,0,1.37,0,0,142.69,0,25.93,74.68,1.71,76.83,2.38,0,0,1.09,25.93,0,0,0,6.67,19.99,0,0,0,158.47,8.64,0,0,17.29,8.64,0,0,0,0,0,0

21,05:00-05:15,13.34,6.67,6.67,13.33,10,25.93,57.34,70.02,47.56,0,1.37,0,0,142.69,0,25.93,96.04,1.71,100.05,2.38,0,0,1.01,25.93,0,0,0,6.67,19.99,0,0,0,170.61,8.64,0,0,17.29,8.64,0,0,0,0,0,0

22,05:15-05:30,13.34,6.67,6.67,13.33,10,25.93,57.34,70.02,47.56,0,1.37,0,0,142.69,0,25.93,115.25,1.71,100.05,2.38,0,0,1.01,25.93,0,0,0,6.67,19.99,0,0,0,170.61,8.64,0,0,17.29,8.64,0,0,0,0,0,0

23,05:30-05:45,13.34,6.67,6.67,13.33,7.4,25.93,57.34,70.02,47.56,0,1.37,0,0,142.69,0,25.93,133.62,1.71,100.05,2.38,0,0,1.01,25.93,0,0,0,6.67,19.99,0,0,0,170.61,8.64,0,0,17.29,8.64,0,0,0,0,0,0

24,05:45-06:00,13.34,6.67,6.67,13.33,7.4,25.93,57.34,70.02,47.56,0,1.37,0,0,142.69,0,25.93,133.62,1.71,100.05,2.38,0,0,1.01,25.93,0,0,0,6.67,19.99,0,0,0,170.61,8.64,0,0,17.29,8.64,0,0,0,0,0,0

25,06:00-06:15,13.34,6.67,6.67,13.33,7.4,25.93,67.74,70.02,0,0,1.3,0,0,0,0,25.93,133.62,1.66,100.05,2.3,0,0,1.01,25.93,1.86,0.87,0,6.67,19.99,0,0.01,0,218.63,8.64,0,0,17.29,8.64,0,0,0,0,0,0

26,06:15-06:30,13.34,6.67,6.67,13.33,7.4,25.93,67.74,70.02,0,0,1.3,0,0,0,0,25.93,133.62,1.66,100.05,2.3,0,0,1.01,25.93,2.48,1.41,0,6.67,19.99,0,3.88,2,233.91,8.64,0,0,17.29,8.64,0,0,0,0,0,0

27,06:30-06:45,13.34,6.67,6.67,13.33,7.4,25.93,86.63,74.35,0,0,1.3,0.11,0,0,0.11,25.93,133.62,1.66,100.05,2.3,0,0,1.01,25.93,3.34,2.88,0,6.67,19.99,0,10.15,6,260.75,8.64,0,0,17.29,8.64,0,0.01,0,0,0,0

28,06:45-07:00,13.34,6.67,6.67,13.33,7.4,25.93,86.63,82.82,0,0,1.3,0.21,0,0,0.23,25.93,133.62,1.66,100.05,2.3,0.01,0,1.01,25.93,7.09,9.19,0,6.67,19.99,0,16.9,9,260.75,8.64,0,0,17.29,8.64,0.04,0.19,0,0,0,0

29,07:00-07:15,13.34,6.67,6.67,13.33,7.4,31.69,86.63,114.83,0,0,1.3,0.51,0,0,0.54,31.69,133.62,1.66,100.05,2.3,0.02,0,1.01,31.69,12.94,18.52,1,6.67,19.99,0,26.34,14,260.75,8.64,0,0,17.29,8.64,0.05,0.28,1,2,0,1

30,07:15-07:30,13.34,6.67,6.67,13.33,7.4,31.69,86.63,114.83,0,0,1.3,0.89,0,0,0.93,31.69,133.62,1.66,100.05,2.3,0.08,0,1.01,31.69,17.48,30.59,2,6.67,19.99,1,31.99,19,260.75,8.64,0,0,17.29,8.64,0.48,2.4,4,5,1,2

31,07:30-07:45,13.34,6.67,6.67,13.33,7.4,31.69,86.63,114.83,0,0,1.3,1.26,0,0,1.32,31.69,133.62,1.66,100.05,2.3,0.37,0,1.01,31.69,25.06,32.6,5,6.67,19.99,3,32.6,25,260.75,8.64,0,0,17.29,8.64,1.98,9.93,11,7,4,5

32,07:45-08:00,13.34,6.67,6.67,13.33,7.4,31.69,86.63,114.83,0,0,1.3,1.67,0,0,1.77,31.69,133.62,1.66,100.05,2.3,0.69,0,1.01,31.69,33.42,30.4,8,6.67,19.99,4,30.4,30.4,260.75,8.64,0,0,17.29,8.64,4.03,20.17,25,10,10,7

33,08:00-08:15,13.34,6.67,6.67,13.33,7.4,36.5,86.63,114.83,0,0,1.22,2.28,0,0,2.4,36.5,133.62,1.66,100.05,2.3,1.13,0,1.01,36.5,42.99,31.9,17,6.67,19.99,8,31.9,31.9,260.75,8.64,0,0,17.29,8.64,6.97,34.83,40,15,17,7

34,08:15-08:30,13.34,6.67,6.67,13.33,7.4,36.5,86.63,114.83,0,0,1.22,2.94,0,0,3.08,36.5,133.62,1.66,100.05,2.3,1.62,0,1.01,36.5,51.66,31.9,23,6.67,19.99,12,31.9,31.9,260.75,8.64,0,0,17.29,8.64,10.29,51.45,56,22,24,9

35,08:30-08:45,13.34,6.67,6.67,13.33,7.4,36.5,86.63,114.83,0,0,1.22,3.64,0,0,3.84,36.5,133.62,1.66,100.05,2.3,2.14,0,1.01,36.5,60.73,32.07,31,6.67,19.99,15,32.07,32.06,260.75,8.64,0,0,17.29,8.64,13.79,68.96,67,24,28,14

36,08:45-09:00,13.34,6.67,6.67,13.33,7.4,36.5,86.63,114.83,0,0,1.22,4.43,0,0,4.67,36.5,133.62,1.66,100.05,2.3,2.68,0,1.01,36.5,68.67,32.67,39,6.67,19.99,19,32.67,32.66,260.75,8.64,0,0,17.29,8.64,17.55,87.78,81,33,34,18

37,09:00-09:15,13.34,6.67,6.67,13.33,7.4,25.93,76.15,65.88,0,0,1.22,5.51,0,0,5.8,25.93,133.62,1.66,100.05,2.3,2.95,0,1.01,25.93,78.44,32.67,46,6.67,19.99,23,32.67,32.66,260.75,8.64,0,0,17.29,8.64,21.24,106.18,91,42,39,21

38,09:15-09:30,13.34,6.67,6.67,13.33,7.4,25.93,76.15,65.88,0,0,1.22,6.86,0,0,7.22,25.93,133.62,1.66,100.05,2.3,3.41,0,1.01,25.93,86.05,32.67,53,6.67,19.99,27,32.67,32.66,260.75,8.64,0,0,17.29,8.64,24.89,124.46,105,47,45,24

39,09:30-09:45,13.34,6.67,6.67,13.33,7.4,25.93,76.15,114.83,0,0,1.37,8.18,0,0,8.62,25.93,133.62,1.66,100.05,2.3,3.88,0,1.01,25.93,93.38,32.67,57,6.67,19.99,29,32.67,32.66,260.75,8.64,0,0,17.29,8.64,28.31,141.57,119,54,51,26

40,09:45-10:00,13.34,6.67,6.67,13.33,7.4,25.93,76.15,114.83,0,0,1.37,9.92,0,0,10.44,25.93,133.62,1.66,100.05,2.3,4.33,0,1.01,25.93,100.85,32.67,64,6.67,19.99,32,32.67,32.66,260.75,8.64,0,0,17.29,8.64,31.54,157.69,133,59,57,29

41,10:00-10:15,13.34,6.67,6.67,13.33,7.4,25.93,75.69,114.83,0,0,1.37,10.91,0,0,11.5,25.93,133.62,1.71,100.05,2.3,4.71,0,1.09,25.93,105.4,32.67,69,6.67,19.99,35,32.67,32.66,225.29,8.64,0,0,17.29,8.64,34.58,172.89,144,65,61,31

42,10:15-10:30,13.34,6.67,6.67,13.33,7.4,25.93,75.69,114.83,0,0,1.37,11.63,0,0,12.26,25.93,133.62,1.71,100.05,2.3,5.01,0,1.09,25.93,111.27,32.67,73,6.67,19.99,36,32.67,32.66,225.29,8.64,0,0,17.29,8.64,37.09,185.48,151,71,64,33

43,10:30-10:45,13.34,6.67,6.67,13.33,7.4,25.93,75.69,114.83,0,0,1.37,12.29,0,0,12.94,25.93,133.62,1.71,52.82,2.3,5.3,0,1.09,25.93,115.23,32.67,77,6.67,19.99,39,32.67,32.66,225.29,8.64,0,0,17.29,8.64,39.19,195.98,161,76,69,34

44,10:45-11:00,13.34,6.67,6.67,13.33,7.4,25.93,75.69,114.83,0,0,1.37,12.84,0,0,13.52,25.93,133.62,1.71,52.82,2.3,5.57,0,1.09,25.93,117.9,32.67,81,6.67,19.99,40,32.67,32.66,225.29,8.64,0,0,17.29,8.64,41.1,205.49,168,78,72,36

45,11:00-11:15,13.34,6.67,6.67,13.33,7,25.93,75.69,97.9,0,0,1.37,14.27,0,0,13.92,25.93,133.62,1.71,52.82,2.3,13.92,0,1.09,25.93,119.6,32.67,84,6.67,19.99,42,32.67,32.66,225.29,8.64,0,0,17.29,8.64,42.88,214.39,175,83,75,38

46,11:15-11:30,13.34,6.67,6.67,13.33,7.2,25.93,75.69,70.02,0,0,1.37,14.72,0,0,14.35,25.93,133.62,1.71,52.82,2.3,14.35,0,1.09,25.93,120.88,32.67,87,6.67,19.99,43,32.67,32.66,225.29,8.64,0,0,17.29,8.64,44.55,222.73,179,86,76,38

47,11:30-11:45,13.34,6.67,6.67,13.33,6.6,25.93,75.69,70.02,0,0,1.37,15.06,0,0,14.69,25.93,133.62,1.71,52.82,2.3,14.69,0,1.09,25.93,122.08,32.67,88,6.67,19.99,44,32.67,32.66,225.29,8.64,0,0,17.29,8.64,45.73,228.64,182,87,78,39

48,11:45-12:00,13.34,6.67,6.67,13.33,6.6,25.93,75.69,70.02,0,0,1.37,15.32,0,0,14.95,25.93,133.62,1.71,52.82,2.3,14.95,0,1.09,25.93,121.66,32.67,90,6.67,19.99,45,32.67,32.66,225.29,8.64,0,0,17.29,8.64,46.33,231.67,186,88,79,39

49,12:00-12:15,13.34,6.67,6.67,13.33,6.6,25.93,76.15,70.02,0,0,1.45,15.44,0,0,15.07,25.93,133.62,1.76,52.82,2.3,15.07,0,1.16,25.93,120.85,32.67,90,6.67,19.99,45,32.67,32.66,225.29,8.64,0,0,17.29,8.64,46.33,231.67,189,88,81,39

50,12:15-12:30,13.34,6.67,6.67,13.33,6.6,25.93,76.15,70.02,0,0,1.45,15.4,0,0,15.03,25.93,133.62,1.76,52.82,2.3,15.03,0,1.16,25.93,119.85,32.67,90,6.67,19.99,45,32.67,32.66,225.29,8.64,0,0,17.29,8.64,46.33,231.67,189,88,81,39

51,12:30-12:45,13.34,6.67,6.67,13.33,8.2,25.93,76.15,70.02,0,0,1.45,15.45,0,0,15.08,25.93,133.62,1.76,52.82,2.3,15.08,0,1.16,25.93,118.54,32.67,90,6.67,19.99,45,32.67,32.66,225.29,8.64,0,0,17.29,8.64,46.33,231.67,189,88,81,40

52,12:45-13:00,13.34,6.67,6.67,13.33,9,25.93,76.15,70.02,0,0,1.45,15.36,0,0,14.98,25.93,133.62,1.76,52.82,2.3,14.98,0,1.16,25.93,115.82,32.67,90,6.67,19.99,45,32.67,32.66,225.29,8.64,0,0,17.29,8.64,46.33,231.67,189,88,81,40

53,13:00-13:15,13.34,6.67,6.67,13.33,9.4,25.93,57.34,70.02,0,0,1.53,15.05,0,0,14.69,25.93,115.25,1.76,52.82,2.3,14.69,0,1.32,25.93,112.66,32.67,88,6.67,19.99,44,32.67,32.66,169.65,8.64,0,0,17.29,8.64,46.33,231.67,186,87,79,39

54,13:15-13:30,13.34,6.67,6.67,13.33,10.2,25.93,57.34,70.02,0,0,1.53,14.74,0,0,14.37,25.93,133.62,1.76,52.82,2.3,14.37,0,1.32,25.93,108.55,32.67,87,6.67,19.99,43,32.67,32.66,169.65,8.64,0,0,17.29,8.64,45.89,229.46,182,85,78,38

55,13:30-13:45,13.34,6.67,6.67,13.33,10.8,25.93,57.34,70.02,0,0,1.53,14.47,0,0,14.11,25.93,133.62,1.76,52.82,2.3,14.11,0,1.32,25.93,103.29,32.67,81,6.67,19.99,41,32.67,32.66,169.65,8.64,0,0,17.29,8.64,44.22,221.1,172,83,73,37

56,13:45-14:00,13.34,6.67,6.67,13.33,11.21,25.93,57.34,70.02,0,0,1.53,14.31,0,0,13.95,25.93,133.62,1.76,52.82,2.3,13.95,0,1.32,25.93,97.6,32.67,80,6.67,19.99,40,32.67,32.66,169.65,8.64,0,0,17.29,8.64,42.48,212.43,168,80,72,35

57,14:00-14:15,13.34,6.67,6.67,13.33,11.81,25.93,57.34,70.02,0,0,1.6,13.83,0,0,13.48,25.93,133.62,1.81,52.82,2.3,13.48,0,1.39,25.93,91.17,32.67,77,6.67,19.99,38,32.67,32.66,170.61,8.64,0,0,17.29,8.64,40.75,203.74,161,76,69,34

58,14:15-14:30,13.34,6.67,6.67,13.33,12.21,25.93,57.34,70.02,0,0,1.6,13.06,0,0,12.74,25.93,133.62,1.81,52.82,2.3,12.74,0,1.39,25.93,86.12,32.67,71,6.67,19.99,36,32.67,32.66,170.61,8.64,0,0,17.29,8.64,39.52,197.58,151,72,64,32

59,14:30-14:45,13.34,6.67,6.67,13.33,12.41,25.93,57.34,70.02,0,0,1.6,12.34,0,0,12.03,25.93,133.62,1.81,52.82,2.3,12.03,0,1.39,25.93,80.54,32.67,67,6.67,19.99,33,32.67,32.66,170.61,8.64,0,0,17.29,8.64,38.28,191.42,140,66,60,30

60,14:45-15:00,13.34,6.67,6.67,13.33,12.61,25.93,57.34,70.02,0,0,1.6,11.49,0,0,11.2,25.93,133.62,1.81,52.82,2.3,11.2,0,1.39,25.93,71.51,32.67,60,6.67,19.99,30,32.67,32.66,170.61,8.64,0,0,17.29,8.64,36.18,180.88,126,63,54,28

61,15:00-15:15,13.34,6.67,6.67,13.33,10,36.5,57.34,70.02,0,0,1.76,10.64,0,0,10.38,36.5,133.62,1.81,81.63,2.3,10.38,0,1.55,36.5,79.48,32.67,53,6.67,19.99,27,32.67,32.66,205.09,8.64,0,0,17.29,8.64,33.56,167.83,112,59,48,25

62,15:15-15:30,13.34,6.67,6.67,13.33,10,36.5,57.34,70.02,0,0,1.76,9.48,0,0,9.25,36.5,133.62,1.81,100.05,2.3,9.25,0,1.55,36.5,69.61,32.67,47,6.67,19.99,23,32.67,32.66,205.09,8.64,0,0,17.29,8.64,30.71,153.56,98,54,42,23

63,15:30-15:45,13.34,6.67,6.67,13.33,9,36.5,57.34,65.88,0,0,1.76,8.41,25.23,0,8.2,36.5,133.62,1.81,100.05,2.3,8.2,0,1.55,36.5,58.75,32.67,40,6.67,19.99,20,32.67,32.66,260.75,8.64,0,0,17.29,8.64,27.27,136.36,84,48,36,21

64,15:45-16:00,13.34,6.67,6.67,13.33,9,36.5,57.34,65.88,0,0,1.76,7.32,25.23,0,7.15,36.5,133.62,1.81,100.05,2.3,7.15,0,1.55,36.5,47.08,33,33,6.67,19.99,17,33,29,260.75,8.64,0,0,17.29,8.64,23.34,116.7,70,42,30,19

65,16:00-16:15,13.34,6.67,6.67,13.33,12.81,36.5,86.63,65.88,0,0,1.91,6.22,25.23,0,6.06,36.5,133.62,1.81,100.05,2.3,6.06,0,1.55,36.5,35.19,32.94,27,6.67,19.99,14,33,22,260.75,8.64,0,0,17.29,8.64,20.17,100.88,58,33,25,14

66,16:15-16:30,13.34,6.67,6.67,13.33,11.81,36.5,86.63,114.83,0,0,1.91,5.06,26.24,0,4.94,36.5,133.62,1.81,100.05,2.3,4.94,0,1.55,36.5,24.27,21.36,21,6.67,19.99,11,29.78,15,260.75,8.64,0,0,17.29,8.64,16.82,84.1,46,27,19,8

67,16:30-16:45,13.34,6.67,6.67,13.33,10.8,36.5,86.63,114.83,0,0,1.91,3.88,26.24,0,3.78,36.5,133.62,1.81,85.38,2.3,3.78,0,1.55,36.5,15.57,12.43,15,6.67,19.99,7,19.96,8,260.75,8.64,0,0,17.29,8.64,12.9,64.48,32,20,13,7

68,16:45-17:00,13.34,6.67,6.67,13.33,9.8,36.5,86.63,114.83,0,0,1.91,2.72,26.24,0,2.65,36.5,133.62,1.81,85.38,2.3,2.65,0,1.55,36.5,10.03,5.58,10,6.67,19.99,5,11.27,5,260.75,8.64,0,0,17.29,8.64,9.04,45.22,21,13,9,5

69,17:00-17:15,13.34,6.67,6.67,13.33,10.4,36.5,86.63,114.83,0,0,2.06,1.94,25.23,0,1.89,36.5,133.62,1.76,85.38,2.3,1.89,0,1.55,36.5,6.11,1.39,5,6.67,19.99,2,4.36,1,260.75,8.64,0,0,17.29,8.64,5.14,25.72,11,10,4,2

70,17:15-17:30,13.34,6.67,6.67,13.33,10.8,36.5,86.63,114.83,0,0,2.06,1.32,25.23,0,1.29,36.5,133.62,1.76,85.38,2.3,1.29,0,1.55,36.5,1.78,1.56,3,6.67,19.99,2,0.74,0,260.75,8.64,0,0,17.29,8.64,2.43,12.17,7,7,3,1

71,17:30-17:45,13.34,6.67,6.67,13.33,16.81,36.5,86.63,114.83,0,0,2.06,0.82,25.23,0,0.8,36.5,133.62,1.76,85.38,2.3,0.8,0,1.55,36.5,0,0.93,1,6.67,19.99,1,0.28,0,260.75,8.64,0,0,17.29,8.64,0.82,4.11,4,3,1,0

72,17:45-18:00,13.34,6.67,6.67,13.33,16.21,36.5,86.63,114.83,0,0,2.06,0.45,25.23,0,0.44,36.5,133.62,1.76,85.38,2.3,0.44,0,1.55,36.5,0,0.59,1,6.67,19.99,0,0.03,0,260.75,8.64,0,0,17.29,8.64,0.07,0.33,1,2,0,0

73,18:00-18:15,13.34,6.67,6.67,13.33,15.61,36.5,86.63,114.83,0,0,1.99,0.26,25.23,0,0.25,36.5,133.62,1.76,85.38,2.38,0.25,0,1.55,36.5,0,0,0,6.67,19.99,0,0,0,260.75,8.64,50,150,17.29,8.64,0,0,0,0,0,0

74,18:15-18:30,13.34,6.67,6.67,13.33,15.61,36.5,86.63,114.83,0,0,1.99,0,25.23,0,0,36.5,133.62,1.76,85.38,2.38,0,0,1.55,36.5,0,0,0,6.67,19.99,0,0,0,260.75,8.64,50,150,17.29,8.64,0,0,0,0,0,0

75,18:30-18:45,13.34,6.67,6.67,13.33,15.81,36.5,86.63,114.83,0,0,1.99,0,25.23,0,0,36.5,133.62,1.76,85.38,2.38,0,0,1.55,36.5,0,0,0,6.67,19.99,0,0,0,260.75,8.64,50,150,17.29,8.64,0,0,0,0,0,0

76,18:45-19:00,13.34,6.67,6.67,13.33,16.81,36.5,86.63,114.83,0,0,1.99,0,25.23,0,0,36.5,133.62,1.76,85.38,2.38,0,0,1.55,36.5,0,0,0,6.67,19.99,0,0,0,260.75,8.64,50,150,17.29,8.64,0,0,0,0,0,0

77,19:00-19:15,13.34,6.67,6.67,13.33,10.2,36.5,86.63,106.35,0,0,1.91,0,25.23,0,0,36.5,133.62,1.71,85.38,2.38,0,0,1.55,36.5,0,0,0,6.67,19.99,0,0,0,260.75,8.64,50,150,17.29,8.64,0,0,0,0,0,0

78,19:15-19:30,13.34,6.67,6.67,13.33,10.2,36.5,86.63,97.88,0,0,1.91,0,26.24,0,0,36.5,133.62,1.71,85.38,2.38,0,0,1.55,36.5,0,0,0,6.67,19.99,0,0,0,260.75,8.64,50,150,17.29,8.64,0,0,0,0,0,0

79,19:30-19:45,13.34,6.67,6.67,13.33,10.4,36.5,86.63,89.41,0,0,1.91,0,25.23,0,0,36.5,133.62,1.71,85.38,2.38,0,0,1.55,36.5,0,0,0,6.67,19.99,0,0,0,260.75,8.64,50,150,17.29,8.64,0,0,0,0,0,0

