Block,Time,CHAMERA2,ANTA_RF,UNCHAHAR2,RIHAND3,AURY_LF,RIHAND1,TEHRI,URI,TANAKPUR,SINGRAULI,UNCHAHAR4,SEWA2,RAMPUR,AURY_GF,UNCHAHAR1,ANTA_GF,AURY_CRF,RAPPC,DADRT2,TANDA2,JHAJJAR,KOTESHWR,AURY_RF,NAPP,CHAMERA1,BSIUL,RAPPB,CHAMERA3,KOLDAM,SINGRAULI_HYDRO,SALAL,FSTPP I & II,SASAN,URI2,BRBCL,ANTA_LF,DHAULIGNGA,PARBATI3,DADRI_GF,KISHANGANGA,TALA,KHSTPP-I,UNCHAHAR3,ANTA_CRF,DADRI_CRF,DADRI_LF,NJPC,RIHAND2,KHSTPP-II,KUDGI,DULHASTI,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
10,02:15-02:30,25.278575,0.000000,40.681779,118.681900,0.000000,88.292400,0.000000,10.595088,10.818506,98.609175,0.000000,0.000000,0.000000,0.000000,12.020147,0.000000,0.000000,48.714372,620.490964,0.000000,582.461124,8.516378,0.067179,36.693554,0.000000,0.000000,0.000000,9.287823,0.000000,0.973030,72.486141,17.409054,332.536050,9.682413,15.234262,0.000000,26.242709,0.000000,0.000000,0.000000,18.339867,41.942729,16.881603,0.000000,0.000000,0.000000,89.792987,113.364562,141.326286,0.00,31.521155,0.000000,0,0,0,0,0

11,02:30-02:45,25.278575,0.000000,35.488716,118.681900,0.000000,88.292400,0.000000,46.618387,10.818506,98.609175,0.000000,0.000000,0.000000,0.000000,12.020147,0.000000,0.000000,48.714372,600.529204,0.000000,582.461124,8.516378,0.067179,36.693554,0.000000,0.000000,0.000000,9.287823,0.000000,0.973030,72.486141,14.725552,332.536050,9.682413,15.244653,0.000000,26.242709,0.000000,0.000000,0.000000,19.750626,41.942729,16.881603,0.000000,0.000000,0.000000,89.792987,113.364562,141.326286,0.00,31.521155,0.000000,0,0,0,0,0

12,02:45-03:00,25.278575,0.000000,33.227693,118.681900,0.000000,88.292400,0.000000,46.618387,10.818506,98.609175,0.000000,0.000000,0.000000,0.000000,12.020147,0.000000,0.000000,48.714372,577.496404,0.000000,555.114472,8.516378,0.067179,36.693554,0.000000,0.000000,0.000000,9.287823,0.000000,0.973030,72.486141,12.987140,332.536050,9.682413,16.027240,0.000000,26.242709,0.000000,0.000000,0.000000,19.750626,41.942729,16.881603,0.000000,0.000000,0.000000,89.792987,113.364562,141.326286,0.00,31.521155,0.000000,0,0,0,0,0

13,03:00-03:15,25.278575,0.000000,33.227693,118.681900,0.000000,88.292400,0.000000,10.595088,9.712068,98.609175,0.000000,0.000000,0.000000,0.000000,12.020147,0.000000,0.000000,48.714372,600.529204,0.000000,529.202572,8.516378,0.067179,36.693554,0.000000,6.258012,0.000000,9.287823,0.000000,0.973030,72.486141,12.987140,332.536050,9.682413,17.080610,0.000000,26.242709,0.000000,0.000000,0.000000,19.750626,41.938890,16.881603,0.000000,0.000000,0.000000,89.792987,113.364562,141.326286,0.00,31.521155,0.000000,0,0,0,0,0

14,03:15-03:30,25.278575,0.000000,33.227693,118.681900,0.000000,88.292400,0.000000,10.595088,9.712068,98.609175,0.000000,0.000000,0.000000,0.000000,7.677600,0.000000,0.000000,48.714372,577.496404,0.000000,505.210072,8.516378,0.067179,36.693554,0.000000,6.258012,0.000000,9.287823,0.000000,0.973030,72.486141,12.987140,332.536050,9.682413,17.320824,0.000000,26.242709,0.000000,0.000000,0.000000,19.750626,41.938890,12.476100,0.000000,0.000000,0.000000,89.792987,113.364562,141.326286,0.00,31.521155,0.000000,0,0,0,0,0

15,03:30-03:45,25.278575,0.000000,33.227693,118.681900,0.000000,88.292400,0.000000,10.595088,9.712068,98.609175,0.000000,0.000000,0.000000,0.000000,7.677600,0.000000,0.000000,48.714372,577.496404,0.000000,487.935472,8.516378,0.067179,36.693554,0.000000,6.258012,0.000000,9.287823,0.000000,0.973030,72.486141,12.987140,332.536050,9.682413,16.991930,0.000000,26.242709,0.000000,0.000000,0.000000,19.750626,41.938890,9.597000,0.000000,0.000000,0.000000,89.792987,113.364562,141.326286,0.00,31.521155,0.000000,0,0,0,0,0

16,03:45-04:00,25.278575,0.000000,33.227693,118.681900,0.000000,88.292400,0.000000,10.595088,9.712068,98.609175,0.000000,0.000000,0.000000,0.000000,7.677600,0.000000,0.000000,48.714372,577.496404,0.000000,473.539972,8.516378,0.067179,36.693554,0.000000,6.258012,0.000000,9.287823,0.000000,0.973030,72.486141,12.987140,332.536050,9.682413,17.541062,0.000000,26.242709,0.000000,0.000000,0.000000,19.750626,41.938890,12.713657,0.000000,0.000000,0.000000,89.792987,113.364562,141.326286,0.00,31.521155,0.000000,0,0,0,0,0

17,04:00-04:15,25.278575,0.000000,33.227693,118.681900,0.000000,88.292400,0.000000,10.595088,9.712068,98.609175,0.000000,0.000000,0.000000,0.000000,7.677600,0.000000,0.000000,48.714372,570.454221,0.000000,456.265372,8.516378,0.067179,36.693554,0.000000,6.258012,0.000000,9.287823,0.000000,0.973030,72.486141,12.987140,330.376725,9.682413,15.429077,0.000000,26.242709,0.000000,0.000000,0.000000,19.750626,41.938890,9.597000,0.000000,0.000000,0.000000,89.792987,113.364562,141.326286,0.00,31.521155,0.000000,0,0,0,0,0

18,04:15-04:30,25.278575,0.000000,33.227693,118.681900,0.000000,88.292400,0.000000,10.595088,9.712068,98.609175,0.000000,0.000000,0.000000,0.000000,7.677600,0.000000,0.000000,48.714372,568.534821,0.000000,421.308300,8.516378,0.067179,36.693554,0.000000,6.258012,0.000000,9.287823,0.000000,0.973030,72.486141,12.987140,330.376725,9.682413,17.206482,0.000000,26.242709,0.000000,0.000000,0.000000,19.750626,41.938890,9.597000,0.000000,0.000000,0.000000,89.792987,113.364562,141.326286,0.00,31.521155,0.000000,0,0,0,0,0

19,04:30-04:45,25.278575,0.000000,39.671241,118.681900,0.000000,88.292400,0.000000,10.595088,9.712068,98.609175,0.000000,0.000000,0.000000,0.000000,7.677600,0.000000,0.000000,48.714372,622.661901,0.000000,395.396400,8.516378,0.067179,36.693554,13.419485,6.258012,0.000000,9.287823,0.000000,0.973030,72.486141,17.409054,328.217400,9.682413,19.194008,0.000000,26.242709,0.000000,0.000000,0.000000,19.750626,41.938890,10.528865,0.000000,0.000000,0.000000,89.792987,113.364562,141.326286,0.00,31.521155,0.000000,0,0,0,0,0

20,04:45-05:00,25.278575,0.000000,40.681779,118.681900,0.000000,88.292400,0.000000,10.595088,9.712068,98.609175,0.000000,0.000000,0.000000,0.000000,7.677600,0.000000,0.000000,48.714372,619.015041,0.000000,431.865000,8.516378,0.067179,36.693554,26.958760,6.258012,0.000000,9.287823,0.000000,0.973030,72.486141,17.409054,328.217400,9.682413,19.194008,0.000000,26.242709,0.000000,0.000000,0.000000,19.750626,41.938890,10.528865,0.000000,0.000000,0.000000,89.792987,113.364562,141.326286,0.00,31.521155,0.000000,0,0,0,0,0

21,05:00-05:15,25.278575,0.000000,40.681779,118.681900,0.000000,88.292400,0.000000,46.618387,9.712068,98.609175,0.000000,0.000000,0.000000,0.000000,7.677600,0.000000,0.000000,48.714372,616.903701,0.000000,424.187400,8.516378,0.067179,36.693554,26.958760,6.258012,0.000000,9.287823,0.000000,0.973030,72.486141,17.409054,328.217400,30.983723,19.194008,0.000000,26.242709,0.000000,0.000000,0.000000,19.750626,41.938890,9.597000,0.000000,0.000000,0.000000,89.792987,113.364562,141.326286,0.00,31.521155,0.000000,0,0,0,0,0

22,05:15-05:30,17.909921,0.000000,40.681779,118.681900,0.000000,88.292400,14.510664,46.618387,9.712068,98.609175,0.000000,0.000000,0.000000,0.000000,7.677600,0.000000,0.000000,48.714372,609.226101,0.000000,500.963400,8.516378,0.067179,36.693554,37.529068,6.258012,0.000000,9.287823,0.000000,0.973030,72.486141,17.409054,328.217400,30.983723,19.194008,0.000000,26.242709,0.000000,0.000000,0.000000,19.750626,41.938890,9.597000,0.000000,0.000000,0.000000,89.792987,113.364562,141.326286,0.00,31.521155,0.000000,0,0,0,0,0

23,05:30-05:45,17.909921,9.597000,40.681779,118.681900,0.000000,88.292400,29.021328,10.595088,9.712068,98.609175,0.000000,0.000000,0.000000,0.000000,14.285230,0.000000,0.000000,48.714372,659.102725,0.000000,568.961298,8.516378,18.292746,36.693554,37.529068,6.258012,0.000000,9.287823,0.000000,0.973030,72.486141,17.409054,328.217400,30.983723,19.194008,0.000000,26.242709,0.000000,0.000000,0.000000,19.750626,41.938890,16.978946,0.000000,0.000000,0.000000,89.792987,113.364562,141.326286,0.00,31.521155,17.586694,0,0,0,0,0

24,05:45-06:00,17.909921,9.597000,40.681779,118.681900,0.000000,88.292400,44.801675,10.595088,9.712068,98.609175,0.000000,0.000000,0.000000,0.000000,14.285230,0.000000,0.000000,48.714372,659.102725,0.000000,626.830454,8.516378,18.292746,36.693554,37.529068,6.258012,0.000000,9.287823,0.000000,0.973030,72.486141,17.409054,328.217400,30.983723,19.194008,0.000000,26.242709,0.000000,0.000000,0.000000,19.750626,41.938890,18.041976,0.000000,0.000000,0.000000,89.792987,113.364562,141.326286,0.00,31.521155,17.586694,0,0,0,0,0

25,06:00-06:15,17.909921,9.597000,40.681779,118.681900,0.000000,88.292400,59.735567,10.595088,9.712068,98.609175,0.000000,0.000000,0.000000,0.000000,18.627777,0.000000,0.000000,48.714372,659.102725,0.000000,626.830454,8.516378,18.292746,36.693554,40.449512,6.258012,0.000000,9.287823,0.000000,0.973030,72.486141,17.409054,326.058075,10.327908,19.194008,0.000000,26.242709,0.000000,0.000000,0.000000,19.750626,41.938890,25.326579,0.000000,0.000000,0.000000,89.792987,113.364562,141.326286,0.00,31.521155,17.586694,0,0,0,0,0

26,06:15-06:30,17.909921,9.597000,40.681779,118.681900,0.000000,88.292400,59.735567,10.595088,9.712068,98.609175,0.000000,0.000000,0.000000,0.000000,18.627777,0.000000,0.000000,48.714372,659.102725,0.000000,626.830454,8.516378,18.292746,36.693554,40.449512,18.869046,0.000000,9.287823,0.000000,0.973030,72.486141,17.409054,326.058075,10.327908,19.194008,0.000000,26.242709,0.000000,0.000000,0.000000,19.750626,41.938890,25.326579,0.000000,0.000000,0.000000,89.792987,113.364562,141.326286,0.00,31.521155,17.586694,0,0,0,0,0

27,06:30-06:45,17.909921,9.597000,40.681779,118.681900,0.000000,88.292400,59.735567,10.595088,9.712068,98.609175,0.000000,0.000000,0.000000,0.000000,18.627777,0.000000,0.000000,48.714372,659.102725,0.000000,626.830454,8.516378,18.292746,36.693554,40.449512,18.869046,0.000000,9.287823,0.000000,0.973030,72.486141,17.409054,326.058075,10.327908,19.194008,0.000000,26.242709,0.000000,0.000000,0.000000,19.750626,40.777653,25.326579,0.000000,0.000000,0.000000,89.792987,113.364562,141.326286,0.00,31.521155,17.586694,0,0,0,0,0

28,06:45-07:00,17.909921,9.597000,40.681779,118.681900,0.000000,88.292400,47.159658,10.595088,9.712068,98.609175,0.000000,0.000000,0.000000,0.000000,18.627777,0.000000,0.000000,48.714372,659.102725,0.000000,626.830454,8.516378,18.292746,36.693554,40.449512,18.869046,0.000000,9.287823,0.000000,0.973030,72.486141,17.409054,326.058075,10.327908,19.194008,0.000000,26.242709,0.000000,0.000000,0.000000,19.750626,40.777653,25.326579,0.000000,0.000000,0.000000,89.792987,113.364562,141.326286,0.00,31.521155,17.586694,0,0,0,0,0

29,07:00-07:15,17.909921,9.597000,40.681779,118.681900,0.000000,88.292400,47.159658,46.618387,9.712068,98.609175,0.000000,0.000000,0.000000,0.000000,15.815760,0.000000,0.000000,48.714372,659.102725,0.000000,626.830454,8.516378,18.292746,36.693554,40.449512,18.869046,0.000000,9.287823,0.000000,0.973030,72.486141,17.409054,326.058075,10.327908,19.194008,0.000000,26.242709,0.000000,0.000000,0.000000,19.750626,40.777653,20.813014,0.000000,0.000000,0.000000,89.792987,113.364562,131.881014,0.00,31.521155,17.586694,0,0,0,0,0

30,07:15-07:30,17.909921,9.597000,40.681779,118.681900,0.000000,88.292400,47.159658,46.618387,9.712068,98.609175,0.000000,0.000000,0.000000,0.000000,15.815760,0.000000,0.000000,48.714372,659.102725,0.000000,626.830454,8.516378,18.292746,36.693554,40.449512,6.228453,0.000000,9.287823,0.000000,0.973030,72.486141,17.409054,326.058075,10.327908,19.194008,0.000000,26.242709,0.000000,0.000000,0.000000,19.750626,40.777653,20.813014,0.000000,0.000000,0.000000,89.792987,113.364562,131.881014,0.00,31.521155,17.586694,0,0,0,0,0

31,07:30-07:45,17.909921,9.597000,40.681779,118.681900,0.000000,88.292400,29.021328,8.476070,9.712068,98.609175,0.000000,0.000000,0.000000,0.000000,15.815760,0.000000,0.000000,48.714372,659.102725,0.000000,626.830454,8.516378,18.292746,36.693554,40.449512,6.258012,0.000000,9.287823,0.000000,0.973030,66.910284,17.409054,326.058075,9.682413,19.194008,0.000000,26.242709,0.000000,0.000000,0.000000,16.929108,40.777653,20.813014,0.000000,0.000000,0.000000,89.792987,113.364562,131.881014,9.60,31.521155,17.586694,0,0,0,0,0

32,07:45:08:00,17.909921,9.597000,40.681779,118.681900,0.000000,88.292400,14.510664,8.476070,9.712068,98.609175,0.000000,0.000000,0.000000,0.000000,11.503953,0.000000,0.000000,48.714372,659.102725,0.000000,626.830454,8.516378,18.292746,36.693554,40.449512,6.258012,0.000000,9.287823,0.000000,0.973030,66.910284,17.409054,326.058075,9.682413,19.194008,0.000000,26.242709,0.000000,0.000000,0.000000,16.929108,40.777653,13.599662,0.000000,0.000000,0.000000,89.792987,113.364562,131.881014,16.31,31.521155,17.586694,0,0,0,0,0

33,08:00-08:15,17.909921,1.199625,36.394108,118.681900,0.000000,88.292400,0.000000,8.476070,9.712068,98.609175,0.000000,0.000000,0.000000,0.000000,10.656111,0.000000,0.000000,48.714372,500.003700,0.000000,518.864204,8.516378,2.641486,36.693554,40.410088,6.258012,0.000000,9.287823,0.000000,0.973030,66.910284,12.067940,323.898750,9.682413,19.194008,0.000000,26.242709,0.000000,0.000000,0.000000,16.929108,41.938890,10.271464,0.000000,0.000000,0.000000,89.792987,113.364562,131.881014,29.56,31.521155,3.836663,0,0,0,0,0

34,08:15-08:30,17.909921,0.000000,40.681779,118.681900,0.000000,88.292400,0.000000,8.476070,9.712068,98.609175,0.000000,0.000000,0.000000,0.000000,10.656111,0.000000,0.000000,48.714372,486.960321,0.000000,401.414344,8.516378,0.067179,36.693554,37.908150,6.258012,0.000000,9.287823,0.000000,0.973030,66.910284,17.409054,323.898750,9.682413,19.194008,0.000000,26.242709,0.000000,0.000000,0.000000,16.929108,41.938890,10.271464,0.000000,0.000000,0.000000,89.792987,113.364562,131.881014,47.12,31.521155,0.000000,0,0,0,0,0

35,08:30-08:45,17.909921,0.000000,40.681779,118.681900,0.000000,88.292400,0.000000,8.476070,9.712068,98.964737,0.000000,0.000000,0.000000,0.000000,9.182089,0.000000,0.000000,48.714372,470.645421,0.000000,375.367461,8.516378,0.067179,36.693554,25.777542,6.258012,0.000000,9.287823,0.000000,0.973030,66.910284,17.409054,321.739425,10.327908,19.194008,0.000000,26.242709,0.000000,0.000000,0.000000,16.929108,41.938890,10.271464,0.000000,0.000000,0.000000,89.792987,113.364562,131.881014,60.94,31.521155,0.000000,0,0,0,0,0

36,08:45:09:00,17.909921,0.000000,40.681779,118.681900,0.000000,88.292400,0.000000,8.476070,9.712068,98.969062,0.000000,0.000000,0.000000,0.000000,9.182089,0.000000,0.000000,48.714372,451.451421,0.000000,365.770461,8.516378,0.067179,36.693554,25.777542,6.258012,0.000000,9.287823,0.000000,0.973030,66.910284,17.409054,321.739425,10.327908,19.194008,0.000000,26.242709,0.000000,0.000000,0.000000,16.929108,41.938890,10.271464,0.000000,0.000000,0.000000,89.792987,113.364562,131.881014,74.76,31.521155,0.000000,0,0,0,0,0

37,09:00:09:15,17.909921,0.000000,40.681779,118.681900,0.000000,88.292400,0.000000,46.618387,9.712068,98.969062,0.000000,0.000000,0.000000,0.000000,9.182089,0.000000,0.000000,48.714372,448.572321,0.000000,343.446913,8.516378,0.067179,36.693554,25.777542,6.258012,0.000000,9.287823,0.000000,0.000000,66.910284,17.409054,321.739425,10.327908,19.194008,0.000000,26.242709,0.000000,0.000000,0.000000,16.929108,41.938890,10.271464,0.000000,0.000000,0.000000,89.792987,113.364562,131.881014,19.77,31.521155,0.000000,0,0,0,0,0

38,09:15-09:30,17.909921,0.000000,40.681779,118.681900,0.000000,88.292400,0.000000,46.618387,9.712068,98.969062,0.000000,0.000000,0.000000,0.000000,9.182089,0.000000,0.000000,48.714372,460.422007,0.000000,384.964461,8.516378,0.067179,36.693554,13.419485,6.258012,0.000000,9.287823,0.000000,0.000000,66.910284,17.409054,321.739425,10.327908,19.194008,0.000000,26.242709,0.000000,0.000000,0.000000,16.929108,41.938890,10.271464,0.000000,0.000000,0.000000,89.792987,113.364562,131.881014,30.45,31.521155,0.000000,0,0,0,0,0

39,09:30-09:45,17.909921,0.000000,40.681779,118.681900,0.000000,88.292400,0.000000,8.476070,9.712068,98.969062,0.000000,0.000000,0.000000,0.000000,9.175846,0.000000,0.000000,48.714372,497.517021,0.000000,404.158461,8.516378,0.067179,36.693554,13.419485,6.258012,0.000000,9.287823,0.000000,0.000000,61.334427,17.409054,321.739425,30.983723,19.194008,0.000000,26.242709,0.000000,0.000000,0.000000,16.929108,41.938890,10.271464,0.000000,0.000000,0.000000,89.792987,113.364562,131.881014,42.80,31.521155,0.000000,0,0,0,0,0

40,09:45-10:00,17.909921,0.000000,40.681779,118.681900,0.000000,88.292400,0.000000,8.476070,9.712068,98.969062,0.000000,0.000000,0.000000,0.000000,9.175846,0.000000,0.000000,48.714372,514.791621,0.000000,462.018774,8.516378,0.067179,36.693554,0.000000,6.258012,0.000000,9.287823,0.000000,0.000000,61.334427,17.409054,321.739425,30.983723,19.194008,0.000000,26.242709,0.000000,0.000000,0.000000,16.929108,41.938890,10.271464,0.000000,0.000000,0.000000,89.792987,113.364562,131.881014,53.84,31.521155,0.000000,0,0,0,0,0

41,10:00-10:15,17.909921,0.000000,40.681779,118.681900,0.000000,88.292400,0.000000,10.595088,9.712068,98.969062,0.000000,0.000000,0.000000,0.000000,9.021180,0.000000,0.000000,48.714372,526.308021,0.000000,500.406774,8.516378,0.067179,36.693554,0.000000,6.258012,0.000000,9.287823,0.000000,0.000000,61.334427,17.409054,321.739425,30.983723,18.774415,0.000000,26.242709,0.000000,0.000000,0.000000,16.929108,41.938890,9.520224,0.000000,0.000000,0.000000,89.792987,113.364562,131.881014,61.32,31.521155,0.000000,0,0,0,0,0

42,10:15-10:30,17.909921,0.000000,40.681779,118.681900,0.000000,88.292400,0.000000,10.595088,9.712068,98.969062,0.000000,0.000000,0.000000,0.000000,9.021180,0.000000,0.000000,48.714372,534.945321,0.000000,529.197774,8.516378,0.067179,36.693554,0.000000,6.258012,0.000000,9.287823,0.000000,0.000000,61.334427,17.409054,321.739425,30.983723,19.194008,0.000000,26.242709,0.000000,0.000000,0.000000,16.929108,41.938890,9.520224,0.000000,0.000000,0.000000,89.792987,113.364562,131.881014,64.01,31.521155,0.000000,0,0,0,0,0

43,10:30-10:45,17.909921,0.000000,40.681779,118.681900,0.000000,88.292400,0.000000,8.476070,9.712068,98.969062,0.000000,0.000000,0.000000,0.000000,9.021180,0.000000,0.000000,48.714372,515.751321,0.000000,519.600774,8.516378,0.067179,36.693554,0.000000,6.258012,0.000000,9.287823,0.000000,0.000000,61.334427,17.409054,323.754795,12.909884,18.029460,0.000000,26.242709,0.000000,0.000000,0.000000,16.929108,41.938890,9.520224,0.000000,0.000000,0.000000,99.971949,113.364562,131.881014,72.94,31.521155,0.000000,0,0,0,0,0

44,10:45-11:00,17.909921,0.000000,40.681779,118.681900,0.000000,88.292400,0.000000,8.476070,9.712068,98.969062,0.000000,0.000000,0.000000,0.000000,9.021180,0.000000,0.000000,48.714372,525.348321,0.000000,543.593274,8.516378,0.067179,36.693554,0.000000,6.258012,0.000000,9.287823,0.000000,0.000000,61.334427,17.409054,323.898750,10.327908,17.371469,0.000000,26.242709,0.000000,0.000000,0.000000,16.929108,41.938890,9.520224,0.000000,0.000000,0.000000,99.971949,113.364562,131.881014,70.06,31.521155,0.000000,0,0,0,0,0

45,11:00-11:15,17.909921,0.000000,40.681779,118.681900,0.000000,88.292400,0.000000,15.892632,9.712068,98.969062,0.000000,0.000000,0.000000,0.000000,9.021180,0.000000,0.000000,48.714372,553.179621,0.000000,548.391774,8.516378,0.067179,36.693554,0.000000,6.258012,0.000000,9.287823,0.000000,0.000000,61.334427,17.409054,326.813839,10.327908,19.194008,0.000000,26.242709,0.000000,0.000000,0.000000,16.929108,41.938890,9.520224,0.000000,0.000000,0.000000,99.971949,113.364562,131.881014,89.92,31.521155,0.000000,0,0,0,0,0

46,11:15-11:30,17.909921,0.000000,40.681779,118.681900,0.000000,88.292400,0.000000,15.892632,9.712068,98.969062,0.000000,0.000000,0.000000,0.000000,9.021180,0.000000,0.000000,48.714372,553.179621,0.000000,575.738426,8.516378,0.067179,36.693554,0.000000,6.258012,0.000000,9.287823,0.000000,0.000000,61.334427,17.409054,327.137738,10.327908,18.321530,0.000000,26.242709,0.000000,0.000000,0.000000,16.929108,41.938890,9.520224,0.000000,0.000000,0.000000,99.971949,113.364562,131.881014,89.92,31.521155,0.000000,0,0,0,0,0

