Block,Time,NLCTS2EXP,PARBATI3,RIHAND3,SASAN,SIMHST2,ANTA_GF,AURY_CRF,AURY_LF,CHAMERA2,DHAULIGNGA,KGSU3AND4,KKNP,TANAKPUR,TANDA2,TelanganaSTPP,UNCHAHAR1,URI,URI2,VALLURNTECL,ANTA_CRF,ANTA_LF,ANTA_RF,DADRI_RF,DADRT2,JHAJJAR,NAPP,RAMPUR,RAPPB,RAPPC,TALA,AURY_GF,AURY_RF,DADRI_LF,CHAMERA3,DULHASTI,KGSU1AND2,KKNPPU2,NJPC,DADRI_GF,FSTPP I & II,KHSTPP-I,KUDGI,MAPS,NLCEXP,RAPPD,RIHAND2,RSTPSU1TO6,UNCHAHAR3,KHSTPP-II,KOLDAM,NTPL,SIMHST1,SINGRAULI_HYDRO,BSIUL,KISHANGANGA,KOTESHWR,NLCIIST1,RSTPSU7,SINGRAULI,TALST2,UNCHAHAR4,DADRI_CRF,BRBCL,CHAMERA1,NLCIIST2,NNTPP,PARBATI2,RIHAND1,SALAL,SEWA2,TEHRI,TEHRIPSP,UNCHAHAR2
55,13:30-13:45,0,4.3,132.37,418.77,0,0,0,0,16.3,0,0,0,3.45,7.07,0,21.83,52.99,38.16,0,0,0,49.3,76.69,628.08,670.85,25.29,3.33,0,68.73,8.23,0,78.23,0,11.69,59.56,0,0,83.12,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,6.03,99.81,38.35,0,0,0,45.62

56,13:45-14:00,0,4.3,132.37,418.77,0,0,0,0,16.3,0,0,0,3.45,7.07,0,21.83,52.99,38.16,0,0,0,49.3,76.69,628.08,670.85,25.29,3.33,0,68.73,8.23,0,78.23,0,11.69,59.56,0,0,83.12,0,18.2,45.83,0,0,0,26.14,126.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,6.03,99.81,38.35,0,0,0,45.62

57,14:00-14:15,0,4.3,92.37,418.77,0,0,0,0,16.3,0,0,0,3.45,7.07,0,21.83,51.89,38.16,0,0,0,48.64,76.69,428.98,670.85,25.29,3.33,0,68.73,6.33,0,78.23,0,11.69,59.56,0,0,83.12,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,6.03,64.81,38.35,0,0,0,45.62

58,14:15-14:30,0,4.3,92.37,418.77,0,0,0,0,16.3,0,0,0,3.45,7.07,0,21.83,51.89,38.16,0,0,0,48.64,76.69,428.98,670.85,25.29,3.33,0,68.73,6.33,0,78.23,0,11.69,59.56,0,0,83.12,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,6.03,64.81,38.35,0,0,0,45.62

59,14:30-14:45,0,4.3,92.37,418.77,0,0,0,0,32.6,0,0,0,2.05,7.07,0,21.83,51.89,38.16,0,0,0,48.64,76.69,428.98,670.85,25.29,3.33,0,68.73,6.33,0,78.23,0,11.69,59.56,0,0,83.12,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,6.03,64.81,38.35,0,0,0,45.62

60,14:45-15:00,0,4.3,92.37,418.77,0,0,0,0,32.6,0,0,0,2.05,7.07,0,21.83,51.89,38.16,0,0,0,48.64,76.69,428.98,670.85,25.29,3.33,0,68.73,6.33,0,78.23,0,11.69,59.56,0,0,83.12,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,6.03,64.81,38.35,0,0,0,45.62

61,15:00-15:15,0,4.3,92.37,418.77,0,0,0,0,32.6,0,0,0,2.05,7.07,0,21.83,51.89,38.16,0,0,0,48.64,76.69,428.98,670.85,25.29,3.33,0,68.73,6.33,0,78.23,0,23.37,59.56,0,0,83.12,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,6.03,64.81,38.35,0,0,0,45.62

62,15:15-15:30,0,4.3,92.37,418.77,0,0,0,0,32.6,0,0,0,2.05,7.07,0,21.83,51.89,38.16,0,0,0,48.64,76.69,428.98,670.85,25.29,3.33,0,68.73,6.33,0,78.23,0,23.37,59.56,0,0,83.12,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,6.03,64.81,38.35,0,0,0,45.62

63,15:30-15:45,0,3.08,92.37,418.77,0,0,0,0,32.6,10.97,0,0,3.45,7.07,0,21.83,51.89,38.16,0,0,0,48.64,76.69,428.98,670.85,25.29,3.33,0,68.73,3.23,0,78.23,0,23.37,59.56,0,0,83.12,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,6.03,64.81,38.35,0,0,0,45.62

64,15:45-16:00,0,3.08,92.37,418.77,0,0,0,0,32.6,10.97,0,0,3.45,7.07,0,21.83,51.89,38.16,0,0,0,48.64,76.69,428.98,670.85,25.29,3.33,0,68.73,3.23,0,78.23,0,23.37,59.56,0,0,83.12,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,6.03,64.81,38.35,0,0,0,45.62

65,16:00-16:15,0,0,92.37,418.77,0,0,0,0,32.6,10.97,0,0,3.45,7.07,0,21.83,51.89,38.16,0,0,0,47.989999999999995,76.69,436.5,670.85,25.29,3.33,0,68.73,3.23,0,78.23,0,23.37,59.56,0,0,83.12,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,6.03,64.81,38.35,0,0,0,45.62

66,16:15-16:30,0,0,92.37,418.77,0,0,0,0,32.6,10.97,0,0,3.45,7.07,0,21.83,51.89,38.16,0,0,0,47.989999999999995,76.69,441.29,670.85,25.29,3.33,0,68.73,3.23,0,78.23,0,23.37,59.56,0,0,83.12,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,0,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,6.03,64.81,38.35,0,0,0,45.62

67,16:30-16:45,0,0,92.37,418.77,0,0,0,0,48.9,10.97,0,0,3.45,7.07,0,21.83,51.89,38.16,0,0,0,47.32,76.69,447.04,670.85,25.29,3.33,0,68.73,1.47,0,78.23,0,23.37,59.56,0,0,83.12,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,0,0,0,1.16,13.04,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,6.03,64.81,38.35,0,0,0,45.62

68,16:45-17:00,0,0,92.37,418.77,0,0,0,0,48.9,10.97,0,0,3.45,7.07,0,21.83,51.89,38.16,0,0,0,47.32,76.69,454.15,670.85,25.29,3.33,0,68.73,1.47,0,78.23,0,23.37,59.56,0,0,83.12,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,0,0,0,1.16,13.04,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,6.03,64.81,38.35,0,9.41,49.91,45.62

69,17:00-17:15,0,0,92.37,418.77,0,0,0,0,48.9,10.97,0,0,3.45,7.07,0,21.83,51.89,38.16,0,0,0,47.32,76.69,458.15,670.85,25.29,3.33,0,68.73,1.47,0,78.23,0,23.37,59.56,0,0,83.12,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,1.96,0,0,1.16,13.04,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,6.03,64.81,38.35,0,9.41,49.91,45.62

70,17:15-17:30,0,0,92.37,418.77,0,0,0,0,48.9,10.97,0,0,3.45,7.07,0,21.83,51.89,38.16,0,0,0,47.32,76.69,468.59,670.85,25.29,3.33,0,68.73,1.47,0,78.23,0,23.37,59.56,0,0,83.12,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,3.91,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,6.03,64.81,38.35,0,9.41,49.91,45.62

71,17:30-17:45,0,0,92.37,418.77,0,0,0,0,48.9,10.97,0,0,8.33,7.07,0,21.83,51.89,38.16,0,0,0,47.32,76.69,481.42,670.85,25.29,3.33,0,68.73,1.47,0,78.23,0,35.09,59.56,0,0,83.12,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,5.87,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,0,0,0,6.03,64.81,53.45,6.31,18.82,49.91,45.62

72,17:45-18:00,0,0,92.37,418.77,0,0,0,0,48.9,10.97,0,0,8.33,7.07,0,21.83,51.89,38.16,0,0,0,47.32,65.73,490.85,670.85,25.29,3.33,0,68.73,1.47,0,78.22,0,35.09,59.56,0,0,83.12,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,7.83,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,14.05,0,0,6.03,64.81,85.41,6.31,18.82,49.91,45.62

73,18:00-18:15,0,0,92.37,418.77,0,0,0,0,48.9,10.97,0,0,6.27,7.07,0,21.83,51.89,38.16,0,0,0,47.32,76.68,490.85,670.85,25.29,4.44,0,68.73,0,0,78.22,0,35.09,59.56,0,0,110.82,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,9.37,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,28.1,0,0,15.08,64.81,85.41,12.62,18.82,49.91,45.62

74,18:15-18:30,0,4.3,92.37,418.77,0,0,0,0,48.9,10.97,0,0,6.27,7.07,0,21.83,51.89,38.16,0,0,0,47.32,76.68,490.85,670.85,25.29,4.44,0,68.73,0,0,78.22,0,35.09,59.56,0,0,110.82,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,9.69,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3.98,0,20,28.1,0,0,15.08,64.81,85.41,18.93,18.82,49.91,45.62

75,18:30-18:45,0,16.9,92.37,418.77,0,0,0,0,48.9,21.95,0,0,6.27,6.62,0,21.83,51.89,38.16,0,0,0,47.32,76.68,490.85,670.85,25.29,5.55,0,68.73,0,0,78.22,0,35.09,59.56,0,0,138.54,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,9.69,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,3,0,20,28.1,0,0,22.62,64.81,85.41,18.93,18.82,49.91,45.1

76,18:45-19:00,0,19.98,92.37,418.77,0,0,0,0,48.9,21.95,0,0,6.27,6.61,0,21.83,51.89,38.16,0,0,0,47.32,76.68,490.85,670.85,25.29,5.55,0,68.73,0,0,78.22,0,35.09,59.56,0,0,138.54,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,9.69,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,2.93,0,20,28.1,0,0,30.16,64.81,85.41,18.93,18.82,49.91,45.11

77,19:00-19:15,0,13.84,92.37,418.77,0,0,0,0,48.9,32.89,0,0,6.27,6.62,0,21.83,51.89,38.16,0,0,0,47.6,76.68,490.85,670.85,25.29,6.66,0,68.73,0,0,78.22,0,35.09,59.56,0,0,166.24,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,10.65,0,0,1.16,6.52,8.71,7.54,0,0,155.58,0,2.41,0,20,42.15,0,0,37.7,64.81,85.41,18.93,28.23,49.91,45.11

78,19:15-19:30,0,78.97,92.37,418.77,0,0,0,0,51.47,43.85,0,0,6.27,6.61,0,21.83,51.89,40.23,0,0,0,47.6,76.68,490.85,670.85,25.29,7.22,0,68.73,0,0,78.22,0,36.89,59.61,0,0,182.87,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,10.65,0,0,1.16,20.46,8.87,11.6,0,0,155.58,0,2.39,0,20,42.97,0,0,45.24,64.81,66.82,20.12,28.23,49.91,45.1

79,19:30-19:45,0,78.97,92.37,418.77,0,0,0,0,51.47,43.85,0,0,1.41,6.61,0,21.83,51.89,40.23,0,0,0,47.99,76.68,490.85,670.85,25.29,7.22,0,68.73,0,0,78.22,0,36.89,59.61,0,0,182.87,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,10.65,0,0,1.16,20.46,8.87,11.6,0,0,155.58,0,2.4,0,20,42.97,0,0,45.24,64.81,66.82,20.12,28.23,49.91,45.11

80,19:45-20:00,0,78.97,92.37,418.77,0,0,0,0,51.47,43.85,0,0,1.41,6.61,0,21.83,51.89,40.23,0,0,0,47.99,76.68,490.85,670.85,25.29,7.22,0,68.73,0,0,78.22,0,36.89,59.61,0,0,182.87,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,10.65,0,0,1.16,20.46,8.87,11.6,0,0,155.58,0,2.41,0,20,42.97,0,0,45.24,64.81,66.82,20.12,28.23,49.91,45.1

81,20:00-20:15,0,78.97,92.37,418.77,0,0,0,0,51.47,43.85,0,0,1.41,6.61,0,21.83,51.89,40.23,0,0,0,47.99,76.68,550.85,670.85,25.29,7.22,0,68.73,0,0,78.22,0,36.89,59.61,0,0,182.87,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,10.65,0,0,1.16,20.46,8.87,11.6,0,0,155.58,0,2.42,0,20,42.97,0,0,45.24,64.81,66.82,20.12,28.23,49.91,45.1

82,20:15-20:30,0,78.97,92.37,418.77,0,0,0,0,51.47,43.85,0,0,1.41,6.61,0,21.83,51.89,40.23,0,0,0,47.99,76.68,550.85,670.85,25.29,7.22,0,68.73,0,0,78.22,0,36.89,59.61,0,0,182.87,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,10.65,0,0,1.16,20.46,8.87,11.6,0,0,155.58,0,2.4,0,20,42.97,0,0,45.24,64.81,66.82,20.12,28.23,49.91,45.11

83,20:30-20:45,0,78.97,92.37,418.77,0,0,0,0,51.47,43.85,0,0,1.41,6.61,0,21.83,51.89,40.23,0,0,0,47.99,76.68,550.85,670.85,25.29,7.22,0,68.73,0,0,78.22,0,36.89,59.61,0,0,182.87,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,10.65,0,0,1.16,20.46,8.87,11.6,0,0,155.58,0,2.4,0,20,42.97,0,0,59.72,64.81,66.82,20.12,28.23,49.91,45.1

84,20:45-21:00,0,78.97,92.37,418.77,0,0,0,0,51.47,43.85,0,0,1.41,6.61,0,21.83,51.89,40.23,0,0,0,47.99,76.68,550.85,670.85,25.29,7.22,0,68.73,0,0,78.22,0,36.89,59.61,0,0,182.87,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,10.65,0,0,1.16,20.46,8.87,11.6,0,0,155.58,0,2.4,0,20,42.97,0,0,59.72,64.81,66.82,20.12,28.23,49.91,45.1

85,21:00-21:15,0,78.97,92.37,418.77,0,0,0,0,51.47,43.85,0,0,1.41,6.61,0,21.83,51.89,40.23,0,0,0,48.64,76.68,550.85,670.85,25.29,7.22,0,68.73,0,0,78.22,0,36.89,59.61,0,0,182.87,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,10.65,0,0,1.16,20.46,8.87,11.6,0,0,155.58,0,2.39,0,20,42.97,0,0,59.72,64.81,66.82,20.12,28.23,49.91,45.1

86,21:15-21:30,0,13.84,92.37,418.77,0,0,0,0,48.9,43.85,0,0,1.41,6.61,0,21.83,51.89,38.16,0,0,0,48.64,76.68,550.85,670.85,25.29,7.04,0,68.73,0,0,78.22,0,35.09,59.61,0,0,181.16,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,10.65,0,0,1.16,6.52,8.71,10.44,0,0,155.58,0,2.4,0,20,42.15,0,0,30.16,64.81,66.82,18.93,28.23,49.91,45.12

87,21:30-21:45,0,15.37,92.37,418.77,0,0,0,0,48.9,43.85,0,0,1.41,6.61,0,21.83,51.89,38.16,0,0,0,48.64,76.68,550.85,670.85,25.29,7.04,0,68.73,2.06,0,78.22,0,35.09,59.61,0,0,181.16,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,10.65,0,0,1.16,6.52,8.71,10.44,0,0,155.58,0,2.42,0,20,42.15,0,0,30.16,64.81,66.82,18.93,28.23,49.91,45.11

88,21:45-22:00,0,78.97,92.37,418.77,0,0,0,0,51.47,43.85,0,0,1.41,6.61,0,21.83,51.89,40.23,0,0,0,48.64,76.68,550.85,670.85,25.29,7.22,0,68.73,2.06,0,78.22,0,36.89,59.61,0,0,182.87,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,10.65,0,0,1.16,20.46,8.87,11.6,0,0,155.58,0,2.4,0,20,42.97,0,0,59.72,64.81,66.82,20.12,28.23,49.91,45.1

89,22:00-22:15,0,78.97,92.37,418.77,0,0,0,0,51.47,43.85,0,0,1.41,6.61,0,21.83,51.89,40.23,0,0,0,48.91,76.68,550.85,670.85,25.29,7.22,0,68.73,2.06,0,78.22,0,36.89,59.61,0,0,182.87,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,10.65,0,0,1.16,20.46,8.87,11.6,0,0,155.58,0,2.39,0,20,42.97,0,0,59.72,64.81,66.82,20.12,28.23,49.91,45.1

90,22:15-22:30,0,78.97,92.37,418.77,0,0,0,0,51.47,43.85,0,0,1.41,6.61,0,21.83,51.89,40.23,0,0,0,48.91,76.68,550.85,670.85,25.29,7.22,0,68.73,2.06,0,78.22,0,36.89,59.61,0,0,182.87,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,10.65,0,0,1.16,20.46,8.87,11.6,0,0,155.58,0,2.42,0,20,42.97,0,0,59.72,64.81,66.82,20.12,28.23,49.91,45.1

91,22:30-22:45,0,78.97,92.37,418.77,0,0,0,0,51.47,43.85,0,0,1.41,6.61,0,21.83,51.89,40.23,0,0,0,48.91,76.68,550.85,670.85,25.29,7.22,0,68.73,4.41,0,78.22,0,36.89,59.61,0,0,182.87,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,10.65,0,0,1.16,20.46,8.87,11.6,0,0,155.58,0,2.43,0,20,42.97,0,0,59.72,64.81,66.82,20.12,28.23,49.91,45.1

92,22:45-23:00,0,39.96,92.37,418.77,0,0,0,0,48.9,43.85,0,0,1.41,6.67,0,21.83,51.89,38.16,0,0,0,48.91,76.68,550.85,670.85,25.29,6.66,0,68.73,4.41,0,78.22,0,35.09,59.56,0,0,166.24,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,10.65,0,0,1.16,6.52,8.71,10.44,0,0,155.58,0,2.48,0,20,42.15,0,0,37.7,64.81,66.82,18.93,28.23,49.91,45.12

93,23:00-23:15,0,39.96,92.37,418.77,0,0,0,0,48.9,43.85,0,0,1.41,6.87,0,21.83,51.89,38.16,0,0,0,49.3,76.68,550.85,670.85,25.29,5.55,0,68.73,4.41,0,78.22,0,35.09,59.56,0,0,138.54,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,10.65,0,0,1.16,6.52,8.71,10.44,0,0,155.58,0,3.98,0,20,42.15,0,0,37.7,64.81,66.82,12.62,28.23,49.91,45.12

94,23:15-23:30,0,39.96,92.37,418.77,0,0,0,0,48.9,43.85,0,0,1.41,6.87,0,21.83,51.89,38.16,0,0,0,49.3,76.68,550.85,670.85,25.29,5.55,0,68.73,4.41,0,78.22,0,35.09,59.56,0,0,138.54,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,10.65,0,0,1.16,6.52,8.71,10.44,0,0,155.58,0,3.98,0,20,42.15,0,0,37.7,64.81,66.82,12.62,28.23,49.91,45.12

95,23:30-23:45,0,39.96,92.37,418.77,0,0,0,0,48.9,43.85,0,0,1.41,6.87,0,21.83,51.89,38.16,0,0,0,49.3,76.68,550.85,670.85,25.29,4.44,0,68.73,4.41,0,78.22,0,35.09,59.56,0,0,110.82,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,10.65,0,0,1.16,6.52,8.71,10.44,0,0,155.58,0,3.98,0,20,42.15,0,0,45.24,64.81,66.82,12.62,28.23,49.91,45.12

96,23:45-24:00,0,39.96,92.37,418.77,0,0,0,0,48.9,43.85,0,0,1.41,6.87,0,21.83,51.89,38.16,0,0,0,49.3,76.68,550.85,670.85,25.29,4.44,0,68.73,4.41,0,78.22,0,35.09,59.56,0,0,110.82,0,18.2,45.83,0,0,0,26.14,96.8,0,27.99,148.3,10.65,0,0,1.16,6.52,8.71,10.44,0,0,155.58,0,3.98,0,20,42.15,0,0,45.24,64.81,66.82,12.62,28.23,49.91,45.12

