Block,Time Block,RSTPSU1TO6,RSTPSU7,NLCTS2EXP,BRBCL,BSIUL,TANAKPUR,SASAN,SIMHST1,SINGRAULI_HYDRO,SIMHST2,TALST2,TALA,SALAL,SEWA2,SINGRAULI,TANDA2,CHAMERA2,DHAULIGNGA,FSTPP I & II,DADRT2,DULHASTI,KGSU1AND2,CHAMERA3,JHAJJAR,CHAMERA1,KOLDAM,KISHANGANGA,KUDGI,KHSTPP-I,MAPS,KGSU3AND4,KHSTPP-II,KKNP,KOTESHWR,KKNPPU2,NAPP,NLCIIST2,NLCEXP,NLCIIST1,NJPC,ANTA_CRF,AURY_GF,URI2,UNCHAHAR3,AURY_CRF,ANTA_LF,UNCHAHAR2,URI,ANTA_RF,ANTA_GF,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,TelanganaSTPP,TEHRI,RIHAND3,RIHAND1,PARBATI2,RAPPB,RAMPUR,PARBATI3,RAPPC,RIHAND2,NTPL,NNTPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,0,0,0,19.25,12.55,1.72,402.98,0,0.94,0,0,0,38.58,0,144.59,3.84,0,0,8.82,287.37,38.13,0,0,124.65,0,0,8.24,0,29.99,0,0,95.52,0,10.02,0,24.76,0,0,0,48.44,0,0,36.29,16.01,0,0,16.15,46.74,0,0,12.97,0,1.19,0,0,0,0,0,0,0,0,125.82,44.73,10.82,0,1.91,4.13,66.65,119.84,0,0,0,0,0,0,0

58,14:15-14:30,0,0,0,19.25,12.55,1.72,402.98,0,0.94,0,0,0,38.58,0,144.59,3.84,0,0,8.82,287.37,38.13,0,0,124.65,0,0,8.24,0,29.99,0,0,95.52,0,10.02,0,24.76,0,0,0,48.44,0,0,36.29,16.01,0,0,16.15,46.74,0,0,12.97,0,1.19,0,0,0,0,0,0,0,0,125.82,44.73,10.82,0,1.91,4.13,66.65,119.84,0,0,0,0,0,0,0

59,14:30-14:45,0,0,0,19.25,12.55,0,402.98,0,0.94,0,0,0,38.58,0,144.59,3.84,0,0,8.82,287.37,38.13,0,0,124.65,0,0,8.24,0,29.99,0,0,110.6,0,10.02,0,24.76,0,0,0,48.44,0,0,36.29,16.01,0,0,16.15,46.74,0,0,12.97,0,1.19,0,0,0,0,0,0,0,0,125.82,44.73,10.82,0,1.91,4.13,66.65,119.84,0,0,0,0,0,0,0

60,14:45-15:00,0,0,0,19.25,12.55,0,402.98,0,0.94,0,0,0,38.58,0,144.59,3.84,0,0,8.82,287.37,38.13,0,0,143.89,0,0,8.24,0,29.99,0,0,110.6,0,10.02,0,24.76,0,0,0,48.44,0,0,36.29,16.01,0,0,16.15,46.74,0,0,12.97,0,1.19,0,0,0,0,0,0,0,0,125.82,44.73,10.82,0,1.91,4.13,66.65,119.84,0,0,0,0,0,0,0

61,15:00-15:15,0,0,0,19.25,12.55,0.49,402.98,0,0.94,0,0,0,38.58,0,144.59,3.84,0,0,8.82,287.37,57.19,0,0,143.89,0,0,8.24,0,29.99,0,0,127.63,0,10.02,0,24.76,0,0,0,48.44,0,0,36.29,16.01,0,0,16.15,50.39,0,0,12.97,0,1.19,0,0,0,0,0,0,0,0,125.82,44.73,10.82,0,1.91,4.13,66.65,119.84,0,0,0,0,0,0,0

62,15:15-15:30,0,0,0,19.25,12.55,0.49,402.98,0,0.94,0,0,0,38.58,0,144.59,3.84,0,0,8.82,287.37,57.19,0,0,143.89,0,0,8.24,0,29.99,0,0,127.79,0,10.02,0,24.76,0,0,0,48.44,0,0,36.29,16.01,0,0,16.15,50.39,0,0,12.97,0,1.19,0,0,0,0,0,0,0,0,125.82,44.73,10.82,0,1.91,4.13,66.65,119.84,0,0,0,0,0,0,0

63,15:30-15:45,0,0,0,19.25,12.55,1.23,402.98,0,0.94,0,0,0,38.58,0,144.59,3.84,0,0,8.82,287.37,57.19,0,0,192.01,0,0,8.24,0,29.99,0,0,127.79,0,10.02,0,24.76,0,0,0,48.44,0,0,36.29,16.01,0,0,15.74,50.39,0,0,12.97,0,1.19,0,0,0,0,0,0,0,0,125.82,44.73,10.82,0,1.91,4.13,66.65,119.84,0,0,0,0,0,0,0

64,15:45-16:00,0,0,0,19.25,12.55,1.23,402.98,0,0.94,0,0,0,38.58,0,144.59,3.84,0,0,8.82,287.37,57.19,0,0,192.01,0,0,8.24,0,29.99,0,0,142.23,0,10.02,0,24.76,0,0,0,48.44,0,0,36.29,16.01,0,0,15.74,50.39,0,0,12.97,0,1.19,0,0,0,0,0,0,0,0,125.82,44.73,10.82,0,1.91,4.13,66.65,119.84,0,0,0,0,0,0,0

65,16:00-16:15,0,0,0,19.25,12.55,1.23,402.98,0,0.94,0,0,0,38.58,0,144.59,4.28,0,0,13.82,342.55,57.19,0,0,192.01,0,0,8.24,0,34.6,0,0,142.23,0,10.02,0,24.76,0,0,0,48.44,0,0,36.29,16.01,0,0,20.11,47.81,0,0,12.78,0,1.55,0,0,0,0,0,0,0,12.11,125.82,44.73,10.82,0,1.91,4.13,66.65,119.84,0,0,0,0,0,0,0

66,16:15-16:30,0,0,0,19.25,12.55,1.23,402.98,0,0.94,0,0,0,38.58,0,144.59,5.11,0,0,16.01,364.36,57.19,0,0,192.01,0,0,8.24,0,42.02,0,0,142.23,0,10.02,0,24.76,0,0,0,48.44,0,0,36.29,16.01,0,0,20.11,47.81,0,0,12.78,0,2.05,0,0,0,0,0,0,0,12.11,125.82,44.73,10.82,0,1.91,4.13,66.65,119.84,0,0,0,0,0,0,0

67,16:30-16:45,0,0,0,19.25,12.55,1.23,402.98,0,0.94,0,0,0,40.25,0,144.59,5.26,0,0,16.01,364.36,57.19,0,0,192.01,0,0,8.24,0,43.81,0,0,142.23,0,10.02,0,24.76,0,0,0,48.44,0,0,36.29,16.01,0,0,20.11,47.81,0,0,12.78,0,2.06,0,0,0,0,0,0,0,24.2,125.82,44.73,7.21,0,1.91,4.13,66.65,119.84,0,0,0,0,0,0,0

68,16:45-17:00,0,0,0,19.25,12.55,1.23,402.98,0,0.94,0,0,0,76.39,0,144.59,5.26,0,0,18.69,364.36,57.19,0,0,297.86,12.16,1.69,8.24,0,43.81,0,0,142.23,0,10.02,0,24.76,0,0,0,106.36,0,0,36.29,16.01,0,0,20.11,47.81,0,0,12.78,0,2.06,0,0,0,0,0,0,0,24.2,125.82,44.73,7.21,0,4.14,4.13,66.65,119.84,0,0,0,0,0,0,0

69,17:00-17:15,0,0,0,19.25,12.55,1.72,402.98,0,0.94,0,0,0,76.39,0,144.59,5.26,0,10.52,18.69,364.36,57.19,0,0,297.86,12.16,4.58,8.24,0,43.81,0,0,142.23,0,10.02,0,24.76,0,0,0,106.36,0,0,35.82,16.01,0,0,20.11,47.81,0,0,12.78,0,2.06,0,0,0,0,0,0,0,24.2,125.82,44.73,7.21,0,4.14,4.13,66.65,119.84,0,0,0,0,0,0,0

70,17:15-17:30,0,0,0,19.25,12.55,1.72,402.98,0,0.94,0,0,0,76.39,5.98,144.59,5.26,0,10.52,18.69,364.36,57.19,0,0,297.86,23.18,5.54,8.24,0,43.81,0,0,142.23,0,10.02,0,24.76,0,0,0,106.36,0,0,35.82,16.01,0,0,20.11,47.81,0,0,12.78,0,2.06,0,0,0,0,0,0,0,36.31,125.82,44.73,7.21,0,4.14,4.13,66.65,119.84,0,0,0,0,0,0,0

71,17:30-17:45,0,0,0,19.25,6.27,1.72,402.98,0,0.94,0,0,0,76.39,5.98,144.59,5.26,0,10.52,17.51,364.36,57.19,0,0,336.35,23.18,6.87,8.24,0,43.81,0,0,142.23,0,10.02,0,24.76,0,0,0,106.36,0,0,35.82,23.65,0,0,39.72,50.39,0,0,19.48,0,2.06,0,0,0,0,0,0,0,36.31,125.82,44.73,7.21,0,4.14,4.13,66.65,119.84,0,0,0,0,0,0,0

72,17:45-18:00,0,0,0,19.25,6.27,1.72,402.98,0,0.94,0,0,0,40.25,12.12,144.59,5.26,0,10.52,17.51,434.12,57.19,0,0,480.7,37.25,9.16,8.24,0,43.81,0,0,142.23,0,10.02,0,24.76,0,0,0,106.36,0,0,35.82,23.65,0,0,39.72,50.39,0,0,19.48,0,1.59,0,0,0,0,0,0,0,36.31,125.82,44.73,7.21,0,4.14,4.13,66.65,119.84,0,0,0,0,0,0,0

73,18:00-18:15,0,0,0,19.25,6.27,1.72,402.98,0,0.94,0,0,0,38.02,12.12,144.59,5.26,0,10.52,17.51,530.99,57.19,0,0,361.35,40.56,9.16,8.24,0,43.81,0,0,142.23,0,10.02,0,24.76,0,0,0,106.36,0,0,35.82,23.65,0,0,39.72,50.39,0,0,19.48,0,1.63,0,0,0,0,0,0,0,36.31,125.82,44.73,10.82,0,4.14,8.26,66.65,119.84,0,0,0,0,0,0,0

74,18:15-18:30,0,0,0,19.25,6.27,1.72,402.98,0,0.94,0,0,0,38.02,18.17,144.59,5.26,9.49,21.04,17.51,578.96,57.19,0,0,365.33,40.56,9.16,8.24,0,43.81,0,0,142.23,0,10.02,0,24.76,0,0,0,106.36,0,0,35.82,23.65,0,0,39.72,50.39,0,0,19.48,0,1.63,0,0,0,0,0,0,0,36.31,125.82,44.73,14.42,0,4.14,12.38,66.65,119.84,0,0,0,0,0,0,0

75,18:30-18:45,0,0,0,19.25,18.82,1.72,402.98,0,0.94,0,0,0,38.02,19.31,144.59,5.26,46.9,42.07,17.51,658.32,57.19,0,11.21,377.1,40.56,9.16,8.29,0,43.81,0,0,142.23,0,11.13,0,24.76,0,0,0,106.36,0,0,38.14,23.65,0,0,39.72,48.34,0,0,19.48,0,1.63,0,0,0,0,0,0,0,36.31,125.82,44.73,27.4,0,4.14,57.51,66.65,119.84,0,0,0,0,0,0,0

76,18:45-19:00,0,0,0,19.25,18.82,1.72,402.98,0,0.94,0,0,0,38.02,19.31,144.59,5.26,46.9,42.07,17.51,658.69,57.19,0,11.21,377.1,40.56,9.16,8.29,0,43.81,0,0,142.23,0,11.13,0,24.76,0,0,0,106.36,0,0,38.14,23.65,0,0,39.72,48.34,0,0,19.48,0,1.63,0,0,0,0,0,0,0,36.31,125.82,44.73,27.4,0,4.14,57.51,66.65,119.84,0,0,0,0,0,0,0

77,19:00-19:15,0,0,0,19.25,18.82,1.72,402.98,0,0.94,0,0,0,38.02,19.31,144.59,5.26,46.9,42.07,17.51,658.72,57.19,0,11.21,377.1,40.56,9.16,8.29,0,43.81,0,0,142.23,0,11.13,0,24.76,0,0,0,106.36,0,0,38.14,23.65,0,0,39.72,48.34,0,0,19.48,0,1.63,0,0,0,0,0,0,0,36.31,125.82,44.73,27.4,0,4.14,57.51,66.65,119.84,0,0,0,0,0,0,0

78,19:15-19:30,0,0,0,19.25,18.82,1.72,402.98,0,0.94,0,0,0,38.02,19.31,144.59,5.26,46.9,42.07,17.51,658.72,57.19,0,11.21,377.1,40.56,9.16,8.29,0,43.81,0,0,142.23,0,11.13,0,24.76,0,0,0,106.36,0,0,38.14,23.65,0,0,39.72,48.34,0,0,19.48,0,1.63,0,0,0,0,0,0,0,36.31,125.82,44.73,27.4,0,4.14,57.51,66.65,119.84,0,0,0,0,0,0,0

79,19:30-19:45,0,0,0,19.25,18.82,1.72,402.98,0,0.94,0,0,0,38.02,19.31,144.59,5.26,46.9,42.07,17.51,658.72,57.19,0,22.42,377.1,40.56,9.16,8.29,0,43.81,0,0,142.23,0,11.13,0,24.76,0,0,0,106.36,0,0,35.82,23.65,0,0,39.72,48.34,0,0,19.48,0,1.63,0,0,0,0,0,0,0,36.31,125.82,44.73,27.4,0,4.14,57.51,66.65,119.84,0,0,0,0,0,0,0

80,19:45-20:00,0,0,0,19.25,18.82,1.72,402.98,0,0.94,0,0,0,38.02,19.31,144.59,5.26,46.9,42.07,17.51,658.72,57.19,0,22.42,377.1,40.56,9.16,8.29,0,43.81,0,0,142.23,0,11.13,0,24.76,0,0,0,106.36,0,0,35.82,23.65,0,0,39.72,48.34,0,0,19.48,0,1.63,0,0,0,0,0,0,0,36.31,125.82,44.73,27.4,0,4.14,57.51,66.65,119.84,0,0,0,0,0,0,0

81,20:00-20:15,0,0,0,19.25,18.82,1.72,402.98,0,0.94,0,0,0,38.02,19.31,144.59,5.26,46.9,42.07,17.51,658.72,57.19,0,22.42,409.54,40.56,9.16,8.29,0,43.81,0,0,142.23,0,11.13,0,24.76,0,0,0,106.36,0,0,35.82,23.65,0,0,39.72,48.34,0,0,19.48,0,1.63,0,0,0,0,0,0,0,36.31,125.82,44.73,27.4,0,4.14,57.51,66.65,119.84,0,0,0,0,0,0,0

82,20:15-20:30,0,0,0,19.25,18.82,1.72,402.98,0,0.94,0,0,0,38.02,19.31,144.59,5.26,46.9,42.07,17.51,658.72,57.19,0,22.42,400.59,40.56,9.16,8.29,0,43.81,0,0,142.23,0,11.13,0,24.76,0,0,0,106.36,0,0,35.82,23.65,0,0,39.72,48.34,0,0,19.48,0,1.63,0,0,0,0,0,0,0,36.31,125.82,44.73,27.4,0,4.14,57.51,66.65,119.84,0,0,0,0,0,0,0

83,20:30-20:45,0,0,0,19.25,6.27,0.24,402.98,0,0.94,0,0,0,38.02,18.17,144.59,5.26,31.27,42.07,17.51,658.73,57.19,0,22.42,298.05,40.56,9.16,8.29,0,43.81,0,0,142.23,0,10.02,0,24.76,0,0,0,106.36,0,0,35.82,23.65,0,0,39.72,48.34,0,0,19.48,0,1.63,0,0,0,0,0,0,0,36.31,125.82,44.73,14.42,0,4.14,8.84,66.65,119.84,0,0,0,0,0,0,0

84,20:45-21:00,0,0,0,19.25,6.27,0.24,402.98,0,0.94,0,0,0,38.02,18.17,144.59,5.26,31.27,21.04,17.51,658.73,57.19,0,22.42,298.05,40.56,9.16,8.29,0,43.81,0,0,142.23,0,10.02,0,24.76,0,0,0,106.36,0,0,35.82,23.65,0,0,39.72,48.34,0,0,19.48,0,1.63,0,0,0,0,0,0,0,36.31,125.82,44.73,14.42,0,4.14,7.38,66.65,119.84,0,0,0,0,0,0,0

85,21:00-21:15,0,0,0,19.25,12.55,0.24,402.98,0,0.94,0,0,0,38.02,18.17,144.59,5.26,31.27,21.04,17.51,658.73,57.19,0,22.42,298.05,40.56,9.16,8.29,0,43.81,0,0,142.23,0,10.02,0,24.76,0,0,0,106.36,0,0,35.82,23.65,0,0,39.72,48.34,0,0,19.48,0,1.63,0,0,0,0,0,0,0,36.31,125.82,44.73,14.42,0,4.14,7.38,66.65,119.84,0,0,0,0,0,0,0

86,21:15-21:30,0,0,0,19.25,12.55,0.24,402.98,0,0.94,0,0,0,38.02,18.17,144.59,5.26,31.27,21.04,17.51,658.73,57.19,0,22.42,298.05,40.56,9.16,8.29,0,43.81,0,0,142.23,0,10.02,0,24.76,0,0,0,106.36,0,0,35.82,23.65,0,0,39.72,48.34,0,0,19.48,0,1.63,0,0,0,0,0,0,0,36.31,125.82,44.73,14.42,0,4.14,8.84,66.65,119.84,0,0,0,0,0,0,0

87,21:30-21:45,0,0,0,19.25,18.82,0.24,402.98,0,0.94,0,0,0,38.02,19.31,144.59,5.26,46.9,42.07,17.51,658.72,57.19,0,33.66,355.2,40.56,9.16,8.29,0,43.81,0,0,142.23,0,11.13,0,24.76,0,0,0,106.36,0,0,35.82,23.65,0,0,39.72,48.34,0,0,19.48,0,1.63,0,0,0,0,0,0,0,36.31,125.82,44.73,27.4,0,4.14,38.34,66.65,119.84,0,0,0,0,0,0,0

88,21:45-22:00,0,0,0,19.25,18.82,0.24,402.98,0,0.94,0,0,0,38.02,19.31,144.59,5.26,46.9,42.07,17.51,658.72,57.19,0,33.66,408.57,40.56,9.16,8.29,0,43.81,0,0,142.23,0,11.13,0,24.76,0,0,0,106.36,0,0,35.82,23.65,0,0,39.72,48.34,0,0,19.48,0,1.63,0,0,0,0,0,0,0,36.31,125.82,44.73,27.4,0,4.14,38.34,66.65,119.84,0,0,0,0,0,0,0

89,22:00-22:15,0,0,0,19.25,18.82,0,402.98,0,0.94,0,0,0,38.02,19.31,144.59,5.26,46.9,42.07,17.51,658.72,57.19,0,33.66,412.36,40.56,9.16,8.29,0,43.81,0,0,142.23,0,11.13,0,24.76,0,0,0,106.36,0,0,35.82,23.65,0,0,39.72,50.39,0,0,19.48,0,1.63,0,0,0,0,0,0,0,36.31,125.82,44.73,27.4,0,4.14,38.34,66.65,119.84,0,0,0,0,0,0,0

90,22:15-22:30,0,0,0,19.25,18.82,0,402.98,0,0.94,0,0,0,38.02,19.31,144.59,5.26,46.9,42.07,17.51,658.72,57.19,0,33.66,412.36,40.56,9.16,8.29,0,43.81,0,0,142.23,0,11.13,0,24.76,0,0,0,106.36,0,0,35.82,23.65,0,0,39.72,50.39,0,0,19.48,0,1.63,0,0,0,0,0,0,0,36.31,125.82,44.73,27.4,0,4.14,38.34,66.65,119.84,0,0,0,0,0,0,0

91,22:30-22:45,0,0,0,19.25,18.82,0,402.98,0,0.94,0,0,0,25.72,18.17,144.59,5.26,46.9,21.04,17.51,658.73,57.19,0,33.66,412.36,40.56,9.16,8.24,0,43.81,0,0,142.23,0,10.02,0,24.76,0,0,0,106.36,0,0,35.82,23.65,0,0,39.72,50.39,0,0,19.48,0,1.63,0,0,0,0,0,0,0,36.31,125.82,44.73,14.42,0,4.14,7.38,66.65,119.84,0,0,0,0,0,0,0

92,22:45-23:00,0,0,0,19.25,18.82,0,402.98,0,0.94,0,0,0,25.72,18.17,144.59,5.26,46.9,10.52,17.51,658.73,57.19,0,33.66,421.98,40.56,9.16,8.24,0,43.81,0,0,142.23,0,10.02,0,24.76,0,0,0,106.36,0,0,35.82,23.65,0,0,39.72,50.39,0,0,19.48,0,1.63,0,0,0,0,0,0,0,36.31,125.82,44.73,14.42,0,4.14,4.13,66.65,119.84,0,0,0,0,0,0,0

93,23:00-23:15,0,0,0,19.25,18.82,0,402.98,0,0.94,0,0,0,25.72,18.17,144.59,5.26,46.9,10.52,17.51,607.83,57.19,0,33.66,410.2,40.56,9.16,8.24,0,43.81,0,0,142.23,0,10.02,0,24.76,0,0,0,106.36,0,0,35.82,23.65,0,0,39.72,48.34,0,0,19.48,0,1.63,0,0,0,0,0,0,0,36.31,125.82,44.73,14.42,0,4.14,19.17,66.65,119.84,0,0,0,0,0,0,0

94,23:15-23:30,0,0,0,19.25,18.82,0,402.98,0,0.94,0,0,0,25.72,18.17,144.59,5.26,46.9,10.52,17.51,583.77,57.19,0,33.66,410.2,40.56,5.54,8.24,0,43.81,0,0,142.23,0,10.02,0,24.76,0,0,0,106.36,0,0,35.82,23.65,0,0,39.72,48.34,0,0,19.48,0,1.63,0,0,0,0,0,0,0,36.31,125.82,44.73,14.42,0,4.14,19.17,66.65,119.84,0,0,0,0,0,0,0

95,23:30-23:45,0,0,0,18.98,18.82,0,402.98,0,0.94,0,0,0,25.72,18.17,144.59,5.26,46.9,0,17.51,583.77,57.19,0,33.66,410.2,40.56,3.7,8.24,0,43.81,0,0,142.23,0,10.02,0,24.76,0,0,0,96.88,0,0,35.82,23.65,0,0,39.72,48.34,0,0,19.48,0,1.63,0,0,0,0,0,0,0,36.31,125.82,44.73,14.42,0,3.82,19.17,66.65,119.84,0,0,0,0,0,0,0

96,23:45-24:00,0,0,0,17.95,18.82,0,402.98,0,0.94,0,0,0,25.72,18.17,144.59,5.26,46.9,0,17.51,627.07,57.19,0,33.66,410.2,40.56,1.85,8.24,0,43.81,0,0,142.23,0,10.02,0,24.76,0,0,0,96.88,0,0,35.82,23.65,0,0,39.72,48.34,0,0,19.48,0,1.63,0,0,0,0,0,0,0,36.31,125.82,44.73,14.42,0,3.82,19.17,66.65,119.84,0,0,0,0,0,0,0

