Block,Time,KGSU1AND2,KKNPPU2,RIHAND3,RSTPSU7,SEWA2,TelanganaSTPP,UNCHAHAR4,VALLURNTECL,ANTA_LF,AURY_CRF,AURY_LF,DADRI_LF,DADRT2,KHSTPP-II,MAPS,NAPP,NLCTS2EXP,RIHAND2,RSTPSU1TO6,SALAL,SINGRAULI,TALA,TEHRI,URI2,ANTA_GF,AURY_RF,ANTA_CRF,DULHASTI,KOLDAM,NLCIIST2,NTPL,SIMHST2,AURY_GF,CHAMERA3,KGSU3AND4,KISHANGANGA,NJPC,RAPPC,UNCHAHAR3,DADRI_GF,BRBCL,KKNP,NLCIIST1,RIHAND1,SIMHST1,DADRI_RF,BSIUL,DHAULIGNGA,FSTPP I & II,KHSTPP-I,KOTESHWR,NLCEXP,RAPPB,SASAN,TALST2,TANDA2,UNCHAHAR2,DADRI_CRF,CHAMERA1,CHAMERA2,JHAJJAR,KUDGI,NNTPP,PARBATI3,RAMPUR,SINGRAULI_HYDRO,TANAKPUR,UNCHAHAR1,URI,ANTA_RF
65,16:00-16:15,0,0,124.33,0,10.53,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.36,139.69,0,34.02,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,0,0,14.6,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.8,0.25,20.85,36.43,26.77

66,16:15-16:30,0,0,124.33,0,10.53,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.36,139.69,0,34.02,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,0,0,14.6,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.8,0.25,20.85,36.43,26.77

67,16:30-16:45,0,0,124.33,0,15.81,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.36,139.69,0,34.02,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,0,0,14.6,45.53,8.87,0,0,346.5,0,0,42.39,0,0,4,434.65,0,0,0,0,0.8,0.25,20.85,36.43,26.88

68,16:45-17:00,0,0,124.33,0,15.81,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.36,139.69,0,34.02,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,23.39,25.64,26.4,0,20,0,0,45,0,59.73,0,0,14.6,45.53,8.87,0,0,346.5,0,0,42.39,0,13.99,13.17,434.65,0,0,0,0,0.8,0.25,20.85,36.43,26.88

69,17:00-17:15,0,0,124.33,0,15.81,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.36,139.69,0,45.36,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,23.39,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,14.6,45.53,8.87,0,0,346.5,0,0,42.39,0,24.57,13.17,434.65,0,0,0,0,0.8,0.25,20.85,39.75,26.88

70,17:15-17:30,0,0,124.33,0,15.81,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.36,139.69,0,45.36,31.9,0,68.96,0,32.96,0,0,0,0,0,19.35,0,0,46.78,25.64,26.4,0,20,0,0,45,0,59.73,6.52,9.14,14.6,45.53,17.75,0,0,346.5,0,0,42.39,0,42.15,26.34,434.65,0,0,0,0,0.8,0.25,20.85,39.75,26.88

71,17:30-17:45,0,0,124.33,0,15.81,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.36,139.69,0,45.36,33.23,0,68.96,0,49.43,0,0,0,0,0,29.06,0,0,70.17,25.64,26.4,0,20,0,0,45,0,59.73,19.56,18.27,14.6,45.53,39.05,0,0,346.5,0,0,42.39,0,42.15,39.51,434.65,0,0,0,0,0.8,0.25,20.85,39.75,27.09

72,17:45-18:00,0,0,124.33,0,15.81,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.36,139.69,0,45.36,33.23,0,68.96,0,49.43,0,0,0,0,0,24.86,0,0,93.56,25.64,26.4,0,20,0,0,45,0,59.73,19.56,27.41,14.6,45.53,39.05,0,0,346.5,0,0,42.39,0,38.99,34.18,434.65,0,0,0,0,0.8,0.25,20.85,39.75,27.19

73,18:00-18:15,0,0,124.33,0,15.81,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,2.33,139.69,0,45.36,33.23,0,68.96,0,43.02,0,0,0,0,0,16.46,0,0,93.56,25.64,26.4,0,20,0,0,45,0,59.73,19.56,27.41,14.6,45.53,39.05,0,0,346.5,0,0,42.39,0,35.83,28.84,434.65,0,0,0,0,0.82,0.25,20.85,34.78,27.3

74,18:15-18:30,0,0,124.33,0,15.81,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,2.33,139.69,0,45.36,33.23,0,68.96,0,49.43,0,0,0,0,0,24.86,0,0,116.95,25.64,26.4,0,20,0,0,45,0,59.73,19.56,27.41,14.6,45.53,39.05,0,0,346.5,0,0,42.39,0,38.99,34.18,434.65,0,0,0,0,0.82,0.25,20.85,34.78,27.41

75,18:30-18:45,0,0,124.33,0,15.81,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,2.33,139.69,0,45.36,33.23,0,68.96,0,49.43,0,0,0,0,0,29.06,0,0,140.35,25.64,26.4,0,20,0,0,45,0,59.73,19.56,27.41,14.6,45.53,39.05,0,0,346.5,0,0,42.39,0,41.28,39.51,434.65,0,0,0,0,0.82,0.25,20.85,34.78,27.41

76,18:45-19:00,0,0,124.33,0,15.81,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,2.33,139.69,0,45.36,33.23,0,68.96,0,49.43,0,0,0,0,0,29.06,0,0,140.35,25.64,26.4,0,20,0,0,45,0,59.73,19.56,27.41,14.6,45.53,39.05,0,0,346.5,0,0,42.39,0,41.28,39.51,434.65,0,0,0,0,0.82,0.25,20.85,34.78,27.62

77,19:00-19:15,0,0,124.33,0,15.81,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,2.33,139.69,0,45.36,31.9,0,68.96,0,32.96,0,0,0,0,0,19.35,0,0,140.35,25.64,26.4,0,20,0,0,45,0,59.73,6.52,9.14,14.6,45.53,17.75,0,0,346.5,0,0,42.39,0,23.7,39.51,434.65,0,0,3.82,0,0.82,0.25,20.85,34.78,27.72

78,19:15-19:30,0,0,124.33,0,15.81,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,2.33,139.69,0,34.02,31.9,0,68.96,0,32.96,0,0,0,0,0,19.35,0,0,116.95,25.64,26.4,0,20,0,0,45,0,59.73,6.52,9.14,14.6,45.53,8.87,0,0,346.5,0,0,42.39,0,13.2,39.51,434.65,0,0,16.54,0,0.82,0.25,20.85,34.78,27.93

79,19:30-19:45,0,0,124.33,0,15.81,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,2.33,139.69,0,34.02,31.9,0,68.96,0,16.48,0,0,0,0,0,9.68,0,0,93.56,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,14.6,45.53,8.87,0,0,346.5,0,0,42.39,0,13.2,39.51,434.65,0,0,16.54,0,0.82,0.25,20.85,34.78,27.93

80,19:45-20:00,0,0,124.33,0,10.53,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,2.33,139.69,0,34.02,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,70.17,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,14.6,45.53,8.87,0,0,346.5,0,0,42.39,0,12.65,13.17,434.65,0,0,16.54,0,0.82,0.25,20.85,34.78,27.93

81,20:00-20:15,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,16.27,139.69,0,34.02,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,46.78,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,14.6,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,16.54,0,0.82,0.25,20.85,34.78,27.93

82,20:15-20:30,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,70.88,139.69,0,34.02,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,21.02,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,14.6,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,16.54,0,0.82,0.25,20.85,34.78,27.93

83,20:30-20:45,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,70.88,139.69,0,34.02,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,14.6,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,16.54,0,0.82,0.25,20.85,34.78,27.93

84,20:45-21:00,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,70.88,139.69,0,22.05,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,14.6,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,3.57,0,0.82,0.25,20.85,34.78,27.93

85,21:00-21:15,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.95,139.69,0,22.05,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,14.6,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.82,0.25,20.85,34.78,28.14

86,21:15-21:30,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.36,139.69,0,22.05,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,14.6,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.82,0.25,20.85,34.78,28.14

87,21:30-21:45,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.36,139.69,0,22.05,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,14.6,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.82,0.25,20.85,34.78,28.14

88,21:45-22:00,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.36,139.69,0,22.05,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,14.6,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.82,0.25,20.85,34.78,28.14

89,22:00-22:15,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.36,139.69,0,22.05,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,14.6,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.82,0.25,20.85,34.78,28.14

90,22:15-22:30,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,13.36,139.69,0,22.05,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,14.6,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.82,0.25,20.85,34.78,28.14

91,22:30-22:45,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,2.33,139.69,0,11.02,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,14.6,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.82,0.25,20.85,34.78,28.14

92,22:45-23:00,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,2.33,139.69,0,11.02,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,14.6,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.82,0.25,20.85,34.78,28.14

93,23:00-23:15,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,2.33,139.69,0,11.02,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,14.6,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.82,0.25,20.85,34.78,28.24

94,23:15-23:30,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,2.33,139.69,0,11.02,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,14.6,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.82,0.25,20.85,34.78,28.24

95,23:30-23:45,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,2.33,139.69,0,11.02,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,14.6,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.82,0,20.85,34.78,28.35

96,23:45-24:00,0,0,124.33,0,0,0,0,0,0,0,0,0,683.14,148.3,0,20.72,0,118.76,0,2.33,139.69,0,11.02,31.9,0,68.96,0,16.48,0,0,0,0,0,0,0,0,0,25.64,26.4,0,20,0,0,45,0,59.73,6.52,0,14.6,45.53,8.87,0,0,346.5,0,0,42.39,0,0,0,434.65,0,0,0,0,0.82,0,20.85,34.78,28.35

