Block,Time,SEWA2,SINGRAULI,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI2,UNCHAHAR3,TEHRI,SINGRAULI_HYDRO,URI,SALAL,RAPPB,RAPPC,RIHAND2,RIHAND3,BSIUL,CHAMERA1,CHAMERA3,DADRT2,DULHASTI,JHAJJAR,KOLDAM,KOTESHWR,NJPC,CHAMERA2,NAPP,RIHAND1,KISHANGANGA,PARBATI3,RAMPUR,DHAULIGNGA,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
1,00:00-00:15,15.804048,139.3125,11.7852,0,19.414,42.392196,0,32.41932,26.39091,55.44,0,47.472,85.407,0,50.76,118.125,123.665624,6.6,42.66,29.41554,686.779958,16.4224,653.1525,0,24.2556,152.9405,0,38.8752,92,0,0,0,36.5917,0,0,0,40.95,0,48.87,0,16.29,0,78.912,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,98.34375,30.35,416.25

2,00:15-00:30,15.804048,139.3125,11.7852,0,19.414,42.392196,0,32.41932,26.39091,55.44,0,47.472,85.407,0,50.76,118.125,123.665624,13.2,42.66,29.41554,686.779958,16.4224,653.1525,0,24.2556,152.9405,0,38.8752,92,0,0,0,36.5917,0,0,0,40.95,0,48.87,0,16.29,0,78.912,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,98.34375,30.35,416.25

3,00:30-00:45,15.804048,139.3125,11.7852,0,19.414,42.392196,0,32.41932,26.39091,55.44,0,47.472,85.407,0,50.76,118.125,123.665624,19.8,42.66,29.41554,686.779958,0,653.1525,0,24.2556,152.9405,0,38.8752,92,0,0,0,36.5917,0,0,0,40.95,0,48.87,0,16.29,0,72.336,10.96,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,98.34375,30.35,416.25

4,00:45-01:00,15.804048,139.3125,12.5538,0,19.414,42.392196,0,32.41932,26.39091,55.44,0,47.472,85.407,0,50.76,118.125,123.665624,19.8,42.66,29.41554,686.779958,0,653.1525,0,24.2556,152.9405,0,38.8752,92,0,0,0,36.5917,0,0,0,40.95,0,48.87,0,16.29,0,72.336,10.96,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,98.34375,30.35,416.25

5,01:00-01:15,15.804048,139.3125,12.5538,0,19.414,42.392196,0,31.897383,26.39091,55.44,0,47.472,85.407,0,50.76,118.125,123.665624,19.8,42.66,29.41554,686.779958,0,653.1525,0,24.2556,152.9405,0,38.8752,92,0,0,0,36.5917,0,0,0,40.95,0,48.87,0,16.29,0,72.336,10.96,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,98.34375,30.35,416.25

6,01:15-01:30,15.804048,139.3125,12.5538,0,19.414,42.392196,0,31.897383,26.39091,55.44,0,47.472,85.407,0,50.76,118.125,123.665624,19.8,42.66,29.41554,686.779958,0,653.1525,0,24.2556,152.9405,0,38.8752,92,0,0,0,36.5917,0,0,0,40.95,0,48.87,0,16.29,0,72.336,10.96,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,98.34375,30.35,416.25

7,01:30-01:45,15.804048,139.3125,12.5538,0,19.414,42.392196,0,31.897383,26.39091,55.44,0,47.472,85.407,0,50.76,118.125,123.665624,19.8,42.66,29.41554,686.779958,16.4224,653.1525,0,24.2556,152.9405,0,38.8752,92,0,0,0,36.5917,0,0,0,40.95,0,48.87,0,16.29,0,72.336,10.96,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,98.34375,30.957,416.25

8,01:45-02:00,15.804048,139.3125,12.5538,0,19.414,42.392196,0,31.897383,26.39091,55.44,0,51.888,85.407,0,50.76,118.125,123.665624,19.8,42.66,29.41554,686.779958,16.4224,653.1525,0,24.2556,152.9405,0,38.8752,92,0,0,0,36.5917,0,0,0,40.95,0,48.87,0,16.29,0,72.336,10.96,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,98.34375,30.957,416.25

9,02:00-02:15,15.804048,139.3125,12.5538,0,19.414,42.392196,0,31.897383,26.39091,55.44,0,51.888,85.407,0,50.76,118.125,123.665624,19.8,42.66,29.41554,686.779958,16.4224,653.1525,0,24.2556,152.9405,0,38.8752,92,0,0,0,36.5917,0,0,0,42,0,48.87,0,16.29,0,72.336,10.96,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,98.34375,30.957,416.25

10,02:15-02:30,15.804048,139.3125,12.5538,0,19.414,42.392196,0,31.897383,26.39091,55.44,0,47.472,85.407,0,50.76,118.125,123.665624,19.8,42.66,29.41554,686.779958,16.4224,653.1525,0,24.2556,152.9405,0,38.8752,92,0,0,0,36.5917,0,0,0,42,0,48.87,0,16.29,0,72.336,10.96,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,98.34375,30.957,416.25

11,02:30-02:45,15.804048,139.3125,12.5538,0,19.414,42.392196,0,31.897383,26.39091,55.44,0,47.472,85.407,0,50.76,118.125,123.665624,19.8,42.66,29.41554,686.779958,16.4224,653.1525,0,24.2556,152.9405,0,38.8752,92,0,0,0,36.5917,0,0,0,42,0,48.87,0,16.29,0,72.336,10.96,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,98.34375,30.957,416.25

12,02:45-03:00,15.804048,139.3125,12.5538,0,19.414,42.392196,0,31.897383,26.39091,55.44,0,47.472,85.407,0,50.76,118.125,123.665624,19.8,42.66,29.41554,686.779958,16.4224,653.1525,0,24.2556,152.9405,0,38.8752,92,0,0,0,36.5917,0,0,0,42,0,48.87,0,16.29,0,72.336,10.96,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,98.34375,30.957,416.25

13,03:00-03:15,15.804048,139.3125,12.5538,0,19.414,42.392196,0,31.897383,26.39091,55.44,0,47.472,84.245,0,50.76,118.125,123.665624,19.8,42.66,29.41554,686.779958,16.4224,653.1525,0,24.2556,152.9405,0,38.8752,92,0,0,0,36.5917,0,0,0,42,0,48.87,0,16.29,0,72.336,10.96,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,98.34375,30.35,416.25

14,03:15-03:30,15.804048,139.3125,12.5538,0,19.414,42.392196,0,31.897383,26.39091,55.44,0,47.472,84.245,0,50.76,118.125,123.665624,19.8,42.66,29.41554,686.779958,16.4224,653.1525,0,16.762,152.9405,0,38.8752,92,0,0,0,36.5917,0,0,0,42,0,48.87,0,16.29,0,72.336,10.96,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,98.34375,30.35,416.25

15,03:30-03:45,15.804048,139.3125,12.5538,0,19.414,42.392196,0,31.897383,26.39091,43.47,0,51.888,84.245,0,50.76,118.125,123.665624,19.8,42.66,29.41554,686.779958,16.4224,653.1525,0,16.762,152.9405,0,38.8752,92,0,0,0,36.5917,0,0,0,42,0,48.87,0,16.29,0,72.336,10.96,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,98.34375,30.35,416.25

16,03:45-04:00,15.804048,139.3125,11.7852,0,19.414,42.392196,0,31.897383,26.39091,28.98,0,51.888,84.245,0,50.76,118.125,123.665624,19.8,42.66,29.41554,686.779958,16.4224,653.1525,0,16.762,152.9405,0,38.8752,92,0,0,0,36.5917,0,0,0,42,0,48.87,0,16.29,0,72.336,10.96,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,98.34375,30.35,416.25

