Block,Time,UNCHAHAR2,AURY_GF,AURY_LF,TANDA2,AURY_RF,RAPPB,DADRI_RF,DULHASTI,CHAMERA2,TANAKPUR,KOTESHWR,DADRT2,RIHAND2,ANTA_RF,UNCHAHAR3,RIHAND1,SALAL,DHAULIGNGA,URI,CHAMERA3,KHSTPP-II,MOUDA,KHARGONE-I,SEWA2,GANDHAR-RLNG,RIHAND3,VSTPS II,GADARWARA-I,SIPAT II,JHAJJAR,NJPC,GANDHAR-APM,SIMHST2,KAWAS-APM,ANTA_CRF,NAPP,SINGRAULI_HYDRO,CHAMERA1,URI2,KISHANGANGA,KHSTPP-I,TALA,KAWAS-zLIQ,UNCHAHAR4,KAWAS-NAPM,SINGRAULI,FSTPP I & II,VSTPS I,KGSU3AND4,NLCIIST2,VALLURNTECL,NNTPP,TALST2,AURY_CRF,MOUDA_II,NLCIIST1,NTPL,NLCTS2EXP,SASAN,GANDHAR-NAPM,VSTPS V,PARBATI3,RAPPC,ANTA_GF,BRBCL,SOLAPUR,KAWAS-ComGas,ANTA_LF,BSIUL,VSTPS IV,KSTPS I&II,TAPS-II,DADRI_GF,RAMPUR,LARA-I,VSTPS III,KAWAS-RLNG,KSTPS7,UNCHAHAR1,SIPAT I,KUDGI,MAPS,KGSU1AND2,DADRI_LF,TEHRI,KOLDAM,RSTPSU7,NLCEXP,KKNP,RSTPSU1TO6,GANDHAR-ComGas,KAPS,DADRI_CRF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,23.718116,0.000000,0.000000,3.944705,0.000000,0.000000,0.000000,36.478524,29.760103,0.494210,26.868491,363.243329,118.083735,0.000000,13.219989,92.484511,34.743219,0.000000,51.110784,21.518384,99.082313,1.856470,3.393268,17.465872,0.000000,123.890121,1.861130,4.113052,1.791457,416.859408,0.000000,0.000000,1.78,0.000000,0.000000,46.054107,1.056941,40.651823,30.441153,4.075258,27.312711,0.000000,0.000000,1.136967,0.000000,141.984045,9.027720,2.294531,2.10,1.46,3.44,0.10,2.92,0.000000,3.363787,0.69,3.65,0.00,336.586388,0.000000,1.271619,0.000000,63.103607,0.000000,14.467514,1.696634,0.000000,0.000000,12.625305,2.570658,2.579105,1.313349,0.000000,0.000000,4.078779,1.877149,0.000000,1.285329,11.527854,3.393268,0.00,0.24,1.94,0.000000,49.148578,0.000000,1.87,1.67,0.00,7.67,0.000000,1.099695,0.000000,0,0,0,0,0

7,01:30-01:45,23.718116,0.000000,0.000000,3.944705,0.000000,0.000000,0.000000,18.239262,29.760103,0.494210,18.270574,363.242592,118.083735,0.000000,13.693147,92.484511,23.535729,0.000000,51.110784,21.518384,99.082313,1.856470,3.393268,17.465872,0.000000,123.890121,1.861130,4.113052,1.791457,337.770408,0.000000,0.000000,1.78,0.000000,0.000000,46.054107,1.056941,40.651823,30.441153,4.075258,27.312711,0.000000,0.000000,1.194829,0.000000,141.984045,9.027720,2.294531,2.10,1.46,3.44,0.10,2.92,0.000000,3.363787,0.75,3.65,0.00,336.586388,0.000000,1.271619,0.000000,63.103607,0.000000,13.977712,1.696634,0.000000,0.000000,12.625305,2.570658,2.579105,1.313349,0.000000,0.000000,4.078779,1.877149,0.000000,1.285329,11.677387,3.393268,0.00,0.24,1.94,0.000000,49.148578,0.000000,1.87,1.67,0.00,7.67,0.000000,1.099695,0.000000,0,0,0,0,0

8,01:45-02:00,23.718116,0.000000,0.000000,3.944705,0.000000,0.000000,0.000000,18.239262,29.760103,0.494210,18.270574,363.243329,118.083735,0.000000,13.693147,92.484511,23.535729,0.000000,46.851552,10.759192,99.082313,1.856470,3.393268,17.465872,0.000000,123.890121,1.861130,4.113052,1.791457,346.848660,0.000000,0.000000,1.78,0.000000,0.000000,46.054107,1.056941,40.651823,30.441153,4.075258,27.312711,0.000000,0.000000,1.194829,0.000000,141.984045,9.027720,2.294531,2.10,1.46,3.44,0.10,2.92,0.000000,3.363787,0.76,3.65,0.00,336.586388,0.000000,1.271619,0.000000,63.103607,0.000000,12.932598,1.696634,0.000000,0.000000,12.625305,2.570658,2.579105,1.313349,0.000000,0.000000,4.078779,1.877149,0.000000,1.285329,11.677387,3.393268,0.00,0.24,1.94,0.000000,35.691230,0.000000,1.87,1.67,0.00,7.67,0.000000,1.099695,0.000000,0,0,0,0,0

9,02:00-02:15,23.718116,0.000000,0.000000,3.944705,0.000000,0.000000,0.000000,18.239262,29.760103,0.494210,9.027813,363.242592,118.083735,0.000000,13.693147,92.484511,23.535729,0.000000,46.851552,10.759192,99.082313,1.856470,3.393268,17.465872,0.000000,123.890121,1.861130,4.113052,1.791457,346.848660,0.000000,0.000000,1.78,0.000000,0.000000,46.054107,1.077265,40.651823,30.441153,4.075258,27.312711,0.000000,0.000000,1.194829,0.000000,141.984045,9.027720,2.294531,2.10,1.46,3.44,0.10,2.92,0.000000,3.363787,0.81,3.65,0.00,336.586388,0.000000,1.271619,0.000000,63.103607,0.000000,13.939736,1.696634,0.000000,0.000000,6.259605,2.570658,2.718160,1.313349,0.000000,0.000000,4.078779,1.877149,0.000000,1.285329,11.677387,3.393268,0.00,0.24,1.94,0.000000,0.000000,0.000000,1.87,1.67,0.00,7.67,0.000000,1.099695,0.000000,0,0,0,0,0

10,02:15-02:30,23.718116,0.000000,0.000000,3.944705,0.000000,0.000000,0.000000,18.239262,29.760103,0.494210,8.812865,363.243329,118.083735,0.000000,13.693147,92.484511,23.535729,0.000000,46.851552,0.000000,99.082313,1.856470,3.393268,17.465872,0.000000,123.890121,1.861130,4.113052,1.791457,346.848660,0.000000,0.000000,1.78,0.000000,0.000000,46.054107,1.077265,40.651823,30.441153,4.075258,27.312711,0.000000,0.000000,1.194829,0.000000,141.984045,9.027720,2.294531,2.10,1.47,3.44,0.10,2.92,0.000000,3.363787,0.87,3.65,0.00,336.586388,0.000000,1.271619,0.000000,63.103607,0.000000,13.507053,1.696634,0.000000,0.000000,6.259605,2.570658,2.781721,1.313349,0.000000,0.000000,4.078779,1.877149,0.000000,1.285329,10.870076,3.393268,0.00,0.24,1.94,0.000000,0.000000,0.000000,1.87,1.67,0.00,7.67,0.000000,1.099695,0.000000,0,0,0,0,0

11,02:30-02:45,23.718116,0.000000,0.000000,3.944705,0.000000,0.000000,0.000000,18.239262,29.760103,0.494210,8.812865,363.242592,118.083735,0.000000,13.693147,92.484511,23.535729,0.000000,46.851552,0.000000,99.082313,1.856470,3.393268,17.465872,0.000000,123.890121,1.861130,4.113052,1.791457,346.848660,0.000000,0.000000,1.78,0.000000,0.000000,46.054107,1.077265,40.651823,30.441153,4.075258,27.312711,0.000000,0.000000,1.194829,0.000000,141.984045,9.027720,2.294531,2.10,1.47,3.44,0.10,2.92,0.000000,3.363787,0.93,3.65,0.00,336.586388,0.000000,1.271619,0.000000,63.103607,0.000000,13.295164,1.696634,0.000000,0.000000,6.259605,2.570658,2.810860,1.313349,0.000000,0.000000,4.078779,1.877149,0.000000,1.285329,11.677387,3.393268,0.00,0.24,1.94,0.000000,0.000000,0.000000,1.87,1.67,0.00,7.67,0.000000,1.099695,0.000000,0,0,0,0,0

12,02:45-03:00,23.718116,0.000000,0.000000,3.944705,0.000000,0.000000,0.000000,0.000000,14.804518,0.494210,8.812865,363.243329,118.083735,0.000000,13.693147,92.484511,23.535729,0.000000,46.851552,0.000000,99.082313,1.856470,3.393268,17.465872,0.000000,123.890121,1.861130,4.113052,1.791457,346.848660,0.000000,0.000000,1.78,0.000000,0.000000,46.054107,1.077265,40.651823,30.441153,4.075258,27.312711,0.000000,0.000000,1.194829,0.000000,141.984045,9.027720,2.294531,2.10,1.47,3.44,0.10,2.92,0.000000,3.363787,0.98,3.65,0.00,336.586388,0.000000,1.271619,0.000000,63.103607,0.000000,13.741973,1.696634,0.000000,0.000000,6.259605,2.570658,2.811847,1.313349,0.000000,0.000000,4.078779,1.877149,0.000000,1.285329,11.677387,3.393268,0.00,0.24,1.94,0.000000,0.000000,0.000000,1.87,1.67,0.00,7.67,0.000000,1.099695,0.000000,0,0,0,0,0

13,03:00-03:15,23.718116,0.000000,0.000000,3.944705,0.000000,0.000000,0.000000,0.000000,14.804518,0.494210,8.812865,363.242592,118.083735,0.000000,13.693147,92.484511,23.535729,0.000000,46.851552,0.000000,99.082313,1.856470,3.393268,17.465872,0.000000,123.890121,1.861130,4.113052,1.791457,349.815801,0.000000,0.000000,1.78,0.000000,0.000000,46.054107,1.077265,40.651823,35.210761,4.075258,27.312711,0.000000,0.000000,1.194829,0.000000,141.984045,14.106198,2.294531,2.10,1.47,3.44,0.10,2.92,0.000000,3.363787,0.98,3.65,0.00,336.586388,0.000000,1.271619,0.000000,63.103607,0.000000,14.467514,1.696634,0.000000,0.000000,6.259605,2.570658,2.843041,1.313349,0.000000,0.000000,4.078779,1.877149,0.000000,1.285329,11.677387,3.393268,0.00,0.24,1.94,0.000000,0.000000,0.000000,1.87,1.67,0.00,7.67,0.000000,1.099695,0.000000,0,0,0,0,0

14,03:15-03:30,23.718116,0.000000,0.000000,3.944705,0.000000,0.000000,0.000000,0.000000,0.000000,0.494210,8.812865,363.243329,118.083735,0.000000,13.693147,92.484511,23.535729,0.000000,46.851552,0.000000,99.082313,1.856470,3.393268,17.465872,0.000000,123.890121,1.861130,4.113052,1.791457,349.815801,0.000000,0.000000,1.78,0.000000,0.000000,46.054107,1.077265,39.774051,35.210761,4.075258,27.312711,0.000000,0.000000,1.194829,0.000000,141.984045,14.106198,2.294531,2.10,1.47,3.44,0.10,2.92,0.000000,3.363787,0.98,3.65,0.00,336.586388,0.000000,1.271619,0.000000,63.103607,0.000000,14.467514,1.696634,0.000000,0.000000,6.259605,2.570658,2.844264,1.313349,0.000000,0.000000,4.078779,1.877149,0.000000,1.285329,11.677387,3.393268,0.00,0.24,1.94,0.000000,0.000000,0.000000,1.87,1.67,0.00,7.67,0.000000,1.099695,0.000000,0,0,0,0,0

15,03:30-03:45,23.718116,0.000000,0.000000,3.944705,0.000000,0.000000,0.000000,0.000000,0.000000,0.741315,8.812865,363.242592,118.083735,0.000000,13.693147,92.484511,23.535729,0.000000,46.851552,0.000000,99.082313,1.856470,3.393268,17.465872,0.000000,123.890121,1.861130,4.113052,1.791457,349.815801,0.000000,0.000000,1.78,0.000000,0.000000,46.054107,1.077265,25.144515,29.698685,4.075258,27.312711,0.000000,0.000000,1.194829,0.000000,141.984045,14.106198,2.294531,2.10,1.47,3.44,0.10,2.92,0.000000,3.363787,0.98,3.65,0.00,336.586388,0.000000,1.271619,0.000000,63.103607,0.000000,14.467514,1.696634,0.000000,0.000000,6.259605,2.570658,2.844264,1.313349,0.000000,0.000000,4.078779,1.877149,0.000000,1.285329,11.677387,3.393268,0.00,0.24,1.94,0.000000,0.000000,0.000000,1.87,1.67,0.00,7.67,0.000000,1.099695,0.000000,0,0,0,0,0

16,03:45-04:00,23.718116,0.000000,0.000000,3.944705,0.000000,0.000000,0.000000,0.000000,0.000000,0.741315,8.812865,363.243329,118.083735,0.000000,13.693147,92.484511,23.535729,0.000000,46.851552,0.000000,99.082313,1.856470,3.393268,17.465872,0.000000,123.890121,1.861130,4.113052,1.791457,349.815801,0.000000,0.000000,1.78,0.000000,0.000000,46.054107,1.077265,12.191280,29.698685,4.075258,27.312711,0.000000,0.000000,1.194829,0.000000,141.984045,14.106198,2.294531,2.10,1.47,3.44,0.10,2.92,0.000000,3.363787,0.98,3.65,0.00,336.586388,0.000000,1.271619,0.000000,63.103607,0.000000,14.467514,1.696634,0.000000,0.000000,6.259605,2.570658,2.844264,1.313349,0.000000,0.000000,4.078779,1.877149,0.000000,1.285329,11.677387,3.393268,0.00,0.24,1.94,0.000000,0.000000,0.000000,1.87,1.67,0.00,7.67,0.000000,1.099695,0.000000,0,0,0,0,0

17,04:00-04:15,23.718116,0.000000,0.000000,3.944705,0.000000,0.000000,0.000000,0.000000,0.000000,0.617762,8.812865,363.242592,118.083735,0.000000,13.693147,92.484511,23.535729,0.000000,46.851552,0.000000,99.082313,1.856470,3.393268,17.465872,0.000000,123.890121,1.861130,4.113052,1.791457,346.450908,0.000000,0.000000,1.78,0.000000,0.000000,46.054107,1.077265,0.000000,29.698685,4.075258,27.312711,0.000000,0.000000,1.194829,0.000000,141.984045,14.106198,2.304868,2.10,1.47,0.00,0.10,0.00,0.000000,3.363787,0.98,3.65,0.00,336.586388,0.000000,1.271619,0.000000,63.103607,0.000000,14.467514,1.696634,0.000000,0.000000,6.259605,2.570658,2.844264,1.313349,0.000000,0.000000,4.078779,1.877149,0.000000,1.285329,11.677387,3.393268,0.00,0.24,1.94,0.000000,0.000000,0.000000,1.87,1.67,0.00,7.67,0.000000,1.099695,0.000000,0,0,0,0,0

18,04:15-04:30,23.718116,0.000000,0.000000,3.944705,0.000000,0.000000,0.000000,0.000000,0.000000,0.617762,8.812865,363.243329,118.083735,0.000000,13.693147,92.484511,23.535729,0.000000,46.851552,0.000000,99.082313,1.856470,3.393268,17.465872,0.000000,123.890121,1.861130,4.113052,1.791457,346.450908,0.000000,0.000000,1.78,0.000000,0.000000,46.054107,1.077265,0.000000,29.698685,4.075258,27.312711,0.000000,0.000000,1.194829,0.000000,141.984045,14.106198,2.304868,2.10,1.47,0.00,0.10,0.00,0.000000,3.363787,0.98,3.65,0.00,336.586388,0.000000,1.271619,0.000000,63.103607,0.000000,14.467514,1.696634,0.000000,0.000000,6.259605,2.570658,2.844264,1.313349,0.000000,0.000000,4.078779,1.877149,0.000000,1.285329,11.677387,3.393268,0.00,0.24,1.94,0.000000,0.000000,0.000000,1.87,1.67,0.00,7.67,0.000000,1.099695,0.000000,0,0,0,0,0

19,04:30-04:45,23.718116,0.000000,0.000000,3.944705,0.000000,0.000000,0.000000,0.000000,0.000000,0.617762,8.812865,363.242592,118.083735,0.000000,13.693147,92.484511,23.535729,0.000000,46.851552,0.000000,99.082313,1.856470,3.393268,17.465872,0.000000,123.890121,1.861130,4.113052,1.791457,351.273408,0.000000,0.000000,1.78,0.000000,0.000000,46.054107,1.077265,0.000000,29.698685,4.075258,27.312711,0.000000,0.000000,1.194829,0.000000,141.984045,14.106198,2.304868,2.10,1.47,0.00,0.10,0.00,0.000000,3.363787,0.48,3.65,0.00,336.586388,0.000000,1.271619,0.000000,63.103607,0.000000,14.467514,1.696634,0.000000,0.000000,6.259605,2.570658,2.844264,1.313349,0.000000,0.000000,4.078779,1.877149,0.000000,1.285329,11.677387,3.393268,0.00,0.24,1.94,0.000000,0.000000,0.000000,1.87,1.67,0.00,7.67,0.000000,1.099695,0.000000,0,0,0,0,0

20,04:45-05:00,23.718116,0.000000,0.000000,3.944705,0.000000,0.000000,0.000000,0.000000,0.000000,0.617762,8.812865,363.243329,118.083735,0.000000,13.693147,92.484511,23.535729,0.000000,46.851552,0.000000,99.082313,1.856470,3.393268,17.465872,0.000000,123.890121,1.861130,4.113052,1.791457,356.095908,0.000000,0.000000,1.78,0.000000,0.000000,46.054107,1.077265,0.000000,29.698685,4.075258,27.312711,0.000000,0.000000,1.194829,0.000000,141.984045,14.106198,2.304868,2.10,1.47,0.00,0.10,0.00,0.000000,3.363787,0.48,3.65,0.00,336.586388,0.000000,1.271619,0.000000,63.103607,0.000000,14.467514,1.696634,0.000000,0.000000,6.259605,2.570658,2.844264,1.313349,0.000000,0.000000,4.078779,1.877149,0.000000,1.285329,11.677387,3.393268,0.00,0.24,1.94,0.000000,0.000000,0.000000,1.87,1.67,0.00,7.67,0.000000,1.099695,0.000000,0,0,0,0,0

21,05:00-05:15,23.515571,0.000000,0.000000,3.944705,0.000000,0.000000,0.000000,0.000000,0.000000,0.494210,8.812865,362.595270,118.083735,0.000000,13.174959,92.484511,23.535729,0.000000,51.110784,0.000000,115.732860,1.856470,3.393268,17.465872,0.000000,123.890121,1.861130,4.113052,1.791457,420.476283,0.000000,0.000000,1.78,0.000000,0.000000,46.054107,1.077265,0.000000,35.210761,4.075258,27.139101,0.000000,0.000000,1.197769,0.000000,141.984045,14.000103,2.304868,2.10,1.47,0.00,0.10,0.00,0.000000,3.363787,0.48,3.65,0.00,336.586388,0.000000,1.271619,0.000000,63.103607,0.000000,14.467514,1.696634,0.000000,0.000000,6.259605,2.570658,2.844264,1.313349,0.000000,0.000000,4.078779,1.877149,0.000000,1.285329,10.761994,3.393268,0.00,0.24,1.94,0.000000,0.000000,0.000000,1.87,1.67,0.00,7.67,0.000000,1.099695,0.000000,0,0,0,0,0

22,05:15-05:30,23.515571,0.000000,0.000000,3.944705,0.000000,0.000000,0.000000,0.000000,0.000000,0.494210,8.812865,362.596170,118.083735,0.000000,13.174959,92.484511,23.535729,0.000000,51.110784,0.000000,141.348584,1.856470,3.393268,17.465872,0.000000,123.890121,1.861130,4.113052,1.791457,516.926283,20.749983,0.000000,1.78,0.000000,0.000000,46.054107,1.077265,0.000000,35.210761,4.075258,27.139101,0.000000,0.000000,1.197769,0.000000,141.984045,14.000103,2.304868,2.10,1.47,0.00,0.10,0.00,0.000000,3.363787,0.48,3.65,0.00,336.586388,0.000000,1.271619,0.000000,63.103607,0.000000,14.467514,1.696634,0.000000,0.000000,6.259605,2.570658,2.844264,1.313349,0.000000,0.639762,4.078779,1.877149,0.000000,1.285329,10.761994,3.393268,0.00,0.24,1.94,0.000000,0.000000,0.000000,1.87,1.67,0.00,7.67,0.000000,1.099695,0.000000,0,0,0,0,0

23,05:30-05:45,23.515571,0.000000,0.000000,3.944705,0.000000,0.000000,0.000000,0.000000,0.000000,0.494210,8.812865,363.273961,118.083735,0.000000,14.200376,92.484511,23.535729,0.000000,46.851552,0.000000,142.278820,1.856470,3.393268,17.465872,0.000000,123.890121,1.861130,4.113052,1.791457,611.921624,41.499966,0.000000,1.78,0.000000,0.000000,46.054107,1.077265,0.000000,29.698685,4.075258,27.139101,0.000000,0.000000,1.173647,0.000000,141.984045,14.000103,2.304868,2.10,1.47,0.00,0.10,0.00,0.000000,3.363787,0.48,3.65,0.00,336.586388,0.000000,1.271619,0.000000,63.103607,0.000000,14.467514,1.696634,0.000000,0.000000,6.259605,2.570658,2.844264,1.313349,0.000000,1.279524,4.078779,1.877149,0.000000,1.285329,11.740804,3.393268,0.00,0.24,1.94,0.000000,0.000000,0.000000,1.87,1.67,0.00,7.67,0.000000,1.099695,0.000000,0,0,0,0,0

24,05:45-06:00,28.694936,0.000000,0.000000,3.944705,0.000000,0.000000,0.000000,0.000000,0.000000,0.494210,8.812865,422.835643,118.083735,0.000000,14.200376,92.484511,23.535729,10.084994,46.851552,0.000000,142.278820,1.856470,3.393268,17.465872,0.000000,123.890121,1.861130,4.113052,1.791457,629.109014,67.437445,0.000000,1.78,0.000000,0.000000,46.054107,1.077265,0.000000,29.698685,4.075258,27.139101,0.000000,0.000000,1.173647,0.000000,141.984045,14.000103,2.304868,2.10,1.49,0.00,0.10,0.00,0.000000,3.363787,0.50,3.65,0.00,336.586388,0.000000,1.271619,0.000000,63.103607,0.000000,14.467514,1.696634,0.000000,0.000000,6.259605,2.570658,2.844264,1.313349,0.000000,2.079227,4.078779,1.877149,0.000000,1.285329,14.334495,3.393268,0.00,0.24,1.94,0.000000,0.000000,0.000000,1.87,1.67,0.00,7.67,0.000000,1.099695,0.000000,0,0,0,0,0

25,06:00-06:15,31.079855,0.000000,0.000000,3.944705,0.000000,0.000000,0.000000,0.000000,0.000000,0.494210,8.812865,349.872791,118.083735,0.000000,8.659330,92.484511,34.743219,20.169989,46.851552,0.000000,142.278820,1.856470,3.393268,17.465872,0.000000,123.890121,1.861130,4.113052,1.791457,554.980951,88.187427,0.000000,1.78,0.000000,0.000000,46.054107,1.077265,0.000000,29.698685,4.075258,32.622476,0.000000,0.000000,0.985801,0.000000,141.984045,15.788865,2.304868,2.10,1.50,0.00,0.10,0.00,0.000000,3.363787,0.50,3.65,0.00,336.586388,0.000000,1.271619,0.000000,63.103607,0.000000,14.467514,1.696634,0.000000,0.000000,6.259605,2.570658,2.844264,1.313349,0.000000,2.707564,4.078779,1.877149,0.000000,1.285329,11.064615,3.393268,0.00,0.24,1.94,0.000000,0.000000,0.000000,1.87,1.67,0.00,7.67,0.000000,1.099695,0.000000,0,0,0,0,0

26,06:15-06:30,31.079855,0.000000,0.000000,3.944705,0.000000,0.000000,0.000000,0.000000,0.000000,0.494210,8.812865,349.878261,118.083735,0.000000,8.659330,92.484511,80.693928,30.254983,46.851552,5.804301,142.278820,1.856470,3.393268,17.465872,0.000000,123.890121,1.861130,4.113052,1.791457,444.829908,98.562419,0.000000,1.78,0.000000,0.000000,46.054107,1.077265,0.000000,29.698685,4.075258,32.622476,0.000000,0.000000,0.985801,0.000000,141.984045,15.788865,2.304868,2.10,1.50,0.00,0.10,0.00,0.000000,3.363787,0.50,3.65,0.00,336.586388,0.000000,1.271619,0.000000,63.103607,0.000000,14.467514,1.696634,0.000000,0.000000,12.625305,2.570658,2.844264,1.313349,0.000000,3.027445,4.078779,1.877149,0.000000,1.285329,11.064615,3.393268,0.00,0.24,1.94,0.000000,0.000000,0.000000,1.87,1.67,0.00,7.67,0.000000,1.099695,0.000000,0,0,0,0,0

