Block,Time,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/25122043/GNA_MEJA_DELHI,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13,NR/30092023/26122029/SH-06,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02012046/L_NR_2021_17,NR/01102023/22052037/LT-59,WR/01102023/29112042/L_NR_2019_05,NR/01062024/30062024/R2,WR/01102023/01102023/L_NR_2022_09,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/30062024/30062024/IEX_240629_01348_1,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/20062024/30062024/1000011400-GOHP-BRPL(DISCOM),NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/01102023/19072037/LT-05,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10,NR/01102023/05012040/L_NR_2020_02,NR/16062024/30062024/1000011196-KWHPS-BRPL(DISCOM),NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,WR/01102023/24112044/L_NR_2020_07,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01102023/30042040/GNA_LT_35,NR/01042024/31072024/LT_MEJA_DELHI,NR/01062024/30062024/IEPL01,NR/01102023/23072042/L_NR_2012_04,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/30042040/GNA_LT_36,NR/01062024/30062024/JPL-BRPL(PTC)GNA,WR/01102023/01102023/L_NR_2020_06,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/14082046/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16
6,01:15-01:30,31.290000,0.000000,0,56,0,24.300000,14,0,10.400000,0,0.000000,41.33,38.590000,0.000000,0,67.530000,53.060000,18.700000,24.120000,21.750000,115.340000,41.33,0,76.490000,0.000000,23.61,0,8.820000,0.000000,272.770000,10.590000,18.67,225.330000,24.300000,24.120000,0.000000,0.000000,11.810000,38.590000,0.000000,0.000000,0,0.000000,0.000000,18.66,0.000000,0,0,0,0,0,0

7,01:30-01:45,31.290000,0.000000,0,55,0,24.300000,13.66,0,10.400000,0,0.000000,38.67,38.590000,0.000000,0,67.530000,53.060000,18.700000,24.120000,21.750000,115.340000,38.67,0,76.490000,0.000000,23.41,0,8.820000,0.000000,272.770000,10.590000,18.33,225.330000,24.300000,24.120000,0.000000,0.000000,11.810000,38.590000,0.000000,0.000000,0,0.000000,0.000000,18.34,0.000000,0,0,0,0,0,0

8,01:45-02:00,31.290000,0.000000,0,54.5,0,24.300000,13,0,10.400000,0,0.000000,36.33,38.590000,0.000000,0,67.530000,53.060000,18.700000,24.120000,21.750000,115.340000,36.33,0,76.490000,0.000000,23.41,0,8.820000,0.000000,272.770000,10.590000,18.17,225.330000,24.300000,24.120000,0.000000,0.000000,11.810000,38.590000,0.000000,0.000000,0,0.000000,0.000000,18.16,0.000000,0,0,0,0,0,0

9,02:00-02:15,31.290000,0.000000,0,52.5,0,25.600000,12.34,0,10.400000,0,0.000000,34.33,38.590000,0.000000,0,67.530000,53.060000,18.510000,24.120000,21.750000,115.340000,34.33,0,76.490000,0.000000,23.21,0,8.620000,0.000000,272.770000,10.590000,17.5,225.330000,25.600000,24.120000,0.000000,0.000000,12.290000,38.590000,0.000000,0.000000,0,0.000000,0.000000,17.5,0.000000,0,0,0,0,0,0

10,02:15-02:30,31.290000,0.000000,0,50,0,25.600000,12,0,10.400000,0,0.000000,32.67,38.590000,0.000000,0,67.530000,53.060000,18.510000,24.120000,21.750000,66.180000,32.67,0,57.590000,0.000000,23.01,0,8.620000,0.000000,272.770000,10.590000,16.67,198.380000,25.600000,24.120000,0.000000,0.000000,12.290000,38.590000,0.000000,0.000000,0,0.000000,0.000000,16.66,0.000000,0,0,0,0,0,0

11,02:30-02:45,31.290000,0.000000,0,47.5,0,25.600000,11.34,0,10.400000,0,0.000000,31,38.590000,0.000000,0,67.530000,53.060000,18.510000,24.120000,21.750000,66.180000,31,0,57.590000,0.000000,13.4,0,8.620000,0.000000,272.770000,10.590000,15.83,169.440000,25.600000,24.120000,0.000000,0.000000,12.290000,38.590000,0.000000,0.000000,0,0.000000,0.000000,15.84,0.000000,0,0,0,0,0,0

12,02:45-03:00,31.290000,0.000000,0,46,0,25.600000,11,0,10.400000,0,0.000000,29.33,38.590000,0.000000,0,67.530000,53.060000,18.510000,24.120000,21.750000,66.180000,29.33,0,57.590000,0.000000,12.6,0,8.620000,0.000000,272.770000,10.590000,15.33,169.250000,25.600000,24.120000,0.000000,0.000000,12.290000,38.590000,0.000000,0.000000,0,0.000000,0.000000,15.34,0.000000,0,0,0,0,0,0

13,03:00-03:15,31.290000,0.000000,0,44,0,25.960000,10.66,0,10.400000,0,0.000000,27.67,0.000000,0.000000,0,67.530000,53.060000,18.330000,24.120000,21.750000,66.180000,27.67,0,57.590000,0.000000,12.01,0,8.440000,0.000000,272.770000,10.590000,14.67,169.250000,25.960000,24.120000,0.000000,0.000000,3.860000,38.590000,0.000000,0.000000,0,0.000000,0.000000,14.66,0.000000,0,0,0,0,0,0

14,03:15-03:30,31.290000,0.000000,0,42.5,0,25.960000,10.34,0,10.400000,0,0.000000,26.33,0.000000,0.000000,0,67.530000,53.060000,18.330000,24.120000,21.750000,66.180000,26.33,0,57.590000,0.000000,11.61,0,8.440000,0.000000,272.770000,10.590000,14.17,169.250000,25.960000,24.120000,0.000000,0.000000,3.860000,38.590000,0.000000,0.000000,0,0.000000,0.000000,14.16,0.000000,0,0,0,0,0,0

15,03:30-03:45,31.290000,0.000000,0,40,0,25.960000,10,0,10.400000,0,0.000000,24.33,0.000000,0.000000,0,67.530000,53.060000,18.330000,24.120000,21.750000,66.180000,24.33,0,57.590000,0.000000,17,0,8.440000,0.000000,272.770000,10.590000,13.33,169.250000,25.960000,24.120000,0.000000,0.000000,3.860000,38.590000,0.000000,0.000000,0,0.000000,0.000000,13.34,0.000000,0,0,0,0,0,0

16,03:45-04:00,31.290000,0.000000,0,39,0,25.960000,9.66,0,10.400000,0,0.000000,22.67,0.000000,0.000000,0,67.530000,53.060000,18.330000,24.120000,21.750000,66.180000,22.67,0,57.590000,0.000000,17,0,8.440000,0.000000,272.770000,10.590000,13,169.250000,25.960000,24.120000,0.000000,0.000000,3.860000,38.590000,0.000000,0.000000,0,0.000000,0.000000,13,0.000000,0,0,0,0,0,0

17,04:00-04:15,31.290000,0.000000,0,38,0,25.960000,8.34,0,10.090000,0,0.000000,21.67,0.000000,0.000000,0,67.530000,53.060000,18.050000,24.120000,21.750000,66.180000,21.67,0,57.590000,0.000000,17,0,8.260000,0.000000,272.770000,10.360000,12.67,169.250000,25.960000,24.120000,0.000000,0.000000,3.860000,38.590000,0.000000,0.000000,0,0.000000,0.000000,12.66,0.000000,0,0,0,0,0,0

18,04:15-04:30,31.290000,0.000000,0,37.5,0,25.960000,8,0,10.090000,0,0.000000,21,0.000000,0.000000,0,67.530000,53.060000,18.050000,24.120000,21.750000,66.180000,21,0,57.590000,0.000000,16.8,0,8.260000,0.000000,272.770000,10.360000,12.5,169.250000,25.960000,24.120000,0.000000,0.000000,3.860000,38.590000,0.000000,0.000000,0,0.000000,0.000000,12.5,0.000000,0,0,0,0,0,0

19,04:30-04:45,31.290000,0.000000,0,36,0,30.870000,8,0,10.250000,0,0.000000,20.67,0.000000,0.000000,0,67.530000,53.060000,18.050000,24.120000,21.750000,66.180000,20.67,0,57.590000,0.000000,16.6,0,8.260000,0.000000,272.770000,10.360000,12,169.250000,25.400000,24.120000,0.000000,0.000000,7.660000,38.590000,0.000000,0.000000,0,0.000000,0.000000,12,0.000000,0,0,0,0,0,0

20,04:45-05:00,31.290000,0.000000,0,33,0,30.870000,7.66,0,10.250000,0,0.000000,20.33,0.000000,0.000000,0,67.530000,53.060000,18.050000,24.120000,21.750000,66.180000,20.33,0,57.590000,0.000000,16.2,0,8.260000,0.000000,272.770000,10.360000,11,169.250000,25.400000,24.120000,0.000000,0.000000,7.660000,38.590000,0.000000,0.000000,0,0.000000,0.000000,11,0.000000,0,0,0,0,0,0

21,05:00-05:15,31.290000,0.000000,0,32,0,30.870000,7.66,0,10.250000,0,0.000000,20,0.000000,0.000000,0,67.530000,53.060000,17.770000,24.120000,21.750000,66.180000,20,0,57.590000,0.000000,15.8,0,8.070000,0.000000,272.770000,10.360000,10.67,169.250000,25.400000,24.120000,0.000000,0.000000,7.660000,38.590000,0.000000,0.000000,0,0.000000,0.000000,10.66,0.000000,0,0,0,0,0,0

22,05:15-05:30,31.290000,0.000000,0,31.5,0,30.870000,7.34,0,10.250000,0,0.000000,20,0.000000,0.000000,0,67.530000,53.060000,17.770000,24.120000,21.750000,66.180000,20,0,57.590000,0.000000,15.4,0,8.070000,0.000000,272.770000,10.360000,10.5,169.250000,25.400000,24.120000,0.000000,0.000000,7.660000,38.590000,0.000000,0.000000,0,0.000000,0.000000,10.5,0.000000,0,0,0,0,0,0

23,05:30-05:45,31.290000,0.000000,0.087696,30.5,0,30.870000,8.66,0,10.250000,0,0.000000,19.67,0.000000,0.000000,0,67.530000,53.060000,17.770000,24.120000,21.750000,66.180000,19.67,0,57.590000,0.000000,15,0,8.070000,0.000000,272.770000,10.360000,10.17,184.180000,25.400000,24.120000,0.000000,0.000000,7.660000,38.590000,0.000000,0.000000,0,0.000000,0.000000,10.16,0.000000,0,0,0,0,0,0

24,05:45-06:00,31.290000,0.000000,0.321552,29.5,0.41,30.870000,8.34,0,10.250000,0,0.000000,19,0.000000,0.000000,0,67.530000,53.060000,17.770000,24.120000,21.750000,66.180000,19,0.2,57.590000,0.000000,14.6,0,8.070000,0.000000,272.770000,10.360000,9.83,145.590000,25.400000,24.120000,0.000000,0.000000,7.660000,38.590000,0.000000,0.000000,0,0.000000,0.000000,9.84,0.000000,2.04,0,0,0,0.17,0

25,06:00-06:15,31.290000,0.000000,0.68208,31,1.41,30.870000,6.66,0,10.250000,6.25,0.000000,19.33,0.000000,0.000000,0,67.530000,53.060000,17.500000,24.120000,21.750000,66.180000,19.33,1,57.590000,0.000000,14.4,1,7.880000,0.000000,272.770000,10.210000,10.33,145.590000,25.400000,24.120000,0.000000,0.000000,7.660000,38.590000,0.000000,0.000000,7.93,0.000000,0.000000,10.34,0.000000,7.07,0,1,0,1.56,1

26,06:15-06:30,31.290000,0.000000,1.987776,32,2.47,30.870000,7,0,10.250000,9.09,0.000000,20.67,0.000000,0.000000,2,67.530000,53.060000,17.500000,24.120000,21.750000,70.340000,20.67,2,57.590000,0.080000,14.2,1,7.880000,0.000000,272.770000,10.210000,10.67,145.590000,25.400000,24.120000,0.000000,0.080000,7.660000,38.590000,0.000000,0.000000,14.97,0.090000,0.000000,10.66,0.000000,12.38,1,4,0,3.56,2

27,06:30-06:45,31.290000,0.000000,3.868368,33,3.56,30.870000,7,0,10.250000,13.1,0.000000,21,0.000000,0.000000,5,67.530000,53.060000,17.500000,24.120000,21.750000,70.340000,21,5,57.590000,0.630000,14,3,7.880000,0.000000,272.770000,10.210000,11,108.820000,25.400000,24.120000,0.000000,0.630000,1.930000,38.590000,0.000000,0.000000,20.55,0.650000,0.000000,11,0.000000,17.79,3,7,0,6.13,5

28,06:45-07:00,31.290000,0.000000,6.372576,33.5,4.71,30.870000,7.34,0,10.250000,22.03,0.000000,21.33,0.000000,0.000000,9.9,67.530000,53.060000,17.500000,24.120000,21.750000,70.340000,21.33,6,57.590000,1.010000,14,6,7.880000,0.000000,272.770000,10.210000,11.17,108.820000,25.400000,24.120000,0.000000,1.010000,1.930000,38.590000,0.000000,0.000000,28.13,1.030000,0.000000,11.16,0.000000,23.57,4,14,0,8.91,8

29,07:00-07:15,31.290000,0.000000,9.578352,33.5,6.89,30.870000,7.34,0,10.090000,28.15,0.000000,22.67,0.000000,0.000000,17.8,67.530000,53.060000,17.320000,24.120000,21.750000,70.340000,22.67,7,57.590000,1.490000,14,9,7.420000,0.000000,272.770000,9.970000,11.17,108.820000,25.400000,24.120000,0.000000,1.490000,1.930000,38.590000,0.000000,0.000000,28.15,1.530000,0.000000,11.16,0.000000,34.43,5,21,0,11.97,11

30,07:15-07:30,31.290000,0.000000,13.534416,33,9.19,30.870000,7.34,0,10.090000,24.87,0.000000,23.67,0.000000,0.000000,24.03,67.530000,53.060000,17.320000,24.120000,21.750000,70.340000,23.67,11.5,57.590000,2.060000,14,15,7.420000,0.000000,272.770000,9.970000,11,108.820000,25.400000,24.120000,0.000000,2.060000,1.930000,38.590000,0.000000,0.000000,24.86,2.110000,0.000000,11,0.000000,45.93,8,35,0,15.5,16

31,07:30-07:45,31.290000,0.000000,17.305344,32,11.33,25.960000,7.34,0,10.090000,25.87,0.000000,25,0.000000,0.000000,25.03,67.530000,53.060000,17.320000,24.120000,21.750000,70.340000,25,15.5,57.590000,2.710000,14,18,7.420000,0.000000,272.770000,9.970000,10.67,108.820000,25.960000,24.120000,0.000000,2.710000,1.930000,38.590000,0.000000,0.000000,25.86,2.790000,0.000000,10.66,0.000000,56.63,12,42,0,19.84,25

32,07:45:08:00,31.290000,0.000000,21.173712,31.5,13.69,25.960000,7,0,10.090000,26.87,0.000000,26.33,0.000000,0.000000,25.53,67.530000,53.060000,17.320000,24.120000,21.750000,70.340000,26.33,18.5,57.590000,3.610000,14,22,7.420000,0.000000,231.530000,9.970000,10.5,108.820000,25.960000,24.120000,0.000000,3.610000,1.930000,38.590000,0.000000,0.000000,26.86,3.710000,0.000000,10.5,0.000000,68.46,15,53,0,23.86,30

33,08:00-08:15,30.280000,0.000000,25.28568,30.5,16.19,25.960000,12.66,0,10.400000,28,0.000000,25.67,0.000000,0.000000,27.67,67.530000,53.060000,17.130000,24.120000,21.750000,70.340000,25.67,22.5,57.590000,4.500000,14,28,7.240000,0.000000,192.940000,9.820000,10.17,108.820000,25.960000,24.120000,0.000000,4.500000,1.930000,38.590000,0.000000,0.000000,28,4.610000,0.000000,10.16,0.000000,80.98,19,67,0,29.03,39

34,08:15-08:30,31.290000,0.000000,29.612016,30,18.71,25.960000,12.34,0,10.400000,30.58,0.000000,25,0.000000,0.000000,28.92,67.530000,53.060000,17.130000,24.120000,21.750000,70.340000,25,25.5,57.590000,5.410000,14.4,34,7.240000,0.000000,150.020000,9.820000,10,108.820000,25.960000,24.120000,0.000000,5.410000,1.930000,38.590000,0.000000,0.000000,30.59,5.540000,0.000000,10,0.000000,93.54,22,81,0,33.91,46

35,08:30-08:45,31.290000,0.000000,33.3732,29.5,21.2,25.960000,12,0,10.400000,30.92,0.000000,24.67,0.000000,0.000000,29.25,67.530000,53.060000,17.130000,24.120000,21.750000,70.340000,24.67,28.5,57.590000,6.260000,13.4,39,7.240000,0.000000,150.020000,9.820000,9.83,108.820000,25.960000,24.120000,0.000000,6.260000,1.930000,38.590000,0.000000,0.000000,30.91,6.420000,0.000000,9.84,0.000000,106,25,91,0,44.74,51

36,08:45:09:00,31.290000,0.000000,37.17336,28.5,23.67,25.960000,12,0,10.400000,31.48,0.000000,24,0.000000,0.000000,29.82,67.530000,53.060000,17.130000,24.120000,21.750000,70.340000,24,31.5,57.590000,7.080000,14.2,45,7.240000,0.000000,150.020000,9.820000,9.5,108.820000,25.960000,24.120000,0.000000,7.080000,1.930000,38.590000,0.000000,0.000000,31.49,7.250000,0.000000,9.5,0.000000,118.36,28,105,0,51.57,58

37,09:00:09:15,31.290000,0.000000,40.866336,31.5,25.97,25.960000,11.66,0,10.400000,31.48,0.000000,24.33,0.000000,0.000000,29.82,67.530000,53.060000,16.950000,24.120000,21.750000,70.340000,24.33,33.5,57.590000,8.420000,15.2,49,7.050000,0.000000,150.020000,9.590000,10.5,108.820000,25.960000,24.120000,0.000000,8.420000,1.930000,0.000000,0.000000,0.000000,31.49,8.630000,0.000000,10.5,0.000000,129.88,28,116,0,57.99,60

38,09:15-09:30,31.290000,0.000000,44.14032,32,28.25,25.960000,11.34,0,10.400000,31.82,0.000000,24.67,0.000000,0.000000,30.15,67.530000,53.060000,16.950000,24.120000,21.750000,70.340000,24.67,35.5,57.590000,9.220000,15.8,54,7.050000,0.000000,150.020000,9.590000,10.67,108.820000,25.960000,24.120000,0.000000,9.220000,1.930000,0.000000,0.000000,0.000000,31.81,9.440000,0.000000,10.66,0.000000,141.23,31,126,0,63.99,66

39,09:30-09:45,31.290000,0.000000,48.632304,32,30.49,25.960000,11.34,0,10.400000,31.82,0.000000,25,0.000000,0.000000,30.15,67.530000,53.060000,16.950000,24.120000,21.750000,70.340000,25,40.5,57.590000,9.920000,16.4,58,7.050000,0.000000,150.020000,10.130000,10.67,108.820000,25.960000,24.120000,0.000000,9.920000,1.930000,0.000000,0.000000,0.000000,31.81,10.170000,0.000000,10.66,0.000000,152.46,32,137,0,69.57,68

40,09:45-10:00,31.290000,0.000000,53.017104,32,32.81,25.960000,11,0,10.400000,31.82,0.000000,25.33,0.000000,0.000000,30.15,67.530000,53.060000,16.950000,24.120000,21.750000,70.340000,25.33,40.5,57.590000,10.580000,17,63,7.050000,0.000000,150.020000,10.130000,10.67,108.820000,25.960000,24.120000,0.000000,10.580000,1.930000,0.000000,0.000000,0.000000,31.81,10.850000,0.000000,10.66,0.000000,164.08,35,147,0,74.52,73

41,10:00-10:15,30.280000,0.000000,57.168048,32,34.8,25.960000,12.66,0,10.250000,32.33,0.000000,27,0.000000,0.000000,31.33,0.000000,53.060000,16.760000,24.120000,21.750000,70.340000,27,41.5,57.590000,11.220000,17.6,69,6.910000,0.000000,150.020000,10.130000,10.67,108.820000,25.960000,0.000000,0.000000,11.220000,1.930000,0.000000,0.000000,0.000000,32.34,11.500000,0.000000,10.66,0.000000,173.98,38,161,0,78.81,78

42,10:15-10:30,29.770000,0.000000,61.133856,32,36.72,25.960000,12.66,0,10.250000,32.33,0.000000,29,0.000000,0.000000,31.33,0.000000,53.060000,16.760000,24.120000,21.750000,70.340000,29,43.5,57.590000,11.770000,18.4,73,6.910000,0.000000,150.020000,10.130000,10.67,108.820000,25.960000,0.000000,0.000000,11.770000,1.930000,0.000000,0.000000,0.000000,32.34,12.060000,0.000000,10.66,0.000000,183.63,39,172,0,82.7,83

43,10:30-10:45,29.770000,0.000000,63.8232,32,39.61,25.960000,13,0,10.250000,32.33,0.000000,31.33,0.000000,0.000000,31.33,0.000000,53.060000,16.760000,24.120000,21.750000,70.340000,31.33,43.5,57.590000,14.110000,14.4,78,6.910000,0.000000,150.020000,10.130000,10.67,108.820000,25.960000,0.000000,0.000000,14.110000,1.930000,0.000000,0.000000,0.000000,32.34,14.470000,0.000000,10.66,0.000000,198.07,41,182,0,84.87,87

44,10:45-11:00,29.770000,0.000000,66.074064,32,41.33,25.960000,13.34,0,10.250000,32.33,0.000000,33.33,0.000000,0.000000,31.33,0.000000,53.060000,16.760000,24.120000,21.750000,70.340000,33.33,44.5,57.590000,14.660000,14.4,80,6.910000,0.000000,150.020000,10.130000,10.67,108.820000,25.960000,0.000000,0.000000,14.660000,1.930000,0.000000,0.000000,0.000000,32.34,15.020000,0.000000,10.66,0.000000,206.66,43,186,0,85.65,89

45,11:00-11:15,29.770000,0.000000,67.9644,32.5,44.17,25.960000,14.34,0,9.310000,32.33,0.000000,35.33,0.000000,0.000000,31.33,0.000000,53.060000,16.760000,24.120000,21.750000,70.340000,35.33,45.5,57.590000,15.030000,8.21,81,6.910000,0.000000,150.020000,10.360000,10.83,108.820000,25.960000,0.000000,0.000000,15.030000,1.930000,0.000000,0.000000,0.000000,32.34,15.410000,0.000000,10.84,0.000000,220.83,45,189,0,85.75,93

46,11:15-11:30,29.770000,0.000000,69.445488,34,44.17,25.960000,15.34,0,9.700000,32.33,0.000000,37.33,0.000000,0.000000,31.33,0.000000,53.060000,16.760000,24.120000,21.750000,70.340000,37.33,45.5,57.590000,15.030000,8.41,81,6.910000,0.000000,150.020000,10.360000,11.33,108.820000,25.960000,0.000000,0.000000,15.030000,1.930000,0.000000,0.000000,0.000000,32.34,15.410000,0.000000,11.34,0.000000,220.83,45,189,0,85.72,95

47,11:30-11:45,29.770000,0.000000,70.1568,35,44.17,25.960000,16,0,9.700000,32.33,0.000000,39.67,0.000000,0.000000,31.33,0.000000,53.060000,16.760000,24.120000,21.750000,70.340000,39.67,44.5,57.590000,15.030000,8.21,81,6.910000,0.000000,150.020000,10.360000,11.67,108.820000,25.960000,0.000000,0.000000,15.030000,1.930000,0.000000,0.000000,0.000000,32.34,15.410000,0.000000,11.66,0.000000,220.83,45,189,0,89.22,95

48,11:45-12:00,29.770000,0.000000,70.575792,36.5,44.17,25.960000,17.34,0,9.700000,32.33,0.000000,42,0.000000,0.000000,31.33,0.000000,53.060000,16.760000,24.120000,21.750000,70.340000,42,46.5,57.590000,15.030000,8.41,81,6.910000,0.000000,150.020000,10.360000,12.17,108.820000,25.960000,0.000000,0.000000,15.030000,1.930000,0.000000,0.000000,0.000000,32.34,15.410000,0.000000,12.16,0.000000,220.83,45,189,0,89.4,95

49,12:00-12:15,30.280000,0.000000,70.614768,49.5,44.17,25.960000,16,0,9.700000,31.34,0.000000,27.67,0.000000,0.000000,31.33,0.000000,53.060000,16.570000,24.120000,21.750000,66.180000,27.67,46.5,57.590000,15.030000,8.01,81,6.770000,0.000000,150.020000,10.360000,16.5,108.820000,25.960000,0.000000,0.000000,15.030000,1.930000,0.000000,0.000000,0.000000,32.34,15.410000,0.000000,16.5,0.000000,220.83,45,189,0,89.49,95

50,12:15-12:30,30.280000,0.000000,70.263984,47,44.17,25.960000,14.66,0,9.700000,31.34,0.000000,29,0.000000,0.000000,31.33,0.000000,53.060000,16.570000,24.120000,21.750000,66.180000,29,45.5,57.590000,15.030000,8.01,81,6.770000,0.000000,150.020000,10.360000,15.67,108.820000,25.960000,0.000000,0.000000,15.030000,1.930000,0.000000,0.000000,0.000000,32.34,15.410000,0.000000,15.66,0.000000,220.83,45,189,0,89.45,95

51,12:30-12:45,30.280000,0.000000,74.317488,44,44.17,25.960000,23.34,0,9.700000,31.34,0.000000,30.33,0.000000,0.000000,31.33,0.000000,53.060000,16.570000,24.120000,21.750000,66.180000,30.33,45.5,57.590000,15.030000,8.61,81,6.770000,0.000000,150.020000,10.360000,14.67,108.820000,25.960000,0.000000,0.000000,15.030000,1.930000,0.000000,0.000000,0.000000,32.34,15.410000,0.000000,14.66,0.000000,220.83,45,189,0,89.41,95

