Block,Time,DHAULIGNGA,KGSU1AND2,KGSU3AND4,KHSTPP-II,KOLDAM,NLCIIST1,PARBATI3,RIHAND3,TALST2,TANAKPUR,TEHRI,UNCHAHAR2,VALLURNTECL,ANTA_GF,CHAMERA1,CHAMERA3,FSTPP I & II,KISHANGANGA,KKNP,NTPL,RAPPB,RAPPD,RIHAND2,URI2,ANTA_LF,DADRI_LF,BRBCL,JHAJJAR,KUDGI,MAPS,NNTPP,TALA,UNCHAHAR3,UNCHAHAR4,AURY_GF,AURY_LF,AURY_RF,NLCIIST2,RIHAND1,SEWA2,SIMHST2,TelanganaSTPP,AURY_CRF,DADRI_CRF,DADRI_GF,DADRI_RF,KHSTPP-I,SALAL,DULHASTI,NLCTS2EXP,RAMPUR,RAPPC,SIMHST1,SINGRAULI_HYDRO,TANDA2,TEHRIPSP,URI,BSIUL,CHAMERA2,DADRT2,KKNPPU2,KOTESHWR,NAPP,NJPC,NLCEXP,PARBATI2,RSTPSU1TO6,SINGRAULI,ANTA_RF,RSTPSU7,SASAN,UNCHAHAR1,ANTA_CRF
55,13:30-13:45,42.46,0,0,98.87,8.62,0,34.19,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.98,27.69,3.22,0,0,79.22,0,98.32,18.34,0,0,0,0,0,102.75,45.53,83.67,55.38,0,5.7,65.27,0,0,5.73,0,38.64,0,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,48.16,0,382.5,21.65,0

56,13:45-14:00,42.46,0,0,98.87,8.62,0,34.19,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.98,27.69,3.22,0,0,79.22,0,98.32,18.34,0,0,0,0,0,102.75,45.53,83.67,55.38,0,5.7,65.27,0,0,5.73,0,38.64,0,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,48.16,0,382.5,21.65,0

57,14:00-14:15,42.46,0,0,98.87,8.62,0,34.19,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.98,27.69,3.22,0,0,79.22,0,98.32,18.34,0,0,0,0,0,102.75,45.53,83.67,55.38,0,5.7,65.27,0,0,5.73,0,48.57,0,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,47.53,0,382.5,21.65,0

58,14:15-14:30,42.46,0,0,98.87,8.62,0,34.19,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.98,27.69,3.22,0,0,79.22,0,98.32,18.34,0,0,0,0,0,102.75,45.53,83.67,55.38,0,5.7,65.27,0,0,5.73,0,48.57,0,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,47.53,0,382.5,21.65,0

59,14:30-14:45,42.46,0,0,98.87,8.62,0,34.19,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.98,27.69,3.22,0,0,79.22,0,98.32,18.34,0,0,0,0,0,102.75,45.53,83.67,55.38,0,5.7,65.27,0,0,5.73,0,48.57,0,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,47.53,0,405,21.65,0

60,14:45-15:00,42.46,0,0,98.87,8.62,0,34.19,130.84,0,11.91,0,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.98,27.69,3.22,0,0,79.22,0,98.32,18.34,0,0,0,0,0,102.75,45.53,83.67,55.38,0,5.7,65.27,0,0,5.73,0,48.57,0,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,47.53,0,405,21.65,0

61,15:00-15:15,42.46,0,0,98.87,8.62,0,34.19,130.84,0,9.86,0,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.84,27.69,3.22,0,0,79.22,0,98.32,18.34,0,0,0,0,0,102.75,45.53,83.67,55.38,0,5.7,65.27,0,0,5.73,0,48.57,0,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,47.53,0,405,21.65,0

62,15:15-15:30,42.46,0,0,98.87,8.62,0,34.19,130.84,0,9.86,0,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.84,27.69,3.22,0,0,79.22,0,98.32,18.34,0,0,0,0,0,102.75,45.53,83.67,55.38,0,5.7,65.27,0,0,5.73,0,48.57,0,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,47.53,0,405,21.65,0

63,15:30-15:45,42.46,0,0,98.87,8.62,0,37.91,130.84,0,9.86,0,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.84,27.69,3.22,0,0,79.22,0,98.32,18.34,0,0,0,0,0,102.75,45.53,83.67,55.38,0,5.7,65.27,0,0,5.73,0,48.57,0,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,47.53,0,405,21.65,0

64,15:45-16:00,42.46,0,0,98.87,8.62,0,37.91,130.84,0,9.86,0,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.84,27.69,3.22,0,0,79.22,0,98.32,18.34,0,0,0,0,0,102.75,45.53,83.67,55.38,0,5.7,65.27,0,0,5.73,0,48.57,0,47.12,689.38,0,10.14,24.23,175.79,0,11.25,0,74.94,47.53,0,405,21.65,0

65,16:00-16:15,42.46,0,0,98.87,8.62,0,37.91,130.84,0,9.86,0,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.84,27.69,3.22,0,0,79.22,0,98.32,18.34,0,0,0,0,0,102.75,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,0,47.12,549.38,0,10.14,24.23,175.79,0,11.25,0,74.94,46.9,0,405,21.65,0

66,16:15-16:30,42.46,0,0,98.87,8.62,0,37.91,130.84,0,9.86,0,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.84,27.69,3.22,0,0,79.22,0,98.32,18.34,0,0,0,0,0,102.75,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,0,47.12,549.38,0,10.14,24.23,175.79,0,11.25,0,74.94,46.9,0,405,21.65,0

67,16:30-16:45,42.46,0,0,98.87,8.62,0,41.62,130.84,0,9.86,0,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.69,27.69,3.22,0,0,79.22,0,98.32,18.34,0,0,0,0,0,102.75,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,0,47.12,549.38,0,10.14,24.23,175.79,0,11.25,0,74.94,46.27,0,405,21.65,0

68,16:45-17:00,42.46,0,0,98.87,8.62,0,41.62,130.84,0,9.86,0,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.51,27.69,3.22,0,0,79.22,0,98.32,18.34,0,0,0,0,0,102.75,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,0,47.12,549.38,0,10.14,24.23,175.79,0,11.25,0,74.94,46.27,0,405,21.65,0

69,17:00-17:15,42.46,0,0,98.87,8.62,0,41.62,130.84,0,9.86,16.66,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.22,27.69,3.22,0,0,79.22,0,98.32,18.34,0,0,0,0,0,102.75,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,0,47.12,549.38,0,10.14,24.23,175.79,0,11.25,0,74.94,46.27,0,405,21.65,0

70,17:15-17:30,42.46,0,0,98.87,8.62,0,41.62,130.84,0,9.86,33.31,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.08,27.69,3.22,0,0,79.22,0,98.32,18.34,0,0,0,0,0,102.75,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,0,47.12,549.38,0,10.14,24.23,175.79,0,11.25,0,74.94,46.27,0,405,21.65,0

71,17:30-17:45,42.46,0,0,98.87,8.62,0,41.62,130.84,0,9.86,49.97,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,20.93,27.69,3.22,0,0,79.22,0,98.32,18.34,0,0,0,0,0,102.75,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,0,47.12,549.38,0,10.14,24.23,175.79,0,11.25,0,74.94,46.27,0,405,21.65,0

72,17:45-18:00,42.46,0,0,98.87,8.62,0,41.62,130.84,0,9.86,66.62,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,20.78,27.69,3.22,0,0,79.22,0,98.32,18.34,0,0,0,0,0,102.75,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,0,47.12,549.38,0,10.14,24.23,175.79,0,11.25,0,74.94,46.27,0,405,21.65,0

73,18:00-18:15,42.46,0,0,98.87,8.62,0,41.62,130.84,0,9.86,68.47,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,20.57,27.69,3.22,0,0,79.22,0,98.32,18.34,0,0,0,0,0,102.75,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,0,47.12,549.38,0,10.14,24.23,175.79,0,11.25,0,74.94,46.27,0,405,21.65,0

74,18:15-18:30,42.46,0,0,98.87,8.62,0,41.62,130.84,0,9.86,68.47,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,20.31,27.69,3.22,0,0,79.22,0,98.32,18.34,0,0,0,0,0,102.75,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,0,47.12,549.38,0,20.29,24.23,175.79,0,11.25,0,74.94,46.27,0,405,21.65,0

75,18:30-18:45,42.46,0,0,98.87,8.62,0,41.62,130.84,0,9.86,68.47,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,20.16,27.69,3.22,0,0,79.22,0,98.32,18.34,0,0,0,0,0,102.75,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,6.52,47.12,549.38,0,30.43,24.23,175.79,0,11.25,0,74.94,46.27,0,405,21.65,0

76,18:45-19:00,42.46,0,0,98.87,8.62,0,41.62,130.84,0,9.86,68.47,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,20.08,27.69,3.22,0,0,79.22,0,98.32,18.34,0,0,0,0,0,102.75,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,6.52,47.12,549.38,0,40.57,24.23,175.79,0,11.25,0,74.94,46.27,0,405,21.65,0

77,19:00-19:15,42.46,0,0,98.87,8.62,0,26.76,130.84,0,9.86,68.47,45,0,0,42.15,33.94,18.76,4.66,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,25.28,27.69,3.22,0,0,79.22,0,98.32,18.34,0,0,0,0,0,102.75,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,48.57,13.04,47.12,548.45,0,40.57,24.23,175.79,0,11.25,0,74.94,46.53,0,393.75,21.65,0

78,19:15-19:30,44.81,0,0,98.87,8.62,0,57.98,130.84,0,9.86,68.47,45,0,0,42.27,35.69,18.76,7.18,0,0,0,24.33,125.27,31.17,0,0,24.99,474.85,0,0,0,25.28,27.69,3.22,0,0,79.22,0,98.32,19.49,0,0,0,0,0,102.75,45.53,79.01,57.67,0,5.84,65.27,0,0,5.73,0,48.57,20.46,49.59,548.45,0,44.64,24.23,177.44,0,14.07,0,74.94,46.53,0,393.75,21.65,0

79,19:30-19:45,44.81,0,0,98.87,8.62,0,57.98,130.84,0,9.86,68.78,45,0,0,42.27,35.69,18.76,7.18,0,0,0,24.33,125.27,31.17,0,0,24.99,474.85,0,0,0,25.43,27.69,3.22,0,0,79.22,0,98.32,19.49,0,0,0,0,0,102.75,45.53,79.01,57.67,0,5.84,65.27,0,0,5.73,0,48.57,20.46,49.59,548.45,0,44.64,24.23,177.44,0,14.07,0,74.94,46.9,0,393.75,21.65,0

80,19:45-20:00,44.81,0,0,98.87,8.62,0,57.98,130.84,0,9.86,68.78,45,0,0,42.27,35.69,18.76,7.18,0,0,0,24.33,125.27,31.17,0,0,24.99,474.85,0,0,0,25.78,27.69,3.22,0,0,79.22,0,98.32,19.49,0,0,0,0,0,102.75,45.53,79.01,57.67,0,5.84,65.27,0,0,5.73,0,48.57,20.46,49.59,548.45,0,44.64,24.23,177.44,0,14.07,0,74.94,46.9,0,393.75,21.65,0

81,20:00-20:15,44.81,0,0,98.87,8.62,0,57.98,130.84,0,9.86,68.78,45,0,0,42.27,35.69,18.76,7.18,0,0,0,24.33,125.27,31.17,0,0,24.99,474.85,0,0,0,26.6,27.69,3.22,0,0,79.22,0,98.32,19.49,0,0,0,0,0,105.39,45.53,79.01,57.67,0,5.84,65.27,0,0,5.73,83.18,47.47,20.46,49.59,548.45,0,44.64,24.23,177.44,0,14.07,0,74.94,47.53,0,393.75,21.65,0

82,20:15-20:30,44.81,0,0,98.87,8.62,0,57.98,130.84,0,9.86,68.78,45,0,0,42.27,35.69,18.76,7.18,0,0,0,24.33,125.27,31.17,0,0,24.99,607.16,0,0,0,26.6,27.69,3.22,0,0,79.22,0,98.32,19.49,0,0,0,0,0,105.39,45.53,79.01,57.67,0,5.84,65.27,0,0,5.73,83.18,47.47,20.46,49.59,548.45,0,44.64,24.23,177.44,0,14.07,0,74.94,47.53,0,393.75,21.65,0

83,20:30-20:45,44.81,0,0,98.87,8.62,0,57.98,130.84,0,9.86,68.78,45,0,0,42.27,35.69,18.76,7.18,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,26.6,27.69,3.22,0,0,79.22,0,98.32,19.49,0,0,0,0,0,105.39,45.53,79.01,57.67,0,5.84,65.27,0,0,5.73,83.18,52.99,20.46,49.59,548.45,0,44.64,24.23,177.44,0,14.07,0,74.94,47.53,0,393.75,21.65,0

84,20:45-21:00,44.81,0,0,98.87,8.62,0,57.98,130.84,0,9.86,68.78,45,0,0,42.27,35.69,18.76,7.18,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,27.19,27.69,3.22,0,0,79.22,0,98.32,19.49,0,0,0,0,0,105.39,45.53,79.01,57.67,0,5.84,65.27,0,0,5.73,83.18,47.47,20.46,49.59,548.45,0,44.64,24.23,177.44,0,14.07,0,74.94,47.53,0,393.75,21.65,0

85,21:00-21:15,44.81,0,0,98.87,8.62,0,57.98,130.84,0,9.86,68.78,45,0,0,42.27,35.69,18.76,7.18,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.7,27.69,3.22,0,0,79.22,0,98.32,19.49,0,0,0,0,0,105.39,45.53,79.01,57.67,0,5.84,65.27,0,0,5.73,83.18,47.47,20.46,49.59,549.38,0,44.64,24.23,177.44,0,14.07,0,91.33,48.16,0,393.75,21.65,0

86,21:15-21:30,42.46,0,0,98.87,8.62,0,35.68,130.84,0,9.86,68.78,45,0,0,42.15,33.94,18.76,3.2,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.99,27.69,3.22,0,0,79.22,0,98.32,18.34,0,0,0,0,0,105.39,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,83.18,47.47,19.56,47.12,549.38,0,40.57,24.23,175.79,0,11.25,0,91.47,48.16,0,393.75,21.65,0

87,21:30-21:45,42.46,0,0,98.87,8.62,0,37.17,130.84,0,9.86,68.78,45,0,0,42.15,33.94,19.46,3.2,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.99,27.69,3.22,0,0,79.22,0,98.32,18.34,0,0,0,0,0,105.39,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,83.18,47.47,19.56,47.12,549.38,0,40.57,24.23,175.79,0,11.25,0,93.52,48.16,0,393.75,21.65,0

88,21:45-22:00,44.81,0,0,98.87,8.62,0,57.98,130.84,0,9.86,68.78,45,0,0,42.27,35.69,19.46,7.18,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,22.29,27.69,3.22,0,0,79.22,0,98.32,19.49,0,0,0,0,0,105.39,45.53,79.01,57.67,0,5.84,65.27,0,0,5.73,83.18,47.47,20.46,49.59,549.38,0,44.64,24.23,177.44,0,28.15,0,95.57,48.16,0,393.75,21.65,0

89,22:00-22:15,44.81,0,0,98.87,8.62,0,57.98,130.84,0,9.86,68.78,45,0,0,42.27,35.69,19.46,7.18,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,22.44,27.69,3.22,0,0,79.22,0,98.32,19.49,0,0,0,0,0,105.39,45.53,79.01,57.67,0,5.84,65.27,0,0,5.73,83.18,47.47,20.46,49.59,549.38,0,44.64,24.23,177.44,0,28.15,0,98.03,50.06,0,393.75,21.65,0

90,22:15-22:30,44.81,0,0,98.87,8.62,0,57.98,130.84,0,9.86,68.78,45,0,0,42.27,35.69,19.46,7.18,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,22.72,27.69,3.22,0,0,79.22,0,98.32,19.49,0,0,0,0,0,105.39,45.53,79.01,57.67,0,5.84,65.27,0,0,5.73,83.18,47.47,20.46,49.59,549.38,0,44.64,24.23,177.44,0,28.15,0,98.03,50.06,0,393.75,21.65,0

91,22:30-22:45,44.81,0,0,98.87,8.62,0,57.98,130.84,0,9.86,68.78,45,0,0,42.27,35.69,19.46,7.18,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.43,27.69,3.22,0,0,79.74,0,98.32,19.49,0,0,0,0,0,105.39,45.53,79.01,57.67,0,5.84,65.27,0,0,5.73,83.18,52.99,20.46,49.59,549.38,0,44.64,24.23,177.44,0,28.15,0,102.39,50.06,0,393.75,21.65,0

92,22:45-23:00,42.46,0,0,98.87,8.62,0,55.01,130.84,0,9.86,66.62,45,0,0,42.15,33.94,19.46,3.2,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.43,27.69,3.22,0,0,79.74,0,98.32,12.22,0,0,0,0,0,105.39,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,83.18,47.47,19.56,47.12,549.38,0,40.8,24.23,175.79,0,24.63,0,104.44,50.06,0,393.75,21.65,0

93,23:00-23:15,42.46,0,0,98.87,8.62,0,55.01,130.84,0,9.86,66.62,45,0,0,42.15,33.94,19.46,3.2,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.67,27.69,3.22,0,0,79.74,0,98.32,12.22,0,0,0,0,0,105.39,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,83.18,47.47,19.56,47.12,549.38,0,40.57,24.23,175.79,0,24.63,0,106.48,51.33,0,393.75,21.65,0

94,23:15-23:30,42.46,0,0,98.87,8.62,0,55.01,130.84,0,9.86,66.62,45,0,0,42.15,33.94,19.46,3.2,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.72,27.69,3.22,0,0,79.74,0,98.32,12.22,0,0,0,0,0,105.39,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,47.47,19.56,47.12,549.38,0,40.57,24.23,175.79,0,24.63,0,108.53,51.33,0,393.75,21.65,0

95,23:30-23:45,42.46,0,0,98.87,8.62,0,55.01,130.84,0,9.86,66.62,45,0,0,42.15,33.94,19.46,3.2,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.72,27.69,3.22,0,0,79.74,0,98.32,12.22,0,0,0,0,0,105.39,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,47.47,19.56,47.12,549.38,0,40.57,24.23,175.79,0,24.63,0,110.58,51.33,0,393.75,21.65,0

96,23:45-24:00,42.46,0,0,98.87,8.62,0,55.01,130.84,0,9.86,66.62,45,0,0,42.15,33.94,19.46,3.2,0,0,0,24.33,125.27,31.17,0,0,24.99,667.25,0,0,0,21.87,27.69,3.22,0,0,79.74,0,98.32,12.22,0,0,0,0,0,105.39,45.53,79.01,55.38,0,5.7,65.27,0,0,5.73,0,47.47,19.56,47.12,549.38,0,40.57,24.23,175.79,0,24.63,0,111.8,51.33,0,393.75,21.65,0

