Block,Time,URI2,UNCHAHAR4,RIHAND3,RAMPUR,CHAMERA3,SINGRAULI_HYDRO,DADRI_GF,SALAL,TANAKPUR,KISHANGANGA,SEWA2,AURY_RF,TEHRI,AURY_GF,DHAULIGNGA,RIHAND1,JHAJJAR,BSIUL,ANTA_LF,KOTESHWR,UNCHAHAR3,DULHASTI,RAPPB,ANTA_RF,SINGRAULI,RAPPC,DADRT2,UNCHAHAR2,URI,NJPC,PARBATI3,NAPP,DADRI_CRF,UNCHAHAR1,DADRI_RF,AURY_CRF,CHAMERA2,TANDA2,KHSTPP-II,SASAN,FSTPP I & II,KHSTPP-I,TALA,BRBCL,ANTA_CRF,CHAMERA1,ANTA_GF,KOLDAM,DADRI_LF,AURY_LF,RIHAND2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,36.560562,1.437701,122.908962,6.062942,33.608676,1.149350,0.000000,49.333407,9.764692,8.047894,18.140715,0.000000,0.000000,0.000000,31.506014,91.140539,398.445902,6.291920,0.000000,0.000000,26.089913,57.098346,0.000000,0.000000,139.513878,65.604402,661.454337,42.076032,31.957488,159.345532,0.000000,47.261808,0.000000,9.326535,0.000000,0.000000,46.797484,5.085312,143.094670,399.709825,20.069920,42.754719,0.000000,19.298004,0.000000,40.668682,0.000000,8.949257,0.000000,0.000000,117.216052,0,0,0,0,0

2,00:15-00:30,36.560562,1.437701,122.908962,6.062942,33.608676,1.149350,0.000000,49.333407,2.101263,8.047894,18.140715,0.000000,0.000000,0.000000,31.506014,91.140539,398.445902,6.291920,0.000000,0.000000,26.089913,57.098346,0.000000,0.000000,139.513878,65.604402,661.454337,42.076032,31.957488,159.345532,0.000000,47.261808,0.000000,9.326535,0.000000,0.000000,46.797484,5.085312,143.094670,401.639625,20.069920,42.754719,0.000000,19.298004,0.000000,40.668682,0.000000,8.949257,0.000000,0.000000,117.216052,0,0,0,0,0

3,00:30-00:45,36.560562,1.437701,122.908962,6.062942,33.608676,1.149350,0.000000,49.333407,2.101263,8.047894,18.140715,0.000000,0.000000,0.000000,31.506014,91.140539,398.445902,6.291920,0.000000,0.000000,26.089913,57.098346,0.000000,0.000000,139.513878,65.604402,661.454337,42.076032,31.957488,159.345532,0.000000,47.261808,0.000000,9.326535,0.000000,0.000000,46.797484,5.085312,143.094670,401.639625,20.069920,42.754719,0.000000,19.298004,0.000000,40.668682,0.000000,8.949257,0.000000,0.000000,117.216052,0,0,0,0,0

4,00:45-01:00,36.560562,1.437701,122.908962,6.062942,33.608676,1.149350,0.000000,49.333407,2.101263,8.047894,18.140715,0.000000,0.000000,0.000000,31.506014,91.140539,398.445902,6.291920,0.000000,0.000000,26.089913,57.098346,0.000000,0.000000,139.513878,65.604402,661.454337,42.076032,31.957488,159.345532,0.000000,47.261808,0.000000,9.326535,0.000000,0.000000,46.797484,5.085312,143.094670,401.639625,20.069920,42.754719,0.000000,17.228419,0.000000,40.668682,0.000000,8.949257,0.000000,0.000000,117.216052,0,0,0,0,0

5,01:00-01:15,36.560562,1.437701,122.908962,6.062942,33.608676,1.149350,0.000000,49.333407,2.101263,8.047894,18.140715,0.000000,0.000000,0.000000,31.506014,91.140539,388.777315,6.291920,0.000000,0.000000,26.089913,57.098346,0.000000,0.000000,139.513878,65.604402,661.454337,42.076032,31.957488,159.345532,0.000000,47.261808,0.000000,9.326535,0.000000,0.000000,46.797484,5.085312,143.094670,401.639625,20.069920,42.754719,0.000000,16.848225,0.000000,40.668682,0.000000,8.949257,0.000000,0.000000,117.216052,0,0,0,0,0

6,01:15-01:30,36.560562,1.437701,122.908962,6.062942,33.608676,1.149350,0.000000,49.333407,2.101263,8.047894,18.140715,0.000000,0.000000,0.000000,31.506014,91.140539,369.479315,6.291920,0.000000,0.000000,26.089913,57.098346,0.000000,0.000000,139.513878,65.604402,664.542017,42.076032,31.957488,159.345532,0.000000,47.261808,0.000000,9.326535,0.000000,0.000000,46.797484,5.085312,143.094670,401.639625,20.069920,42.754719,0.000000,15.029750,0.000000,40.668682,0.000000,8.949257,0.000000,0.000000,117.216052,0,0,0,0,0

7,01:30-01:45,36.560562,1.437701,122.908962,6.062942,33.608676,1.149350,0.000000,49.333407,9.764692,8.047894,18.140715,0.000000,0.000000,0.000000,31.506014,91.140539,350.181315,6.291920,0.000000,0.000000,26.089913,57.098346,0.000000,0.000000,139.513878,65.604402,664.542017,42.076032,31.957488,159.345532,0.000000,47.261808,0.000000,9.712495,0.000000,0.000000,46.797484,5.085312,143.094670,401.639625,20.069920,42.754719,0.000000,13.916902,0.000000,40.668682,0.000000,8.949257,0.000000,0.000000,117.216052,0,0,0,0,0

8,01:45-02:00,36.560562,1.437701,122.908962,6.062942,33.608676,1.149350,0.000000,49.333407,2.101263,8.047894,12.118291,0.000000,0.000000,0.000000,31.506014,91.140539,321.234315,6.291920,0.000000,0.000000,26.089913,57.098346,0.000000,0.000000,139.513878,65.604402,664.542017,42.076032,31.957488,159.345532,0.000000,47.261808,0.000000,9.712495,0.000000,0.000000,46.797484,5.085312,143.094670,401.639625,20.069920,42.754719,0.000000,11.522691,0.000000,40.668682,0.000000,8.949257,0.000000,0.000000,117.216052,0,0,0,0,0

9,02:00-02:15,36.560562,1.428052,120.788884,6.062942,33.608676,1.149350,0.000000,49.333407,2.101263,8.047894,12.118291,0.000000,0.000000,0.000000,31.506014,89.621166,398.946203,12.583840,0.000000,0.000000,25.957547,57.098346,0.000000,0.000000,135.457294,65.604402,662.719662,41.328886,31.957488,159.345532,0.000000,47.261808,0.000000,9.712495,0.000000,0.000000,46.797484,2.927273,143.094670,401.639625,20.069920,42.754719,0.000000,12.638262,0.000000,40.668682,0.000000,8.949257,0.000000,0.000000,115.402908,0,0,0,0,0

10,02:15-02:30,36.560562,1.428052,120.788884,6.062942,33.608676,1.149350,0.000000,49.333407,2.101263,8.047894,12.118291,0.000000,0.000000,0.000000,31.506014,89.621166,312.579162,12.583840,0.000000,0.000000,25.957547,57.098346,0.000000,0.000000,135.457294,65.604402,662.719662,41.328886,31.957488,159.345532,0.000000,47.261808,0.000000,9.712495,0.000000,0.000000,46.797484,2.927273,143.094670,401.639625,20.069920,42.754719,0.000000,10.848427,0.000000,27.112455,0.000000,8.949257,0.000000,0.000000,115.402908,0,0,0,0,0

11,02:30-02:45,36.560562,1.428052,120.788884,6.062942,33.608676,1.149350,0.000000,76.590115,2.101263,8.047894,6.059146,0.000000,0.000000,0.000000,31.506014,89.621166,245.036162,12.583840,0.000000,0.000000,25.957547,57.098346,0.000000,0.000000,135.457294,65.604402,662.719662,41.328886,31.957488,159.345532,0.000000,47.261808,0.000000,9.712495,0.000000,0.000000,46.797484,2.927273,143.094670,401.639625,20.069920,42.754719,0.000000,11.286305,0.000000,27.112455,0.000000,8.949257,0.000000,0.000000,115.402908,0,0,0,0,0

