Block,Time Block,RSTPSU1TO6,RAMPUR,RSTPSU7,RAPPD,RIHAND3,RAPPC,RIHAND2,RAPPB,RIHAND1,KGSU3AND4,KHSTPP-I,KUDGI,JHAJJAR,KGSU1AND2,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,CHAMERA3,BSIUL,CHAMERA2,BRBCL,CHAMERA1,KOTESHWR,FSTPP I & II,KHSTPP-II,DADRI_GF,DADRI_CRF,DADRI_RF,DADRI_LF,DHAULIGNGA,DULHASTI,DADRT2,ANTA_LF,AURY_GF,URI2,UNCHAHAR3,ANTA_GF,AURY_CRF,AURY_RF,UNCHAHAR2,URI,ANTA_CRF,ANTA_RF,AURY_LF,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,NLCIIST1,NJPC,MAPS,NLCIIST2,NLCTS2EXP,NAPP,NNTPP,PARBATI3,NTPL,PARBATI2,NLCEXP,SIMHST1,TALA,SIMHST2,TEHRI,TelanganaSTPP,SALAL,SEWA2,SINGRAULI,TANDA2,SASAN,TALST2,TEHRIPSP,TANAKPUR,SINGRAULI_HYDRO,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,0,6.8,0,25.26,127.91,66.09,57.2,0,95.73,0,44.2,0,235.52,0,0,0,0,8.42,33.91,12.6,47.25,19.33,21.98,20.18,11.6,143.3,0,0,0,0,10.6,56.81,7.38,0,0,36.87,13.4,0,0,0,23.96,51.2,0,0,0,10.44,2.31,0,0,175.05,0,0,0,24.05,0,41.58,0,38.61,0,0,1.99,0,18.19,0,79.72,0,148.9,3.26,404.66,0,0,3.33,1.12,0,0,0,0,0

55,13:30-13:45,0,6.8,0,25.26,127.91,66.09,57.2,0,95.73,0,44.2,0,235.52,0,0,0,0,8.42,33.91,12.6,47.25,19.33,26.42,20.18,11.6,143.3,0,0,0,0,21.18,56.81,7.38,0,0,36.87,13.4,0,0,0,23.96,51.2,0,0,0,10.44,2.31,0,0,175.05,0,0,0,24.05,0,41.58,0,38.61,0,0,3.69,0,18.19,0,79.72,0,148.9,3.26,404.66,0,0,3.33,1.12,0,0,0,0,0

56,13:45-14:00,0,6.8,0,25.26,127.91,66.09,57.2,0,95.73,0,44.2,0,235.52,0,0,0,0,8.42,33.91,12.6,47.25,19.33,26.56,20.18,11.6,143.3,0,0,0,0,21.18,56.81,7.38,0,0,36.87,13.4,0,0,0,23.96,51.2,0,0,0,10.44,2.31,0,0,175.05,0,0,0,24.05,0,41.58,0,38.61,0,0,3.69,0,18.19,0,79.72,0,148.9,3.26,404.66,0,0,3.33,1.12,0,0,0,0,0

57,14:00-14:15,0,6.8,0,25.26,89.26,66.09,28.22,0,62.24,0,44.2,0,235.52,0,0,0,2.01,8.42,33.91,6.3,47.25,19.33,26.42,20.18,11.6,143.3,0,0,0,0,21.18,56.81,0,0,0,36.87,18.02,0,0,0,28.78,49.61,0,0,0,14.04,2.31,0,0,175.05,0,0,0,24.05,0,41.58,0,38.61,0,0,3.12,0,18.19,0,79.72,0,148.9,3.26,404.66,0,0,3.33,1.12,0,0,0,0,0

58,14:15-14:30,0,6.8,0,25.26,89.26,66.09,28.22,0,62.24,0,44.2,0,235.52,0,0,0,2.01,8.42,33.91,6.3,47.25,19.33,26.42,20.18,15.07,143.3,0,0,0,0,21.18,56.81,7.35,0,0,36.87,23.44,0,0,0,37.75,49.61,0,0,0,18.26,2.31,0,0,175.05,0,0,0,24.05,0,41.58,0,36.43,0,0,3.12,0,9.09,0,79.72,0,148.9,3.26,404.66,0,0,3.33,1.12,0,0,0,0,0

59,14:30-14:45,0,6.8,0,25.26,89.26,66.09,45.08,0,62.24,0,44.2,0,235.52,0,0,0,2.01,8.42,33.91,6.3,47.25,19.33,25.73,20.18,15.07,143.3,0,0,0,0,21.18,56.81,7.35,0,0,36.87,23.44,0,0,0,37.75,49.61,0,0,0,18.26,2.31,0,0,175.05,0,0,0,24.05,0,41.58,0,36.43,0,0,3.12,0,0,0,79.72,0,148.9,3.26,404.66,0,0,3.33,1.12,0,0,0,0,0

60,14:45-15:00,0,6.8,0,25.26,89.26,66.09,62.38,0,62.24,0,44.2,0,235.52,0,0,0,2.01,8.42,33.91,6.3,47.25,19.33,29.16,20.18,15.07,143.3,0,0,0,0,21.18,56.81,7.35,0,0,36.87,23.44,0,0,0,37.75,49.61,0,0,0,18.26,2.31,0,0,175.05,0,0,0,24.05,0,41.58,0,36.43,0,0,3.12,0,0,0,79.72,0,148.9,3.26,404.66,0,0,3.33,1.12,0,0,0,0,0

61,15:00-15:15,0,6.8,0,25.26,88.76,66.09,62.59,0,61.54,0,44.2,0,258.73,0,0,0,2.01,8.42,33.91,6.3,47.25,19.33,39.7,20.18,15.07,143.3,0,0,0,0,21.18,56.81,50.84,0,0,36.87,23.44,0,0,0,37.75,49.61,0,0,0,18.26,2.31,0,0,175.05,0,0,0,24.05,0,41.58,0,36.43,0,0,3.12,0,0,0,79.72,0,148.9,3.26,404.66,0,0,3.33,1.12,0,0,0,0,0

62,15:15-15:30,0,6.8,0,25.26,88.76,66.09,64.16,0,61.54,0,44.2,0,258.73,0,0,0,4.02,8.42,33.91,6.3,47.25,19.33,39.77,20.18,15.07,143.3,0,0,0,0,21.18,56.81,50.84,0,0,36.87,23.44,0,0,0,37.75,49.61,0,0,0,18.26,2.31,0,0,175.05,0,0,0,24.05,0,41.58,0,36.43,0,0,3.12,0,0,0,79.72,0,148.9,3.26,404.66,0,0,3.33,1.12,0,0,0,0,0

63,15:30-15:45,0,6.8,0,25.26,88.76,66.09,67.07,0,61.54,0,44.2,0,258.73,0,0,0,4.02,8.42,33.91,6.3,47.25,19.33,40.73,10.09,15.07,143.3,0,0,0,0,21.18,56.81,50.84,0,0,36.87,25.95,0,0,0,41.59,49.61,0,0,0,21.09,2.31,0,0,175.05,0,0,0,24.05,0,41.58,0,36.43,0,0,3.12,0,0,0,79.72,0,148.9,3.26,404.66,0,0,11.14,1.12,0,0,0,0,0

64,15:45-16:00,0,6.8,0,25.26,88.76,66.09,67.07,0,61.54,0,44.2,0,258.73,0,0,0,4.02,8.42,33.91,6.3,47.25,19.33,40.73,10.09,15.07,143.3,0,0,0,0,21.18,56.81,50.84,0,0,36.87,26.96,0,0,0,42.52,49.61,0,0,0,21.09,2.31,0,0,175.05,0,0,0,24.05,0,41.58,0,36.43,0,0,3.12,0,0,0,79.72,0,148.9,3.26,404.66,0,0,11.14,1.12,0,0,0,0,0

65,16:00-16:15,0,6.8,0,25.26,88.76,66.09,67.07,0,61.54,0,44.2,0,258.73,0,0,0,4.02,8.42,33.91,0,47.25,19.33,40.73,10.09,15.07,143.3,0,0,0,0,21.18,56.81,50.84,0,0,36.87,26.96,0,0,0,42.59,49.61,0,0,0,21.09,2.31,0,0,175.05,0,0,0,24.05,0,38.02,0,36.43,0,0,3.12,0,0,0,79.72,0,148.9,3.26,404.66,0,0,11.14,1.12,0,0,0,0,0

66,16:15-16:30,0,6.8,0,25.26,88.76,66.09,67.07,0,61.54,0,44.2,0,258.73,0,0,0,4.02,8.42,33.91,0,47.25,19.33,40.73,10.09,15.07,143.3,0,0,0,0,21.18,56.81,50.84,0,0,36.87,26.96,0,0,0,42.62,49.61,0,0,0,21.09,2.31,0,0,175.05,0,0,0,24.05,0,38.02,0,36.43,0,0,3.12,0,0,0,79.72,0,148.9,3.26,404.66,0,0,11.14,1.12,0,0,0,0,0

67,16:30-16:45,0,6.8,0,25.26,88.76,66.09,67.07,0,61.54,0,44.2,0,258.73,0,0,0,4.02,8.42,33.91,0,47.25,19.33,40.73,0,15.07,143.3,0,0,0,0,21.18,56.81,50.84,0,0,36.87,26.96,0,0,0,42.69,49.61,0,0,0,21.09,2.31,0,0,175.05,0,0,0,24.05,0,22.27,0,36.43,0,0,3.12,0,0,0,79.72,0,148.9,3.26,404.66,0,0,6.18,1.12,0,0,0,0,0

68,16:45-17:00,0,6.8,0,25.26,88.76,66.09,67.07,0,61.54,0,44.2,0,258.73,0,0,0,7.02,8.42,33.91,0,47.25,19.33,40.73,0,15.07,143.3,0,0,0,0,21.18,56.81,50.84,0,0,36.87,26.96,0,0,0,42.71,49.61,0,0,0,21.09,2.31,0,0,175.05,0,0,0,24.05,0,22.27,0,36.43,0,0,3.12,0,0,0,79.72,0,148.9,3.26,404.66,0,0,6.18,1.12,0,0,0,0,0

69,17:00-17:15,0,6.8,0,25.26,88.76,66.09,67.07,0,61.54,0,44.2,0,258.73,0,0,0,9.36,8.42,33.91,0,47.25,19.33,40.73,0,13.84,143.3,0,0,0,0,21.18,56.81,49.54,0,0,36.87,23.44,0,0,0,37.75,49.61,0,0,0,18.26,2.31,0,0,175.05,0,0,0,24.05,0,22.27,0,36.43,0,0,3.28,0,0,0,79.72,0,148.9,3.26,404.66,0,0,6.18,1.12,0,0,0,0,0

70,17:15-17:30,0,6.8,0,25.26,88.76,66.09,67.07,0,61.54,0,44.2,0,258.73,0,0,0,9.36,8.42,33.91,0,47.25,19.33,40.73,0,13.84,143.3,0,0,0,0,21.18,56.81,86.89,0,0,36.87,23.44,0,0,0,37.75,49.61,0,0,0,18.26,2.31,0,0,175.05,0,0,0,24.05,0,22.27,0,36.43,0,0,3.28,0,0,0,79.72,0,148.9,3.26,404.66,0,0,6.18,1.12,0,0,0,0,0

71,17:30-17:45,0,6.8,0,25.26,88.76,66.09,67.07,0,61.54,0,44.2,0,258.73,0,0,0,9.36,8.42,33.91,0,47.25,19.33,40.73,0,15.07,143.3,0,0,0,0,21.18,56.81,124.24,0,0,36.87,26.96,0,0,0,43.41,49.61,0,0,0,21.09,2.31,0,0,175.05,0,0,0,24.05,0,38.02,0,36.43,0,0,3.28,0,0,0,79.72,6.1,148.9,3.26,404.66,0,0,6.18,1.12,0,0,0,0,0

72,17:45-18:00,0,6.8,0,25.26,88.76,66.09,67.07,0,61.54,0,44.2,0,258.73,0,0,0,9.36,8.42,33.91,0,47.25,19.33,40.73,0,15.07,143.3,0,0,0,0,21.18,56.81,164.89,0,0,36.87,26.96,0,0,0,43.41,49.61,0,0,0,21.09,2.31,0,0,175.05,0,0,0,24.05,0,38.02,0,36.43,0,0,2.75,0,0,0,79.72,6.1,148.9,3.26,404.66,0,0,6.18,1.12,0,0,0,0,0

73,18:00-18:15,0,6.8,0,25.26,88.76,66.09,67.07,0,61.54,0,44.2,0,258.73,0,0,0,9.36,8.42,33.91,0,47.25,19.33,40.73,0,15.07,143.3,0,0,0,0,21.18,56.81,164.89,0,0,36.87,26.96,0,0,0,43.06,49.61,0,0,0,21.09,1.14,0,0,175.05,0,0,0,24.05,0,41.58,0,36.43,0,0,2.78,0,9.09,0,79.72,12.19,148.9,2.83,404.66,0,0,4.83,1.12,0,0,0,0,0

74,18:15-18:30,0,6.8,0,25.26,88.76,66.09,67.07,0,61.54,0,44.2,0,258.73,0,0,0,9.36,8.42,33.91,0,47.25,19.33,40.73,0,15.07,143.3,0,0,0,0,21.18,56.81,164.89,0,0,36.87,26.96,0,0,0,43.06,49.61,0,0,0,21.09,1.85,0,0,175.05,0,0,0,24.05,0,41.58,0,36.43,0,0,2.75,0,9.09,0,79.72,18.29,148.9,2.83,404.66,0,0,4.83,1.12,0,0,0,0,0

75,18:30-18:45,0,6.8,0,25.26,88.76,66.09,92.2,0,61.54,0,44.2,0,258.73,0,0,0,9.36,8.42,33.91,6.3,47.25,18.64,40.73,0,15.07,143.3,0,0,0,0,21.21,56.81,164.89,0,0,36.87,26.96,0,0,0,43.06,49.61,0,0,0,21.09,2.31,0,0,175.05,0,0,0,24.05,0,41.58,0,36.43,0,0,2.64,0,18.19,0,79.72,18.29,148.9,2.83,404.66,0,48.23,4.83,1.12,0,0,0,0,0

76,18:45-19:00,0,6.8,0,25.26,88.76,66.09,92.2,0,61.54,0,44.2,0,258.73,0,0,0,9.36,8.42,33.91,12.6,47.25,19.32,40.73,10.09,15.07,143.3,0,0,0,0,21.21,56.81,164.89,0,0,36.87,26.96,0,0,0,43.06,49.61,0,0,0,21.09,2.31,0,0,175.05,0,0,0,24.05,0,49.01,0,40.07,0,0,2.59,0,18.19,0,79.72,18.29,148.9,2.83,404.66,0,48.23,4.83,1.12,0,0,0,0,0

77,19:00-19:15,0,6.8,0,25.26,89.26,66.09,93.2,0,62.24,0,44.2,0,322.86,0,0,0,10.29,8.42,33.91,12.6,47.25,19.33,40.73,10.09,15.07,143.3,0,0,0,0,21.21,56.81,213.2,0,0,36.87,26.96,0,0,0,43.07,49.61,0,0,0,21.09,2.31,0,0,175.05,0,0,0,24.05,0,28.23,0,43.72,0,0,1.87,0,18.19,0,79.72,18.29,148.9,2.87,398.97,0,48.23,4.83,1.12,0,0,0,0,0

78,19:15-19:30,0,6.98,0,25.26,89.26,66.09,93.2,0,62.24,0,44.2,0,349.92,0,0,0,10.29,8.57,35.65,19.77,49.74,19.33,41.52,11.21,15.07,143.3,0,0,0,0,42.37,57.6,261.52,0,0,38.87,26.96,0,0,0,43.06,49.61,0,0,0,21.09,2.31,0,0,176.71,0,0,0,24.05,0,76.31,0,43.72,0,0,1.95,0,27.28,0,79.72,19.44,148.9,2.83,398.97,0,48.23,4.83,1.12,0,0,0,0,0

79,19:30-19:45,0,6.98,0,25.26,88.76,66.09,92.2,0,61.54,0,44.2,0,407.89,0,0,0,10.29,8.57,35.65,19.77,49.74,19.33,41.52,11.21,15.07,143.3,0,0,0,0,42.37,57.6,309.83,0,0,38.87,26.96,0,0,0,43.07,49.61,0,0,0,21.09,2.31,0,0,176.71,0,0,0,24.05,0,76.31,0,43.72,0,0,1.93,0,27.28,0,79.72,19.44,148.9,2.83,398.97,0,48.23,4.83,1.12,0,0,0,0,0

80,19:45-20:00,0,6.98,0,25.26,88.76,66.09,92.2,0,61.54,0,44.2,0,432.05,0,0,0,10.29,8.57,35.65,19.77,49.74,19.33,41.52,11.21,15.07,143.3,0,0,0,0,42.37,57.6,358.15,0,0,38.87,26.96,0,0,0,43.06,49.61,0,0,0,21.09,2.31,0,0,176.71,0,0,0,24.05,0,76.31,0,43.72,0,0,1.93,0,27.28,0,79.72,19.44,148.9,2.83,398.97,0,48.23,4.83,1.12,0,0,0,0,0

81,20:00-20:15,0,6.98,0,25.26,88.76,66.09,92.2,0,61.54,0,44.2,0,432.05,0,0,0,10.29,8.57,35.65,19.77,49.74,19.33,41.52,11.21,15.07,143.3,0,0,0,0,42.37,57.6,406.93,0,0,38.87,26.96,0,0,0,43.06,49.61,0,0,0,21.09,2.31,0,0,176.71,0,0,0,24.05,0,76.31,0,51,0,0,1.95,0,27.28,0,79.72,19.44,148.9,2.83,398.97,0,48.23,4.83,1.12,0,0,0,0,0

82,20:15-20:30,0,6.98,0,25.26,88.76,66.09,92.2,0,61.54,0,44.2,0,432.05,0,0,0,10.29,8.57,35.65,19.77,49.74,19.33,41.52,11.21,15.07,143.3,0,0,0,0,42.37,57.6,455.24,0,0,38.87,26.96,0,0,0,43.07,49.61,0,0,0,21.09,2.31,0,0,176.71,0,0,0,24.05,0,76.31,0,57.71,0,0,1.9,0,27.28,0,79.72,19.44,148.9,2.83,398.97,0,48.23,4.83,1.12,0,0,0,0,0

83,20:30-20:45,0,6.98,0,25.26,88.76,66.09,92.2,0,61.54,0,44.2,0,432.05,0,0,0,10.29,8.57,35.65,19.77,49.74,19.33,41.52,11.21,15.07,143.3,0,0,0,0,42.37,57.6,503.56,0,0,38.87,26.96,0,0,0,43.07,49.61,0,0,0,21.09,2.31,0,0,176.71,0,0,0,24.05,0,76.31,0,57.71,0,0,2.56,0,27.28,0,79.72,19.44,148.9,2.83,398.97,0,48.23,4.83,1.12,0,0,0,0,0

84,20:45-21:00,0,6.98,0,25.26,88.76,66.09,92.2,0,61.54,0,44.2,0,432.05,0,0,0,10.29,8.57,35.65,19.77,49.74,19.33,41.52,11.21,15.07,143.3,0,0,0,0,42.37,57.6,528.25,0,0,38.87,26.96,0,0,0,43.06,49.61,0,0,0,21.09,2.31,0,0,176.71,0,0,0,24.05,0,76.31,0,57.71,0,0,2.56,0,27.28,0,79.72,19.44,148.9,2.83,398.97,0,48.23,4.83,1.12,0,0,0,0,0

85,21:00-21:15,0,6.98,0,25.26,88.76,66.09,92.2,0,61.54,0,44.2,0,432.05,0,0,0,10.29,8.57,35.65,19.77,49.74,19.33,41.52,11.21,15.07,143.3,0,0,0,0,42.37,57.6,528.25,0,0,38.87,26.96,0,0,0,43.06,49.61,0,0,0,21.09,2.31,0,0,176.71,0,0,0,24.05,0,76.31,0,57.71,0,0,2.56,0,27.28,0,79.72,19.44,148.9,2.83,398.97,0,48.23,4.83,1.12,0,0,0,0,0

86,21:15-21:30,0,6.8,0,25.26,88.76,66.09,92.2,0,61.54,0,44.2,0,432.05,0,0,0,10.29,8.42,33.91,6.3,47.25,19.33,40.73,10.09,15.07,143.3,0,0,0,0,42.37,57.6,528.25,0,0,36.87,26.96,0,0,0,43.08,49.61,0,0,0,21.09,2.31,0,0,175.05,0,0,0,24.05,0,29.7,0,47.36,0,0,2.64,0,27.28,0,79.72,18.29,136.52,2.88,398.97,0,48.23,4.83,1.12,0,0,0,0,0

87,21:30-21:45,0,6.8,0,25.26,88.76,66.09,92.2,0,61.54,0,44.2,0,432.05,0,0,0,10.29,8.42,33.91,6.3,47.25,19.33,40.73,10.09,15.07,143.3,0,0,0,0,42.37,57.6,528.25,0,0,36.87,26.96,0,0,0,43.09,49.61,0,0,0,21.09,2.31,0,0,175.05,0,0,0,24.05,0,32.67,0,47.36,0,0,2.75,0,27.28,0,79.72,18.29,136.54,2.91,398.97,0,48.23,4.83,1.12,0,0,0,0,0

88,21:45-22:00,0,6.98,0,25.26,88.76,66.09,92.2,0,61.54,0,44.2,0,432.05,0,0,0,10.29,8.57,35.65,19.77,49.74,19.33,41.52,11.21,15.07,143.3,0,0,0,0,42.37,57.6,532.29,0,0,38.87,26.96,0,0,0,43.07,49.61,0,0,0,21.09,2.31,0,0,176.71,0,0,0,24.05,0,76.31,0,57.71,0,0,2.82,0,27.28,0,79.72,19.44,136.51,2.83,398.97,0,48.23,4.83,1.12,0,0,0,0,0

89,22:00-22:15,0,6.98,0,25.26,88.76,66.09,92.2,0,61.54,0,44.2,0,432.05,0,0,0,10.29,8.57,35.65,19.77,49.74,19.33,41.52,11.21,15.07,143.3,0,0,66.55,0,42.37,57.6,532.29,0,0,38.87,26.96,0,0,38.03,43.07,49.61,0,21.27,0,21.09,2.31,0,0,176.71,0,0,0,24.05,0,76.31,0,57.71,0,0,2.9,0,27.28,0,79.72,19.44,136.48,2.83,398.97,0,48.23,4.2,1.12,0,0,0,0,0

90,22:15-22:30,0,6.98,0,25.26,88.76,66.09,92.2,0,61.54,0,44.2,0,432.05,0,0,0,10.29,8.57,35.65,19.77,49.74,19.33,41.52,11.21,15.07,143.3,0,0,74.1,0,42.37,57.6,532.29,0,0,38.87,26.96,0,0,57.36,43.07,49.61,0,30.93,0,21.09,2.31,0,0,176.71,0,0,0,24.05,0,76.31,0,57.71,0,0,2.96,0,27.28,0,79.72,19.44,136.5,2.83,398.97,0,48.23,4.2,1.12,0,0,0,0,0

91,22:30-22:45,0,6.98,0,25.26,88.76,66.09,92.2,0,61.54,0,44.2,0,432.05,0,0,0,10.29,8.57,35.65,19.77,49.74,19.33,41.52,11.21,15.07,143.3,0,0,74.1,0,42.37,57.6,532.29,0,0,38.87,26.96,0,0,74.75,43.06,49.61,0,46.39,0,21.09,2.31,0,0,176.71,0,0,0,24.05,0,76.31,0,57.71,0,0,3.01,0,27.28,0,79.72,19.44,148.9,2.83,398.97,0,48.23,4.2,1.12,0,0,0,0,0

92,22:45-23:00,0,6.8,0,25.26,88.76,66.09,92.2,0,61.54,0,44.2,0,432.05,0,0,0,10.29,8.42,33.91,6.3,47.25,19.33,40.73,10.09,15.07,143.3,0,0,74.1,0,42.37,56.81,532.29,0,0,36.87,26.96,0,0,75.58,43.08,49.61,0,47.26,0,21.09,2.31,0,0,175.05,0,0,0,24.05,0,75.75,0,51,0,0,3.12,0,27.28,0,79.72,18.29,148.9,2.85,398.97,0,48.23,4.2,1.12,0,0,0,0,0

93,23:00-23:15,0,6.8,0,25.26,88.76,66.09,92.2,0,61.54,0,44.2,0,432.05,0,0,0,10.29,8.42,33.91,12.6,47.25,19.33,40.73,10.09,15.07,143.3,0,0,63.51,0,42.37,56.81,532.29,0,0,36.87,26.96,0,0,75.58,43.08,49.61,0,47.64,0,21.09,2.31,0,0,175.05,0,0,0,24.05,0,66.83,0,51,0,0,3.16,0,27.28,0,79.72,12.19,148.9,2.86,398.97,0,48.23,4.2,1.12,0,0,0,0,0

94,23:15-23:30,0,6.8,0,25.26,88.76,66.09,92.2,0,61.54,0,44.2,0,432.05,0,0,0,10.29,8.42,33.91,12.6,47.25,19.33,40.73,10.09,15.07,143.3,0,0,63.51,0,42.37,56.81,532.29,0,0,36.87,26.96,0,0,75.58,43.08,49.61,0,47.64,0,21.09,2.31,0,0,175.05,0,0,0,24.05,0,66.83,0,51,0,0,3.24,0,27.28,0,79.72,12.19,148.9,2.87,398.97,0,48.23,4.2,1.12,0,0,0,0,0

95,23:30-23:45,0,6.8,0,25.26,88.76,66.09,92.2,0,61.54,0,44.2,0,432.05,0,0,0,10.29,8.42,33.91,12.6,47.25,19.33,40.73,10.09,15.07,143.3,0,0,63.51,0,42.37,56.81,532.29,0,0,36.87,26.96,0,0,75.58,43.06,49.61,0,47.64,0,21.09,2.31,0,0,175.05,0,0,0,24.05,0,66.83,0,51,0,0,3.3,0,27.28,0,79.72,12.19,148.9,2.86,398.97,0,48.23,2.97,1.12,0,0,0,0,0

96,23:45-24:00,0,6.8,0,25.26,88.76,66.09,92.2,0,61.54,0,44.2,0,432.05,0,0,0,10.29,8.42,33.91,12.6,47.25,19.33,40.73,10.09,15.07,143.3,0,0,63.51,0,42.37,56.81,532.29,0,0,36.87,26.96,0,0,75.58,43.07,49.61,0,47.64,0,21.09,2.31,0,0,175.05,0,0,0,24.05,0,66.83,0,51,0,0,3.35,0,27.28,0,79.72,12.19,148.9,2.85,398.97,0,48.23,2.97,1.12,0,0,0,0,0

