Column1,Time,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/12/01/1766,GNA/NR/2024/12/01/3428,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2024/10/15/7089,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/12/01/1475,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,GNA/NR/2024/12/01/1899,NR/01102023/30042040/GNA_LT_36,GNA/SR/2024/12/01/6968,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,GNA/NR/2024/12/01/1599,GNA/NR/2024/12/01/7739,GNA/NR/2024/12/01/2197,L_NR_2019_19,GNA/WR/2024/11/01/4200,NR/01102023/06022042/L_NR_2012_02,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12
7,01:30-01:45,2.2,25.9,8.63,25.23,0,0,53.72,1.01,0,1.61,25.9,57.27,0,8.63,0,150,1.37,134.18,0,0,95.13,31.71,25.9,0,0,96.24,0,0,0,0,0,0,0,14.33,7.8,0,0,7,20.51,0,6.83,6.83,14.34,0

8,01:45-02:00,2.2,25.9,8.63,25.23,0,0,53.72,1.01,0,1.61,25.9,57.27,0,8.63,0,150,1.37,134.18,0,0,95.13,31.71,25.9,0,0,96.24,0,0,0,0,0,0,0,15,7.6,0,0,7.34,21,0,7,7,15,0

9,02:00-02:15,2.2,25.9,8.63,25.23,0,0,53.72,0.93,0,1.61,25.9,57.27,0,8.63,0,150,1.37,134.18,0,0,95.13,31.71,25.9,0,0,96.24,0,0,0,0,0,0,0,17.33,7.4,0,0,7.66,21.49,0,7.17,7.17,17.34,0

10,02:15-02:30,2.2,25.9,8.63,25.23,0,0,53.72,0.93,0,1.61,25.9,57.27,0,8.63,0,150,1.37,134.18,0,0,95.13,31.71,25.9,0,0,96.24,0,0,0,0,0,0,0,18.33,7,0,0,8.66,22.5,0,7.5,7.5,18.34,0

11,02:30-02:45,2.2,25.9,8.63,24.22,0,0,53.72,0.93,0,1.61,25.9,57.27,0,8.63,0,150,1.37,134.18,0,0,95.13,31.71,25.9,0,0,96.24,0,0,0,0,0,0,0,23.33,7,0,0,8.33,27.49,0,9.17,9.17,23.34,0

12,02:45-03:00,2.2,25.9,8.63,24.22,0,0,53.72,0.93,0,1.61,25.9,57.27,0,8.63,0,150,1.37,134.18,0,0,95.13,31.71,25.9,0,0,96.24,0,0,0,0,0,0,0,23.33,7,0,0,8.33,27.49,0,9.17,9.17,23.34,0

13,03:00-03:15,2.11,25.9,8.63,24.22,0,0,53.72,0.93,0,1.61,25.9,57.27,0,8.63,0,150,1.37,134.18,0,0,95.13,31.71,25.9,0,0,70.99,0,0,0,0,0,0,0,24.33,7,0,0,8.33,27.49,0,9.17,9.17,24.34,0

14,03:15-03:30,2.11,25.9,8.63,24.22,0,0,53.72,0.93,0,1.61,25.9,57.27,0,8.63,0,150,1.37,134.18,0,0,95.13,31.71,25.9,0,0,70.99,0,0,0,0,0,0,0,25,7,0,0,7.67,26.51,0,8.83,8.83,25,0

15,03:30-03:45,2.11,25.9,8.63,0,0,0,53.72,0.93,0,1.61,25.9,57.27,0,8.63,0,150,1.37,134.18,0,0,95.13,31.71,25.9,0,0,70.99,0,0,0,0,0,0,0,30,7,0,0,7.67,34.99,0,11.67,11.67,30,0

16,03:45-04:00,2.11,25.9,8.63,0,0,0,53.72,0.93,0,1.61,25.9,57.27,0,8.63,0,150,1.37,134.18,0,0,95.13,31.71,25.9,0,0,70.99,0,0,0,0,0,0,0,30,7,0,0,7.67,34.99,0,11.67,11.67,30,0

17,04:00-04:15,2.11,25.9,8.63,0,0,0,53.72,0.93,0,1.61,25.9,57.27,0,8.63,0,150,1.3,134.18,0,0,95.13,31.71,25.9,0,0,70.99,0,0,0,0,0,0,0,30,7,0,0,6.67,34.99,0,11.67,11.67,30,0

18,04:15-04:30,2.11,25.9,8.63,0,0,0,53.72,0.93,0,1.61,25.9,57.27,0,8.63,0,150,1.3,134.18,0,0,95.13,31.71,25.9,0,0,70.99,0,0,0,0,0,0,0,30,7,0,0,6.67,34.99,0,11.67,11.67,30,0

19,04:30-04:45,2.11,25.9,8.63,0,0,0,53.72,0.93,0,1.61,25.9,57.27,0,8.63,0,150,1.3,134.18,0,0,95.13,31.71,25.9,0,0,96.24,0,0,0,0,0,0,0,20,7,0,0,6.67,34.99,0,11.67,11.67,20,0

20,04:45-05:00,2.11,25.9,8.63,0,0,0,53.72,0.93,0,1.61,25.9,57.27,0,8.63,0,150,1.3,134.18,0,0,95.13,31.71,25.9,0,0,96.24,0,0,0,0,0,0,0,20,7,0,0,6.67,34.99,0,11.67,11.67,20,0

21,05:00-05:15,2.11,25.9,8.63,0,0,0,60.44,0.93,0,1.61,25.9,63.91,0,8.63,0,150,1.3,134.18,0,0,95.13,31.71,25.9,0,0,96.24,0,0,0,0,0,0,0,19.33,7,0,0,6.67,34.99,0,11.67,11.67,19.34,0

22,05:15-05:30,2.11,25.9,8.63,0,0,0,70.03,0.93,0,1.61,25.9,63.91,0,8.63,0,150,1.3,134.18,0,0,95.13,31.71,25.9,0,0,96.24,0,0,0,0,0,0,0,19,7,0,0,6.67,34.01,0,11.33,11.33,19,0

23,05:30-05:45,2.11,25.9,8.63,0,0,0,70.03,0.93,0,1.61,25.9,63.91,0,8.63,0,150,1.3,134.18,0,0,95.13,31.71,25.9,0,0,96.24,0,0,0,0,0,0,0,18.33,7,0,0,6.67,34.01,0,11.33,11.33,18.34,0

24,05:45-06:00,2.11,25.9,8.63,0,0,0,60.44,0.93,0,1.61,25.9,63.91,0,8.63,0,150,1.3,134.18,0,0,95.13,31.71,25.9,0,0,96.24,0,0,0,0,0,0,0,17.67,7,0,0,6.67,32.51,0,10.83,10.83,17.66,0

25,06:00-06:15,2.11,25.9,8.63,0,0,0,65.23,0.93,0,1.61,25.9,63.91,0,8.63,0,150,1.3,134.18,0,0,0,0,25.9,0,0,96.24,0,0,0,0,0,0,0,15,7,0,0.01,6.67,19.99,0.84,6.67,6.67,15,0

26,06:15-06:30,2.11,25.9,8.63,0,0,0,65.23,0.93,0,1.61,25.9,63.91,0,8.63,0,150,1.3,134.18,0,0,0,0,25.9,0,0,96.24,0,0,0,0,0,0,0,15,7,0,3.8,6.67,19.99,1.35,6.67,6.67,15,0

27,06:30-06:45,2.11,25.9,8.63,0,0,0.15,99.94,0.93,0,1.61,25.9,63.91,0,8.63,0.15,150,1.3,134.18,0.15,0,0,0,25.9,0,0,112.03,0,0,0,0,0,0,1,15,7,0,9.92,6.67,19.99,2.79,6.67,6.67,15,0

28,06:45-07:00,2.11,25.9,8.63,0,0,0.35,99.94,0.93,0,1.61,25.9,86.53,0,8.63,0.36,150,1.3,134.18,0.35,0,0,0,25.9,0,0,130.22,0,0,0,0,0,0,5,15,7,0,16.52,6.67,19.99,8.9,6.67,6.67,15,0

29,07:00-07:15,2.2,36.45,8.63,0,0,0.66,99.94,1.01,0,1.61,36.45,86.53,0,8.63,0.68,150,1.3,134.18,0.66,0,0,0,36.45,4.4,0,130.22,2,0,1,0,0,1,10,15,7,0.2,25.77,6.67,19.99,17.96,6.67,6.67,15,0.99

30,07:15-07:30,2.2,36.45,8.63,0,0,1.11,99.94,1.01,0,1.61,36.45,86.53,0,8.63,1.14,150,1.3,134.18,1.11,0,0,0,36.45,10.94,0,130.22,3,1,2,1,1,4,16,15,7,0.91,32.38,6.67,19.99,29.64,6.67,6.67,15,4.56

31,07:30-07:45,2.2,36.45,8.63,0,0,1.7,99.94,1.01,0,1.61,36.45,86.53,0,8.63,1.75,150,1.3,134.18,1.7,0,0,0,36.45,19.27,0,130.22,6,4,5,2,3,11,22,15,8.6,2.32,32.73,6.67,19.99,32.73,6.67,6.67,15,11.59

32,07:45-08:00,2.2,36.45,8.63,0,0,2.44,99.94,1.01,0,1.61,36.45,86.53,0,8.63,2.5,150,1.3,134.18,2.44,0,0,0,36.45,27.96,0,130.22,8,10,8,4,4,25,28,15,9,4.13,32.1,6.67,19.99,32.1,6.67,6.67,15,20.66

33,08:00-08:15,2.2,36.45,14.39,0,0,3.24,99.94,1.01,0,1.56,36.45,86.53,0,14.39,3.31,150,1.3,134.18,3.24,0,0,0,36.45,36.76,0,130.22,12,13,17,5,8,32,32.23,15,9.4,6.45,32.24,6.67,19.99,32.23,6.67,6.67,15,32.28

34,08:15-08:30,2.2,36.45,14.39,0,0,4.03,99.94,1.01,0,1.56,36.45,86.53,0,14.39,4.14,150,1.3,134.18,4.03,0,0,0,36.45,45.63,0,130.22,19,21,23,10,12,49,32.23,15,9.8,10.81,32.24,6.67,19.99,32.23,6.67,6.67,15,54.08

35,08:30-08:45,2.2,36.45,14.39,0,0,4.8,99.94,1.01,0,1.56,36.45,86.53,0,14.39,4.93,150,1.3,134.18,4.8,0,0,0,36.45,53.9,0,130.22,27,27,27,14,13,63,32.23,15,10.2,15.04,32.24,6.67,19.99,32.23,6.67,6.67,15,75.23

36,08:45-09:00,2.2,36.45,14.39,0,0,5.76,99.94,1.01,0,1.56,36.45,86.53,0,14.39,5.9,150,1.3,134.18,5.76,0,0,0,36.45,62.04,0,130.22,35,33,33,18,17,77,32.57,15,10.4,18.68,32.56,6.67,19.99,32.57,6.67,6.67,15,93.43

37,09:00-09:15,2.11,25.9,8.63,0,0,7.32,99.94,1.01,0,1.56,25.9,86.53,0,8.63,7.51,150,1.3,134.18,7.32,0,0,0,25.9,70.05,0,130.22,42,31,40,21,20,74,32.57,15,7.6,22.17,32.56,6.67,19.99,32.57,6.67,6.67,15,110.84

38,09:15-09:30,2.11,25.9,8.63,0,0,8.2,99.94,1.01,0,1.56,25.9,86.53,0,8.63,8.4,150,1.3,134.18,8.2,0,0,0,25.9,77.71,0,130.22,48,37,47,24,23,88,32.57,15,7.6,25.5,32.56,6.67,19.99,32.57,6.67,6.67,15,127.49

39,09:30-09:45,2.11,25.9,8.63,0,0,9.23,99.94,1.01,0,1.56,25.9,86.53,0,8.63,9.46,150,1.3,134.18,9.23,0,0,0,25.9,84.86,0,130.22,56,45,53,26,27,105,32.57,15,7.6,28.67,32.56,6.67,19.99,32.57,6.67,6.67,15,143.36

40,09:45-10:00,2.11,25.9,8.63,0,0,10.56,99.94,1.01,0,1.56,25.9,74.37,0,8.63,10.83,150,1.3,134.18,10.56,0,0,0,25.9,91.4,0,112.03,63,51,60,29,30,119,32.57,15,7.6,31.72,32.56,6.67,19.99,32.57,6.67,6.67,15,158.61

41,10:00-10:15,2.11,25.9,8.63,0,0,11.49,99.94,1.01,0,1.56,25.9,63.91,0,8.63,11.78,150,1.3,134.18,11.49,0,0,0,25.9,97.26,0,112.03,67,55,67,31,33,130,32.57,15,6.41,34.43,32.56,6.67,19.99,32.57,6.67,6.67,15,172.14

42,10:15-10:30,2.11,25.9,8.63,0,0,12.25,99.94,1.01,0,1.56,25.9,63.91,0,8.63,12.56,150,1.3,134.18,12.25,0,0,0,25.9,101.93,0,112.03,72,60,70,33,35,140,32.57,15,6.41,36.83,32.56,6.67,19.99,32.57,6.67,6.67,15,184.14

43,10:30-10:45,2.11,25.9,8.63,0,0,12.93,99.94,1.01,0,1.56,25.9,63.91,0,8.63,13.26,150,1.3,134.18,12.93,0,0,0,25.9,110.48,0,96.24,78,66,73,34,37,154,32.57,15,6.41,38.93,32.56,6.67,19.99,32.57,6.67,6.67,15,194.67

44,10:45-11:00,2.11,25.9,8.63,0,0,13.52,99.94,1.01,0,1.56,25.9,63.91,0,8.63,13.86,150,1.3,134.18,13.52,0,0,0,25.9,113.13,0,96.24,82,69,77,36,38,161,32.57,15,6.41,40.82,32.56,6.67,19.99,32.57,6.67,6.67,15,204.11

45,11:00-11:15,2.11,25.9,8.63,0,0,13.91,65.23,1.08,0,1.61,25.9,63.91,0,8.63,14.26,150,1.3,134.18,13.91,0,0,0,25.9,115.41,0,96.24,86,72,80,37,40,168,32.57,13.33,6.41,42.33,32.56,6.67,19.99,32.57,6.67,6.67,13.33,211.67

46,11:15-11:30,2.11,25.9,8.63,0,0,14.33,65.23,1.08,0,1.61,25.9,63.91,0,8.63,14.68,150,1.3,134.18,14.33,0,0,0,25.9,117.3,0,96.24,87,73,83,38,42,172,32.57,13.33,6.41,43.52,32.56,6.67,19.99,32.57,6.67,6.67,13.33,217.63

47,11:30-11:45,2.11,25.9,8.63,0,0,14.33,52.76,1.08,0,1.61,25.9,63.91,0,8.63,14.68,150,1.3,134.18,14.33,0,0,0,25.9,118.7,0,96.24,88,75,85,39,43,175,32.57,13.33,6.41,44.42,32.56,6.67,19.99,32.57,6.67,6.67,13.33,222.12

48,11:45-12:00,2.11,25.9,8.63,0,0,14.33,52.76,1.08,0,1.61,25.9,63.91,0,8.63,14.68,150,1.3,134.18,14.33,0,0,0,25.9,119.54,0,96.24,88,75,87,39,43,175,32.57,13.33,6.41,45.12,32.56,6.67,19.99,32.57,6.67,6.67,13.33,225.63

49,12:00-12:15,2.11,25.9,8.63,0,0,14.33,52.76,1.08,0,1.61,25.9,63.91,0,8.63,14.68,150,1.37,134.18,14.33,0,0,0,25.9,120.15,0,96.24,88,75,87,39,43,175,32.57,13.33,6.41,45.65,32.56,6.67,19.99,32.57,6.67,6.67,13.33,228.27

50,12:15-12:30,2.11,25.9,8.63,0,0,14.33,52.76,1.08,0,1.61,25.9,63.91,0,8.63,14.68,150,1.37,134.18,14.33,0,0,0,25.9,129.49,0,96.24,88,75,87,39,43,175,32.57,13.33,6.41,45.86,32.56,6.67,19.99,32.57,6.67,6.67,13.33,229.29

51,12:30-12:45,2.11,25.9,8.63,0,0,14.33,52.76,1.08,0,1.61,25.9,63.91,0,8.63,14.68,150,1.37,134.18,14.33,0,0,0,25.9,127.41,0,96.24,88,75,87,39,43,175,32.57,13.33,6.41,45.86,32.56,6.67,19.99,32.57,6.67,6.67,13.33,229.32

52,12:45-13:00,2.11,25.9,8.63,0,0,14.33,52.76,1.08,0,1.61,25.9,63.91,0,8.63,14.68,150,1.37,134.18,14.33,0,0,0,25.9,124.75,0,96.24,88,75,87,39,43,175,32.57,13.33,6.41,45.65,32.56,6.67,19.99,32.57,6.67,6.67,13.33,228.27

53,13:00-13:15,2.11,25.9,8.63,0,0,14.33,52.76,1.08,0,1.66,25.9,63.91,0,8.63,14.68,150,1.45,134.18,14.33,0,0,0,25.9,120.94,0,96.24,88,75,87,39,43,175,32.57,13.33,6.41,45.17,32.56,6.67,19.99,32.57,6.67,6.67,13.33,225.86

54,13:15-13:30,2.11,25.9,8.63,0,0,14.23,52.76,1.08,0,1.66,25.9,63.91,0,8.63,14.58,150,1.45,134.18,14.23,0,0,0,25.9,116.02,0,96.24,87,73,84,38,42,172,32.57,13.33,6.41,44.31,32.56,6.67,19.99,32.57,6.67,6.67,13.33,221.55

55,13:30-13:45,2.11,25.9,8.63,0,0,13.96,52.76,1.08,0,1.66,25.9,63.91,0,8.63,14.32,150,1.45,134.18,13.96,0,0,0,25.9,118.4,0,96.24,88,70,80,37,40,165,32.57,13.33,6.41,43.32,32.56,6.67,19.99,32.57,6.67,6.67,13.33,216.6

56,13:45-14:00,2.11,25.9,8.63,0,0,13.81,52.76,1.08,0,1.66,25.9,63.91,0,8.63,14.16,150,1.45,134.18,13.81,0,0,0,25.9,111.77,0,96.24,86,67,77,35,38,158,32.57,13.33,6.41,42.09,32.56,6.67,19.99,32.57,6.67,6.67,13.33,210.44

57,14:00-14:15,2.01,25.9,8.63,0,0,13.34,52.76,0.93,0,1.71,25.9,63.91,0,8.63,13.68,150,1.45,134.18,13.34,0,0,0,25.9,104.56,0,96.24,80,61,73,34,37,144,32.57,13.33,6.41,40.34,32.56,6.67,19.99,32.57,6.67,6.67,13.34,201.72

58,14:15-14:30,2.01,25.9,8.63,0,0,12.61,52.76,0.93,0,1.71,25.9,63.91,0,8.63,12.92,150,1.45,134.18,12.61,0,0,0,25.9,97.17,0,96.24,76,57,75,31,37,133,32.57,13.33,6.41,38.62,32.56,6.67,21.49,32.57,7.17,7.17,13.34,193.09

59,14:30-14:45,2.01,25.9,8.63,0,0,11.91,52.76,0.93,0,1.71,25.9,63.91,0,8.63,12.2,150,1.45,134.18,11.91,0,0,0,25.9,89.55,0,96.24,70,52,69,29,35,123,32.57,13.33,6.41,36.74,32.56,6.67,22.5,32.57,7.5,7.5,13.34,183.73

60,14:45-15:00,2.01,25.9,8.63,0,0,10.87,52.76,0.93,0,1.71,25.9,63.91,0,8.63,11.14,150,1.45,134.18,10.87,0,0,0,25.9,81.7,0,96.24,65,48,63,27,31,112,32.57,13.33,6.41,34.48,32.56,6.67,23.51,32.57,7.83,7.83,13.34,172.42

61,15:00-15:15,2.01,25.9,8.63,0,0,10.07,52.76,1.08,0,1.76,25.9,63.91,0,8.63,10.32,150,1.53,134.18,10.07,0,0,0,25.9,79.97,0,96.24,58,43,56,24,28,102,32.57,13.33,6.41,31.85,32.56,6.67,24.49,32.57,8.17,8.17,13.34,159.23

62,15:15-15:30,2.01,25.9,8.63,0,0,8.99,52.76,1.08,0,1.76,25.9,63.91,0,8.63,9.21,150,1.53,134.18,8.99,0,0,0,25.9,71.28,0,96.24,55,37,49,22,25,88,32.57,13.33,7.01,29,32.56,6.67,25.5,32.57,8.5,8.5,13.34,144.98

63,15:30-15:45,2.01,25.9,8.63,0,0,7.96,52.76,1.08,0,1.76,25.9,63.91,0,8.63,8.16,150,1.53,134.18,7.96,0,0,0,25.9,61.84,0,96.24,48,31,43,20,21,74,30,13.33,7.41,25.96,33,6.67,25.99,33,8.67,8.67,13.34,129.79

64,15:45-16:00,2.01,25.9,8.63,0,0,6.93,52.76,1.08,0,1.76,25.9,63.91,0,8.63,7.11,150,1.53,134.18,6.93,0,0,0,25.9,52.58,0,96.24,41,27,37,18,18,63,24,13.33,7.81,22.57,33,6.67,27,33,9,9,13.34,112.86

65,16:00-16:15,2.11,25.9,8.63,24.73,0,5.89,99.94,1.16,0,1.71,25.9,63.91,0,8.63,6.04,150,1.6,134.18,5.89,0,0,0,25.9,42.1,0,112.03,33,21,30,13,15,49,18,14,8.01,19.18,33,6.67,25.99,31.93,8.67,8.67,14,95.93

66,16:15-16:30,2.11,25.9,8.63,24.73,0,4.78,99.94,1.16,0,1.71,25.9,76.06,0,8.63,4.91,150,1.6,134.18,4.78,0,0,0,25.9,31.16,0,130.22,27,15,23,8,11,35,12,14,8.41,15.7,29.14,7.33,25.99,20.71,8.67,8.67,14,78.52

67,16:30-16:45,2.11,34.53,8.63,25.23,0,3.68,99.94,1.16,0,1.71,34.53,76.06,0,8.63,3.76,150,1.6,134.18,3.68,0,0,0,34.53,21.37,0,130.22,20,9,15,7,7,21,6,14,9,12.01,19.52,8,25.99,12.05,8.67,8.67,14,60.05

68,16:45-17:00,2.11,34.53,8.63,26.24,0,2.58,99.94,1.16,0,1.71,34.53,86.53,0,8.63,2.65,150,1.6,134.18,2.58,0,0,0,34.53,13.91,0,130.22,13,6,9,5,4,14,1,15.33,9.6,7.79,11.04,8.67,25.99,5.41,8.67,8.67,15.34,38.98

69,17:00-17:15,2.11,34.53,14.39,27.25,0,1.83,99.94,1.16,0,1.71,34.53,80.77,0,14.39,1.87,150,1.6,134.18,1.83,0,0,0,34.53,5.49,0,130.22,10,3,6,2,3,7,0,15.67,7,3.52,4.26,8.67,26.51,1.33,8.83,8.83,15.66,17.6

70,17:15-17:30,2.11,34.53,14.39,27.25,0,1.24,99.94,1.16,0,1.71,34.53,80.77,0,14.39,1.28,150,1.6,134.18,1.24,0,0,0,34.53,0,0,130.22,7,1,2,1,1,4,0,15.33,7,1.98,0.72,9,27.49,1.53,9.17,9.17,15.34,9.9

71,17:30-17:45,2.11,34.53,14.39,28.26,0,0.77,99.94,1.16,0,1.71,34.53,80.77,0,14.39,0.79,150,1.6,134.18,0.77,0,0,0,34.53,0,0,130.22,3,0,1,0,0,1,0,15,7,0.88,0.28,9,28.01,0.9,9.33,9.33,15,4.4

72,17:45-18:00,2.11,34.53,14.39,28.26,0,0.43,99.94,1.16,0,1.71,34.53,80.77,0,14.39,0.44,150,1.6,134.18,0.43,0,0,0,34.53,0,0,130.22,2,0,0,0,0,0,0,15,7,0.1,0.03,9.33,28.5,0.59,9.5,9.5,15,0.51

73,18:00-18:15,2.2,34.53,14.39,27.25,150,0.25,99.94,1.08,0,1.66,34.53,80.77,0,14.39,0.25,150,1.53,134.18,0.25,0,0,0,34.53,0,50,130.22,0,0,0,0,0,0,0,15,7,0,0,9,28.5,0,9.5,9.5,15,0

74,18:15-18:30,2.2,34.53,14.39,26.75,150,0,99.94,1.08,0,1.66,34.53,80.77,0,14.39,0,150,1.53,134.18,0,0,0,0,34.53,0,50,130.22,0,0,0,0,0,0,0,16.67,7,0,0,9.33,28.5,0,9.5,9.5,16.67,0

75,18:30-18:45,2.2,34.53,14.39,26.75,150,0,99.94,1.08,0,1.66,34.53,80.77,0,14.39,0,150,1.53,132.77,0,0,0,0,34.53,0,50,130.22,0,0,0,0,0,0,0,21.67,7,0,0,11.67,27.49,0,9.17,9.17,21.66,0

76,18:45-19:00,2.2,34.53,14.39,26.75,150,0,99.94,1.08,0,1.66,34.53,80.77,0,14.39,0,150,1.53,132.77,0,0,0,0,34.53,0,50,130.22,0,0,0,0,0,0,0,21.67,7,0,0,11.67,26.51,0,8.83,8.83,21.66,0

77,19:00-19:15,2.2,34.53,14.39,26.75,150,0,99.94,1.08,0,1.66,34.53,80.77,0,14.39,0,150,1.53,134.18,0,0,0,0,34.53,0,50,130.22,0,0,0,0,0,0,0,27.67,7,0,0,11.33,26.51,0,8.83,8.83,27.66,0

78,19:15-19:30,2.2,34.53,14.39,26.75,150,0,99.94,1.08,0,1.66,34.53,70.38,0,14.39,0,150,1.53,114.33,0,0,0,0,34.53,0,50,112.03,0,0,0,0,0,0,0,26.67,7,0,0,10.67,26.51,0,8.83,8.83,26.66,0

79,19:30-19:45,2.2,34.53,14.39,26.75,150,0,99.94,1.08,0,1.66,34.53,80.77,0,14.39,0,150,1.53,95.14,0,0,0,0,34.53,0,50,130.22,0,0,0,0,0,0,0,48.33,7,0,0,10.33,27,0,9,9,48.34,0

80,19:45-20:00,2.2,34.53,14.39,26.75,150,0,99.94,1.08,0,1.66,34.53,70.38,0,14.39,0,150,1.53,74.6,0,0,0,0,34.53,0,50,112.03,0,0,0,0,0,0,0,47.67,7,0,0,10.33,27.49,0,9.17,9.17,47.66,0

81,20:00-20:15,2.2,25.9,8.63,26.75,250,0,99.94,1.01,0,1.66,25.9,70.38,0,8.63,0,150,1.37,74.6,0,0,0,0,25.9,0,50,112.03,0,0,0,0,0,0,0,60,9,0,0,10,42.49,0,14.17,14.17,60,0

82,20:15-20:30,2.2,25.9,8.63,26.75,250,0,99.94,1.01,0,1.66,25.9,70.38,0,8.63,0,150,1.37,74.6,0,0,0,0,25.9,0,50,112.03,0,0,0,0,0,0,0,60,8.8,0,0,10,41.51,0,13.83,13.83,60,0

83,20:30-20:45,2.2,25.9,8.63,26.24,250,0,99.94,1.01,0,1.66,25.9,70.38,0,8.63,0,150,1.3,74.6,0,0,0,0,25.9,0,50,112.03,0,0,0,0,0,0,0,59.67,8.6,0,0,9.67,52.5,0,17.5,17.5,59.66,0

