Block,Time,UNCHAHAR1,SINGRAULI,TANDA2,SEWA2,UNCHAHAR4,URI2,UNCHAHAR3,TEHRI,SINGRAULI_HYDRO,UNCHAHAR2,CHAMERA3,NJPC,KOLDAM,RIHAND2,DULHASTI,CHAMERA2,NAPP,RIHAND1,KISHANGANGA,PARBATI3,RAMPUR,DADRT2,DHAULIGNGA,KOTESHWR,RAPPC,RIHAND3,JHAJJAR,TANAKPUR,URI,RAPPB,BSIUL,SALAL,CHAMERA1,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
6,01:15-01:30,20.556,139.3125,0,15.804048,0,31.897383,26.39091,41.58,0.65042,42.392196,29.41554,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,24.2556,51.0138,123.665625,653.1525,12.5538,47.472,0,19.6614,85.407,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.622,28.518,98.34375,32.171,339.75

7,01:30-01:45,20.556,139.3125,0,15.804048,0,31.897383,26.39091,27.72,0.65042,42.392196,29.41554,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,16.762,51.0138,123.665625,653.1525,12.5538,47.472,0,19.6614,85.407,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.622,28.518,98.34375,32.171,339.75

8,01:45-02:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,27.72,0.65042,42.392196,29.41554,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,16.762,51.0138,123.665625,653.1525,12.5538,51.888,0,19.6614,85.407,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.622,28.518,98.34375,32.171,339.75

9,02:00-02:15,20.556,139.3125,0,15.804048,0,31.897383,26.39091,27.72,0.65042,42.392196,29.41554,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,16.762,51.0138,123.665625,653.1525,12.5538,51.888,0,19.6614,85.407,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.622,28.518,98.34375,32.171,339.75

10,02:15-02:30,20.556,139.3125,0,15.804048,0,31.897383,26.39091,27.72,0.65042,42.392196,29.41554,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,16.762,51.0138,123.665625,653.1525,12.5538,47.472,0,19.6614,85.407,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.622,28.518,98.34375,32.171,339.75

11,02:30-02:45,20.556,139.3125,0,15.804048,0,31.897383,26.39091,27.72,0.65042,42.392196,29.41554,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,16.762,51.0138,123.665625,653.1525,12.5538,47.472,0,19.6614,85.407,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.622,28.518,98.34375,32.171,339.75

12,02:45-03:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,27.72,0.65042,42.392196,29.41554,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,16.762,51.0138,123.665625,653.1525,12.5538,47.472,0,19.6614,85.407,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.622,28.518,98.34375,32.171,339.75

13,03:00-03:15,20.556,139.3125,0,15.804048,0,32.41932,26.39091,27.72,0.65042,42.392196,29.41554,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,16.762,51.0138,123.665625,653.1525,12.5538,47.472,0,19.6614,83.664,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.622,28.518,98.34375,32.171,339.75

14,03:15-03:30,20.556,139.3125,0,15.804048,0,32.41932,26.39091,27.72,0.65042,42.392196,29.41554,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,16.762,51.0138,123.665625,653.1525,12.5538,47.472,0,19.6614,83.664,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.622,28.518,98.34375,32.171,339.75

15,03:30-03:45,20.556,139.3125,0,15.804048,0,32.41932,26.39091,27.72,0.65042,42.392196,29.41554,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,7.888,51.0138,123.665625,653.1525,12.5538,51.888,0,19.6614,82.502,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.622,28.518,98.34375,32.171,339.75

16,03:45-04:00,20.556,139.3125,0,15.804048,0,32.41932,26.39091,13.86,0.65042,42.392196,29.41554,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,7.888,51.0138,123.665625,653.1525,12.5538,51.888,0,19.6614,82.502,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.622,28.518,98.34375,32.171,339.75

17,04:00-04:15,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.41554,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,7.888,51.0138,123.665625,653.1525,11.7852,47.472,0,19.6614,82.502,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.622,28.518,98.34375,32.171,339.75

18,04:15-04:30,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.41554,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,7.888,51.0138,123.665625,653.1525,11.7852,47.472,0,19.6614,82.502,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.622,28.518,98.34375,32.171,339.75

19,04:30-04:45,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.41554,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,7.888,51.0138,123.665625,653.1525,11.7852,47.472,0,19.6614,82.502,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.622,28.518,98.34375,32.171,339.75

20,04:45-05:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.41554,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,7.888,51.0138,123.665625,653.1525,11.7852,47.472,0,19.6614,82.502,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.622,28.518,98.34375,32.171,339.75

21,05:00-05:15,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.41554,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,7.888,51.0138,123.665625,653.1525,11.7852,47.472,0,19.6614,82.502,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.622,28.518,98.34375,32.171,339.75

22,05:15-05:30,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.41554,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,7.888,51.0138,123.665625,653.1525,11.7852,47.472,0,19.6614,82.502,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.622,28.518,98.34375,32.171,339.75

23,05:30-05:45,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.41554,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,7.888,51.0138,123.665625,653.1525,11.7852,47.472,0,19.6614,82.502,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.622,28.518,98.34375,32.171,339.75

24,05:45-06:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.41554,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,7.888,51.0138,123.665625,653.1525,11.7852,47.472,0,19.6614,82.502,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,42,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.622,28.518,98.34375,32.171,339.75

25,06:00-06:15,20.556,139.3125,0,15.804048,0,32.41932,26.39091,0,0.65042,42.392196,29.41554,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,7.888,51.0138,123.665625,653.1525,11.7852,47.472,0,19.6614,82.502,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.622,28.518,98.34375,34.79931,339.75

26,06:15-06:30,20.556,139.3125,0,15.804048,0,32.41932,26.39091,0,0.65042,42.392196,29.41554,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,7.888,51.0138,123.665625,653.1525,11.7852,51.888,0,19.6614,82.502,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.622,28.518,98.34375,34.79931,339.75

27,06:30-06:45,20.556,139.3125,0,15.804048,0,32.41932,26.39091,0,0.65042,42.392196,29.41554,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,7.888,51.0138,123.665625,653.1525,7.0455,51.888,0,19.6614,83.664,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.622,28.518,98.34375,32.171,339.75

28,06:45-07:00,20.556,139.3125,0,15.804048,0,32.41932,26.39091,0,0.65042,42.392196,29.41554,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,7.888,51.0138,123.665625,653.1525,5.124,47.472,0,19.6614,83.664,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.622,28.518,98.34375,32.171,339.75

29,07:00-07:15,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.41554,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,7.888,51.0138,123.665625,653.1525,6.405,47.472,0,19.6614,83.664,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.622,28.518,98.34375,32.171,339.75

30,07:15-07:30,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.41554,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,7.888,51.0138,123.665625,653.1525,11.7852,47.472,0,19.6614,83.664,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.622,27.93,98.34375,32.171,339.75

31,07:30-07:45,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.41554,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,7.888,51.0138,123.665625,653.1525,11.7852,47.472,0,19.6614,83.664,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.622,27.93,98.34375,32.171,339.75

32,07:45:08:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.41554,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,7.888,51.0138,123.665625,653.1525,11.7852,47.472,0,19.6614,83.664,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.622,27.93,98.34375,32.171,339.75

33,08:00-08:15,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.41554,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,7.888,51.0138,123.665625,653.1525,11.7852,47.472,0,19.6614,81.921,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.622,27.93,98.34375,32.171,339.75

34,08:15-08:30,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.41554,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,7.888,51.0138,123.665625,653.1525,11.7852,47.472,0,19.6614,81.921,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,13.622,27.93,98.34375,32.171,339.75

35,08:30-08:45,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,7.888,51.0138,123.665625,653.1525,11.7852,47.472,0,19.6614,81.921,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,98.34375,32.171,339.75

36,08:45:09:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,32.8448,0,38.982,92,0,0,0,686.779957,36.5917,7.888,51.0138,123.665625,653.1525,11.7852,47.472,0,19.6614,81.921,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,98.34375,32.171,339.75

37,09:00:09:15,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,16.4224,0,38.982,92,0,0,0,686.779957,36.5917,7.888,51.0138,123.665625,653.1525,11.7852,47.472,0,19.6614,80.178,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,98.34375,32.171,339.75

38,09:15-09:30,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,16.4224,0,38.982,92,0,0,0,686.779957,36.5917,7.888,51.0138,123.665625,653.1525,11.7852,47.472,0,19.6614,80.178,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,98.34375,32.171,339.75

39,09:30-09:45,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,16.4224,0,38.982,92,0,0,0,686.779957,36.5917,0,51.0138,123.665625,653.1525,11.7852,47.472,0,19.6614,69.72,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,98.34375,32.171,343.125

40,09:45-10:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,16.4224,0,38.982,92,0,0,0,686.779957,36.5917,0,51.0138,123.665625,653.1525,11.7852,47.472,0,19.6614,69.72,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,27.93,98.34375,32.171,343.125

41,10:00-10:15,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,16.4224,0,38.982,92,0,0,0,686.779957,36.5917,0,51.0138,123.665625,653.1525,11.7852,47.472,0,0,75.53,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,29.4,98.34375,32.171,343.125

42,10:15-10:30,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,16.4224,0,38.982,92,0,0,0,686.779957,36.5917,0,51.0138,123.665625,653.1525,11.7852,47.472,0,0,75.53,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,29.4,98.34375,32.171,343.125

43,10:30-10:45,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,16.4224,0,38.982,92,0,0,0,686.779957,36.5917,0,51.0138,123.665625,653.1525,11.7852,47.472,0,0,67.396,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,29.4,98.34375,32.171,343.125

44,10:45-11:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,16.4224,0,38.982,92,0,0,0,686.779957,36.5917,0,51.0138,123.665625,653.1525,11.7852,51.888,0,0,67.396,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,29.4,98.34375,32.171,343.125

45,11:00-11:15,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,16.4224,0,38.982,92,0,0,0,686.779957,36.5917,0,51.0138,123.665625,653.1525,11.7852,51.888,0,0,63.91,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,29.4,98.34375,32.171,343.125

46,11:15-11:30,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,16.4224,0,38.982,92,0,0,0,686.779957,36.5917,0,51.0138,123.665625,653.1525,11.7852,47.472,0,0,63.91,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,29.4,98.34375,32.171,343.125

47,11:30-11:45,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,16.4224,0,38.982,92,0,0,0,686.779957,36.5917,0,51.0138,123.665625,653.1525,11.7852,47.472,0,0,61.586,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,29.4,98.34375,32.171,343.125

48,11:45-12:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,16.4224,0,38.982,92,0,0,0,686.779957,36.5917,0,51.0138,123.665625,653.1525,11.7852,47.472,0,0,61.586,42.66,0,65.16,0,0,0,78.912,0,0,0,0,0,40.425,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,29.4,98.34375,32.171,343.125

49,12:00-12:15,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,16.4224,0,38.982,92,0,0,0,686.779957,36.5917,0,51.0138,123.665625,653.1525,11.7852,47.472,0,0,61.586,42.66,0,60.273,0,0,0,78.912,0,0,0,0,0,40.425,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,29.4,98.34375,32.171,339.75

50,12:15-12:30,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,16.4224,0,38.982,92,0,0,0,686.779957,36.5917,0,51.0138,123.665625,653.1525,11.7852,47.472,0,0,61.586,42.66,0,60.273,0,0,0,78.912,0,0,0,0,0,40.425,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,29.4,98.34375,32.171,339.75

51,12:30-12:45,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,16.4224,0,38.982,92,0,0,0,686.779957,36.5917,0,51.0138,123.665625,653.1525,11.7852,47.472,0,0,60.424,42.66,0,60.273,0,0,0,78.912,0,0,0,0,0,40.425,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,29.4,98.34375,32.171,339.75

52,12:45-13:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,16.4224,0,38.982,92,0,0,0,686.779957,36.5917,0,51.0138,123.665625,653.1525,11.7852,47.472,0,0,60.424,42.66,0,60.273,0,0,0,78.912,0,0,0,0,0,40.425,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,29.4,98.34375,32.171,339.75

53,13:00-13:15,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,16.4224,0,38.982,92,0,0,0,686.779957,36.5917,0,51.0138,123.665625,653.1525,11.7852,47.472,0,0,0,42.66,0,60.273,0,0,0,78.912,0,0,0,0,0,40.425,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,29.4,98.34375,32.171,339.75

54,13:15-13:30,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,16.4224,0,38.982,92,0,0,0,686.779957,36.5917,0,51.0138,123.665625,653.1525,11.7852,47.472,0,0,0,42.66,0,60.273,0,0,0,78.912,0,0,0,0,0,40.425,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,29.4,98.34375,32.171,339.75

55,13:30-13:45,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,16.4224,0,38.982,92,0,0,0,686.779957,36.5917,0,51.0138,123.665625,653.1525,11.7852,44.16,0,0,0,42.66,0,60.273,0,0,0,78.912,0,0,0,0,0,40.425,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,29.4,98.34375,32.171,339.75

56,13:45-14:00,20.556,139.3125,0,15.804048,0,31.897383,26.39091,0,0.65042,42.392196,29.062808,152.9405,0,118.125,16.4224,0,38.982,92,0,0,0,686.779957,36.5917,0,51.0138,123.665625,653.1525,11.7852,44.16,0,0,0,42.66,0,60.273,0,0,0,78.912,0,0,0,0,0,40.425,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,29.4,98.34375,32.171,339.75

