Time,Block,NR/2024/19142/C,NR/2024/18855/A/12445,NR/2024/18919/A/12538,NR/2024/19132/C,NR/2024/19138/C,NR/2024/18936/A/12026,NR/2024/18986/A/12549,NR/2024/19081/A/12504,NR/2024/18977/A/12211,NR/2024/18996/A/12542,NR/2024/18935/A/12024,NR/2024/19030/A/12361,NR/2024/19024/A/12232,NR/2024/18934/A/12023,NR/2024/19120/C,NR/2024/18976/A/12037,NR/2024/18978/A/12038,NR/2024/19075/A/12507,NR/2024/19043/A/12351,NR/2024/19141/C,SR/2024/12749/C,Total
6,01:15-01:30,45.070000,66.910000,9.670000,0.000000,0.000000,0.000000,0.630000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00,129.12

7,01:30-01:45,45.070000,66.910000,9.670000,0.000000,0.000000,0.000000,0.630000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00,129.12

8,01:45-02:00,45.070000,66.910000,9.670000,0.000000,0.000000,0.000000,0.630000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00,129.12

9,02:00-02:15,45.070000,66.910000,9.670000,0.000000,0.000000,0.000000,0.630000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00,129.12

10,02:15-02:30,45.070000,66.910000,9.670000,0.000000,0.000000,0.000000,0.630000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00,129.12

11,02:30-02:45,45.070000,66.910000,9.670000,0.000000,0.000000,0.000000,0.630000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00,129.12

12,02:45-03:00,45.070000,66.910000,9.670000,0.000000,0.000000,0.000000,0.630000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.00,129.12

13,03:00-03:15,45.070000,66.910000,9.670000,0.000000,0.000000,0.000000,0.480000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,255.00,383.97

14,03:15-03:30,45.070000,66.910000,9.670000,0.000000,0.000000,0.000000,0.480000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,270.00,398.97

15,03:30-03:45,0.000000,66.910000,9.670000,0.000000,0.000000,0.000000,0.480000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,285.00,368.9

16,03:45-04:00,0.000000,66.910000,9.670000,0.000000,0.000000,0.000000,0.480000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,300.00,383.9

17,04:00-04:15,0.000000,66.910000,9.670000,0.000000,0.000000,0.000000,0.480000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,310.00,393.9

18,04:15-04:30,0.000000,66.910000,9.670000,0.000000,0.000000,0.000000,0.480000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,320.00,403.9

19,04:30-04:45,0.000000,66.910000,9.670000,0.000000,0.000000,0.000000,0.480000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,330.00,413.9

20,04:45-05:00,0.000000,66.910000,9.670000,0.000000,0.000000,0.000000,0.480000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,340.00,423.9

21,05:00-05:15,0.000000,0.000000,9.670000,0.000000,66.910000,0.000000,0.480000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,340.00,421.9

22,05:15-05:30,0.000000,0.000000,9.670000,0.000000,66.910000,0.000000,0.480000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,340.00,421.9

23,05:30-05:45,0.000000,0.000000,9.670000,0.000000,66.910000,0.000000,0.480000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,340.00,421.9

24,05:45-06:00,0.000000,0.000000,9.670000,0.000000,66.910000,0.000000,0.480000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,335.00,416.9

25,06:00-06:15,0.000000,0.000000,0.000000,0.000000,66.910000,0.000000,0.530000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,320.00,392.28

26,06:15-06:30,0.000000,0.000000,0.000000,0.000000,66.910000,0.000000,0.530000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,305.00,377.28

27,06:30-06:45,0.000000,0.000000,0.000000,0.000000,66.910000,0.000000,0.530000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,290.00,362.28

28,06:45-07:00,0.000000,0.000000,0.000000,0.000000,66.910000,0.000000,0.530000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.88,116.00,189.16

29,07:00-07:15,0.000000,0.000000,0.000000,0.000000,66.910000,0.000000,0.680000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.21,0.00,73.64

30,07:15-07:30,0.000000,0.000000,0.000000,0.000000,66.910000,0.000000,0.680000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.45,0.00,73.88

31,07:30-07:45,0.000000,0.000000,0.000000,0.000000,66.910000,0.000000,0.680000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.98,0.00,74.41

32,07:45:08:00,0.000000,0.000000,0.000000,0.000000,66.910000,0.000000,0.680000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.42,0.00,74.85

33,08:00-08:15,0.000000,0.000000,0.000000,0.000000,66.910000,0.000000,0.970000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.97,0.00,75.69

34,08:15-08:30,0.000000,0.000000,0.000000,0.000000,66.910000,0.000000,0.970000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.57,0.00,76.29

35,08:30-08:45,0.000000,0.000000,0.000000,0.000000,66.910000,0.000000,0.970000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.13,0.00,76.85

36,08:45:09:00,0.000000,0.000000,0.000000,0.000000,66.910000,0.000000,0.970000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.73,0.00,77.45

37,09:00:09:15,0.000000,0.000000,0.000000,0.000000,66.910000,0.000000,0.970000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.29,0.00,78.01

38,09:15-09:30,0.000000,0.000000,0.000000,0.000000,66.910000,0.000000,0.970000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.76,0.00,78.48

39,09:30-09:45,0.000000,0.000000,0.000000,0.000000,66.910000,0.000000,0.970000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.22,0.00,78.94

40,09:45-10:00,0.000000,0.000000,0.000000,0.000000,66.910000,0.000000,0.970000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.7,0.00,79.42

41,10:00-10:15,0.000000,0.000000,0.000000,48.360000,66.910000,6.770000,0.970000,0.000000,0.000000,48.360000,5.800000,0.000000,4.840000,4.840000,0.000000,0.000000,0.000000,0.000000,46.420000,7.01,0.00,240.28

42,10:15-10:30,0.000000,0.000000,0.000000,48.360000,66.910000,6.770000,0.970000,0.000000,0.000000,48.360000,5.800000,0.000000,4.840000,4.840000,0.000000,0.000000,0.000000,0.000000,46.420000,7.52,0.00,240.79

43,10:30-10:45,0.000000,0.000000,0.000000,48.360000,66.910000,6.770000,0.970000,0.000000,0.000000,48.360000,5.800000,0.000000,4.840000,4.840000,0.000000,0.000000,0.000000,0.000000,46.420000,7.92,0.00,241.19

44,10:45-11:00,0.000000,0.000000,0.000000,48.360000,66.910000,6.770000,0.970000,0.000000,0.000000,48.360000,5.800000,0.000000,4.840000,4.840000,0.000000,0.000000,0.000000,0.000000,46.420000,8.15,0.00,241.42

45,11:00-11:15,0.000000,66.910000,0.000000,48.360000,0.000000,6.770000,0.970000,0.000000,0.000000,48.360000,5.800000,0.000000,4.840000,4.840000,0.000000,0.000000,0.000000,0.000000,46.420000,8.17,0.00,241.44

46,11:15-11:30,0.000000,66.910000,0.000000,48.360000,0.000000,6.770000,0.970000,0.000000,0.000000,48.360000,5.800000,0.000000,4.840000,4.840000,0.000000,0.000000,0.000000,0.000000,46.420000,8.45,0.00,241.72

47,11:30-11:45,0.000000,66.910000,0.000000,48.360000,0.000000,6.770000,0.970000,0.000000,0.000000,48.360000,5.800000,0.000000,4.840000,4.840000,0.000000,0.000000,0.000000,0.000000,46.420000,8.7,0.00,241.97

48,11:45-12:00,0.000000,66.910000,0.000000,48.360000,0.000000,6.770000,0.970000,0.000000,0.000000,48.360000,5.800000,0.000000,4.840000,4.840000,0.000000,0.000000,0.000000,0.000000,46.420000,8.64,0.00,241.91

49,12:00-12:15,0.000000,66.910000,0.000000,48.360000,0.000000,6.770000,0.970000,0.000000,0.000000,48.360000,5.800000,19.340000,4.840000,4.840000,0.000000,39.650000,14.510000,19.340000,46.420000,8.67,0.00,334.78

50,12:15-12:30,0.000000,66.910000,0.000000,48.360000,0.000000,6.770000,0.970000,0.000000,0.000000,48.360000,5.800000,19.340000,4.840000,4.840000,0.000000,39.650000,14.510000,19.340000,46.420000,8.48,0.00,334.59

51,12:30-12:45,0.000000,66.910000,0.000000,48.360000,0.000000,6.770000,0.970000,0.000000,0.000000,48.360000,5.800000,19.340000,4.840000,4.840000,0.000000,39.650000,14.510000,19.340000,46.420000,8.3,0.00,334.41

52,12:45-13:00,0.000000,66.910000,0.000000,48.360000,0.000000,6.770000,0.970000,0.000000,0.000000,48.360000,5.800000,19.340000,4.840000,4.840000,0.000000,39.650000,14.510000,19.340000,46.420000,8.67,0.00,334.78

53,13:00-13:15,0.000000,66.910000,0.000000,48.360000,0.000000,6.770000,0.970000,0.000000,0.000000,48.360000,5.800000,19.340000,4.840000,4.840000,0.000000,39.650000,14.510000,19.340000,46.420000,8.36,0.00,334.47

54,13:15-13:30,0.000000,66.910000,0.000000,48.360000,0.000000,6.770000,0.970000,0.000000,0.000000,48.360000,5.800000,19.340000,4.840000,4.840000,0.000000,39.650000,14.510000,19.340000,46.420000,8.12,0.00,334.23

55,13:30-13:45,0.000000,66.910000,0.000000,48.360000,0.000000,6.770000,0.970000,0.000000,0.000000,48.360000,5.800000,19.340000,4.840000,4.840000,0.000000,39.650000,14.510000,19.340000,46.420000,8.18,0.00,334.29

56,13:45-14:00,0.000000,66.910000,0.000000,48.360000,0.000000,6.770000,0.970000,0.000000,0.000000,48.360000,5.800000,19.340000,4.840000,4.840000,0.000000,39.650000,14.510000,19.340000,46.420000,7.76,0.00,333.87

57,14:00-14:15,0.000000,66.910000,0.000000,48.360000,0.000000,6.770000,0.970000,0.000000,0.000000,48.360000,5.800000,19.340000,4.840000,4.840000,58.030000,39.650000,14.510000,19.340000,46.420000,8.08,0.00,392.22

58,14:15-14:30,0.000000,66.910000,0.000000,48.360000,0.000000,6.770000,0.970000,0.000000,0.000000,48.360000,5.800000,19.340000,4.840000,4.840000,58.030000,39.650000,14.510000,19.340000,46.420000,7.75,0.00,391.89

59,14:30-14:45,0.000000,66.910000,0.000000,48.360000,0.000000,6.770000,0.970000,0.000000,0.000000,48.360000,5.800000,19.340000,4.840000,4.840000,58.030000,39.650000,14.510000,19.340000,46.420000,7.05,0.00,391.19

60,14:45-15:00,0.000000,66.910000,0.000000,48.360000,0.000000,6.770000,0.970000,0.000000,0.000000,48.360000,5.800000,19.340000,4.840000,4.840000,58.030000,39.650000,14.510000,19.340000,46.420000,6.53,0.00,390.67

61,15:00-15:15,45.070000,66.910000,0.000000,48.360000,0.000000,6.770000,0.970000,0.000000,0.000000,48.360000,5.800000,19.340000,4.840000,4.840000,58.030000,39.650000,14.510000,19.340000,46.420000,6.5,0.00,435.71

62,15:15-15:30,45.070000,66.910000,0.000000,48.360000,0.000000,6.770000,0.970000,0.000000,0.000000,48.360000,5.800000,19.340000,4.840000,4.840000,58.030000,39.650000,14.510000,19.340000,46.420000,5.21,0.00,434.42

63,15:30-15:45,45.070000,66.910000,0.000000,48.360000,0.000000,6.770000,0.970000,0.000000,0.000000,48.360000,5.800000,19.340000,4.840000,4.840000,58.030000,39.650000,14.510000,19.340000,46.420000,5.53,0.00,434.74

64,15:45-16:00,45.070000,66.910000,0.000000,48.360000,0.000000,6.770000,0.970000,0.000000,0.000000,48.360000,5.800000,19.340000,4.840000,4.840000,58.030000,39.650000,14.510000,19.340000,46.420000,3.7,0.00,432.91

65,16:00-16:15,45.070000,66.910000,0.000000,48.360000,0.000000,6.770000,0.820000,0.000000,0.000000,48.360000,5.800000,0.000000,4.840000,4.840000,58.030000,0.000000,0.000000,0.000000,46.420000,4.56,0.00,340.78

66,16:15-16:30,54.060000,66.910000,0.000000,48.360000,0.000000,6.770000,0.820000,0.000000,0.000000,48.360000,5.800000,0.000000,4.840000,4.840000,58.030000,0.000000,0.000000,0.000000,46.420000,4.08,0.00,349.29

67,16:30-16:45,101.350000,66.910000,0.000000,48.360000,0.000000,6.770000,0.820000,0.000000,0.000000,48.360000,5.800000,0.000000,4.840000,4.840000,58.030000,0.000000,0.000000,0.000000,46.420000,3.53,0.00,396.03

68,16:45-17:00,101.350000,66.910000,0.000000,48.360000,0.000000,6.770000,0.820000,0.000000,0.000000,48.360000,5.800000,0.000000,4.840000,4.840000,58.030000,0.000000,0.000000,0.000000,46.420000,2.89,0.00,395.39

69,17:00-17:15,108.900000,66.910000,0.000000,0.000000,0.000000,0.000000,0.680000,0.000000,0.000000,48.360000,0.000000,0.000000,4.840000,0.000000,58.030000,0.000000,0.000000,0.000000,0.000000,2.16,0.00,289.88

70,17:15-17:30,135.200000,66.910000,0.000000,0.000000,0.000000,0.000000,0.680000,0.000000,0.000000,48.360000,0.000000,0.000000,4.840000,0.000000,58.030000,0.000000,0.000000,0.000000,0.000000,1.67,0.00,315.69

71,17:30-17:45,142.740000,66.910000,0.000000,0.000000,0.000000,0.000000,0.680000,0.000000,0.000000,48.360000,0.000000,0.000000,4.840000,0.000000,58.030000,0.000000,0.000000,0.000000,0.000000,0.78,0.00,322.34

72,17:45-18:00,142.740000,66.910000,0.000000,0.000000,0.000000,0.000000,0.680000,0.000000,0.000000,48.360000,0.000000,0.000000,4.840000,0.000000,58.030000,0.000000,0.000000,0.000000,0.000000,0.57,0.00,322.13

73,18:00-18:15,167.310000,66.910000,0.000000,0.000000,0.000000,0.000000,0.680000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,58.030000,0.000000,0.000000,0.000000,0.000000,0.19,0.00,297.96

74,18:15-18:30,167.310000,66.910000,0.000000,0.000000,0.000000,0.000000,0.680000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,58.030000,0.000000,0.000000,0.000000,0.000000,0,0.00,297.77

75,18:30-18:45,167.310000,66.910000,0.000000,0.000000,0.000000,0.000000,0.680000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,96.710000,0.000000,0.000000,0.000000,0.000000,0,0.00,336.45

76,18:45-19:00,167.310000,66.910000,0.000000,0.000000,0.000000,0.000000,0.680000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,96.710000,0.000000,0.000000,0.000000,0.000000,0,0.00,336.45

77,19:00-19:15,167.310000,66.910000,0.000000,0.000000,0.000000,0.000000,0.730000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,96.710000,0.000000,0.000000,0.000000,0.000000,0,0.00,338.5

78,19:15-19:30,167.310000,66.910000,0.000000,0.000000,0.000000,0.000000,0.730000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,96.710000,0.000000,0.000000,0.000000,0.000000,0,0.00,338.5

79,19:30-19:45,167.310000,66.910000,0.000000,0.000000,0.000000,0.000000,0.730000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,96.710000,0.000000,0.000000,0.000000,0.000000,0,0.00,338.5

80,19:45-20:00,167.310000,66.910000,0.000000,0.000000,0.000000,0.000000,0.730000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,96.710000,0.000000,0.000000,0.000000,0.000000,0,0.00,338.5

81,20:00-20:15,167.310000,66.910000,0.000000,0.000000,0.000000,0.000000,0.770000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,96.710000,0.000000,0.000000,0.000000,0.000000,0,0.00,338.54

82,20:15-20:30,167.310000,66.910000,0.000000,0.000000,0.000000,0.000000,0.770000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,96.710000,0.000000,0.000000,0.000000,0.000000,0,0.00,338.54

83,20:30-20:45,167.310000,66.910000,0.000000,0.000000,0.000000,0.000000,0.770000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,58.030000,0.000000,0.000000,0.000000,0.000000,0,0.00,299.86

84,20:45-21:00,167.310000,66.910000,0.000000,0.000000,0.000000,0.000000,0.770000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,58.030000,0.000000,0.000000,0.000000,0.000000,0,0.00,299.86

85,21:00-21:15,135.200000,66.910000,0.000000,0.000000,0.000000,0.000000,0.770000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,58.030000,0.000000,0.000000,0.000000,0.000000,0,0.00,267.75

86,21:15-21:30,135.200000,66.910000,0.000000,0.000000,0.000000,0.000000,0.770000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,58.030000,0.000000,0.000000,0.000000,0.000000,0,0.00,267.75

87,21:30-21:45,90.130000,66.910000,0.000000,0.000000,0.000000,0.000000,0.770000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,58.030000,0.000000,0.000000,0.000000,0.000000,0,0.00,222.68

88,21:45-22:00,90.130000,66.910000,0.000000,0.000000,0.000000,0.000000,0.770000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,58.030000,0.000000,0.000000,0.000000,0.000000,0,0.00,222.68

89,22:00-22:15,90.130000,66.910000,9.670000,0.000000,0.000000,0.000000,0.730000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,58.030000,0.000000,0.000000,0.000000,0.000000,0,0.00,232.31

90,22:15-22:30,45.070000,66.910000,9.670000,0.000000,0.000000,0.000000,0.730000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,58.030000,0.000000,0.000000,0.000000,0.000000,0,0.00,187.25

91,22:30-22:45,45.070000,66.910000,9.670000,0.000000,0.000000,0.000000,0.730000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,58.030000,0.000000,0.000000,0.000000,0.000000,0,0.00,187.25

92,22:45-23:00,45.070000,66.910000,9.670000,0.000000,0.000000,0.000000,0.730000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,58.030000,0.000000,0.000000,0.000000,0.000000,0,0.00,187.25

93,23:00-23:15,45.070000,66.910000,9.670000,0.000000,0.000000,0.000000,0.630000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,58.030000,0.000000,0.000000,0.000000,0.000000,0,0.00,187.15

94,23:15-23:30,45.070000,66.910000,9.670000,0.000000,0.000000,0.000000,0.630000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,58.030000,0.000000,0.000000,0.000000,0.000000,0,0.00,187.15

95,23:30-23:45,45.070000,66.910000,9.670000,0.000000,0.000000,0.000000,0.630000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,58.030000,0.000000,0.000000,0.000000,0.000000,0,0.00,187.15

96,23:45-24:00,45.070000,66.910000,9.670000,0.000000,0.000000,0.000000,0.630000,2.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,58.030000,0.000000,0.000000,0.000000,0.000000,0,0.00,187.15

