Block,Time Block,KGSU1AND2,DHAULIGNGA,DULHASTI,JHAJJAR,FSTPP I & II,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,NLCEXP,PARBATI3,NLCIIST1,NAPP,NJPC,MAPS,KUDGI,KOTESHWR,DADRT2,KOLDAM,KKNPPU2,KKNP,BSIUL,CHAMERA3,CHAMERA2,BRBCL,CHAMERA1,KISHANGANGA,KHSTPP-II,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,KHSTPP-I,KGSU3AND4,UNCHAHAR2,URI,TALA,VALLURNTECL,TEHRI,UNCHAHAR1,UNCHAHAR4,TANDA2,URI2,UNCHAHAR3,TALST2,TANAKPUR,TelanganaSTPP,RSTPSU7,SASAN,SALAL,RSTPSU1TO6,RIHAND3,SIMHST1,SINGRAULI_HYDRO,SIMHST2,SEWA2,SINGRAULI,RAMPUR,RIHAND1,RAPPC,RAPPB,RIHAND2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,0,15.82,227.9,6.53,0,0,0,0,0,0,0,19.78,0,0,0,8.51,284.24,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,37.66,0,22.37,33.91,0,0,21.77,5.84,0,0,30.62,16.57,0,0.24,0,0,394.11,12.27,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

63,15:30-15:45,0,0,15.82,227.9,8.08,0,0,0,0,0,0,0,19.78,0,0,0,8.51,284.24,0,0,0,0,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,37.66,0,22.37,33.91,0,0,21.77,5.84,0,0,30.62,16.57,0,0.24,0,0,394.11,15.62,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

64,15:45-16:00,0,0,15.82,227.9,12.18,0,0,0,0,0,0,0,19.78,0,0,0,8.51,284.24,0,0,0,0,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,22.37,33.91,0,0,22.26,5.84,0,0,30.62,16.57,0,0.24,0,0,394.11,68.03,0,119.33,0,0.77,0,10.11,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

65,16:00-16:15,0,0,15.82,227.9,13.46,0,0,0,0,0,0,0,19.78,0,0,0,8.51,332.23,0,0,0,0,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,27.5,33.91,0,0,33.37,6.28,0,0,30.62,17.31,0,0.24,0,0,394.11,68.03,0,119.33,0,0.77,0,10.11,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

66,16:15-16:30,0,0,15.82,227.9,15.01,0,0,0,0,0,0,0,19.78,0,0,0,8.51,370.62,0,0,0,0,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,27.5,33.91,0,0,33.37,6.29,0,0,30.62,17.31,0,0.24,0,0,394.11,68.03,0,119.33,0,0.77,0,10.11,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

67,16:30-16:45,0,0,15.82,227.9,11.23,0,0,0,0,0,0,0,19.78,22.45,0,0,8.51,418.61,0,0,0,0,0,3.84,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,27.61,33.91,0,0,33.37,7.56,0,0,30.62,17.31,0,0.24,0,0,394.11,68.03,0,119.33,0,0.77,0,15.17,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

68,16:45-17:00,0,0,15.82,227.9,11.23,0,0,0,0,0,0,0,19.78,22.45,0,0,8.51,466.6,0,0,0,6.26,0,12.64,19.2,13.43,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,27.61,33.91,0,0,33.37,7.56,0,0,30.62,17.31,0,0.24,0,0,394.11,14.5,0,119.33,0,0.77,0,15.17,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

69,17:00-17:15,0,8.87,15.82,227.9,11.23,0,0,0,0,0,0,0,19.78,44.9,0,0,8.51,518.64,0,0,0,6.26,0,12.64,19.2,23.58,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,33.23,38.15,0,0,44.02,8.77,0,0,30.62,20.82,0,0.24,0,0,394.11,12.27,0,119.33,0,0.77,0,15.17,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

70,17:15-17:30,0,8.87,31.64,257.49,11.23,0,0,0,0,0,0,0,19.78,44.9,0,0,17.04,585.46,0,0,0,6.26,17.1,25.28,19.2,40.46,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,38.15,0,0,44.02,8.77,0,0,31.89,24.66,0,0.24,0,0,394.11,12.27,0,119.33,0,0.77,0,15.17,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

71,17:30-17:45,0,26.31,47.44,332.92,11.23,0,0,0,0,0,0,0,19.78,67.35,0,0,37.48,585.46,0,0,0,18.77,27.89,37.92,19.2,40.46,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,38.15,0,0,44.02,8.77,0,0,31.89,24.66,0,0.24,0,0,394.11,12.27,0,119.33,0,0.77,0,15.17,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

72,17:45-18:00,0,26.31,47.44,361.71,11.23,0,0,0,0,0,0,0,19.78,89.8,0,0,37.48,628.05,0,0,0,18.77,27.89,37.92,19.2,40.46,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,38.15,0,0,44.02,8.77,0,0,31.89,24.66,0,0.24,0,0,394.11,12.27,0,119.33,0,0.77,0,15.17,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

73,18:00-18:15,0,26.31,47.44,415.99,11.23,0,0,0,0,0,0,0,19.78,112.25,0,0,37.48,655.68,0,0,0,18.77,27.89,37.92,19.2,40.46,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.91,0,0,44.02,8.77,0,0,31.89,24.66,0,0.24,0,0,394.11,12.27,0,119.33,0,0.77,0,15.17,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

74,18:15-18:30,0,26.31,47.44,417.18,11.23,0,0,0,0,0,0,0,19.78,134.71,0,0,37.48,655.68,0,0,0,18.77,27.89,37.92,19.2,40.46,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.91,0,0,44.02,8.77,0,0,31.89,24.66,0,0.24,0,0,394.11,12.27,0,119.33,0,0.77,0,15.17,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

75,18:30-18:45,0,26.31,47.44,417.18,11.23,0,0,0,0,0,0,0,19.78,134.71,0,0,37.48,655.68,0,0,0,18.77,27.89,37.92,19.2,40.46,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.91,0,0,44.02,8.77,0,0,31.89,24.66,0,0.24,0,0,388.72,12.27,0,119.33,0,0.77,0,15.17,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

76,18:45-19:00,0,26.31,47.44,417.18,11.23,0,0,0,0,0,0,0,19.78,134.71,0,0,37.48,655.68,0,0,0,18.77,27.89,37.92,19.2,40.46,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.91,0,0,44.02,8.77,0,0,30.62,24.66,0,0.24,0,0,388.72,12.27,0,119.33,0,0.77,0,15.17,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

77,19:00-19:15,0,8.87,31.64,417.18,11.23,0,0,0,0,0,3.67,0,19.78,112.25,0,0,20.82,655.68,0,0,0,6.26,18.57,37.92,19.2,39.62,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.91,0,0,44.02,8.77,0,0,30.62,24.66,0,0.24,0,0,388.72,12.27,0,119.33,0,0.77,0,15.17,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

78,19:15-19:30,0,0,31.64,417.18,11.23,0,0,0,0,0,15.88,0,19.78,89.8,0,0,8.51,655.68,0,0,0,6.26,9.29,37.92,19.2,22.75,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.91,0,0,33.37,8.77,0,0,30.62,24.66,0,0.24,0,0,388.72,12.27,0,119.33,0,0.77,0,15.17,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

79,19:30-19:45,0,0,15.82,417.18,11.23,0,0,0,0,0,15.88,0,19.78,67.35,0,0,8.51,655.68,0,0,0,6.26,0,25.28,19.2,12.67,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.91,0,0,33.37,8.77,0,0,30.62,24.66,0,0.24,0,0,388.72,12.27,0,119.33,0,0.77,0,15.17,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

80,19:45-20:00,0,0,15.82,417.18,11.23,0,0,0,0,0,15.88,0,19.78,67.35,0,0,8.51,655.68,0,0,0,6.26,0,12.64,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.91,0,0,33.37,8.77,0,0,30.62,24.66,0,0.24,0,0,388.72,12.27,0,119.33,0,0.77,0,10.11,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

81,20:00-20:15,0,0,15.82,417.18,11.23,0,0,0,0,0,15.88,0,19.78,41.81,0,0,8.51,655.68,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.91,0,0,33.37,8.77,0,0,30.62,25.33,0,0.24,0,0,388.72,12.27,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

82,20:15-20:30,0,0,15.82,417.18,11.23,0,0,0,0,0,15.88,0,19.78,21.91,0,0,8.51,655.68,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.91,0,0,33.37,8.77,0,0,30.62,25.34,0,0.24,0,0,388.72,12.27,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

83,20:30-20:45,0,0,15.82,417.18,11.23,0,0,0,0,0,15.88,0,19.78,0,0,0,8.51,655.68,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.38,0,0,33.37,10.47,0,0,30.62,25.34,0,0.24,0,0,388.72,12.27,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

84,20:45-21:00,0,0,15.82,417.18,11.23,0,0,0,0,0,3.43,0,19.78,0,0,0,8.51,655.68,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.38,0,0,22.26,10.96,0,0,30.62,25.34,0,0.24,0,0,388.72,12.27,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

85,21:00-21:15,0,0,15.82,417.18,11.23,0,0,0,0,0,0,0,19.78,0,0,0,8.51,655.68,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.38,0,0,22.26,8.77,0,0,30.62,25.34,0,0.24,0,0,388.72,12.27,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

86,21:15-21:30,0,0,15.82,417.18,11.23,0,0,0,0,0,0,0,19.78,0,0,0,8.51,655.68,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.38,0,0,22.26,8.77,0,0,30.62,25.34,0,0.24,0,0,388.72,12.27,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

87,21:30-21:45,0,0,15.82,417.18,11.23,0,0,0,0,0,0,0,19.78,0,0,0,8.51,655.68,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.38,0,0,22.26,10.47,0,0,30.62,25.34,0,0.24,0,0,388.72,2.24,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

88,21:45-22:00,0,0,15.82,417.18,11.23,0,0,0,0,0,0,0,19.78,0,0,0,8.51,655.68,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.38,0,0,22.26,10.96,0,0,30.62,25.34,0,0.24,0,0,388.72,2.24,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

89,22:00-22:15,0,0,15.82,417.18,11.23,0,0,0,0,0,0,0,19.78,0,0,0,8.51,655.68,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.38,0,0,22.26,12.95,0,0,30.62,25.34,0,0.24,0,0,388.72,2.24,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

90,22:15-22:30,0,0,15.82,417.18,11.23,0,0,0,0,0,0,0,19.78,0,0,0,8.51,655.68,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.38,0,0,22.26,13.15,0,0,30.62,25.34,0,0.24,0,0,388.72,2.24,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

91,22:30-22:45,0,0,15.82,417.18,11.23,0,0,0,0,0,0,0,19.78,0,0,0,8.51,655.68,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.38,0,0,13.19,8.77,0,0,30.62,25.34,0,0,0,0,388.72,2.24,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

92,22:45-23:00,0,0,15.82,417.18,11.23,0,0,0,0,0,0,0,19.78,0,0,0,8.51,655.68,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.38,0,0,10.76,8.77,0,0,30.62,25.34,0,0,0,0,388.72,12.27,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

93,23:00-23:15,0,0,15.82,417.18,11.23,0,0,0,0,0,0,0,19.78,0,0,0,8.51,655.68,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.38,0,0,10.76,8.77,0,0,30.62,25.34,0,0,0,0,388.72,68.03,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

94,23:15-23:30,0,0,15.82,417.18,11.23,0,0,0,0,0,0,0,19.78,0,0,0,8.51,655.68,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.38,0,0,10.76,8.77,0,0,30.62,25.34,0,0,0,0,388.72,68.03,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

95,23:30-23:45,0,0,15.82,417.18,11.23,0,0,0,0,0,0,0,19.78,0,0,0,8.51,654.25,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.38,0,0,10.76,10.48,0,0,30.62,25.34,0,0,0,0,388.72,53.53,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

96,23:45-24:00,0,0,15.82,417.18,11.23,0,0,0,0,0,0,0,19.78,0,0,0,8.51,654.25,0,0,0,6.26,0,0,19.2,0,0,142.34,0,0,0,0,0,0,0,0,0,0,0,0,43.7,0,40.69,33.38,0,0,10.76,11,0,0,30.62,25.34,0,0,0,0,388.72,53.53,0,119.33,0,0.77,0,0,134.07,0,43.19,24.61,0,113.99,0,0,0,0,0

