Block,Time Block,DADRT2,CHAMERA3,CHAMERA2,KHSTPP-I,KKNPPU2,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNP,KISHANGANGA,DHAULIGNGA,DULHASTI,FSTPP I & II,TelanganaSTPP,UNCHAHAR1,VALLURNTECL,ANTA_CRF,UNCHAHAR4,ANTA_RF,AURY_LF,DADRI_CRF,URI2,UNCHAHAR3,ANTA_LF,AURY_GF,UNCHAHAR2,ANTA_GF,URI,AURY_CRF,AURY_RF,DADRI_LF,DADRI_GF,DADRI_RF,BSIUL,BRBCL,CHAMERA1,KOLDAM,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,TALST2,SIMHST2,RSTPSU7,TANAKPUR,SALAL,SEWA2,SINGRAULI,TALA,RIHAND3,TEHRI,TANDA2,SASAN,RIHAND2,RIHAND1,RAPPB,RAPPC,RAMPUR,PARBATI3,NJPC,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,NLCEXP,KUDGI,KOTESHWR,MAPS,NAPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,335.67,0,0,43.49,0,351.48,0,0,95.09,0,0,0,0,10.8,0,17.64,0,0,0,0,0,0,4.27,22.79,0,0,36.19,0,1.6,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,2.22,12.29,0,104.6,0,119.57,14.97,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

64,15:45-16:00,408.76,0,0,43.49,0,351.48,0,0,95.09,0,0,0,0,11.25,0,17.64,0,0,0,0,0,0,4.27,22.79,0,0,36.19,0,1.6,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,2.22,12.29,0,104.6,0,119.57,14.97,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

65,16:00-16:15,451.05,0,0,43.49,0,351.83,0,0,95.09,0,0,0,0,11.25,0,14.9,0,0,0,0,0,0,4.27,21.87,0,0,35.14,0,1.6,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,3.08,12.29,0,104.6,0,119.57,29.94,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

66,16:15-16:30,490.89,0,0,43.49,0,403.84,0,0,95.09,0,0,0,0,11.25,0,17.64,0,0,0,0,0,0,4.27,25.38,0,0,40.44,0,1.6,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,3.08,1.35,0,104.6,0,119.57,44.91,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

67,16:30-16:45,574.75,0,0,43.49,0,512.19,0,0,95.09,0,0,0,0,11.25,0,17.64,0,0,0,0,0,0,4.27,25.38,0,0,40.78,0,1.6,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,3.08,1.35,0,104.6,0,119.57,44.91,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,17.07,0,41.8,0,0,0,0,0

68,16:45-17:00,647.27,0,0,43.49,0,629.32,0,0,95.09,0,0,0,0,11.25,0,19.77,0,0,0,0,0,0,4.27,25.38,0,0,40.78,0,1.6,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,3.08,1.35,0,104.6,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,0,22.5,0,0,0,0,0,0,0,17.07,0,41.8,0,0,0,0,0

69,17:00-17:15,657.04,0,0,43.49,0,629.32,0,0,95.09,0,0,0,0,11.25,0,19.77,0,0,0,0,0,0,4.27,25.38,0,0,40.78,0,1.6,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,1.11,1.35,0,104.6,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,0,44.99,0,0,0,0,0,0,0,17.07,0,41.8,0,0,0,0,0

70,17:15-17:30,657.04,0,3.2,43.49,0,629.32,0,0,95.09,0,0,7.63,15.85,11.25,0,19.77,0,0,0,0,0,0,4.27,25.38,0,0,40.78,0,25.48,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,1.11,1.35,0,104.6,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,0,67.49,0,0,0,0,0,0,0,25.6,0,41.8,0,0,0,0,0

71,17:30-17:45,657.04,6.12,7.69,43.49,0,629.32,0,0,95.09,0,0,7.75,15.85,11.25,0,19.77,0,0,0,0,0,0,4.27,25.38,0,0,40.78,0,25.48,0,0,0,0,0,0,19.24,11.55,0,0,0,0,0,0,0,1.11,1.35,0,113.61,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,0,89.99,0,0,0,0,0,0,0,25.6,0,41.8,0,0,0,0,0

72,17:45-18:00,657.04,27.95,38,43.49,0,629.32,0,0,95.09,0,0,15.37,31.7,11.25,0,19.77,0,0,0,0,0,0,4.27,25.38,0,0,40.78,0,2.65,0,0,0,0,0,0,19.24,26.98,0,0,0,0,0,0,0,1.11,1.35,10.14,120.9,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,0,112.48,0,0,0,0,0,0,0,38.31,0,41.8,0,0,0,0,0

73,18:00-18:15,657.04,27.95,38,43.49,0,629.32,0,0,95.09,0,0,32.15,31.7,11.25,0,19.77,0,0,0,0,0,0,4.27,25.38,0,0,40.78,0,1.6,0,0,0,0,0,0,19.24,26.98,0,0,0,0,0,0,0,1.11,8.94,10.14,121.16,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,0,112.48,0,0,0,0,0,0,0,38.31,0,41.8,0,0,0,0,0

74,18:15-18:30,657.04,27.95,38,43.49,0,629.32,0,0,95.09,0,0,32.15,31.7,11.25,0,19.77,0,0,0,0,0,0,10.35,25.38,0,0,40.78,0,1.6,0,0,0,0,0,0,19.24,26.98,0,0,0,0,0,0,0,1.11,40.23,10.14,121.16,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,0,112.48,0,0,0,0,0,0,0,38.31,0,41.8,0,0,0,0,0

75,18:30-18:45,657.04,27.95,38,43.49,0,629.32,0,0,95.09,0,0,32.15,31.7,11.25,0,19.77,0,0,0,0,0,0,10.35,25.38,0,0,40.78,0,1.6,0,0,0,0,0,0,19.24,26.98,0,0,0,0,0,0,0,1.11,40.23,10.14,121.16,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,0,112.48,0,0,0,0,0,0,0,38.31,0,41.8,0,0,0,0,0

76,18:45-19:00,657.04,27.95,38,43.49,0,629.32,0,0,95.09,0,0,32.15,31.7,11.25,0,19.77,0,0,0,0,0,0,10.35,25.38,0,0,40.78,0,1.6,0,0,0,0,0,0,19.24,26.98,0,0,0,0,0,0,0,1.11,40.23,10.14,121.16,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,0,112.48,0,0,0,0,0,0,0,38.31,0,41.8,0,0,0,0,0

77,19:00-19:15,657.04,27.95,38,43.49,0,629.32,0,0,95.09,0,0,15.37,31.7,11.25,0,19.77,0,0,0,0,0,0,10.35,25.38,0,0,40.78,0,1.6,0,0,0,0,0,0,19.24,12.23,0,0,0,0,0,0,0,1.72,40.23,10.14,121.16,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,3.67,112.48,0,0,0,0,0,0,0,38.31,0,41.8,0,0,0,0,0

78,19:15-19:30,657.04,1.22,3.85,43.49,0,629.32,0,0,95.09,0,0,15.37,31.7,11.25,0,19.77,0,0,0,0,0,0,10.35,25.38,0,0,40.78,0,25.48,0,0,0,0,0,0,19.24,11.55,0,0,0,0,0,0,0,1.72,40.23,0,121.16,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,15.92,89.99,0,0,0,0,0,0,0,25.6,0,41.8,0,0,0,0,0

79,19:30-19:45,635.73,0,0,43.49,0,629.32,0,0,95.09,0,0,7.63,31.7,11.25,0,19.77,0,0,0,0,0,0,10.35,25.38,0,0,40.78,0,25.48,0,0,0,0,0,0,19.24,11.55,0,0,0,0,0,0,0,1.72,40.23,0,121.16,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,15.92,67.49,0,0,0,0,0,0,0,17.07,0,41.8,0,0,0,0,0

80,19:45-20:00,635.73,0,0,43.49,0,629.32,0,0,95.09,0,0,0,31.7,11.25,0,19.77,0,0,0,0,0,0,4.27,25.38,0,0,40.78,0,25.48,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,1.72,8.94,0,121.16,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,15.92,40.99,0,0,0,0,0,0,0,17.07,0,41.8,0,0,0,0,0

81,20:00-20:15,631.67,0,0,43.49,0,565.23,0,0,95.09,0,0,0,15.85,11.25,0,17.03,0,0,0,0,0,0,4.27,21.87,0,0,35.14,0,2.13,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,1.72,1.35,0,121.16,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,15.92,40.99,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

82,20:15-20:30,631.67,0,0,43.49,0,454.73,0,0,95.09,0,0,0,15.85,11.25,0,19.77,0,0,0,0,0,0,4.27,25.38,0,0,40.78,0,1.6,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,1.72,1.35,0,121.16,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,15.92,40.99,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

83,20:30-20:45,628.79,0,0,43.49,0,427.8,0,0,95.09,0,0,0,15.85,11.25,0,19.77,0,0,0,0,0,0,4.27,25.38,0,0,40.78,0,1.6,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,1.72,1.35,0,121.16,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,15.92,40.99,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

84,20:45-21:00,628.79,0,0,43.49,0,398.95,0,0,95.09,0,0,0,15.85,11.25,0,19.77,0,0,0,0,0,0,4.27,25.38,0,0,40.78,0,1.6,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,1.72,1.35,0,121.16,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,3.42,19.5,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

85,21:00-21:15,542.18,0,0,43.49,0,379.71,0,0,95.09,0,0,0,15.85,11.25,0,19.77,0,0,0,0,0,0,4.27,25.38,0,0,35.14,0,1.6,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,3.7,1.35,0,121.16,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

86,21:15-21:30,478.17,0,0,43.49,0,379.71,0,0,95.09,0,0,0,15.85,11.25,0,19.77,0,0,0,0,0,0,4.27,25.38,0,0,35.14,0,1.6,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,3.7,1.35,0,121.16,0,119.57,59.86,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

87,21:30-21:45,468.18,0,0,43.49,0,379.71,0,0,95.09,0,0,0,15.85,11.25,0,17.03,0,0,0,0,0,0,4.27,21.87,0,0,35.14,0,25.48,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,3.7,1.35,0,121.16,0,119.57,44.91,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

88,21:45-22:00,413.71,0,0,43.49,0,379.71,0,0,95.09,0,0,0,15.85,11.25,0,17.03,0,0,0,0,0,0,4.27,21.87,0,0,35.14,0,25.48,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,3.7,1.35,0,121.16,0,119.57,44.91,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

89,22:00-22:15,404.09,0,0,43.49,0,379.71,0,0,95.09,0,0,0,15.85,10.75,0,17.03,0,0,0,0,0,0,4.27,21.87,0,0,35.14,0,25.48,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,3.7,1.35,0,121.16,0,119.57,44.91,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

90,22:15-22:30,404.09,0,0,43.49,0,379.71,0,0,95.09,0,0,0,15.85,10.75,0,17.03,0,0,0,0,0,0,4.27,21.87,0,0,35.14,0,1.6,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,3.7,1.35,0,121.16,0,119.57,29.94,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

91,22:30-22:45,404.09,0,0,43.49,0,375.68,0,0,95.09,0,0,0,15.85,10.75,0,13.16,0,0,0,0,0,0,4.27,16.78,0,0,27.33,0,1.6,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,3.7,1.35,0,121.16,0,119.57,29.94,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

92,22:45-23:00,404.09,0,0,43.49,0,375.68,0,0,95.09,0,0,0,15.85,10.75,0,13.16,0,0,0,0,0,0,4.27,16.78,0,0,27.33,0,1.6,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,3.7,1.35,0,121.16,0,119.57,29.94,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

93,23:00-23:15,388.95,0,0,43.49,0,375.68,0,0,95.09,0,0,0,15.85,10.75,0,13.16,0,0,0,0,0,0,4.27,16.78,0,0,27.33,0,1.6,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,3.7,1.35,0,121.16,0,119.57,14.97,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

94,23:15-23:30,370.46,0,0,43.49,0,375.68,0,0,95.09,0,0,0,15.85,10.75,0,13.16,0,0,0,0,0,0,4.27,16.78,0,0,27.33,0,1.6,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,3.7,1.35,0,121.16,0,119.57,14.97,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

95,23:30-23:45,351.95,0,0,37.49,0,375.68,0,0,81.96,0,0,0,15.85,10.75,0,13.16,0,0,0,0,0,0,4.27,16.78,0,0,27.33,0,25.48,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,3.7,1.35,0,121.16,0,119.57,14.97,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

96,23:45-24:00,324.2,0,0,37.49,0,375.68,0,0,81.96,0,0,0,15.85,10.75,0,13.16,0,0,0,0,0,0,4.27,16.78,0,0,27.33,0,25.48,0,0,0,0,0,0,19.24,0,0,0,0,0,0,0,0,3.7,1.35,0,121.16,0,119.57,0,0,397.65,114.22,88.49,0,51.87,0,0,0,0,0,0,0,0,0,0,8.53,0,41.8,0,0,0,0,0

