Block,Time,NJPC,PARBATI3,BSIUL,URI2,RAPPB,SEWA2,DADRI_RF,KISHANGANGA,DADRI_GF,TANAKPUR,AURY_CRF,ANTA_GF,AURY_GF,DHAULIGNGA,RIHAND2,UNCHAHAR1,AURY_LF,RAPPC,TANDA2,DADRI_CRF,KOTESHWR,CHAMERA1,ANTA_LF,URI,RIHAND1,ANTA_RF,NAPP,SALAL,CHAMERA3,UNCHAHAR4,KOLDAM,RIHAND3,UNCHAHAR3,ANTA_CRF,AURY_RF,UNCHAHAR2,CHAMERA2,DULHASTI,JHAJJAR,DADRT2,KUDGI,BRBCL,DADRI_LF,SINGRAULI,RAMPUR,SINGRAULI_HYDRO,SASAN,TALA,KHSTPP-I,KHSTPP-II,TEHRI,FSTPP I & II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,147.939346,0.000000,6.307570,29.927875,0.000000,10.212134,0.000000,0.000000,0.000000,11.028091,0.000000,0.000000,0.000000,35.395151,114.257476,8.837253,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,83.176192,28.112454,0.000000,0.000000,119.616318,25.527144,0.000000,0.000000,41.003944,38.218139,47.819981,631.792092,663.935332,43.53,14.509493,0.000000,121.533990,0.000000,0.925222,402.638625,27.016689,5.969208,141.471397,43.876728,10.084102,0,0,0,0,0

7,01:30-01:45,147.939346,0.000000,6.307570,29.277269,0.000000,10.212134,0.000000,0.000000,0.000000,11.028091,0.000000,0.000000,0.000000,35.395151,114.257476,9.113417,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,83.176192,28.112454,0.000000,0.000000,119.616318,25.527144,0.000000,0.000000,41.003944,38.218139,47.819981,631.792092,663.935332,43.53,14.509493,0.000000,121.533990,0.000000,0.925222,402.638625,27.016689,3.647688,141.471397,43.876728,10.084102,0,0,0,0,0

8,01:45-02:00,147.939346,0.000000,6.307570,29.277269,0.000000,10.212134,0.000000,0.000000,0.000000,11.028091,0.000000,0.000000,0.000000,35.395151,114.257476,9.113417,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,83.176192,28.112454,0.000000,0.000000,119.616318,25.527144,0.000000,0.000000,41.003944,38.218139,47.819981,631.792092,663.935332,43.53,14.509493,0.000000,121.533990,0.000000,0.925222,402.638625,27.016689,3.647688,141.471397,43.876728,10.084102,0,0,0,0,0

9,02:00-02:15,147.939346,0.000000,6.307570,29.277269,0.000000,10.212134,0.000000,0.000000,0.000000,11.028091,0.000000,0.000000,0.000000,35.395151,114.257476,8.979252,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,83.176192,28.112454,0.000000,0.000000,119.616318,19.945236,0.000000,0.000000,41.003944,38.218139,47.819981,631.792092,633.039328,43.53,14.509493,0.000000,121.533990,0.000000,0.906718,402.638625,27.016689,1.893006,141.475654,43.876728,9.411829,0,0,0,0,0

10,02:15-02:30,147.939346,0.000000,6.307570,29.277269,0.000000,10.212134,0.000000,0.000000,0.000000,11.028091,0.000000,0.000000,0.000000,35.395151,114.257476,8.979252,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,83.176192,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,41.003944,38.218139,47.819981,631.792092,575.001328,43.53,14.509493,0.000000,121.533990,0.000000,0.906718,402.638625,27.016689,1.893006,141.475654,43.876728,9.411829,0,0,0,0,0

11,02:30-02:45,147.939346,0.000000,6.307570,28.626663,0.000000,10.212134,0.000000,0.000000,0.000000,11.028091,0.000000,0.000000,0.000000,35.395151,114.257476,8.445980,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,83.176192,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,41.003944,38.218139,47.819981,631.792092,516.965650,43.53,14.509493,0.000000,121.533990,0.000000,0.906718,402.638625,27.016689,1.893006,141.475654,43.876728,9.411829,0,0,0,0,0

12,02:45-03:00,147.939346,0.000000,6.307570,28.626663,0.000000,5.028703,0.000000,0.000000,0.000000,11.028091,0.000000,0.000000,0.000000,35.395151,114.257476,8.445980,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,83.176192,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,41.003944,38.218139,47.819981,631.792092,468.600650,43.53,14.509493,0.000000,121.533990,0.000000,0.906718,402.638625,27.016689,1.893006,141.475654,43.876728,9.411829,0,0,0,0,0

13,03:00-03:15,147.939346,0.000000,6.307570,26.024239,0.000000,5.028703,0.000000,0.000000,0.000000,9.912890,0.000000,0.000000,0.000000,35.395151,114.257476,8.726497,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,41.003944,38.218139,47.819981,631.792092,555.021636,43.53,14.509493,0.000000,121.533990,0.000000,0.906718,402.638625,27.016689,1.305855,142.691864,43.876728,9.411829,0,0,0,0,0

14,03:15-03:30,147.939346,0.000000,6.307570,26.024239,0.000000,5.028703,0.000000,0.000000,0.000000,9.912890,0.000000,0.000000,0.000000,35.395151,114.257476,8.726497,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,41.003944,38.218139,47.819981,631.792092,604.022650,43.53,14.509493,0.000000,121.533990,0.000000,0.906718,402.638625,27.016689,1.305855,142.691864,43.876728,9.411829,0,0,0,0,0

15,03:30-03:45,147.939346,0.000000,6.307570,26.024239,0.000000,5.028703,0.000000,0.000000,0.000000,10.036802,0.000000,0.000000,0.000000,35.395151,114.257476,8.726497,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,41.003944,38.218139,47.819981,631.794413,628.205150,43.53,14.509493,0.000000,121.533990,0.000000,0.906718,402.638625,27.016689,1.305855,142.691864,43.876728,9.771710,0,0,0,0,0

16,03:45-04:00,147.939346,0.000000,6.307570,26.024239,0.000000,5.028703,0.000000,0.000000,0.000000,10.036802,0.000000,0.000000,0.000000,35.395151,114.257476,8.726497,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,41.003944,38.218139,47.819981,631.794413,628.205150,43.53,14.509493,0.000000,121.533990,0.000000,0.906718,402.638625,27.016689,1.305855,142.691864,43.876728,9.815193,0,0,0,0,0

17,04:00-04:15,147.939346,0.000000,6.307570,26.024239,0.000000,5.028703,0.000000,0.000000,0.000000,10.036802,0.000000,0.000000,0.000000,35.395151,114.257476,8.726497,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,41.003944,38.218139,47.819981,625.577189,604.022650,43.53,14.509493,0.000000,121.533990,0.000000,0.906718,402.638625,27.016689,0.000000,142.691864,43.876728,9.639628,0,0,0,0,0

18,04:15-04:30,147.939346,0.000000,6.307570,26.024239,0.000000,5.028703,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,0.000000,35.395151,114.257476,8.726497,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,41.003944,38.218139,47.819981,625.577189,555.657650,43.53,14.509493,0.000000,121.533990,0.000000,0.906718,402.638625,27.016689,0.000000,142.691864,43.876728,9.639628,0,0,0,0,0

19,04:30-04:45,147.939346,0.000000,6.307570,28.626663,0.000000,5.028703,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,0.000000,35.395151,114.257476,8.726497,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,41.003944,38.218139,47.819981,625.577189,507.292650,43.53,14.509493,0.000000,121.533990,0.000000,0.906718,402.638625,27.016689,0.000000,142.691864,43.876728,8.347799,0,0,0,0,0

20,04:45-05:00,147.939346,0.000000,6.307570,28.626663,0.000000,5.028703,0.000000,0.000000,0.000000,10.284624,0.000000,0.000000,0.000000,35.395151,114.257476,8.726497,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,41.003944,38.218139,47.819981,625.577189,458.927650,43.53,14.509493,0.000000,121.533990,0.000000,0.906718,402.638625,27.016689,0.000000,142.691864,43.876728,8.347799,0,0,0,0,0

21,05:00-05:15,147.939346,0.000000,6.307570,28.626663,0.000000,5.028703,0.000000,0.000000,0.000000,10.284624,0.000000,0.000000,0.000000,35.395151,114.257476,8.726497,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,41.003944,38.218139,47.819981,625.577189,458.927650,43.53,14.509493,0.000000,121.533990,0.000000,0.906718,402.638625,27.016689,0.000000,142.691864,43.876728,8.347799,0,0,0,0,0

22,05:15-05:30,147.939346,3.078432,6.307570,31.749572,0.000000,5.028703,0.000000,0.000000,0.000000,10.284624,0.000000,0.000000,0.000000,35.395151,114.257476,8.726497,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,41.003944,38.218139,47.819981,625.577189,439.581650,43.53,14.509493,0.000000,121.533990,0.000000,0.906718,402.638625,27.016689,0.000000,142.691864,43.876728,8.347799,0,0,0,0,0

23,05:30-05:45,147.939346,16.007848,6.307570,31.749572,0.000000,5.028703,0.000000,0.000000,0.000000,10.284624,0.000000,0.000000,0.000000,35.395151,114.257476,8.726497,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,28.798843,38.218139,47.819981,625.577189,439.581650,43.53,14.509493,0.000000,121.533990,0.000000,0.906718,402.638625,27.016689,1.292313,142.691864,43.876728,7.811141,0,0,0,0,0

24,05:45-06:00,147.939346,16.007848,6.307570,31.749572,0.000000,5.028703,0.000000,0.000000,0.000000,10.284624,0.000000,0.000000,0.000000,35.395151,114.257476,8.726497,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,46.987565,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,28.798843,38.218139,47.819981,625.577189,439.581650,43.53,14.509493,0.000000,121.533990,0.000000,0.906718,402.638625,27.016689,1.292313,142.691864,43.876728,7.811141,0,0,0,0,0

25,06:00-06:15,147.939346,16.007848,6.307570,31.749572,0.000000,0.000000,0.000000,0.000000,0.000000,10.284624,0.000000,0.000000,0.000000,35.395151,114.257476,8.726497,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,46.987565,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,28.798843,38.218139,47.819981,631.794413,439.581650,43.53,14.509493,0.000000,121.533990,0.000000,0.906718,402.638625,27.016689,0.131553,142.691864,29.251152,7.811141,0,0,0,0,0

26,06:15-06:30,147.939346,16.007848,6.307570,29.277269,0.000000,0.000000,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,0.000000,35.395151,114.257476,8.726497,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,28.798843,38.218139,47.819981,631.794413,439.581650,43.53,14.509493,0.000000,121.533990,0.000000,0.906718,402.638625,27.016689,0.131553,142.691864,29.251152,7.811141,0,0,0,0,0

27,06:30-06:45,147.939346,3.078432,12.615140,29.277269,0.000000,0.000000,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,0.000000,35.395151,114.257476,8.726497,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,28.798843,38.218139,47.819981,631.794413,439.581650,43.53,14.509493,0.000000,121.533990,0.000000,0.906718,402.638625,27.016689,1.292313,142.691864,29.251152,7.675526,0,0,0,0,0

28,06:45-07:00,147.939346,0.000000,12.615140,29.277269,0.000000,0.000000,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,0.000000,35.395151,114.257476,8.726497,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,28.798843,38.218139,47.819981,631.794413,439.581650,43.53,14.509493,0.000000,121.533990,0.000000,0.906718,402.638625,27.016689,1.292313,142.691864,29.251152,7.675526,0,0,0,0,0

29,07:00-07:15,147.939346,0.000000,12.615140,29.277269,0.000000,0.000000,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,0.000000,35.395151,114.257476,8.979252,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,28.798843,38.218139,47.819981,631.794413,439.581650,43.53,14.509493,0.000000,128.421166,0.000000,0.906718,402.638625,27.016689,1.292313,142.691864,43.876728,7.675526,0,0,0,0,0

30,07:15-07:30,147.939346,0.000000,12.615140,29.277269,0.000000,0.000000,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,0.000000,35.395151,114.257476,8.979252,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,28.798843,38.218139,47.819981,631.794413,439.581650,43.53,14.509493,0.000000,129.165987,0.000000,0.906718,402.638625,27.016689,1.292313,142.691864,43.876728,7.675526,0,0,0,0,0

31,07:30-07:45,147.939346,0.000000,12.615140,29.927875,0.000000,0.000000,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,0.000000,35.395151,114.257476,8.979252,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,28.798843,38.218139,47.819981,631.794413,439.581650,43.53,14.509493,0.000000,129.165987,0.000000,0.906718,402.638625,27.016689,2.453073,142.691864,43.876728,7.675526,0,0,0,0,0

32,07:45:08:00,147.939346,0.000000,12.615140,29.927875,0.000000,0.000000,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,0.000000,35.395151,114.257476,8.979252,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,28.798843,38.218139,47.819981,631.794413,439.581650,43.53,14.509493,0.000000,129.872116,0.000000,0.906718,402.638625,27.016689,2.453073,142.691864,43.876728,7.675526,0,0,0,0,0

33,08:00-08:15,147.939346,0.000000,12.615140,29.927875,0.000000,0.000000,0.000000,0.000000,0.000000,9.788979,0.000000,0.000000,0.000000,35.395151,114.257476,8.979252,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,28.798843,38.218139,47.819981,631.794413,439.581650,43.53,14.509493,0.000000,130.616937,0.000000,0.000000,402.638625,27.016689,3.613833,142.691864,43.876728,7.003252,0,0,0,0,0

34,08:15-08:30,147.939346,0.000000,12.615140,29.927875,0.000000,0.000000,0.000000,0.000000,0.000000,10.532446,0.000000,0.000000,0.000000,35.395151,114.257476,8.979252,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,28.798843,38.218139,47.819981,631.794413,439.581650,51.85,14.509493,0.000000,130.616937,0.000000,0.000000,402.638625,27.016689,3.613833,142.691864,43.876728,7.003252,0,0,0,0,0

35,08:30-08:45,147.939346,0.000000,12.615140,29.927875,0.000000,0.000000,0.000000,0.000000,0.000000,10.532446,0.000000,0.000000,0.000000,35.395151,114.257476,8.979252,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,28.798843,38.218139,47.819981,631.794413,439.581650,65.39,14.509493,0.000000,132.058214,0.000000,0.000000,402.638625,27.016689,4.774593,142.691864,43.876728,7.003252,0,0,0,0,0

36,08:45:09:00,147.939346,0.000000,12.615140,29.927875,0.000000,0.000000,0.000000,0.000000,0.000000,10.532446,0.000000,0.000000,0.000000,35.395151,114.257476,8.979252,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,28.798843,38.218139,47.819981,631.794413,439.581650,80.87,14.509493,0.000000,132.058214,0.000000,0.000000,402.638625,27.016689,25.087893,142.691864,43.876728,7.003252,0,0,0,0,0

37,09:00:09:15,147.939346,0.000000,12.615140,31.749572,0.000000,0.000000,0.000000,0.000000,0.000000,10.532446,0.000000,0.000000,0.000000,35.395151,114.257476,8.979252,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,41.003944,38.218139,47.819981,631.794413,439.581650,77.38,14.509493,0.000000,132.822381,0.000000,0.000000,402.638625,27.016689,25.668273,142.691864,43.876728,8.067282,0,0,0,0,0

38,09:15-09:30,147.939346,0.000000,12.615140,31.749572,0.000000,0.000000,0.000000,0.000000,0.000000,10.532446,0.000000,0.000000,0.000000,35.395151,114.257476,8.979252,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,41.003944,38.218139,47.819981,631.794413,458.927650,90.64,14.509493,0.000000,132.822381,0.000000,0.000000,402.638625,27.016689,25.668273,142.691864,43.876728,8.067282,0,0,0,0,0

39,09:30-09:45,147.939346,0.000000,12.615140,31.749572,0.000000,0.000000,0.000000,0.000000,0.000000,10.532446,0.000000,0.000000,0.000000,35.395151,114.257476,8.979252,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,41.003944,38.218139,47.819981,631.794413,458.927650,90.64,14.509493,0.000000,133.509164,0.000000,0.000000,402.638625,27.016689,25.668273,142.691864,43.876728,8.067282,0,0,0,0,0

40,09:45-10:00,147.939346,0.000000,12.615140,31.749572,0.000000,0.000000,0.000000,0.000000,0.000000,10.532446,0.000000,0.000000,0.000000,35.395151,114.257476,8.979252,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,41.003944,38.218139,47.819981,631.794413,458.927650,90.64,14.509493,0.000000,134.754563,0.000000,0.000000,402.638625,27.016689,2.453073,142.691864,43.876728,8.067282,0,0,0,0,0

41,10:00-10:15,147.939346,0.000000,12.615140,29.927875,0.000000,0.000000,0.000000,0.000000,0.000000,10.532446,0.000000,0.000000,0.000000,35.395151,114.257476,8.979252,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,41.003944,38.218139,47.819981,631.794413,458.927650,90.64,14.509493,0.000000,134.754563,0.000000,0.000000,402.638625,27.016689,19.961203,142.691864,43.876728,8.067282,0,0,0,0,0

42,10:15-10:30,147.939346,0.000000,12.615140,29.927875,0.000000,0.000000,0.000000,0.000000,0.000000,10.532446,0.000000,0.000000,0.000000,35.395151,114.257476,8.979252,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,28.798843,38.218139,47.819981,631.794413,458.927650,90.64,14.509493,0.000000,134.754563,0.000000,0.000000,402.638625,27.016689,24.507513,142.691864,43.876728,8.067282,0,0,0,0,0

43,10:30-10:45,147.939346,0.000000,12.615140,29.927875,0.000000,0.000000,0.000000,0.000000,0.000000,10.532446,0.000000,0.000000,0.000000,35.395151,114.257476,8.979252,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,46.987565,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,28.798843,38.218139,47.819981,631.794413,439.581650,90.64,14.509493,0.000000,134.754563,0.000000,0.000000,403.696609,27.016689,25.668273,142.691864,43.876728,8.067282,0,0,0,0,0

44,10:45-11:00,147.939346,0.000000,12.615140,29.927875,0.000000,0.000000,0.000000,0.000000,0.000000,10.532446,0.000000,0.000000,0.000000,35.395151,114.257476,8.979252,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,46.987565,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,28.798843,38.218139,47.819981,631.794413,439.231542,90.64,14.509493,0.000000,134.754563,0.000000,0.000000,403.726838,27.016689,25.668273,142.691864,43.876728,8.067282,0,0,0,0,0

45,11:00-11:15,147.939346,0.000000,12.615140,29.927875,0.000000,0.000000,0.000000,0.000000,0.000000,10.532446,0.000000,0.000000,0.000000,35.395151,114.257476,8.979252,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,28.798843,38.218139,47.819981,625.577189,439.581650,90.64,14.509493,0.000000,134.754563,0.000000,0.000000,403.726838,27.016689,25.668273,142.691864,43.876728,8.067282,0,0,0,0,0

46,11:15-11:30,147.939346,0.000000,12.615140,29.927875,0.000000,0.000000,0.000000,0.000000,0.000000,10.532446,0.000000,0.000000,0.000000,35.395151,114.257476,8.979252,0.000000,49.345649,0.000000,0.000000,25.751461,41.265018,0.000000,40.580170,88.991600,0.000000,37.190750,81.490188,28.112454,0.000000,0.000000,119.616318,18.184853,0.000000,0.000000,28.798843,38.218139,47.819981,625.577189,439.581650,90.64,14.509493,0.000000,134.754563,0.000000,0.000000,403.726838,27.016689,25.668273,142.691864,43.876728,8.067282,0,0,0,0,0

