Block,Time,L_NR_2022_09,L_NR_2022_08,L_NR_2020_05,L_NR_2019_19,L_NR_2018_61,L_NR_2022_10,L_NR_2020_07,L_NR_2019_05,L_NR_2019_06,LT-59,LT-36,SH-07,LT-05,L_NR_2012_07,LT-31,L_NR_2019_11,L_NR_2012_01,L_NR_2023_04,L_NR_2012_04,L_NR_2012_02,SH-06,L_NR_2020_02,LT-35,L_NR_2020_06,L_NR_2021_13,L_NR_2021_12,L_NR_2021_14,L_NR_2021_16,L_NR_2019_07,L_NR_2021_15,L_NR_2021_17
17,04:00-04:15,37.4,14.22,57.99,0,43.43,37.4,19.34,0,0,10.330000,0.000000,26.070000,115.890000,74.030000,0.000000,8.140000,101.130000,28.960000,271.520000,261.240000,26.070000,2.780000,0.000000,19.33,0,0,0,0,0,0,0

18,04:15-04:30,36.41,13.88,56.92,0,43.48,36.41,18.97,0,0,10.330000,0.000000,26.070000,115.890000,55.990000,0.000000,8.140000,101.130000,29.930000,271.520000,261.240000,26.070000,2.780000,0.000000,18.98,0,0,0,0,0,0,0

19,04:30-04:45,34.73,13.46,56.17,0,43.42,34.73,18.72,0,0,10.330000,0.000000,26.070000,115.890000,55.990000,0.000000,8.140000,101.130000,29.930000,271.520000,261.240000,26.070000,2.780000,0.000000,18.73,0,0,0,0,0,0,0

20,04:45-05:00,37.95,12.23,55.44,0,43.48,37.95,18.47,0,0,10.330000,0.000000,26.070000,115.890000,55.990000,0.000000,8.140000,101.130000,29.930000,271.520000,261.240000,26.070000,2.780000,0.000000,18.48,0,0,0,0,0,0,0

21,05:00-05:15,37.28,12.08,54.17,0,43.41,37.28,18.05,0,0,10.330000,0.000000,26.070000,94.680000,55.990000,0.000000,8.140000,101.130000,30.890000,271.520000,261.240000,26.070000,2.780000,0.000000,18.06,0,0,0,0,0,0,0

22,05:15-05:30,36.73,11.97,53.1,0,43.45,36.73,17.7,0,0,10.330000,0.000000,26.070000,70.440000,55.990000,0.000000,8.140000,101.130000,30.890000,271.520000,261.240000,26.070000,2.780000,0.000000,17.7,0,0,0,0,0,0,0

23,05:30-05:45,37.07,11.71,52.28,0,43.41,37.07,17.43,0,0,10.330000,0.000000,26.070000,70.440000,55.990000,0.000000,8.140000,101.130000,30.890000,271.520000,261.240000,26.070000,2.780000,0.000000,17.43,0,0,0.03,0,0,0,0

24,05:45-06:00,37.07,11.97,51.33,0.760656,43.47,37.07,17.12,0,0,10.330000,0.000000,26.070000,70.440000,55.990000,0.000000,8.140000,101.130000,30.890000,271.520000,261.240000,26.070000,2.780000,0.000000,17.11,0.01,0.07,0.1,0.67,0,0,0.33

25,06:00-06:15,36.26,11.71,49.6,8.367216,43.47,36.26,16.53,4.6,4.6,10.330000,0.000000,26.070000,70.440000,55.990000,0.000000,7.980000,101.130000,30.890000,271.520000,261.240000,26.070000,2.780000,0.000000,16.53,0.11,0.58,1.27,2,1.45,0.15,1

26,06:15-06:30,28.55,11.28,46.74,14.218416,43.38,28.55,15.59,13.8,13.8,10.330000,0.410000,26.070000,94.680000,55.990000,0.400000,7.980000,101.130000,30.890000,271.520000,261.240000,26.070000,2.780000,0.400000,15.58,0.91,4.54,3,3.33,3,0.94,1.67

27,06:30-06:45,29.09,8.53,35.38,19.445488,43.42,29.09,11.81,27.6,27.6,10.330000,0.750000,26.070000,94.680000,55.990000,0.740000,7.980000,101.130000,29.930000,271.520000,261.240000,26.070000,2.780000,0.740000,11.79,2.11,10.56,4.93,4,8,1.99,2

28,06:45-07:00,29.5,8.41,35.62,24.789584,43.44,29.5,11.88,33,33,10.330000,1.250000,26.070000,94.680000,55.990000,1.220000,7.980000,101.130000,29.930000,271.520000,261.240000,26.070000,2.780000,1.220000,11.87,3.49,17.47,7.23,6.67,15,3.31,3.33

29,07:00-07:15,30.89,8.51,35.03,30.9626,43.47,30.89,11.67,33,33,10.330000,2.230000,26.070000,94.680000,46.850000,2.180000,7.830000,101.130000,29.930000,271.520000,201.160000,26.070000,2.780000,2.180000,11.68,5.11,25.55,10.33,9.33,22,5.12,4.67

30,07:15-07:30,30.33,13.44,31.76,37.291648,43.48,30.33,10.58,30.97,30.98,10.330000,3.250000,26.070000,94.680000,46.850000,3.170000,7.830000,101.130000,29.930000,271.520000,201.160000,26.070000,2.780000,3.170000,10.59,7.18,35.93,14.43,12,30,7.23,6

31,07:30-07:45,31.38,13.55,46.16,43.220864,43.45,31.38,15.38,30.84,30.83,10.330000,4.280000,26.070000,70.440000,33.770000,4.170000,7.830000,101.130000,29.930000,271.520000,159.950000,26.070000,2.780000,4.170000,15.39,9.54,47.7,19.43,21.33,30.83,9.49,10.67

32,07:45:08:00,32.59,13.62,47.96,49.4914,43.49,32.59,15.98,31,31,10.330000,5.380000,26.070000,70.440000,33.770000,5.240000,7.830000,72.160000,29.930000,271.520000,159.950000,26.070000,2.780000,5.240000,15.99,12.36,61.8,24.93,26,31,11.98,13

33,08:00-08:15,33.61,13.77,49.08,56.02524,43.05,33.61,16.35,32.16,32.17,10.330000,6.480000,26.070000,70.440000,33.770000,6.320000,7.830000,48.270000,29.930000,271.520000,184.610000,26.070000,2.780000,6.320000,16.36,11.17,55.85,30.77,31.33,32.17,18.55,15.67

34,08:15-08:30,35.29,14.29,50.25,62.578584,43.01,35.29,16.76,32.34,32.33,10.330000,7.350000,26.070000,70.440000,33.770000,7.170000,7.830000,48.270000,29.930000,271.520000,184.610000,26.070000,2.780000,7.170000,16.75,13.6,67.99,36.7,32.67,32.33,22.08,16.33

35,08:30-08:45,37.17,15.24,51.26,69.102672,43.13,37.17,17.09,32.34,32.33,10.330000,8.490000,26.070000,70.440000,33.770000,8.280000,7.830000,48.270000,29.930000,271.520000,184.610000,26.070000,2.780000,8.280000,17.09,20.91,104.58,42.47,38,32.33,25.15,19

36,08:45:09:00,39.51,15.29,52.49,75.665768,43.05,39.51,17.48,32.34,32.33,10.330000,9.530000,26.070000,70.440000,33.770000,9.300000,7.830000,48.270000,30.890000,271.520000,184.610000,26.070000,2.780000,9.300000,17.5,24.05,120.27,48.33,44.67,32.33,27.7,22.33

37,09:00:09:15,40.61,15.07,52.9,82.287376,44.42,40.61,17.64,32.5,32.5,10.330000,10.310000,26.070000,70.440000,33.770000,10.070000,7.670000,48.270000,30.890000,271.520000,184.610000,26.070000,2.780000,10.070000,17.63,26.94,134.7,53.87,52,32.5,29.99,26

38,09:15-09:30,58.37,15.85,53.25,88.460392,44.42,58.37,17.75,32.5,32.5,10.330000,10.760000,26.070000,70.440000,33.770000,10.500000,7.670000,48.270000,28.960000,271.520000,225.830000,26.070000,2.780000,10.500000,17.75,30.38,151.93,59.2,56,32.5,31.96,28

39,09:30-09:45,58.41,19.31,77.46,93.492424,44.42,58.41,25.83,32.5,32.5,10.330000,9.980000,26.070000,70.440000,46.510000,9.740000,7.670000,48.270000,28.960000,271.520000,261.240000,26.070000,2.780000,9.740000,25.82,33.51,167.54,64.2,60.67,32.5,33.26,30.33

40,09:45-10:00,58.67,19.01,76.04,98.114872,44.42,58.67,25.34,32.5,32.5,10.330000,10.170000,26.070000,115.890000,46.510000,9.920000,7.670000,48.270000,28.960000,271.520000,261.240000,26.070000,2.780000,9.920000,25.35,35.9,179.52,68.57,66,32.5,35.55,33

41,10:00-10:15,55.6,18.67,77.42,102.259472,44.42,55.6,25.79,32.5,32.5,10.330000,10.360000,26.070000,115.890000,46.510000,10.100000,7.830000,48.270000,29.930000,271.520000,261.240000,26.070000,2.780000,10.100000,25.81,38.59,192.96,72.77,70,32.5,37.48,35

42,10:15-10:30,55.72,18.99,75.96,105.389864,44.42,55.72,25.31,32.5,32.5,10.330000,10.550000,26.070000,115.890000,46.510000,10.290000,7.830000,48.270000,30.890000,271.520000,261.240000,26.070000,2.780000,10.290000,25.32,41.13,205.66,76.83,70.67,32.5,38.81,35.33

43,10:30-10:45,73.6,19.58,75.65,107.964392,44.42,73.6,25.22,32.5,32.5,10.330000,10.790000,26.070000,115.890000,64.540000,10.530000,7.830000,48.270000,29.930000,271.520000,261.240000,26.070000,2.780000,10.530000,25.22,43.19,215.98,79.33,70.67,32.5,36.79,35.33

44,10:45-11:00,73.62,27.93,98.49,110.743712,44.42,73.62,32.83,32.5,32.5,10.330000,10.860000,26.070000,115.890000,64.540000,10.590000,7.830000,48.270000,30.890000,271.520000,261.240000,26.070000,2.780000,10.590000,32.83,45.83,229.17,82.33,69.34,32.5,34.18,34.66

45,11:00-11:15,73.57,28.16,99.62,113.347496,44.42,73.57,33.21,32.5,32.5,10.330000,10.890000,26.070000,115.890000,67.820000,10.620000,7.980000,101.130000,29.930000,271.520000,261.240000,26.070000,5.570000,10.620000,33.21,45.83,229.17,85,69.34,32.5,29.02,34.66

46,11:15-11:30,73.42,29.26,101.61,115.034592,44.42,73.42,33.86,32.5,32.5,10.330000,10.930000,26.070000,115.890000,67.820000,10.660000,7.980000,101.130000,29.930000,271.520000,261.240000,26.070000,5.570000,10.660000,33.87,45.83,229.17,86,69.34,32.5,25.39,34.66

47,11:30-11:45,73.61,29.26,99.67,115.336904,44.42,73.61,33.22,32.5,32.5,10.330000,10.930000,26.070000,115.890000,67.820000,10.660000,7.980000,101.130000,29.930000,271.520000,261.240000,26.070000,5.570000,10.660000,33.22,45.83,229.17,87.03,69.34,32.5,30.63,34.66

48,11:45-12:00,73.62,30.14,98.78,115.678224,44.42,73.62,32.93,32.5,32.5,10.330000,10.930000,26.070000,115.890000,67.820000,10.660000,7.980000,101.130000,29.930000,271.520000,261.240000,26.070000,5.570000,10.660000,32.92,45.83,229.17,87.2,68.67,32.5,35.17,34.33

49,12:00-12:15,73.34,29.54,84.03,104.677968,44.42,73.34,28,32.5,32.5,10.330000,10.930000,26.070000,115.890000,67.820000,10.660000,8.290000,101.130000,31.860000,271.520000,261.240000,26.070000,5.570000,10.660000,28.01,45.83,229.17,87.53,68.67,32.5,45,34.33

50,12:15-12:30,66.88,25.33,83.73,104.648712,44.42,66.88,27.91,32.5,32.5,10.330000,10.930000,26.070000,115.890000,67.820000,10.660000,8.290000,101.130000,31.860000,271.520000,261.240000,26.070000,5.570000,10.660000,27.91,45.83,229.17,87.63,64,32.5,45,32

51,12:30-12:45,66.89,25.6,85.11,102.308232,43.65,66.89,28.37,32.5,32.5,10.330000,10.930000,26.070000,115.890000,67.820000,10.660000,8.290000,101.130000,31.860000,271.520000,261.240000,26.070000,5.570000,10.660000,28.37,45.83,229.17,87.33,64,32.5,45,32

52,12:45-13:00,66.8,25.84,83.01,99.597176,43.79,66.8,27.67,32.5,32.5,10.330000,10.930000,26.070000,115.890000,67.820000,10.660000,8.290000,101.130000,31.860000,271.520000,261.240000,26.070000,5.570000,10.660000,27.67,45.83,229.17,87.67,64,32.5,45,32

53,13:00-13:15,67,26.64,87.21,97.061656,43.72,67,29.08,32.5,32.5,10.330000,10.930000,26.070000,115.890000,67.820000,10.660000,8.600000,101.130000,31.860000,271.520000,261.240000,26.070000,5.570000,10.660000,29.07,45.83,229.17,87.3,65.34,32.5,45,32.66

54,13:15-13:30,66.72,27.18,88.78,94.808944,43.71,66.72,29.59,32.5,32.5,10.330000,10.930000,26.070000,115.890000,67.820000,10.660000,8.600000,101.130000,31.860000,271.520000,261.240000,26.070000,5.570000,10.660000,29.59,45.83,229.17,86.97,66.67,32.5,42.17,33.33

55,13:30-13:45,66.84,27.65,90.02,110.626688,43.64,66.84,30,32.5,32.5,10.330000,10.930000,26.070000,115.890000,67.820000,10.660000,8.600000,101.130000,31.860000,271.520000,261.240000,26.070000,3.250000,10.660000,30.01,45.83,229.17,86.53,69.34,32.5,42.26,34.66

56,13:45-14:00,66.78,27.47,90.15,108.78356,43.66,66.78,30.06,32.5,32.5,10.330000,10.930000,26.070000,115.890000,67.820000,10.660000,8.600000,101.130000,31.860000,271.520000,261.240000,26.070000,3.250000,10.660000,30.05,45.83,229.17,41.67,70.67,32.5,41.9,35.33

57,14:00-14:15,66.76,24.39,82.99,106.072504,43.18,66.76,27.66,32.5,32.5,10.330000,10.930000,26.070000,115.890000,67.820000,10.660000,9.980000,101.130000,31.860000,271.520000,261.240000,26.070000,3.250000,10.660000,27.66,45.83,229.17,76.67,68,32.5,41.09,34

58,14:15-14:30,66.91,24.72,81.18,102.864096,43.18,66.91,27.05,32.5,32.5,10.330000,10.930000,26.070000,115.890000,67.820000,10.660000,9.980000,101.130000,31.860000,271.520000,261.240000,26.070000,3.250000,10.660000,27.06,45.83,229.17,77.67,73.34,32.5,39.97,36.66

59,14:30-14:45,66.78,23.62,80.63,96.866616,43.04,66.78,26.87,32.5,32.5,10.330000,9.730000,26.070000,115.890000,74.030000,9.490000,9.980000,101.130000,31.860000,271.520000,261.240000,26.070000,3.250000,9.490000,26.88,35.89,179.47,76.95,73.34,32.5,35.87,36.66

60,14:45-15:00,66.98,24.09,80.36,90.713104,43.11,66.98,26.77,32.5,32.5,10.330000,9.540000,26.070000,115.890000,74.030000,9.300000,9.980000,101.130000,30.890000,271.520000,261.240000,26.070000,3.250000,9.300000,26.79,35.06,175.3,73.91,74.67,32.5,27.3,37.33

61,15:00-15:15,66.99,25.2,85,85.642064,43.14,66.99,28.34,32.5,32.5,10.330000,9.410000,26.070000,115.890000,74.030000,9.180000,9.980000,101.130000,30.890000,271.520000,261.240000,26.070000,3.250000,9.180000,28.33,33.39,166.97,20,76.67,32.5,27.51,38.33

62,15:15-15:30,66.93,25.33,80.32,80.327224,43.19,66.93,26.77,32.5,32.5,10.330000,4.790000,26.070000,115.890000,74.030000,4.680000,9.980000,101.130000,30.890000,271.520000,261.240000,26.070000,3.250000,4.680000,26.77,33.22,166.13,21.67,76.67,32.5,27.74,38.33

63,15:30-15:45,66.72,25.41,81.32,76.299648,43.06,66.72,27.09,32.5,32.5,10.330000,5.200000,26.070000,115.890000,74.030000,5.070000,9.980000,101.130000,30.890000,271.520000,261.240000,26.070000,3.250000,5.070000,27.11,29.89,149.46,22.67,62.67,32.5,24.67,31.33

64,15:45-16:00,66.81,25.54,82.49,71.989264,43.17,66.81,27.49,32.5,32.5,10.330000,5.480000,26.070000,115.890000,74.030000,5.350000,9.980000,101.130000,29.930000,271.520000,261.240000,26.070000,3.250000,5.350000,27.5,26.56,132.79,15,56,32.5,21.55,28

65,16:00-16:15,66.84,25.61,83.09,66.498888,43.13,66.84,27.69,32.5,32.5,10.330000,2.940000,26.070000,115.890000,74.030000,2.870000,9.980000,101.130000,29.930000,271.520000,261.240000,26.070000,3.250000,2.870000,27.7,10.06,50.3,14.67,51.34,32.5,6.5,25.66

66,16:15-16:30,70.96,25.61,84.74,60.004056,43.12,70.96,28.24,32.5,32.5,10.330000,2.940000,26.070000,115.890000,74.030000,2.870000,9.980000,101.130000,29.930000,271.520000,261.240000,26.070000,3.250000,2.870000,28.25,9.23,46.13,14.33,45.34,32.5,6.5,22.66

67,16:30-16:45,72.05,25.66,85.04,60.910992,43.18,72.05,28.34,32.5,32.5,10.330000,2.940000,26.070000,115.890000,74.030000,2.870000,10.450000,101.130000,30.890000,271.520000,261.240000,26.070000,3.250000,2.870000,28.35,8.39,41.97,14,38.67,32.5,6.5,19.33

68,16:45-17:00,74.56,26.18,86.01,51.753864,43.14,74.56,28.68,33,33,10.330000,2.940000,26.070000,115.890000,74.030000,2.870000,10.450000,101.130000,30.890000,271.520000,261.240000,26.070000,3.250000,2.870000,28.67,8.39,41.97,13.83,25.33,25,6.5,12.67

69,17:00-17:15,74.72,30.28,102.82,42.977064,43.03,74.72,34.29,33,33,10.330000,2.940000,26.070000,115.890000,74.030000,2.870000,10.450000,101.130000,30.890000,271.520000,261.240000,26.070000,0.000000,2.870000,34.27,7.5,37.5,13.67,22.67,20,6.5,11.33

70,17:15-17:30,73.86,30.43,102.4,34.687864,43.11,73.86,34.13,33,33,10.330000,2.940000,26.070000,115.890000,74.030000,2.870000,10.450000,101.130000,31.860000,271.520000,261.240000,26.070000,0.000000,2.870000,34.13,6.73,33.63,13.5,20,15,6.5,10

71,17:30-17:45,73.43,30.2,101.57,27.003288,43.15,73.43,33.85,18.4,21.16,10.330000,2.940000,26.070000,115.890000,74.030000,2.870000,10.450000,101.130000,31.860000,271.520000,261.240000,26.070000,0.000000,2.870000,33.86,5.89,29.47,8.33,17.33,8.74,6.5,8.67

72,17:45-18:00,73.49,30.86,100.41,19.89408,43.13,73.49,33.47,9.2,11.04,10.330000,2.480000,26.070000,115.890000,74.030000,2.430000,10.450000,101.130000,31.860000,271.520000,261.240000,26.070000,0.000000,2.430000,33.47,5.39,26.97,7.67,4,2.7,6.5,2

73,18:00-18:15,74.01,30.81,99.79,13.613792,43.17,74.01,33.28,0,0,10.330000,1.680000,26.070000,115.890000,74.030000,1.640000,10.750000,101.130000,31.860000,271.520000,261.240000,26.070000,0.000000,1.640000,33.26,5.23,26.13,6.67,7.33,0,6.5,3.67

74,18:15-18:30,74.79,33.08,98.37,8.064904,43.09,74.79,32.8,0,0,10.330000,1.190000,26.070000,115.890000,74.030000,1.170000,10.750000,101.130000,28.960000,271.520000,261.240000,26.070000,0.000000,1.170000,32.79,5.16,25.8,5.67,7.33,0,5.2,3.67

75,18:30-18:45,66.76,32.75,97.03,2.896344,43.14,66.76,32.34,0,0,10.330000,0.850000,30.890000,115.890000,74.030000,0.830000,10.750000,101.130000,28.960000,271.520000,261.240000,26.070000,0.000000,0.830000,32.34,3.49,17.44,2,9.33,0,3.53,4.67

76,18:45-19:00,66.91,32.08,96.18,0.87768,43.06,66.91,32.05,0,0,10.330000,0.570000,30.890000,115.890000,74.030000,0.560000,10.750000,101.130000,28.960000,271.520000,261.240000,26.070000,0.000000,0.560000,32.06,1.82,9.09,0.32,8,0,2.02,4

77,19:00-19:15,66.78,31.6,95.13,0,43.21,66.78,31.71,0,0,10.330000,0.290000,29.440000,115.890000,74.030000,0.280000,10.750000,101.130000,29.930000,271.520000,261.240000,24.840000,0.000000,0.280000,31.71,1.37,6.83,0.03,5.33,0,0.88,2.67

78,19:15-19:30,66.98,31.28,94.84,0,43.12,66.98,31.62,0,0,10.330000,0.000000,29.440000,115.890000,74.030000,0.000000,10.750000,101.130000,29.930000,271.520000,261.240000,24.840000,0.000000,0.000000,31.61,0.91,4.58,0,2.67,0,0.18,1.33

79,19:30-19:45,66.99,30.69,94.5,0,43.13,66.99,31.51,0,0,10.330000,0.000000,29.440000,115.890000,74.030000,0.000000,10.750000,101.130000,28.960000,271.520000,261.240000,24.840000,0.000000,0.000000,31.5,0.46,2.32,0,0.67,0,0,0.33

80,19:45-20:00,56.59,24.85,94.71,0,43.04,56.59,31.57,0,0,10.330000,0.000000,29.440000,115.890000,74.030000,0.000000,10.750000,101.130000,30.890000,271.520000,261.240000,24.840000,0.000000,0.000000,31.57,0,0,0,0,0,0,0

81,20:00-20:15,56.38,24.55,65.43,0,43.14,56.38,21.81,0,0,10.330000,0.000000,29.440000,115.890000,74.030000,0.000000,10.750000,101.130000,29.930000,271.520000,261.240000,24.840000,0.000000,0.000000,21.81,0,0,0,0,0,0,0

82,20:15-20:30,56.47,23.92,64.83,0,43.06,56.47,21.61,0,0,10.330000,0.000000,29.440000,115.890000,74.030000,0.000000,10.750000,101.130000,29.930000,271.520000,261.240000,24.840000,0.000000,0.000000,21.61,0,0,0,0,0,0,0

83,20:30-20:45,56.5,23.37,63.77,0,43.17,56.5,21.25,0,0,10.330000,0.000000,29.440000,115.890000,74.030000,0.000000,10.750000,101.130000,29.930000,271.520000,261.240000,24.840000,0.000000,0.000000,21.26,0,0,0,0,0,0,0

84,20:45-21:00,55.88,23.07,62.94,0,43.13,55.88,20.99,0,0,10.330000,0.000000,29.440000,115.890000,74.030000,0.000000,10.750000,101.130000,29.930000,271.520000,261.240000,24.840000,0.000000,0.000000,20.98,0,0,0,0,0,0,0

85,21:00-21:15,55.75,22.9,62.51,0,43.12,55.75,20.82,0,0,10.330000,0.000000,29.930000,115.890000,74.030000,0.000000,10.750000,101.130000,29.930000,271.520000,261.240000,25.250000,0.000000,0.000000,20.84,0,0,0,0,0,0,0

86,21:15-21:30,55.27,22.66,62.76,0,43.18,55.27,20.91,0,0,10.330000,0.000000,29.930000,115.890000,74.030000,0.000000,10.750000,101.130000,29.930000,271.520000,261.240000,25.250000,0.000000,0.000000,20.92,0,0,0,0,0,0,0

87,21:30-21:45,47.13,18.61,61.41,0,43.14,47.13,20.47,0,0,10.330000,0.000000,29.930000,115.890000,74.030000,0.000000,10.750000,101.130000,29.930000,271.520000,261.240000,25.250000,0.000000,0.000000,20.47,0,0,0,0,0,0,0

88,21:45-22:00,47.04,18.5,60.06,0,43.03,47.04,20.02,0,0,10.330000,0.000000,29.930000,115.890000,74.030000,0.000000,10.750000,101.130000,28.960000,271.520000,261.240000,25.250000,0.000000,0.000000,20.02,0,0,0,0,0,0,0

89,22:00-22:15,46.88,18.18,59.31,0,43.11,46.88,19.77,0,0,10.330000,0.000000,29.930000,115.890000,74.030000,0.000000,10.370000,101.130000,28.960000,271.520000,261.240000,25.250000,0.000000,0.000000,19.77,0,0,0,0,0,0,0

90,22:15-22:30,46.22,17.84,58.68,0,43.15,46.22,19.56,0,0,10.330000,0.000000,29.930000,115.890000,74.030000,0.000000,10.370000,101.130000,29.930000,271.520000,261.240000,25.250000,0.000000,0.000000,19.56,0,0,0,0,0,0,0

91,22:30-22:45,41.21,14.85,57.97,0,43.13,41.21,19.32,0,0,10.330000,0.000000,29.930000,112.660000,74.030000,0.000000,10.370000,101.130000,30.890000,271.520000,261.240000,25.250000,0.000000,0.000000,19.32,0,0,0,0,0,0,0

92,22:45-23:00,41.41,15.18,56.63,0,43.17,41.41,18.88,0,0,10.330000,0.000000,29.930000,112.660000,74.030000,0.000000,10.370000,101.130000,31.860000,271.520000,261.240000,25.250000,0.000000,0.000000,18.88,0,0,0,0,0,0,0

93,23:00-23:15,41.88,15.46,47.67,0,43.09,41.88,15.9,0,0,10.330000,0.000000,29.930000,112.660000,74.030000,0.000000,10.370000,101.130000,31.860000,271.520000,261.240000,25.250000,0.000000,0.000000,15.89,0,0,0,0,0,0,0

94,23:15-23:30,42.49,15.59,48.12,0,43.14,42.49,16.05,0,0,10.330000,0.000000,29.930000,112.660000,74.030000,0.000000,10.370000,101.130000,30.890000,271.520000,261.240000,25.250000,0.000000,0.000000,16.04,0,0,0,0,0,0,0

95,23:30-23:45,42.75,15.85,48.67,0,43.06,42.75,16.22,0,0,10.330000,0.000000,29.930000,112.660000,74.030000,0.000000,10.370000,101.130000,29.930000,271.520000,261.240000,25.250000,0.000000,0.000000,16.23,0,0,0,0,0,0,0

96,23:45-24:00,43.46,16.14,49.12,0,43.21,43.46,16.37,0,0,10.330000,0.000000,29.930000,112.660000,74.030000,0.000000,10.370000,101.130000,30.890000,271.520000,261.240000,25.250000,0.000000,0.000000,16.38,0,0,0,0,0,0,0

