Block,Time,DHAULIGNGA,KGSU1AND2,KKNP,KKNPPU2,NAPP,RIHAND1,RIHAND2,RIHAND3,RSTPSU1TO6,ANTA_RF,AURY_GF,KOLDAM,SASAN,VALLURNTECL,ANTA_CRF,AURY_LF,CHAMERA2,FSTPP I & II,KHSTPP-I,MAPS,RAMPUR,SEWA2,SIMHST1,TALA,ANTA_GF,ANTA_LF,BRBCL,CHAMERA1,KGSU3AND4,NJPC,NLCEXP,NNTPP,RAPPB,RSTPSU7,TALST2,TANDA2,DADRI_RF,PARBATI3,TANAKPUR,TEHRI,TelanganaSTPP,UNCHAHAR1,KHSTPP-II,KOTESHWR,KUDGI,NTPL,RAPPC,SALAL,UNCHAHAR4,URI,DADRI_LF,CHAMERA3,DADRT2,JHAJJAR,NLCIIST1,NLCIIST2,NLCTS2EXP,SINGRAULI,SINGRAULI_HYDRO,UNCHAHAR2,URI2,BSIUL,DULHASTI,KISHANGANGA,SIMHST2,UNCHAHAR3,AURY_CRF,AURY_RF,DADRI_CRF,DADRI_GF
58,14:15-14:30,40.4,0,0,0,45.1,47.33,121.71,127.6,0,46.37,0,4.01,416.25,0,0,0,14.74,18.21,44.92,0,2.78,0,0,8.96,0,0,20.01,0,0,127.78,0,0,0,0,0,1.42,96.19,15.46,11.91,70.87,0,20.96,98.87,28.98,0,0,60.23,79.38,1.62,44.71,0,10.69,686.07,413.81,0,0,0,141.78,0,43.71,33.98,6.52,53.79,1.44,0,27.05,0,77.58,0,0

59,14:30-14:45,40.4,0,0,0,45.1,47.33,121.71,127.6,0,46.37,0,4.01,416.25,0,0,0,14.74,18.21,44.92,0,2.78,5.79,0,8.96,0,0,20.01,0,0,127.78,0,0,0,0,0,1.42,96.19,15.46,11.91,70.87,0,20.96,98.87,28.98,0,0,60.23,79.38,1.62,44.71,0,10.69,686.07,413.81,0,0,0,141.78,0,43.71,33.98,6.52,53.79,1.44,0,27.05,0,77.58,0,0

60,14:45-15:00,40.4,0,0,0,45.1,47.33,121.71,127.6,0,46.37,0,4.01,416.25,0,0,0,14.74,18.21,44.92,0,2.78,5.79,0,8.96,0,0,20.01,12.64,0,127.78,0,0,0,0,0,1.42,96.19,15.46,11.91,70.87,0,20.96,98.87,28.98,0,0,60.23,79.38,1.62,44.71,0,10.69,686.07,413.81,0,0,0,141.78,0,43.71,33.98,6.52,53.79,1.44,0,27.05,0,77.58,0,0

61,15:00-15:15,40.4,0,0,0,45.1,47.33,121.71,127.6,0,46.37,0,4.01,416.25,0,0,0,14.74,18.21,44.92,0,2.78,11.58,0,8.96,0,0,20.01,12.64,0,127.78,0,0,0,0,0,1.42,96.19,15.46,11.91,70.87,0,20.96,98.87,28.98,0,0,60.23,79.38,1.62,44.71,0,10.69,686.07,413.81,0,0,0,141.78,0,43.71,33.98,6.52,53.79,1.44,0,27.05,0,77.58,0,0

62,15:15-15:30,40.4,0,0,0,45.1,47.33,121.71,127.6,0,46.37,0,4.01,416.25,0,0,0,14.74,18.21,44.92,0,2.78,11.58,0,8.96,0,0,20.01,12.64,0,127.78,0,0,0,0,0,1.42,96.19,15.46,11.91,70.87,0,20.96,98.87,28.98,0,0,60.23,79.38,1.62,44.71,0,10.69,686.07,413.81,0,0,0,141.78,0,43.71,33.98,6.52,53.79,1.44,0,27.05,0,77.58,0,0

63,15:30-15:45,40.4,0,0,0,45.1,47.33,121.71,127.6,0,46.37,0,4.01,416.25,0,0,0,14.74,18.21,44.92,0,2.78,11.58,0,8.96,0,0,20.01,12.64,0,127.78,0,0,0,0,0,1.42,96.19,15.46,11.91,70.87,0,20.96,98.87,28.98,0,0,60.23,79.38,1.62,44.71,0,16.87,686.07,413.81,0,0,0,141.78,0,43.71,33.98,6.52,53.79,1.44,0,27.05,0,77.58,0,0

64,15:45-16:00,40.4,0,0,0,45.1,47.33,121.71,127.6,0,46.37,0,4.01,416.25,0,0,0,22.38,18.21,44.92,0,2.78,11.58,0,8.94,0,0,20.01,12.64,0,127.78,0,0,0,0,0,1.42,96.19,15.46,11.91,70.87,0,20.96,98.87,28.98,0,0,60.23,79.38,1.62,44.71,0,16.87,686.07,413.81,0,0,0,141.78,0,43.71,33.98,6.52,53.79,1.44,0,27.05,0,77.58,0,0

65,16:00-16:15,40.4,0,0,0,45.1,47.33,121.71,127.6,0,45.18,0,4.01,416.25,0,0,0,22.38,18.21,44.92,0,2.78,16.12,0,8.91,0,0,20.01,12.64,0,127.78,0,0,0,0,0,1.42,96.19,15.46,11.91,70.87,0,20.96,98.87,28.98,0,0,60.23,79.38,1.62,44.71,0,16.87,686.07,413.81,0,0,0,141.78,0,43.71,33.98,6.52,53.79,1.44,0,27.05,0,77.58,0,0

66,16:15-16:30,40.4,0,0,0,45.1,47.33,121.71,127.6,0,45.18,0,4.01,416.25,0,0,0,22.38,18.21,44.92,0,2.78,16.12,0,8.91,0,0,20.01,12.64,0,127.78,0,0,0,0,0,1.42,96.19,15.46,11.91,76.9,0,20.96,98.87,28.98,0,0,60.23,79.38,1.62,44.71,0,16.87,686.07,413.81,0,0,0,141.78,0,43.71,33.98,6.52,53.79,1.44,0,27.05,0,77.58,0,0

67,16:30-16:45,40.4,0,0,0,45.1,47.33,121.71,127.6,0,45.18,0,4.01,416.25,0,0,0,22.38,18.21,44.92,0,2.78,16.12,0,8.84,0,0,20.01,26.07,0,127.78,0,0,0,0,0,1.42,96.19,3.51,11.91,76.9,0,20.96,98.87,28.98,0,0,60.23,79.38,1.62,44.71,0,16.87,686.07,413.81,0,0,0,141.78,0,43.71,33.98,6.52,53.79,1.44,0,27.05,0,77.58,0,0

68,16:45-17:00,40.4,0,0,0,45.1,47.33,121.71,127.6,0,45.18,0,4.01,416.25,0,0,0,22.38,18.21,44.92,0,2.78,16.12,0,8.8,0,0,20.01,26.07,0,127.78,0,0,0,0,0,1.42,96.19,3.51,11.91,76.9,0,20.96,98.87,28.98,0,0,60.23,79.38,1.62,44.71,0,16.87,686.07,413.81,0,0,0,141.78,0,43.71,33.98,6.52,53.79,1.44,0,27.05,0,77.58,0,0

69,17:00-17:15,40.4,0,0,0,45.1,47.33,121.71,127.6,0,45.18,0,4.01,416.25,0,0,0,22.38,18.21,44.92,0,2.78,16.12,0,9.08,0,0,20.01,28.1,0,127.78,0,0,0,0,0,1.42,96.19,3.51,11.91,76.9,0,20.96,98.87,28.98,0,0,60.23,79.38,1.62,44.71,0,16.87,686.07,413.81,0,0,0,141.78,0,43.71,33.98,6.52,53.79,1.44,0,27.05,0,77.58,0,0

70,17:15-17:30,40.4,0,0,0,45.1,47.33,121.71,127.6,0,45.18,0,4.01,416.25,0,0,0,22.38,18.21,44.92,0,2.78,16.12,0,9.08,0,0,20.01,28.1,0,127.78,0,0,0,0,0,1.42,4.94,3.51,11.91,76.9,0,20.96,98.87,28.98,0,0,60.23,79.38,1.62,44.71,0,16.87,686.07,413.81,0,0,0,141.78,0,43.71,33.98,6.52,53.79,1.44,0,27.05,0,77.58,0,0

71,17:30-17:45,40.4,0,0,0,45.1,47.33,121.71,127.6,0,45.18,0,4.01,416.25,0,0,0,22.38,18.21,44.92,0,3.54,16.12,0,8.64,0,0,20.01,42.15,0,167.1,0,0,0,0,0,1.42,12.33,3.51,11.91,76.9,0,20.96,98.87,28.98,0,0,60.23,76.69,1.62,44.71,0,16.87,686.07,413.81,0,0,0,141.78,0,43.71,33.98,6.52,53.79,1.44,0,27.05,0,77.58,0,0

72,17:45-18:00,40.4,0,0,0,45.1,47.33,121.71,127.6,0,4.73,0,4.01,416.25,0,0,0,22.38,18.21,44.92,0,3.54,16.12,0,8.64,0,0,20.01,42.15,0,167.1,0,0,0,0,0,1.42,29.59,5.62,11.91,76.9,0,20.96,98.87,28.98,0,0,60.23,76.69,1.62,44.71,0,16.87,686.07,413.81,0,0,0,141.78,0,43.71,33.98,6.52,53.79,1.44,0,27.05,0,77.58,0,0

73,18:00-18:15,40.4,0,0,0,45.1,47.33,121.71,127.6,0,9.46,0,4.01,416.25,0,0,0,22.38,18.21,44.92,0,3.54,16.12,0,9.23,0,0,20.01,42.15,0,167.1,0,0,0,0,0,1.42,44.4,11.24,11.91,76.9,0,20.96,98.87,38.64,0,0,60.23,76.69,1.62,44.71,0,16.87,686.07,413.81,0,0,0,141.78,0,43.71,33.98,6.52,53.79,1.44,0,27.05,0,1.22,0,0

74,18:15-18:30,40.4,0,0,0,45.1,47.33,121.71,127.6,0,15.38,0,4.01,416.25,0,0,0,22.38,18.21,44.92,0,3.54,16.12,0,9.23,0,0,20.01,42.15,0,167.1,0,0,0,0,0,0.08,59.19,54.11,11.91,76.9,0,20.96,98.87,38.64,0,0,60.23,76.69,1.62,44.71,0,16.87,686.07,413.81,0,0,0,141.78,0,43.71,33.98,6.52,53.79,2.88,0,27.05,0,7.31,0,0

75,18:30-18:45,41.42,0,0,0,45.1,47.33,121.71,127.6,0,22.47,0,4.01,416.25,0,0,0,45.65,18.21,44.92,0,3.62,17.37,0,9.23,0,0,20.01,42.15,0,168.66,0,0,0,0,0,0.08,59.19,54.11,12.68,76.9,0,20.96,98.87,42.94,0,0,60.23,76.69,1.62,44.71,0,33.74,686.07,413.81,0,0,0,141.78,0,42.4,33.98,19.56,55.08,4.32,0,27.05,0,17.05,0,0

76,18:45-19:00,41.42,0,0,0,45.1,47.33,121.71,127.6,0,28.39,0,4.01,416.25,0,0,0,45.65,18.21,44.92,0,3.62,17.37,0,9.23,0,0,20.01,42.15,0,168.66,0,0,0,0,0,0.08,59.19,54.11,12.68,76.9,0,20.57,98.87,42.94,0,0,60.23,76.69,0,44.71,0,33.74,643.65,413.81,0,0,0,141.78,0,42.4,33.98,19.56,55.08,4.32,0,26.42,0,26.79,0,0

77,19:00-19:15,41.42,0,0,0,45.1,47.33,121.71,127.6,0,29.21,0,4.01,416.25,0,0,0,45.65,18.21,44.92,0,3.62,17.37,0,9.23,0,0,20.01,42.15,0,168.66,0,0,0,0,0,0.08,59.19,54.11,10.63,76.9,0,20.57,98.87,42.94,0,0,60.23,76.69,0,44.71,0,33.74,686.07,413.81,0,0,0,141.78,0,42.4,33.98,19.56,55.08,4.32,0,26.42,0,36.54,0,0

78,19:15-19:30,41.42,0,0,0,45.1,47.33,121.71,127.6,0,29.21,0,4.01,416.25,0,0,0,45.65,18.21,44.92,0,3.62,17.37,0,9.23,0,0,20.01,42.15,0,168.66,0,0,0,0,0,0.08,59.19,54.11,10.63,76.9,0,20.57,98.87,42.94,0,0,60.23,76.69,0,44.71,0,33.74,686.07,413.81,0,0,0,141.78,0,42.4,33.98,19.56,55.08,4.32,0,26.42,0,50.54,0,0

79,19:30-19:45,41.42,0,0,0,45.1,47.33,121.71,127.6,0,29.21,0,4.01,416.25,0,0,0,45.65,18.21,44.92,0,3.62,17.37,0,8.06,0,0,20.01,42.15,0,168.66,0,0,0,0,0,0.08,59.19,54.11,10.63,76.9,0,20.57,98.87,42.94,0,0,60.23,76.69,0,44.71,0,33.74,686.07,413.81,0,0,0,141.78,0,42.4,33.98,19.56,55.08,4.32,0,26.42,0,50.54,0,0

80,19:45-20:00,41.42,0,0,0,45.1,47.33,121.71,127.6,0,29.21,0,4.01,416.25,0,0,0,45.65,18.21,44.92,0,3.62,17.37,0,8.06,0,0,20.01,42.15,0,168.66,0,0,0,0,0,0.08,59.19,17.56,10.63,76.9,0,20.57,98.87,42.94,0,0,60.23,76.69,0,44.71,0,33.74,686.07,413.81,0,0,0,141.78,0,42.4,33.98,19.56,55.08,4.32,0,26.42,0,50.54,0,0

81,20:00-20:15,41.42,0,0,0,45.1,47.33,121.71,127.6,0,29.21,0,4.01,416.25,0,0,0,45.65,18.21,44.92,0,3.62,17.37,0,8.47,0,0,20.01,42.15,0,168.66,0,0,0,0,0,0.08,59.19,17.56,10.63,76.9,0,20.57,98.87,42.94,0,0,60.23,76.69,0,44.71,0,33.74,686.07,413.81,0,0,0,141.78,0,42.4,33.98,19.56,55.08,4.32,0,26.42,0,50.54,0,0

82,20:15-20:30,41.42,0,0,0,45.1,47.33,121.71,127.6,0,29.21,0,4.01,416.25,0,0,0,45.65,18.21,44.92,0,3.62,17.37,0,8.47,0,0,20.01,42.15,0,168.66,0,0,0,0,0,0.08,59.19,17.56,12.68,76.9,0,20.57,98.87,42.94,0,0,60.23,76.69,0,44.71,0,33.74,686.07,413.81,0,0,0,141.78,0,42.4,33.98,19.56,55.08,4.32,0,26.42,0,50.54,0,0

83,20:30-20:45,40.4,0,0,0,45.1,47.33,121.71,127.6,0,29.21,0,4.01,416.25,0,0,0,31.33,18.21,44.92,0,3.54,17.37,0,8.47,0,0,20.01,42.15,0,167.1,0,0,0,0,0,0.08,59.19,17.56,11.02,76.9,0,20.57,98.87,38.64,0,0,60.23,76.69,0,44.71,0,25.31,686.07,413.81,0,0,0,141.78,0,42.4,33.98,3.3,53.79,2.88,0,26.42,0,50.54,0,0

84,20:45-21:00,40.4,0,0,0,45.1,47.33,121.71,127.6,0,29.56,0,4.01,416.25,0,0,0,31.33,18.21,44.92,0,3.54,17.37,0,8.76,0,0,20.01,42.15,0,167.1,0,0,0,0,0,0.08,59.19,17.56,9.86,76.9,0,20.57,98.87,38.64,0,0,60.23,76.69,0,44.71,0,25.31,686.07,413.81,0,0,0,141.78,0,42.4,33.98,3.3,53.79,2.88,0,26.42,0,50.54,0,0

85,21:00-21:15,40.4,0,0,0,45.1,47.33,121.71,127.6,0,29.56,0,4.01,416.25,0,0,0,31.33,18.21,44.92,0,3.54,17.37,0,9.29,0,0,20.01,42.15,0,167.1,0,0,0,0,0,0.08,59.19,17.56,10.63,76.9,0,20.57,98.87,38.64,0,0,60.23,76.69,0,44.71,0,25.31,686.07,413.81,0,0,0,141.78,0,42.4,33.98,3.3,53.79,2.88,0,26.42,0,50.54,0,0

86,21:15-21:30,40.4,0,0,0,45.1,47.33,121.71,127.6,0,29.56,0,4.01,416.25,0,0,0,31.33,18.21,44.92,0,3.54,17.37,0,9.29,0,0,20.01,42.15,0,167.1,0,0,0,0,0,0.08,59.19,17.56,11.91,76.9,0,20.57,98.87,38.64,0,0,60.23,76.69,0,44.71,0,25.31,686.07,413.81,0,0,0,141.78,0,42.4,33.98,3.3,53.79,2.88,0,26.42,0,50.54,0,0

87,21:30-21:45,40.4,0,0,0,45.1,47.33,121.71,127.6,0,29.56,0,4.01,416.25,0,0,0,31.33,18.21,44.92,0,3.54,17.37,0,9.29,0,0,20.01,42.15,0,167.1,0,0,0,0,0,0.08,59.19,17.56,11.91,76.9,0,20.57,98.87,38.64,0,0,60.23,76.69,0,44.71,0,25.31,686.07,413.81,0,0,0,141.78,0,42.4,33.98,3.3,53.79,2.88,0,26.42,0,50.54,0,0

88,21:45-22:00,40.4,0,0,0,45.1,47.33,121.71,127.6,0,29.56,0,4.01,416.25,0,0,0,31.33,18.21,44.92,0,3.54,17.37,0,9.29,0,0,20.01,42.15,0,167.1,0,0,0,0,0,0.08,59.19,17.56,11.91,76.9,0,20.57,98.87,38.64,0,0,60.23,76.69,0,44.71,0,25.31,686.07,413.81,0,0,0,141.78,0,42.4,33.98,13.04,53.79,2.88,0,26.42,0,50.54,0,0

89,22:00-22:15,41.42,0,0,0,45.1,47.33,121.71,127.6,0,29.56,0,4.01,416.25,0,0,0,45.65,18.21,44.92,0,3.62,17.37,0,9.58,0,0,20.01,42.15,0,168.66,0,0,0,0,0,0.08,59.19,17.56,12.68,76.9,0,20.57,98.87,42.94,0,0,60.23,76.69,0,44.71,0,33.74,686.07,378.65,0,0,0,141.78,0,42.4,33.98,19.56,55.08,2.88,0,26.42,0,50.54,0,0

90,22:15-22:30,41.42,0,0,0,45.1,47.33,121.71,127.6,0,29.56,0,4.01,416.25,0,0,0,45.65,18.21,44.92,0,3.62,17.37,0,9.58,0,0,20.01,42.15,0,168.66,0,0,0,0,0,0.08,59.19,17.56,12.68,76.9,0,20.57,98.87,42.94,0,0,60.23,76.69,0,44.71,0,33.74,686.07,343.49,0,0,0,141.78,0,42.4,33.98,19.56,55.08,2.88,0,26.42,0,50.54,0,0

91,22:30-22:45,41.42,0,0,0,45.1,47.33,121.71,127.6,0,29.56,0,4.01,416.25,0,0,0,45.65,18.21,44.92,0,3.62,17.37,0,9.58,0,0,20.01,42.15,0,168.66,0,0,0,0,0,0.08,59.19,17.56,12.68,76.9,0,20.96,98.87,42.94,0,0,60.23,76.69,0,44.71,0,33.74,686.07,308.34,0,0,0,141.78,0,42.4,33.98,19.56,55.08,2.88,0,26.42,0,50.54,0,0

92,22:45-23:00,41.42,0,0,0,45.1,47.33,121.71,127.6,0,29.56,0,4.01,416.25,0,0,0,45.65,18.21,44.92,0,3.62,17.37,0,9.58,0,0,20.01,42.15,0,168.66,0,0,0,0,0,0.08,59.19,17.56,12.68,76.9,0,20.96,98.87,42.94,0,0,60.23,76.69,0,44.71,0,33.74,686.07,192.53,0,0,0,141.78,0,42.4,33.98,19.56,55.08,2.88,0,27.05,0,50.54,0,0

93,23:00-23:15,40.4,0,0,0,45.1,47.33,121.71,127.6,0,29.56,0,4.01,416.25,0,0,0,29.48,18.21,44.92,0,3.54,17.37,0,9.58,0,0,20.01,42.15,0,167.1,0,0,0,0,0,0.08,59.19,15.46,11.91,76.9,0,20.96,98.87,38.64,0,0,60.23,76.69,0,44.71,0,21.37,686.07,192.53,0,0,0,141.78,0,42.4,33.98,13.04,53.79,1.44,0,27.05,0,50.54,0,0

94,23:15-23:30,40.4,0,0,0,45.1,47.33,121.71,127.6,0,29.56,0,4.01,416.25,0,0,0,29.48,18.21,44.92,0,3.54,17.37,0,9.58,0,0,20.01,42.15,0,167.1,0,0,0,0,0,0.08,59.19,15.46,11.91,76.9,0,20.96,98.87,38.64,0,0,60.23,76.69,1.62,44.71,0,21.37,686.07,192.53,0,0,0,141.78,0,42.4,33.98,13.04,53.79,1.44,0,27.05,0,50.54,0,0

95,23:30-23:45,40.4,0,0,0,45.1,47.33,121.71,127.6,0,29.56,0,4.01,416.25,0,0,0,29.48,18.21,44.92,0,3.54,17.37,0,9.58,0,0,20.01,42.15,0,167.1,0,0,0,0,0,0.08,59.19,15.46,11.91,76.9,0,20.96,98.87,38.64,0,0,60.23,76.69,1.62,44.71,0,21.37,686.07,192.53,0,0,0,141.78,0,43.71,33.98,13.04,53.79,1.44,0,22.8,0,50.54,0,0

96,23:45-24:00,40.4,0,0,0,45.1,47.33,121.71,127.6,0,29.56,0,4.01,416.25,0,0,0,29.48,18.21,44.92,0,3.54,17.37,0,9.58,0,0,20.01,42.15,0,167.1,0,0,0,0,0,0.08,59.19,15.46,11.91,76.9,0,20.96,98.87,38.64,0,0,60.23,76.69,1.62,44.71,0,21.37,686.07,192.53,0,0,0,141.78,0,43.71,33.98,13.04,53.79,1.44,0,22.8,0,50.54,0,0

