Block,Time,NR/01102023/06022042/L_NR_2012_07,NR/01012024/31032024/ ChanjuII,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/01022024/15022024/HP-39,NR/26072023/25122043/L_NR_2023_10,NR/01102023/19072037/LT-05,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/01102023/13082046/L_NR_2021_12,NR/01022024/15022024/HP-37,NR/01022024/29022024/79,NR/13022024/13022024/IEX_240212_06348,NR/01102023/30042040/GNA_LT_36,NR/01102023/08032047/L_NR_2021_14,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/26072023/31072042/L_NR_2023_07,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/01102023/31102037/L_NR_2019_11,NR/01022024/15022024/HP-44,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,NR/20122023/29022024/IEX_LDC_231218_00501,WR/01102023/16072048/L_NR_2022_08,NR/01102023/25122043/GNA_MEJA_DELHI,SR/01102023/07102043/L_NR_2018_61,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/01022024/15022024/HP-35,NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/15082037/GNA_NR_2012_01,NR/13022024/13022024/HPX-TAMCTG-120224-06162,WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01022024/29022024/SJVN010224NR1468,NR/01022024/29022024/SJVN010224NR1469,NR/01102023/14082046/L_NR_2021_16
51,12:30-12:45,76.320000,1.560000,30.800000,258.850000,6.740000,51.590000,78,57.740000,6.740000,96.260000,0.000000,5.780000,220.83,0.000000,96.260000,0.000000,16.450000,87.7,4.810000,182,18.290000,0.950000,0.000000,16.040000,30.800000,0.650000,0,44.17,13.33,8.180000,6.34,0.000000,16.13,6.67,142.710558,6.66,1.390000,16.040000,0.000000,270.730000,32.5,32.5,13.33,32.5,87,11.550000,52.940000,0.000000,20,43.5,43,24.07,13.48,0

52,12:45-13:00,76.320000,1.560000,30.800000,258.850000,6.740000,51.590000,78,57.740000,6.740000,96.260000,0.000000,5.780000,220.83,0.000000,96.260000,0.000000,16.450000,87.71,4.810000,182,18.290000,0.950000,0.000000,16.040000,30.800000,0.650000,0,44.17,13.33,8.180000,6.34,0.000000,16.57,6.67,141.98965,6.66,1.390000,16.040000,0.000000,270.730000,32.5,32.5,13.33,32.5,87,11.550000,52.940000,0.000000,20,43.5,43,24.07,13.48,0

53,13:00-13:15,57.390000,1.560000,30.800000,224.510000,6.740000,51.590000,79,47.170000,6.740000,96.260000,0.000000,5.780000,229.65,0.000000,96.260000,0.000000,13.700000,87.7,4.810000,186,18.290000,0.990000,0.000000,13.370000,30.800000,0.650000,0,45.93,13.33,8.180000,6.34,0.000000,15.93,6.67,139.807442,6.66,1.390000,13.370000,0.000000,270.730000,32.5,32.5,13.33,32.5,89,11.550000,52.940000,0.000000,20,44,44,24.07,13.48,0

54,13:15-13:30,33.690000,1.560000,30.800000,224.510000,6.740000,51.590000,79,33.020000,6.740000,96.260000,0.000000,5.780000,229.64,0.000000,96.260000,0.000000,13.700000,87.69,4.810000,186,18.290000,0.990000,0.000000,13.370000,30.800000,0.650000,0,45.93,13.33,8.180000,6.34,0.000000,16.54,6.67,136.68026,6.66,1.390000,13.370000,0.000000,270.730000,32.5,32.5,13.33,32.5,89,11.550000,52.940000,0.000000,20,44,44,24.07,13.48,0

55,13:30-13:45,52.630000,1.560000,25.540000,224.510000,6.740000,51.590000,78,33.020000,6.740000,96.260000,0.000000,5.780000,229.66,0.000000,96.260000,0.000000,13.700000,87.7,4.810000,182,18.290000,0.990000,0.000000,13.370000,30.800000,0.650000,0,45.93,12.67,8.180000,6.34,0.000000,16.72,6.67,141.122612,6.66,1.390000,13.370000,0.000000,270.730000,32.5,32.5,12.67,32.5,85,11.550000,52.940000,0.000000,20,44,43,24.07,13.48,0

56,13:45-14:00,52.630000,1.560000,25.540000,224.510000,6.740000,51.590000,78,47.170000,6.740000,96.260000,0.000000,5.780000,229.68,0.000000,96.260000,0.000000,13.700000,87.7,4.810000,182,18.290000,0.990000,0.000000,13.370000,30.800000,0.650000,0,45.94,12.67,8.180000,6.34,0.000000,16.66,6.67,136.992004,6.66,1.390000,13.370000,0.000000,270.730000,32.5,32.5,12.67,32.5,85,11.550000,52.940000,0.000000,20,44,43,24.07,13.48,0

57,14:00-14:15,52.630000,1.560000,25.540000,224.510000,6.740000,51.590000,73,57.740000,6.740000,96.260000,0.000000,5.780000,216.67,0.000000,96.260000,0.000000,13.700000,53.33,4.810000,172,18.290000,0.990000,0.000000,13.370000,31.470000,0.650000,0,43.33,12.67,8.180000,6.34,0.000000,17.1,6.67,131.828744,6.66,1.430000,13.370000,0.000000,270.730000,32.5,32.5,12.67,32.5,83,11.550000,52.940000,0.000000,20,43.5,42,24.07,13.48,0

58,14:15-14:30,52.630000,1.560000,25.540000,224.510000,6.740000,51.590000,73,57.740000,6.740000,96.260000,0.000000,5.780000,216.67,0.000000,96.260000,0.000000,13.700000,56.67,4.810000,172,18.290000,0.990000,0.000000,13.370000,31.470000,0.650000,0,43.33,12.67,8.180000,6.34,0.000000,17.37,6.67,125.360056,6.66,1.430000,13.370000,0.000000,270.730000,32.5,32.5,12.67,32.5,83,11.550000,52.940000,0.000000,20,43.5,42,24.07,13.48,0

59,14:30-14:45,52.630000,1.560000,25.540000,224.510000,6.740000,51.590000,78,57.740000,6.740000,96.260000,0.000000,5.780000,216.67,0.000000,96.260000,0.000000,13.700000,91.6,4.810000,182,18.290000,0.990000,0.000000,13.370000,31.470000,0.650000,0,43.33,12.67,8.180000,9.51,0.000000,16.87,6.67,119.651244,6.66,1.430000,13.370000,0.000000,270.730000,32.5,32.5,12.67,32.5,87,11.550000,52.940000,0.000000,20,42.05,43,24.07,13.48,0

60,14:45-15:00,52.630000,1.560000,25.540000,224.510000,6.740000,51.590000,75,57.740000,6.740000,96.260000,0.000000,5.780000,210.97,0.000000,96.260000,0.000000,12.990000,88.3,4.810000,175,18.290000,0.990000,0.000000,12.670000,31.470000,0.650000,0,42.19,12.67,8.180000,10.18,0.000000,17.07,6.67,112.013516,6.66,1.430000,12.670000,0.000000,270.730000,32.5,32.5,12.67,32.5,85,11.550000,52.940000,0.000000,20,40.18,42,24.07,13.48,0

61,15:00-15:15,76.320000,1.560000,30.800000,224.510000,6.740000,51.590000,70,57.740000,6.740000,96.260000,0.000000,5.780000,203.38,0.000000,96.260000,0.000000,12.010000,74.16,4.810000,165,18.290000,0.990000,0.000000,11.720000,24.870000,0.690000,0,40.68,12.67,8.180000,11.66,0.000000,17.35,6.67,101.36551,6.66,1.430000,11.720000,0.000000,270.730000,32.5,32.5,12.67,32.5,79,11.550000,52.940000,0.000000,20,38.36,40,24.07,13.48,0

62,15:15-15:30,76.320000,1.560000,30.800000,224.510000,6.740000,51.590000,66,57.740000,6.740000,96.260000,0.000000,5.780000,194.21,0.000000,96.260000,0.000000,10.930000,69.43,4.810000,154,18.290000,0.990000,0.000000,10.660000,24.870000,0.690000,0,38.84,12.67,8.180000,12.34,0.000000,17.73,6.67,94.78966,6.66,1.430000,10.660000,0.000000,270.730000,32.5,32.5,12.67,32.5,75,11.550000,52.940000,0.000000,20,36.22,37,24.07,13.48,0

63,15:30-15:45,76.320000,1.560000,30.800000,224.510000,6.740000,51.590000,58,57.740000,6.740000,96.260000,0.000000,5.780000,153.14,0.000000,96.260000,0.000000,6.560000,64.65,4.810000,137,18.290000,0.990000,0.000000,6.400000,24.870000,0.690000,0,30.63,12.67,8.180000,13,0.000000,17.87,6.67,87.025286,6.66,1.430000,6.400000,0.000000,270.730000,32.5,32.5,12.67,32.5,68,11.550000,52.940000,0.000000,20,30.67,34,24.07,13.48,0

64,15:45-16:00,76.320000,1.560000,30.800000,224.510000,6.740000,51.590000,52,57.740000,6.740000,96.260000,0.000000,5.780000,141.02,0.000000,96.260000,0.000000,5.780000,59.06,4.810000,123,18.290000,0.990000,0.000000,5.630000,24.870000,0.690000,0,28.2,12.67,8.180000,13.34,0.000000,18.07,6.67,77.721676,6.66,1.430000,5.630000,0.000000,270.730000,32.5,32.5,12.67,32.5,60,11.550000,52.940000,0.000000,20,28,30,24.07,13.48,0

65,16:00-16:15,76.320000,1.560000,30.800000,258.850000,6.740000,51.590000,46,57.740000,6.740000,96.260000,0.000000,5.780000,162.95,0.000000,96.260000,0.000000,5.190000,53.26,4.810000,109,18.290000,0.990000,0.000000,5.060000,30.800000,0.690000,0,32.59,17.44,8.180000,13.34,0.000000,20.65,6.67,68.213484,6.66,1.430000,5.060000,0.000000,270.730000,32.5,32.5,17.44,32.5,51,11.550000,52.940000,0.000000,20,25.38,26,24.07,13.48,0

66,16:15-16:30,76.320000,1.560000,30.800000,258.850000,6.740000,51.590000,40,57.740000,6.740000,96.260000,0.000000,5.780000,143.23,0.000000,96.260000,0.000000,4.210000,47.59,4.810000,95,18.290000,0.990000,0.000000,4.110000,30.800000,0.690000,0,28.65,18.22,8.180000,13.34,0.000000,20.43,6.67,58.315612,6.66,1.430000,4.110000,0.000000,270.730000,32.69,32.13,18.22,32.68,43,11.550000,52.940000,0.000000,20,21.98,22,24.07,12.51,0

67,16:30-16:45,76.320000,1.560000,30.800000,258.850000,6.740000,51.590000,34,47.170000,6.740000,96.260000,21.180000,5.780000,98.95,0.000000,96.260000,0.000000,3.620000,40.79,4.810000,81,18.290000,0.990000,0.000000,3.530000,30.800000,0.690000,0,19.79,17.11,8.180000,12.88,0.000000,20.15,10.89,46.527792,10.88,1.430000,3.530000,0.000000,270.730000,33,18.17,17.11,33,35,11.550000,52.940000,0.000000,32.66,18.36,17,24.07,11.55,0

68,16:45-17:00,86.830000,1.560000,30.800000,258.850000,6.740000,51.590000,28,57.740000,6.740000,96.260000,21.180000,5.780000,81.41,0.000000,96.260000,0.000000,2.930000,33.71,4.810000,67,18.290000,0.990000,0.000000,2.860000,30.800000,0.690000,0,16.28,16.77,8.180000,12.52,0.000000,19.98,10.39,35.89927,10.38,1.430000,2.860000,0.000000,270.730000,33,7.46,16.77,33,26,11.550000,81.820000,0.000000,31.16,15,13,24.07,7.32,0

69,17:00-17:15,86.830000,1.660000,30.800000,258.850000,6.740000,51.590000,21,57.740000,6.740000,96.260000,21.180000,5.780000,45.83,0.000000,96.260000,0.000000,2.300000,26.23,4.810000,49,18.290000,0.990000,0.000000,2.240000,30.800000,0.690000,0,9.17,17.67,8.180000,8.71,0.000000,22.07,10.28,25.71888,10.26,1.430000,2.240000,0.000000,270.730000,20.15,1.05,17.67,28.45,19,11.550000,99.740000,0.000000,30.83,11,9,0,0,0

70,17:15-17:30,86.830000,1.660000,30.800000,258.850000,6.740000,51.590000,15,57.740000,6.740000,96.260000,21.180000,5.780000,41.67,0.000000,96.260000,0.000000,1.570000,19.12,4.810000,35,18.290000,0.990000,0.000000,1.530000,30.800000,0.690000,0,8.33,18.33,8.180000,8.49,0.000000,22.28,9.94,16.541916,9.95,1.430000,1.530000,0.000000,270.730000,10.48,0,18.33,18.78,15,11.550000,99.740000,0.000000,29.82,6,7,0,0,0

71,17:30-17:45,86.830000,1.660000,30.800000,258.850000,6.740000,51.590000,9,57.740000,6.740000,96.260000,22.140000,5.780000,37.5,0.000000,96.260000,0.000000,1.010000,12.05,4.810000,21,18.290000,0.990000,0.000000,0.990000,30.800000,0.690000,0,7.5,18.67,8.180000,8.29,0.000000,27.94,9.61,8.855478,9.6,1.430000,0.990000,0.000000,270.730000,4.56,0,18.67,10.48,8,11.550000,99.740000,0.000000,28.83,4,4,0,0,0

72,17:45-18:00,86.830000,1.660000,30.800000,258.850000,6.740000,51.590000,4,57.740000,6.740000,96.260000,23.100000,5.780000,20.73,0.000000,96.260000,0.000000,0.570000,5.71,4.810000,11,18.290000,0.990000,0.000000,0.560000,30.800000,0.690000,0,4.14,19.33,8.180000,8.16,0.000000,27.57,9.28,3.624024,9.26,1.430000,0.560000,0.000000,270.730000,1.22,0,19.33,5.44,5,11.550000,99.740000,0.000000,27.83,2,2,0,0,0

73,18:00-18:15,86.830000,1.560000,30.800000,258.850000,6.740000,0.000000,3,57.740000,6.740000,96.260000,23.100000,5.780000,12.82,0.000000,96.260000,192.520000,0.270000,1.95,4.810000,7,18.290000,0.990000,0.000000,0.260000,30.800000,0.690000,0,2.56,36.55,8.180000,8.31,0.000000,27.82,9.44,0.711166,9.44,1.430000,0.260000,0.000000,270.730000,0,0,36.55,0,0,11.550000,89.860000,0.000000,28.33,1,0,0,0,0

74,18:15-18:30,86.830000,1.560000,30.800000,258.850000,6.740000,0.000000,1,57.740000,6.740000,96.260000,23.100000,5.780000,6.41,0.000000,96.260000,192.520000,0.090000,0.24,4.810000,2,18.290000,0.990000,0.000000,0.090000,30.800000,0.690000,0,1.28,35.22,8.180000,8.34,0.000000,28.33,9.81,0,9.82,1.430000,0.090000,0.000000,270.730000,0,0,35.22,0,0,11.550000,89.860000,0.000000,29.43,0,0,0,0,0

75,18:30-18:45,86.830000,1.560000,30.800000,258.850000,6.740000,0.000000,0,57.740000,6.740000,96.260000,24.060000,5.780000,1.6,0.000000,96.260000,192.520000,0.000000,0.22,4.810000,1,18.290000,0.990000,0.000000,0.000000,30.800000,0.690000,0,0.32,26.55,8.180000,7.44,0.000000,33.07,10.32,0,10.33,1.430000,0.000000,0.000000,270.730000,0,0,26.55,0,0,11.550000,89.860000,0.000000,30.97,0,0,0,0,0

76,18:45-19:00,86.830000,1.560000,30.800000,258.850000,6.740000,0.000000,0,57.740000,6.740000,96.260000,24.060000,5.780000,0,0.000000,96.260000,192.520000,0.000000,0,4.810000,0,18.290000,0.990000,0.000000,0.000000,30.800000,0.690000,0,0,26.85,8.180000,7.77,0.000000,33.61,12.61,0,12.61,1.430000,0.000000,0.000000,270.730000,0,0,26.85,0,0,11.550000,89.860000,0.000000,37.82,0,0,0,0,0

77,19:00-19:15,86.830000,1.560000,30.800000,258.850000,6.740000,0.000000,0,57.740000,6.740000,96.260000,23.100000,5.780000,0,0.000000,96.260000,192.520000,0.000000,0,4.810000,0,18.290000,0.990000,0.000000,0.000000,30.800000,0.690000,0,0,27.22,8.180000,8.1,0.000000,35.73,12.94,0,12.94,1.430000,0.000000,0.000000,270.730000,0,0,27.22,0,0,11.550000,89.860000,0.000000,38.83,0,0,0,0,0

78,19:15-19:30,86.830000,1.560000,30.800000,258.850000,6.740000,0.000000,0,57.740000,6.740000,96.260000,23.100000,5.780000,0,0.000000,96.260000,192.520000,0.000000,0,4.810000,0,18.290000,0.990000,0.000000,0.000000,30.800000,0.690000,0,0,27.51,8.180000,8.44,0.000000,36.3,13.28,0,13.26,1.430000,0.000000,0.000000,270.730000,0,0,27.51,0,0,11.550000,89.860000,0.000000,39.83,0,0,0,0,0

79,19:30-19:45,86.830000,1.560000,30.800000,258.850000,6.740000,0.000000,0,57.740000,6.740000,96.260000,23.100000,5.780000,0,0.000000,96.260000,192.520000,0.000000,0,4.810000,0,18.290000,0.990000,0.000000,0.000000,30.800000,0.690000,0,0,41.55,8.180000,8.75,0.000000,36.71,13.77,0,13.78,1.430000,0.000000,0.000000,270.730000,0,0,41.55,0,0,11.550000,89.860000,0.000000,41.33,0,0,0,0,0

80,19:45-20:00,86.830000,1.560000,30.800000,258.850000,6.740000,0.000000,0,57.740000,6.740000,96.260000,23.100000,5.780000,0,0.000000,96.260000,192.520000,0.000000,0,4.810000,0,18.290000,0.990000,0.000000,0.000000,30.800000,0.690000,0,0,43.22,8.180000,8.88,0.000000,36.75,16.01,0,16.02,1.430000,0.000000,0.000000,270.730000,0,0,43.22,0,0,11.550000,89.860000,0.000000,48.04,0,0,0,0,0

81,20:00-20:15,86.830000,1.660000,30.800000,258.850000,6.740000,0.000000,0,57.740000,6.740000,96.260000,24.060000,5.780000,0,0.000000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.990000,0.000000,0.000000,30.800000,0.690000,0,0,43.74,8.180000,11.75,0.000000,41.01,17.68,0,17.66,1.390000,0.000000,0.000000,270.730000,0,0,43.74,0,0,11.550000,89.860000,0.000000,53.03,0,0,0,0,0

82,20:15-20:30,86.830000,1.660000,30.800000,258.850000,6.740000,0.000000,0,57.740000,6.740000,96.260000,24.060000,5.780000,0,0.000000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.990000,0.000000,0.000000,30.800000,0.690000,0,0,44.44,8.180000,11.81,0.000000,41.01,18.76,0,18.75,1.390000,0.000000,0.000000,270.730000,0,0,44.44,0,0,11.550000,89.860000,0.000000,56.28,0,0,0,0,0

83,20:30-20:45,86.830000,1.660000,22.140000,258.850000,6.740000,0.000000,0,57.740000,6.740000,96.260000,24.060000,5.780000,0,0.000000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.990000,0.000000,0.000000,22.140000,0.690000,0,0,44.88,8.180000,11.88,0.000000,34.11,19.57,0,19.58,1.390000,0.000000,0.000000,270.730000,0,0,44.88,0,0,11.550000,89.860000,0.000000,58.72,0,0,0,0,0

84,20:45-21:00,86.830000,1.660000,22.140000,258.850000,6.740000,0.000000,0,57.740000,6.740000,96.260000,24.060000,5.780000,0,0.000000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.990000,0.000000,0.000000,22.140000,0.690000,0,0,45.81,8.180000,12.21,0.000000,33.97,19.91,0,19.91,1.390000,0.000000,0.000000,270.730000,0,0,45.81,0,0,11.550000,89.860000,0.000000,59.73,0,0,0,0,0

85,21:00-21:15,86.830000,1.660000,22.140000,258.850000,6.740000,0.000000,0,57.740000,6.740000,96.260000,24.060000,5.780000,0,0.000000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.990000,0.000000,0.000000,22.140000,0.690000,0,0,47.01,8.180000,12.51,0.000000,34,20.25,0,20.26,1.390000,0.000000,0.000000,270.730000,0,0,47.01,0,0,11.550000,89.860000,0.000000,60.76,0,0,0,0,0

86,21:15-21:30,86.830000,1.660000,22.140000,258.850000,6.740000,0.000000,0,57.740000,6.740000,96.260000,24.060000,5.780000,0,0.000000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.990000,0.000000,0.000000,22.140000,0.690000,0,0,48.29,8.180000,13.18,0.000000,34.18,20.93,0,20.91,1.390000,0.000000,0.000000,270.730000,0,0,48.29,0,0,11.550000,89.860000,0.000000,62.78,0,0,0,0,0

87,21:30-21:45,86.830000,1.660000,22.140000,258.850000,6.740000,0.000000,0,57.740000,6.740000,96.260000,24.060000,5.780000,0,0.000000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.990000,0.000000,0.000000,22.140000,0.690000,0,0,35.22,8.180000,13.14,0.000000,33.6,22.74,0,22.75,1.390000,0.000000,0.000000,270.730000,0,0,35.22,0,0,11.550000,89.860000,0.000000,68.24,0,0,0,0,0

88,21:45-22:00,86.830000,1.660000,22.140000,258.850000,6.740000,0.000000,0,57.740000,6.740000,96.260000,24.060000,5.780000,0,0.000000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.990000,0.000000,0.000000,22.140000,0.690000,0,0,36.62,8.180000,13.44,0.000000,34.29,23.03,0,23.03,1.390000,0.000000,0.000000,270.730000,0,0,36.62,0,0,11.550000,89.860000,0.000000,69.08,0,0,0,0,0

89,22:00-22:15,56.430000,1.660000,22.140000,224.510000,6.740000,0.000000,0,47.170000,6.740000,96.260000,23.100000,5.780000,0,152.550000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.950000,8.090000,0.000000,22.140000,0.690000,0,0,37.14,8.180000,13.75,0.000000,27.45,27.37,0,27.37,1.390000,0.000000,18.950000,270.730000,0,0,37.14,0,0,11.550000,89.860000,0.000000,82.12,0,0,0,0,0

90,22:15-22:30,75.360000,1.660000,22.140000,224.510000,6.740000,0.000000,0,33.020000,6.740000,96.260000,23.100000,5.780000,0,152.550000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.950000,8.090000,0.000000,22.140000,0.690000,0,0,37.47,8.180000,14.1,0.000000,27.06,27.53,0,27.53,1.390000,0.000000,18.950000,270.730000,0,0,37.47,0,0,11.550000,89.860000,0.000000,82.59,0,0,0,0,0

91,22:30-22:45,56.430000,1.660000,22.140000,224.510000,6.740000,0.000000,0,33.020000,6.740000,96.260000,23.100000,5.780000,0,152.550000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.950000,8.090000,0.000000,22.140000,0.690000,0,0,38.58,8.180000,14.4,0.000000,26.88,12.5,0,12.5,1.390000,0.000000,18.950000,270.730000,0,0,38.58,0,0,11.550000,89.860000,0.000000,37.5,0,0,0,0,0

92,22:45-23:00,56.430000,1.660000,22.140000,224.510000,6.740000,0.000000,0,33.020000,6.740000,96.260000,23.100000,5.780000,0,152.550000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.950000,8.090000,0.000000,22.140000,0.690000,0,0,39.72,8.180000,13.84,0.000000,25.19,13.17,0,13.16,1.390000,0.000000,18.950000,270.730000,0,0,39.72,0,0,11.550000,89.860000,0.000000,39.5,0,0,0,0,0

93,23:00-23:15,32.730000,1.660000,30.800000,164.600000,6.740000,0.000000,0,33.020000,6.740000,96.260000,23.100000,5.780000,0,152.550000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.950000,8.090000,0.000000,30.800000,0.690000,0,0,31.2,8.180000,10.9,0.000000,24.86,13.61,0,13.6,1.390000,0.000000,18.950000,270.730000,0,0,31.2,0,0,11.550000,89.860000,0.000000,40.83,0,0,0,0,0

94,23:15-23:30,32.730000,1.660000,30.800000,164.600000,6.740000,0.000000,0,33.020000,6.740000,96.260000,24.060000,5.780000,0,152.550000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.950000,8.090000,0.000000,30.800000,0.690000,0,0,32.91,8.180000,11.21,0.000000,24.92,14.17,0,14.16,1.390000,0.000000,18.950000,270.730000,0,0,32.91,0,0,11.550000,89.860000,0.000000,42.5,0,0,0,0,0

95,23:30-23:45,32.730000,1.660000,25.220000,164.600000,6.740000,0.000000,0,33.020000,6.740000,96.260000,24.060000,5.780000,0,152.550000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.950000,8.090000,0.000000,25.220000,0.690000,0,0,33.45,8.180000,11.88,0.000000,24.08,14.98,0,14.98,1.390000,0.000000,18.950000,270.730000,0,0,33.45,0,0,11.550000,89.860000,0.000000,44.94,0,0,0,0,0

96,23:45-24:00,51.660000,1.660000,25.220000,164.600000,6.740000,0.000000,0,33.020000,6.740000,96.260000,24.060000,5.780000,0,152.550000,0.000000,0.000000,0.000000,0,4.810000,0,18.290000,0.950000,8.090000,0.000000,25.220000,0.690000,0,0,33.67,8.180000,12.55,0.000000,23.28,15.29,0,15.3,1.390000,0.000000,18.950000,270.730000,0,0,33.67,0,0,11.550000,89.860000,0.000000,45.88,0,0,0,0,0

