Block,Time,KHSTPP-I,PARBATI2,RIHAND3,UNCHAHAR4,DADRI_RF,DHAULIGNGA,KGSU1AND2,NAPP,NNTPP,SIMHST1,URI2,AURY_GF,AURY_LF,DADRI_GF,DADRT2,KOTESHWR,NLCIIST2,RAPPB,RAPPC,SALAL,SINGRAULI,ANTA_LF,CHAMERA1,DULHASTI,MAPS,NLCIIST1,RAMPUR,RSTPSU1TO6,UNCHAHAR1,UNCHAHAR3,VALLURNTECL,ANTA_CRF,CHAMERA2,PARBATI3,RAPPD,RSTPSU7,SASAN,TALST2,TANAKPUR,UNCHAHAR2,ANTA_RF,AURY_CRF,KHSTPP-II,KOLDAM,NLCTS2EXP,RIHAND1,SEWA2,SIMHST2,TANDA2,URI,DADRI_LF,BRBCL,BSIUL,KISHANGANGA,KUDGI,NJPC,RIHAND2,TelanganaSTPP,ANTA_GF,DADRI_CRF,CHAMERA3,FSTPP I & II,JHAJJAR,KGSU3AND4,KKNP,KKNPPU2,NLCEXP,NTPL,SINGRAULI_HYDRO,TALA,TEHRI,TEHRIPSP,AURY_RF
56,13:45-14:00,45.53,0,130.84,3.22,77.72,42.46,0,24.48,0,0,26.5,0,0,0,689.38,10.14,0,0,60.58,81.92,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,340.31,0,11.91,45,31.6,0,148.3,8.62,0,98.32,0,0,5.73,26.49,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,27.31,0,0,36.37

57,14:00-14:15,45.53,0,130.84,3.22,77.72,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,62.2,81.92,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,340.31,0,11.91,45,31.22,0,148.3,8.62,0,98.32,0,0,5.73,34.78,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,25.52,0,0,36.37

58,14:15-14:30,45.53,0,130.84,3.22,77.72,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,62.2,81.92,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,340.31,0,11.91,45,31.22,0,148.3,8.62,0,98.32,0,0,5.73,34.78,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,24.37,0,0,36.37

59,14:30-14:45,45.53,0,130.84,3.22,77.72,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,62.2,81.92,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,17.84,24.8,0,340.31,0,11.91,45,31.22,0,148.3,8.62,0,98.32,0,0,5.73,34.78,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,24.37,0,0,36.37

60,14:45-15:00,45.53,0,130.84,3.22,77.72,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,62.2,81.92,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,17.84,24.8,0,340.31,0,11.91,45,31.22,0,148.3,8.62,0,98.32,0,0,5.73,34.78,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,24.37,0,0,36.37

61,15:00-15:15,45.53,0,130.84,3.22,77.72,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,62.2,82.5,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,17.84,24.8,0,340.31,0,5.13,45,31.22,0,148.3,8.62,0,98.32,0,0,5.73,33.12,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,24.37,0,0,36.37

62,15:15-15:30,45.53,0,130.84,3.22,77.72,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,62.2,82.5,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,17.84,24.8,0,340.31,0,5.13,45,31.22,0,148.3,8.62,0,98.32,0,0,5.73,33.12,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,24.34,0,0,36.37

63,15:30-15:45,45.53,0,130.84,3.22,77.72,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,62.2,82.5,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,17.84,24.8,0,340.31,0,7.68,45,31.22,0,148.3,8.62,0,98.32,0,0,5.73,33.12,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,24.34,0,0,36.37

64,15:45-16:00,45.53,0,130.84,3.22,77.72,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,62.2,82.5,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,17.84,24.8,0,340.31,0,11.91,45,31.22,0,148.3,8.62,0,98.32,0,0,5.73,33.12,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,24.32,0,0,36.37

65,16:00-16:15,45.53,0,130.84,3.22,77.72,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,63,82.5,140.88,0,42.15,55.38,0,0,5.7,0,11.21,27.69,0,0,47.12,17.84,24.8,0,340.31,0,11.91,45,46.15,0,148.3,8.62,0,98.32,0,0,5.73,33.12,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,24.2,0,0,36.37

66,16:15-16:30,45.53,0,130.84,3.22,77.72,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,63,82.5,140.88,0,42.15,55.38,0,0,5.7,0,11.21,27.69,0,0,47.12,17.84,24.8,0,340.31,0,11.91,45,46.15,0,148.3,8.62,0,98.32,0,0,5.73,33.12,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,24.2,0,0,36.37

67,16:30-16:45,45.53,0,130.84,3.22,77.72,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,63,82.5,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,17.84,24.8,0,340.31,0,11.91,21.98,45.51,0,148.3,8.62,0,98.32,0,0,5.73,34.78,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,24.2,0,0,36.37

68,16:45-17:00,45.53,0,130.84,3.22,77.72,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,63.33,82.5,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,17.84,24.8,0,340.31,0,11.91,21.98,45.51,0,148.3,8.62,0,98.32,0,0,5.73,34.78,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,24.2,0,0,36.37

69,17:00-17:15,45.53,0,130.84,3.22,77.72,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,63.33,82.5,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,340.31,0,11.91,21.98,45.5,0,148.3,8.62,0,98.32,0,0,5.73,34.78,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,23.31,0,0,41.57

70,17:15-17:30,45.53,0,130.84,3.22,77.72,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,63.33,82.5,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,340.31,0,11.91,21.98,45.5,0,148.3,8.62,0,98.32,0,0,5.73,34.78,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,23.03,0,0,41.57

71,17:30-17:45,45.53,0,130.84,3.22,75.09,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,63.33,82.5,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,340.31,0,11.91,21.98,45.5,0,148.3,8.62,0,98.32,0,0,5.73,34.78,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,23.03,0,0,44.16

72,17:45-18:00,45.53,0,130.84,3.22,75.09,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,63.65,82.5,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,340.31,0,11.91,21.98,45.5,0,148.3,8.62,0,98.32,0,0,5.73,34.78,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,22.72,0,0,44.16

73,18:00-18:15,45.53,0,130.84,3.22,75.09,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,63.65,82.5,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,37.17,24.8,0,340.31,0,11.91,21.98,45.510000000000005,0,148.3,8.62,0,98.32,0,0,5.73,34.78,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,21.85,0,0,51.959999999999994

74,18:15-18:30,45.53,0,130.84,3.22,75.09,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,63.65,82.5,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,37.17,24.8,0,340.31,0,11.91,21.98,45.510000000000005,0,148.3,8.62,0,98.32,0,0,5.73,34.78,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,21.55,0,0,51.959999999999994

75,18:30-18:45,45.53,0,130.84,3.22,75.09,42.46,0,24.48,0,0,26.5,0,0,0,549.38,10.14,0,0,63.65,82.5,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,37.17,24.8,0,340.31,0,11.91,24.95,45.51,0,148.3,8.62,0,98.32,0,0,5.73,52.36,0,24.99,0,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,21.26,0,0,75.32

76,18:45-19:00,45.53,0,130.84,3.22,75.09,42.46,0,24.48,0,0,31.17,0,0,0,549.38,20.29,0,0,63.97,82.5,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,37.17,24.8,0,340.31,0,11.91,24.95,45.51,0,148.3,8.62,0,98.32,6.12,0,5.73,52.36,0,24.99,6.52,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,21.26,0,0,75.32

77,19:00-19:15,45.53,0,130.84,3.22,75.09,42.46,0,24.48,0,0,31.17,0,0,0,549.38,30.43,0,0,63.97,82.5,140.88,0,42.15,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,37.17,24.8,0,340.31,0,11.91,29.7,45.77,0,148.3,8.62,0,98.32,12.22,0,5.73,52.36,0,24.99,13.04,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,22.08,0,0,75.32

78,19:15-19:30,45.53,0,130.84,3.22,75.09,44.58,0,24.48,0,0,31.17,0,0,0,549.38,36.06,0,0,63.97,82.5,140.88,0,42.27,57.67,0,0,5.84,0,21.65,27.69,0,0,49.59,57.98,24.8,0,340.31,0,11.91,29.7,45.77,0,148.3,8.62,0,98.32,18.34,0,5.73,52.36,0,24.99,20.46,7.18,0,177.44,125.27,0,0,0,35.69,20.8,667.25,0,0,0,0,0,1.08,22.08,0,0,75.32

79,19:30-19:45,45.53,0,130.84,3.22,75.09,44.58,0,24.48,0,0,31.17,0,0,0,549.38,36.06,0,0,63.97,82.5,140.88,0,42.27,57.67,0,0,5.84,0,21.65,27.69,0,0,49.59,57.98,24.8,0,340.31,0,11.91,33.27,46.15,0,148.3,8.62,0,98.32,19.49,0,5.73,26.49,0,24.99,20.46,7.18,0,177.44,125.27,0,0,0,35.69,20.8,667.25,0,0,0,0,0,1.08,27.66,0,0,75.32

80,19:45-20:00,45.53,0,130.84,3.22,75.09,44.58,0,24.48,0,0,24.94,0,0,0,549.38,36.06,0,0,63.97,82.5,140.88,0,42.27,57.67,0,0,5.84,0,21.65,27.69,0,0,49.59,57.98,24.8,0,340.31,0,11.91,36.84,46.15,0,148.3,8.62,0,98.32,19.49,0,5.73,26.49,0,24.99,20.46,7.18,0,177.44,125.27,0,0,0,35.69,20.8,667.25,0,0,0,0,0,1.08,27.73,53.05,70.71,75.32

81,20:00-20:15,45.53,0,130.84,3.22,75.09,44.58,0,24.48,0,0,24.94,0,0,0,549.38,36.06,0,0,64.3,82.5,140.88,0,42.27,57.67,0,0,5.84,0,21.65,27.69,0,0,49.59,57.98,24.8,0,340.31,0,11.91,40.39,46.78,0,148.3,8.62,0,98.32,19.49,0,5.73,30.91,0,24.99,20.46,7.18,0,177.44,125.27,0,0,0,35.69,20.8,667.25,0,0,0,0,0,1.08,27.73,53.05,70.71,75.32

82,20:15-20:30,45.53,0,130.84,3.22,75.09,44.58,0,24.48,0,0,24.94,0,0,0,549.38,36.06,0,0,64.3,82.5,140.88,0,42.27,57.67,0,0,5.84,0,21.65,27.69,0,0,49.59,57.98,24.8,0,340.31,0,11.91,45,46.78,0,148.3,8.62,0,98.32,19.49,0,5.73,30.91,0,24.99,20.46,7.18,0,177.44,125.27,0,0,0,35.69,20.8,667.25,0,0,0,0,0,1.08,27.87,53.05,70.71,75.32

83,20:30-20:45,45.53,0,130.84,3.22,75.09,44.58,0,24.48,0,0,26.5,0,0,0,549.38,36.06,0,0,64.3,82.5,140.88,0,42.27,57.67,0,0,5.84,0,21.65,27.69,0,0,49.59,57.98,24.8,0,340.31,0,11.91,45,46.78,0,148.3,8.62,0,98.32,19.49,0,5.73,33.12,0,24.99,20.46,7.18,0,177.44,125.27,0,0,0,35.69,20.8,667.25,0,0,0,0,0,1.08,28.01,53.05,70.71,75.32

84,20:45-21:00,45.53,0,130.84,3.22,75.09,44.58,0,24.48,0,0,26.5,0,0,0,549.38,36.06,0,0,64.3,82.5,140.88,0,42.27,57.67,0,0,5.84,0,21.65,27.69,0,0,49.59,57.98,24.8,0,340.31,0,11.91,45,46.78,0,148.3,8.62,0,98.32,19.49,0,5.73,33.12,0,24.99,20.46,7.18,0,177.44,125.27,0,0,0,35.69,20.8,667.25,0,0,0,0,0,1.08,28.17,53.05,70.71,75.32

85,21:00-21:15,45.53,0,130.84,3.22,75.09,44.58,0,24.48,0,0,26.5,0,0,0,549.38,36.06,0,0,64.94,82.5,140.88,0,42.27,57.67,0,0,5.84,0,21.65,27.69,0,0,49.59,57.98,24.8,0,340.31,0,11.91,45,47.41,0,148.3,8.62,0,98.32,19.49,0,5.73,33.12,0,24.99,20.46,7.18,0,177.44,125.27,0,0,0,35.69,20.8,667.25,0,0,0,0,0,1.08,28.32,53.05,70.71,75.32

86,21:15-21:30,45.53,0,130.84,3.22,75.09,42.46,0,24.48,0,0,26.5,0,0,0,549.38,36.06,0,0,64.94,82.5,140.88,0,42.27,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,13.38,24.8,0,340.31,0,11.91,45,47.41,0,148.3,8.62,0,98.32,18.34,0,5.73,33.12,0,24.99,6.52,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,28.32,53.05,70.71,75.32

87,21:30-21:45,45.53,0,130.84,3.22,75.09,42.46,0,24.48,0,0,26.5,0,0,0,549.38,36.06,0,0,64.94,81.92,140.88,0,42.27,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,14.87,24.8,0,340.31,0,11.91,45,47.41,0,148.3,8.62,0,98.32,18.34,0,5.73,33.12,0,24.99,6.52,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,28.46,53.05,70.71,75.32

88,21:45-22:00,45.53,0,130.84,3.22,75.09,44.58,0,24.48,0,0,26.5,0,0,0,549.38,40.57,0,0,64.94,81.92,140.88,0,42.27,57.67,0,0,5.84,0,21.65,27.69,0,0,49.59,57.98,24.8,0,340.31,0,11.91,45,47.41,0,148.3,8.62,0,98.32,19.49,0,5.73,33.12,0,24.99,20.46,7.18,0,177.44,125.27,0,0,0,35.69,20.8,667.25,0,0,0,0,0,1.08,28.46,53.05,70.71,75.32

89,22:00-22:15,45.53,0,130.84,3.22,75.09,44.58,0,24.48,0,0,26.5,0,0,0,549.38,40.57,0,0,64.94,81.92,140.88,0,42.27,57.67,0,0,5.84,0,21.65,27.69,0,0,49.59,57.98,24.8,0,340.31,0,11.91,45,49.31,0,148.3,8.62,0,98.32,19.49,0,5.73,33.12,0,24.99,20.46,7.18,0,177.44,125.27,0,0,0,35.69,20.8,667.25,0,0,0,0,0,1.08,28.6,53.05,70.71,75.32

90,22:15-22:30,45.53,0,130.84,3.22,75.09,44.58,0,24.48,0,0,26.5,0,0,0,549.38,40.57,0,0,64.94,81.92,140.88,0,42.27,57.67,0,0,5.84,0,21.65,27.69,0,0,49.59,57.98,24.8,0,340.31,0,11.91,45,49.31,0,148.3,8.62,0,98.32,19.49,0,5.73,33.12,0,24.99,20.46,7.18,0,177.44,125.27,0,0,0,35.69,20.8,667.25,0,0,0,0,0,1.08,28.6,53.05,70.71,75.32

91,22:30-22:45,45.53,0,130.84,3.22,75.09,44.58,0,24.48,0,0,26.5,0,0,0,549.38,40.57,0,0,64.94,81.92,140.88,0,42.27,57.67,0,0,5.84,0,21.65,27.69,0,0,49.59,57.98,24.8,0,340.31,0,11.91,45,49.31,0,148.3,8.62,0,98.32,19.49,0,5.73,33.12,0,24.99,20.46,7.18,0,177.44,125.27,0,0,0,35.69,20.8,667.25,0,0,0,0,0,1.08,29.05,53.05,70.71,75.32

92,22:45-23:00,45.53,0,130.84,3.22,75.09,42.46,0,24.48,0,0,26.5,0,0,0,549.38,22.54,0,0,64.94,81.92,140.88,0,42.27,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,32.71,24.8,0,340.31,0,11.91,45,49.31,0,148.3,8.62,0,98.32,18.34,0,5.73,33.12,0,24.99,13.04,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,29.05,53.05,70.71,75.32

93,23:00-23:15,45.53,0,130.84,3.22,75.09,42.46,0,24.48,0,0,26.5,0,0,0,549.38,20.29,0,0,64.94,81.92,140.88,0,42.27,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,340.31,0,3.85,45,50.57,0,148.3,8.62,0,98.32,18.34,0,5.73,33.12,0,24.99,13.04,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,29.14,53.05,70.71,75.32

94,23:15-23:30,45.53,0,130.84,3.22,75.09,42.46,0,24.48,0,0,26.5,0,0,0,549.38,20.29,0,0,64.94,81.92,140.88,0,42.27,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,340.31,0,3.85,45,50.57,0,148.3,8.62,0,98.32,18.34,0,5.73,33.12,0,24.99,13.04,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,29.14,53.05,70.71,75.32

95,23:30-23:45,45.53,0,130.84,3.22,75.09,42.46,0,24.48,0,0,26.5,0,0,0,549.38,20.29,0,0,64.94,81.92,140.88,0,42.27,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,22.3,24.8,0,340.31,0,3.85,45,50.57,0,148.3,8.62,0,98.32,18.34,0,5.73,30.91,0,24.99,13.04,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,29.34,53.05,70.71,75.32

96,23:45-24:00,45.53,0,130.84,3.22,75.09,42.46,0,24.48,0,0,26.5,0,0,0,549.38,20.29,0,0,64.94,81.92,140.88,0,41.24,55.38,0,0,5.7,0,21.65,27.69,0,0,47.12,32.71,24.8,0,340.31,0,11.91,45,50.57,0,148.3,8.62,0,98.32,18.34,0,5.73,30.91,0,24.99,13.04,7.05,0,175.79,125.27,0,0,0,33.94,20.8,667.25,0,0,0,0,0,1.08,29.34,53.05,70.71,75.32

