Block,Time,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01122023/15122023/HP-15,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,NR/01102023/23072042/L_NR_2012_04,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/08122023/15122023/HP-19,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,NR/01102023/08032047/L_NR_2021_14,SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,L_NR_2019_19,SR/01122023/31122023/BYPL_KSEB_DEC23,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13
35,08:30-08:45,260.130000,4.720000,1.710000,0.000000,100.690000,1.160000,270.370000,96.130000,231.380000,4.720000,23.340000,0.000000,74.300000,0.000000,4.830000,23.340000,117.660000,1.140000,0.4,16.3,27,15,17,9.67,27.02,10,4.34,82.98,53.024219,48.06,27.69,3.34,30,27.68,9.67,63,3.33,16.6

36,08:45:09:00,260.130000,6.280000,1.710000,0.000000,100.690000,1.160000,270.370000,96.130000,231.380000,6.280000,23.340000,0.000000,86.710000,0.000000,6.450000,23.340000,117.660000,1.140000,4.5,16.21,34,19,21.27,9.67,27.98,10,4.34,103.93,62.774681,48.06,28.65,3.34,39,28.65,9.67,81,3.33,20.78

37,09:00:09:15,260.130000,7.810000,1.710000,0.000000,100.690000,1.160000,270.370000,96.130000,231.380000,7.810000,23.340000,0.000000,74.300000,0.000000,8.000000,23.340000,117.660000,1.220000,9.48,15.97,40,23,24.42,9.67,27.98,10,4.34,124.78,67.027128,48.06,28.65,3.34,47,28.65,9.67,95,3.33,24.96

38,09:15-09:30,260.130000,9.160000,1.710000,0.000000,100.690000,1.160000,270.370000,96.130000,231.380000,9.160000,23.340000,0.000000,74.300000,0.000000,9.390000,23.340000,117.660000,1.220000,16.72,15.85,46,26,27.54,9.67,29.98,10,4.34,144.59,75.600139,48.06,30.65,3.34,51,30.65,9.67,109,3.33,28.92

39,09:30-09:45,260.130000,10.360000,1.710000,0.000000,100.690000,1.160000,270.370000,96.130000,231.380000,10.360000,30.760000,0.000000,74.300000,0.000000,10.620000,18.640000,117.660000,1.220000,31.56,13.57,52,31,30.63,9.67,29.98,10,4.34,162.22,84.299653,48.06,29.99,3.34,61,29.98,9.67,123,3.33,32.44

40,09:45-10:00,260.130000,11.440000,1.710000,0.000000,86.520000,1.160000,270.370000,96.130000,231.380000,11.440000,30.760000,0.000000,74.300000,0.000000,11.730000,0.000000,117.660000,1.220000,42.26,13.56,58,34,32.94,9.67,29.98,10,4.34,178.85,92.600196,48.06,29.99,3.34,67,29.98,9.67,137,3.33,35.77

41,10:00-10:15,260.130000,12.400000,1.710000,0.000000,100.690000,1.090000,270.370000,96.130000,231.380000,12.400000,24.530000,0.000000,74.300000,0.000000,12.700000,24.530000,117.660000,1.220000,64.11,11.3,63,38,35.53,9.67,29.98,10,4.34,194.01,99.976294,48.06,30.65,3.34,75,30.65,9.67,147,3.33,38.8

42,10:15-10:30,260.130000,13.250000,1.710000,0.000000,86.520000,1.090000,270.370000,96.130000,231.380000,13.250000,24.530000,0.000000,74.300000,0.000000,13.570000,24.530000,117.660000,1.220000,69.2,11.21,67,40,37.74,9.67,29.98,10,4.34,207.35,106.340368,48.06,30.65,3.34,81,30.65,9.67,158,3.33,41.47

43,10:30-10:45,260.130000,13.970000,1.710000,0.000000,84.590000,1.090000,270.370000,96.130000,231.380000,13.970000,24.530000,0.000000,74.300000,0.000000,14.320000,24.530000,117.660000,1.220000,74.09,6.61,72,42,39.93,9.67,29.98,10,4.34,218.73,113.210454,48.06,30.65,3.34,83,30.65,9.67,168,3.33,43.74

44,10:45-11:00,260.130000,14.580000,1.710000,0.000000,97.090000,1.090000,270.370000,96.130000,231.380000,14.580000,24.530000,0.000000,74.300000,0.000000,14.950000,24.530000,117.660000,1.220000,78.34,6.61,75,43,40.88,9.67,29.98,10,4.34,229.21,117.268281,48.06,30.65,3.34,85,30.65,9.67,175,3.33,45.84

45,11:00-11:15,260.130000,15.090000,1.710000,0.000000,94.210000,1.090000,270.370000,96.130000,231.380000,15.090000,24.530000,0.000000,86.710000,0.000000,15.470000,24.530000,117.660000,1.300000,81.64,6.61,78,44,42.49,9.67,30.65,10,4.34,237.5,120.440587,48.06,31.31,3.34,88,31.32,9.67,182,3.33,47.5

46,11:15-11:30,260.130000,15.510000,1.710000,0.000000,83.630000,1.090000,270.370000,96.130000,231.380000,15.510000,24.530000,0.000000,86.710000,0.000000,15.900000,24.530000,117.660000,1.300000,84.54,6.61,81,45,43.64,9.67,30.65,10,5,237.5,121.618038,48.06,31.31,3.34,90,31.32,9.67,189,3.33,47.5

47,11:30-11:45,260.130000,15.850000,1.710000,0.000000,100.690000,1.090000,270.370000,96.130000,231.380000,15.850000,24.530000,0.000000,74.300000,0.000000,16.250000,24.530000,117.660000,1.140000,86.31,6.61,81,45,42.86,9.67,30.65,10,5,237.5,121.073102,48.06,31.31,3.34,90,31.32,9.67,189,3.33,47.5

48,11:45-12:00,260.130000,16.080000,1.710000,0.000000,100.690000,1.090000,270.370000,96.130000,231.380000,16.080000,25.950000,0.000000,74.300000,0.000000,16.480000,25.950000,117.660000,1.140000,88.73,6.61,81,45,43.75,9.67,30.65,10,5,237.5,120.460049,48.06,31.31,3.34,90,31.32,9.67,189,3.33,47.5

49,12:00-12:15,260.130000,16.190000,1.760000,0.000000,95.170000,1.160000,270.370000,96.130000,231.380000,16.190000,25.950000,0.000000,74.300000,0.000000,16.590000,25.950000,117.660000,1.220000,88.71,6.61,81,45,45.24,9.67,30.65,10,5,237.5,129.772616,48.06,31.31,3.34,90,31.32,9.67,189,3.33,47.5

50,12:15-12:30,260.130000,16.170000,1.760000,0.000000,85.560000,1.160000,270.370000,96.130000,231.380000,16.170000,25.950000,0.000000,74.300000,0.000000,16.570000,25.950000,117.660000,1.220000,90.41,6.61,81,45,45,9.67,30.65,10,5,237.5,129.986698,48.06,31.31,3.34,90,31.32,9.67,189,3.33,47.5

51,12:30-12:45,260.130000,16.200000,1.760000,0.000000,69.210000,1.160000,270.370000,96.130000,231.380000,16.200000,25.950000,0.000000,74.300000,0.000000,16.600000,25.950000,117.660000,1.220000,90.7,6.61,79,44,45,8.67,30.65,10,5,237.5,129.402838,48.06,31.31,3.34,89,31.32,8.67,186,3.33,47.5

52,12:45-13:00,260.130000,16.230000,1.760000,0.000000,59.600000,1.160000,270.370000,96.130000,231.380000,16.230000,25.950000,0.000000,74.300000,0.000000,16.630000,25.950000,96.130000,1.220000,89.16,6.61,79,44,44.56,8.67,30.65,10,5,237.5,127.612334,48.06,31.31,3.34,89,31.32,8.67,186,3.33,47.5

53,13:00-13:15,260.130000,16.140000,1.760000,0.000000,44.350000,1.240000,270.370000,96.130000,231.380000,16.140000,25.950000,0.000000,55.390000,0.000000,16.540000,25.950000,87.480000,1.300000,88.06,6.61,78,43,44.13,8.67,30.65,10,5,237.5,124.323256,48.06,31.31,3.34,87,31.32,8.67,182,3.33,47.5

54,13:15-13:30,240.250000,15.970000,1.760000,0.000000,44.350000,1.240000,270.370000,96.130000,231.380000,15.970000,25.950000,0.000000,55.390000,0.000000,16.370000,25.950000,78.830000,1.300000,86.58,6.61,76,42,43.67,8.67,30.65,10,5,237.5,120.401663,48.06,31.31,3.34,83,31.32,8.67,179,3.33,47.5

55,13:30-13:45,224.870000,15.670000,1.760000,0.000000,44.350000,1.240000,270.370000,96.130000,231.380000,15.670000,25.950000,0.000000,55.390000,0.000000,16.060000,25.950000,67.290000,1.300000,83.67,6.61,76,41,43.02,8.67,30.65,10,5,237.5,119.613452,48.06,31.31,3.34,81,31.32,8.67,179,3.33,47.5

56,13:45-14:00,224.870000,15.300000,1.760000,0.000000,44.350000,1.240000,270.370000,96.130000,231.380000,15.300000,25.950000,0.000000,74.300000,0.000000,15.680000,25.950000,67.290000,1.300000,81.52,6.61,75,40,41.5,8.67,30.65,10,5,237.5,114.027858,48.06,31.31,3.34,79,31.32,8.67,175,3.33,47.5

57,14:00-14:15,224.870000,14.690000,1.760000,0.000000,44.350000,1.240000,270.370000,96.130000,231.380000,14.690000,25.950000,0.000000,74.300000,0.000000,15.050000,25.950000,67.290000,1.370000,79.55,6.61,72,38,38.45,8.67,30.65,10.6,5,231.12,108.160065,48.06,30.65,3.54,77,30.65,8.67,168,3.53,46.22

58,14:15-14:30,224.870000,12.710000,1.760000,0.000000,44.350000,1.240000,270.370000,96.130000,231.380000,12.710000,25.950000,0.000000,74.300000,0.000000,13.030000,25.950000,67.290000,1.370000,75.77,6.61,69,36,36.48,8.67,30.65,10.82,5.57,222.57,101.572178,48.06,30.65,3.6,72,30.65,8.67,161,3.61,44.51

59,14:30-14:45,224.870000,11.950000,1.760000,0.000000,44.350000,1.240000,270.370000,96.130000,231.380000,11.950000,25.950000,0.000000,74.300000,0.000000,12.240000,25.950000,71.520000,1.370000,71,6.61,64,33,34.6,8.67,30.65,10,6.09,211.27,93.923612,48.06,30.65,3.34,67,30.65,8.67,151,3.33,42.25

60,14:45-15:00,224.870000,11.130000,1.760000,0.000000,44.350000,1.240000,270.370000,96.130000,231.380000,11.130000,25.950000,0.000000,55.390000,0.000000,11.400000,25.950000,96.130000,1.370000,65.82,6.61,60,31,32.39,8.67,30.65,10,6.37,199.15,85.126788,48.06,30.65,3.34,63,30.65,8.67,140,3.33,39.83

61,15:00-15:15,224.870000,10.040000,1.760000,0.000000,44.350000,1.320000,270.370000,96.130000,231.380000,10.040000,25.950000,0.000000,55.390000,0.000000,10.290000,25.950000,117.660000,1.450000,61.02,6.61,54,29,30.3,8.67,30.65,10,6.53,184.78,76.09642,48.06,30.65,3.34,58,30.65,8.67,126,3.33,36.95

62,15:15-15:30,235.440000,9.270000,1.760000,0.000000,44.350000,1.320000,270.370000,96.130000,231.380000,9.270000,25.950000,0.000000,55.390000,0.000000,9.500000,25.950000,117.660000,1.450000,55.78,6.61,48,27,27.32,8.67,30.65,10.6,6.62,170.83,65.674519,48.06,30.65,3.54,53,30.65,8.67,112,3.53,34.17

63,15:30-15:45,245.050000,8.260000,1.760000,0.000000,44.350000,1.320000,270.370000,96.130000,231.380000,8.260000,25.950000,0.000000,55.390000,0.000000,8.460000,25.950000,117.660000,1.450000,49.79,6.61,42,24,24.21,9.67,30.65,10.82,6.73,155.25,54.834185,48.06,30.65,3.6,49,30.65,9.67,98,3.61,31.05

64,15:45-16:00,260.130000,7.430000,1.760000,0.000000,44.350000,1.320000,270.370000,96.130000,231.380000,7.430000,25.950000,0.000000,55.390000,0.000000,7.610000,25.950000,117.660000,1.450000,42.79,6.61,35,21,20.85,10.17,30.65,11.6,6.77,137.51,43.448915,48.06,30.65,3.87,41,30.65,10.17,83,3.87,27.5

65,16:00-16:15,260.130000,6.200000,1.810000,0.000000,60.990000,1.320000,270.370000,96.130000,231.380000,6.200000,25.950000,0.000000,55.390000,23.070000,6.350000,25.950000,117.660000,1.530000,35.14,6.61,29,15,16.31,9.22,24,14.02,5,118.26,31.654943,48.06,33,4.69,30,33,9.22,68,4.67,23.65

66,16:15-16:30,260.130000,4.740000,1.810000,0.000000,79.470000,1.320000,270.370000,96.130000,231.380000,4.740000,25.950000,0.000000,55.390000,23.070000,4.850000,25.950000,117.660000,1.530000,27.07,6.61,22,13,10.8,9.79,10,15,5.07,98.73,21.369276,48.06,33,5,25,24.85,9.79,53,5,19.74

67,16:30-16:45,260.130000,3.250000,1.810000,0.000000,96.790000,1.320000,270.370000,96.130000,231.380000,3.250000,25.950000,0.000000,67.800000,22.110000,3.330000,25.950000,117.660000,1.530000,18.44,6.61,16,8,8,10.14,2,10.08,5.51,77.24,13.292546,48.06,20.87,3.36,17,13.46,10.14,39,3.36,15.45

68,16:45-17:00,260.130000,1.910000,1.810000,0.000000,96.790000,1.320000,270.370000,96.130000,231.380000,1.910000,25.950000,0.000000,67.800000,22.110000,1.960000,25.950000,117.660000,1.530000,9.79,6.61,10,5,6,10.26,0,11.21,5.73,52.54,7.142554,48.06,10.97,3.73,10,5.31,10.26,25,3.74,10.51

69,17:00-17:15,260.130000,0.960000,1.810000,0.000000,96.790000,1.390000,270.370000,96.130000,231.380000,0.960000,24.530000,0.000000,86.710000,23.070000,0.980000,24.530000,117.660000,1.530000,1.77,5.01,6,3,3,8.88,0,10.81,7.91,31.53,3.318271,48.06,4.08,3.6,7,1.02,8.88,14,3.6,6.31

70,17:15-17:30,260.130000,0.370000,1.810000,0.000000,96.790000,1.390000,270.370000,96.130000,231.380000,0.370000,24.530000,0.000000,86.710000,24.030000,0.380000,24.530000,117.660000,1.530000,0.33,5.01,2,1,2,6.88,0,9.65,7.95,15.99,0.690901,48.06,0.58,3.21,3,0.85,6.88,4,3.22,3.2

71,17:30-17:45,260.130000,0.100000,1.810000,0.000000,96.790000,1.390000,270.370000,96.130000,231.380000,0.100000,24.530000,0.000000,86.710000,24.990000,0.110000,24.530000,117.660000,1.530000,0,5.01,0,1,0,6.67,0,8.31,7.91,5.48,0,48.06,0,2.77,1,0.68,6.67,1,2.77,1.09

72,17:45-18:00,260.130000,0.090000,1.810000,0.000000,96.790000,1.390000,270.370000,96.130000,231.380000,0.090000,24.530000,0.000000,86.710000,24.990000,0.090000,24.530000,117.660000,1.530000,0,5.01,0,0,0,6.67,0,8,7.81,0.62,0,48.06,0,2.66,0,0.51,6.67,1,2.67,0.12

73,18:00-18:15,260.130000,0.000000,1.810000,0.000000,96.790000,1.390000,270.370000,96.130000,127.830000,0.000000,24.530000,0.000000,86.710000,24.990000,0.000000,24.530000,117.660000,1.530000,0,5.01,0,0,0,6.67,0,8,7.16,0,0,48.06,0,2.66,0,0,6.67,1,2.67,0

74,18:15-18:30,260.130000,0.000000,1.810000,0.000000,96.790000,1.390000,270.370000,96.130000,127.830000,0.000000,24.530000,0.000000,86.710000,24.990000,0.000000,24.530000,117.660000,1.530000,0,5.01,0,0,0,6.67,0,8,6.66,0,0,48.06,0,2.66,0,0,6.67,1,2.67,0

75,18:30-18:45,260.130000,0.000000,1.810000,0.000000,96.790000,1.390000,270.370000,96.130000,127.830000,0.000000,25.950000,0.000000,86.710000,24.990000,0.000000,25.950000,117.660000,1.530000,0,5.01,0,0,0,10.29,0,8,6.21,0,0,48.06,0,2.66,0,0,10.29,1,2.67,0

