Column1,Time,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,GNA/NR/2025/07/01/1044,GNA/NR/2025/07/01/8139,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/07/01/8154,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/8230,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/2786,GNA/SR/2025/07/15/7716,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,NR/01102023/31052040/LT-31,GNA/NR/2025/07/01/2952,NR/01102023/30042040/GNA_LT_36,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/07/01/1192,NR/01102023/05012040/L_NR_2020_02,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/3109,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/2236,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,GNA/NR/2025/07/01/8128
6,01:15-01:30,0,0,0,0,0,22.25,0,66.76,0,0,0,0,3.24,134.84,10.73,0,20.74,56.36,224.73,15.24,43.7,0,0,22.25,42.67,41.22,0,0,42.66,23.67,0,4,0,270.39,49.03,7.27,17.21,19.23,-0,81.72,25.23,83.76,26.94,10.48,100.16,70.11,26.94,5.95

7,01:30-01:45,0,0,0,0,0,23.33,0,70.01,0,0,0,0,3.24,134.84,10.73,0,20.74,56.36,224.73,15.24,43.7,0,0,23.33,42.67,41.62,0,0,42.66,22.33,0,4,0,249.96,49.03,7.27,17.21,19.23,-0,81.72,25.23,83.76,26.94,10.48,86.53,70.11,26.94,5.95

8,01:45-02:00,0,0,0,0,0,23.33,0,70.01,0,0,0,0,3.24,134.84,10.73,0,20.74,56.36,224.73,15.24,43.7,0,0,23.33,42.67,42.42,0,0,42.66,21,0,4,0,230.74,49.03,7.27,17.21,19.23,-0,81.72,25.23,83.76,26.94,10.48,72.1,70.11,26.94,5.95

9,02:00-02:15,0,0,0,0,0,23.33,0,70.01,0,0,0,0,3.24,134.84,10.73,0,20.74,38.46,224.73,15.24,43.7,0,0,23.33,42.67,43.02,0,0,42.66,20,0,2.02,0,209.59,49.03,6.99,17.11,19.23,-0,81.72,25.23,53.84,26.94,10.48,67.3,70.11,26.94,6.95

10,02:15-02:30,0,0,0,0,0,23.67,0,70.99,0,0,0,0,3.24,134.84,10.73,0,20.74,38.46,224.73,15.24,43.7,0,0,23.67,42.67,43.02,0,0,42.66,19.33,0,2.02,0,209.59,49.03,6.99,17.11,19.23,-0,81.72,25.23,53.84,26.94,10.48,57.68,70.11,26.94,6.95

11,02:30-02:45,0,0,0,0,0,21.67,0,64.99,0,0,0,0,3.24,134.84,10.73,0,20.74,38.46,224.73,15.24,43.7,0,0,21.67,42.67,43.02,0,0,42.66,18.67,0,2.02,0,209.59,49.03,6.99,17.11,19.23,-0,81.72,25.23,53.84,26.94,10.48,52.88,70.11,26.94,6.65

12,02:45-03:00,0,0,0,0,0,21.67,0,64.99,0,0,0,0,3.24,134.84,10.73,0,20.74,38.46,224.73,15.24,43.7,0,0,21.67,42.67,43.02,0,0,42.66,18,0,2.02,0,209.59,49.03,6.99,17.11,19.23,-0,81.72,25.23,53.84,26.94,10.48,48.07,70.11,26.94,6.65

13,03:00-03:15,0,0,0,0,0,19.5,0,58.5,0,0,0,0,3.24,134.84,10.73,0,20.74,38.46,224.73,15.24,43.7,0,0,19.5,42.67,43.02,0,0,42.66,17.67,0,2.02,0,209.59,0,6.81,17.03,19.23,-0,81.72,26.24,53.84,26.94,10.48,52.88,70.11,26.94,6.65

14,03:15-03:30,0,0,0,0,0,20,0,60,0,0,0,0,3.24,134.84,10.73,0,20.74,38.46,224.73,15.24,43.7,0,0,20,42.67,43.02,0,0,42.66,17.33,0,2.02,0,209.59,0,6.81,17.03,19.23,-0,81.72,26.24,53.84,26.94,10.48,52.88,70.11,26.94,6.65

15,03:30-03:45,0,0,0,0,0,17.33,0,52.01,0,0,0,0,3.24,134.84,10.73,0,20.74,38.46,224.73,15.24,43.7,0,0,17.33,42.67,43.02,0,0,42.66,15,0,2.02,0,209.59,0,6.81,17.03,19.23,-0,81.72,26.24,53.84,26.94,10.48,52.88,70.11,26.94,6.65

16,03:45-04:00,0,0,0,0,0,16.67,0,49.99,0,0,0,0,3.24,134.84,10.73,0,20.74,38.46,224.73,15.24,43.7,0,0,16.67,42.67,43.02,0,0,42.66,15,0,2.02,0,209.59,0,6.81,17.03,19.23,-0,81.72,26.24,53.84,26.94,10.48,52.88,70.11,26.94,6.65

17,04:00-04:15,0,0,0,0,0,16,0,48,0,0,0,0,3.24,134.84,10.73,0,20.74,38.46,224.73,15.24,43.7,0,0,16,42.67,41.62,0,0,42.66,15,0,2.02,0,209.59,0,6.53,16.83,19.23,-0,81.72,26.24,53.84,26.94,10.48,52.88,70.11,26.94,6.44

18,04:15-04:30,0,0,0,0,0,15.5,0,46.5,0,0,0,0,3.24,134.84,10.73,0,20.74,38.46,224.73,15.24,43.7,0,0,15.5,42.67,40.22,0,0,42.66,15,0,2.02,0,209.59,0,6.53,16.83,19.23,-0,81.72,26.24,53.84,26.94,10.48,52.88,70.11,26.94,6.44

19,04:30-04:45,0,0,0,0,0,12.83,0,38.51,0,0,0,0,3.24,134.84,10.73,0,20.74,38.46,224.73,15.24,43.7,0,0,12.83,42.67,39.02,0,0,42.66,15,0,2.02,0,209.59,0,6.53,16.83,19.23,-0,81.72,26.24,53.84,26.94,10.48,52.88,70.11,26.94,6.44

20,04:45-05:00,0,0,0,0,0,13,0,39,0,0,0,0,3.24,134.84,10.73,0,20.74,38.46,224.73,15.24,43.7,0,0,13,42.67,38.82,0,0,42.66,15,0,2.02,0,209.59,0,6.53,16.83,19.23,-0,81.72,26.24,53.84,26.94,10.48,52.88,70.11,26.94,6.44

21,05:00-05:15,0,0,0,0,0,15.22,0,45.64,0,0,0,0,3.24,134.84,10.73,0,20.74,38.46,224.73,15.24,43.7,0,0,15.22,42.67,35.01,0,0,42.66,15,0,2.02,0,209.59,0,6.34,16.56,19.23,-0,81.72,26.24,53.84,26.94,10.48,52.88,70.11,26.94,6.44

22,05:15-05:30,0,0,0,0,0,15.58,0,46.76,0,0,0,0,3.24,134.84,10.73,0,20.74,38.46,224.73,15.24,43.7,0,0,15.58,42.67,35.21,0,0,42.66,15,0,2.02,0,230.74,0,6.34,16.56,19.23,-0,81.72,25.23,53.84,26.94,10.48,52.88,70.11,26.94,6.16

23,05:30-05:45,0,0,0,0,0,17.34,0,52.04,0,0,0,0,3.24,134.84,10.73,0,20.74,38.46,224.73,15.24,43.7,0,0,17.34,42.67,37.02,0,0,42.66,16.04,0,2.02,0,249.96,0,6.34,16.56,19.23,-0,81.72,25.23,53.84,26.94,10.48,52.88,70.11,26.94,6.16

24,05:45-06:00,0,1,0,0,0,18.15,1.22,54.45,0,0,0,0.37,3.24,134.84,10.73,0,20.74,50.82,224.73,15.24,43.7,0,0,18.15,42.67,37.62,0.32,0.25,42.66,16.05,0,2.02,0,270.39,0,6.34,16.56,19.23,-0,81.72,24.22,81.57,26.94,10.48,67.3,70.11,26.94,6.16

25,06:00-06:15,0,1,1,0,10.71,15.93,5.07,47.8,1,1,0,2.52,3.24,134.84,10.73,0,20.74,68.82,224.73,15.24,43.7,0,10.4,15.93,42.67,42.02,2.13,1.02,42.66,15.51,0,2.02,0,270.39,0,6.06,16.47,19.23,-0,81.72,24.22,100.17,26.94,10.48,100.16,70.11,26.94,6.16

26,06:15-06:30,0,3,2,0,14.95,15.53,8.92,46.58,2,2,1,5.21,3.24,134.84,10.73,0,20.74,68.82,224.73,15.24,43.7,0,15.45,15.53,42.67,42.42,3.21,1.79,42.66,14.65,0,2.02,0,270.39,0,6.06,16.47,19.23,-0,81.72,24.22,100.17,26.94,10.48,100.16,70.11,26.94,6.16

27,06:30-06:45,0,4,3,3,26.01,12.99,12.78,38.96,3,3,2,8.47,3.24,134.84,10.34,0.66,20.74,68.82,224.73,15.24,43.7,0,25.25,12.99,42.67,42.82,5.92,2.56,42.66,13.62,0.66,2.02,0.52,270.39,0,6.06,16.47,19.23,-0,81.72,24.22,100.17,26.94,10.48,100.16,70.11,26.94,6.16

28,06:45-07:00,0,6,4,5,33,12.44,21.8,37.32,7,6,3,12.5,3.24,134.84,10.34,1.03,20.74,59.79,224.73,15.24,43.7,0,33,12.44,42.67,43.02,9.77,4.36,42.66,12.52,1.03,2.02,0.8,270.39,0,6.06,16.47,19.23,-0,81.72,23.21,100.17,26.94,10.48,100.16,70.11,26.94,6.16

29,07:00-07:15,0,9,5,8,33,13,25,38.98,10,11,5,16.92,3.24,134.84,10.34,1.49,20.74,49.27,224.73,15.24,43.7,0,33,13,42.67,43.02,10.17,5,42.66,12.25,1.49,2.02,1.15,270.39,0,5.87,16.38,19.23,-0,81.72,22.2,100.17,26.94,10.48,100.16,70.11,26.94,6.44

30,07:15-07:30,0,12,6,14,33,13.68,27.87,41.03,12,14,6,21.33,3.24,134.84,10.34,2.03,20.74,48.9,224.73,15.24,43.7,0,33,13.68,42.67,43.02,12.04,5.57,42.66,12.39,2.03,2.02,1.57,270.39,0,5.87,16.38,19.23,-0,81.72,24.22,100.17,26.94,10.48,100.16,70.11,26.94,6.44

31,07:30-07:45,0,10,7,22,33,14.44,40.3,43.29,15,17,7,22.47,3.24,134.84,10.34,2.65,20.74,38.46,224.73,15.24,43.7,0,33,14.44,37.33,43.02,16.3,8.06,37.34,12.78,2.65,2.02,2.05,251.17,0,5.87,16.38,19.23,-0,81.72,26.24,52.68,26.94,10.48,100.16,70.11,26.94,6.44

32,07:45-08:00,0,12,9,30,33,15.27,53.75,45.81,20,21,10,26.6,3.24,134.84,10.34,3.27,20.74,38.46,224.73,15.24,43.7,0,33,15.27,37.73,43.02,21.63,10.75,37.74,13.33,3.27,2.02,2.53,231.94,0,5.87,16.38,19.23,-0,81.72,27.25,52.68,26.94,10.48,100.16,70.11,26.94,6.44

33,08:00-08:15,0,13,11,33,33,14.17,67.8,42.49,25,25,12,30.77,3.24,134.84,10.34,3.9,20.74,38.46,224.73,15.24,43.7,0,33,14.17,33.56,43.02,28.59,13.56,33.55,13.41,3.9,2.02,3.02,212.71,0,5.87,16.38,19.23,-0,81.72,27.25,52.68,26.94,10.48,100.16,70.11,26.94,6.48

34,08:15-08:30,0,16,12,33,33,14.5,82.52,43.5,29,29,15,34.97,3.24,134.84,10.34,5.37,20.74,38.46,224.73,15.24,43.7,0,33,14.5,33.77,43.02,34.48,16.5,33.77,13.5,5.37,2.02,4.16,209.59,0,5.87,16.38,19.23,-0,81.72,27.25,52.68,26.94,10.48,100.16,70.11,26.94,6.48

35,08:30-08:45,0,9,16,33,33,13.8,96.37,41.37,17,32,8,38.93,3.21,134.84,10.34,6.01,20.74,38.46,224.73,15.24,43.7,0,33,13.8,33.88,43.02,40.78,19.28,33.89,13.52,6.01,2.02,4.65,209.59,0,5.87,16.38,19.23,-0,81.72,25.23,52.68,26.94,10.48,100.16,70.11,26.94,6.67

36,08:45-09:00,0,10,18,33,33,14.11,109.96,42.3,18,33,9,29.26,3.21,134.84,10.34,6.85,20.74,38.46,224.73,15.24,43.7,0,33,14.11,33.61,43.02,47.39,21.99,33.6,13.5,6.85,2.02,5.3,209.59,0,5.87,16.38,19.23,-0,81.72,25.23,52.68,26.94,10.48,100.16,70.11,26.94,6.67

37,09:00-09:15,0,13,20,33,33,14.42,124.48,43.23,19,42,9,32.38,3.2,134.84,0,8.11,20.74,38.46,224.73,15.24,43.7,0,33,14.42,33.75,43.02,53.54,24.9,33.74,13.29,8.11,2.02,6.27,209.59,0,5.6,16.29,19.23,-90.81,81.72,25.23,52.68,26.96,0,100.16,70.11,26.96,6.67

38,09:15-09:30,0,15,22,33,33,14.42,138.92,43.23,19,47,9,35.7,3.19,134.84,0,9.48,20.74,38.46,224.73,15.24,43.7,0,33,14.42,34.1,43.02,59.27,27.78,34.09,13,9.48,2.02,7.33,209.59,0,5.6,16.29,19.23,-181.62,81.72,25.23,52.68,26.96,0,100.16,70.11,26.96,6.67

39,09:30-09:45,0,16,25,33,33,14.73,152.91,44.16,20,54,10,38.61,3.18,134.84,0,10.54,20.74,38.46,224.73,15.24,43.7,0,33,14.73,33.56,43.02,64.86,30.58,33.55,12.71,10.54,2.02,8.14,209.59,0,5.6,16.29,19.23,-181.62,81.72,25.23,52.68,26.96,0,52.88,70.11,26.96,6.67

40,09:45-10:00,0,16,27,33,33,14.88,176.27,44.64,20,57,10,40.85,3.18,134.84,0,10.96,20.74,38.46,224.73,15.24,43.7,0,33,14.88,34.11,43.02,70.23,35.25,34.12,12.38,10.96,2.02,8.47,209.59,0,5.6,16.29,19.23,-181.62,81.72,25.23,52.68,26.96,0,52.88,70.11,26.96,6.67

41,10:00-10:15,0,16,29,33,33,14.73,186.63,44.16,20,57,10,41.66,3.18,134.84,0,13.07,20.74,38.46,224.73,15.24,43.7,0,33,14.73,33.92,43.02,74.78,37.33,33.91,9.15,13.07,2.02,10.1,228.81,0,5.6,16.19,19.23,-181.62,81.72,25.23,53.72,26.96,0,52.88,70.11,26.96,6.67

42,10:15-10:30,0,16,30,33,33,13.81,192.85,41.41,20,60,10,41.73,3.18,134.84,0,13.7,20.74,38.46,224.73,15.24,43.7,0,33,13.81,33.86,43.02,77.46,38.57,33.86,9.07,13.7,2.02,10.59,248.04,0,5.6,16.19,19.23,-181.62,81.72,25.23,54.84,26.96,0,52.88,70.11,26.96,6.67

43,10:30-10:45,0,16,28,33,33,13.37,208.33,40.11,20,55,10,60.47,0,134.84,0,14.33,20.74,38.46,224.73,15.24,43.7,0,33,13.37,33.87,36.01,80.14,41.67,33.86,11.67,14.33,4,11.07,267.27,0,5.6,16.19,19.23,-181.62,81.72,25.23,56.36,26.96,0,52.88,70.11,26.96,6.67

44,10:45-11:00,0,16,29,33,33,12.7,208.33,38.11,20,55,10,60.47,0,134.84,0,14.75,20.74,38.46,224.73,15.24,43.7,0,33,12.7,33.97,37.02,82.21,41.67,33.98,11.33,14.75,4,11.4,270.39,0,5.6,16.19,19.23,-181.62,81.72,25.23,61.36,26.96,0,52.88,70.11,26.96,6.67

45,11:00-11:15,0,19,30,33,33,12.28,208.33,36.82,23,52,12,60.47,0.88,134.84,0,14.75,20.74,38.46,224.73,15.24,43.7,0,33,12.28,33.49,32.01,90,41.67,33.48,10.67,14.75,4,11.4,270.39,0,4.19,16.1,19.23,-181.62,81.72,25.23,78.68,26.96,0,52.88,70.11,26.96,6.67

46,11:15-11:30,0,19,31,33,33,11.99,208.33,35.94,23,53,12,60.47,1.41,134.84,0,14.75,20.74,38.46,224.73,15.24,43.7,0,33,11.99,33.74,33.01,90,41.67,33.74,10.33,14.75,4,11.4,270.39,0,4.19,16.1,19.23,-181.62,81.72,25.23,80.4,26.96,0,52.88,70.11,26.96,6.67

47,11:30-11:45,0,27,26,33,33,11.52,208.33,34.53,33,60,17,60.47,1.41,134.84,0,14.75,20.74,38.46,224.73,15.24,43.7,0,33,11.52,34.09,34.01,90,41.67,34.08,12,14.75,4,11.4,270.39,0,4.19,16.1,19.23,-181.62,81.72,25.23,80.4,26.96,0,52.88,70.11,26.96,6.67

48,11:45-12:00,0,27,28,33,33,11.18,208.33,33.56,35,62,17,82.9,2.08,134.84,0,14.75,20.74,38.46,224.73,15.24,43.7,0,33,11.18,33.68,35.01,90,41.67,33.69,11.6,14.75,4,11.4,270.39,0,4.19,16.1,19.23,-181.62,81.72,25.23,80.4,26.96,0,52.88,70.11,26.96,6.67

49,12:00-12:15,0,34,36,33,33,11.33,212.5,34,41,67,21,82.9,2.64,134.84,10.73,14.75,20.74,38.46,224.73,15.24,43.7,0,33,11.33,32.38,27.01,90,42.5,32.39,11.42,14.75,4,11.4,270.39,0,5.6,16.01,19.23,-181.62,81.72,25.23,61.86,26.97,10.48,52.88,70.11,26.97,6.67

50,12:15-12:30,0,34,37,33,33,12.07,212.5,36.23,43,67,21,85.35,3.24,134.84,10.73,14.75,20.74,38.46,224.73,15.24,43.7,0,33,12.07,33,28.01,90,42.5,33.01,11.96,14.75,4,11.4,270.39,0,5.6,16.01,19.23,-181.62,81.72,25.23,79.81,26.97,10.48,52.88,70.11,26.97,6.67

51,12:30-12:45,0,34,32,33,33,13.1,229.17,39.31,41,75,21,82.5,3.23,134.84,10.73,13.72,20.74,38.46,224.73,15.24,43.7,0,33,13.1,34.12,26.01,96.3,45.83,34.11,12.64,13.72,2.02,10.61,270.39,0,5.6,16.01,19.23,-181.62,81.72,25.23,77.06,26.97,10.48,52.88,70.11,26.97,6.67

52,12:45-13:00,0,34,33,33,33,13.99,229.17,41.94,43,75,22,79.08,3.21,134.84,10.73,13.72,20.74,38.46,224.73,15.24,43.7,0,33,13.99,34.02,26.01,95.33,45.83,34.02,13.38,13.72,2.02,10.61,270.39,0,5.6,16.01,19.23,-181.62,81.72,25.23,80.37,26.97,10.48,52.88,70.11,26.97,6.67

53,13:00-13:15,0,36,32,33,33,14.88,227.5,44.62,43,70,22,74.96,3.19,134.84,10.73,13.72,20.74,38.46,224.73,15.24,43.7,0,33,14.88,33.69,33.02,94.33,45.5,33.68,14.15,13.72,2.02,10.61,251.17,0,5.87,15.92,19.23,-181.62,81.72,25.23,79.85,26.97,5.62,52.88,70.11,26.97,6.67

54,13:15-13:30,0,36,33,33,33,16.04,225.83,48.14,45,67,22,108.26,3.18,134.84,10.73,13.72,20.74,38.46,224.73,15.24,43.7,0,33,16.04,34.07,35.02,93.33,45.17,34.07,14.95,13.72,2.02,10.61,231.94,0,5.87,15.92,19.23,-181.62,81.72,25.23,79.85,26.97,5.62,86.53,70.11,26.97,6.67

55,13:30-13:45,0,30,32,33,33,16.88,229.17,50.61,45,70,23,108.26,3.18,134.84,10.73,13.72,20.74,38.46,224.73,15.24,43.7,0,33,16.88,33.98,38.01,91.67,45.83,33.99,15.8,13.72,2.02,10.61,251.17,0,5.87,15.92,19.23,-181.62,81.72,25.23,100.17,26.97,5.62,100.16,70.11,26.97,9.28

56,13:45-14:00,0,30,34,33,33,17.59,229.17,52.74,45,67,23,108.26,3.18,134.84,10.73,13.72,20.74,45.55,224.73,15.24,43.7,0,33,17.59,33.6,40.41,90,45.83,33.61,16.67,13.72,2.02,10.61,270.39,0,5.87,15.92,19.23,-181.62,81.72,25.23,100.17,26.97,5.62,100.16,70.11,26.97,9.28

57,14:00-14:15,0,18,35,33,33,20.57,229.17,61.7,33,73,17,97.53,3.2,134.84,10.73,13.72,20.74,66.85,224.73,15.24,43.7,0,33,20.57,33.44,43.01,78.33,45.83,33.45,17.72,13.72,4,10.61,270.39,0,6.06,16.1,19.23,-181.62,81.72,25.23,130.08,26.97,5.62,100.16,70.11,26.97,12.15

58,14:15-14:30,0,18,35,33,33,21.37,227.5,64.12,30,70,15,95.58,3.2,134.84,10.73,13.72,20.74,66.85,224.73,15.24,43.7,0,33,21.37,33.75,43.01,77.67,45.5,33.75,18.86,13.72,4,10.61,270.39,0,6.06,16.1,19.23,-181.62,81.72,25.23,130.08,26.97,5.62,100.16,70.11,26.97,12.15

59,14:30-14:45,0,18,35,33,33,22.29,225,66.85,32,67,16,87.99,3.2,134.84,10.73,13.72,20.74,66.85,224.73,15.24,43.7,0,33,22.29,38.33,43.01,75,45,38.34,20.04,13.72,4,10.61,270.39,0,6.06,16.1,19.23,-181.62,81.72,25.23,130.08,26.97,5.62,100.16,70.11,26.97,12.15

60,14:45-15:00,0,18,34,33,33,23.02,220.83,69.05,31,63,15,82.87,3.2,134.84,10.73,13.64,20.74,86.72,224.73,15.24,43.7,0,33,23.02,38.33,43.01,73.33,44.17,38.34,21.33,13.64,4,10.55,270.39,0,6.06,16.1,19.23,-181.62,81.72,25.23,130.08,26.97,5.62,100.16,70.11,26.97,12.15

61,15:00-15:15,0,16,32,33,33,22.59,197.93,67.76,17,60,8,77.66,3.2,134.84,10.73,14.85,20.74,86.72,224.73,15.24,43.7,0,33,22.59,38.33,36.88,68.33,39.59,38.34,21.65,14.85,4,11.48,270.39,0,6.34,16.38,19.23,-90.81,81.72,26.24,130.08,26.97,5.62,100.16,115.33,26.97,12.15

62,15:15-15:30,0,16,31,33,33,22.39,185.04,67.17,15,58,7,71.82,3.2,134.84,10.73,13.94,20.74,86.72,224.73,15.24,43.7,0,33,22.39,38.33,36.88,66.67,37.01,38.34,21.6,13.94,4,10.78,270.39,0,6.34,16.38,19.23,-0,81.72,27.25,130.08,26.97,5.62,100.16,115.33,26.97,12.15

63,15:30-15:45,0,15,30,33,33,21.8,163.19,65.37,20,47,10,82.02,3.2,134.84,10.73,12.06,20.74,86.72,224.73,15.24,43.7,0,33,21.8,38.33,36.88,45,32.64,38.34,21.39,12.06,4,9.31,270.39,0,6.34,16.38,19.23,-0,81.72,28.26,130.08,26.97,5.62,100.16,115.33,26.97,12.15

64,15:45-16:00,0,15,28,33,33,21.49,150.35,64.47,17,45,9,76.92,3.2,134.84,10.73,11.42,20.74,86.72,224.73,15.24,43.7,0,33,21.49,38.33,36.88,43.33,30.07,38.34,21.12,11.42,4,8.82,270.39,0,6.34,16.38,19.23,-0,81.72,29.27,130.08,26.97,5.62,100.16,115.33,26.97,12.15

65,16:00-16:15,0,13,25,24,33,21.8,136.92,65.37,15,43,7,51.76,3.18,134.84,10.73,10.95,20.74,86.72,224.73,15.24,43.7,0,33,21.8,41.67,40.88,58.58,27.39,41.66,21.75,10.95,4,8.46,270.39,0,6.71,16.83,19.23,-0,81.72,29.27,130.08,26.97,5.62,100.16,115.33,26.97,12.15

66,16:15-16:30,0,15,24,16,33,23.12,125.64,69.36,13,42,7,45.68,3.18,134.84,10.73,10.13,20.74,86.72,224.73,15.24,43.7,0,33,23.12,41.67,40.88,54.8,25.13,41.66,22.82,10.13,4,7.82,270.39,0,6.71,16.83,19.23,-0,81.72,29.27,130.08,26.97,5.62,100.16,115.33,26.97,12.15

67,16:30-16:45,0,13,20,8,33,28.15,127.08,84.43,17,30,8,38.79,3.2,134.84,10.73,9.11,20.74,86.72,224.73,15.24,43.7,0,33,28.15,41.67,40.88,55.87,25.42,41.66,24.03,9.11,4,7.04,270.39,0,6.71,16.83,19.23,-0,81.72,29.27,130.08,26.97,5.62,100.16,115.33,26.97,12.15

68,16:45-17:00,0,13,18,5,33,27.4,115.2,82.2,15,28,7,31.88,3.2,134.84,10.73,8.1,20.74,86.72,224.73,15.24,43.7,0,33,27.4,41.67,40.88,50.15,23.04,41.66,25.34,8.1,4,6.27,270.39,0,6.71,16.83,19.23,-0,81.72,29.27,130.08,26.97,5.62,100.16,115.33,26.97,12.15

69,17:00-17:15,0,16,15,2,33,27.03,113.99,81.06,13,23,7,25.5,3.2,134.84,10.73,7.12,20.74,86.72,224.73,15.24,43.7,0,33,27.03,41.67,42.42,43.33,22.8,41.66,25.7,7.12,4,5.5,270.39,0,6.99,17.3,19.23,-0,81.72,29.27,130.08,26.97,0,100.16,70.11,26.97,12.15

