Block,Time,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01102023/30042040/GNA_LT_35,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01102023/30042040/GNA_LT_36,NR/01062024/30062024/R2,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,NR/01102023/23072042/L_NR_2012_04,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01062024/15062024/1000011003-KWHPS-BRPL(DISCOM),NR/01062024/15062024/1000011005-GOHP-BRPL,NR/01042024/31072024/LT_MEJA_DELHI,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,NR/01102023/14082046/L_NR_2021_16,NR/01062024/30062024/IEPL01,NR/01102023/02122045/L_NR_2021_13,NR/01102023/19072037/LT-05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,NR/01062024/30062024/1000011034-ACBL-BRPL,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,NR/01102023/05012040/L_NR_2020_02,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17
53,13:00-13:15,24.120000,0.000000,15.280000,24.120000,25.740000,5.120000,153.280000,5.530000,0.000000,0.000000,15.660000,24.120000,0.000000,15.280000,69.470000,22.950000,22.950000,61.750000,0.000000,0.000000,24.120000,48.240000,16.090000,11.890000,30.34,31.34,188,0,0.000000,46.67,66.190000,74,31.33,94,29.010000,31.4,31.4,92.56,44.5,74,272.830000,42.01,47,80,114.996629,24.120000,31.4,233.33,5.470000,93,0

54,13:15-13:30,24.120000,0.000000,15.280000,24.120000,26.250000,5.120000,201.530000,5.530000,0.000000,0.000000,15.660000,24.120000,0.000000,15.280000,69.470000,22.950000,22.950000,61.750000,0.000000,0.000000,24.120000,48.240000,16.090000,11.890000,31.34,32.5,186,0,0.000000,46.67,66.190000,74.67,32.5,97.5,29.010000,31.23,31.24,92.56,44.5,74.67,272.830000,42.01,47,79,110.222559,24.120000,31.23,233.33,5.470000,93,0

55,13:30-13:45,24.120000,0.000000,15.280000,24.120000,26.250000,5.120000,249.770000,5.530000,0.000000,0.000000,15.660000,24.120000,0.000000,15.280000,60.790000,22.950000,22.950000,61.750000,0.000000,0.000000,24.120000,48.240000,16.090000,11.890000,33,33.34,186,0,0.000000,46.67,66.190000,75.33,33.33,100,29.010000,31.23,31.24,92.46,44.5,75.33,272.830000,42.01,47,79,107.552977,24.120000,31.23,233.33,5.470000,93,0

56,13:45-14:00,24.120000,0.000000,15.090000,24.120000,26.250000,5.120000,261.970000,5.530000,0.000000,0.000000,15.470000,24.120000,0.000000,15.090000,60.790000,22.950000,22.950000,61.750000,0.000000,0.000000,24.120000,48.240000,16.090000,11.890000,33.34,34.16,182,0,0.000000,46.67,66.190000,76,34.17,102.5,29.010000,31.4,31.4,92.51,44.5,76,272.830000,42.01,47,78,104.357273,24.120000,31.4,233.33,5.470000,93,0

57,14:00-14:15,24.120000,0.000000,14.760000,24.120000,26.250000,5.280000,261.970000,5.680000,0.000000,0.000000,15.140000,24.120000,0.000000,14.760000,80.090000,22.950000,22.950000,61.750000,0.000000,0.000000,24.120000,48.240000,16.090000,11.890000,33.34,35,179,0,0.000000,46.67,115.360000,76.67,35,105,29.010000,31.4,31.4,92.36,42.23,76.67,272.830000,44.01,47,76,100.664676,24.120000,31.4,233.33,5.570000,93,0

58,14:15-14:30,24.120000,0.000000,14.280000,24.120000,26.750000,5.280000,261.970000,5.680000,0.000000,0.000000,14.630000,24.120000,0.000000,14.280000,100.520000,22.950000,22.950000,61.750000,0.000000,0.000000,24.120000,48.240000,16.090000,11.890000,33.34,35,175,0,0.000000,46.67,115.360000,77.33,35,105,29.010000,31.4,31.4,92,41.67,77.33,272.830000,44.01,47,75,96.562873,24.120000,31.4,233.33,5.570000,93,0

59,14:30-14:45,24.120000,0.000000,13.640000,24.120000,27.260000,4.660000,261.970000,5.680000,0.000000,0.000000,13.980000,24.120000,0.000000,13.640000,100.520000,22.950000,22.950000,61.750000,0.000000,0.000000,24.120000,48.240000,16.090000,11.890000,33.34,35,172,0,0.000000,46.67,115.360000,77.33,35,105,29.010000,31.4,31.4,91.3,40.35,77.33,272.830000,44.01,41,73,90.90219,24.120000,31.4,233.33,5.570000,81,0

60,14:45-15:00,24.120000,0.000000,13.060000,24.120000,27.260000,4.660000,261.970000,5.680000,0.000000,0.000000,13.390000,24.120000,0.000000,13.060000,100.520000,22.950000,22.950000,61.750000,0.000000,0.000000,24.120000,48.240000,16.090000,11.890000,33.34,35,161,0,0.000000,45.13,115.360000,77.33,35,105,29.010000,31.4,31.4,89.4,39.04,77.33,272.830000,44.01,39,69,85.212278,24.120000,31.4,225.67,5.570000,78,0

61,15:00-15:15,24.120000,0.000000,12.480000,24.120000,27.260000,4.810000,261.970000,5.680000,0.000000,0.000000,12.800000,24.120000,0.000000,12.480000,100.520000,22.950000,22.950000,61.750000,0.000000,0.000000,24.120000,48.240000,16.090000,11.970000,33.34,35,151,0,0.000000,43.14,115.360000,77.33,35,105,29.010000,31.4,31.4,85.59,37.37,77.33,272.830000,44.01,37,64,69.1753,24.120000,31.4,215.72,5.570000,75,0

62,15:15-15:30,24.120000,0.000000,11.760000,24.120000,27.760000,4.810000,261.970000,5.680000,0.000000,0.000000,12.050000,24.120000,0.000000,11.760000,100.520000,22.950000,22.950000,61.750000,0.000000,0.000000,24.120000,48.240000,16.090000,11.970000,33.34,35,140,0,0.000000,40.96,115.360000,77.33,35,105,29.010000,31.5,31.5,80.57,35.27,77.33,272.830000,44.01,35,60,63.115154,24.120000,31.5,204.83,5.570000,70,0

63,15:30-15:45,24.120000,0.000000,10.720000,24.120000,27.760000,4.810000,261.970000,5.680000,0.000000,0.000000,10.980000,24.120000,0.000000,10.720000,100.520000,18.510000,22.950000,61.750000,0.000000,0.000000,24.120000,48.240000,16.090000,11.970000,33.34,35,130,0,0.000000,38.48,115.360000,77.33,35,105,29.010000,31.5,31.5,75.16,33.14,77.33,272.830000,44.01,32,55,56.246339,24.120000,31.5,192.39,5.470000,63,0

64,15:45-16:00,24.120000,0.000000,9.940000,24.120000,28.260000,4.810000,261.970000,5.680000,0.000000,0.000000,10.190000,24.120000,0.000000,9.940000,100.520000,18.510000,22.950000,61.750000,0.000000,0.000000,24.120000,48.240000,16.090000,11.970000,33.34,35,123,0,0.000000,35.91,115.360000,77.33,35,105,29.010000,31.83,31.84,69.46,31.58,77.33,272.830000,44.01,29,52,49.504183,24.120000,31.83,179.58,5.470000,58,0

65,16:00-16:15,24.120000,0.000000,8.950000,24.120000,28.260000,4.890000,261.970000,5.830000,24.120000,48.240000,9.170000,24.120000,0.000000,8.950000,100.520000,9.980000,22.950000,61.750000,0.000000,48.240000,24.120000,48.240000,16.090000,12.070000,33.34,35,112,0,38.600000,33.03,115.360000,77.33,35,105,29.010000,32,32,63.52,29.24,77.33,272.830000,44.01,26,48,43.288149,24.120000,32,165.17,5.470000,53,0

66,16:15-16:30,24.120000,0.000000,7.960000,24.120000,28.260000,4.890000,261.970000,5.830000,24.120000,48.240000,8.160000,24.120000,0.000000,7.960000,100.520000,9.980000,22.950000,61.750000,0.000000,48.240000,24.120000,48.240000,16.090000,12.070000,33.34,35,98,0,38.600000,29.97,115.360000,77.33,35,105,29.010000,32.33,32.34,57.27,25.55,77.33,272.830000,44.01,23,42,37.559265,24.120000,32.33,149.86,5.470000,46,0

67,16:30-16:45,24.120000,0.000000,6.970000,24.120000,27.760000,4.890000,261.970000,5.830000,24.120000,48.240000,7.140000,24.120000,0.000000,6.970000,100.520000,9.990000,30.880000,61.750000,0.000000,48.240000,24.120000,48.240000,16.090000,12.070000,33.34,35,84,0,38.600000,26.58,115.360000,77.33,35,105,29.010000,32.33,32.34,50.71,22.05,77.33,272.830000,44.01,20,36,33.642579,24.120000,32.33,132.88,5.470000,40,0

68,16:45-17:00,24.120000,0.000000,5.860000,24.120000,27.760000,4.890000,261.970000,5.830000,24.120000,48.240000,6.010000,24.120000,0.000000,5.860000,100.520000,9.990000,30.880000,61.750000,0.000000,48.240000,24.120000,48.240000,16.090000,12.070000,33.34,35,74,0,38.600000,23.24,115.360000,77.33,35,105,29.010000,33,30,43.4,20.02,77.33,272.830000,44.01,17,31,28.673649,24.120000,33,116.21,5.470000,33,0

69,17:00-17:15,24.120000,0.000000,4.620000,24.120000,27.760000,5.360000,261.970000,5.830000,24.120000,48.240000,4.740000,24.120000,0.000000,4.620000,100.520000,9.990000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,16.090000,12.250000,33.34,35,60,0,38.600000,18.8,115.360000,77.33,35,105,29.010000,33,20,36,16.56,77.33,272.830000,44.01,13,25,23.899579,24.120000,27.11,94.03,5.620000,27,0

70,17:15-17:30,24.120000,0.000000,3.510000,24.120000,27.760000,5.360000,261.970000,5.830000,24.120000,48.240000,3.600000,24.120000,0.000000,3.510000,100.520000,9.990000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,16.090000,12.250000,33.34,35,46,0,38.600000,14.9,115.360000,77.33,35,105,29.010000,30.42,10,29.2,13,77.33,272.830000,44.01,9,19,19.29114,24.120000,19.9,74.48,5.620000,19,0

71,17:30-17:45,24.120000,0.000000,2.440000,24.120000,27.760000,5.360000,261.970000,5.830000,24.120000,48.240000,2.490000,24.120000,0.000000,2.440000,100.520000,9.990000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,16.090000,12.250000,33.34,35,35,0,38.600000,11.72,115.360000,77.33,35,105,29.010000,22.55,3,22.41,10,77.33,272.830000,44.01,7,15,14.721673,24.120000,13.12,58.61,5.620000,15,0

72,17:45-18:00,24.120000,0.000000,1.860000,24.120000,27.260000,5.360000,261.970000,5.830000,24.120000,48.240000,1.910000,24.120000,0.000000,1.860000,100.520000,9.990000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,16.090000,12.250000,33.34,35,18,0,38.600000,8.52,115.360000,77.33,35,105,29.010000,14.61,0,15.85,8,77.33,272.830000,44.01,5,7,10.42501,24.120000,8.39,42.59,5.620000,10,0

73,18:00-18:15,24.120000,0.000000,1.370000,24.120000,27.260000,5.630000,261.970000,6.060000,24.120000,48.240000,1.400000,24.120000,0.000000,1.370000,100.520000,9.990000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,16.090000,12.440000,36.66,36.66,11,0,38.600000,5.74,115.360000,77.33,36.67,110,29.010000,0,0,10.01,5,77.33,272.830000,44.01,3,4,7.024703,24.120000,0,28.73,5.010000,5,0

74,18:15-18:30,24.120000,0.000000,0.960000,24.120000,27.260000,5.630000,261.970000,6.060000,24.120000,48.240000,0.970000,24.120000,0.000000,0.960000,100.520000,9.990000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,16.090000,12.440000,36.66,36.66,7,0,38.600000,3.47,115.360000,77.33,36.67,110,29.010000,0,0,5.41,4,77.33,272.830000,44.01,1,3,4.374607,24.120000,0,17.38,5.010000,3,0

75,18:30-18:45,24.120000,0.000000,0.610000,24.120000,27.260000,5.630000,261.970000,6.060000,24.120000,48.240000,0.620000,24.120000,0.000000,0.610000,100.520000,9.990000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,16.090000,12.440000,36.66,36.66,4,0,38.600000,2.22,115.360000,81.67,36.67,110,29.010000,0,0,2.35,3,81.67,272.830000,44.01,1,1,1.968086,24.120000,0,11.12,5.010000,1,0

76,18:45-19:00,24.120000,0.000000,0.340000,24.120000,27.260000,5.630000,261.970000,6.060000,24.120000,48.240000,0.350000,24.120000,0.000000,0.340000,100.520000,9.990000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,16.090000,12.440000,36.66,36.5,1,0,38.600000,1.25,115.360000,81,36.5,109.5,29.010000,0,0,0,2,81,272.830000,44.01,0,0,0.29229,24.120000,0,6.26,5.010000,0,0

77,19:00-19:15,24.120000,0.000000,0.090000,24.120000,27.760000,5.630000,261.970000,6.060000,24.120000,48.240000,0.100000,24.120000,0.000000,0.090000,100.520000,9.990000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,16.090000,12.620000,38.34,36.34,1,0,38.600000,0.56,115.360000,80,36.33,109,29.010000,0,0,0,1,80,272.830000,44.01,0,0,0,24.120000,0,2.78,5.290000,0,0

78,19:15-19:30,24.120000,0.000000,0.010000,24.120000,27.760000,5.630000,261.970000,6.060000,24.120000,48.240000,0.010000,24.120000,0.000000,0.010000,100.520000,9.990000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,16.090000,12.620000,38.34,36.16,0,0,38.600000,0.14,115.360000,80,36.17,108.5,29.010000,0,0,0,0.5,80,272.830000,44.01,0,0,0,24.120000,0,0.69,5.290000,0,0

79,19:30-19:45,24.120000,0.000000,0.000000,24.120000,27.760000,5.630000,261.970000,6.060000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,30.880000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,16.090000,12.620000,38,36.66,0,0,38.600000,0,115.360000,79.33,36.67,110,29.010000,0,0,0,0,79.33,272.830000,44.01,0,0,0,24.120000,0,0,5.290000,0,0

80,19:45-20:00,24.120000,0.000000,0.000000,24.120000,27.760000,5.630000,261.970000,6.060000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,30.880000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,16.090000,12.620000,37.34,36.34,0,0,38.600000,0,115.360000,78.33,36.33,109,29.010000,0,0,0,0,78.33,272.830000,44.01,0,0,0,24.120000,0,0,5.290000,0,0

81,20:00-20:15,24.120000,0.000000,0.000000,24.120000,30.780000,5.630000,261.970000,5.980000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,30.880000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,16.090000,12.800000,37,36,0,0,38.600000,0,109.120000,77.33,36,108,29.010000,0,0,0,0,77.33,272.830000,44.01,0,0,0,24.120000,0,0,5.570000,0,0

82,20:15-20:30,24.120000,0.000000,0.000000,24.120000,31.280000,5.630000,261.970000,5.980000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,30.880000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,16.090000,12.800000,35.34,35.84,0,0,38.600000,0,109.120000,76.67,35.83,107.5,29.010000,0,0,0,0,76.67,272.830000,44.01,0,0,0,24.120000,0,0,5.570000,0,0

83,20:30-20:45,24.120000,0.000000,0.000000,24.120000,31.280000,5.630000,261.970000,5.980000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,30.880000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,16.090000,12.800000,34.34,35.34,0,0,38.600000,0,109.120000,76,35.33,106,29.010000,0,0,0,0,76,272.830000,44.01,0,0,0,24.120000,0,0,5.570000,0,0

84,20:45-21:00,24.120000,0.000000,0.000000,24.120000,31.280000,5.630000,261.970000,5.980000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,30.880000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,16.090000,12.800000,34,35,0,0,38.600000,0,109.120000,75,35,105,29.010000,0,0,0,0,75,272.830000,44.01,0,0,0,24.120000,0,0,5.570000,0,0

85,21:00-21:15,24.120000,0.000000,0.000000,24.120000,30.780000,5.630000,261.970000,5.910000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,30.880000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,16.090000,12.990000,32,34.66,0,0,38.600000,0,109.120000,73.33,34.67,104,29.010000,0,0,0,0,73.33,272.830000,39.01,0,0,0,24.120000,0,0,5.930000,0,0

86,21:15-21:30,24.120000,0.000000,0.000000,24.120000,30.780000,5.630000,261.970000,5.910000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,30.880000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,16.090000,12.990000,31,34.16,0,0,38.600000,0,109.120000,71.67,34.17,102.5,29.010000,0,0,0,0,71.67,272.830000,38.21,0,0,0,24.120000,0,0,5.930000,0,0

87,21:30-21:45,24.120000,0.000000,0.000000,24.120000,29.770000,5.630000,261.970000,5.910000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,30.880000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,16.090000,12.990000,30,33.34,0,0,38.600000,0,109.120000,70.67,33.33,100,29.010000,0,0,0,0,70.67,272.830000,37.22,0,0,0,24.120000,0,0,5.930000,0,0

88,21:45-22:00,24.120000,0.000000,0.000000,24.120000,28.760000,5.630000,261.970000,5.910000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,30.880000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,16.090000,12.990000,30,32.5,0,0,38.600000,0,109.120000,70,32.5,97.5,29.010000,0,0,0,0,70,272.830000,36.22,0,0,0,24.120000,0,0,5.930000,0,0

89,22:00-22:15,24.120000,0.000000,0.000000,24.120000,30.280000,5.630000,261.970000,5.830000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,30.880000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,16.090000,13.080000,29.34,30.84,0,0,38.600000,0,109.120000,68.33,30.83,92.5,29.010000,0,0,0,0,68.33,272.830000,35.62,0,0,0,24.120000,0,0,6.130000,0,0

90,22:15-22:30,24.120000,0.000000,0.000000,24.120000,29.780000,5.630000,261.970000,5.830000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,30.880000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,16.090000,13.080000,26.66,29.16,0,0,38.600000,0,109.120000,67.33,29.17,87.5,29.010000,0,0,0,0,67.33,272.830000,35.02,0,0,0,24.120000,0,0,6.130000,0,0

91,22:30-22:45,24.120000,0.000000,0.000000,24.120000,29.780000,5.630000,261.970000,5.830000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,30.880000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,16.090000,13.080000,25,27.5,0,0,38.600000,0,109.120000,63.33,27.5,82.5,29.010000,0,0,0,0,63.33,272.830000,35.22,0,0,0,24.120000,0,0,6.130000,0,0

92,22:45-23:00,24.120000,0.000000,0.000000,24.120000,29.280000,5.630000,261.970000,5.830000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,30.880000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,16.090000,13.080000,25.34,26.66,0,0,38.600000,0,109.120000,61.67,26.67,80,29.010000,0,0,0,0,61.67,272.830000,35.42,0,0,0,24.120000,0,0,6.130000,0,0

93,23:00-23:15,24.120000,0.000000,0.000000,24.120000,29.280000,5.630000,261.970000,5.760000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,30.880000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,16.090000,13.170000,25.66,26.34,0,0,38.600000,0,109.120000,65,26.33,79,29.010000,0,0,0,0,65,272.830000,35.82,0,0,0,24.120000,0,0,5.930000,0,0

94,23:15-23:30,24.120000,0.000000,0.000000,24.120000,28.770000,5.630000,261.970000,5.760000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,30.880000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,16.090000,13.170000,26,25.84,0,0,38.600000,0,109.120000,63.33,25.83,77.5,29.010000,0,0,0,0,63.33,272.830000,36.22,0,0,0,24.120000,0,0,5.930000,0,0

95,23:30-23:45,24.120000,0.000000,0.000000,24.120000,28.770000,5.630000,261.970000,5.760000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,30.880000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,16.090000,13.170000,26,25.34,0,0,38.600000,0,109.120000,62.67,25.33,76,29.010000,0,0,0,0,62.67,272.830000,36.62,0,0,0,24.120000,0,0,5.930000,0,0

96,23:45-24:00,24.120000,0.000000,0.000000,24.120000,28.770000,5.630000,261.970000,5.760000,24.120000,48.240000,0.000000,24.120000,0.000000,0.000000,100.520000,30.880000,30.880000,87.030000,0.000000,48.240000,24.120000,48.240000,16.090000,13.170000,26.34,25,0,0,38.600000,0,109.120000,61.67,25,75,29.010000,0,0,0,0,61.67,272.830000,37.02,0,0,0,24.120000,0,0,5.930000,0,0

