Block,Time,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01102023/23072042/L_NR_2012_04,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/14082046/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,WR/01102023/31032046/L_NR_2020_05,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/06022042/L_NR_2012_02,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,NR/01102023/06022042/L_NR_2012_07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02012046/L_NR_2021_17,NR/01102023/22052037/LT-59
11,02:30-02:45,3.340000,0.000000,3.000000,22.610000,114.050000,0.000000,101.230000,22.610000,28.030000,0.000000,271.830000,0.000000,8.82,0,0,0,7.41,43.09,0,0,31.71,0,43.09,10.57,0,0,0,208.760000,0,10.57,74.110000,0,0,3.030000

12,02:45-03:00,3.340000,0.000000,3.000000,22.610000,114.050000,0.000000,101.230000,22.610000,28.030000,0.000000,271.830000,0.000000,8.61,0,0,0,7.41,42.05,0,0,31.37,0,42.05,10.44,0,0,0,208.760000,0,10.46,74.110000,0,0,3.030000

13,03:00-03:15,3.340000,0.000000,2.840000,22.610000,114.050000,0.000000,101.230000,22.610000,28.030000,0.000000,271.830000,0.000000,8.46,0,0,0,7.41,47.59,0,0,30.89,0,47.59,10.28,0,0,0,208.760000,0,10.3,74.110000,0,0,3.030000

14,03:15-03:30,3.340000,0.000000,2.840000,22.610000,114.050000,0.000000,101.230000,22.610000,28.030000,0.000000,271.830000,0.000000,11.71,0,0,0,7.41,47.22,0,0,30.79,0,47.22,10.26,0,0,0,208.760000,0,10.26,74.110000,0,0,3.030000

15,03:30-03:45,3.340000,0.000000,2.840000,22.610000,114.050000,0.000000,101.230000,22.610000,28.030000,0.000000,271.830000,0.000000,11.6,0,0,0,7.41,46.77,0,0,42.87,0,46.77,14.29,0,0,0,208.760000,0,14.29,74.110000,0,0,3.030000

16,03:45-04:00,3.340000,0.000000,2.840000,22.610000,114.050000,0.000000,101.230000,22.610000,28.030000,0.000000,271.830000,0.000000,11.44,0,0,0,7.41,46.55,0,0,42.38,0,46.55,14.11,0,0,0,208.760000,0,14.13,74.110000,0,0,3.030000

17,04:00-04:15,3.340000,0.000000,2.840000,22.610000,114.050000,0.000000,101.230000,22.610000,28.030000,0.000000,271.830000,0.000000,11.32,0,0,0,7.41,46.15,0,0,41.84,0,46.15,13.94,0,0,0,208.760000,0,13.95,74.110000,0,0,3.030000

18,04:15-04:30,3.340000,0.000000,2.840000,22.610000,114.050000,0.000000,101.230000,22.610000,28.030000,0.000000,271.830000,0.000000,11.14,0,0,0,7.41,45.87,0,0,41.36,0,45.87,13.77,0,0,0,208.760000,0,13.79,74.110000,0,0,3.030000

19,04:30-04:45,3.260000,0.000000,2.840000,22.610000,114.050000,0.000000,101.230000,22.610000,28.030000,0.000000,271.830000,0.000000,10.86,0,0,0,7.41,56.55,0,0,41.26,0,56.55,13.76,0,0,0,208.760000,0,13.75,74.110000,0,0,3.030000

20,04:45-05:00,3.260000,0.000000,2.840000,22.610000,114.050000,0.000000,101.230000,22.610000,28.030000,0.000000,271.830000,0.000000,10.55,0,0,0,7.41,55.97,0,0,41.04,0,55.97,13.67,0,0,0,208.760000,0,13.68,74.110000,0,0,3.030000

21,05:00-05:15,3.260000,0.000000,2.840000,22.610000,114.050000,0.000000,101.230000,22.610000,28.030000,0.000000,271.830000,0.000000,10.37,0,0,0,7.41,55.11,0,0,40.25,0,55.11,13.4,0,0,0,208.760000,0,13.42,74.110000,0,0,2.960000

22,05:15-05:30,3.260000,0.000000,2.840000,22.610000,114.050000,0.000000,101.230000,22.610000,28.030000,0.000000,271.830000,0.000000,13.92,0,0,0,7.41,61.87,0,0,39.15,0,61.87,13.04,0,0,0,208.760000,0,13.05,74.110000,0,0,2.960000

23,05:30-05:45,3.260000,0.000000,2.840000,22.610000,114.050000,0.000000,101.230000,22.610000,28.030000,0.000000,271.830000,0.000000,13.77,0,0,0,7.41,61.64,0,0,38.16,0,61.64,12.71,0,0,0,208.760000,0,12.72,74.110000,0,0,2.960000

24,05:45-06:00,3.260000,0.000000,2.840000,22.610000,114.050000,0.000000,101.230000,22.610000,28.030000,0.000000,271.830000,0.000000,13.66,0,0,0,7.41,61.09,0,0,37.57,0,61.09,12.53,0,0,0,208.760000,0,12.52,74.110000,0,0,2.960000

25,06:00-06:15,3.260000,0.000000,2.840000,22.610000,114.050000,0.000000,101.230000,22.610000,28.030000,0.000000,271.830000,0.000000,13.47,0,0,0,7.41,60.87,0,0,61.21,0,60.87,20.41,0,0,0,208.760000,0,20.4,74.110000,1.45,0,2.960000

26,06:15-06:30,3.260000,0.000000,2.840000,22.610000,114.050000,0.000000,101.230000,22.610000,28.030000,0.000000,271.830000,0.000000,13.2,0,0,0,7.41,60.44,0,0,60.63,0,60.44,20.2,1.02207,0,0,208.760000,0,20.21,74.110000,3,0,2.960000

27,06:30-06:45,3.260000,0.060000,2.840000,22.610000,114.050000,0.060000,101.230000,22.610000,28.030000,0.060000,271.830000,0.000000,12.88,0,3,0,7.41,59.54,0,0,60.51,0,59.54,20.17,8.108422,0,0,208.760000,1,20.17,74.110000,8,0,2.960000

28,06:45-07:00,3.260000,0.240000,2.840000,22.610000,114.050000,0.230000,101.230000,22.610000,28.030000,0.230000,271.830000,0.000000,9.49,0.57,15,2,7.41,47.91,1.4,0.41,60.24,0.3,47.91,20.08,17.287584,0.6,0.11,208.760000,7.64,20.08,74.110000,15,1,2.960000

29,07:00-07:15,3.260000,0.530000,2.760000,22.610000,114.050000,0.520000,101.230000,22.610000,28.030000,0.520000,271.830000,0.000000,9.46,6.7,32.55,5,7.41,46.52,4.9,1.47,59.3,2.1,46.52,19.75,25.89244,2.1,1.34,208.760000,20,19.77,74.110000,22,3,2.960000

30,07:15-07:30,3.260000,0.950000,2.760000,22.610000,114.050000,0.930000,101.230000,22.610000,28.030000,0.930000,271.830000,0.000000,9.25,13.21,28.52,10,7.41,43.15,10.5,3.07,57.98,4.5,43.15,19.31,34.672508,4.5,2.64,208.760000,28.52,19.33,74.110000,28.51,5,2.960000

31,07:30-07:45,3.260000,1.480000,2.760000,22.610000,114.050000,1.440000,101.230000,22.610000,28.030000,1.440000,271.830000,0.000000,8.99,15.17,30.03,15,7.41,42.14,16.8,5.18,46.66,9.08,42.14,15.56,44.328636,7.2,3.03,208.760000,30.03,15.55,74.110000,30.04,8,2.960000

32,07:45:08:00,3.260000,2.130000,2.760000,22.610000,114.050000,2.070000,101.230000,22.610000,28.030000,2.070000,271.830000,0.000000,8.79,20.39,30.53,23,7.41,39.46,23.1,7.73,45.79,14.92,39.46,15.26,54.46173,9.9,4.08,208.760000,30.53,15.26,74.110000,30.54,11,2.960000

33,08:00-08:15,3.260000,3.430000,2.760000,22.610000,114.050000,3.340000,101.230000,22.610000,28.030000,3.340000,271.830000,0.000000,8.25,33.33,31.53,29,7.41,37.54,30.1,10.7,44.54,21.3,37.54,14.83,64.166528,12.9,6.67,208.760000,31.53,14.85,74.110000,31.54,15,2.880000

34,08:15-08:30,3.260000,4.750000,2.760000,22.610000,114.050000,4.620000,101.230000,22.610000,28.030000,4.620000,271.830000,0.000000,7.66,57.62,31.87,36,7.41,36.17,36.4,13.87,44.11,27.96,36.17,14.71,73.024468,15.6,11.52,208.760000,31.87,14.7,74.110000,31.86,18,2.880000

35,08:30-08:45,3.260000,6.070000,2.760000,22.610000,114.050000,5.930000,101.230000,22.610000,29.000000,5.930000,271.830000,0.000000,7.41,75,31.87,30,7.41,35.84,43.4,14.93,38.15,34.83,35.84,12.71,81.055018,18.6,15,208.760000,31.87,12.72,74.110000,31.86,15,2.880000

36,08:45:09:00,3.260000,7.230000,2.760000,22.610000,114.050000,7.050000,101.230000,22.610000,29.000000,7.050000,271.830000,0.000000,7.24,93.58,31.87,33,7.41,35.51,50.4,17.81,37.52,41.59,35.51,12.5,88.355518,21.6,18.72,208.760000,31.87,12.51,74.110000,31.86,17,2.880000

37,09:00:09:15,3.260000,4.350000,2.760000,22.610000,114.050000,4.250000,101.230000,22.610000,29.960000,4.250000,271.830000,0.000000,6,80.3,32.03,35,6.01,35,60.2,20.37,38.93,47.81,35,12.96,85.357446,25.8,16.06,208.760000,32.03,12.98,74.110000,32.04,18,2.880000

38,09:15-09:30,3.260000,5.400000,2.760000,22.610000,114.050000,5.260000,101.230000,22.610000,29.960000,5.260000,271.830000,0.000000,5.87,93.63,32.03,40,6.01,35,73.5,22.57,39.13,53.55,35,13.04,93.339326,31.5,18.73,208.760000,32.03,13.04,74.110000,32.04,20,2.880000

39,09:30-09:45,3.260000,6.280000,2.760000,22.610000,114.050000,6.130000,101.230000,22.610000,29.960000,6.130000,271.830000,0.000000,5.73,105.3,32.03,46,6.01,30.14,108.5,22,39.47,40,30.14,13.14,100.785836,46.5,21.06,208.760000,32.03,13.16,74.110000,32.04,23,2.880000

40,09:45-10:00,3.260000,7.160000,2.760000,23.290000,114.050000,6.980000,101.230000,23.290000,29.000000,6.980000,271.830000,0.000000,5.72,116.97,32.03,49,6.01,30.14,119,24,39.13,43.33,30.14,13.04,107.80405,51,23.39,208.760000,32.03,13.04,74.110000,32.04,25,2.880000

41,10:00-10:15,3.260000,8.050000,2.840000,22.610000,114.050000,7.850000,101.230000,22.610000,29.000000,7.850000,271.830000,0.000000,5.97,96.04,32.03,50,6.01,30.14,129.5,25,38.74,46.67,30.14,12.92,113.478972,55.5,19.21,208.760000,32.03,12.91,74.110000,32.04,25,2.880000

42,10:15-10:30,3.260000,8.930000,2.840000,22.610000,114.050000,8.710000,101.230000,22.610000,29.000000,8.710000,271.830000,0.000000,5.84,100.21,32.03,57,6.01,30.72,142.1,27,38.73,53.33,30.72,12.9,118.988416,60.9,20.04,208.760000,32.03,12.91,74.110000,32.04,29,2.880000

43,10:30-10:45,3.260000,5.980000,2.840000,22.610000,114.050000,5.840000,101.230000,22.610000,29.000000,5.840000,271.830000,0.000000,5.79,106.88,32.03,90,6.01,30.77,148.4,26.5,33.08,60,30.77,11.01,121.227236,63.6,21.37,208.760000,32.03,11.03,74.110000,32.04,45,2.880000

44,10:45-11:00,3.260000,6.760000,2.840000,22.610000,114.050000,6.600000,101.230000,22.610000,29.000000,6.600000,271.830000,0.000000,6.17,112.71,32.03,91,6.01,31.44,164.5,28.5,33.06,66.67,31.44,11.02,125.529664,70.5,22.54,208.760000,32.03,11.02,74.110000,32.04,45,2.880000

45,11:00-11:15,3.260000,7.540000,3.000000,22.610000,106.320000,7.360000,101.230000,22.610000,28.030000,7.360000,271.830000,0.000000,6.38,191.67,32.03,87,6.01,32.3,178.5,28.5,33.67,73.33,32.3,11.23,128.362258,76.5,38.33,208.760000,32.03,11.22,74.110000,32.04,43,2.880000

46,11:15-11:30,3.260000,8.140000,3.000000,22.610000,106.320000,7.940000,101.230000,22.610000,28.030000,7.940000,271.830000,0.000000,6.99,196.33,32.03,83,6.01,33.45,179.9,29.5,34.35,76.67,33.45,11.45,130.63028,77.1,39.27,208.760000,32.03,11.45,74.110000,32.04,41,2.880000

47,11:30-11:45,3.260000,8.530000,3.000000,22.610000,106.320000,8.320000,101.230000,22.610000,28.030000,8.320000,271.830000,0.000000,7.64,204.17,32.03,81,6.01,34.31,185.5,30.5,37.63,80.72,34.31,12.55,132.216922,79.5,40.83,208.760000,32.03,12.54,74.110000,32.04,41,2.880000

48,11:45-12:00,3.260000,8.890000,3.000000,22.610000,106.320000,8.670000,101.230000,22.610000,28.030000,8.670000,271.830000,0.000000,8.18,204.17,32.03,77,6.01,27.06,185.5,30.5,38.57,81.24,27.06,12.85,133.200056,79.5,40.83,208.760000,32.03,12.86,74.110000,32.04,39,2.880000

49,12:00-12:15,3.300000,9.100000,3.070000,22.610000,114.050000,8.880000,101.230000,22.610000,28.030000,8.880000,271.830000,0.000000,5.51,225,32.03,79,6.01,27.84,185.5,29,27.76,81.6,27.84,9.26,141.97039,79.5,45,208.760000,32.03,9.25,74.110000,32.04,39,2.880000

50,12:15-12:30,3.300000,9.290000,3.070000,22.610000,114.050000,9.070000,101.230000,22.610000,28.030000,9.070000,271.830000,0.000000,5.51,225,32.03,78,6.01,28.37,185.5,29,27.83,81.3,28.37,9.26,139.43955,79.5,45,208.760000,32.03,9.28,74.110000,32.04,39,2.880000

51,12:30-12:45,3.300000,13.750000,3.070000,22.610000,114.050000,13.420000,101.230000,22.610000,28.030000,13.420000,271.830000,0.000000,5.52,229.17,32.03,77,6.01,29.5,185.5,29.5,27.93,81.49,29.5,9.3,136.091054,79.5,45.83,208.760000,32.03,9.31,74.110000,32.04,39,2.880000

52,12:45-13:00,3.300000,13.680000,3.070000,22.610000,114.050000,13.340000,101.230000,22.610000,28.030000,13.340000,271.830000,0.000000,5.52,229.17,32.03,77,6.01,30.28,185.5,29.5,28.06,80.9,30.28,9.35,132.314262,79.5,45.83,208.760000,32.03,9.35,74.110000,32.04,38,2.880000

53,13:00-13:15,3.300000,13.490000,3.230000,22.610000,115.980000,13.170000,101.230000,22.610000,28.030000,13.170000,271.830000,0.000000,5.52,229.17,32.03,77,6.01,23.52,182,45.5,28.28,79.98,23.52,9.41,127.0287,78,45.83,208.760000,32.03,9.43,74.110000,32.04,38,3.270000

54,13:15-13:30,3.300000,13.260000,3.230000,22.610000,115.980000,12.950000,101.230000,22.610000,28.030000,12.950000,271.830000,0.000000,5.62,229.17,32.03,75,6.01,23.65,175,45.5,28.48,78.6,23.65,9.49,120.292772,75,45.83,208.760000,32.03,9.49,74.110000,32.04,38,3.270000

55,13:30-13:45,3.300000,13.090000,3.230000,22.610000,115.980000,12.770000,101.230000,22.610000,28.030000,12.770000,271.830000,0.000000,5.67,218.9,32.03,77,6.01,23.71,171.5,44.5,28.98,84.46,23.71,9.65,112.4277,73.5,43.78,208.760000,32.03,9.66,74.110000,32.04,38,3.270000

56,13:45-14:00,3.300000,12.950000,3.230000,22.610000,115.980000,12.630000,101.230000,22.610000,28.030000,12.630000,271.830000,0.000000,5.83,212.65,32.03,76,6.01,23.73,165.2,43,29.91,83.13,23.73,9.96,104.455554,70.8,42.53,208.760000,32.03,9.97,74.110000,32.04,38,3.270000

57,14:00-14:15,3.300000,14.290000,3.380000,22.610000,117.910000,13.930000,101.230000,22.610000,29.000000,13.930000,271.830000,0.000000,5.35,207.5,32.03,55,6.01,23.37,159.6,42,30.88,81.03,23.37,10.3,97.301064,68.4,41.5,208.760000,32.03,10.29,74.110000,32.04,27,3.420000

58,14:15-14:30,3.300000,13.770000,3.380000,16.520000,117.910000,13.440000,101.230000,16.520000,29.000000,13.440000,271.830000,0.000000,5.4,200.51,32.03,53,6.01,23.19,154,39,30.95,78.21,23.19,10.31,91.489866,66,40.1,208.760000,32.03,10.32,74.110000,32.04,27,3.420000

59,14:30-14:45,3.300000,13.200000,3.380000,16.520000,117.910000,12.870000,101.230000,16.520000,29.000000,12.870000,271.830000,0.000000,5.75,195.63,32.03,53,7.21,22.96,162.4,38.61,31.4,74.69,22.96,10.45,84.286706,69.6,39.12,208.760000,32.03,10.47,74.110000,32.04,27,3.420000

60,14:45-15:00,3.300000,12.480000,3.380000,16.520000,117.910000,12.190000,101.230000,16.520000,29.000000,12.190000,271.830000,0.000000,5.78,186.81,32.03,51,7.21,22.77,155.4,36.71,31.92,70.96,22.77,10.64,76.596846,66.6,37.36,208.760000,32.03,10.64,74.110000,32.04,26,3.420000

61,15:00-15:15,3.300000,11.680000,3.460000,16.520000,117.910000,11.390000,101.230000,16.520000,29.000000,11.390000,271.830000,0.000000,5.99,169.02,32.2,47,7.21,23.27,143.5,36.29,33.11,66.01,23.27,11.02,76.684452,61.5,33.8,208.760000,32.2,11.04,74.110000,32.2,24,3.420000

62,15:15-15:30,3.300000,10.710000,3.460000,16.520000,117.910000,10.450000,101.230000,16.520000,29.000000,10.450000,271.830000,0.000000,6.17,151.23,32.5,45,7.21,23.08,133,34.11,33.48,60.72,23.08,11.16,68.67337,57,30.24,208.760000,32.5,11.16,74.110000,32.5,23,3.420000

63,15:30-15:45,3.300000,9.660000,3.460000,16.520000,117.910000,9.440000,101.230000,16.520000,29.000000,9.440000,271.830000,0.000000,7.62,99.82,32.5,52,7.21,25.02,116.9,31.72,37.79,54.93,25.02,12.59,60.019844,50.1,19.96,208.760000,32.5,12.6,74.110000,32.5,26,3.420000

64,15:45-16:00,3.300000,8.540000,3.460000,16.520000,117.910000,8.330000,101.230000,16.520000,29.000000,8.330000,271.830000,0.000000,7.75,76.16,32.5,47,7.21,32.85,101.5,29.14,36.77,48.7,32.85,12.24,50.928288,43.5,15.23,208.760000,32.5,12.26,74.110000,32.5,23,3.420000

65,16:00-16:15,3.340000,7.280000,3.540000,16.520000,117.910000,7.100000,101.230000,16.520000,29.960000,7.100000,271.830000,0.000000,7.82,63.56,32.5,41,7.21,32.68,86.8,25,36.29,41.98,32.68,12.08,41.106682,37.2,12.71,208.760000,32.5,12.1,74.110000,32.5,20,3.580000

66,16:15-16:30,3.340000,6.040000,3.540000,16.520000,117.910000,5.890000,101.230000,16.520000,30.930000,5.890000,271.830000,0.000000,5.85,50.96,32.5,32,7.21,32.68,70,22.62,35.92,35.2,32.68,11.98,31.460288,30,10.19,208.760000,32.5,11.97,74.110000,32.5,16,3.580000

67,16:30-16:45,3.340000,4.840000,3.540000,16.520000,117.910000,4.730000,101.230000,16.520000,30.930000,4.730000,271.830000,0.000000,5.81,38.35,24.41,23,7.21,32.32,49,19.18,35.52,28.04,32.32,11.84,19.847626,21,7.67,208.760000,30.27,11.84,74.110000,33,11,3.580000

68,16:45-17:00,3.340000,3.700000,3.540000,16.520000,117.910000,3.600000,101.230000,16.520000,30.930000,3.600000,271.830000,0.000000,5.79,25.75,12.88,13,7.21,26.89,33.6,15.44,35.16,21.37,26.89,11.71,13.393984,14.4,5.15,208.760000,14.06,11.72,74.110000,25,6,3.580000

69,17:00-17:15,3.340000,2.520000,3.380000,16.520000,117.910000,2.460000,101.230000,16.520000,30.930000,2.460000,271.830000,0.000000,5.77,57.58,0.6,9,7.21,26.64,22.4,11.58,34.81,14.34,26.64,11.61,7.83587,9.6,11.52,208.760000,4.85,11.6,74.110000,20,4,3.580000

70,17:15-17:30,3.340000,1.550000,3.380000,16.520000,117.910000,1.510000,101.230000,16.520000,30.930000,1.510000,271.830000,0.000000,5.67,45.5,1,5,7.21,26.33,13.3,9,34.36,7.95,26.33,11.46,3.192752,5.7,9.1,208.760000,1,11.45,74.110000,15,2,3.580000

71,17:30-17:45,3.340000,0.740000,3.150000,30.930000,117.910000,0.730000,101.230000,16.520000,30.930000,0.730000,271.830000,0.000000,5.64,33.42,0,2,7.21,22.57,5.6,6.46,33.87,2.71,22.57,11.29,1.4601,2.4,6.68,208.760000,0.1,11.29,74.110000,8.74,1,3.580000

72,17:45-18:00,3.340000,0.220000,3.150000,30.930000,117.910000,0.220000,101.230000,16.520000,30.930000,0.220000,271.830000,0.000000,5.47,21.33,0,1,7.21,22.41,1.4,3.79,33.31,0.99,22.41,11.1,0.038936,0.6,4.27,208.760000,0,11.1,74.110000,2.7,0,3.580000

73,18:00-18:15,3.340000,0.000000,3.150000,30.930000,117.910000,0.000000,101.230000,16.520000,30.930000,0.000000,271.830000,0.000000,5.42,15.2,0,0,7.21,22.33,0,1.92,32.06,0.33,22.33,10.67,0,0,3.04,208.760000,0,10.69,74.110000,0,0,3.650000

74,18:15-18:30,3.340000,0.000000,3.150000,30.930000,117.910000,0.000000,101.230000,16.520000,30.930000,0.000000,271.830000,0.000000,5.33,10.34,0,0,7.21,22.22,0,0.6,31.99,0,22.22,10.67,0,0,2.07,208.760000,0,10.66,74.110000,0,0,3.650000

75,18:30-18:45,3.340000,0.000000,3.150000,30.930000,117.910000,0.000000,101.230000,30.930000,30.930000,0.000000,271.830000,0.000000,7.34,5.51,0,0,7.21,22.12,0,0,26.73,0,22.12,8.9,0,0,1.1,208.760000,0,8.91,74.110000,0,0,3.650000

76,18:45-19:00,3.340000,0.000000,3.150000,30.930000,117.910000,0.000000,101.230000,30.930000,29.960000,0.000000,271.830000,0.000000,7.34,0.95,0,0,7.21,22,0,0,26.7,0,22,8.89,0,0,0.19,208.760000,0,8.9,74.110000,0,0,3.650000

77,19:00-19:15,3.440000,0.000000,3.070000,30.930000,117.910000,0.000000,101.230000,30.930000,29.960000,0.000000,271.830000,0.000000,7.34,0.38,0,0,7.21,21.96,0,0,25.83,0,21.96,8.6,0,0,0.07,208.760000,0,8.61,74.110000,0,0,3.650000

78,19:15-19:30,3.440000,0.000000,3.070000,30.930000,117.910000,0.000000,101.230000,30.930000,29.960000,0.000000,271.830000,0.000000,7.34,0,0,0,7.21,20.91,0,0,25.41,0,20.91,8.46,0,0,0,208.760000,0,8.47,74.110000,0,0,3.650000

79,19:30-19:45,3.440000,0.000000,3.070000,30.930000,117.910000,0.000000,101.230000,30.930000,29.960000,0.000000,271.830000,0.000000,7.34,0,0,0,7.21,19.73,0,0,22.11,0,19.73,7.36,0,0,0,208.760000,0,7.37,74.110000,0,0,3.650000

80,19:45-20:00,3.440000,0.000000,3.070000,30.930000,117.910000,0.000000,101.230000,30.930000,29.960000,0.000000,271.830000,0.000000,7.34,0,0,0,7.21,16.63,0,0,22.08,0,16.63,7.36,0,0,0,208.760000,0,7.36,74.110000,0,0,3.650000

81,20:00-20:15,3.440000,0.000000,3.070000,30.930000,117.910000,0.000000,101.230000,2.110000,29.960000,0.000000,271.830000,0.000000,7.34,0,0,0,7.21,16.11,0,0,21.66,0,16.11,7.22,0,0,0,208.760000,0,7.22,74.110000,0,0,3.580000

82,20:15-20:30,3.440000,0.000000,3.070000,30.930000,117.910000,0.000000,101.230000,2.110000,29.960000,0.000000,271.830000,0.000000,7.34,0,0,0,7.21,15.9,0,0,21.61,0,15.9,7.2,0,0,0,208.760000,0,7.2,74.110000,0,0,3.580000

83,20:30-20:45,3.440000,0.000000,3.310000,30.930000,117.910000,0.000000,101.230000,2.110000,29.960000,0.000000,271.830000,0.000000,7.34,0,0,0,7.21,15.72,0,0,21.5,0,15.72,7.16,0,0,0,208.760000,0,7.17,74.110000,0,0,3.580000

84,20:45-21:00,3.440000,0.000000,3.310000,30.930000,117.910000,0.000000,101.230000,2.110000,29.960000,0.000000,271.830000,0.000000,7.34,0,0,0,7.21,15.43,0,0,21.5,0,15.43,7.16,0,0,0,208.760000,0,7.17,74.110000,0,0,3.580000

