Time,Block,NR/2023/16191/A,NR/2023/16888/D,NR/2023/13636/A,NR/2023/13385/A,NR/2023/13383/A,NR/2023/16437/F,NR/2023/16185/A,NR/2023/13242/A,NR/2023/16968/C,NR/2023/16962/C,NR/2023/13148/A,NR/2023/16865/F,NR/2023/13376/A,NR/2023/16291/F,NR/2023/15770/A,NR/2023/13253/A,NR/2023/16073/A,NR/2023/16954/D,NR/2023/16967/C,NR/2023/16889/D,NR/2023/16971/C,NR/2023/16520/F,ER/2023/10768/C,NR/2023/13908/A,NR/2023/13519/A,NR/2023/13165/A,NR/2023/13254/A,NR/2023/13150/A,ER/2023/10784/C,NR/2023/13387/A,NR/2023/16077/A,NR/2023/16291/F/II,Total
71,17:30-17:45,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,0,10.090000,0.000000,0.000000,20.370000,0.000000,63.060000,48.510000,24.260000,0.1,0.000000,4.850000,10.100000,0.000000,0.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.820000,1050.2

72,17:45-18:00,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,0,10.090000,0.000000,0.000000,20.370000,0.000000,63.060000,48.510000,24.260000,0.19,0.000000,4.850000,10.100000,0.000000,0.000000,175.680000,0.000000,22.310000,19.690000,63.260000,0.000000,100.420000,0.000000,0.820000,1050.29

73,18:00-18:15,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,0,10.090000,36.610000,0.000000,20.370000,0.000000,63.060000,48.510000,0.000000,0.1,0.000000,4.850000,10.190000,0.000000,0.000000,175.680000,0.000000,22.310000,19.690000,63.260000,36.000000,100.420000,0.000000,0.820000,1098.64

74,18:15-18:30,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,0,10.090000,36.610000,0.000000,20.370000,0.000000,63.060000,48.510000,0.000000,0,0.000000,4.850000,10.190000,0.000000,0.000000,175.680000,0.000000,22.310000,19.690000,63.260000,36.000000,100.420000,0.000000,0.820000,1098.54

75,18:30-18:45,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,0,10.090000,36.610000,0.000000,20.370000,0.000000,63.060000,48.510000,0.000000,0,0.000000,4.850000,10.190000,0.000000,0.000000,175.680000,0.000000,22.310000,19.690000,63.260000,36.000000,100.420000,0.000000,0.820000,1098.54

76,18:45-19:00,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,0,10.090000,36.610000,0.000000,20.370000,0.000000,63.060000,48.510000,0.000000,0,0.000000,4.850000,10.190000,0.000000,0.000000,175.680000,0.000000,22.310000,19.690000,63.260000,36.000000,100.420000,0.000000,0.820000,1098.54

77,19:00-19:15,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,0,10.090000,36.610000,0.000000,20.370000,0.000000,63.060000,48.510000,0.000000,0,0.000000,4.850000,10.280000,32.500000,0.000000,175.680000,0.000000,22.310000,19.690000,63.260000,36.000000,100.420000,0.000000,0.820000,1131.13

78,19:15-19:30,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,0,10.090000,36.610000,0.000000,20.370000,0.000000,63.060000,48.510000,0.000000,0,0.000000,4.850000,10.280000,32.500000,0.000000,175.680000,0.000000,22.310000,19.690000,63.260000,36.000000,100.420000,0.000000,0.820000,1131.13

79,19:30-19:45,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,0,10.090000,36.610000,0.000000,20.370000,0.000000,63.060000,48.510000,0.000000,0,0.000000,4.850000,10.280000,32.500000,0.000000,175.680000,0.000000,22.310000,19.690000,63.260000,36.000000,100.420000,0.000000,0.820000,1131.13

80,19:45-20:00,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,0.000000,0,10.090000,36.610000,0.000000,20.370000,0.000000,63.060000,48.510000,0.000000,0,0.000000,4.850000,10.280000,32.500000,0.000000,175.680000,0.000000,22.310000,19.690000,63.260000,36.000000,100.420000,0.000000,0.820000,1131.13

81,20:00-20:15,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,29.690000,0,10.090000,36.610000,0.000000,20.370000,0.000000,63.060000,48.510000,0.000000,0,0.000000,4.850000,10.370000,17.850000,0.000000,175.680000,0.000000,22.310000,19.690000,63.260000,36.000000,100.420000,0.000000,0.780000,1146.22

82,20:15-20:30,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,29.690000,0,10.090000,36.610000,0.000000,20.370000,0.000000,63.060000,48.510000,0.000000,0,0.000000,4.850000,10.370000,17.850000,0.000000,175.680000,0.000000,22.310000,19.690000,63.260000,36.000000,100.420000,0.000000,0.780000,1146.22

83,20:30-20:45,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,29.690000,0,10.090000,36.610000,0.000000,20.370000,0.000000,63.060000,48.510000,0.000000,0,0.000000,4.850000,10.370000,17.850000,0.000000,175.680000,0.000000,22.310000,19.690000,63.260000,36.000000,100.420000,0.000000,0.780000,1146.22

84,20:45-21:00,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,29.690000,0,10.090000,36.610000,0.000000,20.370000,0.000000,63.060000,48.510000,0.000000,0,0.000000,4.850000,10.370000,17.850000,0.000000,175.680000,0.000000,22.310000,19.690000,63.260000,36.000000,100.420000,0.000000,0.780000,1146.22

85,21:00-21:15,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,29.690000,0,10.090000,36.610000,0.000000,20.370000,0.000000,63.060000,48.510000,0.000000,0,0.000000,4.850000,10.280000,17.850000,0.000000,175.680000,58.640000,22.310000,19.690000,63.260000,36.000000,100.420000,0.000000,0.780000,1204.77

86,21:15-21:30,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,29.690000,0,10.090000,36.610000,0.000000,20.370000,0.000000,63.060000,48.510000,0.000000,0,0.000000,4.850000,10.280000,17.850000,0.000000,175.680000,58.640000,22.310000,19.690000,63.260000,36.000000,100.420000,0.000000,0.780000,1204.77

87,21:30-21:45,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,29.690000,0,10.090000,36.610000,0.000000,20.370000,0.000000,63.060000,48.510000,0.000000,0,0.000000,4.850000,10.280000,17.850000,0.000000,175.680000,58.640000,22.310000,19.690000,63.260000,36.000000,100.420000,0.000000,0.780000,1204.77

88,21:45-22:00,142.620000,67.910000,19.230000,30.720000,0.000000,148.580000,77.620000,29.690000,0,10.090000,36.610000,0.000000,20.370000,0.000000,63.060000,48.510000,0.000000,0,0.000000,4.850000,10.280000,17.850000,0.000000,175.680000,58.640000,22.310000,19.690000,63.260000,36.000000,100.420000,0.000000,0.780000,1204.77

89,22:00-22:15,142.620000,67.910000,19.230000,30.720000,46.280000,148.580000,77.620000,29.690000,0,6.050000,36.610000,0.000000,20.370000,0.000000,63.060000,48.510000,0.000000,0,0.000000,4.850000,10.190000,17.850000,0.000000,175.680000,58.640000,22.310000,19.690000,63.260000,36.000000,100.420000,107.980000,0.780000,1354.9

90,22:15-22:30,142.620000,67.910000,19.230000,30.720000,46.280000,148.580000,77.620000,29.690000,0,6.050000,36.610000,0.000000,20.370000,0.000000,63.060000,48.510000,0.000000,0,0.000000,4.850000,10.190000,17.850000,0.000000,175.680000,58.640000,22.310000,19.690000,63.260000,36.000000,100.420000,107.980000,0.780000,1354.9

91,22:30-22:45,142.620000,67.910000,19.230000,30.720000,46.280000,148.580000,77.620000,29.690000,0,6.050000,36.610000,0.000000,20.370000,0.000000,63.060000,48.510000,0.000000,0,0.000000,4.850000,10.190000,17.850000,0.000000,175.680000,58.640000,22.310000,19.690000,63.260000,36.000000,100.420000,107.980000,0.780000,1354.9

92,22:45-23:00,142.620000,67.910000,19.230000,30.720000,46.280000,148.580000,77.620000,29.690000,0,6.050000,36.610000,0.000000,20.370000,0.000000,63.060000,48.510000,0.000000,0,0.000000,4.850000,10.190000,17.850000,0.000000,175.680000,58.640000,22.310000,19.690000,63.260000,36.000000,100.420000,107.980000,0.780000,1354.9

93,23:00-23:15,142.620000,67.910000,19.230000,30.720000,46.280000,148.580000,77.620000,29.690000,0,5.050000,36.610000,0.000000,20.370000,0.000000,63.060000,48.510000,0.000000,0,0.000000,4.850000,10.100000,17.850000,0.000000,175.680000,58.640000,22.310000,19.690000,63.260000,36.000000,100.420000,107.980000,0.780000,1353.81

94,23:15-23:30,142.620000,67.910000,19.230000,30.720000,46.280000,148.580000,77.620000,29.690000,0,5.050000,36.610000,0.000000,20.370000,0.000000,63.060000,48.510000,0.000000,0,0.000000,4.850000,10.100000,17.850000,0.000000,175.680000,58.640000,22.310000,19.690000,63.260000,36.000000,100.420000,107.980000,0.780000,1353.81

95,23:30-23:45,142.620000,67.910000,19.230000,30.720000,46.280000,148.580000,77.620000,29.690000,0,5.050000,36.610000,0.000000,20.370000,0.000000,63.060000,48.510000,0.000000,0,0.000000,4.850000,10.100000,17.850000,0.000000,175.680000,58.640000,22.310000,19.690000,63.260000,36.000000,100.420000,107.980000,0.780000,1353.81

96,23:45-24:00,142.620000,67.910000,19.230000,30.720000,46.280000,148.580000,77.620000,29.690000,0,5.050000,36.610000,0.000000,20.370000,0.000000,63.060000,48.510000,0.000000,0,0.000000,4.850000,10.100000,17.850000,0.000000,175.680000,58.640000,22.310000,19.690000,63.260000,36.000000,100.420000,107.980000,0.780000,1353.81

