Block,Time,JHAJJAR,KGSU1AND2,NLCEXP,NLCTS2EXP,RAPPB,VALLURNTECL,ANTA_RF,KHSTPP-I,KOLDAM,NJPC,RSTPSU1TO6,TEHRI,UNCHAHAR3,URI,ANTA_LF,AURY_CRF,AURY_LF,BRBCL,MAPS,NLCIIST1,UNCHAHAR2,BSIUL,KGSU3AND4,KISHANGANGA,KKNPPU2,KOTESHWR,KUDGI,NLCIIST2,SALAL,TALST2,UNCHAHAR1,URI2,DADRI_LF,CHAMERA2,FSTPP I & II,KKNP,RAMPUR,RAPPC,TANDA2,AURY_GF,DADRI_GF,CHAMERA1,CHAMERA3,NAPP,PARBATI3,RIHAND1,SASAN,SEWA2,TANAKPUR,TelanganaSTPP,DULHASTI,NNTPP,RIHAND3,RSTPSU7,SIMHST2,TALA,ANTA_GF,AURY_RF,DADRT2,DHAULIGNGA,KHSTPP-II,NTPL,RIHAND2,SIMHST1,SINGRAULI,SINGRAULI_HYDRO,UNCHAHAR4,ANTA_CRF,DADRI_CRF,DADRI_RF
30,07:15-07:30,574.3,0,0,0,0,0,45.47,33.69,0,93.56,0,62.24,26.39,1.11,0,0,0,20,0,0,42.39,13.04,0,0,0,9.86,0,0,1.4,0,10.27,4.31,23.57,26.34,19.73,0,0,26.39,0,0,0,28.1,19.38,44.11,16.55,92,279.18,7.9,5.76,0,32.95,0,124.32,0,0,0,0,71.46,682.79,27.41,148.3,0,118.75,0,125.96,0,0,0,0,69.38

31,07:30-07:45,574.3,0,0,0,0,0,45.47,33.69,0,103.04,0,62.24,26.39,26.49,0,0,0,20,0,0,42.39,13.04,0,0,0,9.86,0,0,1.4,0,10.27,4.31,23.57,26.34,19.73,0,0,26.39,0,0,0,28.1,19.38,44.11,16.55,92,279.18,8.19,5.76,0,32.95,0,124.32,0,0,0,0,71.46,682.79,27.41,148.3,0,118.75,0,125.96,0,0,0,0,69.38

32,07:45-08:00,574.3,0,0,0,0,0,45.47,33.69,0,103.04,0,62.24,26.39,26.49,0,0,0,20,0,0,42.39,13.04,0,0,0,9.86,0,0,1.4,0,10.27,4.31,23.57,26.34,19.73,0,0,26.39,0,0,0,28.1,19.38,44.11,3.56,92,279.18,8.19,5.76,0,32.95,0,124.32,0,0,0,0,71.46,682.79,27.41,148.3,0,118.75,0,125.96,0,0,0,0,69.38

33,08:00-08:15,554.3,0,0,0,0,0,45.47,33.69,0,103.04,0,62.24,26.39,1.11,0,0,0,20,0,0,42.39,13.04,0,0,0,9.86,0,0,1.4,0,10.27,4.31,23.57,26.34,19.73,0,0,26.39,0,0,0,28.1,19.38,44.11,0,92,279.18,8.19,5.76,0,32.95,0,124.32,0,0,0,0,71.46,682.79,27.41,148.3,0,118.75,0,125.96,0,0,0,0,69.38

34,08:15-08:30,554.3,0,0,0,0,0,45.47,33.69,0,103.04,0,62.24,26.39,1.11,0,0,0,20,0,0,42.39,13.04,0,0,0,9.86,0,0,1.4,0,10.27,4.31,23.57,26.34,19.73,0,0,26.39,0,0,0,28.1,19.38,44.11,0,92,279.18,8.19,5.76,0,32.95,0,124.32,0,0,0,0,71.46,682.79,27.41,148.3,0,118.75,0,125.96,0,0,0,0,69.38

35,08:30-08:45,554.3,0,0,0,0,0,45.25,33.69,0,103.04,0,62.24,26.39,2.21,0,0,0,20,0,0,42.39,2.2,0,0,0,8.88,0,0,1.4,0,10.27,4.31,23.57,13.17,19.73,0,0,26.39,0,0,0,12.01,9.67,44.11,0,92,279.18,0,0,0,16.48,0,124.32,0,0,0,0,71.46,682.79,15.98,148.3,0,118.75,0,125.96,0,0,0,0,69.38

36,08:45-09:00,554.3,0,0,0,0,0,45.05,33.69,0,100.19,0,46.68,26.39,2.21,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,10.27,4.31,23.57,13.17,19.73,0,0,26.39,0,0,0,0,0,44.11,0,92,279.18,0,0,0,16.48,0,124.32,0,0,0,0,71.46,682.79,7.92,148.3,0,118.75,0,125.96,0,0,0,0,69.38

37,09:00-09:15,524.3,0,0,0,0,0,44.83,33.69,0,75.76,0,44.17,26.39,26.49,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,10.27,4.31,23.57,0,19.73,0,0,26.39,0,0,0,0,0,44.11,0,92,279.18,0,0.51,0,16.48,0,124.32,0,0,0,0,71.46,682.79,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

38,09:15-09:30,524.3,0,0,0,0,0,44.83,33.69,0,70.17,0,31.12,26.39,26.49,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,10.27,4.31,23.57,0,19.73,0,0,26.39,0,0,0,0,0,44.11,0,92,279.18,0,0.51,0,16.48,0,124.32,0,0,0,0,71.46,682.79,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

39,09:30-09:45,524.3,0,0,0,0,0,44.63,33.69,0,70.17,0,31.12,26.39,26.49,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,10.27,10.76,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,279.18,0,0.51,0,0,0,124.32,0,0,0,0,71.46,682.79,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

40,09:45-10:00,524.3,0,0,0,0,0,44.41,33.69,0,46.79,0,15.56,26.39,26.49,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,10.27,10.76,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,279.18,0,0.51,0,0,0,124.32,0,0,0,0,71.46,682.79,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

41,10:00-10:15,494.3,0,0,0,0,0,44.31,33.69,0,23.39,0,0,26.39,1.11,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,10.27,10.76,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,308.25,0,0.51,0,0,0,124.32,0,0,0,0,71.46,682.79,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

42,10:15-10:30,494.3,0,0,0,0,0,44.31,33.69,0,0,0,0,26.39,1.11,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,10.27,10.76,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,315,0,0.51,0,0,0,124.32,0,0,0,0,71.46,682.78,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

43,10:30-10:45,494.3,0,0,0,0,0,44.1,33.69,0,0,0,0,26.39,1.11,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,10.27,10.76,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,320.62,0,0.51,0,0,0,124.32,0,0,0,0,71.46,682.78,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

44,10:45-11:00,494.3,0,0,0,0,0,43.89,33.69,0,0,0,0,26.39,1.11,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,10.27,10.76,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,326.25,0,0.51,0,0,0,124.32,0,0,0,0,71.46,682.78,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

45,11:00-11:15,654.3,0,0,0,0,0,43.68,33.69,0,0,0,0,26.39,6.63,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,10.27,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,337.5,0,0.51,0,0,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

46,11:15-11:30,654.3,0,0,0,0,0,43.68,33.69,0,0,0,0,26.39,6.63,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,10.27,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,348.98,0,0.51,0,0,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

47,11:30-11:45,654.3,0,0,0,0,0,43.47,33.69,0,0,0,0,26.39,6.63,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,10.27,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,348.98,0,0.51,0,0,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

48,11:45-12:00,654.3,0,0,0,0,0,43.47,33.69,0,0,0,0,26.39,6.63,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,10.27,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,348.98,0,0.51,0,0,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

49,12:00-12:15,654.3,0,0,0,0,0,43.36,33.69,0,0,0,0,26.39,6.63,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,348.98,0,0.51,0,0,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

50,12:15-12:30,654.3,0,0,0,0,0,43.16,33.69,0,0,0,0,26.39,1.11,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,348.98,0,0.51,0,0,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

51,12:30-12:45,654.3,0,0,0,0,0,43.16,33.69,0,0,0,0,26.39,1.66,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,337.5,0,0.51,0,0,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

52,12:45-13:00,654.3,0,0,0,0,0,42.94,33.69,0,0,0,0,26.39,1.66,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,337.5,0,0.51,0,0,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

53,13:00-13:15,654.3,0,0,0,0,0,42.94,33.69,0,0,0,0,26.39,1.66,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,337.5,0,1.15,0,0,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

54,13:15-13:30,654.3,0,0,0,0,0,42.94,33.69,0,0,0,0,26.39,1.66,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,337.5,0,1.15,0,0,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

55,13:30-13:45,654.3,0,0,0,0,0,42.94,33.69,0,0,0,0,26.39,1.66,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,337.5,0,1.15,0,0,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

56,13:45-14:00,654.3,0,0,0,0,0,42.74,33.69,0,0,0,0,26.39,1.66,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,337.5,0,1.15,0,0,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

57,14:00-14:15,654.3,0,0,0,0,0,42.94,33.69,0,0,0,0,26.39,1.66,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,337.5,0,1.15,0,0,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

58,14:15-14:30,654.3,0,0,0,0,0,42.94,33.69,0,0,0,0,26.39,1.66,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,1.4,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,337.5,0,1.15,0,0,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

59,14:30-14:45,654.3,0,0,0,0,0,42.94,33.69,0,0,0,0,26.39,1.11,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,2.33,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,337.5,0,1.15,0,0,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

60,14:45-15:00,654.3,0,0,0,0,0,42.94,33.69,0,0,0,0,26.39,1.11,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,2.33,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,337.5,0,1.15,0,0,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

61,15:00-15:15,654.3,0,0,0,0,0,42.94,33.69,0,0,0,0,26.39,1.11,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,2.33,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,337.5,0,1.15,0,0,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

62,15:15-15:30,654.3,0,0,0,0,0,42.94,33.69,0,0,0,0,26.39,1.11,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,2.33,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,337.5,0,1.15,0,0,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

63,15:30-15:45,654.3,0,0,0,0,0,42.94,33.69,0,0,0,15.06,26.39,1.11,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,9.29,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,337.5,0,1.15,0,0,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

64,15:45-16:00,654.3,0,0,0,0,0,42.94,33.69,0,0,0,15.56,26.39,1.11,0,0,0,20,0,0,42.39,0,0,0,0,8.88,0,0,41.83,0,9.71,4.31,23.57,0,20.3,0,0,26.39,0,0,0,0,0,44.11,0,92,337.5,0,1.15,0,0,0,124.32,0,0,0,0,71.46,683.14,0,148.3,0,118.75,0,125.96,0,0,0,0,69.38

