Block,Time,BSIUL,CHAMERA1,SINGRAULI,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI,SINGRAULI_HYDRO,TEHRI,URI2,UNCHAHAR3,SEWA2,CHAMERA2,CHAMERA3,DADRT2,DHAULIGNGA,JHAJJAR,KISHANGANGA,KOTESHWR,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,RIHAND2,RIHAND3,DULHASTI,KOLDAM,SALAL,NJPC,RAPPC,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,KHSTPP-II,KHSTPP-I,FSTPP I & II,BRBCL,TAPS-II,VSTPS V,VSTPS I,KSTPS7,SOLAPUR,GADARWARA-I,KSTPS I&II,SIPAT II,KHARGONE-I,SIPAT I,VSTPS IV,MOUDA_II,VSTPS III,MOUDA,VSTPS II,LARA-I,KAPS,SASAN,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas
1,00:00-00:15,0,42.66,133.939125,5.6364,4.233847,21.903791,39.781602,2.392833,48.576,1.053695,51.564209,36.642235,27.350811,18.108732,46.424172,33.499365,691.093984,0,603.966822,4.225255,18.274474,46.492646,0,1.634584,0,95.888555,122.432091,128.451291,56.92678,5.349991,83.664,53.138889,64.950987,0,13.693989,24.898162,0,0,76.76895,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,0.9,0.79,0.23,2.01,2.18,0,0,1.85,7.82,1.94,0,9.33,0.24,1.83,0.91,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.357553,1.332638,1.759081,4.26444,2.948952,1.857394,1.938899,4.97518,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.134513,199.125,0,0,0,0,0.02032,0,0,0.001107,0.018824

2,00:15-00:30,0,42.66,133.939125,5.6364,4.233847,21.903791,35.101413,2.392833,48.576,1.053695,51.564209,36.642235,27.350811,18.108732,46.424172,33.499365,691.093984,0,603.966822,4.225255,9.137237,46.492646,0,1.634584,0,95.888555,122.432091,128.451291,56.92678,5.349991,83.664,53.138889,64.950987,0,13.693989,24.898162,0,0,76.76895,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,0.9,0.79,0.23,2.01,2.18,0,0,1.85,7.82,1.94,0,9.33,0.24,1.83,0.91,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.357553,1.332638,1.759081,4.26444,2.948952,1.857394,1.938899,4.97518,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.134513,199.125,0,0,0,0,0.02032,0,0,0.001107,0.018824

3,00:30-00:45,0,42.66,133.939125,5.6364,4.233847,21.903791,35.101413,2.392833,48.576,1.053695,51.564209,31.561589,27.350811,18.108732,46.424172,33.499365,691.093984,0,603.966822,4.225255,9.137237,46.492646,0,1.362153,0,95.888555,122.432091,128.451291,56.92678,5.349991,83.664,44.318263,64.950987,0,13.693989,24.898162,0,0,76.76895,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,0.9,0.79,0.23,2.01,2.18,0,0,1.85,7.82,1.94,0,9.33,0.24,1.83,0.91,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.357553,1.332638,1.759081,4.26444,2.948952,1.857394,1.938899,4.97518,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.134513,199.125,0,0,0,0,0.02032,0,0,0.001107,0.018824

4,00:45-01:00,0,42.66,133.939125,5.6364,4.233847,21.903791,35.101413,2.392833,48.576,1.053695,51.564209,31.561589,27.350811,18.108732,46.424172,33.499365,691.093984,0,603.966822,4.225255,9.137237,46.492646,0,1.326619,0,95.888555,122.432091,128.451291,56.92678,5.349991,83.664,43.02744,64.950987,0,13.693989,24.898162,0,0,76.76895,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,0.9,0.79,0.23,2.01,2.18,0,0,1.85,7.82,1.94,0,9.33,0.24,1.83,0.91,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.357553,1.332638,1.759081,4.26444,2.948952,1.857394,1.938899,4.97518,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.134513,199.125,0,0,0,0,0.02032,0,0,0.001107,0.018824

5,01:00-01:15,0,42.66,133.939125,5.6364,4.233847,21.903791,35.101413,2.392833,52.992,1.053695,51.564209,31.561589,27.350811,18.108732,46.424172,33.499365,691.093984,0,603.966822,4.225255,9.137237,46.492646,0,0.663309,0,95.888555,122.432091,128.451291,56.92678,3.566661,83.664,21.51372,64.950987,0,13.693989,24.898162,0,0,76.76895,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,0.9,0.79,0.23,2.01,2.18,0,0,1.85,7.82,1.94,0,9.33,0.24,1.83,0.91,0,147.515625,41.5795,20.73185,20.0018,1.361689,1.318423,2.357553,1.332638,1.759081,4.26444,2.948952,1.857394,1.938899,5.032039,2.665275,3.487597,1.946241,1.9248,0.964817,4.228905,1.134513,199.125,0,0,0,0,0.02032,0,0,0.001107,0.018824

