Block,Time,AURY_CRF,DHAULIGNGA,SINGRAULI_HYDRO,RAPPC,DADRT2,RIHAND2,DADRI_CRF,UNCHAHAR4,KISHANGANGA,SALAL,TANDA2,RIHAND1,AURY_GF,UNCHAHAR1,ANTA_LF,PARBATI3,CHAMERA2,AURY_RF,NJPC,KOTESHWR,TEHRI,RAMPUR,DADRI_LF,UNCHAHAR2,DADRI_GF,UNCHAHAR3,NAPP,CHAMERA3,RIHAND3,URI2,JHAJJAR,RAPPB,TANAKPUR,AURY_LF,ANTA_CRF,SINGRAULI,DULHASTI,BSIUL,SEWA2,DADRI_RF,KOLDAM,ANTA_GF,CHAMERA1,URI,ANTA_RF,KHSTPP-I,TALA,KHSTPP-II,BRBCL,FSTPP I & II,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
11,02:30-02:45,0.000000,0.000000,0.647455,52.152728,362.741040,96.255180,0.000000,0.000000,0.000000,12.360194,0.000000,88.964000,0.000000,6.623950,0.000000,0.000000,0.000000,0.000000,0.000000,8.581158,0.000000,0.000000,0.000000,23.362720,0.000000,14.949820,41.103689,0.000000,119.584659,31.479563,347.385080,0.000000,0.000000,0.000000,0.000000,134.712770,15.935050,12.611227,15.282514,0.000000,0.000000,0.000000,0.000000,39.500016,0.000000,38.674682,0.000000,122.964590,16.318173,11.604000,404.950590,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,0.647455,52.152728,362.741040,96.255180,0.000000,0.000000,0.000000,12.360194,0.000000,88.964000,0.000000,6.623950,0.000000,0.000000,0.000000,0.000000,0.000000,8.581158,0.000000,0.000000,0.000000,23.362720,0.000000,14.949820,41.103689,0.000000,119.584659,31.479563,347.385080,0.000000,0.000000,0.000000,0.000000,134.712770,15.935050,12.611227,15.282514,0.000000,0.000000,0.000000,0.000000,39.500016,0.000000,38.674682,0.000000,122.964590,16.494454,11.604000,404.950590,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,0.647455,52.152728,362.741040,96.255180,0.000000,0.000000,0.000000,12.360194,0.000000,88.964000,0.000000,6.623950,0.000000,0.000000,0.000000,0.000000,0.000000,8.581158,0.000000,0.000000,0.000000,23.362720,0.000000,14.949820,41.103689,0.000000,119.584659,29.918593,347.385080,0.000000,0.000000,0.000000,0.000000,134.712770,15.935050,12.611227,15.282514,0.000000,0.000000,0.000000,0.000000,33.094608,0.000000,38.674682,0.000000,122.964590,17.165793,11.604000,404.950590,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,0.647455,52.152728,362.741040,96.255180,0.000000,0.000000,0.000000,12.360194,0.000000,88.964000,0.000000,6.623950,0.000000,0.000000,0.000000,0.000000,0.000000,8.581158,0.000000,0.000000,0.000000,23.362720,0.000000,14.949820,41.103689,0.000000,119.584659,29.918593,347.385080,0.000000,0.000000,0.000000,0.000000,134.712770,15.935050,12.611227,15.282514,0.000000,0.000000,0.000000,0.000000,33.094608,0.000000,34.047006,0.000000,117.675004,16.963494,11.604000,404.950590,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,0.647455,52.152728,362.741040,96.255180,0.000000,0.000000,0.000000,12.360194,0.000000,88.964000,0.000000,6.623950,0.000000,0.000000,3.222528,0.000000,0.000000,8.581158,0.000000,0.000000,0.000000,23.362720,0.000000,14.949820,41.103689,9.358471,119.584659,29.918593,347.385080,0.000000,0.000000,0.000000,0.000000,134.712770,15.935050,12.611227,15.282514,0.000000,0.000000,0.000000,0.000000,33.094608,0.000000,34.047006,0.000000,117.675004,19.339956,11.604000,404.950590,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,0.647455,52.152728,362.741040,96.255180,0.000000,0.000000,0.000000,12.360194,0.000000,88.964000,0.000000,6.623950,0.000000,0.000000,12.735429,0.000000,0.000000,8.581158,0.000000,0.000000,0.000000,23.362720,0.000000,14.949820,41.103689,9.358471,119.584659,29.918593,347.385080,0.000000,0.000000,0.000000,0.000000,134.712770,15.935050,12.611227,15.282514,0.000000,0.000000,0.000000,0.000000,33.094608,0.000000,34.047006,0.000000,117.675004,18.449677,11.604000,404.950590,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,0.647455,52.152728,362.741040,96.255180,0.000000,0.000000,0.000000,12.360194,0.000000,88.964000,0.000000,6.623950,0.000000,0.000000,12.735429,0.000000,0.000000,8.581158,0.000000,0.000000,0.000000,30.729036,0.000000,14.949820,41.103689,9.358471,119.584659,29.918593,347.385080,0.000000,0.000000,0.000000,0.000000,134.712770,15.935050,12.611227,15.282514,0.000000,0.000000,0.000000,0.000000,33.094608,0.000000,34.047006,0.000000,117.675004,18.329367,15.089648,404.950590,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,0.647455,52.152728,362.741040,96.255180,0.000000,0.000000,0.000000,12.360194,0.000000,88.964000,0.000000,6.623950,0.000000,0.000000,12.735429,0.000000,0.000000,8.581158,0.000000,0.000000,0.000000,30.729036,0.000000,14.949820,41.103689,9.358471,119.584659,29.918593,347.385080,0.000000,0.000000,0.000000,0.000000,134.712770,15.935050,12.611227,15.282514,0.000000,0.000000,0.000000,13.585731,33.094608,0.000000,34.047006,0.000000,117.675004,19.339956,15.089648,404.950590,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,0.647455,52.152728,362.741040,96.255180,0.000000,0.000000,0.000000,24.720388,0.000000,88.964000,0.000000,6.623950,0.000000,0.000000,12.735429,0.000000,18.314980,8.581158,0.000000,0.000000,0.000000,30.729036,0.000000,14.949820,41.103689,9.358471,119.584659,29.918593,347.385080,0.000000,0.000000,0.000000,0.000000,134.712770,15.935050,12.611227,15.282514,0.000000,0.000000,0.000000,13.585731,33.094608,0.000000,34.047006,0.000000,122.964590,19.339956,15.089648,404.950590,0,0,0,0,0

20,04:45-05:00,0.000000,0.000000,0.647455,52.152728,362.741040,96.255180,0.000000,0.000000,0.000000,24.720388,0.000000,88.964000,0.000000,6.623950,0.000000,0.000000,12.735429,0.000000,36.629960,8.581158,0.000000,0.000000,0.000000,30.729036,0.000000,14.949820,41.103689,9.358471,119.584659,29.918593,347.385080,0.000000,0.000000,0.000000,0.000000,134.712770,15.935050,12.611227,15.282514,0.000000,0.000000,0.000000,27.171462,33.094608,0.000000,34.047006,0.000000,121.543004,19.339956,15.089648,404.950590,0,0,0,0,0

21,05:00-05:15,0.000000,0.000000,0.647455,52.152728,411.091040,96.255180,0.000000,0.000000,0.000000,24.720388,0.000000,88.964000,0.000000,8.356524,0.000000,0.000000,12.735429,0.000000,58.607936,8.581158,11.574990,0.000000,0.000000,30.729036,0.000000,19.388834,41.103689,9.358471,119.584659,29.918593,349.087000,0.000000,0.000000,0.000000,0.000000,134.712770,15.935050,12.611227,15.282514,0.000000,0.000000,0.000000,27.171462,39.500016,0.000000,34.047006,0.000000,132.731290,19.339956,15.089648,404.950590,0,0,0,0,0

22,05:15-05:30,0.000000,0.000000,0.647455,52.152728,459.441040,96.255180,0.000000,0.000000,0.000000,24.720388,0.000000,88.964000,0.000000,8.356524,0.000000,0.000000,12.735429,0.000000,58.607936,8.581158,11.574990,0.000000,0.000000,30.729036,0.000000,19.388834,41.103689,9.358471,119.584659,29.918593,349.087000,0.000000,0.000000,0.000000,0.000000,134.712770,15.935050,12.611227,15.282514,0.000000,0.000000,0.000000,33.425757,39.500016,0.000000,40.241125,0.000000,142.647609,19.339956,15.089648,404.950590,0,0,0,0,0

23,05:30-05:45,0.000000,0.000000,0.647455,52.152728,507.791040,96.255180,0.000000,0.000000,0.000000,24.720388,0.000000,88.964000,0.000000,8.356524,0.000000,0.000000,15.468132,0.000000,90.476001,8.581158,11.574990,0.000000,0.000000,30.729036,0.000000,19.388834,41.103689,18.716943,119.584659,29.918593,349.087000,0.000000,0.000000,0.000000,0.000000,134.712770,15.935050,12.611227,15.282514,0.000000,0.000000,0.000000,40.757193,33.094608,0.000000,38.674682,0.000000,122.954920,19.339956,15.089648,404.950590,0,0,0,0,0

24,05:45-06:00,0.000000,8.814108,0.647455,52.152728,507.791040,96.255180,0.000000,0.000000,0.000000,24.720388,0.000000,88.964000,0.000000,8.356524,0.000000,0.000000,25.470857,0.000000,90.476001,8.581158,34.724970,0.000000,0.000000,30.729036,0.000000,19.388834,41.103689,18.716943,119.584659,29.918593,349.087000,0.000000,0.000000,0.000000,0.000000,134.712770,15.935050,6.305614,15.282514,0.000000,0.000000,0.000000,40.757193,33.094608,0.000000,38.674682,0.000000,122.954920,19.339956,15.089648,404.950590,0,0,0,0,0

25,06:00-06:15,0.000000,17.628217,0.647455,52.152728,507.791040,96.255180,0.000000,0.000000,0.000000,24.720388,0.000000,88.964000,0.000000,8.356524,0.000000,0.000000,25.470857,0.000000,90.476001,17.162316,46.299960,0.000000,0.000000,30.729036,0.000000,19.388834,41.103689,18.716943,119.584659,29.918593,349.087000,0.000000,0.000000,0.000000,0.000000,134.712770,31.870100,12.611227,15.282514,0.000000,0.000000,0.000000,40.757193,33.094608,0.000000,38.674682,0.000000,122.954920,19.339956,15.089648,404.950590,0,0,0,0,0

26,06:15-06:30,0.000000,26.503640,0.647455,52.152728,507.791040,96.255180,0.000000,0.000000,0.000000,37.080582,0.000000,88.964000,0.000000,8.356524,0.000000,0.000000,38.206286,0.000000,90.476001,25.743474,46.299960,0.000000,0.000000,30.729036,0.000000,19.388834,41.103689,18.716943,119.584659,29.918593,349.087000,0.000000,0.000000,0.000000,0.000000,134.712770,47.805150,18.916841,15.282514,0.000000,0.000000,0.000000,40.757193,33.094608,0.000000,38.674682,0.000000,122.954920,19.339956,15.089648,404.950590,0,0,0,0,0

27,06:30-06:45,0.000000,35.338187,0.647455,52.152728,556.141040,96.255180,0.000000,0.000000,0.000000,76.756805,0.000000,88.964000,0.000000,8.356524,0.000000,0.000000,38.206286,0.000000,90.476001,25.743474,46.299960,0.000000,0.000000,30.729036,0.000000,19.388834,41.103689,18.716943,119.584659,29.918593,349.087000,0.000000,0.000000,0.000000,0.000000,134.712770,47.805150,18.916841,15.282514,0.000000,0.000000,0.000000,40.757193,33.094608,0.000000,38.674682,0.000000,122.954920,19.339956,17.280290,404.950590,0,0,0,0,0

28,06:45-07:00,0.000000,35.338187,0.647455,52.152728,556.141040,96.255180,0.000000,0.000000,0.000000,76.756805,0.000000,88.964000,0.000000,8.356524,0.000000,0.000000,38.206286,0.000000,90.476001,25.743474,46.299960,0.000000,0.000000,30.729036,0.000000,19.388834,41.103689,18.716943,119.584659,29.918593,349.087000,0.000000,0.000000,0.000000,0.000000,134.712770,47.805150,18.916841,15.282514,0.000000,0.000000,0.000000,40.757193,33.094608,0.000000,38.674682,0.000000,122.954920,19.339956,17.280290,404.950590,0,0,0,0,0

29,07:00-07:15,0.000000,35.338187,0.647455,52.152728,556.141040,96.255180,0.000000,0.000000,0.000000,76.756805,0.000000,88.964000,0.000000,8.356524,0.000000,0.000000,38.206286,0.000000,90.476001,25.743474,46.299960,0.000000,0.000000,30.729036,0.000000,19.388834,41.103689,18.716943,119.584659,29.918593,349.087000,0.000000,0.000000,0.000000,0.000000,134.712770,47.805150,18.916841,15.282514,0.000000,0.000000,0.000000,40.757193,33.094608,0.000000,38.674682,0.000000,122.954920,19.339956,17.280290,404.950590,0,0,0,0,0

30,07:15-07:30,0.000000,35.338187,0.647455,52.152728,556.141040,96.255180,0.000000,0.000000,0.000000,76.756805,0.000000,88.964000,0.000000,8.356524,0.000000,0.000000,38.206286,0.000000,90.476001,25.743474,46.299960,0.000000,0.000000,30.729036,0.000000,19.388834,41.103689,18.716943,119.584659,29.918593,349.087000,0.000000,0.000000,0.000000,0.000000,134.712770,47.805150,18.916841,15.282514,0.000000,0.000000,0.000000,40.757193,33.094608,0.000000,38.674682,0.000000,122.954920,19.339956,17.280290,404.950590,0,0,0,0,0

31,07:30-07:45,0.000000,26.503640,0.647455,52.152728,556.141040,96.255180,0.000000,0.000000,0.000000,37.080582,0.000000,88.964000,0.000000,8.356524,0.000000,0.000000,38.206286,0.000000,90.476001,25.743474,46.299960,0.000000,0.000000,30.729036,0.000000,19.388834,41.103689,18.716943,119.584659,29.918593,349.087000,0.000000,0.000000,0.000000,0.000000,134.712770,47.805150,18.916841,15.282514,0.000000,0.000000,0.000000,40.757193,39.500016,0.000000,34.047006,0.000000,108.962334,19.339956,15.089648,404.950590,0,0,0,0,0

32,07:45:08:00,0.000000,17.648655,0.647455,52.152728,556.141040,96.255180,0.000000,0.000000,0.000000,24.720388,0.000000,88.964000,0.000000,8.356524,0.000000,0.000000,25.470857,0.000000,90.476001,17.448355,46.299960,0.000000,0.000000,30.729036,0.000000,19.388834,41.103689,18.716943,119.584659,29.918593,349.087000,0.000000,0.000000,0.000000,0.000000,134.712770,31.870100,6.305614,15.282514,0.000000,0.000000,0.000000,40.757193,39.500016,0.000000,34.047006,0.000000,108.962334,19.339956,15.089648,404.950590,0,0,0,0,0

33,08:00-08:15,0.000000,8.814108,0.647455,52.152728,507.791040,96.255180,0.000000,0.000000,0.000000,24.720388,0.000000,88.964000,0.000000,8.356524,0.000000,0.000000,25.470857,0.000000,58.607936,8.581158,46.299960,0.000000,0.000000,30.729036,0.000000,19.388834,41.103689,18.716943,119.584659,29.918593,349.087000,0.000000,6.441380,0.000000,0.000000,134.712770,15.935050,6.305614,15.282514,0.000000,0.000000,0.000000,40.757193,33.094608,0.000000,34.047006,0.000000,111.863334,19.339956,15.089648,404.950590,0,0,0,0,0

34,08:15-08:30,0.000000,0.000000,0.647455,52.152728,507.791040,96.255180,0.000000,0.000000,0.000000,24.720388,0.000000,88.964000,0.000000,8.356524,0.000000,0.000000,25.470857,0.000000,58.607936,8.581158,46.299960,0.000000,0.000000,30.729036,0.000000,19.388834,41.103689,18.716943,119.584659,29.918593,349.087000,0.000000,6.441380,0.000000,0.000000,134.712770,15.935050,6.305614,15.282514,0.000000,0.000000,0.000000,40.757193,33.094608,0.000000,34.047006,0.000000,111.863334,19.339956,15.089648,404.950590,0,0,0,0,0

35,08:30-08:45,0.000000,0.000000,0.647455,52.152728,459.441040,96.255180,0.000000,0.000000,0.000000,24.720388,0.000000,88.964000,0.000000,8.346854,0.000000,0.000000,25.470857,0.000000,36.629960,8.581158,34.724970,0.000000,0.000000,30.719366,0.000000,19.379164,41.103689,18.716943,119.584659,29.918593,349.087000,0.000000,6.441380,0.000000,0.000000,134.712770,15.935050,6.305614,15.282514,0.000000,0.000000,0.000000,40.335504,33.094608,0.000000,34.047006,0.000000,111.863334,19.339956,15.089648,404.950590,0,0,0,0,0

36,08:45:09:00,0.000000,0.000000,0.647455,52.152728,459.441040,96.255180,0.000000,0.000000,0.000000,24.720388,0.000000,88.964000,0.000000,8.346854,0.000000,0.000000,25.470857,0.000000,36.629960,8.581158,34.724970,0.000000,0.000000,30.719366,0.000000,19.379164,41.103689,18.716943,119.584659,29.918593,349.087000,0.000000,6.441380,0.000000,0.000000,134.712770,15.935050,6.305614,15.282514,0.000000,0.000000,0.000000,34.376850,33.094608,0.000000,34.047006,0.000000,117.665334,19.339956,15.089648,404.950590,0,0,0,0,0

37,09:00:09:15,0.000000,0.000000,0.647455,52.152728,459.441040,96.255180,0.000000,0.000000,0.000000,24.720388,0.000000,88.964000,0.000000,8.346854,0.000000,0.000000,25.470857,0.000000,36.629960,8.581158,34.724970,0.000000,0.000000,30.719366,0.000000,19.379164,41.103689,18.716943,119.584659,29.918593,349.087000,0.000000,6.689126,0.000000,0.000000,134.712770,15.935050,6.305614,10.208967,0.000000,0.000000,0.000000,27.171462,33.094608,0.000000,40.241125,0.000000,137.362253,19.339956,15.089648,404.950590,0,0,0,0,0

38,09:15-09:30,0.000000,0.000000,0.647455,52.152728,459.441040,96.255180,0.000000,0.000000,0.000000,24.720388,0.000000,88.964000,0.000000,8.346854,0.000000,0.000000,25.470857,0.000000,18.314980,8.581158,23.149980,0.000000,0.000000,30.719366,0.000000,19.379164,41.103689,18.716943,119.584659,29.918593,349.087000,0.000000,6.689126,0.000000,0.000000,134.712770,15.935050,6.305614,10.208967,0.000000,0.000000,0.000000,27.171462,33.094608,0.000000,40.241125,0.000000,142.647609,19.339956,15.089648,404.950590,0,0,0,0,0

39,09:30-09:45,0.000000,0.000000,0.647455,52.152728,411.091040,96.255180,0.000000,0.000000,0.000000,24.720388,0.000000,88.964000,0.000000,8.346854,0.000000,0.000000,25.470857,0.000000,0.000000,8.581158,23.149980,0.000000,0.000000,30.719366,0.000000,19.379164,41.103689,18.716943,119.584659,29.918593,349.087000,0.000000,0.247745,0.000000,0.000000,134.712770,15.935050,6.305614,10.208967,0.000000,0.000000,0.000000,27.171462,33.094608,0.000000,34.047006,0.000000,107.028334,19.339956,15.089648,404.950590,0,0,0,0,0

40,09:45-10:00,0.000000,0.000000,0.647455,52.152728,411.091040,96.255180,0.000000,0.000000,0.000000,24.720388,0.000000,88.964000,0.000000,8.346854,0.000000,0.000000,25.470857,0.000000,0.000000,8.581158,11.574990,0.000000,0.000000,30.719366,0.000000,19.379164,41.103689,18.716943,119.584659,29.918593,349.087000,0.000000,0.247745,0.000000,0.000000,134.712770,15.935050,6.305614,10.208967,0.000000,0.000000,0.000000,13.585731,33.094608,0.000000,34.047006,0.000000,107.028334,19.339956,15.089648,404.950590,0,0,0,0,0

41,10:00-10:15,0.000000,0.000000,0.647455,52.152728,362.741040,96.255180,0.000000,0.000000,0.000000,24.720388,0.000000,88.964000,0.000000,8.346854,0.000000,0.000000,25.470857,0.000000,0.000000,8.581158,11.574990,0.000000,0.000000,30.719366,0.000000,19.379164,41.103689,18.716943,119.584659,29.918593,349.087000,0.000000,0.247745,0.000000,0.000000,134.712770,15.935050,6.305614,15.282514,0.000000,0.000000,0.000000,13.585731,39.500016,0.000000,34.047006,0.000000,107.028334,19.339956,15.089648,404.950590,0,0,0,0,0

42,10:15-10:30,0.000000,0.000000,0.647455,52.152728,362.741040,96.255180,0.000000,0.000000,0.000000,24.720388,0.000000,88.964000,0.000000,8.346854,0.000000,0.000000,25.470857,0.000000,0.000000,8.581158,0.000000,0.000000,0.000000,30.719366,0.000000,19.379164,41.103689,18.716943,119.584659,29.918593,349.087000,0.000000,0.000000,0.000000,0.000000,134.712770,15.935050,12.611227,15.282514,0.000000,0.000000,0.000000,0.000000,39.500016,0.000000,34.047006,0.000000,107.028334,19.339956,15.089648,404.950590,0,0,0,0,0

43,10:30-10:45,0.000000,0.000000,0.647455,52.152728,362.741040,96.255180,0.000000,0.000000,0.000000,24.720388,0.000000,88.964000,0.000000,8.346854,0.000000,0.000000,25.470857,0.000000,0.000000,8.581158,0.000000,0.000000,0.000000,30.719366,0.000000,19.379164,41.103689,9.358471,119.584659,29.918593,349.087000,0.000000,0.000000,0.000000,0.000000,134.712770,15.935050,12.611227,15.282514,0.000000,0.000000,0.000000,0.000000,34.162176,0.000000,34.047006,0.000000,107.028334,18.346007,15.089648,404.950590,0,0,0,0,0

44,10:45-11:00,0.000000,0.000000,0.647455,52.152728,362.741040,96.255180,0.000000,0.000000,0.000000,24.720388,0.000000,88.964000,0.000000,8.346854,0.000000,0.000000,12.735429,0.000000,0.000000,8.581158,0.000000,0.000000,0.000000,30.719366,0.000000,19.379164,41.103689,9.358471,119.584659,29.918593,349.087000,0.000000,0.000000,0.000000,0.000000,134.712770,15.935050,12.611227,15.282514,0.000000,0.000000,0.000000,0.000000,34.162176,0.000000,34.047006,0.000000,107.028334,19.339956,15.089648,404.950590,0,0,0,0,0

45,11:00-11:15,0.000000,0.000000,0.647455,52.152728,362.741040,96.255180,0.000000,0.000000,0.000000,24.720388,0.000000,88.964000,0.000000,8.346854,0.000000,0.000000,25.470857,0.000000,0.000000,8.581158,0.000000,0.000000,0.000000,30.719366,0.000000,19.379164,41.103689,18.716943,119.584659,29.918593,349.087000,0.000000,0.000000,0.000000,0.000000,134.712770,15.935050,12.611227,15.282514,0.000000,0.000000,0.000000,0.000000,34.162176,0.000000,34.047006,0.000000,107.028334,18.646027,15.089648,404.950590,0,0,0,0,0

46,11:15-11:30,0.000000,0.000000,0.647455,52.152728,362.741040,96.255180,0.000000,0.000000,0.000000,24.720388,0.000000,88.964000,0.000000,8.346854,0.000000,0.000000,25.470857,0.000000,0.000000,8.581158,0.000000,0.000000,0.000000,30.719366,0.000000,19.379164,41.103689,18.716943,119.584659,29.918593,349.087000,0.000000,0.000000,0.000000,0.000000,134.712770,15.935050,12.611227,15.282514,0.000000,0.000000,0.000000,0.000000,34.162176,0.000000,34.047006,0.000000,107.028334,19.339956,15.089648,404.950590,0,0,0,0,0

47,11:30-11:45,0.000000,0.000000,0.647455,52.152728,362.741040,96.255180,0.000000,0.000000,0.000000,24.720388,0.000000,88.964000,0.000000,8.346854,0.000000,0.000000,25.470857,0.000000,0.000000,8.581158,0.000000,0.000000,0.000000,30.719366,0.000000,19.379164,41.103689,18.716943,119.584659,29.918593,349.087000,0.000000,0.000000,0.000000,0.000000,134.712770,15.935050,12.611227,15.282514,0.000000,0.000000,0.000000,0.000000,34.162176,0.000000,34.047006,0.000000,107.028334,19.339956,15.089648,404.950590,0,0,0,0,0

