Block,Time Block,DHAULIGNGA,FSTPP I & II,DULHASTI,KOLDAM,DADRT2,CHAMERA3,CHAMERA2,KHSTPP-II,KKNP,KKNPPU2,KISHANGANGA,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,CHAMERA1,BSIUL,BRBCL,ANTA_CRF,ANTA_GF,ANTA_RF,AURY_CRF,ANTA_LF,TEHRI,TelanganaSTPP,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,UNCHAHAR2,URI,KHSTPP-I,SALAL,SEWA2,TANDA2,SASAN,SIMHST1,SINGRAULI_HYDRO,TALST2,SIMHST2,TANAKPUR,RSTPSU7,SINGRAULI,TALA,KGSU3AND4,RIHAND2,RIHAND1,RSTPSU1TO6,RAPPC,RIHAND3,RAPPB,PARBATI3,NLCTS2EXP,NLCIIST2,NTPL,NNTPP,RAMPUR,KUDGI,NAPP,NJPC,NLCEXP,MAPS,KOTESHWR,NLCIIST1,JHAJJAR,KGSU1AND2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
19,04:30-04:45,0,9.62,0,0,365.25,0,0,78.37,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,11.54,0,0,4.14,14.27,22.53,0.75,20.78,1.35,0,0,329.67,0,0,0,0,0,0,104.31,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,345.89,0,0,0,0,0,0

20,04:45-05:00,0,9.62,0,0,365.25,0,0,78.37,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,11.54,0,0,4.14,14.27,22.53,0.75,20.78,8.93,0,0,329.67,0,0,0,0,0,0,104.31,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,345.89,0,0,0,0,0,0

21,05:00-05:15,0,9.62,0,0,365.25,0,0,94.54,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,11.54,0,0,4.14,14.27,22.53,0.75,23.02,40.19,0,0,329.67,0,0,0,0,0,0,104.31,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,346.85,0,0,0,0,0,0

22,05:15-05:30,0,9.62,0,0,365.25,0,0,94.82,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,11.54,0,0,4.14,14.27,22.53,0.75,23.02,40.19,0,0,329.67,0,0,0,0,0,0,104.31,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,346.85,0,0,0,0,0,0

23,05:30-05:45,0,9.62,15.83,0,354.68,0,0,94.82,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,11.54,0,0,4.14,14.27,22.53,0.75,23.02,40.19,0,0,329.67,0,0,0,0,5.53,0,104.31,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,20.01,0,0,8.53,0,346.85,0,0,0,0,0,0

24,05:45-06:00,0,9.62,15.83,0,354.68,0,0,94.82,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,14.95,0,11.54,0,0,4.14,14.27,22.53,0.75,23.02,40.19,0,0,329.67,0,0,0,0,5.53,0,104.31,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,38.49,0,0,8.53,0,346.85,0,0,0,0,0,0

25,06:00-06:15,8.78,9.62,15.83,0,354.68,0,0,112.69,0,0,0,0,0,0,0,0,0,0,0,1.06,19.22,0,0,0,0,0,29.9,0,11.54,0,0,4.14,14.27,22.53,0.75,25.35,40.19,0,0,329.67,0,0,0,0,5.53,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,3.67,0,0,0,0,0,0,42.48,67.42,0,0,8.53,0,346.85,0,0,0,0,0,0

26,06:15-06:30,17.55,9.62,31.66,0,354.68,9.29,2.57,114.5,0,0,0,0,0,0,0,0,0,0,0,6.26,19.22,0,0,0,0,0,29.9,0,11.54,0,0,4.14,14.27,22.53,0.75,25.35,40.19,0,0,329.67,0,0,0,0,5.53,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,15.9,0,0,0,0,0,0,42.48,74.61,0,0,8.53,0,346.85,0,0,0,0,0,0

27,06:30-06:45,26.34,11.23,31.66,0,354.68,9.29,7.69,114.5,0,0,0,0,0,0,0,0,0,0,12.14,6.26,19.22,0,0,0,0,0,44.85,0,13.15,0,0,4.14,16.59,27.05,0.75,25.35,8.93,0,0,329.67,0,0,0,0,5.53,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,15.9,0,0,0,0,0,0,42.48,89.89,0,0,8.53,0,362.22,0,0,0,0,0,0

28,06:45-07:00,26.34,13.65,31.66,0,361,18.62,25.31,142.49,0,0,0,0,0,0,0,0,0,0,24.64,12.53,19.22,0,0,0,0,0,59.8,0,15.88,0,0,4.14,20.37,32.73,0.75,25.35,1.35,5.06,0,329.67,0,0,0,0,0,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,15.9,0,0,0,0,0,0,42.48,112.38,0,0,9.47,0,429.48,0,0,0,0,0,0

29,07:00-07:15,26.34,16.03,31.66,0,366.21,18.62,25.31,142.49,0,0,0,0,0,0,0,0,0,0,27,12.53,19.22,0,0,0,0,0,59.8,0,19.75,0,0,4.14,25.36,40.73,25.45,31.5,1.35,5.06,0,329.67,0,0,0,0,0,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,15.9,0,0,0,0,0,0,42.48,112.38,0,0,9.47,0,504.22,0,0,0,0,0,0

30,07:15-07:30,26.34,16.03,31.66,0,444.99,18.62,25.31,142.49,0,0,0,0,0,0,0,0,0,0,27,12.53,19.22,0,0,0,0,0,59.8,0,19.75,0,0,4.14,25.36,40.73,25.45,31.5,1.35,10.12,0,329.67,0,0,0,0,0,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,15.9,0,0,0,0,0,0,42.48,112.38,0,0,9.47,0,552.26,0,0,0,0,0,0

31,07:30-07:45,26.34,16.03,31.66,0,582.79,18.62,25.31,142.49,0,0,0,0,0,0,0,0,0,0,27,12.53,19.22,0,0,0,0,0,59.8,0,19.75,0,0,4.14,25.36,40.73,2.12,31.5,1.35,10.12,0,329.67,0,0,0,0,0,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,15.9,0,0,0,0,0,0,42.48,112.38,0,0,9.47,0,627.82,0,0,0,0,0,0

32,07:45-08:00,26.34,16.03,31.66,0,646.07,18.62,25.31,142.49,0,0,0,0,0,0,0,0,0,0,27,12.53,19.22,0,0,0,0,0,59.8,0,19.75,0,0,4.14,25.36,40.73,1.07,31.5,1.35,5.06,0,329.67,0,0,0,0,0,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,3.42,0,0,0,0,0,0,42.48,112.38,0,0,9.47,0,628.65,0,0,0,0,0,0

33,08:00-08:15,26.34,16.03,31.66,0,656.02,18.62,25.31,142.49,0,0,0,0,0,0,0,0,0,0,27,12.53,17.64,0,0,0,0,0,59.8,0,19.75,0,0,4.14,25.36,40.73,1.07,31.5,1.35,5.06,0,329.67,0,0,0,0,5.53,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,112.38,0,0,9.47,0,628.65,0,0,0,0,0,0

34,08:15-08:30,15.35,16.03,31.66,0,656.02,18.62,25.31,142.49,0,0,0,0,0,0,0,0,0,0,27,12.53,19.22,0,0,0,0,0,59.8,0,19.75,0,0,4.14,25.36,40.73,1.07,31.5,1.35,4.88,0,329.67,0,0,0,0,5.53,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,112.38,0,0,9.47,0,628.65,0,0,0,0,0,0

35,08:30-08:45,8.78,16.03,31.66,0,656.02,9.29,25.31,142.49,0,0,0,0,0,0,0,0,0,0,11.54,1.06,19.22,0,0,0,0,0,44.85,0,19.75,0,0,10.34,25.36,40.73,25.45,31.5,1.35,4.86,0,329.67,0,0,0,0,0.49,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,89.89,0,0,8.53,0,628.65,0,0,0,0,0,0

36,08:45-09:00,8.78,16.03,31.66,0,656.02,9.29,12.65,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,44.85,0,19.75,0,0,10.34,25.36,40.73,25.45,31.5,1.35,0,0,329.67,0,0,0,0,0.49,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,67.42,0,0,8.53,0,628.65,0,0,0,0,0,0

37,09:00-09:15,0,16.03,15.83,0,656.02,9.29,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,44.85,0,19.75,0,0,10.34,25.36,40.73,25.45,31.5,1.35,0,0,329.67,0,0,0,0,0.49,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,44.96,0,0,8.53,0,597.91,0,0,0,0,0,0

38,09:15-09:30,0,16.03,15.83,0,656.36,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,29.9,0,19.75,0,0,10.34,25.36,40.73,3.18,31.5,1.35,0,0,329.67,0,0,0,0,0.49,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,20.01,0,0,8.53,0,597.91,0,0,0,0,0,0

39,09:30-09:45,0,16.03,15.83,0,656.02,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,29.9,0,19.75,0,0,10.34,25.36,40.73,1.07,31.5,1.35,0,0,329.67,0,0,0,0,1.1,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,549.87,0,0,0,0,0,0

40,09:45-10:00,0,16.03,15.83,0,656.36,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,14.05,0,19.75,0,0,10.34,25.36,40.73,1.07,31.5,1.35,0,0,329.67,0,0,0,0,1.1,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,549.87,0,0,0,0,0,0

41,10:00-10:15,0,16.03,15.83,0,652.32,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,18.32,0,0,0,0,0,0,0,19.75,0,0,4.14,25.36,40.73,1.07,31.5,1.35,0,0,329.67,0,0,0,0,1.1,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,549.87,0,0,0,0,0,0

42,10:15-10:30,0,16.03,15.83,0,652.32,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,18.63,0,0,0,0,0,0,0,19.75,0,0,4.14,25.36,40.73,1.07,31.5,1.35,0,0,329.67,0,0,0,0,1.1,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,473.12,0,0,0,0,0,0

43,10:30-10:45,0,16.03,15.83,0,652.32,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,18.34,0,0,0,0,0,0,0,19.75,0,0,4.14,25.36,40.73,2.12,31.5,1.35,0,0,329.67,0,0,0,0,1.1,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,381.41,0,0,0,0,0,0

44,10:45-11:00,0,16.03,15.83,0,614.69,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,17.21,0,0,0,0,0,0,0,19.75,0,0,4.14,25.36,40.73,2.12,31.5,1.35,0,0,329.67,0,0,0,0,1.1,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,309.69,0,0,0,0,0,0

45,11:00-11:15,0,16.03,0,0,574.34,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,13.83,0,0,0,0,0,0,0,17.03,0,0,4.14,21.85,35.11,2.12,31.5,1.35,0,0,329.67,0,0,0,0,3.07,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,351.11,0,0,0,0,0,0

46,11:15-11:30,0,16.03,0,0,544.55,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,13.82,0,0,0,0,0,0,0,17.03,0,0,7.75,21.85,35.11,2.12,31.5,1.35,0,0,329.67,0,0,0,0,3.07,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,351.11,0,0,0,0,0,0

47,11:30-11:45,0,16.03,0,0,457.48,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,16.12,0,0,0,0,0,0,0,17.03,0,0,7.75,21.85,30.52,4.24,31.5,1.35,0,0,329.67,0,0,0,0,3.07,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,351.11,0,0,0,0,0,0

48,11:45-12:00,0,16.03,0,0,409.44,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,17.03,0,0,7.75,21.85,30.52,4.24,31.5,1.35,0,0,329.67,0,0,0,0,3.07,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,351.11,0,0,0,0,0,0

49,12:00-12:15,0,15.07,0,0,351.8,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,14.89,0,0,7.75,19.25,30.52,4.24,31.5,1.35,0,0,329.67,0,0,0,0,3.07,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,351.11,0,0,0,0,0,0

50,12:15-12:30,0,15.07,0,0,297.03,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,14.89,0,0,7.75,19.25,30.52,4.24,31.5,1.35,0,0,329.67,0,0,0,0,3.07,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,351.11,0,0,0,0,0,0

51,12:30-12:45,0,12.55,0,0,297.03,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,14.89,0,0,7.75,19.25,30.52,1.07,31.5,1.35,0,0,343.18,0,0,0,0,3.45,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,351.11,0,0,0,0,0,0

52,12:45-13:00,0,12.55,0,0,297.03,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,14.89,0,0,4.14,19.25,30.52,1.07,31.5,1.35,0,0,358.98,0,0,0,0,3.45,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,351.11,0,0,0,0,0,0

53,13:00-13:15,0,12.55,0,0,297.03,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,14.89,0,0,4.14,19.25,30.52,1.07,31.5,1.35,0,0,369.66,0,0,0,0,3.45,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,351.11,0,0,0,0,0,0

54,13:15-13:30,0,12.55,0,0,297.03,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,14.89,0,0,4.14,19.25,30.52,1.07,31.5,1.35,0,0,376.84,0,0,0,0,3.45,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,351.11,0,0,0,0,0,0

55,13:30-13:45,0,12.55,0,0,297.03,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,14.89,0,0,4.14,19.25,30.52,1.07,31.5,1.35,0,0,385.03,0,0,0,0,3.45,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,351.11,0,0,0,0,0,0

56,13:45-14:00,0,12.55,0,0,297.03,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,18.99,0,0,0,0,0,0,0,14.89,0,0,4.14,19.25,30.52,1.07,31.5,1.35,0,0,393.04,0,0,0,0,3.45,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,351.11,0,0,0,0,0,0

57,14:00-14:15,0,12.55,0,0,297.03,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,14.89,0,0,4.14,19.25,22.53,1.07,31.5,1.35,0,0,394.52,0,0,0,0,3.45,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,346.85,0,0,0,0,0,0

58,14:15-14:30,0,12.55,0,0,297.03,0,0,142.49,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,11.54,0,0,4.14,14.27,22.53,1.07,31.5,1.35,0,0,394.52,0,0,0,0,3.45,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,346.85,0,0,0,0,0,0

59,14:30-14:45,0,9.62,0,0,297.03,0,0,114.5,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,11.54,0,0,4.14,14.27,22.53,1.07,25.35,1.35,0,0,394.52,0,0,0,0,3.45,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,346.85,0,0,0,0,0,0

60,14:45-15:00,0,9.62,0,0,297.03,0,0,114.5,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,11.54,0,0,4.14,14.27,22.53,1.07,25.35,1.35,0,0,394.52,0,0,0,0,3.45,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,346.85,0,0,0,0,0,0

61,15:00-15:15,0,9.62,0,0,297.03,0,0,114.5,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,11.54,0,0,4.14,14.27,22.53,1.07,25.35,1.35,0,0,394.52,0,0,0,0,3.45,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,346.85,0,0,0,0,0,0

62,15:15-15:30,0,10.68,15.83,0,297.03,0,0,114.5,0,0,0,0,0,0,0,0,0,0,0,0,19.22,0,0,0,0,0,0,0,13.75,0,0,4.14,17.77,28.15,1.07,25.35,1.35,0,0,394.52,0,0,0,0,3.45,0,121.02,0,0,114.09,88.39,0,51.82,119.45,0,0,0,0,0,0,0,0,42.48,0,0,0,8.53,0,346.85,0,0,0,0,0,0

